year,ple0019,bula_h,migback,proportion,n,lower_confidence,upper_confidence
2013,No,Saxony-Anhalt,Direct migration background,0.000627961408917052,44486,0.00039516596989315977,0.0008607568479409443
2013,No,Saxony,Indirect migration background,0.000627961408917052,44486,0.00039516596989315977,0.0008607568479409443
2013,No,Thuringa,Direct migration background,0.000627961408917052,44486,0.00039516596989315977,0.0008607568479409443
2013,No,Schleswig-Holstein,Indirect migration background,0.00039961180567448765,44486,0.0002138840735601613,0.000585339537788814
2013,No,Brandenburg,Indirect migration background,0.0003425244048638465,44486,0.0001705690273925849,0.0005144797823351081
2013,No,Thuringa,Indirect migration background,0.0003425244048638465,44486,0.0001705690273925849,0.0005144797823351081
2013,No,Mecklenburg-Western Pomerania,Indirect migration background,0.0003425244048638465,44486,0.0001705690273925849,0.0005144797823351081
2013,No,Mecklenburg-Western Pomerania,Direct migration background,0.0003425244048638465,44486,0.0001705690273925849,0.0005144797823351081
2013,No,Saxony-Anhalt,Indirect migration background,0.00017126220243192326,44486,4.966097388373656e-05,0.00029286343098011
2013,No,Bremen,Indirect migration background,0.00017126220243192326,44486,4.966097388373656e-05,0.00029286343098011
2015,Yes,North Rhine-Westphalia,No migration background,0.15498938428874734,38036,0.15135240597942318,0.1586263625980715
2015,Yes,Bavaria,No migration background,0.13694267515923567,38036,0.13348767654796007,0.14039767377051127
2015,Yes,Lower Saxony,No migration background,0.07590233545647558,38036,0.07324072093195033,0.07856394998100083
2015,Yes,Baden-Wuerttemberg,No migration background,0.07484076433121019,38036,0.07219631041337966,0.07748521824904071
2015,Yes,Hesse,No migration background,0.05997876857749469,38036,0.05759246190350743,0.06236507525148195
2015,Yes,Saxony,No migration background,0.05307855626326964,38036,0.050825483702270455,0.05533162882426883
2015,Yes,"Rhineland-Palatinate, Saarland",No migration background,0.0440552016985138,38036,0.04199279810778549,0.04611760528924211
2015,Yes,North Rhine-Westphalia,Direct migration background,0.038747346072186835,38036,0.036807807554543444,0.040686884589830226
2015,Yes,Berlin,No migration background,0.03821656050955414,38036,0.03628982057700446,0.04014330044210382
2015,Yes,Thuringa,No migration background,0.036093418259023353,38036,0.03421889802793537,0.03796793849011134
2015,Yes,Brandenburg,No migration background,0.03343949044585987,38036,0.031632719903651074,0.03524626098806867
2015,Yes,Schleswig-Holstein,No migration background,0.030254777070063694,38036,0.028533366540861808,0.031976187599265585
2015,Yes,Saxony-Anhalt,No migration background,0.030254777070063694,38036,0.028533366540861808,0.031976187599265585
2015,Yes,Mecklenburg-Western Pomerania,No migration background,0.025477707006369428,38036,0.023894146322626573,0.027061267690112283
2015,Yes,Bavaria,Direct migration background,0.024946921443736732,38036,0.02337951632525115,0.026514326562222315
2015,Yes,Baden-Wuerttemberg,Direct migration background,0.020169851380042462,38036,0.018757036045024513,0.02158266671506041
2015,Yes,North Rhine-Westphalia,Indirect migration background,0.016454352441613588,38036,0.015175865460008138,0.01773283942321904
2015,Yes,Hesse,Direct migration background,0.01326963906581741,38036,0.012119666571558475,0.014419611560076345
2015,Yes,Hamburg,No migration background,0.010615711252653927,38036,0.009585762287975204,0.01164566021733265
2015,Yes,Berlin,Direct migration background,0.009554140127388535,38036,0.008576520694486915,0.010531759560290154
2015,Yes,"Rhineland-Palatinate, Saarland",Direct migration background,0.009554140127388535,38036,0.008576520694486915,0.010531759560290154
2015,Yes,Baden-Wuerttemberg,Indirect migration background,0.009554140127388535,38036,0.008576520694486915,0.010531759560290154
2015,Yes,Lower Saxony,Direct migration background,0.009023354564755838,38036,0.008073024709355668,0.009973684420156009
2015,Yes,Bremen,No migration background,0.008492569002123142,38036,0.007570366745052107,0.009414771259194177
2015,Yes,Bavaria,Indirect migration background,0.007961783439490446,38036,0.007068625971720685,0.008854940907260207
