year,pgisced97,sex,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Upper Secondary Level,female,Yes,0.08420,439,5589,0.07692,0.09148
2011,Upper Secondary Level,female,No,0.91580,5150,5589,0.90852,0.92308
2011,Post-secondary Non-tertiary Level,male,No,0.93830,423,423,0.91534,0.96126
2011,Post-secondary Non-tertiary Level,female,Yes,0.06831,49,751,0.05026,0.08637
2011,Post-secondary Non-tertiary Level,female,No,0.93169,702,751,0.91363,0.94974
2011,First Stage of Tertiary Education,male,Yes,0.04435,39,897,0.03087,0.05783
2011,First Stage of Tertiary Education,male,No,0.95565,858,897,0.94217,0.96913
2011,First Stage of Tertiary Education,female,Yes,0.08794,39,548,0.06420,0.11167
2011,First Stage of Tertiary Education,female,No,0.91206,509,548,0.88833,0.93580
2011,Second Stage of Tertiary Education,male,Yes,0.04446,99,2468,0.03633,0.05260
2011,Second Stage of Tertiary Education,male,No,0.95554,2369,2468,0.94740,0.96367
2011,Second Stage of Tertiary Education,female,Yes,0.07325,155,2120,0.06216,0.08435
2011,Second Stage of Tertiary Education,female,No,0.92675,1965,2120,0.91565,0.93784
2013,No answer / don't know,male,No,0.98973,139,139,0.97291,1.00655
2013,No answer / don't know,female,No,0.97867,126,126,0.95334,1.00400
2013,Pre-primary Level,male,No,0.99749,120,120,0.98849,1.00648
2013,Pre-primary Level,female,No,0.99129,137,137,0.97567,1.00691
2013,Primary Level,male,No,0.92410,76,76,0.86416,0.98404
2013,Primary Level,female,No,0.82921,90,90,0.75102,0.90739
2013,Lower Secondary Level,male,Yes,0.06680,33,582,0.04650,0.08710
2013,Lower Secondary Level,male,No,0.93320,549,582,0.91290,0.95350
2013,Lower Secondary Level,female,Yes,0.09538,121,1269,0.07921,0.11155
2013,Lower Secondary Level,female,No,0.90462,1148,1269,0.88845,0.92079
2013,Upper Secondary Level,male,Yes,0.05794,229,4318,0.05097,0.06491
2013,Upper Secondary Level,male,No,0.94206,4089,4318,0.93509,0.94903
2013,Upper Secondary Level,female,Yes,0.09881,462,5089,0.09061,0.10701
2013,Upper Secondary Level,female,No,0.90119,4627,5089,0.89299,0.90939
2013,Post-secondary Non-tertiary Level,male,No,0.90518,390,390,0.87606,0.93429
2013,Post-secondary Non-tertiary Level,female,Yes,0.08104,60,681,0.06053,0.10156
2013,Post-secondary Non-tertiary Level,female,No,0.91896,621,681,0.89844,0.93947
2013,First Stage of Tertiary Education,male,Yes,0.04726,42,820,0.03273,0.06179
2013,First Stage of Tertiary Education,male,No,0.95274,778,820,0.93821,0.96727
2013,First Stage of Tertiary Education,female,Yes,0.11680,56,503,0.08870,0.14489
2013,First Stage of Tertiary Education,female,No,0.88320,447,503,0.85511,0.91130
2013,Second Stage of Tertiary Education,male,Yes,0.05634,119,2353,0.04703,0.06566
2013,Second Stage of Tertiary Education,male,No,0.94366,2234,2353,0.93434,0.95297
2013,Second Stage of Tertiary Education,female,Yes,0.07864,167,2113,0.06716,0.09012
2013,Second Stage of Tertiary Education,female,No,0.92136,1946,2113,0.90988,0.93284
2015,No answer / don't know,male,No,0.96335,301,301,0.94209,0.98461
2015,No answer / don't know,female,No,0.87954,276,276,0.84107,0.91801
2015,Pre-primary Level,female,No,0.91362,186,186,0.87313,0.95410
2015,Primary Level,male,No,0.89206,146,146,0.84155,0.94257
2015,Primary Level,female,No,0.88536,223,223,0.84345,0.92727
2015,Lower Secondary Level,male,Yes,0.07572,56,1018,0.05946,0.09198
2015,Lower Secondary Level,male,No,0.92428,962,1018,0.90802,0.94054
2015,Lower Secondary Level,female,Yes,0.09979,158,1655,0.08535,0.11424
2015,Lower Secondary Level,female,No,0.90021,1497,1655,0.88576,0.91465
2015,Upper Secondary Level,male,Yes,0.06443,272,5211,0.05776,0.07110
2015,Upper Secondary Level,male,No,0.93557,4939,5211,0.92890,0.94224
2015,Upper Secondary Level,female,Yes,0.10493,648,6438,0.09744,0.11241
2015,Upper Secondary Level,female,No,0.89507,5790,6438,0.88759,0.90256
2015,Post-secondary Non-tertiary Level,male,Yes,0.07244,37,711,0.05337,0.09150
2015,Post-secondary Non-tertiary Level,male,No,0.92756,674,711,0.90850,0.94663
2015,Post-secondary Non-tertiary Level,female,Yes,0.09626,122,1241,0.07984,0.11267
2015,Post-secondary Non-tertiary Level,female,No,0.90374,1119,1241,0.88733,0.92016
2015,First Stage of Tertiary Education,male,Yes,0.05985,54,941,0.04469,0.07502
2015,First Stage of Tertiary Education,male,No,0.94015,887,941,0.92498,0.95531
2015,First Stage of Tertiary Education,female,Yes,0.11175,65,579,0.08606,0.13743
2015,First Stage of Tertiary Education,female,No,0.88825,514,579,0.86257,0.91394
2015,Second Stage of Tertiary Education,male,Yes,0.05664,147,2949,0.04830,0.06499
2015,Second Stage of Tertiary Education,male,No,0.94336,2802,2949,0.93501,0.95170
2015,Second Stage of Tertiary Education,female,Yes,0.08962,239,2924,0.07926,0.09997
2015,Second Stage of Tertiary Education,female,No,0.91038,2685,2924,0.90003,0.92074
2017,No answer / don't know,male,No,0.95686,311,311,0.93424,0.97948
2017,No answer / don't know,female,Yes,0.12615,32,287,0.08767,0.16463
2017,No answer / don't know,female,No,0.87385,255,287,0.83537,0.91233
2017,Pre-primary Level,male,No,0.98801,190,190,0.97248,1.00353
2017,Pre-primary Level,female,No,0.96035,212,212,0.93402,0.98668
2017,Primary Level,male,No,0.87457,167,167,0.82418,0.92495
2017,Primary Level,female,Yes,0.20895,41,265,0.15991,0.25799
2017,Primary Level,female,No,0.79105,224,265,0.74201,0.84009
2017,Lower Secondary Level,male,Yes,0.09093,73,1059,0.07361,0.10826
2017,Lower Secondary Level,male,No,0.90907,986,1059,0.89174,0.92639
2017,Lower Secondary Level,female,Yes,0.09893,177,1686,0.08467,0.11319
2017,Lower Secondary Level,female,No,0.90107,1509,1686,0.88681,0.91533
2017,Upper Secondary Level,male,Yes,0.06155,303,5482,0.05519,0.06791
2017,Upper Secondary Level,male,No,0.93845,5179,5482,0.93209,0.94481
2017,Upper Secondary Level,female,Yes,0.10610,663,6591,0.09867,0.11354
2017,Upper Secondary Level,female,No,0.89390,5928,6591,0.88646,0.90133
2017,Post-secondary Non-tertiary Level,male,Yes,0.07200,42,818,0.05427,0.08972
2017,Post-secondary Non-tertiary Level,male,No,0.92800,776,818,0.91028,0.94573
2017,Post-secondary Non-tertiary Level,female,Yes,0.12009,149,1393,0.10302,0.13717
2017,Post-secondary Non-tertiary Level,female,No,0.87991,1244,1393,0.86283,0.89698
2017,First Stage of Tertiary Education,male,Yes,0.04242,51,940,0.02953,0.05531
2017,First Stage of Tertiary Education,male,No,0.95758,889,940,0.94469,0.97047
2017,First Stage of Tertiary Education,female,Yes,0.13935,70,587,0.11131,0.16739
2017,First Stage of Tertiary Education,female,No,0.86065,517,587,0.83261,0.88869
2017,Second Stage of Tertiary Education,male,Yes,0.05796,152,3254,0.04993,0.06599
2017,Second Stage of Tertiary Education,male,No,0.94204,3102,3254,0.93401,0.95007
2017,Second Stage of Tertiary Education,female,Yes,0.09190,266,3261,0.08198,0.10182
2017,Second Stage of Tertiary Education,female,No,0.90810,2995,3261,0.89818,0.91802
2019,No answer / don't know,male,No,0.95756,283,283,0.93403,0.98109
2019,No answer / don't know,female,Yes,0.15919,35,281,0.11634,0.20204
2019,No answer / don't know,female,No,0.84081,246,281,0.79796,0.88366
2019,Pre-primary Level,male,No,0.98433,161,161,0.96509,1.00358
2019,Pre-primary Level,female,No,0.88941,153,153,0.83955,0.93927
2019,Primary Level,male,No,0.90037,154,154,0.85291,0.94783
2019,Primary Level,female,Yes,0.18759,41,219,0.13577,0.23941
2019,Primary Level,female,No,0.81241,178,219,0.76059,0.86423
2019,Lower Secondary Level,male,Yes,0.09071,74,995,0.07286,0.10857
2019,Lower Secondary Level,male,No,0.90929,921,995,0.89143,0.92714
2019,Lower Secondary Level,female,Yes,0.12715,177,1428,0.10987,0.14444
2019,Lower Secondary Level,female,No,0.87285,1251,1428,0.85556,0.89013
2019,Upper Secondary Level,male,Yes,0.07620,380,5072,0.06890,0.08351
2019,Upper Secondary Level,male,No,0.92380,4692,5072,0.91649,0.93110
2019,Upper Secondary Level,female,Yes,0.12914,747,6075,0.12070,0.13757
2019,Upper Secondary Level,female,No,0.87086,5328,6075,0.86243,0.87930
2019,Post-secondary Non-tertiary Level,male,Yes,0.06339,46,831,0.04681,0.07997
2019,Post-secondary Non-tertiary Level,male,No,0.93661,785,831,0.92003,0.95319
2019,Post-secondary Non-tertiary Level,female,Yes,0.11938,158,1343,0.10203,0.13672
2019,Post-secondary Non-tertiary Level,female,No,0.88062,1185,1343,0.86328,0.89797
2019,First Stage of Tertiary Education,male,Yes,0.04961,63,1077,0.03663,0.06258
2019,First Stage of Tertiary Education,male,No,0.95039,1014,1077,0.93742,0.96337
2019,First Stage of Tertiary Education,female,Yes,0.13404,69,580,0.10629,0.16179
2019,First Stage of Tertiary Education,female,No,0.86596,511,580,0.83821,0.89371
2019,Second Stage of Tertiary Education,male,Yes,0.06834,198,3670,0.06017,0.07650
2019,Second Stage of Tertiary Education,male,No,0.93166,3472,3670,0.92350,0.93983
2019,Second Stage of Tertiary Education,female,Yes,0.09459,317,3352,0.08468,0.10450
2019,Second Stage of Tertiary Education,female,No,0.90541,3035,3352,0.89550,0.91532
2021,No answer / don't know,male,No,0.89082,394,394,0.85999,0.92166
2021,No answer / don't know,female,No,0.86440,335,335,0.82769,0.90112
2021,Pre-primary Level,male,No,0.87385,91,91,0.80525,0.94244
2021,Pre-primary Level,female,No,0.92596,88,88,0.87094,0.98098
2021,Primary Level,male,No,0.95835,480,480,0.94046,0.97624
2021,Primary Level,female,Yes,0.20214,50,427,0.16400,0.24028
2021,Primary Level,female,No,0.79786,377,427,0.75972,0.83600
2021,Lower Secondary Level,male,Yes,0.12905,75,787,0.10561,0.15248
2021,Lower Secondary Level,male,No,0.87095,712,787,0.84752,0.89439
2021,Lower Secondary Level,female,Yes,0.13601,133,956,0.11427,0.15775
2021,Lower Secondary Level,female,No,0.86399,823,956,0.84225,0.88573
2021,Upper Secondary Level,male,Yes,0.08871,261,3337,0.07906,0.09836
2021,Upper Secondary Level,male,No,0.91129,3076,3337,0.90164,0.92094
2021,Upper Secondary Level,female,Yes,0.13377,508,3959,0.12317,0.14438
2021,Upper Secondary Level,female,No,0.86623,3451,3959,0.85562,0.87683
2021,Post-secondary Non-tertiary Level,male,Yes,0.11708,51,614,0.09162,0.14253
2021,Post-secondary Non-tertiary Level,male,No,0.88292,563,614,0.85747,0.90838
2021,Post-secondary Non-tertiary Level,female,Yes,0.15934,144,974,0.13634,0.18234
2021,Post-secondary Non-tertiary Level,female,No,0.84066,830,974,0.81766,0.86366
2021,First Stage of Tertiary Education,male,Yes,0.05821,33,603,0.03950,0.07691
2021,First Stage of Tertiary Education,male,No,0.94179,570,603,0.92309,0.96050
2021,First Stage of Tertiary Education,female,Yes,0.15874,61,389,0.12238,0.19511
2021,First Stage of Tertiary Education,female,No,0.84126,328,389,0.80489,0.87762
2021,Second Stage of Tertiary Education,male,Yes,0.06615,158,2928,0.05714,0.07515
2021,Second Stage of Tertiary Education,male,No,0.93385,2770,2928,0.92485,0.94286
2021,Second Stage of Tertiary Education,female,Yes,0.10671,267,2705,0.09507,0.11835
2021,Second Stage of Tertiary Education,female,No,0.89329,2438,2705,0.88165,0.90493
