year,quintil_oecd,regtyp,ple0019,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2011,1st Quintile,Urban regions,No,0.09919286284872778,1355,15662,0.09910695491507811,0.09927877078237744
2011,1st Quintile,Rural regions,Yes,0.004711653773078122,74,15662,0.004691973174839261,0.0047313343713169835
2011,1st Quintile,Rural regions,No,0.05780490874522128,890,15662,0.05773783849447154,0.057871978995971025
2011,2nd Quintile,Urban regions,Yes,0.008530070180814087,103,15662,0.00850364042034909,0.008556499941279083
2011,2nd Quintile,Urban regions,No,0.11342015971465687,1548,15662,0.11332902555264611,0.11351129387666763
2011,2nd Quintile,Rural regions,Yes,0.0034741801998589643,54,15662,0.003457270044420805,0.003491090355297124
2011,2nd Quintile,Rural regions,No,0.0624366061320746,1057,15662,0.06236707214753706,0.06250614011661214
2011,3rd Quintile,Urban regions,Yes,0.007817306428098988,114,15662,0.007791995880391797,0.007842616975806179
2011,3rd Quintile,Urban regions,No,0.11952090119269972,1725,15662,0.11942767056538778,0.11961413182001165
2011,3rd Quintile,Rural regions,Yes,0.003608173856478889,61,15662,0.0035909418457158626,0.003625405867241915
2011,3rd Quintile,Rural regions,No,0.07377794286975324,1170,15662,0.0737028155350137,0.07385307020449278
2011,4th Quintile,Urban regions,Yes,0.00783621454919533,117,15662,0.007810873651478953,0.007861555446911707
2011,4th Quintile,Urban regions,No,0.13843571078102623,2060,15662,0.13833645745623457,0.1385349641058179
2011,4th Quintile,Rural regions,Yes,0.004873268500028323,68,15662,0.0048532548400176834,0.004893282160038962
2011,4th Quintile,Rural regions,No,0.05981030672612184,973,15662,0.05974215561997063,0.059878457832273045
2011,5th Quintile,Urban regions,Yes,0.009863986480720935,161,15662,0.009835584357050398,0.009892388604391473
2011,5th Quintile,Urban regions,No,0.15888797395838816,2911,15662,0.15878291100952102,0.1589930369072553
2011,5th Quintile,Rural regions,Yes,0.0034898602834525713,56,15662,0.0034729121438509085,0.003506808423054234
2011,5th Quintile,Rural regions,No,0.050232656674974396,1022,15662,0.05016988281395535,0.050295430535993446
2013,1st Quintile,Urban regions,Yes,0.01269319302652001,209,18862,0.012664046028914007,0.012722340024126014
2013,1st Quintile,Urban regions,No,0.08726445667304654,1628,18862,0.08719097593776161,0.08733793740833147
2013,1st Quintile,Rural regions,Yes,0.005159623801375643,98,18862,0.005140969970380476,0.0051782776323708105
2013,1st Quintile,Rural regions,No,0.06067503258327607,1168,18862,0.06061287483696668,0.06073719032958546
2013,2nd Quintile,Urban regions,Yes,0.009832201325051462,158,18862,0.009806511443728894,0.00985789120637403
2013,2nd Quintile,Urban regions,No,0.1044493030185489,1842,18862,0.10436967238359267,0.10452893365350514
2013,2nd Quintile,Rural regions,Yes,0.0043393306899199855,84,18862,0.004322216775049308,0.004356444604790663
2013,2nd Quintile,Rural regions,No,0.0651467009917808,1352,18862,0.06508244697772565,0.06521095500583594
2013,3rd Quintile,Urban regions,Yes,0.010181273141692725,162,18862,0.010155135813270542,0.010207410470114907
2013,3rd Quintile,Urban regions,No,0.11428262046907847,1968,18862,0.1141997843019397,0.11436545663621725
2013,3rd Quintile,Rural regions,Yes,0.00414493339489005,87,18862,0.004128205581916004,0.004161661207864096
2013,3rd Quintile,Rural regions,No,0.07054821397724519,1375,18862,0.07048154270196767,0.0706148852525227
2013,4th Quintile,Urban regions,Yes,0.008958255841285482,170,18862,0.008933723442137541,0.008982788240433423
2013,4th Quintile,Urban regions,No,0.13302824574247626,2345,18862,0.13293982447750827,0.13311666700744426
2013,4th Quintile,Rural regions,Yes,0.005808310811832863,98,18862,0.005788525527052771,0.005828096096612954
2013,4th Quintile,Rural regions,No,0.07067890441814803,1325,18862,0.07061217610907118,0.07074563272722488
2013,5th Quintile,Urban regions,Yes,0.010795220327545646,209,18862,0.010768314820817443,0.01082212583427385
2013,5th Quintile,Urban regions,No,0.1687912448950538,3352,18862,0.16869372070995936,0.16888876908014822
2013,5th Quintile,Rural regions,Yes,0.004126147017890243,74,18862,0.0041094569988740825,0.004142837036906404
2013,5th Quintile,Rural regions,No,0.04909678785334177,1158,18862,0.049040530795644015,0.04915304491103952
2015,1st Quintile,Urban regions,Yes,0.01500861176710146,342,25036,0.01497938146916539,0.01503784206503753
2015,1st Quintile,Urban regions,No,0.10791664896672734,2828,25036,0.10784205671695225,0.10799124121650243
2015,1st Quintile,Rural regions,Yes,0.006770777480709326,189,25036,0.0067510627532189295,0.006790492208199723
2015,1st Quintile,Rural regions,No,0.05370009898104404,1648,25036,0.053645905293400575,0.0537542926686875
2015,2nd Quintile,Urban regions,Yes,0.012009877125877455,264,25036,0.011983689727986425,0.012036064523768484
2015,2nd Quintile,Urban regions,No,0.10891217606398682,2867,25036,0.10883728237277053,0.1089870697552031
2015,2nd Quintile,Rural regions,Yes,0.005426558989860124,139,25036,0.00540889749511345,0.005444220484606798
2015,2nd Quintile,Rural regions,No,0.06828630414941964,2011,25036,0.06822566476174442,0.06834694353709485
2015,3rd Quintile,Urban regions,Yes,0.00951120462640423,202,25036,0.009487870620167663,0.009534538632640796
2015,3rd Quintile,Urban regions,No,0.11892394953513176,2844,25036,0.11884613009112831,0.11900176897913521
2015,3rd Quintile,Rural regions,Yes,0.005740369419015169,130,25036,0.0057222072970556075,0.005758531540974731
2015,3rd Quintile,Rural regions,No,0.06508067987910551,1704,25036,0.06502137917208449,0.06513998058612654
2015,4th Quintile,Urban regions,Yes,0.00950329671985439,203,25036,0.009479972322829724,0.009526621116879054
2015,4th Quintile,Urban regions,No,0.12879282373634016,2852,25036,0.12871229454870814,0.12887335292397217
2015,4th Quintile,Rural regions,Yes,0.004713870552834796,108,25036,0.004697403739388359,0.004730337366281234
2015,4th Quintile,Rural regions,No,0.06472801038561678,1604,25036,0.06466885941760535,0.0647871613536282
2015,5th Quintile,Urban regions,Yes,0.010475443265374087,226,25036,0.010450966937838275,0.010499919592909898
2015,5th Quintile,Urban regions,No,0.15385538778600336,3540,25036,0.15376864658825082,0.1539421289837559
2015,5th Quintile,Rural regions,Yes,0.0035568422583257533,81,25036,0.0035425300934487747,0.003571154423202732
2015,5th Quintile,Rural regions,No,0.04708706831126785,1254,25036,0.047036144113088915,0.04713799250944678
2017,1st Quintile,Urban regions,Yes,0.019431856804107965,388,22836,0.019396533491581512,0.019467180116634418
2017,1st Quintile,Urban regions,No,0.10308612911695052,2550,22836,0.103008318139742,0.10316394009415904
2017,1st Quintile,Rural regions,Yes,0.006163844607641102,162,22836,0.006143816098635774,0.006183873116646431
2017,1st Quintile,Rural regions,No,0.05298118708374982,1576,22836,0.052923867169917475,0.05303850699758216
2017,2nd Quintile,Urban regions,Yes,0.01156875877841381,249,22836,0.01154139462617984,0.011596122930647778
2017,2nd Quintile,Urban regions,No,0.11723478575631979,2681,22836,0.11715246369511298,0.1173171078175266
2017,2nd Quintile,Rural regions,Yes,0.005282461056748587,132,22836,0.005263911504842823,0.005301010608654351
2017,2nd Quintile,Rural regions,No,0.06475850590933015,1789,22836,0.0646955298216801,0.0648214819969802
2017,3rd Quintile,Urban regions,Yes,0.008845743462237916,180,22836,0.008821782559378155,0.008869704365097677
2017,3rd Quintile,Urban regions,No,0.11957667959419384,2519,22836,0.1194936497167572,0.11965970947163047
2017,3rd Quintile,Rural regions,Yes,0.0056517435114465525,111,22836,0.005632560099026781,0.005670926923866324
2017,3rd Quintile,Rural regions,No,0.06659373065154504,1605,22836,0.0665299311313528,0.06665753017173728
2017,4th Quintile,Urban regions,Yes,0.009615096924076881,188,22836,0.00959012544755474,0.009640068400599023
2017,4th Quintile,Urban regions,No,0.13208717377279744,2648,22836,0.13200053071711002,0.13217381682848486
2017,4th Quintile,Rural regions,Yes,0.005145289704853701,105,22836,0.005126981315918344,0.005163598093789059
2017,4th Quintile,Rural regions,No,0.061134954667825654,1399,22836,0.06107364742774206,0.06119626190790925
2017,5th Quintile,Urban regions,Yes,0.007846046211166365,169,22836,0.007823468477391217,0.007868623944941512
2017,5th Quintile,Urban regions,No,0.15408255266168377,3218,22836,0.15399016667385157,0.15417493864951598
2017,5th Quintile,Rural regions,Yes,0.0025431732622374446,50,22836,0.0025302848205422564,0.0025560617039326328
2017,5th Quintile,Rural regions,No,0.04637028646267366,1117,22836,0.04631647495503035,0.04642409797031697
2019,1st Quintile,Urban regions,Yes,0.017142198589448748,365,22726,0.017110904148145107,0.017173493030752388
2019,1st Quintile,Urban regions,No,0.10916702194295781,2418,22726,0.10909183672355607,0.10924220716235955
2019,1st Quintile,Rural regions,Yes,0.007604848529467247,202,22726,0.007583903730416505,0.0076257933285179885
2019,1st Quintile,Rural regions,No,0.04822288308119705,1413,22726,0.04817123159617408,0.04827453456622002
2019,2nd Quintile,Urban regions,Yes,0.01319862812637853,327,22726,0.013171113231014784,0.013226143021742276
2019,2nd Quintile,Urban regions,No,0.11179720504794155,2517,22726,0.11172123189719452,0.11187317819868858
2019,2nd Quintile,Rural regions,Yes,0.006230551390125282,162,22726,0.006211580196406826,0.006249522583843738
2019,2nd Quintile,Rural regions,No,0.06677283990983564,1757,22726,0.0667126557495309,0.06683302407014037
2019,3rd Quintile,Urban regions,Yes,0.013048565358370205,261,22726,0.013021205246369223,0.013075925470371187
2019,3rd Quintile,Urban regions,No,0.12328681775834666,2525,22726,0.12320755381277759,0.12336608170391572
2019,3rd Quintile,Rural regions,Yes,0.006254210383787395,140,22726,0.0062352034312221334,0.006273217336352656
2019,3rd Quintile,Rural regions,No,0.06065635999708264,1583,22726,0.06059881083311882,0.06071390916104646
2019,4th Quintile,Urban regions,Yes,0.011940503391277266,233,22726,0.0119143160466609,0.011966690735893631
2019,4th Quintile,Urban regions,No,0.126480803086006,2518,22726,0.12640066533853703,0.126560940833475
2019,4th Quintile,Rural regions,Yes,0.005247854309090582,109,22726,0.005230434759396112,0.005265273858785052
2019,4th Quintile,Rural regions,No,0.061938860930985114,1410,22726,0.06188074626091956,0.06199697560105067
2019,5th Quintile,Urban regions,Yes,0.011762883604544963,242,22726,0.011736889427215043,0.011788877781874882
2019,5th Quintile,Urban regions,No,0.14774340239436787,3251,22726,0.14765785085449035,0.1478289539342454
2019,5th Quintile,Rural regions,Yes,0.0033690013873803834,70,22726,0.003355031066308211,0.0033829717084525555
2019,5th Quintile,Rural regions,No,0.048134560781409104,1223,22726,0.04808295422472418,0.04818616733809403
2021,1st Quintile,Urban regions,Yes,0.01728082217245168,350,18859,0.0172499426006163,0.017311701744287058
2021,1st Quintile,Urban regions,No,0.10868160528999536,2940,18859,0.10860785413761471,0.10875535644237601
2021,1st Quintile,Rural regions,Yes,0.009228636305434376,165,18859,0.009205977873990693,0.009251294736878059
2021,1st Quintile,Rural regions,No,0.05218356510089989,1261,18859,0.052130865983201095,0.05223626421859868
2021,2nd Quintile,Urban regions,Yes,0.013808521960247405,243,18859,0.013780869831274616,0.013836174089220193
2021,2nd Quintile,Urban regions,No,0.11245256062935603,1976,18859,0.11237769976867977,0.1125274214900323
2021,2nd Quintile,Rural regions,Yes,0.006483946158173874,127,18859,0.006464927428824316,0.006502964887523432
2021,2nd Quintile,Rural regions,No,0.062236039440473505,1236,18859,0.06217879384247392,0.06229328503847309
2021,3rd Quintile,Urban regions,Yes,0.013807065741241608,206,18859,0.013779415049961665,0.013834716432521552
2021,3rd Quintile,Urban regions,No,0.11592016200299778,1729,18859,0.11584430431771552,0.11599601968828004
2021,3rd Quintile,Rural regions,Yes,0.007047708125851724,107,18859,0.007027885439930415,0.007067530811773032
2021,3rd Quintile,Rural regions,No,0.059273527840928354,992,18859,0.05921757315988567,0.05932948252197104
2021,4th Quintile,Urban regions,Yes,0.015208457655674081,215,18859,0.015179458250147028,0.015237457061201134
2021,4th Quintile,Urban regions,No,0.12650685429701422,1967,18859,0.12642808424490765,0.1265856243491208
2021,4th Quintile,Rural regions,Yes,0.005675601955158838,82,18859,0.00565780095654107,0.0056934029537766065
2021,4th Quintile,Rural regions,No,0.061121715312625044,982,18859,0.06106495081904045,0.061178479806209635
2021,5th Quintile,Urban regions,Yes,0.014530185103311336,229,18859,0.014501829976736965,0.014558540229885708
2021,5th Quintile,Urban regions,No,0.14193989971496346,2887,18859,0.14185720353381848,0.14202259589610844
2021,5th Quintile,Rural regions,Yes,0.005573742775521094,98,18859,0.005556101332496477,0.005591384218545711
2021,5th Quintile,Rural regions,No,0.05103938241768042,1067,18859,0.050987232797019374,0.051091532038341464
