year,quintil_oecd,sampreg,ple0019,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2017,1st Quintile,East,Yes,0.12085,131,22809,0.12045,0.12126
2017,1st Quintile,East,No,0.87915,1055,22809,0.87874,0.87955
2017,2nd Quintile,West,Yes,0.09034,290,22809,0.09016,0.09053
2017,2nd Quintile,West,No,0.90966,3281,22809,0.90947,0.90984
2017,2nd Quintile,East,Yes,0.06559,91,22809,0.06529,0.06589
2017,2nd Quintile,East,No,0.93441,1189,22809,0.93411,0.93471
2017,3rd Quintile,West,Yes,0.07379,230,22809,0.07362,0.07396
2017,3rd Quintile,West,No,0.92621,3174,22809,0.92604,0.92638
2017,3rd Quintile,East,Yes,0.06589,61,22809,0.06557,0.06621
2017,3rd Quintile,East,No,0.93411,950,22809,0.93379,0.93443
2017,4th Quintile,West,Yes,0.07355,250,22809,0.07340,0.07371
2017,4th Quintile,West,No,0.92645,3374,22809,0.92629,0.92660
2017,4th Quintile,East,Yes,0.05388,43,22809,0.05353,0.05423
2017,4th Quintile,East,No,0.94612,673,22809,0.94577,0.94647
2017,5th Quintile,West,Yes,0.04852,192,22809,0.04840,0.04865
2017,5th Quintile,West,No,0.95148,3794,22809,0.95135,0.95160
2017,5th Quintile,East,No,1.00000,541,22809,1.00000,1.00000
2019,1st Quintile,West,Yes,0.13781,413,22726,0.13759,0.13803
2019,1st Quintile,West,No,0.86219,2830,22726,0.86197,0.86241
2019,1st Quintile,East,Yes,0.12903,154,22726,0.12863,0.12944
2019,1st Quintile,East,No,0.87097,1001,22726,0.87056,0.87137
2019,2nd Quintile,West,Yes,0.10543,383,22726,0.10524,0.10561
2019,2nd Quintile,West,No,0.89457,3064,22726,0.89439,0.89476
2019,2nd Quintile,East,Yes,0.07282,106,22726,0.07252,0.07312
2019,2nd Quintile,East,No,0.92718,1210,22726,0.92688,0.92748
2019,3rd Quintile,West,Yes,0.09904,317,22726,0.09886,0.09922
2019,3rd Quintile,West,No,0.90096,3104,22726,0.90078,0.90114
2019,3rd Quintile,East,Yes,0.07735,84,22726,0.07702,0.07768
2019,3rd Quintile,East,No,0.92265,1004,22726,0.92232,0.92298
2019,4th Quintile,West,Yes,0.08471,281,22726,0.08455,0.08487
2019,4th Quintile,West,No,0.91529,3237,22726,0.91513,0.91545
2019,4th Quintile,East,Yes,0.07733,61,22726,0.07696,0.07769
2019,4th Quintile,East,No,0.92267,691,22726,0.92231,0.92304
2019,5th Quintile,West,Yes,0.07227,270,22726,0.07213,0.07241
2019,5th Quintile,West,No,0.92773,3911,22726,0.92759,0.92787
2019,5th Quintile,East,Yes,0.06604,42,22726,0.06561,0.06648
2019,5th Quintile,East,No,0.93396,563,22726,0.93352,0.93439
2021,1st Quintile,West,Yes,0.15181,417,18860,0.15158,0.15203
2021,1st Quintile,West,No,0.84819,3299,18860,0.84797,0.84842
2021,1st Quintile,East,Yes,0.11170,99,18860,0.11134,0.11206
2021,1st Quintile,East,No,0.88830,902,18860,0.88794,0.88866
2021,2nd Quintile,West,Yes,0.10731,285,18860,0.10713,0.10750
2021,2nd Quintile,West,No,0.89269,2398,18860,0.89250,0.89287
2021,2nd Quintile,East,Yes,0.09092,85,18860,0.09057,0.09127
2021,2nd Quintile,East,No,0.90908,814,18860,0.90873,0.90943
2021,3rd Quintile,West,Yes,0.11327,250,18860,0.11308,0.11345
2021,3rd Quintile,West,No,0.88673,2091,18860,0.88655,0.88692
2021,3rd Quintile,East,Yes,0.07693,63,18860,0.07660,0.07725
2021,3rd Quintile,East,No,0.92307,630,18860,0.92275,0.92340
2021,4th Quintile,West,Yes,0.10699,260,18860,0.10682,0.10717
2021,4th Quintile,West,No,0.89301,2412,18860,0.89283,0.89318
2021,4th Quintile,East,Yes,0.05654,37,18860,0.05622,0.05687
2021,4th Quintile,East,No,0.94346,537,18860,0.94313,0.94378
2021,5th Quintile,West,Yes,0.09772,278,18860,0.09755,0.09788
2021,5th Quintile,West,No,0.90228,3357,18860,0.90212,0.90245
2021,5th Quintile,East,Yes,0.06681,49,18860,0.06643,0.06720
2021,5th Quintile,East,No,0.93319,597,18860,0.93280,0.93357
