"ple0019","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Ja","2013","66 +","direkter Migrationshintergrund","","","",""
"Ja","2013","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2013","17-34","kein Migrationshintergrund","2839","0.95829577651677","0.951107304743167","0.965484248290373"
"Nein","2013","17-34","direkter Migrationshintergrund","279","0.968420821661248","0.94815344463281","0.988688198689686"
"Nein","2013","17-34","indirekter Migrationshintergrund","404","0.950894060216645","0.930301469489253","0.971486650944037"
"Nein","2013","35-65","kein Migrationshintergrund","8116","0.898580764727676","0.892319864673774","0.904841664781577"
"Nein","2013","35-65","direkter Migrationshintergrund","948","0.911122701900365","0.893761007880517","0.928484395920213"
"Nein","2013","35-65","indirekter Migrationshintergrund","253","0.894861999646074","0.859251050391946","0.930472948900202"
"Nein","2013","66 +","kein Migrationshintergrund","4320","0.94249873466597","0.935741136183847","0.949256333148093"
"Nein","2013","66 +","direkter Migrationshintergrund","354","0.93879573893585","0.914534730910371","0.963056746961329"
"Nein","2013","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2014","17-34","kein Migrationshintergrund","","","",""
"Ja","2014","17-34","direkter Migrationshintergrund","","","",""
"Ja","2014","17-34","indirekter Migrationshintergrund","","","",""
"Ja","2014","35-65","kein Migrationshintergrund","","","",""
"Ja","2014","35-65","direkter Migrationshintergrund","","","",""
"Ja","2014","35-65","indirekter Migrationshintergrund","","","",""
"Ja","2014","66 +","kein Migrationshintergrund","","","",""
"Ja","2014","66 +","direkter Migrationshintergrund","","","",""
"Ja","2014","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2014","17-34","kein Migrationshintergrund","","","",""
"Nein","2014","17-34","direkter Migrationshintergrund","","","",""
"Nein","2014","17-34","indirekter Migrationshintergrund","","","",""
"Nein","2014","35-65","kein Migrationshintergrund","","","",""
"Nein","2014","35-65","direkter Migrationshintergrund","","","",""
"Nein","2014","35-65","indirekter Migrationshintergrund","","","",""
"Nein","2014","66 +","kein Migrationshintergrund","","","",""
"Nein","2014","66 +","direkter Migrationshintergrund","","","",""
"Nein","2014","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2015","17-34","kein Migrationshintergrund","238","0.0651879631984498","0.0572402673755332","0.0731356590213663"
"Ja","2015","17-34","direkter Migrationshintergrund","","","",""
"Ja","2015","17-34","indirekter Migrationshintergrund","42","0.0394564396205936","0.0270704000227516","0.0518424792184356"
"Ja","2015","35-65","kein Migrationshintergrund","1056","0.106574365458722","0.100793461017978","0.112355269899465"
"Ja","2015","35-65","direkter Migrationshintergrund","206","0.0978240136182025","0.0868379883968574","0.108810038839548"
"Ja","2015","35-65","indirekter Migrationshintergrund","56","0.0943146009912238","0.0722007193927376","0.11642848258971"
"Ja","2015","66 +","kein Migrationshintergrund","239","0.0598873100913416","0.05292208076723","0.0668525394154533"
"Ja","2015","66 +","direkter Migrationshintergrund","","","",""
"Ja","2015","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2015","17-34","kein Migrationshintergrund","3468","0.93481203680155","0.926864340978634","0.942759732624467"
"Nein","2015","17-34","direkter Migrationshintergrund","1049","0.973960718841765","0.964445316166881","0.983476121516649"
"Nein","2015","17-34","indirekter Migrationshintergrund","907","0.960543560379406","0.948157520781564","0.972929599977248"
"Nein","2015","35-65","kein Migrationshintergrund","9889","0.893425634541278","0.887644730100535","0.899206538982022"
"Nein","2015","35-65","direkter Migrationshintergrund","2603","0.902175986381798","0.891189961160452","0.913162011603143"
"Nein","2015","35-65","indirekter Migrationshintergrund","615","0.905685399008776","0.88357151741029","0.927799280607262"
"Nein","2015","66 +","kein Migrationshintergrund","4219","0.940112689908658","0.933147460584547","0.94707791923277"
"Nein","2015","66 +","direkter Migrationshintergrund","402","0.939589789516002","0.916858912914381","0.962320666117623"
"Nein","2015","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2016","17-34","kein Migrationshintergrund","","","",""
"Ja","2016","17-34","direkter Migrationshintergrund","","","",""
"Ja","2016","17-34","indirekter Migrationshintergrund","","","",""
"Ja","2016","35-65","kein Migrationshintergrund","","","",""
"Ja","2016","35-65","direkter Migrationshintergrund","","","",""
"Ja","2016","35-65","indirekter Migrationshintergrund","","","",""
"Ja","2016","66 +","kein Migrationshintergrund","","","",""
"Ja","2016","66 +","direkter Migrationshintergrund","","","",""
"Ja","2016","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2016","17-34","kein Migrationshintergrund","","","",""
"Nein","2016","17-34","direkter Migrationshintergrund","","","",""
"Nein","2016","17-34","indirekter Migrationshintergrund","","","",""
"Nein","2016","35-65","kein Migrationshintergrund","","","",""
"Nein","2016","35-65","direkter Migrationshintergrund","","","",""
"Nein","2016","35-65","indirekter Migrationshintergrund","","","",""
"Nein","2016","66 +","kein Migrationshintergrund","","","",""
"Nein","2016","66 +","direkter Migrationshintergrund","","","",""
"Nein","2016","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2017","17-34","kein Migrationshintergrund","281","0.0732114898809271","0.0652000322680233","0.0812229474938309"
"Ja","2017","17-34","direkter Migrationshintergrund","36","0.0448377644205441","0.0329080589649367","0.0567674698761515"
"Ja","2017","17-34","indirekter Migrationshintergrund","38","0.0404491298740316","0.0280126300600984","0.0528856296879648"
"Ja","2017","35-65","kein Migrationshintergrund","1130","0.109226511405078","0.103559467366756","0.1148935554434"
"Ja","2017","35-65","direkter Migrationshintergrund","245","0.0908079212991357","0.080605539951313","0.101010302646958"
"Ja","2017","35-65","indirekter Migrationshintergrund","65","0.100012379588659","0.078143623010591","0.121881136166728"
"Ja","2017","66 +","kein Migrationshintergrund","234","0.0574584210632208","0.0506695991503369","0.0642472429761048"
"Ja","2017","66 +","direkter Migrationshintergrund","33","0.091097807111184","0.0639004690049221","0.118295145217446"
"Ja","2017","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2017","17-34","kein Migrationshintergrund","3780","0.926788510119073","0.918777052506169","0.934799967731977"
"Nein","2017","17-34","direkter Migrationshintergrund","1120","0.955162235579456","0.943232530123849","0.967091941035063"
"Nein","2017","17-34","indirekter Migrationshintergrund","926","0.959550870125968","0.947114370312035","0.971987369939902"
"Nein","2017","35-65","kein Migrationshintergrund","10508","0.890773488594922","0.8851064445566","0.896440532633244"
"Nein","2017","35-65","direkter Migrationshintergrund","2802","0.909192078700864","0.898989697353042","0.919394460048687"
"Nein","2017","35-65","indirekter Migrationshintergrund","658","0.899987620411341","0.878118863833273","0.921856376989409"
"Nein","2017","66 +","kein Migrationshintergrund","4280","0.942541578936779","0.935752757023895","0.949330400849663"
"Nein","2017","66 +","direkter Migrationshintergrund","397","0.908902192888816","0.881704854782554","0.936099530995078"
"Nein","2017","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2018","17-34","kein Migrationshintergrund","","","",""
"Ja","2018","17-34","direkter Migrationshintergrund","","","",""
"Ja","2018","17-34","indirekter Migrationshintergrund","","","",""
"Ja","2018","35-65","kein Migrationshintergrund","","","",""
"Ja","2018","35-65","direkter Migrationshintergrund","","","",""
"Ja","2018","35-65","indirekter Migrationshintergrund","","","",""
"Ja","2018","66 +","kein Migrationshintergrund","","","",""
"Ja","2018","66 +","direkter Migrationshintergrund","","","",""
"Ja","2018","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2018","17-34","kein Migrationshintergrund","","","",""
"Nein","2018","17-34","direkter Migrationshintergrund","","","",""
"Nein","2018","17-34","indirekter Migrationshintergrund","","","",""
"Nein","2018","35-65","kein Migrationshintergrund","","","",""
"Nein","2018","35-65","direkter Migrationshintergrund","","","",""
"Nein","2018","35-65","indirekter Migrationshintergrund","","","",""
"Nein","2018","66 +","kein Migrationshintergrund","","","",""
"Nein","2018","66 +","direkter Migrationshintergrund","","","",""
"Nein","2018","66 +","indirekter Migrationshintergrund","","","",""
"Ja","2019","17-34","kein Migrationshintergrund","346","0.0898639268681902","0.0806947066727598","0.0990331470636206"
"Ja","2019","17-34","direkter Migrationshintergrund","38","0.0548180013219961","0.0391616919034413","0.070474310740551"
"Ja","2019","17-34","indirekter Migrationshintergrund","64","0.0696012311676523","0.0527975991927457","0.0864048631425589"
"Ja","2019","35-65","kein Migrationshintergrund","1257","0.120349723671617","0.114442688965043","0.126256758378191"
"Ja","2019","35-65","direkter Migrationshintergrund","203","0.0898143814800563","0.0788496138849054","0.100779149075207"
"Ja","2019","35-65","indirekter Migrationshintergrund","103","0.122681192227614","0.101235702956421","0.144126681498806"
"Ja","2019","66 +","kein Migrationshintergrund","320","0.0753405240670681","0.06783613908285","0.0828449090512861"
"Ja","2019","66 +","direkter Migrationshintergrund","36","0.0689002140085083","0.044960317861569","0.0928401101554475"
"Ja","2019","66 +","indirekter Migrationshintergrund","","","",""
"Nein","2019","17-34","kein Migrationshintergrund","3391","0.91013607313181","0.900966852936379","0.91930529332724"
"Nein","2019","17-34","direkter Migrationshintergrund","774","0.945181998678004","0.929525689259449","0.960838308096559"
"Nein","2019","17-34","indirekter Migrationshintergrund","817","0.930398768832348","0.913595136857441","0.947202400807254"
"Nein","2019","35-65","kein Migrationshintergrund","10398","0.879650276328383","0.873743241621809","0.885557311034957"
"Nein","2019","35-65","direkter Migrationshintergrund","2409","0.910185618519944","0.899220850924793","0.921150386115095"
"Nein","2019","35-65","indirekter Migrationshintergrund","796","0.877318807772386","0.855873318501194","0.898764297043579"
"Nein","2019","66 +","kein Migrationshintergrund","4432","0.924659475932932","0.917155090948714","0.93216386091715"
"Nein","2019","66 +","direkter Migrationshintergrund","394","0.931099785991492","0.907159889844553","0.955039682138431"
"Nein","2019","66 +","indirekter Migrationshintergrund","50","1","1","1"
