year,age_gr,quintil_oecd,chronill,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,4th Quintile,No,0.28533,493,1650,0.26354,0.30713
2013,46-65 y.,5th Quintile,Yes,0.64596,1601,2446,0.62700,0.66491
2013,46-65 y.,5th Quintile,No,0.32602,845,2446,0.30743,0.34460
2013,66 and older,1st Quintile,Yes,0.87881,715,813,0.85636,0.90125
2013,66 and older,1st Quintile,No,0.10921,98,813,0.08776,0.13066
2013,66 and older,2nd Quintile,Yes,0.88051,1074,1213,0.86225,0.89878
2013,66 and older,2nd Quintile,No,0.11603,139,1213,0.09800,0.13406
2013,66 and older,3rd Quintile,Yes,0.89341,943,1046,0.87470,0.91212
2013,66 and older,3rd Quintile,No,0.10032,103,1046,0.08210,0.11853
2013,66 and older,4th Quintile,Yes,0.85156,727,861,0.82780,0.87532
2013,66 and older,4th Quintile,No,0.13940,134,861,0.11626,0.16255
2013,66 and older,5th Quintile,Yes,0.83999,818,974,0.81695,0.86302
2013,66 and older,5th Quintile,No,0.15224,156,974,0.12966,0.17481
2015,17-29 y.,1st Quintile,Yes,0.30929,411,1231,0.28346,0.33512
2015,17-29 y.,1st Quintile,No,0.61660,820,1231,0.58942,0.64377
2015,17-29 y.,2nd Quintile,Yes,0.32198,293,847,0.29050,0.35347
2015,17-29 y.,2nd Quintile,No,0.56377,554,847,0.53036,0.59719
2015,17-29 y.,3rd Quintile,Yes,0.28097,223,736,0.24847,0.31346
2015,17-29 y.,3rd Quintile,No,0.61916,513,736,0.58405,0.65426
2015,17-29 y.,4th Quintile,Yes,0.27316,182,620,0.23806,0.30826
2015,17-29 y.,4th Quintile,No,0.65760,438,620,0.62022,0.69498
2015,17-29 y.,5th Quintile,Yes,0.23496,117,439,0.19525,0.27466
2015,17-29 y.,5th Quintile,No,0.68081,322,439,0.63716,0.72447
2015,30-45 y.,1st Quintile,Yes,0.54602,812,1553,0.52125,0.57079
2015,30-45 y.,1st Quintile,No,0.42571,741,1553,0.40111,0.45031
2015,30-45 y.,2nd Quintile,Yes,0.47398,738,1634,0.44976,0.49819
2015,30-45 y.,2nd Quintile,No,0.50498,896,1634,0.48073,0.52923
2015,30-45 y.,3rd Quintile,Yes,0.45452,673,1511,0.42941,0.47964
2015,30-45 y.,3rd Quintile,No,0.52708,838,1511,0.50190,0.55226
2015,30-45 y.,4th Quintile,Yes,0.40385,567,1343,0.37760,0.43011
2015,30-45 y.,4th Quintile,No,0.56906,776,1343,0.54256,0.59555
2015,30-45 y.,5th Quintile,Yes,0.37302,462,1227,0.34595,0.40009
2015,30-45 y.,5th Quintile,No,0.60630,765,1227,0.57895,0.63365
2015,46-65 y.,1st Quintile,Yes,0.76948,1085,1453,0.74782,0.79115
2015,46-65 y.,1st Quintile,No,0.20654,368,1453,0.18572,0.22736
2015,46-65 y.,2nd Quintile,Yes,0.72430,1016,1463,0.70139,0.74720
2015,46-65 y.,2nd Quintile,No,0.26796,447,1463,0.24526,0.29066
2015,46-65 y.,3rd Quintile,Yes,0.69537,1027,1539,0.67237,0.71837
2015,46-65 y.,3rd Quintile,No,0.29387,512,1539,0.27110,0.31664
2015,46-65 y.,4th Quintile,Yes,0.67682,1230,1889,0.65572,0.69791
2015,46-65 y.,4th Quintile,No,0.31683,659,1889,0.29585,0.33782
2015,46-65 y.,5th Quintile,Yes,0.62705,1524,2454,0.60791,0.64619
2015,46-65 y.,5th Quintile,No,0.36399,930,2454,0.34495,0.38303
2015,66 and older,1st Quintile,Yes,0.87674,646,724,0.85277,0.90070
2015,66 and older,1st Quintile,No,0.10832,78,724,0.08567,0.13097
2015,66 and older,2nd Quintile,Yes,0.88110,1145,1285,0.86339,0.89880
2015,66 and older,2nd Quintile,No,0.11607,140,1285,0.09855,0.13359
2015,66 and older,3rd Quintile,Yes,0.88218,925,1043,0.86260,0.90175
2015,66 and older,3rd Quintile,No,0.10676,118,1043,0.08801,0.12551
2015,66 and older,4th Quintile,Yes,0.85664,762,885,0.83353,0.87974
2015,66 and older,4th Quintile,No,0.13987,123,885,0.11701,0.16274
2015,66 and older,5th Quintile,Yes,0.83322,782,926,0.80920,0.85724
2015,66 and older,5th Quintile,No,0.15856,144,926,0.13502,0.18210
2017,17-29 y.,1st Quintile,Yes,0.32317,427,1195,0.29664,0.34970
2017,17-29 y.,1st Quintile,No,0.56182,768,1195,0.53368,0.58997
2017,17-29 y.,2nd Quintile,Yes,0.29587,256,783,0.26388,0.32786
2017,17-29 y.,2nd Quintile,No,0.60537,527,783,0.57112,0.63963
2017,17-29 y.,3rd Quintile,Yes,0.27599,211,668,0.24207,0.30992
2017,17-29 y.,3rd Quintile,No,0.64124,457,668,0.60484,0.67764
2017,17-29 y.,4th Quintile,Yes,0.27088,177,587,0.23490,0.30686
2017,17-29 y.,4th Quintile,No,0.65011,410,587,0.61149,0.68873
2017,17-29 y.,5th Quintile,Yes,0.30364,115,408,0.25896,0.34831
2017,17-29 y.,5th Quintile,No,0.61110,293,408,0.56374,0.65846
2017,30-45 y.,1st Quintile,Yes,0.54227,732,1434,0.51647,0.56806
2017,30-45 y.,1st Quintile,No,0.41143,702,1434,0.38596,0.43691
2017,30-45 y.,2nd Quintile,Yes,0.46521,657,1477,0.43976,0.49065
2017,30-45 y.,2nd Quintile,No,0.52187,820,1477,0.49639,0.54736
2017,30-45 y.,3rd Quintile,Yes,0.40784,529,1221,0.38027,0.43542
2017,30-45 y.,3rd Quintile,No,0.57973,692,1221,0.55204,0.60743
2017,30-45 y.,4th Quintile,Yes,0.41282,480,1137,0.38419,0.44146
2017,30-45 y.,4th Quintile,No,0.57004,657,1137,0.54125,0.59883
2017,30-45 y.,5th Quintile,Yes,0.37972,403,983,0.34936,0.41007
2017,30-45 y.,5th Quintile,No,0.61012,580,983,0.57962,0.64063
2017,46-65 y.,1st Quintile,Yes,0.80458,1009,1331,0.78327,0.82589
2017,46-65 y.,1st Quintile,No,0.18433,322,1331,0.16349,0.20517
2017,46-65 y.,2nd Quintile,Yes,0.74688,978,1407,0.72415,0.76961
2017,46-65 y.,2nd Quintile,No,0.24190,429,1407,0.21951,0.26428
2017,46-65 y.,3rd Quintile,Yes,0.71056,1008,1464,0.68732,0.73380
2017,46-65 y.,3rd Quintile,No,0.28183,456,1464,0.25878,0.30489
2017,46-65 y.,4th Quintile,Yes,0.69453,1167,1761,0.67301,0.71605
2017,46-65 y.,4th Quintile,No,0.29265,594,1761,0.27139,0.31391
2017,46-65 y.,5th Quintile,Yes,0.64702,1427,2228,0.62717,0.66686
2017,46-65 y.,5th Quintile,No,0.34464,801,2228,0.32490,0.36438
2017,66 and older,1st Quintile,Yes,0.88136,599,677,0.85699,0.90574
2017,66 and older,1st Quintile,No,0.10942,78,677,0.08589,0.13295
2017,66 and older,2nd Quintile,Yes,0.87954,1029,1158,0.86079,0.89830
2017,66 and older,2nd Quintile,No,0.11545,129,1158,0.09703,0.13386
2017,66 and older,3rd Quintile,Yes,0.88946,917,1025,0.87025,0.90867
2017,66 and older,3rd Quintile,No,0.10676,108,1025,0.08784,0.12567
2017,66 and older,4th Quintile,Yes,0.85432,704,821,0.83017,0.87847
2017,66 and older,4th Quintile,No,0.13823,117,821,0.11461,0.16185
2017,66 and older,5th Quintile,Yes,0.87159,787,907,0.84980,0.89337
2017,66 and older,5th Quintile,No,0.12405,120,907,0.10259,0.14552
2019,17-29 y.,1st Quintile,Yes,0.41094,463,1100,0.38185,0.44003
2019,17-29 y.,1st Quintile,No,0.46449,637,1100,0.43501,0.49398
2019,17-29 y.,2nd Quintile,Yes,0.36061,325,843,0.32817,0.39304
2019,17-29 y.,2nd Quintile,No,0.52809,518,843,0.49437,0.56181
2019,17-29 y.,3rd Quintile,Yes,0.31596,227,697,0.28142,0.35050
2019,17-29 y.,3rd Quintile,No,0.59847,470,697,0.56205,0.63489
2019,17-29 y.,4th Quintile,Yes,0.34902,201,557,0.30940,0.38864
2019,17-29 y.,4th Quintile,No,0.56943,356,557,0.52828,0.61059
2019,17-29 y.,5th Quintile,Yes,0.31675,147,422,0.27231,0.36119
2019,17-29 y.,5th Quintile,No,0.58692,275,422,0.53988,0.63395
2019,30-45 y.,1st Quintile,Yes,0.49670,645,1213,0.46856,0.52485
2019,30-45 y.,1st Quintile,No,0.43175,568,1213,0.40386,0.45963
2019,30-45 y.,2nd Quintile,Yes,0.53180,635,1228,0.50388,0.55972
2019,30-45 y.,2nd Quintile,No,0.45096,593,1228,0.42312,0.47880
2019,30-45 y.,3rd Quintile,Yes,0.48381,613,1223,0.45580,0.51183
2019,30-45 y.,3rd Quintile,No,0.50920,610,1223,0.48117,0.53723
2019,30-45 y.,4th Quintile,Yes,0.48186,508,1024,0.45124,0.51248
2019,30-45 y.,4th Quintile,No,0.50194,516,1024,0.47130,0.53258
2019,30-45 y.,5th Quintile,Yes,0.42049,425,919,0.38855,0.45242
2019,30-45 y.,5th Quintile,No,0.56821,494,919,0.53617,0.60025
2019,46-65 y.,1st Quintile,Yes,0.83161,1055,1320,0.81141,0.85181
2019,46-65 y.,1st Quintile,No,0.14837,265,1320,0.12918,0.16755
2019,46-65 y.,2nd Quintile,Yes,0.76472,1078,1456,0.74293,0.78652
2019,46-65 y.,2nd Quintile,No,0.22523,378,1456,0.20376,0.24669
2019,46-65 y.,3rd Quintile,Yes,0.74927,1140,1600,0.72802,0.77051
2019,46-65 y.,3rd Quintile,No,0.23543,460,1600,0.21464,0.25623
2019,46-65 y.,4th Quintile,Yes,0.73499,1325,1816,0.71468,0.75529
2019,46-65 y.,4th Quintile,No,0.25081,491,1816,0.23087,0.27076
2019,46-65 y.,5th Quintile,Yes,0.70062,1730,2461,0.68252,0.71872
2019,46-65 y.,5th Quintile,No,0.28546,731,2461,0.26761,0.30330
2019,66 and older,1st Quintile,Yes,0.89162,657,735,0.86913,0.91411
2019,66 and older,1st Quintile,No,0.10033,78,735,0.07859,0.12207
2019,66 and older,2nd Quintile,Yes,0.91180,1087,1203,0.89577,0.92784
2019,66 and older,2nd Quintile,No,0.08453,116,1203,0.06880,0.10026
2019,66 and older,3rd Quintile,Yes,0.90951,870,956,0.89131,0.92770
2019,66 and older,3rd Quintile,No,0.08044,86,956,0.06319,0.09769
2019,66 and older,4th Quintile,Yes,0.88913,752,841,0.86789,0.91036
2019,66 and older,4th Quintile,No,0.11011,89,841,0.08894,0.13127
2019,66 and older,5th Quintile,Yes,0.86978,828,944,0.84830,0.89126
2019,66 and older,5th Quintile,No,0.12725,116,944,0.10598,0.14852
2021,17-29 y.,1st Quintile,Yes,0.37506,411,1218,0.34786,0.40226
2021,17-29 y.,1st Quintile,No,0.56544,807,1218,0.53759,0.59329
2021,17-29 y.,2nd Quintile,Yes,0.35704,241,615,0.31914,0.39493
2021,17-29 y.,2nd Quintile,No,0.54441,374,615,0.50501,0.58380
2021,17-29 y.,3rd Quintile,Yes,0.36237,164,459,0.31834,0.40639
2021,17-29 y.,3rd Quintile,No,0.54583,295,459,0.50023,0.59143
2021,17-29 y.,4th Quintile,Yes,0.40854,180,461,0.36362,0.45347
2021,17-29 y.,4th Quintile,No,0.54946,281,461,0.50399,0.59492
2021,17-29 y.,5th Quintile,Yes,0.30417,109,318,0.25352,0.35481
2021,17-29 y.,5th Quintile,No,0.60799,209,318,0.55425,0.66174
2021,30-45 y.,1st Quintile,Yes,0.56212,736,1632,0.53804,0.58620
2021,30-45 y.,1st Quintile,No,0.42943,896,1632,0.40540,0.45345
2021,30-45 y.,2nd Quintile,Yes,0.53157,527,1020,0.50093,0.56221
2021,30-45 y.,2nd Quintile,No,0.44499,493,1020,0.41448,0.47550
2021,30-45 y.,3rd Quintile,Yes,0.48898,439,837,0.45509,0.52286
2021,30-45 y.,3rd Quintile,No,0.50459,398,837,0.47069,0.53848
2021,30-45 y.,4th Quintile,Yes,0.49893,415,792,0.46409,0.53378
2021,30-45 y.,4th Quintile,No,0.48244,377,792,0.44762,0.51727
2021,30-45 y.,5th Quintile,Yes,0.47671,390,808,0.44225,0.51117
2021,30-45 y.,5th Quintile,No,0.51047,418,808,0.47598,0.54496
2021,46-65 y.,1st Quintile,Yes,0.81814,951,1242,0.79668,0.83960
2021,46-65 y.,1st Quintile,No,0.17218,291,1242,0.15117,0.19318
2021,46-65 y.,2nd Quintile,Yes,0.75465,848,1127,0.72951,0.77978
2021,46-65 y.,2nd Quintile,No,0.23678,279,1127,0.21195,0.26161
2021,46-65 y.,3rd Quintile,Yes,0.73385,819,1104,0.70777,0.75994
2021,46-65 y.,3rd Quintile,No,0.25682,285,1104,0.23103,0.28260
2021,46-65 y.,4th Quintile,Yes,0.78186,1003,1370,0.75999,0.80374
2021,46-65 y.,4th Quintile,No,0.21449,367,1370,0.19275,0.23624
2021,46-65 y.,5th Quintile,Yes,0.67704,1560,2303,0.65794,0.69615
2021,46-65 y.,5th Quintile,No,0.31271,743,2303,0.29377,0.33165
2021,66 and older,1st Quintile,Yes,0.91430,558,625,0.89233,0.93626
2021,66 and older,1st Quintile,No,0.07624,67,625,0.05542,0.09707
2021,66 and older,2nd Quintile,Yes,0.90672,740,820,0.88680,0.92664
2021,66 and older,2nd Quintile,No,0.08537,80,820,0.06623,0.10450
2021,66 and older,3rd Quintile,Yes,0.91347,568,634,0.89157,0.93537
2021,66 and older,3rd Quintile,No,0.08328,66,634,0.06176,0.10481
2021,66 and older,4th Quintile,Yes,0.89655,561,623,0.87262,0.92049
2021,66 and older,4th Quintile,No,0.08888,62,623,0.06652,0.11125
2021,66 and older,5th Quintile,Yes,0.87621,727,852,0.85408,0.89834
2021,66 and older,5th Quintile,No,0.11612,125,852,0.09460,0.13765
