year,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,male,SPD,0.24603,1419,4722,0.23374,0.25831
1989,male,CDU/CSU,0.18642,876,4722,0.17531,0.19753
1989,male,FDP,0.01616,78,4722,0.01256,0.01975
1989,male,Bündnis90/Grüne,0.02851,165,4722,0.02376,0.03326
1989,male,Others,0.02696,125,4722,0.02234,0.03158
1989,female,Not leaning towards specific party,0.38559,2560,4863,0.37191,0.39927
1989,female,SPD,0.20904,1150,4863,0.19761,0.22047
1989,female,CDU/CSU,0.18510,842,4863,0.17418,0.19601
1989,female,FDP,0.01374,60,4863,0.01047,0.01702
1989,female,Bündnis90/Grüne,0.03124,192,4863,0.02635,0.03612
1989,female,Others,0.01323,59,4863,0.01002,0.01644
1990,male,Not leaning towards specific party,0.23722,1942,4616,0.22494,0.24949
1990,male,SPD,0.20185,1427,4616,0.19027,0.21343
1990,male,CDU/CSU,0.16235,947,4616,0.15171,0.17299
1990,male,FDP,0.01790,104,4616,0.01407,0.02173
1990,male,Bündnis90/Grüne,0.02019,148,4616,0.01614,0.02425
1990,male,Far right parties,0.00777,48,4616,0.00523,0.01030
1990,female,Not leaning towards specific party,0.28753,2414,4742,0.27464,0.30041
1990,female,SPD,0.18423,1226,4742,0.17319,0.19526
1990,female,CDU/CSU,0.15075,861,4742,0.14056,0.16093
1990,female,FDP,0.01534,90,4742,0.01184,0.01884
1990,female,Bündnis90/Grüne,0.02071,151,4742,0.01666,0.02477
1991,male,Not leaning towards specific party,0.21600,1267,3346,0.20205,0.22994
1991,male,SPD,0.16569,929,3346,0.15309,0.17829
1991,male,CDU/CSU,0.16189,907,3346,0.14941,0.17437
1991,male,FDP,0.02057,107,3346,0.01576,0.02538
1991,male,Bündnis90/Grüne,0.01720,101,3346,0.01280,0.02161
1991,male,Far right parties,0.00548,35,3346,0.00297,0.00798
1991,female,Not leaning towards specific party,0.26549,1625,3652,0.25117,0.27981
1991,female,SPD,0.16091,955,3652,0.14899,0.17283
1991,female,CDU/CSU,0.15159,857,3652,0.13996,0.16323
1991,female,FDP,0.01780,95,3652,0.01351,0.02209
1991,female,Bündnis90/Grüne,0.01972,120,3652,0.01521,0.02423
1992,male,Not leaning towards specific party,0.38646,3465,6432,0.37456,0.39836
1992,male,SPD,0.18631,1379,6432,0.17679,0.19582
1992,male,CDU/CSU,0.17038,1109,6432,0.16119,0.17957
1992,male,FDP,0.02156,139,6432,0.01801,0.02511
1992,male,Bündnis90/Grüne,0.02417,191,6432,0.02042,0.02793
1992,male,PDS/Linke,0.00735,68,6432,0.00526,0.00943
1992,male,Others,0.01203,81,6432,0.00936,0.01469
1992,female,Not leaning towards specific party,0.46260,4262,6812,0.45076,0.47445
1992,female,SPD,0.16372,1163,6812,0.15493,0.17251
1992,female,CDU/CSU,0.15219,978,6812,0.14366,0.16072
1992,female,FDP,0.01558,107,6812,0.01264,0.01852
1992,female,Bündnis90/Grüne,0.02362,209,6812,0.02002,0.02723
1992,female,PDS/Linke,0.00495,57,6812,0.00328,0.00662
1992,female,Others,0.00442,36,6812,0.00284,0.00599
1993,male,Not leaning towards specific party,0.42569,3652,6308,0.41349,0.43789
1993,male,SPD,0.16612,1246,6308,0.15693,0.17530
1993,male,CDU/CSU,0.14063,894,6308,0.13205,0.14921
1993,male,FDP,0.01924,122,6308,0.01585,0.02263
1993,male,Bündnis90/Grüne,0.03010,221,6308,0.02588,0.03431
1993,male,PDS/Linke,0.00742,70,6308,0.00530,0.00954
1993,male,Far right parties,0.01659,103,6308,0.01344,0.01974
1993,female,Not leaning towards specific party,0.50182,4513,6689,0.48983,0.51380
1993,female,SPD,0.13830,968,6689,0.13002,0.14657
1993,female,CDU/CSU,0.12960,805,6689,0.12155,0.13765
1993,female,FDP,0.01437,80,6689,0.01151,0.01722
1993,female,Bündnis90/Grüne,0.02748,216,6689,0.02357,0.03140
1993,female,PDS/Linke,0.00685,71,6689,0.00487,0.00883
1993,female,Far right parties,0.00521,36,6689,0.00348,0.00693
1994,male,Not leaning towards specific party,0.40222,3440,6185,0.38999,0.41444
1994,male,SPD,0.18691,1323,6185,0.17720,0.19663
1994,male,CDU/CSU,0.14793,928,6185,0.13908,0.15678
1994,male,FDP,0.01522,86,6185,0.01217,0.01827
1994,male,Bündnis90/Grüne,0.02867,199,6185,0.02452,0.03283
1994,male,PDS/Linke,0.01014,95,6185,0.00765,0.01264
1994,male,Far right parties,0.01006,73,6185,0.00758,0.01255
1994,male,Others,0.00536,41,6185,0.00354,0.00718
1994,female,Not leaning towards specific party,0.47708,4286,6578,0.46501,0.48916
1994,female,SPD,0.15898,1083,6578,0.15015,0.16782
1994,female,CDU/CSU,0.13624,817,6578,0.12795,0.14453
1994,female,FDP,0.01029,63,6578,0.00785,0.01272
1994,female,Bündnis90/Grüne,0.02906,217,6578,0.02500,0.03312
1994,female,PDS/Linke,0.01034,112,6578,0.00789,0.01278
1995,male,Not leaning towards specific party,0.36840,3298,6393,0.35658,0.38023
1995,male,SPD,0.19026,1352,6393,0.18064,0.19988
1995,male,CDU/CSU,0.17402,1184,6393,0.16473,0.18332
1995,male,FDP,0.01291,83,6393,0.01015,0.01568
1995,male,Bündnis90/Grüne,0.03709,264,6393,0.03246,0.04172
1995,male,PDS/Linke,0.01396,136,6393,0.01108,0.01684
1995,male,Far right parties,0.00591,43,6393,0.00403,0.00779
1995,male,Others,0.00403,33,6393,0.00248,0.00558
1995,female,Not leaning towards specific party,0.44008,4128,6820,0.42830,0.45186
1995,female,SPD,0.16175,1144,6820,0.15301,0.17049
1995,female,CDU/CSU,0.15964,1056,6820,0.15094,0.16833
1995,female,FDP,0.01039,62,6820,0.00798,0.01279
1995,female,Bündnis90/Grüne,0.04028,299,6820,0.03561,0.04495
1995,female,PDS/Linke,0.01186,131,6820,0.00929,0.01443
1996,male,Not leaning towards specific party,0.38429,3359,6251,0.37223,0.39635
1996,male,SPD,0.16849,1188,6251,0.15922,0.17777
1996,male,CDU/CSU,0.17952,1183,6251,0.17001,0.18904
1996,male,FDP,0.01081,63,6251,0.00825,0.01338
1996,male,Bündnis90/Grüne,0.03794,262,6251,0.03321,0.04268
1996,male,PDS/Linke,0.01492,137,6251,0.01192,0.01793
1996,male,Far right parties,0.00920,59,6251,0.00683,0.01156
1996,female,Not leaning towards specific party,0.46636,4234,6703,0.45441,0.47830
1996,female,SPD,0.13623,949,6703,0.12802,0.14444
1996,female,CDU/CSU,0.15884,1016,6703,0.15009,0.16759
1996,female,FDP,0.01029,54,6703,0.00787,0.01270
1996,female,Bündnis90/Grüne,0.04121,309,6703,0.03645,0.04596
1996,female,PDS/Linke,0.01190,141,6703,0.00931,0.01450
1997,male,Not leaning towards specific party,0.40199,3510,6164,0.38975,0.41424
1997,male,SPD,0.17693,1166,6164,0.16740,0.18646
1997,male,CDU/CSU,0.16111,1017,6164,0.15194,0.17029
1997,male,FDP,0.00991,56,6164,0.00744,0.01238
1997,male,Bündnis90/Grüne,0.03334,218,6164,0.02885,0.03782
1997,male,PDS/Linke,0.01215,121,6164,0.00941,0.01488
1997,male,Far right parties,0.01022,76,6164,0.00771,0.01273
1997,female,Not leaning towards specific party,0.47609,4243,6566,0.46400,0.48817
1997,female,SPD,0.14503,968,6566,0.13651,0.15355
1997,female,CDU/CSU,0.14719,919,6566,0.13862,0.15576
1997,female,FDP,0.00937,51,6566,0.00704,0.01170
1997,female,Bündnis90/Grüne,0.03816,267,6566,0.03352,0.04279
1997,female,PDS/Linke,0.01061,118,6566,0.00813,0.01309
1998,male,Not leaning towards specific party,0.39643,3744,6856,0.38486,0.40801
1998,male,SPD,0.19221,1450,6856,0.18289,0.20154
1998,male,CDU/CSU,0.15040,1085,6856,0.14194,0.15886
1998,male,FDP,0.01032,69,6856,0.00793,0.01272
1998,male,Bündnis90/Grüne,0.02985,225,6856,0.02582,0.03388
1998,male,PDS/Linke,0.01200,129,6856,0.00942,0.01458
1998,male,Far right parties,0.00896,68,6856,0.00673,0.01119
1998,male,Others,0.00700,50,6856,0.00503,0.00898
1998,male,Party combinations,0.00450,36,6856,0.00292,0.00609
1998,female,Not leaning towards specific party,0.47256,4618,7264,0.46107,0.48404
1998,female,SPD,0.15441,1196,7264,0.14610,0.16272
1998,female,CDU/CSU,0.13266,933,7264,0.12486,0.14046
1998,female,FDP,0.00987,59,7264,0.00759,0.01214
1998,female,Bündnis90/Grüne,0.03854,305,7264,0.03411,0.04296
1998,female,PDS/Linke,0.00967,120,7264,0.00742,0.01192
1998,female,Party combinations,0.00359,33,7264,0.00221,0.00496
1999,male,Not leaning towards specific party,0.36459,3286,6584,0.35296,0.37621
1999,male,SPD,0.20021,1474,6584,0.19055,0.20988
1999,male,CDU/CSU,0.18249,1271,6584,0.17316,0.19182
1999,male,FDP,0.01231,79,6584,0.00964,0.01497
1999,male,Bündnis90/Grüne,0.02587,188,6584,0.02204,0.02971
1999,male,PDS/Linke,0.01479,148,6584,0.01187,0.01770
1999,male,Far right parties,0.00647,61,6584,0.00454,0.00841
1999,male,Others,0.00550,44,6584,0.00372,0.00729
1999,male,Party combinations,0.00428,33,6584,0.00270,0.00586
1999,female,Not leaning towards specific party,0.44114,4111,6993,0.42950,0.45277
1999,female,SPD,0.16469,1265,6993,0.15599,0.17338
1999,female,CDU/CSU,0.16178,1120,6993,0.15314,0.17041
1999,female,FDP,0.00856,54,6993,0.00640,0.01072
1999,female,Bündnis90/Grüne,0.02816,230,6993,0.02428,0.03204
1999,female,PDS/Linke,0.01472,154,6993,0.01190,0.01754
1999,female,Party combinations,0.00739,59,6993,0.00538,0.00940
2000,male,Not leaning towards specific party,0.39744,5923,11476,0.38848,0.40639
2000,male,SPD,0.18166,2429,11476,0.17460,0.18871
2000,male,CDU/CSU,0.16202,2174,11476,0.15528,0.16877
2000,male,FDP,0.01226,156,11476,0.01025,0.01427
2000,male,Bündnis90/Grüne,0.02517,325,11476,0.02231,0.02804
2000,male,PDS/Linke,0.01699,274,11476,0.01463,0.01936
2000,male,Far right parties,0.00532,82,11476,0.00399,0.00665
2000,male,Others,0.00445,63,11476,0.00323,0.00566
2000,male,Party combinations,0.00363,50,11476,0.00253,0.00473
2000,female,Not leaning towards specific party,0.46963,7370,12421,0.46085,0.47840
2000,female,SPD,0.15254,2143,12421,0.14621,0.15886
2000,female,CDU/CSU,0.14500,1985,12421,0.13881,0.15120
2000,female,FDP,0.01035,118,12421,0.00857,0.01213
2000,female,Bündnis90/Grüne,0.02806,415,12421,0.02516,0.03097
2000,female,PDS/Linke,0.01378,251,12421,0.01173,0.01583
2000,female,Far right parties,0.00240,38,12421,0.00154,0.00326
2000,female,Others,0.00327,45,12421,0.00227,0.00428
2000,female,Party combinations,0.00418,56,12421,0.00304,0.00531
2001,male,Not leaning towards specific party,0.41900,5580,10456,0.40954,0.42845
2001,male,SPD,0.17442,2136,10456,0.16715,0.18170
2001,male,CDU/CSU,0.15273,1866,10456,0.14584,0.15963
2001,male,FDP,0.01690,189,10456,0.01443,0.01937
2001,male,Bündnis90/Grüne,0.02418,293,10456,0.02123,0.02712
2001,male,PDS/Linke,0.01545,229,10456,0.01308,0.01781
2001,male,Far right parties,0.00456,73,10456,0.00327,0.00585
2001,male,Others,0.00364,49,10456,0.00248,0.00479
2001,male,Party combinations,0.00384,41,10456,0.00266,0.00503
2001,female,Not leaning towards specific party,0.48724,6974,11319,0.47803,0.49645
2001,female,SPD,0.14961,1912,11319,0.14304,0.15618
2001,female,CDU/CSU,0.13511,1646,11319,0.12882,0.14141
2001,female,FDP,0.01027,112,11319,0.00841,0.01213
2001,female,Bündnis90/Grüne,0.02806,390,11319,0.02501,0.03110
2001,female,PDS/Linke,0.01292,203,11319,0.01084,0.01500
2001,female,Others,0.00393,41,11319,0.00277,0.00508
2001,female,Party combinations,0.00335,41,11319,0.00228,0.00441
2002,male,Not leaning towards specific party,0.41517,5516,11056,0.40599,0.42436
2002,male,SPD,0.16798,2218,11056,0.16101,0.17495
2002,male,CDU/CSU,0.15851,2237,11056,0.15170,0.16532
2002,male,FDP,0.01920,305,11056,0.01664,0.02176
2002,male,Bündnis90/Grüne,0.02261,329,11056,0.01984,0.02539
2002,male,PDS/Linke,0.01896,283,11056,0.01642,0.02151
2002,male,Far right parties,0.00447,58,11056,0.00323,0.00572
2002,male,Others,0.00552,64,11056,0.00414,0.00690
2002,male,Party combinations,0.00333,46,11056,0.00226,0.00441
2002,female,Not leaning towards specific party,0.49076,6938,11816,0.48175,0.49978
2002,female,SPD,0.14701,2026,11816,0.14062,0.15339
2002,female,CDU/CSU,0.13600,1898,11816,0.12982,0.14218
2002,female,FDP,0.01052,175,11816,0.00868,0.01236
2002,female,Bündnis90/Grüne,0.02454,420,11816,0.02175,0.02733
2002,female,PDS/Linke,0.01654,266,11816,0.01424,0.01884
2002,female,Others,0.00276,38,11816,0.00181,0.00371
2002,female,Party combinations,0.00354,55,11816,0.00247,0.00461
2003,male,Not leaning towards specific party,0.39265,5077,10606,0.38335,0.40194
2003,male,SPD,0.16220,2006,10606,0.15518,0.16921
2003,male,CDU/CSU,0.18420,2458,10606,0.17682,0.19157
2003,male,FDP,0.01934,273,10606,0.01672,0.02196
2003,male,Bündnis90/Grüne,0.03279,427,10606,0.02940,0.03618
2003,male,PDS/Linke,0.01330,202,10606,0.01112,0.01548
2003,male,Far right parties,0.00400,49,10606,0.00280,0.00520
2003,male,Others,0.00427,54,10606,0.00303,0.00551
2003,male,Party combinations,0.00588,60,10606,0.00443,0.00734
2003,female,Not leaning towards specific party,0.46306,6333,11406,0.45391,0.47221
2003,female,SPD,0.14284,1882,11406,0.13642,0.14926
2003,female,CDU/CSU,0.16016,2174,11406,0.15343,0.16689
2003,female,FDP,0.01025,149,11406,0.00840,0.01210
2003,female,Bündnis90/Grüne,0.03710,565,11406,0.03364,0.04057
2003,female,PDS/Linke,0.01181,184,11406,0.00983,0.01379
2003,female,Others,0.00282,37,11406,0.00185,0.00379
2003,female,Party combinations,0.00517,82,11406,0.00386,0.00649
2004,male,Not leaning towards specific party,0.45483,5581,10335,0.44523,0.46443
2004,male,SPD,0.13252,1610,10335,0.12598,0.13906
2004,male,CDU/CSU,0.16505,2159,10335,0.15789,0.17220
2004,male,FDP,0.01694,241,10335,0.01445,0.01942
2004,male,Bündnis90/Grüne,0.02907,378,10335,0.02583,0.03231
2004,male,PDS/Linke,0.01532,218,10335,0.01295,0.01769
2004,male,Far right parties,0.00478,53,10335,0.00345,0.00611
2004,male,Others,0.00478,60,10335,0.00345,0.00611
2004,male,Party combinations,0.00256,35,10335,0.00158,0.00353
2004,female,Not leaning towards specific party,0.52377,6946,11185,0.51452,0.53303
2004,female,SPD,0.11442,1470,11185,0.10852,0.12032
2004,female,CDU/CSU,0.14180,1852,11185,0.13534,0.14827
2004,female,FDP,0.00955,141,11185,0.00775,0.01135
2004,female,Bündnis90/Grüne,0.03146,492,11185,0.02823,0.03470
2004,female,PDS/Linke,0.01244,200,11185,0.01039,0.01449
2004,female,Others,0.00277,32,11185,0.00180,0.00375
2004,female,Party combinations,0.00357,52,11185,0.00247,0.00468
2005,male,Not leaning towards specific party,0.43653,5083,9848,0.42673,0.44633
2005,male,SPD,0.14660,1720,9848,0.13961,0.15359
2005,male,CDU/CSU,0.16355,2026,9848,0.15625,0.17086
2005,male,FDP,0.01695,244,9848,0.01440,0.01950
2005,male,Bündnis90/Grüne,0.03171,362,9848,0.02825,0.03517
2005,male,PDS/Linke,0.01617,230,9848,0.01368,0.01866
2005,male,Far right parties,0.00998,99,9848,0.00801,0.01194
2005,male,Others,0.00451,52,9848,0.00319,0.00584
2005,male,Party combinations,0.00207,32,9848,0.00117,0.00297
2005,female,Not leaning towards specific party,0.51429,6459,10712,0.50482,0.52375
2005,female,SPD,0.12551,1556,10712,0.11924,0.13179
2005,female,CDU/CSU,0.13408,1721,10712,0.12763,0.14053
2005,female,FDP,0.00917,138,10712,0.00737,0.01098
2005,female,Bündnis90/Grüne,0.03765,532,10712,0.03405,0.04126
2005,female,PDS/Linke,0.01294,205,10712,0.01080,0.01508
2005,female,Others,0.00317,32,10712,0.00211,0.00424
2005,female,Party combinations,0.00516,69,10712,0.00381,0.00652
2006,male,Not leaning towards specific party,0.40770,5044,10374,0.39825,0.41716
2006,male,SPD,0.15509,1914,10374,0.14812,0.16205
2006,male,CDU/CSU,0.16229,2207,10374,0.15519,0.16938
2006,male,FDP,0.02340,320,10374,0.02049,0.02631
2006,male,Bündnis90/Grüne,0.03046,394,10374,0.02715,0.03377
2006,male,PDS/Linke,0.02473,336,10374,0.02174,0.02772
2006,male,Far right parties,0.01059,107,10374,0.00862,0.01256
2006,male,Others,0.00418,52,10374,0.00294,0.00542
2006,female,Not leaning towards specific party,0.47476,6328,11386,0.46559,0.48393
2006,female,SPD,0.13808,1873,11386,0.13174,0.14441
2006,female,CDU/CSU,0.14901,2099,11386,0.14247,0.15555
2006,female,FDP,0.01031,170,11386,0.00845,0.01216
2006,female,Bündnis90/Grüne,0.03517,540,11386,0.03179,0.03855
2006,female,PDS/Linke,0.01879,280,11386,0.01629,0.02128
2006,female,Others,0.00286,37,11386,0.00188,0.00384
2006,female,Party combinations,0.00472,59,11386,0.00346,0.00598
2007,male,Not leaning towards specific party,0.44949,5152,9711,0.43960,0.45938
2007,male,SPD,0.13556,1589,9711,0.12875,0.14237
2007,male,CDU/CSU,0.14779,1887,9711,0.14073,0.15484
2007,male,FDP,0.02115,302,9711,0.01828,0.02401
2007,male,Bündnis90/Grüne,0.03149,350,9711,0.02801,0.03496
2007,male,PDS/Linke,0.02301,295,9711,0.02003,0.02599
2007,male,Far right parties,0.00796,88,9711,0.00619,0.00973
2007,male,Others,0.00402,48,9711,0.00276,0.00528
2007,female,Not leaning towards specific party,0.51640,6475,10630,0.50690,0.52590
2007,female,SPD,0.12137,1534,10630,0.11516,0.12758
2007,female,CDU/CSU,0.12725,1659,10630,0.12091,0.13359
2007,female,FDP,0.00891,149,10630,0.00712,0.01069
2007,female,Bündnis90/Grüne,0.03775,510,10630,0.03413,0.04138
2007,female,PDS/Linke,0.01813,250,10630,0.01559,0.02066
2007,female,Party combinations,0.00418,53,10630,0.00295,0.00541
2008,male,Not leaning towards specific party,0.44366,4809,9140,0.43348,0.45385
2008,male,SPD,0.12790,1402,9140,0.12105,0.13474
2008,male,CDU/CSU,0.15612,1845,9140,0.14868,0.16356
2008,male,FDP,0.02175,278,9140,0.01876,0.02474
2008,male,Bündnis90/Grüne,0.03294,327,9140,0.02928,0.03660
2008,male,PDS/Linke,0.02831,334,9140,0.02491,0.03171
2008,male,Far right parties,0.00729,78,9140,0.00555,0.00904
2008,male,Others,0.00354,34,9140,0.00232,0.00476
2008,male,Party combinations,0.00386,33,9140,0.00259,0.00514
2008,female,Not leaning towards specific party,0.51441,6062,10009,0.50462,0.52420
2008,female,SPD,0.11823,1370,10009,0.11190,0.12455
2008,female,CDU/CSU,0.13453,1638,10009,0.12785,0.14122
2008,female,FDP,0.01044,159,10009,0.00845,0.01243
2008,female,Bündnis90/Grüne,0.03603,462,10009,0.03237,0.03968
2008,female,PDS/Linke,0.01880,260,10009,0.01613,0.02146
2008,female,Party combinations,0.00512,58,10009,0.00372,0.00652
2009,male,Not leaning towards specific party,0.46125,4574,8528,0.45067,0.47183
2009,male,SPD,0.11674,1223,8528,0.10992,0.12355
2009,male,CDU/CSU,0.14100,1597,8528,0.13361,0.14838
2009,male,FDP,0.03239,378,8528,0.02863,0.03614
2009,male,Bündnis90/Grüne,0.03547,331,8528,0.03154,0.03939
2009,male,PDS/Linke,0.02575,301,8528,0.02239,0.02911
2009,male,Far right parties,0.00986,77,8528,0.00776,0.01195
2009,male,Others,0.00421,47,8528,0.00284,0.00559
2009,female,Not leaning towards specific party,0.53530,5730,9316,0.52517,0.54542
2009,female,SPD,0.09993,1140,9316,0.09384,0.10602
2009,female,CDU/CSU,0.12452,1446,9316,0.11782,0.13123
2009,female,FDP,0.01774,228,9316,0.01506,0.02042
2009,female,Bündnis90/Grüne,0.03930,495,9316,0.03535,0.04324
2009,female,PDS/Linke,0.01881,235,9316,0.01605,0.02157
2009,female,Party combinations,0.00515,42,9316,0.00369,0.00660
2010,male,Not leaning towards specific party,0.40850,5372,10777,0.39922,0.41778
2010,male,SPD,0.13504,1598,10777,0.12859,0.14149
2010,male,CDU/CSU,0.15863,2099,10777,0.15173,0.16552
2010,male,FDP,0.02584,401,10777,0.02284,0.02883
2010,male,Bündnis90/Grüne,0.04316,634,10777,0.03932,0.04700
2010,male,PDS/Linke,0.03529,438,10777,0.03180,0.03877
2010,male,Far right parties,0.00965,110,10777,0.00780,0.01149
2010,male,Others,0.00593,67,10777,0.00448,0.00738
2010,male,Party combinations,0.00819,58,10777,0.00649,0.00989
2010,female,Not leaning towards specific party,0.47409,7312,12888,0.46547,0.48271
2010,female,SPD,0.11701,1622,12888,0.11146,0.12256
2010,female,CDU/CSU,0.14086,2063,12888,0.13485,0.14686
2010,female,FDP,0.01842,307,12888,0.01609,0.02074
2010,female,Bündnis90/Grüne,0.05365,978,12888,0.04976,0.05754
2010,female,PDS/Linke,0.02805,442,12888,0.02520,0.03091
2010,female,Far right parties,0.00286,51,12888,0.00194,0.00378
2010,female,Others,0.00261,46,12888,0.00173,0.00349
2010,female,Party combinations,0.00606,67,12888,0.00472,0.00740
2011,male,Not leaning towards specific party,0.39244,5014,9700,0.38272,0.40216
2011,male,SPD,0.11927,1457,9700,0.11282,0.12572
2011,male,CDU/CSU,0.14088,1886,9700,0.13396,0.14781
2011,male,FDP,0.01158,192,9700,0.00945,0.01371
2011,male,Bündnis90/Grüne,0.05146,632,9700,0.04706,0.05585
2011,male,PDS/Linke,0.02279,323,9700,0.01982,0.02576
2011,male,Far right parties,0.00766,81,9700,0.00592,0.00939
2011,male,Others,0.00661,65,9700,0.00500,0.00822
2011,male,Party combinations,0.00622,50,9700,0.00465,0.00778
2011,female,Not leaning towards specific party,0.45369,6449,10812,0.44431,0.46308
2011,female,SPD,0.10071,1351,10812,0.09504,0.10639
2011,female,CDU/CSU,0.11591,1651,10812,0.10987,0.12194
2011,female,FDP,0.00589,108,10812,0.00445,0.00734
2011,female,Bündnis90/Grüne,0.05707,890,10812,0.05270,0.06145
2011,female,PDS/Linke,0.01731,261,10812,0.01485,0.01977
2011,female,Others,0.00319,43,10812,0.00213,0.00426
2011,female,Party combinations,0.00401,59,10812,0.00282,0.00521
2012,male,Not leaning towards specific party,0.40226,4974,9559,0.39243,0.41209
2012,male,SPD,0.11864,1480,9559,0.11216,0.12512
2012,male,CDU/CSU,0.13803,1841,9559,0.13111,0.14494
2012,male,FDP,0.01012,152,9559,0.00811,0.01212
2012,male,Bündnis90/Grüne,0.04719,539,9559,0.04294,0.05144
2012,male,PDS/Linke,0.02161,304,9559,0.01870,0.02453
2012,male,Far right parties,0.00663,63,9559,0.00500,0.00826
2012,male,Others,0.01368,169,9559,0.01135,0.01600
2012,male,Party combinations,0.00383,37,9559,0.00259,0.00507
2012,female,Not leaning towards specific party,0.46353,6451,10695,0.45408,0.47298
2012,female,SPD,0.09868,1365,10695,0.09302,0.10433
2012,female,CDU/CSU,0.11668,1650,10695,0.11060,0.12277
2012,female,FDP,0.00441,76,10695,0.00316,0.00567
2012,female,Bündnis90/Grüne,0.05067,799,10695,0.04651,0.05482
2012,female,PDS/Linke,0.01453,225,10695,0.01226,0.01680
2012,female,Others,0.00716,89,10695,0.00556,0.00875
2012,female,Party combinations,0.00400,40,10695,0.00280,0.00519
2013,male,Not leaning towards specific party,0.41087,6077,11070,0.40170,0.42004
2013,male,SPD,0.11729,1656,11070,0.11130,0.12329
2013,male,CDU/CSU,0.14835,2053,11070,0.14173,0.15497
2013,male,FDP,0.01046,174,11070,0.00857,0.01236
2013,male,Bündnis90/Grüne,0.04504,594,11070,0.04118,0.04891
2013,male,PDS/Linke,0.02003,301,11070,0.01742,0.02265
2013,male,Far right parties,0.00451,47,11070,0.00327,0.00576
2013,male,Others,0.01029,127,11070,0.00841,0.01217
2013,male,Party combinations,0.00450,41,11070,0.00325,0.00574
2013,female,Not leaning towards specific party,0.46051,7796,12437,0.45175,0.46927
2013,female,SPD,0.10166,1449,12437,0.09635,0.10697
