year,age_gr,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,17-29 y.,CDU/CSU,0.19922,479,2975,0.18486,0.21357
1987,17-29 y.,FDP,0.01525,35,2975,0.01085,0.01966
1987,17-29 y.,Bündnis90/Grüne,0.08878,246,2975,0.07855,0.09900
1987,30-45 y.,Not leaning towards specific party,0.34836,1371,3139,0.33169,0.36503
1987,30-45 y.,SPD,0.29098,870,3139,0.27509,0.30687
1987,30-45 y.,CDU/CSU,0.25047,638,3139,0.23531,0.26563
1987,30-45 y.,FDP,0.03524,88,3139,0.02879,0.04169
1987,30-45 y.,Bündnis90/Grüne,0.06127,172,3139,0.05288,0.06966
1987,46-65 y.,Not leaning towards specific party,0.29867,1222,3170,0.28274,0.31461
1987,46-65 y.,SPD,0.28610,859,3170,0.27037,0.30184
1987,46-65 y.,CDU/CSU,0.34826,935,3170,0.33167,0.36485
1987,46-65 y.,FDP,0.04067,110,3170,0.03379,0.04754
1987,46-65 y.,Bündnis90/Grüne,0.01218,44,3170,0.00837,0.01600
1987,66 and older,Not leaning towards specific party,0.33145,372,1050,0.30296,0.35994
1987,66 and older,SPD,0.26639,274,1050,0.23964,0.29314
1987,66 and older,CDU/CSU,0.33711,360,1050,0.30850,0.36571
1987,66 and older,FDP,0.04448,44,1050,0.03200,0.05695
1988,17-29 y.,Not leaning towards specific party,0.54394,1708,2810,0.52552,0.56236
1988,17-29 y.,SPD,0.20616,574,2810,0.19120,0.22112
1988,17-29 y.,CDU/CSU,0.15626,364,2810,0.14283,0.16969
1988,17-29 y.,Bündnis90/Grüne,0.06716,164,2810,0.05791,0.07642
1988,30-45 y.,Not leaning towards specific party,0.38338,1356,2914,0.36573,0.40104
1988,30-45 y.,SPD,0.29837,830,2914,0.28176,0.31499
1988,30-45 y.,CDU/CSU,0.21059,509,2914,0.19578,0.22539
1988,30-45 y.,FDP,0.03042,72,2914,0.02418,0.03665
1988,30-45 y.,Bündnis90/Grüne,0.06090,147,2914,0.05221,0.06958
1988,46-65 y.,Not leaning towards specific party,0.33195,1265,3059,0.31526,0.34864
1988,46-65 y.,SPD,0.31199,913,3059,0.29557,0.32841
1988,46-65 y.,CDU/CSU,0.30838,804,3059,0.29202,0.32475
1988,46-65 y.,FDP,0.02934,77,3059,0.02336,0.03532
1988,66 and older,Not leaning towards specific party,0.35196,380,1018,0.32260,0.38131
1988,66 and older,SPD,0.27586,274,1018,0.24839,0.30332
1988,66 and older,CDU/CSU,0.31527,327,1018,0.28672,0.34383
1988,66 and older,FDP,0.03775,37,1018,0.02603,0.04946
1989,17-29 y.,Not leaning towards specific party,0.57609,1704,2783,0.55773,0.59446
1989,17-29 y.,SPD,0.19171,576,2783,0.17709,0.20634
1989,17-29 y.,CDU/CSU,0.12343,275,2783,0.11121,0.13565
1989,17-29 y.,Bündnis90/Grüne,0.06791,174,2783,0.05856,0.07726
1989,17-29 y.,Others,0.02254,54,2783,0.01702,0.02805
1989,30-45 y.,Not leaning towards specific party,0.38586,1276,2818,0.36788,0.40384
1989,30-45 y.,SPD,0.30467,845,2818,0.28768,0.32167
1989,30-45 y.,CDU/CSU,0.19052,447,2818,0.17601,0.20502
1989,30-45 y.,FDP,0.02079,48,2818,0.01552,0.02606
1989,30-45 y.,Bündnis90/Grüne,0.06250,150,2818,0.05357,0.07144
1989,30-45 y.,Others,0.02334,52,2818,0.01776,0.02891
1989,46-65 y.,Not leaning towards specific party,0.36214,1260,2935,0.34475,0.37954
1989,46-65 y.,SPD,0.30200,883,2935,0.28538,0.31861
1989,46-65 y.,CDU/CSU,0.27852,689,2935,0.26230,0.29474
1989,46-65 y.,FDP,0.01939,50,2935,0.01440,0.02438
1989,46-65 y.,Others,0.02277,53,2935,0.01737,0.02817
1989,66 and older,Not leaning towards specific party,0.35848,379,951,0.32798,0.38897
1989,66 and older,SPD,0.27512,265,951,0.24672,0.30352
1989,66 and older,CDU/CSU,0.30004,307,951,0.27090,0.32918
1990,17-29 y.,Not leaning towards specific party,0.44391,1625,2660,0.42502,0.46279
1990,17-29 y.,SPD,0.16233,576,2660,0.14832,0.17635
1990,17-29 y.,CDU/CSU,0.11338,294,2660,0.10133,0.12543
1990,17-29 y.,Bündnis90/Grüne,0.04222,134,2660,0.03458,0.04986
1990,17-29 y.,Far right parties,0.00933,31,2660,0.00568,0.01298
1990,30-45 y.,Not leaning towards specific party,0.30268,1210,2761,0.28554,0.31982
1990,30-45 y.,SPD,0.26941,898,2761,0.25285,0.28596
1990,30-45 y.,CDU/CSU,0.15400,454,2761,0.14053,0.16747
1990,30-45 y.,FDP,0.01922,60,2761,0.01410,0.02434
1990,30-45 y.,Bündnis90/Grüne,0.04623,139,2761,0.03840,0.05407
1990,46-65 y.,Not leaning towards specific party,0.26375,1159,2842,0.24754,0.27995
1990,46-65 y.,SPD,0.25843,895,2842,0.24233,0.27453
1990,46-65 y.,CDU/CSU,0.23358,713,2842,0.21802,0.24913
1990,46-65 y.,FDP,0.02417,75,2842,0.01852,0.02982
1990,66 and older,Not leaning towards specific party,0.27810,362,993,0.25021,0.30598
1990,66 and older,SPD,0.23325,284,993,0.20693,0.25957
1990,66 and older,CDU/CSU,0.27118,347,993,0.24352,0.29885
1991,17-29 y.,Not leaning towards specific party,0.40087,1050,1755,0.37793,0.42380
1991,17-29 y.,SPD,0.13525,348,1755,0.11924,0.15125
1991,17-29 y.,CDU/CSU,0.11122,275,1755,0.09651,0.12594
1991,17-29 y.,Bündnis90/Grüne,0.03199,82,1755,0.02375,0.04022
1991,30-45 y.,Not leaning towards specific party,0.27223,803,2097,0.25318,0.29129
1991,30-45 y.,SPD,0.22094,645,2097,0.20318,0.23871
1991,30-45 y.,CDU/CSU,0.15991,469,2097,0.14422,0.17560
1991,30-45 y.,FDP,0.02454,67,2097,0.01791,0.03116
1991,30-45 y.,Bündnis90/Grüne,0.04294,113,2097,0.03426,0.05162
1991,46-65 y.,Not leaning towards specific party,0.23121,669,2054,0.21297,0.24945
1991,46-65 y.,SPD,0.21584,636,2054,0.19804,0.23363
1991,46-65 y.,CDU/CSU,0.23091,671,2054,0.21268,0.24914
1991,46-65 y.,FDP,0.02765,78,2054,0.02056,0.03474
1991,66 and older,Not leaning towards specific party,0.29727,370,974,0.26855,0.32599
1991,66 and older,SPD,0.21210,255,974,0.18642,0.23779
1991,66 and older,CDU/CSU,0.26633,349,974,0.23855,0.29410
1992,17-29 y.,Not leaning towards specific party,0.65980,2494,3533,0.64418,0.67543
1992,17-29 y.,SPD,0.14368,496,3533,0.13211,0.15525
1992,17-29 y.,CDU/CSU,0.11044,297,3533,0.10010,0.12078
1992,17-29 y.,FDP,0.01703,44,3533,0.01277,0.02130
1992,17-29 y.,Bündnis90/Grüne,0.04385,156,3533,0.03709,0.05060
1992,17-29 y.,Others,0.01395,46,3533,0.01008,0.01782
1992,30-45 y.,Not leaning towards specific party,0.51700,2436,4213,0.50190,0.53209
1992,30-45 y.,SPD,0.22906,881,4213,0.21637,0.24175
1992,30-45 y.,CDU/CSU,0.15841,599,4213,0.14738,0.16943
1992,30-45 y.,FDP,0.02108,75,4213,0.01675,0.02542
1992,30-45 y.,Bündnis90/Grüne,0.05188,183,4213,0.04518,0.05857
1992,30-45 y.,Others,0.01043,39,4213,0.00736,0.01350
1992,46-65 y.,Not leaning towards specific party,0.45457,2109,3994,0.43912,0.47001
1992,46-65 y.,SPD,0.23884,866,3994,0.22561,0.25206
1992,46-65 y.,CDU/CSU,0.24421,814,3994,0.23089,0.25754
1992,46-65 y.,FDP,0.02659,94,3994,0.02160,0.03158
1992,46-65 y.,Bündnis90/Grüne,0.01292,54,3994,0.00941,0.01642
1992,46-65 y.,PDS/Linke,0.01025,57,3994,0.00713,0.01338
1992,66 and older,Not leaning towards specific party,0.44855,688,1397,0.42246,0.47464
1992,66 and older,SPD,0.22186,299,1397,0.20006,0.24365
1992,66 and older,CDU/CSU,0.27248,377,1397,0.24912,0.29583
1992,66 and older,FDP,0.02385,33,1397,0.01585,0.03186
1993,17-29 y.,Not leaning towards specific party,0.71495,2600,3433,0.69985,0.73006
1993,17-29 y.,SPD,0.10319,378,3433,0.09301,0.11336
1993,17-29 y.,CDU/CSU,0.08203,214,3433,0.07285,0.09121
1993,17-29 y.,FDP,0.01529,38,3433,0.01118,0.01939
1993,17-29 y.,Bündnis90/Grüne,0.05239,154,3433,0.04494,0.05985
1993,17-29 y.,Far right parties,0.01630,49,3433,0.01207,0.02054
1993,30-45 y.,Not leaning towards specific party,0.57141,2614,4161,0.55637,0.58645
1993,30-45 y.,SPD,0.19107,741,4161,0.17913,0.20302
1993,30-45 y.,CDU/CSU,0.13107,465,4161,0.12081,0.14132
1993,30-45 y.,FDP,0.01561,55,4161,0.01184,0.01938
1993,30-45 y.,Bündnis90/Grüne,0.06172,213,4161,0.05441,0.06904
1993,30-45 y.,PDS/Linke,0.00552,34,4161,0.00327,0.00777
1993,30-45 y.,Far right parties,0.01217,39,4161,0.00884,0.01551
1993,46-65 y.,Not leaning towards specific party,0.49181,2184,3929,0.47618,0.50744
1993,46-65 y.,SPD,0.22525,818,3929,0.21218,0.23831
1993,46-65 y.,CDU/CSU,0.21131,689,3929,0.19854,0.22408
1993,46-65 y.,FDP,0.02343,78,3929,0.01870,0.02816
1993,46-65 y.,Bündnis90/Grüne,0.01650,63,3929,0.01252,0.02048
1993,46-65 y.,PDS/Linke,0.01125,59,3929,0.00795,0.01455
1993,46-65 y.,Far right parties,0.01356,38,3929,0.00995,0.01718
1993,66 and older,Not leaning towards specific party,0.50056,767,1406,0.47442,0.52671
1993,66 and older,SPD,0.19909,277,1406,0.17821,0.21997
1993,66 and older,CDU/CSU,0.23135,331,1406,0.20930,0.25340
1993,66 and older,FDP,0.02848,31,1406,0.01978,0.03718
1994,17-29 y.,Not leaning towards specific party,0.71130,2445,3291,0.69582,0.72678
1994,17-29 y.,SPD,0.11920,428,3291,0.10813,0.13027
1994,17-29 y.,CDU/CSU,0.07254,197,3291,0.06368,0.08141
1994,17-29 y.,Bündnis90/Grüne,0.05488,151,3291,0.04709,0.06266
1994,17-29 y.,PDS/Linke,0.01052,33,3291,0.00704,0.01401
1994,17-29 y.,Far right parties,0.01120,37,3291,0.00760,0.01479
1994,30-45 y.,Not leaning towards specific party,0.54778,2511,4068,0.53248,0.56308
1994,30-45 y.,SPD,0.20882,775,4068,0.19633,0.22132
1994,30-45 y.,CDU/CSU,0.13715,476,4068,0.12658,0.14772
1994,30-45 y.,FDP,0.01348,46,4068,0.00993,0.01702
1994,30-45 y.,Bündnis90/Grüne,0.06143,197,4068,0.05405,0.06881
1994,30-45 y.,PDS/Linke,0.00986,63,4068,0.00682,0.01289
1994,46-65 y.,Not leaning towards specific party,0.45119,2048,3832,0.43543,0.46695
1994,46-65 y.,SPD,0.26225,890,3832,0.24832,0.27618
1994,46-65 y.,CDU/CSU,0.22123,699,3832,0.20809,0.23437
1994,46-65 y.,FDP,0.01966,60,3832,0.01526,0.02406
1994,46-65 y.,Bündnis90/Grüne,0.01563,59,3832,0.01170,0.01955
1994,46-65 y.,PDS/Linke,0.01406,76,3832,0.01033,0.01778
1994,66 and older,Not leaning towards specific party,0.46735,722,1443,0.44160,0.49310
1994,66 and older,SPD,0.22213,313,1443,0.20067,0.24358
1994,66 and older,CDU/CSU,0.25662,373,1443,0.23408,0.27917
1994,66 and older,PDS/Linke,0.01600,35,1443,0.00952,0.02248
1995,17-29 y.,Not leaning towards specific party,0.65363,2316,3300,0.63740,0.66987
1995,17-29 y.,SPD,0.13447,420,3300,0.12283,0.14611
1995,17-29 y.,CDU/CSU,0.10208,299,3300,0.09175,0.11241
1995,17-29 y.,Bündnis90/Grüne,0.07360,200,3300,0.06469,0.08251
1995,17-29 y.,PDS/Linke,0.01697,65,3300,0.01257,0.02138
1995,30-45 y.,Not leaning towards specific party,0.52542,2526,4393,0.51066,0.54019
1995,30-45 y.,SPD,0.19743,799,4393,0.18566,0.20920
1995,30-45 y.,CDU/CSU,0.16394,681,4393,0.15299,0.17489
1995,30-45 y.,FDP,0.01118,43,4393,0.00807,0.01428
1995,30-45 y.,Bündnis90/Grüne,0.07586,266,4393,0.06803,0.08369
1995,30-45 y.,PDS/Linke,0.01188,78,4393,0.00867,0.01508
1995,46-65 y.,Not leaning towards specific party,0.41172,1927,3926,0.39632,0.42711
1995,46-65 y.,SPD,0.26541,927,3926,0.25160,0.27922
1995,46-65 y.,CDU/CSU,0.25315,848,3926,0.23955,0.26675
1995,46-65 y.,FDP,0.01692,59,3926,0.01289,0.02096
1995,46-65 y.,Bündnis90/Grüne,0.02631,84,3926,0.02130,0.03132
1995,46-65 y.,PDS/Linke,0.01560,81,3926,0.01173,0.01948
1995,66 and older,Not leaning towards specific party,0.40981,657,1462,0.38459,0.43503
1995,66 and older,SPD,0.23637,350,1462,0.21458,0.25815
1995,66 and older,CDU/CSU,0.28667,412,1462,0.26348,0.30986
1995,66 and older,PDS/Linke,0.02061,43,1462,0.01332,0.02789
1996,17-29 y.,Not leaning towards specific party,0.66579,2258,3135,0.64927,0.68230
1996,17-29 y.,SPD,0.10641,320,3135,0.09561,0.11721
1996,17-29 y.,CDU/CSU,0.11271,294,3135,0.10164,0.12379
1996,17-29 y.,Bündnis90/Grüne,0.07169,180,3135,0.06266,0.08072
1996,17-29 y.,PDS/Linke,0.01677,51,3135,0.01227,0.02126
1996,17-29 y.,Far right parties,0.01215,32,3135,0.00832,0.01599
1996,30-45 y.,Not leaning towards specific party,0.55576,2617,4349,0.54099,0.57053
1996,30-45 y.,SPD,0.16870,707,4349,0.15757,0.17983
1996,30-45 y.,CDU/CSU,0.15804,651,4349,0.14720,0.16889
1996,30-45 y.,Bündnis90/Grüne,0.08045,288,4349,0.07237,0.08854
1996,30-45 y.,PDS/Linke,0.01323,86,4349,0.00983,0.01663
1996,46-65 y.,Not leaning towards specific party,0.43713,1991,3868,0.42150,0.45276
1996,46-65 y.,SPD,0.22969,796,3868,0.21644,0.24295
1996,46-65 y.,CDU/CSU,0.26008,842,3868,0.24625,0.27390
1996,46-65 y.,FDP,0.01611,52,3868,0.01214,0.02007
1996,46-65 y.,Bündnis90/Grüne,0.03030,95,3868,0.02490,0.03570
1996,46-65 y.,PDS/Linke,0.01659,92,3868,0.01257,0.02062
1996,66 and older,Not leaning towards specific party,0.44667,727,1502,0.42152,0.47182
1996,66 and older,SPD,0.21278,314,1502,0.19207,0.23348
1996,66 and older,CDU/CSU,0.28116,412,1502,0.25842,0.30391
1996,66 and older,PDS/Linke,0.02004,49,1502,0.01295,0.02712
1997,17-29 y.,Not leaning towards specific party,0.69537,2250,2996,0.67889,0.71185
1997,17-29 y.,SPD,0.09862,271,2996,0.08794,0.10930
1997,17-29 y.,CDU/CSU,0.09979,248,2996,0.08906,0.11053
1997,17-29 y.,Bündnis90/Grüne,0.06471,147,2996,0.05590,0.07352
1997,17-29 y.,PDS/Linke,0.01210,43,2996,0.00819,0.01602
1997,17-29 y.,Far right parties,0.01333,37,2996,0.00923,0.01744
1997,30-45 y.,Not leaning towards specific party,0.58165,2748,4310,0.56692,0.59638
1997,30-45 y.,SPD,0.17106,681,4310,0.15982,0.18230
1997,30-45 y.,CDU/CSU,0.14077,556,4310,0.13039,0.15115
1997,30-45 y.,Bündnis90/Grüne,0.07028,231,4310,0.06265,0.07792
1997,30-45 y.,PDS/Linke,0.00999,57,4310,0.00702,0.01296
1997,30-45 y.,Far right parties,0.01000,37,4310,0.00703,0.01298
1997,46-65 y.,Not leaning towards specific party,0.45259,2026,3821,0.43681,0.46838
1997,46-65 y.,SPD,0.25532,839,3821,0.24149,0.26915
1997,46-65 y.,CDU/CSU,0.22947,733,3821,0.21614,0.24281
1997,46-65 y.,FDP,0.01334,44,3821,0.00970,0.01698
1997,46-65 y.,Bündnis90/Grüne,0.02617,92,3821,0.02111,0.03123
1997,46-65 y.,PDS/Linke,0.01430,87,3821,0.01053,0.01806
1997,66 and older,Not leaning towards specific party,0.43759,729,1523,0.41266,0.46251
1997,66 and older,SPD,0.22440,343,1523,0.20344,0.24536
1997,66 and older,CDU/CSU,0.27210,399,1523,0.24974,0.29446
1997,66 and older,PDS/Linke,0.02052,52,1523,0.01340,0.02764
1998,17-29 y.,Not leaning towards specific party,0.70012,2356,3096,0.68398,0.71627
1998,17-29 y.,SPD,0.11300,320,3096,0.10185,0.12415
1998,17-29 y.,CDU/CSU,0.07999,215,3096,0.07043,0.08955
1998,17-29 y.,Bündnis90/Grüne,0.05277,130,3096,0.04490,0.06065
1998,17-29 y.,PDS/Linke,0.01069,40,3096,0.00707,0.01432
1998,17-29 y.,Far right parties,0.01407,35,3096,0.00992,0.01822
1998,30-45 y.,Not leaning towards specific party,0.56893,2921,4716,0.55480,0.58307
1998,30-45 y.,SPD,0.19137,883,4716,0.18014,0.20260
1998,30-45 y.,CDU/CSU,0.12024,536,4716,0.11095,0.12952
1998,30-45 y.,FDP,0.01037,38,4716,0.00748,0.01326
1998,30-45 y.,Bündnis90/Grüne,0.06898,271,4716,0.06174,0.07621
1998,30-45 y.,PDS/Linke,0.01093,67,4716,0.00796,0.01390
1998,46-65 y.,Not leaning towards specific party,0.45309,2247,4316,0.43824,0.46794
1998,46-65 y.,SPD,0.25670,1009,4316,0.24367,0.26974
1998,46-65 y.,CDU/CSU,0.21172,807,4316,0.19954,0.22391
1998,46-65 y.,FDP,0.01559,58,4316,0.01189,0.01928
1998,46-65 y.,Bündnis90/Grüne,0.02928,109,4316,0.02425,0.03431
1998,46-65 y.,PDS/Linke,0.01270,86,4316,0.00936,0.01604
1998,66 and older,Not leaning towards specific party,0.42150,838,1788,0.39861,0.44440
1998,66 and older,SPD,0.24829,434,1788,0.22826,0.26832
1998,66 and older,CDU/CSU,0.26869,460,1788,0.24814,0.28925
1998,66 and older,PDS/Linke,0.01939,56,1788,0.01300,0.02578
1999,17-29 y.,Not leaning towards specific party,0.64229,2009,2924,0.62491,0.65967
1999,17-29 y.,SPD,0.12958,358,2924,0.11740,0.14175
1999,17-29 y.,CDU/CSU,0.12350,320,2924,0.11157,0.13543
1999,17-29 y.,Bündnis90/Grüne,0.04879,119,2924,0.04098,0.05660
1999,17-29 y.,PDS/Linke,0.01544,52,2924,0.01097,0.01991
1999,17-29 y.,Far right parties,0.01177,34,2924,0.00786,0.01568
1999,17-29 y.,Others,0.00999,32,2924,0.00638,0.01359
1999,30-45 y.,Not leaning towards specific party,0.52498,2641,4676,0.51067,0.53930
1999,30-45 y.,SPD,0.21234,941,4676,0.20061,0.22406
1999,30-45 y.,CDU/CSU,0.16179,704,4676,0.15123,0.17235
1999,30-45 y.,FDP,0.01036,40,4676,0.00746,0.01327
1999,30-45 y.,Bündnis90/Grüne,0.05089,200,4676,0.04459,0.05719
1999,30-45 y.,PDS/Linke,0.01381,76,4676,0.01047,0.01716
1999,30-45 y.,Far right parties,0.00589,31,4676,0.00369,0.00808
1999,30-45 y.,Party combinations,0.01081,43,4676,0.00784,0.01377
1999,46-65 y.,Not leaning towards specific party,0.42700,2000,4119,0.41189,0.44211
1999,46-65 y.,SPD,0.26541,1022,4119,0.25192,0.27889
1999,46-65 y.,CDU/CSU,0.23306,854,4119,0.22015,0.24598
1999,46-65 y.,FDP,0.01639,52,4119,0.01251,0.02027
1999,46-65 y.,Bündnis90/Grüne,0.02253,86,4119,0.01799,0.02706
1999,46-65 y.,PDS/Linke,0.01732,105,4119,0.01333,0.02130
1999,66 and older,Not leaning towards specific party,0.39001,747,1747,0.36713,0.41289
1999,66 and older,SPD,0.23780,418,1747,0.21783,0.25777
1999,66 and older,CDU/CSU,0.31267,513,1747,0.29092,0.33441
1999,66 and older,PDS/Linke,0.02701,69,1747,0.01940,0.03461
2000,17-29 y.,Not leaning towards specific party,0.68448,3240,4516,0.67093,0.69804
2000,17-29 y.,SPD,0.11564,490,4516,0.10632,0.12497
2000,17-29 y.,CDU/CSU,0.10570,454,4516,0.09673,0.11466
2000,17-29 y.,FDP,0.00850,35,4516,0.00582,0.01117
2000,17-29 y.,Bündnis90/Grüne,0.04060,163,4516,0.03484,0.04635
2000,17-29 y.,PDS/Linke,0.01626,86,4516,0.01257,0.01995
2000,17-29 y.,Far right parties,0.00934,48,4516,0.00654,0.01215
2000,30-45 y.,Not leaning towards specific party,0.55923,4719,8096,0.54842,0.57005
2000,30-45 y.,SPD,0.19279,1496,8096,0.18420,0.20139
2000,30-45 y.,CDU/CSU,0.14107,1138,8096,0.13349,0.14866
2000,30-45 y.,FDP,0.01145,76,8096,0.00913,0.01377
2000,30-45 y.,Bündnis90/Grüne,0.05356,385,8096,0.04866,0.05847
2000,30-45 y.,PDS/Linke,0.01503,147,8096,0.01238,0.01768
2000,30-45 y.,Far right parties,0.00591,46,8096,0.00424,0.00758
2000,30-45 y.,Others,0.00435,38,8096,0.00291,0.00578
2000,30-45 y.,Party combinations,0.00636,51,8096,0.00463,0.00809
2000,46-65 y.,Not leaning towards specific party,0.46394,3762,7632,0.45275,0.47513
2000,46-65 y.,SPD,0.24485,1796,7632,0.23520,0.25449
2000,46-65 y.,CDU/CSU,0.20955,1580,7632,0.20042,0.21868
2000,46-65 y.,FDP,0.01630,112,7632,0.01346,0.01914
2000,46-65 y.,Bündnis90/Grüne,0.02291,166,7632,0.01955,0.02627
2000,46-65 y.,PDS/Linke,0.01819,179,7632,0.01519,0.02119
2000,46-65 y.,Party combinations,0.00575,37,7632,0.00406,0.00745
2000,66 and older,Not leaning towards specific party,0.43065,1572,3513,0.41428,0.44703
2000,66 and older,SPD,0.21892,790,3513,0.20525,0.23260
2000,66 and older,CDU/CSU,0.28323,987,3513,0.26833,0.29813
2000,66 and older,FDP,0.01712,51,3513,0.01283,0.02141
2000,66 and older,PDS/Linke,0.02655,113,3513,0.02124,0.03187
2001,17-29 y.,Not leaning towards specific party,0.72043,3019,4050,0.70660,0.73425
2001,17-29 y.,SPD,0.09687,382,4050,0.08776,0.10598
2001,17-29 y.,CDU/CSU,0.09661,375,4050,0.08751,0.10571
2001,17-29 y.,FDP,0.01225,42,4050,0.00887,0.01564
2001,17-29 y.,Bündnis90/Grüne,0.04073,142,4050,0.03464,0.04682
2001,17-29 y.,PDS/Linke,0.01310,57,4050,0.00960,0.01660
2001,17-29 y.,Far right parties,0.00730,33,4050,0.00468,0.00992
2001,30-45 y.,Not leaning towards specific party,0.58295,4359,7274,0.57162,0.59429
2001,30-45 y.,SPD,0.18418,1319,7274,0.17528,0.19309
2001,30-45 y.,CDU/CSU,0.13159,957,7274,0.12382,0.13936
2001,30-45 y.,FDP,0.01126,71,7274,0.00883,0.01368
2001,30-45 y.,Bündnis90/Grüne,0.05169,353,7274,0.04661,0.05678
2001,30-45 y.,PDS/Linke,0.01266,103,7274,0.01009,0.01523
2001,30-45 y.,Far right parties,0.00397,42,7274,0.00253,0.00542
2001,30-45 y.,Others,0.00487,31,7274,0.00327,0.00647
2001,30-45 y.,Party combinations,0.00703,39,7274,0.00511,0.00895
2001,46-65 y.,Not leaning towards specific party,0.48918,3623,6985,0.47746,0.50091
2001,46-65 y.,SPD,0.23888,1600,6985,0.22888,0.24888
2001,46-65 y.,CDU/CSU,0.19440,1322,6985,0.18511,0.20368
2001,46-65 y.,FDP,0.01958,123,6985,0.01633,0.02283
2001,46-65 y.,Bündnis90/Grüne,0.02249,158,6985,0.01901,0.02597
2001,46-65 y.,PDS/Linke,0.01723,159,6985,0.01418,0.02029
2001,66 and older,Not leaning towards specific party,0.44468,1553,3336,0.42781,0.46154
2001,66 and older,SPD,0.22213,747,3336,0.20802,0.23624
2001,66 and older,CDU/CSU,0.26596,858,3336,0.25097,0.28096
