year,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Indirect migration background,Not leaning towards specific party,0.11380,158,227,0.07240,0.15521
1989,Indirect migration background,SPD,0.04627,69,227,0.01888,0.07366
1990,No migration background,Not leaning towards specific party,0.24677,2566,6578,0.23636,0.25719
1990,No migration background,SPD,0.19585,1930,6578,0.18626,0.20544
1990,No migration background,CDU/CSU,0.16459,1623,6578,0.15563,0.17355
1990,No migration background,FDP,0.01813,178,6578,0.01491,0.02136
1990,No migration background,Bündnis90/Grüne,0.01986,216,6578,0.01649,0.02323
1990,No migration background,Far right parties,0.00570,65,6578,0.00388,0.00752
1990,Direct migration background,Not leaning towards specific party,0.48785,1594,2494,0.46823,0.50748
1990,Direct migration background,SPD,0.22334,655,2494,0.20699,0.23969
1990,Direct migration background,CDU/CSU,0.13015,176,2494,0.11694,0.14336
1990,Direct migration background,Bündnis90/Grüne,0.03123,69,2494,0.02441,0.03806
1990,Indirect migration background,Not leaning towards specific party,0.12430,196,264,0.08442,0.16417
1990,Indirect migration background,SPD,0.03781,68,264,0.01476,0.06087
1991,No migration background,Not leaning towards specific party,0.25359,2637,6510,0.24302,0.26416
1991,No migration background,SPD,0.17679,1783,6510,0.16752,0.18605
1991,No migration background,CDU/CSU,0.16702,1642,6510,0.15796,0.17608
1991,No migration background,FDP,0.02134,195,6510,0.01783,0.02485
1991,No migration background,Bündnis90/Grüne,0.01986,212,6510,0.01647,0.02325
1991,No migration background,Far right parties,0.00382,41,6510,0.00232,0.00532
1991,Direct migration background,Not leaning towards specific party,0.21113,223,427,0.17237,0.24988
1991,Direct migration background,SPD,0.09404,88,427,0.06632,0.12176
1991,Direct migration background,CDU/CSU,0.11787,116,427,0.08725,0.14849
1991,Indirect migration background,Not leaning towards specific party,0.04013,32,32,-0.02896,0.10922
1992,No migration background,Not leaning towards specific party,0.41521,5597,10293,0.40569,0.42473
1992,No migration background,SPD,0.18085,2031,10293,0.17341,0.18828
1992,No migration background,CDU/CSU,0.17173,1894,10293,0.16445,0.17902
1992,No migration background,FDP,0.02011,225,10293,0.01740,0.02282
1992,No migration background,Bündnis90/Grüne,0.02453,331,10293,0.02154,0.02752
1992,No migration background,PDS/Linke,0.00651,115,10293,0.00496,0.00807
1992,No migration background,Others,0.00879,100,10293,0.00698,0.01059
1992,Direct migration background,Not leaning towards specific party,0.63458,1830,2508,0.61573,0.65343
1992,Direct migration background,SPD,0.17724,445,2508,0.16229,0.19219
1992,Direct migration background,CDU/CSU,0.12408,180,2508,0.11118,0.13699
1992,Direct migration background,Bündnis90/Grüne,0.02173,53,2508,0.01602,0.02743
1992,Indirect migration background,Not leaning towards specific party,0.17528,300,366,0.13627,0.21428
1992,Indirect migration background,SPD,0.03911,66,366,0.01922,0.05900
1993,No migration background,Not leaning towards specific party,0.45484,5986,10110,0.44513,0.46454
1993,No migration background,SPD,0.15713,1728,10110,0.15003,0.16422
1993,No migration background,CDU/CSU,0.14451,1541,10110,0.13765,0.15136
1993,No migration background,FDP,0.01855,189,10110,0.01592,0.02118
1993,No migration background,Bündnis90/Grüne,0.02909,361,10110,0.02582,0.03237
1993,No migration background,PDS/Linke,0.00775,132,10110,0.00604,0.00946
1993,No migration background,Far right parties,0.01185,133,10110,0.00974,0.01396
1993,No migration background,Others,0.00359,40,10110,0.00243,0.00476
1993,Direct migration background,Not leaning towards specific party,0.65875,1811,2435,0.63991,0.67759
1993,Direct migration background,SPD,0.15728,418,2435,0.14282,0.17175
1993,Direct migration background,CDU/CSU,0.10918,147,2435,0.09679,0.12157
1993,Direct migration background,Bündnis90/Grüne,0.03254,59,2435,0.02549,0.03959
1993,Indirect migration background,Not leaning towards specific party,0.23921,368,436,0.19912,0.27930
1993,Indirect migration background,SPD,0.04050,68,436,0.02197,0.05902
1994,No migration background,Not leaning towards specific party,0.42934,5701,9972,0.41963,0.43906
1994,No migration background,SPD,0.17890,1888,9972,0.17137,0.18642
1994,No migration background,CDU/CSU,0.15094,1562,9972,0.14391,0.15796
1994,No migration background,FDP,0.01386,134,9972,0.01157,0.01616
1994,No migration background,Bündnis90/Grüne,0.02979,348,9972,0.02646,0.03313
1994,No migration background,PDS/Linke,0.01142,197,9972,0.00933,0.01351
1994,No migration background,Far right parties,0.00670,87,9972,0.00510,0.00830
1994,No migration background,Others,0.00455,55,9972,0.00323,0.00587
1994,Direct migration background,Not leaning towards specific party,0.63696,1661,2315,0.61736,0.65655
1994,Direct migration background,SPD,0.17633,430,2315,0.16080,0.19186
1994,Direct migration background,CDU/CSU,0.12538,170,2315,0.11189,0.13887
1994,Direct migration background,Bündnis90/Grüne,0.02760,54,2315,0.02092,0.03427
1994,Indirect migration background,Not leaning towards specific party,0.23452,364,452,0.19542,0.27363
1994,Indirect migration background,SPD,0.05311,88,452,0.03241,0.07381
1995,No migration background,Not leaning towards specific party,0.39066,5155,9965,0.38108,0.40024
1995,No migration background,SPD,0.18675,1984,9965,0.17910,0.19440
1995,No migration background,CDU/CSU,0.17544,1902,9965,0.16797,0.18290
1995,No migration background,FDP,0.01323,129,9965,0.01099,0.01548
1995,No migration background,Bündnis90/Grüne,0.03958,462,9965,0.03575,0.04341
1995,No migration background,PDS/Linke,0.01451,250,9965,0.01216,0.01686
1995,No migration background,Far right parties,0.00414,48,9965,0.00288,0.00540
1995,No migration background,Others,0.00286,35,9965,0.00181,0.00391
1995,Direct migration background,Not leaning towards specific party,0.57172,1888,2730,0.55315,0.59028
1995,Direct migration background,SPD,0.14921,445,2730,0.13584,0.16258
1995,Direct migration background,CDU/CSU,0.16196,321,2730,0.14814,0.17579
1995,Direct migration background,Bündnis90/Grüne,0.03752,76,2730,0.03039,0.04466
1995,Indirect migration background,Not leaning towards specific party,0.21981,383,450,0.18150,0.25811
1995,Indirect migration background,SPD,0.04509,67,450,0.02590,0.06429
1996,No migration background,Not leaning towards specific party,0.41444,5374,9882,0.40473,0.42415
1996,No migration background,SPD,0.16124,1684,9882,0.15399,0.16849
1996,No migration background,CDU/CSU,0.17946,1871,9882,0.17190,0.18703
1996,No migration background,FDP,0.01158,105,9882,0.00947,0.01369
1996,No migration background,Bündnis90/Grüne,0.04018,477,9882,0.03630,0.04405
1996,No migration background,PDS/Linke,0.01467,260,9882,0.01230,0.01705
1996,No migration background,Far right parties,0.00607,70,9882,0.00454,0.00760
1996,No migration background,Others,0.00361,41,9882,0.00243,0.00479
1996,Direct migration background,Not leaning towards specific party,0.58780,1805,2557,0.56872,0.60689
1996,Direct migration background,SPD,0.13277,381,2557,0.11961,0.14592
1996,Direct migration background,CDU/CSU,0.15707,305,2557,0.14296,0.17118
1996,Direct migration background,Bündnis90/Grüne,0.04011,66,2557,0.03251,0.04772
1996,Indirect migration background,Not leaning towards specific party,0.22544,414,486,0.18825,0.26263
1996,Indirect migration background,SPD,0.04344,72,486,0.02530,0.06158
1997,No migration background,Not leaning towards specific party,0.42488,5565,9766,0.41508,0.43469
1997,No migration background,SPD,0.17091,1702,9766,0.16344,0.17837
1997,No migration background,CDU/CSU,0.16399,1639,9766,0.15664,0.17133
1997,No migration background,FDP,0.01059,98,9766,0.00856,0.01262
1997,No migration background,Bündnis90/Grüne,0.03803,408,9766,0.03424,0.04183
1997,No migration background,PDS/Linke,0.01273,225,9766,0.01051,0.01496
1997,No migration background,Far right parties,0.00697,90,9766,0.00532,0.00862
1997,No migration background,Others,0.00368,39,9766,0.00248,0.00488
1997,Direct migration background,Not leaning towards specific party,0.61860,1745,2434,0.59930,0.63790
1997,Direct migration background,SPD,0.14268,368,2434,0.12879,0.15658
1997,Direct migration background,CDU/CSU,0.14098,276,2434,0.12715,0.15481
1997,Direct migration background,Bündnis90/Grüne,0.02207,45,2434,0.01624,0.02791
1997,Indirect migration background,Not leaning towards specific party,0.26128,443,539,0.22415,0.29840
1997,Indirect migration background,SPD,0.03755,64,539,0.02149,0.05362
1997,Indirect migration background,Bündnis90/Grüne,0.03222,32,539,0.01730,0.04714
1998,No migration background,Not leaning towards specific party,0.42221,6235,11183,0.41305,0.43136
1998,No migration background,SPD,0.18316,2196,11183,0.17600,0.19033
1998,No migration background,CDU/CSU,0.15015,1728,11183,0.14353,0.15678
1998,No migration background,FDP,0.01124,114,11183,0.00929,0.01320
1998,No migration background,Bündnis90/Grüne,0.03610,458,11183,0.03265,0.03956
1998,No migration background,PDS/Linke,0.01197,231,11183,0.00996,0.01399
1998,No migration background,Far right parties,0.00733,89,11183,0.00575,0.00891
1998,No migration background,Others,0.00642,73,11183,0.00494,0.00790
1998,No migration background,Party combinations,0.00413,59,11183,0.00294,0.00532
1998,Direct migration background,Not leaning towards specific party,0.60999,1675,2356,0.59029,0.62969
1998,Direct migration background,SPD,0.15409,364,2356,0.13950,0.16867
1998,Direct migration background,CDU/CSU,0.13356,269,2356,0.11982,0.14730
1998,Direct migration background,Bündnis90/Grüne,0.02381,48,2356,0.01766,0.02997
1998,Indirect migration background,Not leaning towards specific party,0.26242,452,538,0.22521,0.29963
1998,Indirect migration background,SPD,0.05967,86,538,0.03964,0.07971
1999,No migration background,Not leaning towards specific party,0.38757,5474,10818,0.37839,0.39676
1999,No migration background,SPD,0.19208,2286,10818,0.18466,0.19951
1999,No migration background,CDU/CSU,0.18489,2081,10818,0.17757,0.19220
1999,No migration background,FDP,0.01160,118,10818,0.00958,0.01361
1999,No migration background,Bündnis90/Grüne,0.02856,357,10818,0.02542,0.03170
1999,No migration background,PDS/Linke,0.01678,284,10818,0.01436,0.01921
1999,No migration background,Far right parties,0.00478,76,10818,0.00348,0.00608
1999,No migration background,Others,0.00471,64,10818,0.00342,0.00600
1999,No migration background,Party combinations,0.00642,78,10818,0.00491,0.00792
1999,Direct migration background,Not leaning towards specific party,0.59458,1490,2162,0.57388,0.61528
1999,Direct migration background,SPD,0.16272,349,2162,0.14716,0.17829
1999,Direct migration background,CDU/CSU,0.15200,283,2162,0.13687,0.16714
1999,Direct migration background,Bündnis90/Grüne,0.02209,40,2162,0.01589,0.02829
1999,Indirect migration background,Not leaning towards specific party,0.25761,433,537,0.22059,0.29463
1999,Indirect migration background,SPD,0.08014,104,537,0.05715,0.10312
2000,No migration background,Not leaning towards specific party,0.42074,10430,19788,0.41386,0.42762
2000,No migration background,SPD,0.18002,3994,19788,0.17467,0.18537
2000,No migration background,CDU/CSU,0.16443,3660,19788,0.15927,0.16959
2000,No migration background,FDP,0.01237,248,19788,0.01083,0.01391
2000,No migration background,Bündnis90/Grüne,0.02861,662,19788,0.02629,0.03094
2000,No migration background,PDS/Linke,0.01706,490,19788,0.01526,0.01887
2000,No migration background,Far right parties,0.00441,116,19788,0.00349,0.00534
2000,No migration background,Others,0.00404,96,19788,0.00316,0.00493
2000,No migration background,Party combinations,0.00396,92,19788,0.00309,0.00484
2000,Direct migration background,Not leaning towards specific party,0.61124,2269,3254,0.59449,0.62799
2000,Direct migration background,SPD,0.12754,456,3254,0.11608,0.13901
2000,Direct migration background,CDU/CSU,0.13343,446,3254,0.12174,0.14511
2000,Direct migration background,Bündnis90/Grüne,0.01743,52,3254,0.01293,0.02192
2000,Direct migration background,PDS/Linke,0.00974,31,3254,0.00637,0.01312
2000,Indirect migration background,Not leaning towards specific party,0.27170,594,769,0.24024,0.30316
2000,Indirect migration background,SPD,0.05523,122,769,0.03907,0.07138
2000,Indirect migration background,CDU/CSU,0.03346,53,769,0.02074,0.04618
2001,No migration background,Not leaning towards specific party,0.44172,9931,18125,0.43449,0.44895
2001,No migration background,SPD,0.17392,3536,18125,0.16841,0.17944
2001,No migration background,CDU/CSU,0.15577,3112,18125,0.15049,0.16105
2001,No migration background,FDP,0.01492,277,18125,0.01315,0.01668
2001,No migration background,Bündnis90/Grüne,0.02838,615,18125,0.02596,0.03080
2001,No migration background,PDS/Linke,0.01590,406,18125,0.01408,0.01772
2001,No migration background,Far right parties,0.00358,96,18125,0.00271,0.00445
2001,No migration background,Others,0.00408,80,18125,0.00315,0.00501
2001,No migration background,Party combinations,0.00360,72,18125,0.00273,0.00447
2001,Direct migration background,Not leaning towards specific party,0.64792,2067,2855,0.63040,0.66545
2001,Direct migration background,SPD,0.13151,394,2855,0.11911,0.14391
2001,Direct migration background,CDU/CSU,0.11564,352,2855,0.10391,0.12737
2001,Direct migration background,Bündnis90/Grüne,0.01580,42,2855,0.01122,0.02037
2001,Indirect migration background,Not leaning towards specific party,0.26244,556,722,0.23033,0.29456
2001,Indirect migration background,SPD,0.05241,118,722,0.03614,0.06867
2001,Indirect migration background,CDU/CSU,0.03234,48,722,0.01942,0.04525
2002,No migration background,Not leaning towards specific party,0.44113,10022,19331,0.43413,0.44813
2002,No migration background,SPD,0.16887,3718,19331,0.16359,0.17415
2002,No migration background,CDU/CSU,0.15790,3671,19331,0.15276,0.16304
2002,No migration background,FDP,0.01696,454,19331,0.01514,0.01878
2002,No migration background,Bündnis90/Grüne,0.02540,687,19331,0.02319,0.02762
2002,No migration background,PDS/Linke,0.02020,524,19331,0.01822,0.02218
2002,No migration background,Far right parties,0.00327,72,19331,0.00247,0.00408
2002,No migration background,Others,0.00449,91,19331,0.00355,0.00543
2002,No migration background,Party combinations,0.00373,92,19331,0.00287,0.00459
2002,Direct migration background,Not leaning towards specific party,0.65295,1911,2736,0.63511,0.67079
2002,Direct migration background,SPD,0.12678,395,2736,0.11431,0.13925
2002,Direct migration background,CDU/CSU,0.12834,391,2736,0.11581,0.14088
2002,Direct migration background,Bündnis90/Grüne,0.01418,39,2736,0.00975,0.01861
2002,Indirect migration background,Not leaning towards specific party,0.25508,521,725,0.22333,0.28684
2002,Indirect migration background,SPD,0.05751,131,725,0.04055,0.07447
2002,Indirect migration background,CDU/CSU,0.03508,73,725,0.02168,0.04848
2003,No migration background,Not leaning towards specific party,0.41355,9128,18642,0.40648,0.42062
2003,No migration background,SPD,0.16484,3448,18642,0.15951,0.17016
2003,No migration background,CDU/CSU,0.18573,4134,18642,0.18015,0.19131
2003,No migration background,FDP,0.01680,404,18642,0.01495,0.01864
2003,No migration background,Bündnis90/Grüne,0.03707,900,18642,0.03436,0.03978
2003,No migration background,PDS/Linke,0.01412,367,18642,0.01243,0.01581
2003,No migration background,Far right parties,0.00300,61,18642,0.00221,0.00378
2003,No migration background,Others,0.00368,80,18642,0.00281,0.00455
2003,No migration background,Party combinations,0.00570,120,18642,0.00462,0.00678
2003,Direct migration background,Not leaning towards specific party,0.63592,1779,2569,0.61731,0.65453
2003,Direct migration background,SPD,0.11508,320,2569,0.10274,0.12742
2003,Direct migration background,CDU/CSU,0.14669,420,2569,0.13300,0.16037
2003,Direct migration background,Bündnis90/Grüne,0.02521,50,2569,0.01915,0.03128
2003,Indirect migration background,Not leaning towards specific party,0.25604,503,743,0.22463,0.28744
2003,Indirect migration background,SPD,0.05825,120,743,0.04140,0.07511
2003,Indirect migration background,CDU/CSU,0.04052,78,743,0.02633,0.05471
2003,Indirect migration background,Bündnis90/Grüne,0.02562,42,743,0.01425,0.03699
2004,No migration background,Not leaning towards specific party,0.47897,10141,18209,0.47171,0.48622
2004,No migration background,SPD,0.13327,2725,18209,0.12833,0.13821
2004,No migration background,CDU/CSU,0.16468,3570,18209,0.15929,0.17007
2004,No migration background,FDP,0.01505,359,18209,0.01329,0.01682
2004,No migration background,Bündnis90/Grüne,0.03230,795,18209,0.02973,0.03487
2004,No migration background,PDS/Linke,0.01563,395,18209,0.01382,0.01743
2004,No migration background,Far right parties,0.00339,66,18209,0.00255,0.00424
2004,No migration background,Others,0.00403,84,18209,0.00311,0.00495
2004,No migration background,Party combinations,0.00324,74,18209,0.00242,0.00407
2004,Direct migration background,Not leaning towards specific party,0.67853,1809,2474,0.66012,0.69693
2004,Direct migration background,SPD,0.09644,252,2474,0.08481,0.10808
2004,Direct migration background,CDU/CSU,0.14069,369,2474,0.12699,0.15439
2004,Direct migration background,Bündnis90/Grüne,0.01920,44,2474,0.01379,0.02461
2004,Indirect migration background,Not leaning towards specific party,0.30434,577,783,0.27209,0.33659
2004,Indirect migration background,SPD,0.04747,103,783,0.03256,0.06237
2004,Indirect migration background,CDU/CSU,0.03479,72,783,0.02194,0.04763
2004,Indirect migration background,Bündnis90/Grüne,0.02461,31,783,0.01375,0.03546
2005,No migration background,Not leaning towards specific party,0.46038,9300,17409,0.45298,0.46779
2005,No migration background,SPD,0.14565,2877,17409,0.14041,0.15089
2005,No migration background,CDU/CSU,0.16049,3346,17409,0.15504,0.16595
2005,No migration background,FDP,0.01463,359,17409,0.01285,0.01642
2005,No migration background,Bündnis90/Grüne,0.03763,821,17409,0.03480,0.04045
2005,No migration background,PDS/Linke,0.01628,411,17409,0.01440,0.01816
2005,No migration background,Far right parties,0.00750,126,17409,0.00622,0.00878
2005,No migration background,Others,0.00436,77,17409,0.00338,0.00534
2005,No migration background,Party combinations,0.00411,92,17409,0.00316,0.00507
2005,Direct migration background,Not leaning towards specific party,0.66900,1633,2309,0.64980,0.68820
2005,Direct migration background,SPD,0.11733,290,2309,0.10420,0.13046
2005,Direct migration background,CDU/CSU,0.13404,344,2309,0.12014,0.14794
2005,Direct migration background,Bündnis90/Grüne,0.02166,42,2309,0.01572,0.02760
2005,Indirect migration background,Not leaning towards specific party,0.34581,609,806,0.31295,0.37866
2005,Indirect migration background,SPD,0.05170,109,806,0.03640,0.06700
2005,Indirect migration background,CDU/CSU,0.03251,57,806,0.02026,0.04477
2005,Indirect migration background,Bündnis90/Grüne,0.02228,31,806,0.01208,0.03248
2006,No migration background,Not leaning towards specific party,0.42364,9205,18635,0.41655,0.43074
2006,No migration background,SPD,0.15552,3339,18635,0.15032,0.16073
2006,No migration background,CDU/CSU,0.17246,3917,18635,0.16703,0.17788
2006,No migration background,FDP,0.01888,459,18635,0.01693,0.02084
2006,No migration background,Bündnis90/Grüne,0.03541,854,18635,0.03275,0.03806
2006,No migration background,PDS/Linke,0.02475,583,18635,0.02252,0.02698
2006,No migration background,Far right parties,0.00710,128,18635,0.00589,0.00830
2006,No migration background,Others,0.00387,78,18635,0.00298,0.00476
2006,No migration background,Party combinations,0.00375,72,18635,0.00288,0.00463
2006,Direct migration background,Not leaning towards specific party,0.65005,1605,2303,0.63057,0.66954
2006,Direct migration background,SPD,0.14088,324,2303,0.12667,0.15509
2006,Direct migration background,CDU/CSU,0.11782,327,2303,0.10465,0.13099
2006,Direct migration background,Bündnis90/Grüne,0.02073,47,2303,0.01491,0.02655
2006,Indirect migration background,Not leaning towards specific party,0.32237,562,781,0.28957,0.35517
2006,Indirect migration background,SPD,0.05613,124,781,0.03998,0.07229
2006,Indirect migration background,CDU/CSU,0.02915,62,781,0.01734,0.04095
2006,Indirect migration background,Bündnis90/Grüne,0.02363,33,781,0.01297,0.03429
2007,No migration background,Not leaning towards specific party,0.46614,9544,17532,0.45876,0.47353
2007,No migration background,SPD,0.13772,2774,17532,0.13262,0.14282
2007,No migration background,CDU/CSU,0.15329,3231,17532,0.14796,0.15863
2007,No migration background,FDP,0.01659,425,17532,0.01470,0.01848
2007,No migration background,Bündnis90/Grüne,0.03774,793,17532,0.03492,0.04056
2007,No migration background,PDS/Linke,0.02337,517,17532,0.02114,0.02561
2007,No migration background,Far right parties,0.00627,112,17532,0.00511,0.00744
2007,No migration background,Others,0.00346,71,17532,0.00259,0.00433
2007,No migration background,Party combinations,0.00324,65,17532,0.00240,0.00408
2007,Direct migration background,Not leaning towards specific party,0.70704,1521,2062,0.68739,0.72669
2007,Direct migration background,SPD,0.11075,242,2062,0.09720,0.12430
2007,Direct migration background,CDU/CSU,0.09655,257,2062,0.08380,0.10930
2007,Direct migration background,Bündnis90/Grüne,0.02087,42,2062,0.01470,0.02704
2007,Indirect migration background,Not leaning towards specific party,0.34348,562,727,0.30893,0.37802
2007,Indirect migration background,SPD,0.05460,107,727,0.03807,0.07113
2007,Indirect migration background,CDU/CSU,0.02768,58,727,0.01575,0.03962
2008,No migration background,Not leaning towards specific party,0.46151,8987,16533,0.45391,0.46910
2008,No migration background,SPD,0.13084,2460,16533,0.12570,0.13598
2008,No migration background,CDU/CSU,0.16008,3151,16533,0.15449,0.16567
2008,No migration background,FDP,0.01754,408,16533,0.01553,0.01954
2008,No migration background,Bündnis90/Grüne,0.03831,730,16533,0.03538,0.04124
2008,No migration background,PDS/Linke,0.02668,564,16533,0.02422,0.02913
2008,No migration background,Far right parties,0.00574,98,16533,0.00459,0.00689
2008,No migration background,Others,0.00262,50,16533,0.00184,0.00340
2008,No migration background,Party combinations,0.00495,85,16533,0.00388,0.00602
2008,Direct migration background,Not leaning towards specific party,0.70773,1341,1851,0.68700,0.72845
2008,Direct migration background,SPD,0.11042,215,1851,0.09614,0.12471
2008,Direct migration background,CDU/CSU,0.11050,263,1851,0.09621,0.12479
2008,Direct migration background,Bündnis90/Grüne,0.01875,32,1851,0.01257,0.02493
2008,Indirect migration background,Not leaning towards specific party,0.34973,543,709,0.31460,0.38486
2008,Indirect migration background,SPD,0.05963,97,709,0.04218,0.07707
2008,Indirect migration background,CDU/CSU,0.03970,69,709,0.02532,0.05409
2009,No migration background,Not leaning towards specific party,0.48041,8605,15569,0.47257,0.48826
2009,No migration background,SPD,0.11575,2124,15569,0.11072,0.12077
2009,No migration background,CDU/CSU,0.14748,2777,15569,0.14191,0.15305
2009,No migration background,FDP,0.02760,566,15569,0.02503,0.03017
2009,No migration background,Bündnis90/Grüne,0.03943,756,15569,0.03638,0.04249
2009,No migration background,PDS/Linke,0.02593,514,15569,0.02343,0.02843
2009,No migration background,Far right parties,0.00685,97,15569,0.00555,0.00815
2009,No migration background,Others,0.00357,69,15569,0.00264,0.00451
2009,No migration background,Party combinations,0.00455,61,15569,0.00350,0.00561
2009,Direct migration background,Not leaning towards specific party,0.71922,1168,1598,0.69718,0.74126
2009,Direct migration background,SPD,0.09063,163,1598,0.07655,0.10471
2009,Direct migration background,CDU/CSU,0.09335,221,1598,0.07908,0.10762
2009,Direct migration background,Bündnis90/Grüne,0.03247,46,1598,0.02377,0.04116
2009,Indirect migration background,Not leaning towards specific party,0.39628,531,652,0.35871,0.43386
2009,Indirect migration background,SPD,0.05364,76,652,0.03633,0.07095
2009,Indirect migration background,CDU/CSU,0.03162,45,652,0.01818,0.04506
2010,No migration background,Not leaning towards specific party,0.42272,9970,19655,0.41581,0.42962
2010,No migration background,SPD,0.13224,2752,19655,0.12751,0.13698
2010,No migration background,CDU/CSU,0.16392,3671,19655,0.15874,0.16909
2010,No migration background,FDP,0.02459,639,19655,0.02242,0.02676
2010,No migration background,Bündnis90/Grüne,0.05375,1442,19655,0.05060,0.05691
2010,No migration background,PDS/Linke,0.03608,807,19655,0.03347,0.03868
2010,No migration background,Far right parties,0.00732,157,19655,0.00613,0.00851
2010,No migration background,Others,0.00462,104,19655,0.00367,0.00557
2010,No migration background,Party combinations,0.00783,113,19655,0.00659,0.00906
