year,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,East,Not leaning towards specific party,0.54357,2672,3961,0.52806,0.55909
1992,East,SPD,0.09841,463,3961,0.08913,0.10768
1992,East,CDU/CSU,0.09399,473,3961,0.08491,0.10308
1992,East,FDP,0.01576,80,3961,0.01188,0.01964
1992,East,Bündnis90/Grüne,0.02638,129,3961,0.02139,0.03137
1992,East,PDS/Linke,0.02545,113,3961,0.02054,0.03035
1992,East,Others,0.00696,31,3961,0.00437,0.00954
1993,West,Not leaning towards specific party,0.43873,5451,9218,0.42859,0.44886
1993,West,SPD,0.16718,1800,9218,0.15956,0.17480
1993,West,CDU/CSU,0.15050,1359,9218,0.14320,0.15780
1993,West,FDP,0.01787,147,9218,0.01516,0.02057
1993,West,Bündnis90/Grüne,0.03018,324,9218,0.02669,0.03367
1993,West,Far right parties,0.01176,105,9218,0.00956,0.01397
1993,West,Others,0.00349,32,9218,0.00228,0.00469
1993,East,Not leaning towards specific party,0.56732,2714,3803,0.55157,0.58307
1993,East,SPD,0.09139,414,3803,0.08223,0.10055
1993,East,CDU/CSU,0.07376,340,3803,0.06545,0.08207
1993,East,FDP,0.01228,55,3803,0.00878,0.01578
1993,East,Bündnis90/Grüne,0.02315,113,3803,0.01837,0.02793
1993,East,PDS/Linke,0.03291,133,3803,0.02724,0.03858
1993,East,Far right parties,0.00675,34,3803,0.00415,0.00936
1994,West,Not leaning towards specific party,0.41140,5096,9033,0.40125,0.42155
1994,West,SPD,0.19398,2026,9033,0.18583,0.20214
1994,West,CDU/CSU,0.15737,1388,9033,0.14986,0.16488
1994,West,FDP,0.01350,108,9033,0.01112,0.01588
1994,West,Bündnis90/Grüne,0.02965,305,9033,0.02615,0.03315
1994,West,Far right parties,0.00649,71,9033,0.00483,0.00815
1994,West,Others,0.00362,39,9033,0.00238,0.00486
1994,East,Not leaning towards specific party,0.55815,2630,3711,0.54217,0.57413
1994,East,SPD,0.08653,380,3711,0.07748,0.09557
1994,East,CDU/CSU,0.07986,357,3711,0.07114,0.08859
1994,East,FDP,0.00941,41,3711,0.00630,0.01252
1994,East,Bündnis90/Grüne,0.02574,111,3711,0.02064,0.03083
1994,East,PDS/Linke,0.04475,192,3711,0.03809,0.05140
1995,West,Not leaning towards specific party,0.38035,5087,9530,0.37060,0.39010
1995,West,SPD,0.19394,2071,9530,0.18600,0.20188
1995,West,CDU/CSU,0.17823,1718,9530,0.17054,0.18591
1995,West,FDP,0.01266,113,9530,0.01042,0.01491
1995,West,Bündnis90/Grüne,0.04227,461,9530,0.03823,0.04631
1995,West,Far right parties,0.00393,41,9530,0.00267,0.00519
1995,West,Others,0.00320,39,9530,0.00207,0.00434
1995,East,Not leaning towards specific party,0.50876,2339,3663,0.49256,0.52495
1995,East,SPD,0.09918,425,3663,0.08950,0.10886
1995,East,CDU/CSU,0.11825,522,3663,0.10779,0.12871
1995,East,FDP,0.00725,32,3663,0.00450,0.00999
1995,East,Bündnis90/Grüne,0.02392,102,3663,0.01897,0.02887
1995,East,PDS/Linke,0.06037,243,3663,0.05265,0.06808
1996,West,Not leaning towards specific party,0.39902,5148,9316,0.38907,0.40896
1996,West,SPD,0.16977,1815,9316,0.16215,0.17740
1996,West,CDU/CSU,0.18260,1712,9316,0.17475,0.19045
1996,West,FDP,0.01199,96,9316,0.00978,0.01420
1996,West,Bündnis90/Grüne,0.04301,454,9316,0.03889,0.04713
1996,West,Far right parties,0.00568,53,9316,0.00415,0.00720
1996,West,Others,0.00371,38,9316,0.00248,0.00495
1996,East,Not leaning towards specific party,0.54303,2445,3622,0.52681,0.55926
1996,East,SPD,0.07584,322,3622,0.06721,0.08446
1996,East,CDU/CSU,0.11044,487,3622,0.10023,0.12065
1996,East,Bündnis90/Grüne,0.02509,117,3622,0.01999,0.03018
1996,East,PDS/Linke,0.05947,251,3622,0.05176,0.06717
1997,West,Not leaning towards specific party,0.41184,5239,9149,0.40175,0.42192
1997,West,SPD,0.17793,1791,9149,0.17009,0.18577
1997,West,CDU/CSU,0.16675,1527,9149,0.15911,0.17438
1997,West,FDP,0.01039,85,9149,0.00831,0.01247
1997,West,Bündnis90/Grüne,0.03972,405,9149,0.03572,0.04372
1997,West,Far right parties,0.00634,66,9149,0.00471,0.00796
1997,West,Others,0.00361,36,9149,0.00238,0.00484
1997,East,Not leaning towards specific party,0.56121,2514,3597,0.54499,0.57743
1997,East,SPD,0.08573,343,3597,0.07658,0.09488
1997,East,CDU/CSU,0.09883,409,3597,0.08908,0.10859
1997,East,Bündnis90/Grüne,0.01886,80,3597,0.01441,0.02331
1997,East,PDS/Linke,0.05435,218,3597,0.04694,0.06176
1997,East,Far right parties,0.00768,33,3597,0.00483,0.01054
1998,West,Not leaning towards specific party,0.40561,5700,10295,0.39612,0.41509
1998,West,SPD,0.19175,2239,10295,0.18414,0.19935
1998,West,CDU/CSU,0.15517,1659,10295,0.14817,0.16216
1998,West,FDP,0.01148,108,10295,0.00942,0.01353
1998,West,Bündnis90/Grüne,0.03659,431,10295,0.03296,0.04022
1998,West,Far right parties,0.00649,61,10295,0.00494,0.00804
1998,West,Others,0.00548,55,10295,0.00405,0.00690
1998,West,Party combinations,0.00354,42,10295,0.00239,0.00468
1998,East,Not leaning towards specific party,0.56260,2662,3779,0.54678,0.57842
1998,East,SPD,0.09221,407,3779,0.08299,0.10144
1998,East,CDU/CSU,0.08214,359,3779,0.07339,0.09090
1998,East,Bündnis90/Grüne,0.02447,99,3779,0.01955,0.02940
1998,East,PDS/Linke,0.04857,221,3779,0.04171,0.05542
1998,East,Far right parties,0.00600,31,3779,0.00353,0.00846
1999,West,Not leaning towards specific party,0.38068,5063,9852,0.37109,0.39027
1999,West,SPD,0.19421,2201,9852,0.18640,0.20202
1999,West,CDU/CSU,0.18703,1931,9852,0.17933,0.19473
1999,West,FDP,0.01154,110,9852,0.00943,0.01365
1999,West,Bündnis90/Grüne,0.02931,348,9852,0.02598,0.03264
1999,West,PDS/Linke,0.00369,41,9852,0.00249,0.00488
1999,West,Far right parties,0.00361,51,9852,0.00242,0.00479
1999,West,Others,0.00384,44,9852,0.00262,0.00506
1999,West,Party combinations,0.00596,63,9852,0.00444,0.00748
1999,East,Not leaning towards specific party,0.50497,2334,3663,0.48878,0.52116
1999,East,SPD,0.12858,538,3663,0.11774,0.13943
1999,East,CDU/CSU,0.10536,460,3663,0.09541,0.11530
1999,East,Bündnis90/Grüne,0.01706,70,3663,0.01287,0.02126
1999,East,PDS/Linke,0.06345,261,3663,0.05556,0.07135
2000,West,Not leaning towards specific party,0.41343,9604,18072,0.40625,0.42061
2000,West,SPD,0.18044,3864,18072,0.17483,0.18604
2000,West,CDU/CSU,0.16386,3428,18072,0.15847,0.16926
2000,West,FDP,0.01260,237,18072,0.01097,0.01422
2000,West,Bündnis90/Grüne,0.02968,645,18072,0.02721,0.03215
2000,West,PDS/Linke,0.00254,59,18072,0.00181,0.00327
2000,West,Far right parties,0.00311,72,18072,0.00230,0.00392
2000,West,Others,0.00378,81,18072,0.00289,0.00468
2000,West,Party combinations,0.00408,82,18072,0.00315,0.00501
2000,East,Not leaning towards specific party,0.52541,3689,5774,0.51253,0.53829
2000,East,SPD,0.10721,708,5774,0.09923,0.11519
2000,East,CDU/CSU,0.10737,731,5774,0.09939,0.11536
2000,East,FDP,0.00555,37,5774,0.00363,0.00746
2000,East,Bündnis90/Grüne,0.01342,95,5774,0.01045,0.01638
2000,East,PDS/Linke,0.07125,466,5774,0.06461,0.07789
2000,East,Far right parties,0.00695,48,5774,0.00481,0.00909
2001,West,Not leaning towards specific party,0.42959,8935,16380,0.42201,0.43717
2001,West,SPD,0.17635,3443,16380,0.17051,0.18219
2001,West,CDU/CSU,0.15400,2906,16380,0.14847,0.15953
2001,West,FDP,0.01489,253,16380,0.01303,0.01674
2001,West,Bündnis90/Grüne,0.02885,599,16380,0.02629,0.03142
2001,West,PDS/Linke,0.00278,53,16380,0.00197,0.00358
2001,West,Far right parties,0.00275,66,16380,0.00195,0.00355
2001,West,Others,0.00365,62,16380,0.00272,0.00457
2001,West,Party combinations,0.00369,63,16380,0.00277,0.00462
2001,East,Not leaning towards specific party,0.56194,3619,5372,0.54867,0.57521
2001,East,SPD,0.09666,605,5372,0.08876,0.10456
2001,East,CDU/CSU,0.09797,606,5372,0.09002,0.10593
2001,East,FDP,0.00741,48,5372,0.00512,0.00971
2001,East,Bündnis90/Grüne,0.01412,84,5372,0.01097,0.01728
2001,East,PDS/Linke,0.06494,379,5372,0.05835,0.07153
2001,East,Far right parties,0.00437,31,5372,0.00261,0.00613
2002,West,Not leaning towards specific party,0.43015,8959,17483,0.42281,0.43749
2002,West,SPD,0.17251,3683,17483,0.16691,0.17811
2002,West,CDU/CSU,0.15812,3486,17483,0.15271,0.16353
2002,West,FDP,0.01584,407,17483,0.01399,0.01769
2002,West,Bündnis90/Grüne,0.02636,668,17483,0.02398,0.02873
2002,West,PDS/Linke,0.00388,76,17483,0.00296,0.00480
2002,West,Far right parties,0.00257,49,17483,0.00182,0.00332
2002,West,Others,0.00403,78,17483,0.00309,0.00497
2002,West,Party combinations,0.00350,77,17483,0.00262,0.00437
2002,East,Not leaning towards specific party,0.55951,3495,5332,0.54618,0.57283
2002,East,SPD,0.08895,561,5332,0.08130,0.09659
2002,East,CDU/CSU,0.09725,649,5332,0.08930,0.10521
2002,East,FDP,0.00999,73,5332,0.00732,0.01265
2002,East,Bündnis90/Grüne,0.01121,81,5332,0.00838,0.01403
2002,East,PDS/Linke,0.07988,473,5332,0.07260,0.08716
2003,West,Not leaning towards specific party,0.40221,8062,16697,0.39477,0.40964
2003,West,SPD,0.16361,3263,16697,0.15800,0.16922
2003,West,CDU/CSU,0.18501,3886,16697,0.17912,0.19090
2003,West,FDP,0.01560,355,16697,0.01372,0.01748
2003,West,Bündnis90/Grüne,0.03848,869,16697,0.03556,0.04139
2003,West,PDS/Linke,0.00197,42,16697,0.00129,0.00264
2003,West,Far right parties,0.00223,38,16697,0.00151,0.00294
2003,West,Others,0.00339,69,16697,0.00251,0.00427
2003,West,Party combinations,0.00584,113,16697,0.00468,0.00699
2003,East,Not leaning towards specific party,0.54761,3348,5253,0.53415,0.56107
2003,East,SPD,0.10133,625,5253,0.09317,0.10949
2003,East,CDU/CSU,0.11288,746,5253,0.10432,0.12144
2003,East,FDP,0.01067,67,5253,0.00789,0.01344
2003,East,Bündnis90/Grüne,0.01922,123,5253,0.01550,0.02293
2003,East,PDS/Linke,0.06036,344,5253,0.05392,0.06680
2004,West,Not leaning towards specific party,0.46620,8958,16327,0.45854,0.47385
2004,West,SPD,0.13394,2638,16327,0.12871,0.13916
2004,West,CDU/CSU,0.16577,3414,16327,0.16007,0.17148
2004,West,FDP,0.01395,318,16327,0.01215,0.01575
2004,West,Bündnis90/Grüne,0.03335,766,16327,0.03059,0.03610
2004,West,PDS/Linke,0.00305,56,16327,0.00220,0.00389
2004,West,Far right parties,0.00237,42,16327,0.00162,0.00311
2004,West,Others,0.00371,73,16327,0.00278,0.00465
2004,West,Party combinations,0.00317,62,16327,0.00231,0.00403
2004,East,Not leaning towards specific party,0.59897,3569,5138,0.58556,0.61237
2004,East,SPD,0.07447,442,5138,0.06730,0.08165
2004,East,CDU/CSU,0.09553,597,5138,0.08749,0.10357
2004,East,FDP,0.00960,64,5138,0.00693,0.01226
2004,East,Bündnis90/Grüne,0.01627,104,5138,0.01281,0.01973
2004,East,PDS/Linke,0.06342,362,5138,0.05676,0.07009
2005,West,Not leaning towards specific party,0.45432,8253,15565,0.44650,0.46215
2005,West,SPD,0.14803,2787,15565,0.14245,0.15360
2005,West,CDU/CSU,0.16119,3168,15565,0.15541,0.16696
2005,West,FDP,0.01346,312,15565,0.01165,0.01527
2005,West,Bündnis90/Grüne,0.03742,776,15565,0.03444,0.04040
2005,West,PDS/Linke,0.00315,57,15565,0.00227,0.00403
2005,West,Far right parties,0.00447,74,15565,0.00343,0.00552
2005,West,Others,0.00341,63,15565,0.00249,0.00433
2005,West,Party combinations,0.00342,75,15565,0.00250,0.00433
2005,East,Not leaning towards specific party,0.57555,3289,4978,0.56182,0.58929
2005,East,SPD,0.08043,489,4978,0.07287,0.08798
2005,East,CDU/CSU,0.09091,579,4978,0.08293,0.09890
2005,East,FDP,0.01087,70,4978,0.00799,0.01375
2005,East,Bündnis90/Grüne,0.02252,118,4978,0.01840,0.02664
2005,East,PDS/Linke,0.06635,378,4978,0.05943,0.07326
2005,East,Far right parties,0.01455,55,4978,0.01122,0.01788
2006,West,Not leaning towards specific party,0.41970,8119,16555,0.41219,0.42722
2006,West,SPD,0.15845,3201,16555,0.15289,0.16401
2006,West,CDU/CSU,0.16682,3633,16555,0.16114,0.17250
2006,West,FDP,0.01754,402,16555,0.01554,0.01955
2006,West,Bündnis90/Grüne,0.03607,816,16555,0.03323,0.03891
2006,West,PDS/Linke,0.00883,158,16555,0.00740,0.01025
2006,West,Far right parties,0.00512,83,16555,0.00403,0.00620
2006,West,Others,0.00360,72,16555,0.00269,0.00451
2006,West,Party combinations,0.00406,71,16555,0.00309,0.00503
2006,East,Not leaning towards specific party,0.54211,3253,5225,0.52859,0.55562
2006,East,SPD,0.09197,586,5225,0.08413,0.09981
2006,East,CDU/CSU,0.10438,673,5225,0.09609,0.11267
2006,East,FDP,0.01307,88,5225,0.00999,0.01615
2006,East,Bündnis90/Grüne,0.01830,118,5225,0.01467,0.02194
2006,East,PDS/Linke,0.08001,458,5225,0.07265,0.08736
2006,East,Far right parties,0.01099,49,5225,0.00816,0.01381
2007,West,Not leaning towards specific party,0.46232,8275,15415,0.45445,0.47019
2007,West,SPD,0.13780,2648,15415,0.13236,0.14324
2007,West,CDU/CSU,0.14971,3037,15415,0.14407,0.15534
2007,West,FDP,0.01537,374,15415,0.01343,0.01731
2007,West,Bündnis90/Grüne,0.03702,746,15415,0.03404,0.04000
2007,West,PDS/Linke,0.00784,134,15415,0.00645,0.00924
2007,West,Far right parties,0.00455,77,15415,0.00349,0.00562
2007,West,Others,0.00330,64,15415,0.00239,0.00421
2007,West,Party combinations,0.00381,60,15415,0.00284,0.00478
2007,East,Not leaning towards specific party,0.57959,3352,4976,0.56587,0.59330
2007,East,SPD,0.08551,475,4976,0.07774,0.09328
2007,East,CDU/CSU,0.08134,509,4976,0.07374,0.08893
2007,East,FDP,0.01286,77,4976,0.00973,0.01599
2007,East,Bündnis90/Grüne,0.02409,114,4976,0.01983,0.02835
2007,East,PDS/Linke,0.07791,411,4976,0.07047,0.08536
2007,East,Far right parties,0.00909,38,4976,0.00645,0.01173
2008,West,Not leaning towards specific party,0.45818,7673,14439,0.45006,0.46631
2008,West,SPD,0.13389,2366,14439,0.12833,0.13944
2008,West,CDU/CSU,0.15728,2984,14439,0.15134,0.16322
2008,West,FDP,0.01662,362,14439,0.01454,0.01871
2008,West,Bündnis90/Grüne,0.03727,686,14439,0.03418,0.04036
2008,West,PDS/Linke,0.01064,182,14439,0.00896,0.01231
2008,West,Far right parties,0.00349,60,14439,0.00253,0.00445
2008,West,Others,0.00306,52,14439,0.00216,0.00396
2008,West,Party combinations,0.00490,74,14439,0.00376,0.00604
2008,East,Not leaning towards specific party,0.57851,3198,4733,0.56444,0.59258
2008,East,SPD,0.07277,406,4733,0.06537,0.08018
2008,East,CDU/CSU,0.08926,499,4733,0.08113,0.09738
2008,East,FDP,0.01311,75,4733,0.00987,0.01635
2008,East,Bündnis90/Grüne,0.02183,103,4733,0.01766,0.02599
2008,East,PDS/Linke,0.08250,412,4733,0.07466,0.09034
2008,East,Far right parties,0.01046,40,4733,0.00756,0.01336
2009,West,Not leaning towards specific party,0.48133,7250,13398,0.47287,0.48980
2009,West,SPD,0.11765,2004,13398,0.11219,0.12310
2009,West,CDU/CSU,0.14423,2583,13398,0.13828,0.15018
2009,West,FDP,0.02622,516,13398,0.02352,0.02893
2009,West,Bündnis90/Grüne,0.04001,710,13398,0.03669,0.04332
2009,West,PDS/Linke,0.00938,149,13398,0.00775,0.01101
2009,West,Far right parties,0.00451,62,13398,0.00337,0.00564
2009,West,Others,0.00352,61,13398,0.00252,0.00452
2009,West,Party combinations,0.00514,63,13398,0.00393,0.00635
2009,East,Not leaning towards specific party,0.57771,3054,4505,0.56329,0.59214
2009,East,SPD,0.06577,359,4505,0.05853,0.07301
2009,East,CDU/CSU,0.08053,460,4505,0.07259,0.08848
2009,East,FDP,0.01917,90,4505,0.01517,0.02318
2009,East,Bündnis90/Grüne,0.02579,116,4505,0.02116,0.03042
2009,East,PDS/Linke,0.07984,387,4505,0.07192,0.08775
2009,East,Far right parties,0.01343,39,4505,0.01006,0.01679
2010,West,Not leaning towards specific party,0.42512,9370,18241,0.41795,0.43230
2010,West,SPD,0.13701,2761,18241,0.13202,0.14200
2010,West,CDU/CSU,0.15981,3505,18241,0.15450,0.16513
2010,West,FDP,0.02426,605,18241,0.02203,0.02649
2010,West,Bündnis90/Grüne,0.05268,1408,18241,0.04944,0.05592
2010,West,PDS/Linke,0.01541,319,18241,0.01363,0.01720
2010,West,Far right parties,0.00408,91,18241,0.00315,0.00500
2010,West,Others,0.00451,92,18241,0.00354,0.00548
2010,West,Party combinations,0.00656,90,18241,0.00539,0.00773
2010,East,Not leaning towards specific party,0.51987,3314,5403,0.50655,0.53320
2010,East,SPD,0.07390,459,5403,0.06693,0.08088
2010,East,CDU/CSU,0.10191,657,5403,0.09384,0.10997
2010,East,FDP,0.01182,103,5403,0.00894,0.01471
2010,East,Bündnis90/Grüne,0.02897,204,5403,0.02450,0.03344
2010,East,PDS/Linke,0.10714,561,5403,0.09890,0.11539
2010,East,Far right parties,0.01609,70,5403,0.01273,0.01944
2010,East,Party combinations,0.00966,35,5403,0.00705,0.01227
2011,West,Not leaning towards specific party,0.40332,8253,15657,0.39563,0.41100
2011,West,SPD,0.11923,2382,15657,0.11415,0.12430
2011,West,CDU/CSU,0.13710,3006,15657,0.13171,0.14249
2011,West,FDP,0.00927,251,15657,0.00777,0.01077
2011,West,Bündnis90/Grüne,0.06102,1369,15657,0.05727,0.06477
2011,West,PDS/Linke,0.00848,165,15657,0.00705,0.00992
2011,West,Far right parties,0.00304,55,15657,0.00218,0.00390
2011,West,Others,0.00534,95,15657,0.00420,0.00648
2011,West,Party combinations,0.00525,81,15657,0.00412,0.00638
2011,East,Not leaning towards specific party,0.51875,3210,4840,0.50467,0.53283
2011,East,SPD,0.06582,426,4840,0.05883,0.07280
2011,East,CDU/CSU,0.08630,531,4840,0.07838,0.09421
2011,East,FDP,0.00590,49,4840,0.00374,0.00806
2011,East,Bündnis90/Grüne,0.02311,153,4840,0.01888,0.02734
2011,East,PDS/Linke,0.07364,419,4840,0.06629,0.08100
2011,East,Far right parties,0.01257,52,4840,0.00943,0.01571
2012,West,Not leaning towards specific party,0.41425,8225,15459,0.40649,0.42202
2012,West,SPD,0.11754,2414,15459,0.11247,0.12262
2012,West,CDU/CSU,0.13546,2963,15459,0.13007,0.14086
2012,West,FDP,0.00771,194,15459,0.00634,0.00909
2012,West,Bündnis90/Grüne,0.05496,1204,15459,0.05137,0.05856
2012,West,PDS/Linke,0.00710,143,15459,0.00578,0.00842
2012,West,Far right parties,0.00282,45,15459,0.00198,0.00365
2012,West,Others,0.01112,211,15459,0.00947,0.01278
2012,West,Party combinations,0.00415,60,15459,0.00314,0.00516
2012,East,Not leaning towards specific party,0.52507,3200,4802,0.51095,0.53920
2012,East,SPD,0.06522,431,4802,0.05824,0.07221
2012,East,CDU/CSU,0.08754,528,4802,0.07955,0.09554
2012,East,FDP,0.00480,34,4802,0.00285,0.00676
2012,East,Bündnis90/Grüne,0.02040,134,4802,0.01640,0.02440
2012,East,PDS/Linke,0.06990,386,4802,0.06269,0.07711
2012,East,Far right parties,0.01034,42,4802,0.00748,0.01320
2012,East,Others,0.00668,47,4802,0.00437,0.00898
2013,West,Not leaning towards specific party,0.41758,10710,18727,0.41052,0.42465
2013,West,SPD,0.11755,2664,18727,0.11294,0.12216
2013,West,CDU/CSU,0.14609,3342,18727,0.14103,0.15115
2013,West,FDP,0.00886,230,18727,0.00752,0.01021
2013,West,Bündnis90/Grüne,0.05528,1322,18727,0.05201,0.05855
2013,West,PDS/Linke,0.00694,183,18727,0.00575,0.00813
2013,West,Far right parties,0.00205,36,18727,0.00141,0.00270
2013,West,Others,0.00782,167,18727,0.00656,0.00909
2013,West,Party combinations,0.00414,73,18727,0.00322,0.00506
2013,East,Not leaning towards specific party,0.52365,3163,4731,0.50942,0.53788
2013,East,SPD,0.07058,441,4731,0.06328,0.07787
2013,East,CDU/CSU,0.09985,594,4731,0.09131,0.10840
2013,East,FDP,0.00643,42,4731,0.00415,0.00871
2013,East,Bündnis90/Grüne,0.02171,136,4731,0.01756,0.02587
2013,East,PDS/Linke,0.06269,355,4731,0.05578,0.06960
2014,West,Not leaning towards specific party,0.42358,11423,21153,0.41692,0.43023
2014,West,SPD,0.13401,3095,21153,0.12942,0.13860
2014,West,CDU/CSU,0.16750,4005,21153,0.16247,0.17254
2014,West,FDP,0.00949,246,21153,0.00818,0.01080
2014,West,Bündnis90/Grüne,0.05705,1517,21153,0.05392,0.06018
2014,West,PDS/Linke,0.01421,395,21153,0.01261,0.01580
2014,West,Far right parties,0.00257,52,21153,0.00189,0.00326
2014,West,AfD,0.00583,156,21153,0.00480,0.00686
2014,West,Others,0.00704,186,21153,0.00591,0.00816
2014,West,Party combinations,0.00575,78,21153,0.00473,0.00677
2014,East,Not leaning towards specific party,0.51343,3387,5484,0.50020,0.52666
2014,East,SPD,0.07503,470,5484,0.06805,0.08200
2014,East,CDU/CSU,0.12038,772,5484,0.11177,0.12900
2014,East,FDP,0.00720,56,5484,0.00496,0.00944
2014,East,Bündnis90/Grüne,0.02335,186,5484,0.01935,0.02735
2014,East,PDS/Linke,0.08611,516,5484,0.07868,0.09353
2014,East,Far right parties,0.00873,47,5484,0.00627,0.01119
2014,East,AfD,0.00734,50,5484,0.00508,0.00960
2015,West,Not leaning towards specific party,0.46225,12664,21077,0.45552,0.46899
2015,West,SPD,0.11560,2576,21077,0.11129,0.11992
2015,West,CDU/CSU,0.15725,3499,21077,0.15234,0.16217
2015,West,FDP,0.00934,235,21077,0.00804,0.01064
2015,West,Bündnis90/Grüne,0.05318,1315,21077,0.05015,0.05621
2015,West,PDS/Linke,0.01173,357,21077,0.01028,0.01318
2015,West,Far right parties,0.00259,55,21077,0.00190,0.00327
2015,West,AfD,0.00879,178,21077,0.00753,0.01005
2015,West,Others,0.00550,128,21077,0.00450,0.00650
2015,West,Party combinations,0.00424,70,21077,0.00336,0.00512
2015,East,Not leaning towards specific party,0.55004,3509,5340,0.53670,0.56338
2015,East,SPD,0.05738,386,5340,0.05114,0.06361
2015,East,CDU/CSU,0.10281,621,5340,0.09467,0.11096
2015,East,FDP,0.00454,33,5340,0.00273,0.00634
2015,East,Bündnis90/Grüne,0.01997,156,5340,0.01621,0.02372
2015,East,PDS/Linke,0.07961,464,5340,0.07235,0.08687
2015,East,Far right parties,0.00905,43,5340,0.00651,0.01159
2015,East,AfD,0.01884,95,5340,0.01519,0.02249
2015,East,Others,0.00466,33,5340,0.00283,0.00649
2016,West,Not leaning towards specific party,0.47051,11295,19028,0.46342,0.47760
2016,West,SPD,0.10225,2166,19028,0.09795,0.10656
2016,West,CDU/CSU,0.14444,3114,19028,0.13944,0.14943
2016,West,FDP,0.01102,247,19028,0.00954,0.01251
2016,West,Bündnis90/Grüne,0.05916,1352,19028,0.05580,0.06251
2016,West,PDS/Linke,0.01256,310,19028,0.01098,0.01414
2016,West,Far right parties,0.00227,38,19028,0.00159,0.00294
2016,West,AfD,0.01423,323,19028,0.01255,0.01591
2016,West,Others,0.00620,124,19028,0.00508,0.00731
2016,West,Party combinations,0.00268,59,19028,0.00195,0.00342
2016,East,Not leaning towards specific party,0.56137,3326,4951,0.54754,0.57519
2016,East,SPD,0.04804,298,4951,0.04208,0.05400
2016,East,CDU/CSU,0.08778,539,4951,0.07990,0.09567
2016,East,FDP,0.00448,32,4951,0.00262,0.00634
2016,East,Bündnis90/Grüne,0.01825,142,4951,0.01452,0.02198
2016,East,PDS/Linke,0.06629,390,4951,0.05936,0.07322
