year,age_gr,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,30-45 y.,Urban regions,CDU/CSU,0.20990,440,2572,0.19416,0.22565
1986,30-45 y.,Urban regions,FDP,0.02402,48,2572,0.01810,0.02994
1986,30-45 y.,Urban regions,Bündnis90/Grüne,0.05341,116,2572,0.04472,0.06210
1986,30-45 y.,Rural regions,Not leaning towards specific party,0.36998,280,632,0.33230,0.40765
1986,30-45 y.,Rural regions,SPD,0.27124,180,632,0.23654,0.30593
1986,30-45 y.,Rural regions,CDU/CSU,0.29663,172,632,0.26099,0.33227
1986,46-65 y.,Urban regions,Not leaning towards specific party,0.34886,1071,2504,0.33019,0.36753
1986,46-65 y.,Urban regions,SPD,0.29229,716,2504,0.27447,0.31011
1986,46-65 y.,Urban regions,CDU/CSU,0.31356,667,2504,0.29538,0.33173
1986,46-65 y.,Urban regions,FDP,0.02386,50,2504,0.01788,0.02984
1986,46-65 y.,Rural regions,Not leaning towards specific party,0.36054,273,659,0.32385,0.39723
1986,46-65 y.,Rural regions,SPD,0.25964,163,659,0.22614,0.29314
1986,46-65 y.,Rural regions,CDU/CSU,0.35839,223,659,0.32175,0.39503
1986,66 and older,Urban regions,Not leaning towards specific party,0.38293,304,724,0.34750,0.41837
1986,66 and older,Urban regions,SPD,0.26390,195,724,0.23178,0.29603
1986,66 and older,Urban regions,CDU/CSU,0.30288,225,724,0.26938,0.33637
1986,66 and older,Rural regions,Not leaning towards specific party,0.40443,111,255,0.34407,0.46478
1986,66 and older,Rural regions,SPD,0.22909,61,255,0.17741,0.28077
1986,66 and older,Rural regions,CDU/CSU,0.31034,83,255,0.25345,0.36724
1987,17-29 y.,Urban regions,Not leaning towards specific party,0.47906,1264,2315,0.45870,0.49941
1987,17-29 y.,Urban regions,SPD,0.20778,495,2315,0.19125,0.22431
1987,17-29 y.,Urban regions,CDU/CSU,0.18561,349,2315,0.16977,0.20145
1987,17-29 y.,Urban regions,Bündnis90/Grüne,0.09872,207,2315,0.08656,0.11087
1987,17-29 y.,Rural regions,Not leaning towards specific party,0.50098,346,625,0.46174,0.54021
1987,17-29 y.,Rural regions,SPD,0.16602,110,625,0.13682,0.19521
1987,17-29 y.,Rural regions,CDU/CSU,0.24187,130,625,0.20827,0.27547
1987,17-29 y.,Rural regions,Bündnis90/Grüne,0.05762,39,625,0.03934,0.07591
1987,30-45 y.,Urban regions,Not leaning towards specific party,0.36026,1128,2495,0.34142,0.37911
1987,30-45 y.,Urban regions,SPD,0.29801,705,2495,0.28006,0.31596
1987,30-45 y.,Urban regions,CDU/CSU,0.22488,450,2495,0.20849,0.24126
1987,30-45 y.,Urban regions,FDP,0.03218,64,2495,0.02526,0.03911
1987,30-45 y.,Urban regions,Bündnis90/Grüne,0.06937,148,2495,0.05940,0.07934
1987,30-45 y.,Rural regions,Not leaning towards specific party,0.30872,243,596,0.27160,0.34584
1987,30-45 y.,Rural regions,SPD,0.26758,165,596,0.23201,0.30315
1987,30-45 y.,Rural regions,CDU/CSU,0.33567,188,596,0.29772,0.37361
1987,46-65 y.,Urban regions,Not leaning towards specific party,0.29165,979,2518,0.27389,0.30941
1987,46-65 y.,Urban regions,SPD,0.29671,697,2518,0.27886,0.31456
1987,46-65 y.,Urban regions,CDU/CSU,0.33894,712,2518,0.32045,0.35743
1987,46-65 y.,Urban regions,FDP,0.04544,94,2518,0.03731,0.05358
1987,46-65 y.,Urban regions,Bündnis90/Grüne,0.01274,36,2518,0.00836,0.01712
1987,46-65 y.,Rural regions,Not leaning towards specific party,0.32162,243,628,0.28506,0.35819
1987,46-65 y.,Rural regions,SPD,0.25144,162,628,0.21748,0.28540
1987,46-65 y.,Rural regions,CDU/CSU,0.37871,223,628,0.34074,0.41667
1987,66 and older,Urban regions,Not leaning towards specific party,0.32578,273,782,0.29291,0.35864
1987,66 and older,Urban regions,SPD,0.28408,218,782,0.25246,0.31571
1987,66 and older,Urban regions,CDU/CSU,0.32237,257,782,0.28959,0.35515
1987,66 and older,Urban regions,FDP,0.04595,34,782,0.03127,0.06064
1987,66 and older,Rural regions,Not leaning towards specific party,0.34761,99,258,0.28939,0.40583
1987,66 and older,Rural regions,SPD,0.21603,56,258,0.16571,0.26634
1987,66 and older,Rural regions,CDU/CSU,0.37906,103,258,0.31975,0.43838
1988,17-29 y.,Urban regions,Not leaning towards specific party,0.53726,1357,2248,0.51664,0.55787
1988,17-29 y.,Urban regions,SPD,0.21917,485,2248,0.20207,0.23628
1988,17-29 y.,Urban regions,CDU/CSU,0.13989,259,2248,0.12555,0.15423
1988,17-29 y.,Urban regions,Bündnis90/Grüne,0.07749,147,2248,0.06643,0.08854
1988,17-29 y.,Rural regions,Not leaning towards specific party,0.56602,351,545,0.52437,0.60767
1988,17-29 y.,Rural regions,SPD,0.16320,89,545,0.13214,0.19425
1988,17-29 y.,Rural regions,CDU/CSU,0.21033,105,545,0.17608,0.24458
1988,30-45 y.,Urban regions,Not leaning towards specific party,0.37932,1074,2301,0.35949,0.39915
1988,30-45 y.,Urban regions,SPD,0.30582,675,2301,0.28699,0.32465
1988,30-45 y.,Urban regions,CDU/CSU,0.19506,369,2301,0.17887,0.21126
1988,30-45 y.,Urban regions,FDP,0.03146,58,2301,0.02433,0.03860
1988,30-45 y.,Urban regions,Bündnis90/Grüne,0.06964,125,2301,0.05924,0.08005
1988,30-45 y.,Rural regions,Not leaning towards specific party,0.39684,282,577,0.35688,0.43679
1988,30-45 y.,Rural regions,SPD,0.27371,155,577,0.23729,0.31012
1988,30-45 y.,Rural regions,CDU/CSU,0.26202,140,577,0.22611,0.29793
1988,46-65 y.,Urban regions,Not leaning towards specific party,0.33222,1026,2433,0.31350,0.35094
1988,46-65 y.,Urban regions,SPD,0.31624,733,2433,0.29776,0.33472
1988,46-65 y.,Urban regions,CDU/CSU,0.29949,613,2433,0.28129,0.31770
1988,46-65 y.,Urban regions,FDP,0.03007,61,2433,0.02328,0.03686
1988,46-65 y.,Rural regions,Not leaning towards specific party,0.33107,239,610,0.29369,0.36844
1988,46-65 y.,Rural regions,SPD,0.29819,180,610,0.26185,0.33452
1988,46-65 y.,Rural regions,CDU/CSU,0.33727,191,610,0.29972,0.37482
1988,66 and older,Urban regions,Not leaning towards specific party,0.33883,276,737,0.30463,0.37302
1988,66 and older,Urban regions,SPD,0.28587,216,737,0.25323,0.31851
1988,66 and older,Urban regions,CDU/CSU,0.31787,245,737,0.28423,0.35151
1988,66 and older,Rural regions,Not leaning towards specific party,0.39083,104,244,0.32948,0.45218
1988,66 and older,Rural regions,SPD,0.24621,58,244,0.19204,0.30037
1988,66 and older,Rural regions,CDU/CSU,0.30759,82,244,0.24957,0.36562
1989,17-29 y.,Urban regions,Not leaning towards specific party,0.56309,1346,2227,0.54249,0.58370
1989,17-29 y.,Urban regions,SPD,0.20092,484,2227,0.18428,0.21757
1989,17-29 y.,Urban regions,CDU/CSU,0.11850,204,2227,0.10507,0.13192
1989,17-29 y.,Urban regions,Bündnis90/Grüne,0.07619,152,2227,0.06517,0.08721
1989,17-29 y.,Urban regions,Others,0.02225,41,2227,0.01612,0.02838
1989,17-29 y.,Rural regions,Not leaning towards specific party,0.61989,358,521,0.57817,0.66162
1989,17-29 y.,Rural regions,SPD,0.16069,92,521,0.12913,0.19226
1989,17-29 y.,Rural regions,CDU/CSU,0.14005,71,521,0.11022,0.16988
1989,30-45 y.,Urban regions,Not leaning towards specific party,0.37894,1008,2249,0.35888,0.39899
1989,30-45 y.,Urban regions,SPD,0.31823,702,2249,0.29898,0.33749
1989,30-45 y.,Urban regions,CDU/CSU,0.17376,324,2249,0.15810,0.18943
1989,30-45 y.,Urban regions,FDP,0.02029,39,2249,0.01446,0.02612
1989,30-45 y.,Urban regions,Bündnis90/Grüne,0.07340,135,2249,0.06262,0.08418
1989,30-45 y.,Urban regions,Others,0.02204,41,2249,0.01597,0.02811
1989,30-45 y.,Rural regions,Not leaning towards specific party,0.41030,268,534,0.36854,0.45206
1989,30-45 y.,Rural regions,SPD,0.25680,143,534,0.21971,0.29388
1989,30-45 y.,Rural regions,CDU/CSU,0.24968,123,534,0.21293,0.28642
1989,46-65 y.,Urban regions,Not leaning towards specific party,0.36775,1032,2352,0.34826,0.38724
1989,46-65 y.,Urban regions,SPD,0.31054,725,2352,0.29184,0.32925
1989,46-65 y.,Urban regions,CDU/CSU,0.26352,514,2352,0.24571,0.28132
1989,46-65 y.,Urban regions,FDP,0.01972,40,2352,0.01410,0.02534
1989,46-65 y.,Urban regions,Others,0.02233,41,2352,0.01636,0.02830
1989,46-65 y.,Rural regions,Not leaning towards specific party,0.34323,228,561,0.30390,0.38255
1989,46-65 y.,Rural regions,SPD,0.27316,158,561,0.23625,0.31006
1989,46-65 y.,Rural regions,CDU/CSU,0.32916,175,561,0.29024,0.36809
1989,66 and older,Urban regions,Not leaning towards specific party,0.34149,274,713,0.30666,0.37633
1989,66 and older,Urban regions,SPD,0.29499,213,713,0.26149,0.32849
1989,66 and older,Urban regions,CDU/CSU,0.29567,226,713,0.26215,0.32919
1989,66 and older,Rural regions,Not leaning towards specific party,0.40832,105,238,0.34574,0.47090
1989,66 and older,Rural regions,SPD,0.21681,52,238,0.16435,0.26928
1989,66 and older,Rural regions,CDU/CSU,0.31286,81,238,0.25383,0.37189
1990,17-29 y.,Urban regions,Not leaning towards specific party,0.48577,1260,2072,0.46425,0.50730
1990,17-29 y.,Urban regions,SPD,0.19267,484,2072,0.17568,0.20965
1990,17-29 y.,Urban regions,CDU/CSU,0.12862,221,2072,0.11420,0.14304
1990,17-29 y.,Urban regions,Bündnis90/Grüne,0.04906,107,2072,0.03975,0.05836
1990,17-29 y.,Rural regions,Not leaning towards specific party,0.36037,365,530,0.31946,0.40128
1990,17-29 y.,Rural regions,SPD,0.10003,92,530,0.07446,0.12560
1990,17-29 y.,Rural regions,CDU/CSU,0.08242,73,530,0.05899,0.10586
1990,30-45 y.,Urban regions,Not leaning towards specific party,0.33629,965,2217,0.31662,0.35596
1990,30-45 y.,Urban regions,SPD,0.31557,753,2217,0.29622,0.33492
1990,30-45 y.,Urban regions,CDU/CSU,0.15710,332,2217,0.14195,0.17226
1990,30-45 y.,Urban regions,FDP,0.02407,53,2217,0.01769,0.03046
1990,30-45 y.,Urban regions,Bündnis90/Grüne,0.05683,114,2217,0.04719,0.06647
1990,30-45 y.,Rural regions,Not leaning towards specific party,0.22663,245,512,0.19034,0.26293
1990,30-45 y.,Rural regions,SPD,0.16268,145,512,0.13068,0.19468
1990,30-45 y.,Rural regions,CDU/CSU,0.14894,122,512,0.11807,0.17981
1990,46-65 y.,Urban regions,Not leaning towards specific party,0.28585,922,2265,0.26724,0.30447
1990,46-65 y.,Urban regions,SPD,0.30401,741,2265,0.28506,0.32296
1990,46-65 y.,Urban regions,CDU/CSU,0.25512,539,2265,0.23716,0.27307
1990,46-65 y.,Urban regions,FDP,0.02936,63,2265,0.02241,0.03631
1990,46-65 y.,Rural regions,Not leaning towards specific party,0.21858,237,565,0.18447,0.25269
1990,46-65 y.,Rural regions,SPD,0.16219,154,565,0.13177,0.19262
1990,46-65 y.,Rural regions,CDU/CSU,0.18931,174,565,0.15698,0.22165
1990,66 and older,Urban regions,Not leaning towards specific party,0.29676,267,749,0.26402,0.32950
1990,66 and older,Urban regions,SPD,0.27595,229,749,0.24391,0.30798
1990,66 and older,Urban regions,CDU/CSU,0.29823,253,749,0.26544,0.33102
1990,66 and older,Rural regions,Not leaning towards specific party,0.24060,95,244,0.18686,0.29435
1990,66 and older,Rural regions,SPD,0.14551,55,244,0.10118,0.18985
1990,66 and older,Rural regions,CDU/CSU,0.21622,94,244,0.16446,0.26798
1991,17-29 y.,Urban regions,Not leaning towards specific party,0.43587,755,1281,0.40871,0.46304
1991,17-29 y.,Urban regions,SPD,0.15343,264,1281,0.13369,0.17317
1991,17-29 y.,Urban regions,CDU/CSU,0.11839,194,1281,0.10069,0.13609
1991,17-29 y.,Urban regions,Bündnis90/Grüne,0.04059,68,1281,0.02978,0.05140
1991,17-29 y.,Rural regions,Not leaning towards specific party,0.33794,295,460,0.29467,0.38121
1991,17-29 y.,Rural regions,SPD,0.10138,84,460,0.07377,0.12900
1991,17-29 y.,Rural regions,CDU/CSU,0.09881,81,460,0.07151,0.12611
1991,30-45 y.,Urban regions,Not leaning towards specific party,0.29562,611,1625,0.27342,0.31781
1991,30-45 y.,Urban regions,SPD,0.25389,521,1625,0.23272,0.27506
1991,30-45 y.,Urban regions,CDU/CSU,0.16428,338,1625,0.14626,0.18230
1991,30-45 y.,Urban regions,FDP,0.02986,56,1625,0.02158,0.03814
1991,30-45 y.,Urban regions,Bündnis90/Grüne,0.05391,99,1625,0.04293,0.06489
1991,30-45 y.,Rural regions,Not leaning towards specific party,0.22204,192,447,0.18347,0.26061
1991,30-45 y.,Rural regions,SPD,0.14751,124,447,0.11459,0.18042
1991,30-45 y.,Rural regions,CDU/CSU,0.15235,131,447,0.11900,0.18570
1991,46-65 y.,Urban regions,Not leaning towards specific party,0.25538,490,1558,0.23372,0.27704
1991,46-65 y.,Urban regions,SPD,0.25580,508,1558,0.23412,0.27747
1991,46-65 y.,Urban regions,CDU/CSU,0.25036,497,1558,0.22884,0.27188
1991,46-65 y.,Urban regions,FDP,0.03362,63,1558,0.02466,0.04257
1991,46-65 y.,Rural regions,Not leaning towards specific party,0.18446,179,481,0.14976,0.21916
1991,46-65 y.,Rural regions,SPD,0.13703,128,481,0.10627,0.16780
1991,46-65 y.,Rural regions,CDU/CSU,0.19369,174,481,0.15833,0.22904
1991,66 and older,Urban regions,Not leaning towards specific party,0.32942,280,730,0.29531,0.36354
1991,66 and older,Urban regions,SPD,0.25338,206,730,0.22181,0.28496
1991,66 and older,Urban regions,CDU/CSU,0.28006,244,730,0.24746,0.31266
1991,66 and older,Rural regions,Not leaning towards specific party,0.23283,90,244,0.17969,0.28597
1991,66 and older,Rural regions,SPD,0.12791,49,244,0.08591,0.16990
1991,66 and older,Rural regions,CDU/CSU,0.24001,105,244,0.18631,0.29371
1992,17-29 y.,Urban regions,Not leaning towards specific party,0.62907,1595,2305,0.60935,0.64880
1992,17-29 y.,Urban regions,SPD,0.16146,374,2305,0.14643,0.17648
1992,17-29 y.,Urban regions,CDU/CSU,0.11452,193,2305,0.10151,0.12752
1992,17-29 y.,Urban regions,Bündnis90/Grüne,0.04855,109,2305,0.03977,0.05732
1992,17-29 y.,Urban regions,Others,0.01651,34,2305,0.01131,0.02172
1992,17-29 y.,Rural regions,Not leaning towards specific party,0.72412,874,1137,0.69813,0.75011
1992,17-29 y.,Rural regions,SPD,0.10737,118,1137,0.08937,0.12537
1992,17-29 y.,Rural regions,CDU/CSU,0.10263,101,1137,0.08498,0.12027
1992,17-29 y.,Rural regions,Bündnis90/Grüne,0.03259,44,1137,0.02227,0.04292
1992,30-45 y.,Urban regions,Not leaning towards specific party,0.49402,1469,2663,0.47503,0.51302
1992,30-45 y.,Urban regions,SPD,0.25249,647,2663,0.23598,0.26899
1992,30-45 y.,Urban regions,CDU/CSU,0.14926,362,2663,0.13572,0.16279
1992,30-45 y.,Urban regions,FDP,0.02304,47,2663,0.01734,0.02874
1992,30-45 y.,Urban regions,Bündnis90/Grüne,0.06179,138,2663,0.05264,0.07093
1992,30-45 y.,Rural regions,Not leaning towards specific party,0.56838,936,1436,0.54275,0.59401
1992,30-45 y.,Rural regions,SPD,0.17498,225,1436,0.15532,0.19464
1992,30-45 y.,Rural regions,CDU/CSU,0.18226,232,1436,0.16229,0.20224
1992,30-45 y.,Rural regions,Bündnis90/Grüne,0.02779,43,1436,0.01928,0.03629
1992,46-65 y.,Urban regions,Not leaning towards specific party,0.43513,1354,2606,0.41609,0.45417
1992,46-65 y.,Urban regions,SPD,0.26361,633,2606,0.24669,0.28053
1992,46-65 y.,Urban regions,CDU/CSU,0.24408,525,2606,0.22759,0.26058
1992,46-65 y.,Urban regions,FDP,0.02775,58,2606,0.02144,0.03406
1992,46-65 y.,Urban regions,Bündnis90/Grüne,0.01378,36,2606,0.00930,0.01825
1992,46-65 y.,Rural regions,Not leaning towards specific party,0.49942,748,1326,0.47250,0.52634
1992,46-65 y.,Rural regions,SPD,0.18358,224,1326,0.16273,0.20442
1992,46-65 y.,Rural regions,CDU/CSU,0.24373,283,1326,0.22061,0.26684
1992,46-65 y.,Rural regions,FDP,0.02450,36,1326,0.01618,0.03283
1992,46-65 y.,Rural regions,PDS/Linke,0.02048,35,1326,0.01285,0.02811
1992,66 and older,Urban regions,Not leaning towards specific party,0.42026,406,879,0.38761,0.45291
1992,66 and older,Urban regions,SPD,0.23858,213,879,0.21039,0.26677
1992,66 and older,Urban regions,CDU/CSU,0.28998,260,879,0.25996,0.31999
1992,66 and older,Rural regions,Not leaning towards specific party,0.50378,276,479,0.45896,0.54861
1992,66 and older,Rural regions,SPD,0.18866,86,479,0.15358,0.22373
1992,66 and older,Rural regions,CDU/CSU,0.23816,117,479,0.19997,0.27634
1993,17-29 y.,Urban regions,Not leaning towards specific party,0.70044,1703,2245,0.68149,0.71939
1993,17-29 y.,Urban regions,SPD,0.11131,279,2245,0.09830,0.12433
1993,17-29 y.,Urban regions,CDU/CSU,0.08559,142,2245,0.07402,0.09717
1993,17-29 y.,Urban regions,Bündnis90/Grüne,0.06211,121,2245,0.05212,0.07210
1993,17-29 y.,Rural regions,Not leaning towards specific party,0.74547,897,1101,0.71973,0.77121
1993,17-29 y.,Rural regions,SPD,0.08609,99,1101,0.06952,0.10267
1993,17-29 y.,Rural regions,CDU/CSU,0.07453,72,1101,0.05901,0.09005
1993,17-29 y.,Rural regions,Bündnis90/Grüne,0.03196,33,1101,0.02157,0.04236
1993,30-45 y.,Urban regions,Not leaning towards specific party,0.55359,1613,2639,0.53462,0.57256
1993,30-45 y.,Urban regions,SPD,0.20731,540,2639,0.19184,0.22278
1993,30-45 y.,Urban regions,CDU/CSU,0.12099,283,2639,0.10854,0.13343
1993,30-45 y.,Urban regions,FDP,0.01642,37,2639,0.01157,0.02127
1993,30-45 y.,Urban regions,Bündnis90/Grüne,0.07253,166,2639,0.06263,0.08243
1993,30-45 y.,Rural regions,Not leaning towards specific party,0.61300,1001,1431,0.58775,0.63824
1993,30-45 y.,Rural regions,SPD,0.15319,201,1431,0.13452,0.17185
1993,30-45 y.,Rural regions,CDU/CSU,0.15460,182,1431,0.13586,0.17333
1993,30-45 y.,Rural regions,Bündnis90/Grüne,0.03650,47,1431,0.02678,0.04622
1993,46-65 y.,Urban regions,Not leaning towards specific party,0.47629,1404,2557,0.45693,0.49565
1993,46-65 y.,Urban regions,SPD,0.24730,609,2557,0.23057,0.26402
1993,46-65 y.,Urban regions,CDU/CSU,0.20739,443,2557,0.19167,0.22311
1993,46-65 y.,Urban regions,FDP,0.02592,54,2557,0.01976,0.03208
1993,46-65 y.,Urban regions,Bündnis90/Grüne,0.01857,47,2557,0.01334,0.02380
1993,46-65 y.,Rural regions,Not leaning towards specific party,0.52522,780,1275,0.49780,0.55264
1993,46-65 y.,Rural regions,SPD,0.17778,209,1275,0.15679,0.19878
1993,46-65 y.,Rural regions,CDU/CSU,0.21975,246,1275,0.19701,0.24249
1993,46-65 y.,Rural regions,PDS/Linke,0.02551,40,1275,0.01685,0.03417
1993,66 and older,Urban regions,Not leaning towards specific party,0.46683,461,881,0.43387,0.49980
1993,66 and older,Urban regions,SPD,0.22703,203,881,0.19935,0.25471
1993,66 and older,Urban regions,CDU/CSU,0.23823,217,881,0.21009,0.26638
1993,66 and older,Rural regions,Not leaning towards specific party,0.56886,306,494,0.52514,0.61257
1993,66 and older,Rural regions,SPD,0.14251,74,494,0.11165,0.17336
1993,66 and older,Rural regions,CDU/CSU,0.21742,114,494,0.18101,0.25383
1994,17-29 y.,Urban regions,Not leaning towards specific party,0.68966,1601,2163,0.67016,0.70916
1994,17-29 y.,Urban regions,SPD,0.12543,309,2163,0.11147,0.13939
1994,17-29 y.,Urban regions,CDU/CSU,0.07866,136,2163,0.06731,0.09001
1994,17-29 y.,Urban regions,Bündnis90/Grüne,0.06631,117,2163,0.05582,0.07679
1994,17-29 y.,Rural regions,Not leaning towards specific party,0.75821,844,1058,0.73240,0.78402
1994,17-29 y.,Rural regions,SPD,0.10569,119,1058,0.08716,0.12423
1994,17-29 y.,Rural regions,CDU/CSU,0.05928,61,1058,0.04504,0.07352
1994,17-29 y.,Rural regions,Bündnis90/Grüne,0.03010,34,1058,0.01980,0.04041
1994,30-45 y.,Urban regions,Not leaning towards specific party,0.52042,1533,2630,0.50132,0.53952
1994,30-45 y.,Urban regions,SPD,0.22805,584,2630,0.21201,0.24409
1994,30-45 y.,Urban regions,CDU/CSU,0.12882,294,2630,0.11602,0.14163
1994,30-45 y.,Urban regions,FDP,0.01557,32,2630,0.01084,0.02030
1994,30-45 y.,Urban regions,Bündnis90/Grüne,0.07292,155,2630,0.06298,0.08286
1994,30-45 y.,Urban regions,PDS/Linke,0.00853,32,2630,0.00501,0.01204
1994,30-45 y.,Rural regions,Not leaning towards specific party,0.61194,978,1424,0.58662,0.63726
1994,30-45 y.,Rural regions,SPD,0.16374,191,1424,0.14452,0.18297
1994,30-45 y.,Rural regions,CDU/CSU,0.15668,182,1424,0.13779,0.17556
1994,30-45 y.,Rural regions,Bündnis90/Grüne,0.03448,42,1424,0.02500,0.04396
1994,30-45 y.,Rural regions,PDS/Linke,0.01298,31,1424,0.00710,0.01886
1994,46-65 y.,Urban regions,Not leaning towards specific party,0.42310,1294,2493,0.40370,0.44249
1994,46-65 y.,Urban regions,SPD,0.29209,669,2493,0.27424,0.30995
1994,46-65 y.,Urban regions,CDU/CSU,0.22167,447,2493,0.20536,0.23798
1994,46-65 y.,Urban regions,FDP,0.02099,39,2493,0.01536,0.02662
1994,46-65 y.,Urban regions,Bündnis90/Grüne,0.01735,44,2493,0.01222,0.02247
1994,46-65 y.,Rural regions,Not leaning towards specific party,0.51223,754,1275,0.48478,0.53968
1994,46-65 y.,Rural regions,SPD,0.19741,221,1275,0.17555,0.21927
1994,46-65 y.,Rural regions,CDU/CSU,0.22028,252,1275,0.19752,0.24304
1994,46-65 y.,Rural regions,PDS/Linke,0.02764,48,1275,0.01864,0.03664
1994,66 and older,Urban regions,Not leaning towards specific party,0.44055,441,921,0.40847,0.47263
1994,66 and older,Urban regions,SPD,0.24111,227,921,0.21347,0.26876
1994,66 and older,Urban regions,CDU/CSU,0.26676,253,921,0.23818,0.29534
1994,66 and older,Rural regions,Not leaning towards specific party,0.52449,281,487,0.48009,0.56889
1994,66 and older,Rural regions,SPD,0.18165,86,487,0.14737,0.21592
1994,66 and older,Rural regions,CDU/CSU,0.23501,120,487,0.19732,0.27271
1995,17-29 y.,Urban regions,Not leaning towards specific party,0.64700,1523,2166,0.62687,0.66713
1995,17-29 y.,Urban regions,SPD,0.14503,306,2166,0.13019,0.15986
1995,17-29 y.,Urban regions,CDU/CSU,0.09298,180,2166,0.08074,0.10521
1995,17-29 y.,Urban regions,Bündnis90/Grüne,0.08558,157,2166,0.07379,0.09736
1995,17-29 y.,Rural regions,Not leaning towards specific party,0.66772,793,1107,0.63996,0.69548
1995,17-29 y.,Rural regions,SPD,0.11205,114,1107,0.09346,0.13063
1995,17-29 y.,Rural regions,CDU/CSU,0.12142,119,1107,0.10217,0.14066
1995,17-29 y.,Rural regions,Bündnis90/Grüne,0.04815,43,1107,0.03553,0.06076
1995,17-29 y.,Rural regions,PDS/Linke,0.02775,38,1107,0.01807,0.03744
1995,30-45 y.,Urban regions,Not leaning towards specific party,0.50084,1554,2825,0.48240,0.51928
1995,30-45 y.,Urban regions,SPD,0.21406,593,2825,0.19894,0.22919
1995,30-45 y.,Urban regions,CDU/CSU,0.15929,421,2825,0.14579,0.17279
1995,30-45 y.,Urban regions,Bündnis90/Grüne,0.09064,215,2825,0.08005,0.10123
1995,30-45 y.,Urban regions,PDS/Linke,0.01021,42,2825,0.00650,0.01392
1995,30-45 y.,Rural regions,Not leaning towards specific party,0.58082,972,1525,0.55605,0.60559
1995,30-45 y.,Rural regions,SPD,0.15995,206,1525,0.14154,0.17835
1995,30-45 y.,Rural regions,CDU/CSU,0.17440,260,1525,0.15535,0.19345
