year,age_gr,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,2nd Quintile,CDU/CSU,0.28486,154,641,0.24989,0.31982
1984,46-65 y.,3rd Quintile,Not leaning towards specific party,0.33253,288,679,0.29707,0.36799
1984,46-65 y.,3rd Quintile,SPD,0.30167,210,679,0.26712,0.33622
1984,46-65 y.,3rd Quintile,CDU/CSU,0.31875,181,679,0.28367,0.35383
1984,46-65 y.,4th Quintile,Not leaning towards specific party,0.35041,305,742,0.31606,0.38476
1984,46-65 y.,4th Quintile,SPD,0.31511,235,742,0.28166,0.34856
1984,46-65 y.,4th Quintile,CDU/CSU,0.30595,202,742,0.27277,0.33913
1984,46-65 y.,5th Quintile,Not leaning towards specific party,0.30506,293,859,0.27425,0.33587
1984,46-65 y.,5th Quintile,SPD,0.23354,206,859,0.20523,0.26185
1984,46-65 y.,5th Quintile,CDU/CSU,0.40476,329,859,0.37192,0.43760
1984,46-65 y.,5th Quintile,FDP,0.04017,31,859,0.02704,0.05331
1984,66 and older,1st Quintile,Not leaning towards specific party,0.43664,155,336,0.38353,0.48975
1984,66 and older,1st Quintile,SPD,0.23977,82,336,0.19405,0.28549
1984,66 and older,1st Quintile,CDU/CSU,0.28166,99,336,0.23349,0.32983
1984,66 and older,2nd Quintile,Not leaning towards specific party,0.34730,92,262,0.28954,0.40506
1984,66 and older,2nd Quintile,SPD,0.36415,97,262,0.30577,0.42253
1984,66 and older,2nd Quintile,CDU/CSU,0.26286,73,262,0.20946,0.31626
1984,66 and older,3rd Quintile,Not leaning towards specific party,0.34197,80,229,0.28039,0.40355
1984,66 and older,3rd Quintile,SPD,0.22056,55,229,0.16674,0.27438
1984,66 and older,3rd Quintile,CDU/CSU,0.38557,94,229,0.32239,0.44875
1984,66 and older,4th Quintile,Not leaning towards specific party,0.39321,84,201,0.32552,0.46091
1984,66 and older,4th Quintile,SPD,0.23208,45,201,0.17357,0.29058
1984,66 and older,4th Quintile,CDU/CSU,0.33950,72,201,0.27388,0.40513
1984,66 and older,5th Quintile,Not leaning towards specific party,0.31610,64,178,0.24760,0.38460
1984,66 and older,5th Quintile,SPD,0.19909,38,178,0.14026,0.25791
1984,66 and older,5th Quintile,CDU/CSU,0.39787,76,178,0.32576,0.46997
1985,17-29 y.,1st Quintile,Not leaning towards specific party,0.60053,511,761,0.56570,0.63535
1985,17-29 y.,1st Quintile,SPD,0.15494,130,761,0.12921,0.18067
1985,17-29 y.,1st Quintile,CDU/CSU,0.09498,50,761,0.07414,0.11583
1985,17-29 y.,1st Quintile,Bündnis90/Grüne,0.12494,70,761,0.10143,0.14845
1985,17-29 y.,2nd Quintile,Not leaning towards specific party,0.57093,354,584,0.53075,0.61111
1985,17-29 y.,2nd Quintile,SPD,0.21234,125,584,0.17914,0.24554
1985,17-29 y.,2nd Quintile,CDU/CSU,0.13007,61,584,0.10277,0.15738
1985,17-29 y.,2nd Quintile,Bündnis90/Grüne,0.07392,44,584,0.05268,0.09515
1985,17-29 y.,3rd Quintile,Not leaning towards specific party,0.55853,376,640,0.52003,0.59703
1985,17-29 y.,3rd Quintile,SPD,0.19526,130,640,0.16452,0.22599
1985,17-29 y.,3rd Quintile,CDU/CSU,0.15007,83,640,0.12238,0.17776
1985,17-29 y.,3rd Quintile,Bündnis90/Grüne,0.08121,51,640,0.06003,0.10239
1985,17-29 y.,4th Quintile,Not leaning towards specific party,0.54193,354,621,0.50271,0.58114
1985,17-29 y.,4th Quintile,SPD,0.19939,130,621,0.16794,0.23084
1985,17-29 y.,4th Quintile,CDU/CSU,0.16513,90,621,0.13591,0.19436
1985,17-29 y.,4th Quintile,Bündnis90/Grüne,0.07574,47,621,0.05491,0.09657
1985,17-29 y.,5th Quintile,Not leaning towards specific party,0.46315,233,479,0.41844,0.50785
1985,17-29 y.,5th Quintile,SPD,0.18055,100,479,0.14607,0.21503
1985,17-29 y.,5th Quintile,CDU/CSU,0.26070,112,479,0.22135,0.30006
1985,17-29 y.,5th Quintile,Bündnis90/Grüne,0.07367,34,479,0.05025,0.09709
1985,30-45 y.,1st Quintile,Not leaning towards specific party,0.47350,393,653,0.43518,0.51183
1985,30-45 y.,1st Quintile,SPD,0.25653,164,653,0.22301,0.29006
1985,30-45 y.,1st Quintile,CDU/CSU,0.21414,96,653,0.18265,0.24563
1985,30-45 y.,2nd Quintile,Not leaning towards specific party,0.39383,367,715,0.35799,0.42967
1985,30-45 y.,2nd Quintile,SPD,0.36108,232,715,0.32585,0.39632
1985,30-45 y.,2nd Quintile,CDU/CSU,0.20806,116,715,0.17829,0.23784
1985,30-45 y.,3rd Quintile,Not leaning towards specific party,0.35359,266,613,0.31572,0.39147
1985,30-45 y.,3rd Quintile,SPD,0.33308,211,613,0.29574,0.37042
1985,30-45 y.,3rd Quintile,CDU/CSU,0.25416,136,613,0.21967,0.28866
1985,30-45 y.,4th Quintile,Not leaning towards specific party,0.34528,264,618,0.30777,0.38280
1985,30-45 y.,4th Quintile,SPD,0.31809,215,618,0.28134,0.35484
1985,30-45 y.,4th Quintile,CDU/CSU,0.24095,139,618,0.20720,0.27469
1985,30-45 y.,5th Quintile,Not leaning towards specific party,0.31407,249,718,0.28010,0.34805
1985,30-45 y.,5th Quintile,SPD,0.29601,213,718,0.26259,0.32942
1985,30-45 y.,5th Quintile,CDU/CSU,0.27320,189,718,0.24058,0.30582
1985,30-45 y.,5th Quintile,FDP,0.04531,31,718,0.03008,0.06053
1985,30-45 y.,5th Quintile,Bündnis90/Grüne,0.05450,36,718,0.03789,0.07112
1985,46-65 y.,1st Quintile,Not leaning towards specific party,0.43778,290,521,0.39514,0.48042
1985,46-65 y.,1st Quintile,SPD,0.25904,127,521,0.22139,0.29670
1985,46-65 y.,1st Quintile,CDU/CSU,0.27320,104,521,0.23490,0.31150
1985,46-65 y.,2nd Quintile,Not leaning towards specific party,0.34900,243,545,0.30894,0.38905
1985,46-65 y.,2nd Quintile,SPD,0.31654,164,545,0.27745,0.35562
1985,46-65 y.,2nd Quintile,CDU/CSU,0.28697,138,545,0.24895,0.32498
1985,46-65 y.,3rd Quintile,Not leaning towards specific party,0.37141,302,661,0.33454,0.40827
1985,46-65 y.,3rd Quintile,SPD,0.30877,195,661,0.27353,0.34402
1985,46-65 y.,3rd Quintile,CDU/CSU,0.28313,164,661,0.24876,0.31751
1985,46-65 y.,4th Quintile,Not leaning towards specific party,0.37718,312,702,0.34130,0.41306
1985,46-65 y.,4th Quintile,SPD,0.29072,201,702,0.25711,0.32434
1985,46-65 y.,4th Quintile,CDU/CSU,0.29768,189,702,0.26383,0.33153
1985,46-65 y.,5th Quintile,Not leaning towards specific party,0.31455,268,739,0.28104,0.34805
1985,46-65 y.,5th Quintile,SPD,0.22435,189,739,0.19425,0.25444
1985,46-65 y.,5th Quintile,CDU/CSU,0.39428,282,739,0.35902,0.42953
1985,66 and older,1st Quintile,Not leaning towards specific party,0.46104,117,243,0.39824,0.52385
1985,66 and older,1st Quintile,SPD,0.21004,54,243,0.15871,0.26136
1985,66 and older,1st Quintile,CDU/CSU,0.27478,72,243,0.21853,0.33102
1985,66 and older,2nd Quintile,Not leaning towards specific party,0.42191,108,246,0.36007,0.48375
1985,66 and older,2nd Quintile,SPD,0.27179,67,246,0.21609,0.32750
1985,66 and older,2nd Quintile,CDU/CSU,0.26375,71,246,0.20857,0.31892
1985,66 and older,3rd Quintile,Not leaning towards specific party,0.34172,78,217,0.27847,0.40497
1985,66 and older,3rd Quintile,SPD,0.31682,71,217,0.25477,0.37886
1985,66 and older,3rd Quintile,CDU/CSU,0.30901,68,217,0.24739,0.37064
1985,66 and older,4th Quintile,Not leaning towards specific party,0.33493,71,194,0.26834,0.40151
1985,66 and older,4th Quintile,SPD,0.20769,39,194,0.15046,0.26492
1985,66 and older,4th Quintile,CDU/CSU,0.41295,84,194,0.34349,0.48242
1985,66 and older,5th Quintile,Not leaning towards specific party,0.31217,49,155,0.23898,0.38536
1985,66 and older,5th Quintile,SPD,0.21625,38,155,0.15123,0.28127
1985,66 and older,5th Quintile,CDU/CSU,0.38056,68,155,0.30388,0.45725
1986,17-29 y.,1st Quintile,Not leaning towards specific party,0.55007,395,650,0.51179,0.58834
1986,17-29 y.,1st Quintile,SPD,0.20282,134,650,0.17188,0.23375
1986,17-29 y.,1st Quintile,CDU/CSU,0.07613,48,650,0.05573,0.09654
1986,17-29 y.,1st Quintile,Bündnis90/Grüne,0.14338,73,650,0.11642,0.17035
1986,17-29 y.,2nd Quintile,Not leaning towards specific party,0.58394,394,574,0.54358,0.62430
1986,17-29 y.,2nd Quintile,SPD,0.20935,117,574,0.17604,0.24267
1986,17-29 y.,2nd Quintile,CDU/CSU,0.14708,63,574,0.11808,0.17608
1986,17-29 y.,3rd Quintile,Not leaning towards specific party,0.57953,382,605,0.54016,0.61890
1986,17-29 y.,3rd Quintile,SPD,0.21538,121,605,0.18259,0.24816
1986,17-29 y.,3rd Quintile,CDU/CSU,0.11281,63,605,0.08758,0.13804
1986,17-29 y.,3rd Quintile,Bündnis90/Grüne,0.07287,39,605,0.05214,0.09360
1986,17-29 y.,4th Quintile,Not leaning towards specific party,0.53101,375,656,0.49279,0.56923
1986,17-29 y.,4th Quintile,SPD,0.22151,150,656,0.18971,0.25331
1986,17-29 y.,4th Quintile,CDU/CSU,0.16807,90,656,0.13943,0.19671
1986,17-29 y.,4th Quintile,Bündnis90/Grüne,0.06853,41,656,0.04918,0.08787
1986,17-29 y.,5th Quintile,Not leaning towards specific party,0.47534,250,489,0.43103,0.51965
1986,17-29 y.,5th Quintile,SPD,0.17302,88,489,0.13946,0.20659
1986,17-29 y.,5th Quintile,CDU/CSU,0.27025,120,489,0.23085,0.30965
1986,17-29 y.,5th Quintile,Bündnis90/Grüne,0.06049,31,489,0.03934,0.08165
1986,30-45 y.,1st Quintile,Not leaning towards specific party,0.46896,344,572,0.42803,0.50990
1986,30-45 y.,1st Quintile,SPD,0.30371,164,572,0.26599,0.34143
1986,30-45 y.,1st Quintile,CDU/CSU,0.15394,64,572,0.12434,0.18354
1986,30-45 y.,2nd Quintile,Not leaning towards specific party,0.43621,348,668,0.39857,0.47384
1986,30-45 y.,2nd Quintile,SPD,0.29601,201,668,0.26137,0.33066
1986,30-45 y.,2nd Quintile,CDU/CSU,0.23323,119,668,0.20113,0.26532
1986,30-45 y.,3rd Quintile,Not leaning towards specific party,0.34621,275,611,0.30846,0.38397
1986,30-45 y.,3rd Quintile,SPD,0.31025,188,611,0.27354,0.34696
1986,30-45 y.,3rd Quintile,CDU/CSU,0.26341,148,611,0.22845,0.29836
1986,30-45 y.,4th Quintile,Not leaning towards specific party,0.34725,260,618,0.30968,0.38482
1986,30-45 y.,4th Quintile,SPD,0.33437,206,618,0.29715,0.37160
1986,30-45 y.,4th Quintile,CDU/CSU,0.22614,120,618,0.19313,0.25914
1986,30-45 y.,4th Quintile,Bündnis90/Grüne,0.04916,32,618,0.03210,0.06622
1986,30-45 y.,5th Quintile,Not leaning towards specific party,0.37016,264,672,0.33363,0.40669
1986,30-45 y.,5th Quintile,SPD,0.25587,178,672,0.22285,0.28888
1986,30-45 y.,5th Quintile,CDU/CSU,0.25058,161,672,0.21779,0.28337
1986,30-45 y.,5th Quintile,FDP,0.05599,35,672,0.03859,0.07338
1986,30-45 y.,5th Quintile,Bündnis90/Grüne,0.05193,34,672,0.03515,0.06872
1986,46-65 y.,1st Quintile,Not leaning towards specific party,0.45367,297,540,0.41164,0.49570
1986,46-65 y.,1st Quintile,SPD,0.28205,148,540,0.24406,0.32004
1986,46-65 y.,1st Quintile,CDU/CSU,0.23385,95,540,0.19812,0.26958
1986,46-65 y.,2nd Quintile,Not leaning towards specific party,0.38832,245,520,0.34639,0.43025
1986,46-65 y.,2nd Quintile,SPD,0.31322,156,520,0.27332,0.35312
1986,46-65 y.,2nd Quintile,CDU/CSU,0.26899,119,520,0.23084,0.30714
1986,46-65 y.,3rd Quintile,Not leaning towards specific party,0.34871,267,604,0.31067,0.38675
1986,46-65 y.,3rd Quintile,SPD,0.32481,189,604,0.28743,0.36218
1986,46-65 y.,3rd Quintile,CDU/CSU,0.29008,148,604,0.25386,0.32630
1986,46-65 y.,4th Quintile,Not leaning towards specific party,0.31148,284,724,0.27773,0.34524
1986,46-65 y.,4th Quintile,SPD,0.31742,220,724,0.28349,0.35135
1986,46-65 y.,4th Quintile,CDU/CSU,0.34364,220,724,0.30903,0.37826
1986,46-65 y.,5th Quintile,Not leaning towards specific party,0.30450,251,725,0.27098,0.33803
1986,46-65 y.,5th Quintile,SPD,0.20931,166,725,0.17968,0.23894
1986,46-65 y.,5th Quintile,CDU/CSU,0.42154,308,725,0.38557,0.45751
1986,66 and older,1st Quintile,Not leaning towards specific party,0.42402,110,247,0.36226,0.48577
1986,66 and older,1st Quintile,SPD,0.25409,62,247,0.19969,0.30850
1986,66 and older,1st Quintile,CDU/CSU,0.29755,75,247,0.24042,0.35468
1986,66 and older,2nd Quintile,Not leaning towards specific party,0.36260,96,236,0.30113,0.42406
1986,66 and older,2nd Quintile,SPD,0.31162,76,236,0.25241,0.37084
1986,66 and older,2nd Quintile,CDU/CSU,0.28001,64,236,0.22260,0.33742
1986,66 and older,3rd Quintile,Not leaning towards specific party,0.44105,96,205,0.37292,0.50919
1986,66 and older,3rd Quintile,SPD,0.23371,47,205,0.17564,0.29179
1986,66 and older,3rd Quintile,CDU/CSU,0.27547,62,205,0.21417,0.33678
1986,66 and older,4th Quintile,Not leaning towards specific party,0.32357,55,153,0.24920,0.39795
1986,66 and older,4th Quintile,SPD,0.28798,49,153,0.21599,0.35996
1986,66 and older,4th Quintile,CDU/CSU,0.31113,49,153,0.23753,0.38473
1986,66 and older,5th Quintile,Not leaning towards specific party,0.35722,58,116,0.26964,0.44480
1986,66 and older,5th Quintile,CDU/CSU,0.40568,58,116,0.31594,0.49543
1987,17-29 y.,1st Quintile,Not leaning towards specific party,0.51078,377,631,0.47174,0.54981
1987,17-29 y.,1st Quintile,SPD,0.20484,137,631,0.17333,0.23636
1987,17-29 y.,1st Quintile,CDU/CSU,0.11300,52,631,0.08827,0.13772
1987,17-29 y.,1st Quintile,Bündnis90/Grüne,0.13686,65,631,0.11002,0.16369
1987,17-29 y.,2nd Quintile,Not leaning towards specific party,0.47214,338,606,0.43236,0.51192
1987,17-29 y.,2nd Quintile,SPD,0.22931,134,606,0.19581,0.26280
1987,17-29 y.,2nd Quintile,CDU/CSU,0.19533,88,606,0.16374,0.22693
1987,17-29 y.,2nd Quintile,Bündnis90/Grüne,0.07733,46,606,0.05604,0.09861
1987,17-29 y.,3rd Quintile,Not leaning towards specific party,0.50396,333,600,0.46392,0.54400
1987,17-29 y.,3rd Quintile,SPD,0.19581,120,600,0.16403,0.22759
1987,17-29 y.,3rd Quintile,CDU/CSU,0.18771,92,600,0.15644,0.21898
1987,17-29 y.,3rd Quintile,Bündnis90/Grüne,0.09797,55,600,0.07416,0.12177
1987,17-29 y.,4th Quintile,Not leaning towards specific party,0.49000,332,636,0.45112,0.52888
1987,17-29 y.,4th Quintile,SPD,0.19049,138,636,0.15994,0.22103
1987,17-29 y.,4th Quintile,CDU/CSU,0.20703,118,636,0.17551,0.23854
1987,17-29 y.,4th Quintile,Bündnis90/Grüne,0.07541,48,636,0.05487,0.09595
1987,17-29 y.,5th Quintile,Not leaning towards specific party,0.44350,229,465,0.39829,0.48870
1987,17-29 y.,5th Quintile,SPD,0.16959,76,465,0.13544,0.20374
1987,17-29 y.,5th Quintile,CDU/CSU,0.29222,129,465,0.25084,0.33360
1987,17-29 y.,5th Quintile,Bündnis90/Grüne,0.05648,31,465,0.03547,0.07748
1987,30-45 y.,1st Quintile,Not leaning towards specific party,0.42909,301,521,0.38655,0.47164
1987,30-45 y.,1st Quintile,SPD,0.30730,158,521,0.26764,0.34695
1987,30-45 y.,1st Quintile,CDU/CSU,0.16259,62,521,0.13087,0.19430
1987,30-45 y.,2nd Quintile,Not leaning towards specific party,0.40259,321,622,0.36402,0.44116
1987,30-45 y.,2nd Quintile,SPD,0.28145,174,622,0.24608,0.31682
1987,30-45 y.,2nd Quintile,CDU/CSU,0.24826,127,622,0.21428,0.28224
1987,30-45 y.,3rd Quintile,Not leaning towards specific party,0.32124,269,631,0.28478,0.35771
1987,30-45 y.,3rd Quintile,SPD,0.29929,181,631,0.26353,0.33505
1987,30-45 y.,3rd Quintile,CDU/CSU,0.28124,138,631,0.24613,0.31635
1987,30-45 y.,3rd Quintile,Bündnis90/Grüne,0.06659,43,631,0.04712,0.08606
1987,30-45 y.,4th Quintile,Not leaning towards specific party,0.32102,250,568,0.28259,0.35945
1987,30-45 y.,4th Quintile,SPD,0.32092,188,568,0.28250,0.35935
1987,30-45 y.,4th Quintile,CDU/CSU,0.25346,130,568,0.21766,0.28927
1987,30-45 y.,5th Quintile,Not leaning towards specific party,0.30360,230,673,0.26884,0.33837
1987,30-45 y.,5th Quintile,SPD,0.25790,169,673,0.22482,0.29098
1987,30-45 y.,5th Quintile,CDU/CSU,0.27918,181,673,0.24526,0.31309
1987,30-45 y.,5th Quintile,FDP,0.06491,44,673,0.04629,0.08354
1987,30-45 y.,5th Quintile,Bündnis90/Grüne,0.07647,49,673,0.05638,0.09656
1987,46-65 y.,1st Quintile,Not leaning towards specific party,0.41898,271,496,0.37552,0.46245
1987,46-65 y.,1st Quintile,SPD,0.27950,129,496,0.23996,0.31903
1987,46-65 y.,1st Quintile,CDU/CSU,0.25050,96,496,0.21233,0.28868
1987,46-65 y.,2nd Quintile,Not leaning towards specific party,0.32435,234,519,0.28404,0.36467
1987,46-65 y.,2nd Quintile,SPD,0.29973,147,519,0.26028,0.33919
1987,46-65 y.,2nd Quintile,CDU/CSU,0.32953,138,519,0.28905,0.37001
1987,46-65 y.,3rd Quintile,Not leaning towards specific party,0.26331,225,607,0.22824,0.29838
1987,46-65 y.,3rd Quintile,SPD,0.33886,194,607,0.30118,0.37655
1987,46-65 y.,3rd Quintile,CDU/CSU,0.35391,188,607,0.31584,0.39199
1987,46-65 y.,4th Quintile,Not leaning towards specific party,0.28676,269,704,0.25333,0.32019
1987,46-65 y.,4th Quintile,SPD,0.31224,220,704,0.27798,0.34650
1987,46-65 y.,4th Quintile,CDU/CSU,0.33237,215,704,0.29755,0.36719
1987,46-65 y.,5th Quintile,Not leaning towards specific party,0.25201,223,741,0.22073,0.28329
1987,46-65 y.,5th Quintile,SPD,0.21710,169,741,0.18740,0.24681
1987,46-65 y.,5th Quintile,CDU/CSU,0.42583,298,741,0.39021,0.46146
1987,46-65 y.,5th Quintile,FDP,0.07416,51,741,0.05528,0.09304
1987,66 and older,1st Quintile,Not leaning towards specific party,0.37071,120,293,0.31531,0.42611
1987,66 and older,1st Quintile,SPD,0.28525,88,293,0.23346,0.33704
1987,66 and older,1st Quintile,CDU/CSU,0.27914,85,293,0.22769,0.33060
1987,66 and older,2nd Quintile,Not leaning towards specific party,0.31189,75,219,0.25039,0.37339
1987,66 and older,2nd Quintile,SPD,0.31858,69,219,0.25672,0.38043
1987,66 and older,2nd Quintile,CDU/CSU,0.31793,75,219,0.25611,0.37975
1987,66 and older,3rd Quintile,Not leaning towards specific party,0.35748,82,200,0.29089,0.42406
1987,66 and older,3rd Quintile,SPD,0.24799,51,200,0.18799,0.30799
1987,66 and older,3rd Quintile,CDU/CSU,0.33647,67,200,0.27082,0.40212
1987,66 and older,4th Quintile,Not leaning towards specific party,0.30146,53,155,0.22898,0.37394
1987,66 and older,4th Quintile,SPD,0.29187,47,155,0.22006,0.36367
1987,66 and older,4th Quintile,CDU/CSU,0.33288,55,155,0.25845,0.40731
1987,66 and older,5th Quintile,Not leaning towards specific party,0.26073,42,120,0.18184,0.33961
1987,66 and older,5th Quintile,CDU/CSU,0.52387,78,120,0.43414,0.61361
1988,17-29 y.,1st Quintile,Not leaning towards specific party,0.60138,425,625,0.56297,0.63980
1988,17-29 y.,1st Quintile,SPD,0.17420,106,625,0.14444,0.20396
1988,17-29 y.,1st Quintile,CDU/CSU,0.10584,50,625,0.08170,0.12998
1988,17-29 y.,1st Quintile,Bündnis90/Grüne,0.09132,44,625,0.06872,0.11392
1988,17-29 y.,2nd Quintile,Not leaning towards specific party,0.58685,359,531,0.54493,0.62877
1988,17-29 y.,2nd Quintile,SPD,0.21317,118,531,0.17830,0.24804
1988,17-29 y.,2nd Quintile,CDU/CSU,0.11999,54,531,0.09233,0.14766
1988,17-29 y.,3rd Quintile,Not leaning towards specific party,0.55230,360,588,0.51207,0.59252
1988,17-29 y.,3rd Quintile,SPD,0.20188,122,588,0.16941,0.23435
1988,17-29 y.,3rd Quintile,CDU/CSU,0.13578,70,588,0.10806,0.16349
1988,17-29 y.,3rd Quintile,Bündnis90/Grüne,0.06730,36,588,0.04703,0.08757
1988,17-29 y.,4th Quintile,Not leaning towards specific party,0.50857,346,618,0.46913,0.54802
1988,17-29 y.,4th Quintile,SPD,0.22337,135,618,0.19051,0.25624
1988,17-29 y.,4th Quintile,CDU/CSU,0.18316,97,618,0.15264,0.21368
1988,17-29 y.,4th Quintile,Bündnis90/Grüne,0.07400,40,618,0.05334,0.09465
1988,17-29 y.,5th Quintile,Not leaning towards specific party,0.47628,217,403,0.42746,0.52511
1988,17-29 y.,5th Quintile,SPD,0.21764,93,403,0.17730,0.25798
1988,17-29 y.,5th Quintile,CDU/CSU,0.23393,93,403,0.19254,0.27531
1988,30-45 y.,1st Quintile,Not leaning towards specific party,0.46241,308,498,0.41857,0.50624
1988,30-45 y.,1st Quintile,SPD,0.25705,125,498,0.21863,0.29547
1988,30-45 y.,1st Quintile,CDU/CSU,0.15764,65,498,0.12561,0.18968
1988,30-45 y.,2nd Quintile,Not leaning towards specific party,0.38516,304,613,0.34661,0.42372
1988,30-45 y.,2nd Quintile,SPD,0.31473,195,613,0.27794,0.35152
1988,30-45 y.,2nd Quintile,CDU/CSU,0.23872,114,613,0.20494,0.27249
1988,30-45 y.,3rd Quintile,Not leaning towards specific party,0.39404,273,546,0.35301,0.43506
1988,30-45 y.,3rd Quintile,SPD,0.33513,184,546,0.29550,0.37476
1988,30-45 y.,3rd Quintile,CDU/CSU,0.17674,89,546,0.14471,0.20876
1988,30-45 y.,4th Quintile,Not leaning towards specific party,0.38607,254,509,0.34374,0.42841
1988,30-45 y.,4th Quintile,SPD,0.31095,159,509,0.27070,0.35121
1988,30-45 y.,4th Quintile,CDU/CSU,0.20298,96,509,0.16800,0.23796
1988,30-45 y.,5th Quintile,Not leaning towards specific party,0.32517,217,601,0.28769,0.36265
1988,30-45 y.,5th Quintile,SPD,0.27158,167,601,0.23599,0.30717
1988,30-45 y.,5th Quintile,CDU/CSU,0.25472,145,601,0.21985,0.28958
1988,30-45 y.,5th Quintile,FDP,0.05828,35,601,0.03954,0.07703
1988,30-45 y.,5th Quintile,Bündnis90/Grüne,0.06571,37,601,0.04589,0.08554
1988,46-65 y.,1st Quintile,Not leaning towards specific party,0.44763,286,495,0.40378,0.49148
1988,46-65 y.,1st Quintile,SPD,0.28142,124,495,0.24176,0.32108
1988,46-65 y.,1st Quintile,CDU/CSU,0.23660,85,495,0.19913,0.27408
1988,46-65 y.,2nd Quintile,Not leaning towards specific party,0.33090,224,499,0.28958,0.37223
1988,46-65 y.,2nd Quintile,SPD,0.36483,164,499,0.32255,0.40711
1988,46-65 y.,2nd Quintile,CDU/CSU,0.28023,111,499,0.24078,0.31967
1988,46-65 y.,3rd Quintile,Not leaning towards specific party,0.33488,248,609,0.29737,0.37239
1988,46-65 y.,3rd Quintile,SPD,0.31977,199,609,0.28270,0.35684
1988,46-65 y.,3rd Quintile,CDU/CSU,0.31214,162,609,0.27531,0.34897
1988,46-65 y.,4th Quintile,Not leaning towards specific party,0.29334,278,699,0.25957,0.32712
1988,46-65 y.,4th Quintile,SPD,0.34597,230,699,0.31068,0.38126
1988,46-65 y.,4th Quintile,CDU/CSU,0.30413,191,699,0.27000,0.33826
