year,age_gr,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,30-45 y.,Upper Secondary Level,Bündnis90/Grüne,0.02153,40,1905,0.01501,0.02805
1984,30-45 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.37351,44,44,0.22893,0.51810
1984,30-45 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.31264,78,230,0.25260,0.37268
1984,30-45 y.,First Stage of Tertiary Education,SPD,0.27540,68,230,0.21754,0.33326
1984,30-45 y.,First Stage of Tertiary Education,CDU/CSU,0.34486,84,230,0.28329,0.40642
1984,30-45 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.33374,126,350,0.28427,0.38322
1984,30-45 y.,Second Stage of Tertiary Education,SPD,0.26735,104,350,0.22092,0.31378
1984,30-45 y.,Second Stage of Tertiary Education,CDU/CSU,0.21825,81,350,0.17491,0.26158
1984,30-45 y.,Second Stage of Tertiary Education,Bündnis90/Grüne,0.10168,39,350,0.06997,0.13339
1984,46-65 y.,Primary Level,Not leaning towards specific party,0.72726,279,362,0.68131,0.77320
1984,46-65 y.,Primary Level,SPD,0.19762,83,362,0.15655,0.23870
1984,46-65 y.,Lower Secondary Level,Not leaning towards specific party,0.33844,428,1055,0.30987,0.36700
1984,46-65 y.,Lower Secondary Level,SPD,0.32118,329,1055,0.29300,0.34937
1984,46-65 y.,Lower Secondary Level,CDU/CSU,0.31355,298,1055,0.28554,0.34156
1984,46-65 y.,Upper Secondary Level,Not leaning towards specific party,0.34194,590,1529,0.31815,0.36572
1984,46-65 y.,Upper Secondary Level,SPD,0.30919,478,1529,0.28601,0.33236
1984,46-65 y.,Upper Secondary Level,CDU/CSU,0.31333,461,1529,0.29007,0.33658
1984,46-65 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.33426,65,193,0.26754,0.40099
1984,46-65 y.,First Stage of Tertiary Education,SPD,0.15436,33,193,0.10325,0.20546
1984,46-65 y.,First Stage of Tertiary Education,CDU/CSU,0.46224,95,193,0.39172,0.53277
1984,46-65 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.31514,72,202,0.25092,0.37937
1984,46-65 y.,Second Stage of Tertiary Education,SPD,0.17266,43,202,0.12041,0.22491
1984,46-65 y.,Second Stage of Tertiary Education,CDU/CSU,0.42520,87,202,0.35685,0.49354
1984,66 and older,Lower Secondary Level,Not leaning towards specific party,0.41914,212,502,0.37593,0.46235
1984,66 and older,Lower Secondary Level,SPD,0.26948,137,502,0.23063,0.30834
1984,66 and older,Lower Secondary Level,CDU/CSU,0.28691,153,502,0.24730,0.32652
1984,66 and older,Upper Secondary Level,Not leaning towards specific party,0.35889,205,540,0.31839,0.39938
1984,66 and older,Upper Secondary Level,SPD,0.26610,150,540,0.22880,0.30341
1984,66 and older,Upper Secondary Level,CDU/CSU,0.32363,185,540,0.28414,0.36313
1984,66 and older,First Stage of Tertiary Education,CDU/CSU,0.41394,34,34,0.24589,0.58199
1984,66 and older,Second Stage of Tertiary Education,CDU/CSU,0.51469,33,33,0.34153,0.68786
1985,17-29 y.,Pre-primary Level,Not leaning towards specific party,0.60366,114,114,0.51347,0.69384
1985,17-29 y.,Primary Level,Not leaning towards specific party,0.67440,126,126,0.59225,0.75655
1985,17-29 y.,Lower Secondary Level,Not leaning towards specific party,0.67638,666,950,0.64662,0.70615
1985,17-29 y.,Lower Secondary Level,SPD,0.13201,148,950,0.11047,0.15355
1985,17-29 y.,Lower Secondary Level,CDU/CSU,0.11574,82,950,0.09539,0.13610
1985,17-29 y.,Lower Secondary Level,Bündnis90/Grüne,0.06602,54,950,0.05022,0.08182
1985,17-29 y.,Upper Secondary Level,Not leaning towards specific party,0.49301,741,1409,0.46690,0.51913
1985,17-29 y.,Upper Secondary Level,SPD,0.23229,337,1409,0.21023,0.25435
1985,17-29 y.,Upper Secondary Level,CDU/CSU,0.17611,216,1409,0.15621,0.19601
1985,17-29 y.,Upper Secondary Level,Bündnis90/Grüne,0.08130,115,1409,0.06702,0.09557
1985,17-29 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.32144,38,38,0.17096,0.47193
1985,17-29 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.48263,50,50,0.34272,0.62255
1985,17-29 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.38968,48,48,0.25026,0.52911
1985,30-45 y.,Primary Level,Not leaning towards specific party,0.77762,251,307,0.73102,0.82421
1985,30-45 y.,Primary Level,SPD,0.17996,56,307,0.13692,0.22300
1985,30-45 y.,Lower Secondary Level,Not leaning towards specific party,0.43413,371,658,0.39623,0.47203
1985,30-45 y.,Lower Secondary Level,SPD,0.32426,190,658,0.28846,0.36005
1985,30-45 y.,Lower Secondary Level,CDU/CSU,0.21100,97,658,0.17980,0.24219
1985,30-45 y.,Upper Secondary Level,Not leaning towards specific party,0.35997,686,1712,0.33723,0.38272
1985,30-45 y.,Upper Secondary Level,SPD,0.32691,580,1712,0.30468,0.34913
1985,30-45 y.,Upper Secondary Level,CDU/CSU,0.25517,405,1712,0.23451,0.27582
1985,30-45 y.,Upper Secondary Level,Bündnis90/Grüne,0.02442,41,1712,0.01710,0.03173
1985,30-45 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.31922,36,36,0.16478,0.47367
1985,30-45 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.33213,79,212,0.26858,0.39568
1985,30-45 y.,First Stage of Tertiary Education,SPD,0.25831,60,212,0.19925,0.31737
1985,30-45 y.,First Stage of Tertiary Education,CDU/CSU,0.33503,73,212,0.27134,0.39872
1985,30-45 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.26392,96,330,0.21630,0.31155
1985,30-45 y.,Second Stage of Tertiary Education,SPD,0.31842,115,330,0.26808,0.36876
1985,30-45 y.,Second Stage of Tertiary Education,CDU/CSU,0.20573,78,330,0.16205,0.24941
1985,30-45 y.,Second Stage of Tertiary Education,Bündnis90/Grüne,0.11445,41,330,0.08005,0.14885
1985,46-65 y.,Primary Level,Not leaning towards specific party,0.77356,267,326,0.72806,0.81906
1985,46-65 y.,Primary Level,SPD,0.16838,59,326,0.12770,0.20906
1985,46-65 y.,Lower Secondary Level,Not leaning towards specific party,0.37690,432,977,0.34649,0.40730
1985,46-65 y.,Lower Secondary Level,SPD,0.30389,288,977,0.27503,0.33274
1985,46-65 y.,Lower Secondary Level,CDU/CSU,0.29504,257,977,0.26643,0.32365
1985,46-65 y.,Upper Secondary Level,Not leaning towards specific party,0.35934,568,1437,0.33452,0.38416
1985,46-65 y.,Upper Secondary Level,SPD,0.29014,424,1437,0.26666,0.31361
1985,46-65 y.,Upper Secondary Level,CDU/CSU,0.30143,414,1437,0.27769,0.32516
1985,46-65 y.,Upper Secondary Level,FDP,0.02259,31,1437,0.01490,0.03027
1985,46-65 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.28232,51,184,0.21711,0.34754
1985,46-65 y.,First Stage of Tertiary Education,SPD,0.18165,37,184,0.12578,0.23751
1985,46-65 y.,First Stage of Tertiary Education,CDU/CSU,0.48243,96,184,0.41003,0.55483
1985,46-65 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.28656,63,194,0.22276,0.35035
1985,46-65 y.,Second Stage of Tertiary Education,SPD,0.20784,47,194,0.15060,0.26509
1985,46-65 y.,Second Stage of Tertiary Education,CDU/CSU,0.40713,84,194,0.33782,0.47645
1985,66 and older,Lower Secondary Level,Not leaning towards specific party,0.44858,187,416,0.40073,0.49643
1985,66 and older,Lower Secondary Level,SPD,0.24112,103,416,0.19997,0.28228
1985,66 and older,Lower Secondary Level,CDU/CSU,0.28719,126,416,0.24366,0.33072
1985,66 and older,Upper Secondary Level,Not leaning towards specific party,0.35821,184,486,0.31554,0.40088
1985,66 and older,Upper Secondary Level,SPD,0.26417,135,486,0.22493,0.30340
1985,66 and older,Upper Secondary Level,CDU/CSU,0.31926,167,486,0.27777,0.36075
1985,66 and older,First Stage of Tertiary Education,CDU/CSU,0.44543,35,35,0.27836,0.61249
1986,17-29 y.,Pre-primary Level,Not leaning towards specific party,0.61168,127,127,0.52658,0.69678
1986,17-29 y.,Primary Level,Not leaning towards specific party,0.68783,118,118,0.60387,0.77180
1986,17-29 y.,Lower Secondary Level,Not leaning towards specific party,0.63808,656,939,0.60733,0.66883
1986,17-29 y.,Lower Secondary Level,SPD,0.16975,159,939,0.14572,0.19377
1986,17-29 y.,Lower Secondary Level,CDU/CSU,0.12243,81,939,0.10145,0.14341
1986,17-29 y.,Lower Secondary Level,Bündnis90/Grüne,0.05509,43,939,0.04049,0.06969
1986,17-29 y.,Upper Secondary Level,Not leaning towards specific party,0.49556,721,1369,0.46906,0.52206
1986,17-29 y.,Upper Secondary Level,SPD,0.24486,338,1369,0.22207,0.26764
1986,17-29 y.,Upper Secondary Level,CDU/CSU,0.16900,210,1369,0.14914,0.18886
1986,17-29 y.,Upper Secondary Level,Bündnis90/Grüne,0.07253,100,1369,0.05879,0.08628
1986,17-29 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.39666,45,45,0.25211,0.54121
1986,17-29 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.50963,51,51,0.37107,0.64820
1986,17-29 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.44270,41,41,0.28877,0.59663
1986,30-45 y.,Primary Level,Not leaning towards specific party,0.79553,223,268,0.74715,0.84391
1986,30-45 y.,Primary Level,SPD,0.15580,45,268,0.11230,0.19930
1986,30-45 y.,Lower Secondary Level,Not leaning towards specific party,0.48912,357,600,0.44909,0.52915
1986,30-45 y.,Lower Secondary Level,SPD,0.29688,161,600,0.26029,0.33347
1986,30-45 y.,Lower Secondary Level,CDU/CSU,0.17670,82,600,0.14615,0.20724
1986,30-45 y.,Upper Secondary Level,Not leaning towards specific party,0.37288,670,1616,0.34930,0.39647
1986,30-45 y.,Upper Secondary Level,SPD,0.32082,535,1616,0.29805,0.34358
1986,30-45 y.,Upper Secondary Level,CDU/CSU,0.25504,374,1616,0.23378,0.27630
1986,30-45 y.,Upper Secondary Level,Bündnis90/Grüne,0.02444,37,1616,0.01691,0.03197
1986,30-45 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.35710,42,42,0.21044,0.50377
1986,30-45 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.36951,79,185,0.29977,0.43925
1986,30-45 y.,First Stage of Tertiary Education,SPD,0.22676,48,185,0.16625,0.28726
1986,30-45 y.,First Stage of Tertiary Education,CDU/CSU,0.28070,58,185,0.21577,0.34562
1986,30-45 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.27873,105,343,0.23121,0.32625
1986,30-45 y.,Second Stage of Tertiary Education,SPD,0.27702,108,343,0.22959,0.32445
1986,30-45 y.,Second Stage of Tertiary Education,CDU/CSU,0.19246,74,343,0.15068,0.23424
1986,30-45 y.,Second Stage of Tertiary Education,Bündnis90/Grüne,0.14779,56,343,0.11018,0.18540
1986,46-65 y.,Primary Level,Not leaning towards specific party,0.73245,242,307,0.68285,0.78205
1986,46-65 y.,Primary Level,SPD,0.22100,65,307,0.17451,0.26749
1986,46-65 y.,Lower Secondary Level,Not leaning towards specific party,0.37614,408,926,0.34492,0.40736
1986,46-65 y.,Lower Secondary Level,SPD,0.29326,267,926,0.26392,0.32260
1986,46-65 y.,Lower Secondary Level,CDU/CSU,0.30665,251,926,0.27693,0.33636
1986,46-65 y.,Upper Secondary Level,Not leaning towards specific party,0.34001,538,1412,0.31529,0.36472
1986,46-65 y.,Upper Secondary Level,SPD,0.30933,442,1412,0.28521,0.33345
1986,46-65 y.,Upper Secondary Level,CDU/CSU,0.31000,432,1412,0.28587,0.33413
1986,46-65 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.31019,56,187,0.24371,0.37667
1986,46-65 y.,First Stage of Tertiary Education,SPD,0.18584,38,187,0.12994,0.24174
1986,46-65 y.,First Stage of Tertiary Education,CDU/CSU,0.46933,93,187,0.39761,0.54106
1986,46-65 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.27317,66,204,0.21187,0.33447
1986,46-65 y.,Second Stage of Tertiary Education,SPD,0.20547,50,204,0.14988,0.26105
1986,46-65 y.,Second Stage of Tertiary Education,CDU/CSU,0.42432,88,204,0.35633,0.49231
1986,66 and older,Lower Secondary Level,Not leaning towards specific party,0.42781,174,387,0.37845,0.47716
1986,66 and older,Lower Secondary Level,SPD,0.26832,104,387,0.22412,0.31252
1986,66 and older,Lower Secondary Level,CDU/CSU,0.28660,109,387,0.24149,0.33171
1986,66 and older,Upper Secondary Level,Not leaning towards specific party,0.36559,177,442,0.32064,0.41054
1986,66 and older,Upper Secondary Level,SPD,0.27153,128,442,0.23002,0.31304
1986,66 and older,Upper Secondary Level,CDU/CSU,0.29361,137,442,0.25111,0.33612
1987,17-29 y.,Pre-primary Level,Not leaning towards specific party,0.49930,107,144,0.41734,0.58125
1987,17-29 y.,Pre-primary Level,SPD,0.19359,37,144,0.12883,0.25835
1987,17-29 y.,Primary Level,Not leaning towards specific party,0.74785,103,103,0.66357,0.83212
1987,17-29 y.,Lower Secondary Level,Not leaning towards specific party,0.56919,580,912,0.53703,0.60134
1987,17-29 y.,Lower Secondary Level,SPD,0.18886,171,912,0.16345,0.21428
1987,17-29 y.,Lower Secondary Level,CDU/CSU,0.16724,109,912,0.14301,0.19147
1987,17-29 y.,Lower Secondary Level,Bündnis90/Grüne,0.05991,52,912,0.04450,0.07533
1987,17-29 y.,Upper Secondary Level,Not leaning towards specific party,0.44073,654,1361,0.41434,0.46712
1987,17-29 y.,Upper Secondary Level,SPD,0.21750,311,1361,0.19557,0.23942
1987,17-29 y.,Upper Secondary Level,CDU/CSU,0.22630,277,1361,0.20406,0.24853
1987,17-29 y.,Upper Secondary Level,Bündnis90/Grüne,0.08237,119,1361,0.06776,0.09698
1987,17-29 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.38110,42,42,0.23244,0.52976
1987,17-29 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.50432,43,43,0.35311,0.65553
1987,17-29 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.39003,36,36,0.22843,0.55162
1987,30-45 y.,Primary Level,Not leaning towards specific party,0.76620,216,265,0.71515,0.81726
1987,30-45 y.,Primary Level,SPD,0.19645,49,265,0.14852,0.24438
1987,30-45 y.,Lower Secondary Level,Not leaning towards specific party,0.46544,330,568,0.42438,0.50649
1987,30-45 y.,Lower Secondary Level,SPD,0.29592,156,568,0.25835,0.33349
1987,30-45 y.,Lower Secondary Level,CDU/CSU,0.19831,82,568,0.16549,0.23113
1987,30-45 y.,Upper Secondary Level,Not leaning towards specific party,0.32851,603,1587,0.30539,0.35162
1987,30-45 y.,Upper Secondary Level,SPD,0.31478,488,1587,0.29192,0.33764
1987,30-45 y.,Upper Secondary Level,CDU/CSU,0.27584,393,1587,0.25385,0.29784
1987,30-45 y.,Upper Secondary Level,FDP,0.02786,41,1587,0.01976,0.03596
1987,30-45 y.,Upper Secondary Level,Bündnis90/Grüne,0.04220,62,1587,0.03231,0.05210
1987,30-45 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.41109,45,45,0.26570,0.55647
1987,30-45 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.26962,63,183,0.20515,0.33409
1987,30-45 y.,First Stage of Tertiary Education,SPD,0.23642,53,183,0.17469,0.29815
1987,30-45 y.,First Stage of Tertiary Education,CDU/CSU,0.34637,67,183,0.27724,0.41550
1987,30-45 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.25359,100,358,0.20846,0.29872
1987,30-45 y.,Second Stage of Tertiary Education,SPD,0.25781,94,358,0.21243,0.30319
1987,30-45 y.,Second Stage of Tertiary Education,CDU/CSU,0.19709,70,358,0.15583,0.23836
1987,30-45 y.,Second Stage of Tertiary Education,FDP,0.09891,32,358,0.06794,0.12988
1987,30-45 y.,Second Stage of Tertiary Education,Bündnis90/Grüne,0.16630,62,358,0.12767,0.20492
1987,46-65 y.,Primary Level,Not leaning towards specific party,0.68634,239,298,0.63357,0.73911
1987,46-65 y.,Primary Level,SPD,0.19224,59,298,0.14742,0.23706
1987,46-65 y.,Lower Secondary Level,Not leaning towards specific party,0.33722,383,885,0.30606,0.36839
1987,46-65 y.,Lower Secondary Level,SPD,0.29543,248,885,0.26535,0.32550
1987,46-65 y.,Lower Secondary Level,CDU/CSU,0.32768,254,885,0.29674,0.35862
1987,46-65 y.,Upper Secondary Level,Not leaning towards specific party,0.27256,461,1435,0.24952,0.29561
1987,46-65 y.,Upper Secondary Level,SPD,0.32036,454,1435,0.29620,0.34451
1987,46-65 y.,Upper Secondary Level,CDU/CSU,0.34235,469,1435,0.31779,0.36691
1987,46-65 y.,Upper Secondary Level,FDP,0.04081,51,1435,0.03057,0.05105
1987,46-65 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.26494,50,172,0.19879,0.33108
1987,46-65 y.,First Stage of Tertiary Education,SPD,0.15708,33,172,0.10254,0.21162
1987,46-65 y.,First Stage of Tertiary Education,CDU/CSU,0.48622,89,172,0.41130,0.56113
1987,46-65 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.23997,53,190,0.17909,0.30086
1987,46-65 y.,Second Stage of Tertiary Education,SPD,0.19398,50,190,0.13760,0.25035
1987,46-65 y.,Second Stage of Tertiary Education,CDU/CSU,0.40221,87,190,0.33230,0.47212
1987,66 and older,Lower Secondary Level,Not leaning towards specific party,0.36645,153,394,0.31881,0.41408
1987,66 and older,Lower Secondary Level,SPD,0.31975,125,394,0.27364,0.36586
1987,66 and older,Lower Secondary Level,CDU/CSU,0.28391,116,394,0.23933,0.32849
1987,66 and older,Upper Secondary Level,Not leaning towards specific party,0.30593,160,463,0.26391,0.34795
1987,66 and older,Upper Secondary Level,SPD,0.25536,128,463,0.21559,0.29512
1987,66 and older,Upper Secondary Level,CDU/CSU,0.35388,175,463,0.31027,0.39748
1987,66 and older,Second Stage of Tertiary Education,CDU/CSU,0.49401,31,31,0.31510,0.67292
1988,17-29 y.,Pre-primary Level,Not leaning towards specific party,0.67844,113,113,0.59194,0.76495
1988,17-29 y.,Primary Level,Not leaning towards specific party,0.71142,95,95,0.61982,0.80302
1988,17-29 y.,Lower Secondary Level,Not leaning towards specific party,0.66988,643,882,0.63883,0.70093
1988,17-29 y.,Lower Secondary Level,SPD,0.14843,150,882,0.12495,0.17191
1988,17-29 y.,Lower Secondary Level,CDU/CSU,0.13863,89,882,0.11582,0.16145
1988,17-29 y.,Upper Secondary Level,Not leaning towards specific party,0.47890,670,1277,0.45149,0.50631
1988,17-29 y.,Upper Secondary Level,SPD,0.25271,322,1277,0.22887,0.27656
1988,17-29 y.,Upper Secondary Level,CDU/CSU,0.17564,205,1277,0.15476,0.19652
1988,17-29 y.,Upper Secondary Level,Bündnis90/Grüne,0.06566,80,1277,0.05207,0.07925
1988,17-29 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.41789,46,46,0.27379,0.56200
1988,17-29 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.56928,43,43,0.41953,0.71904
1988,17-29 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.45875,37,37,0.29597,0.62152
1988,30-45 y.,Primary Level,Not leaning towards specific party,0.77854,192,225,0.72417,0.83292
1988,30-45 y.,Primary Level,SPD,0.16348,33,225,0.11506,0.21191
1988,30-45 y.,Lower Secondary Level,Not leaning towards specific party,0.49814,322,513,0.45483,0.54145
1988,30-45 y.,Lower Secondary Level,SPD,0.28632,128,513,0.24717,0.32548
1988,30-45 y.,Lower Secondary Level,CDU/CSU,0.17733,63,513,0.14425,0.21042
1988,30-45 y.,Upper Secondary Level,Not leaning towards specific party,0.38467,626,1462,0.35972,0.40961
1988,30-45 y.,Upper Secondary Level,SPD,0.32429,482,1462,0.30029,0.34829
1988,30-45 y.,Upper Secondary Level,CDU/CSU,0.21429,298,1462,0.19325,0.23533
1988,30-45 y.,Upper Secondary Level,Bündnis90/Grüne,0.04211,56,1462,0.03182,0.05241
1988,30-45 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.30711,35,35,0.15205,0.46217
1988,30-45 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.29679,66,184,0.23060,0.36298
1988,30-45 y.,First Stage of Tertiary Education,SPD,0.24699,58,184,0.18451,0.30948
1988,30-45 y.,First Stage of Tertiary Education,CDU/CSU,0.32033,60,184,0.25273,0.38794
1988,30-45 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.25580,98,308,0.20699,0.30460
1988,30-45 y.,Second Stage of Tertiary Education,SPD,0.27782,98,308,0.22772,0.32793
1988,30-45 y.,Second Stage of Tertiary Education,CDU/CSU,0.19297,62,308,0.14883,0.23712
1988,30-45 y.,Second Stage of Tertiary Education,Bündnis90/Grüne,0.15202,50,308,0.11186,0.19219
1988,46-65 y.,Primary Level,Not leaning towards specific party,0.77920,246,300,0.73218,0.82622
1988,46-65 y.,Primary Level,SPD,0.19949,54,300,0.15419,0.24478
1988,46-65 y.,Lower Secondary Level,Not leaning towards specific party,0.33944,367,868,0.30792,0.37096
1988,46-65 y.,Lower Secondary Level,SPD,0.34109,284,868,0.30954,0.37265
1988,46-65 y.,Lower Secondary Level,CDU/CSU,0.29378,217,868,0.26346,0.32410
1988,46-65 y.,Upper Secondary Level,Not leaning towards specific party,0.33035,513,1412,0.30580,0.35489
1988,46-65 y.,Upper Secondary Level,SPD,0.32842,460,1412,0.30391,0.35292
1988,46-65 y.,Upper Secondary Level,CDU/CSU,0.29677,398,1412,0.27293,0.32060
1988,46-65 y.,Upper Secondary Level,FDP,0.03148,41,1412,0.02237,0.04059
1988,46-65 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.27293,48,166,0.20496,0.34091
1988,46-65 y.,First Stage of Tertiary Education,SPD,0.21013,39,166,0.14797,0.27230
1988,46-65 y.,First Stage of Tertiary Education,CDU/CSU,0.42351,79,166,0.34812,0.49891
1988,46-65 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.24793,57,204,0.18852,0.30733
1988,46-65 y.,Second Stage of Tertiary Education,SPD,0.26622,61,204,0.20542,0.32702
1988,46-65 y.,Second Stage of Tertiary Education,CDU/CSU,0.38768,86,204,0.32066,0.45471
1988,66 and older,Lower Secondary Level,Not leaning towards specific party,0.35263,143,374,0.30414,0.40112
1988,66 and older,Lower Secondary Level,SPD,0.36006,129,374,0.31134,0.40877
1988,66 and older,Lower Secondary Level,CDU/CSU,0.26975,102,374,0.22470,0.31479
1988,66 and older,Upper Secondary Level,Not leaning towards specific party,0.35741,178,458,0.31347,0.40135
1988,66 and older,Upper Secondary Level,SPD,0.24893,126,458,0.20929,0.28858
1988,66 and older,Upper Secondary Level,CDU/CSU,0.31411,154,458,0.27155,0.35667
1988,66 and older,Second Stage of Tertiary Education,CDU/CSU,0.55124,33,33,0.37891,0.72357
1989,17-29 y.,Pre-primary Level,Not leaning towards specific party,0.64164,117,117,0.55438,0.72890
1989,17-29 y.,Primary Level,Not leaning towards specific party,0.67377,85,85,0.57350,0.77403
1989,17-29 y.,Lower Secondary Level,Not leaning towards specific party,0.67875,576,830,0.64696,0.71054
1989,17-29 y.,Lower Secondary Level,SPD,0.13795,158,830,0.11447,0.16142
1989,17-29 y.,Lower Secondary Level,CDU/CSU,0.08832,50,830,0.06901,0.10764
1989,17-29 y.,Lower Secondary Level,Bündnis90/Grüne,0.05161,46,830,0.03655,0.06667
1989,17-29 y.,Upper Secondary Level,Not leaning towards specific party,0.53975,742,1266,0.51228,0.56722
1989,17-29 y.,Upper Secondary Level,SPD,0.21792,289,1266,0.19517,0.24067
1989,17-29 y.,Upper Secondary Level,CDU/CSU,0.13920,160,1266,0.12012,0.15827
1989,17-29 y.,Upper Secondary Level,Bündnis90/Grüne,0.06503,75,1266,0.05144,0.07862
1989,17-29 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.41407,53,53,0.28019,0.54795
1989,17-29 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.61086,46,46,0.46840,0.75331
1989,17-29 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.45167,33,33,0.27924,0.62410
1989,30-45 y.,Primary Level,Not leaning towards specific party,0.74670,157,210,0.68774,0.80566
1989,30-45 y.,Primary Level,SPD,0.22685,53,210,0.17008,0.28363
1989,30-45 y.,Lower Secondary Level,Not leaning towards specific party,0.52188,298,465,0.47642,0.56733
1989,30-45 y.,Lower Secondary Level,SPD,0.25287,114,465,0.21332,0.29241
1989,30-45 y.,Lower Secondary Level,CDU/CSU,0.14788,53,465,0.11558,0.18018
1989,30-45 y.,Upper Secondary Level,Not leaning towards specific party,0.36974,592,1405,0.34449,0.39499
1989,30-45 y.,Upper Secondary Level,SPD,0.33483,488,1405,0.31014,0.35952
1989,30-45 y.,Upper Secondary Level,CDU/CSU,0.20981,274,1405,0.18851,0.23110
1989,30-45 y.,Upper Secondary Level,Bündnis90/Grüne,0.03613,51,1405,0.02637,0.04589
1989,30-45 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.31555,37,37,0.16374,0.46737
1989,30-45 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.35796,71,174,0.28652,0.42940
1989,30-45 y.,First Stage of Tertiary Education,SPD,0.26964,57,174,0.20351,0.33577
