year,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,4th Quintile,Bündnis90/Grüne,0.02806,87,2568,0.02167,0.03445
1992,5th Quintile,Not leaning towards specific party,0.37129,1085,2338,0.35170,0.39088
1992,5th Quintile,SPD,0.19218,515,2338,0.17621,0.20816
1992,5th Quintile,CDU/CSU,0.24733,567,2338,0.22983,0.26482
1992,5th Quintile,FDP,0.03874,89,2338,0.03092,0.04657
1992,5th Quintile,Bündnis90/Grüne,0.02885,82,2338,0.02206,0.03563
1993,1st Quintile,Not leaning towards specific party,0.51954,1857,2586,0.50028,0.53880
1993,1st Quintile,SPD,0.11896,371,2586,0.10648,0.13144
1993,1st Quintile,CDU/CSU,0.08310,221,2586,0.07246,0.09374
1993,1st Quintile,Bündnis90/Grüne,0.02381,69,2586,0.01793,0.02968
1993,1st Quintile,PDS/Linke,0.00992,35,2586,0.00610,0.01374
1993,1st Quintile,Far right parties,0.01249,33,2586,0.00821,0.01677
1993,2nd Quintile,Not leaning towards specific party,0.47644,1888,2780,0.45787,0.49501
1993,2nd Quintile,SPD,0.13564,432,2780,0.12291,0.14837
1993,2nd Quintile,CDU/CSU,0.10975,311,2780,0.09813,0.12137
1993,2nd Quintile,FDP,0.01166,31,2780,0.00767,0.01565
1993,2nd Quintile,Bündnis90/Grüne,0.01937,70,2780,0.01424,0.02449
1993,2nd Quintile,PDS/Linke,0.01133,48,2780,0.00739,0.01526
1993,3rd Quintile,Not leaning towards specific party,0.46000,1672,2572,0.44073,0.47927
1993,3rd Quintile,SPD,0.16084,486,2572,0.14664,0.17504
1993,3rd Quintile,CDU/CSU,0.12004,307,2572,0.10748,0.13261
1993,3rd Quintile,Bündnis90/Grüne,0.02869,107,2572,0.02224,0.03514
1993,4th Quintile,Not leaning towards specific party,0.46272,1550,2571,0.44344,0.48199
1993,4th Quintile,SPD,0.16563,476,2571,0.15126,0.18000
1993,4th Quintile,CDU/CSU,0.14859,376,2571,0.13483,0.16234
1993,4th Quintile,FDP,0.01793,42,2571,0.01280,0.02306
1993,4th Quintile,Bündnis90/Grüne,0.03822,93,2571,0.03081,0.04563
1993,4th Quintile,Far right parties,0.01278,34,2571,0.00844,0.01712
1993,5th Quintile,Not leaning towards specific party,0.40416,1196,2346,0.38430,0.42402
1993,5th Quintile,SPD,0.17839,449,2346,0.16289,0.19388
1993,5th Quintile,CDU/CSU,0.21358,484,2346,0.19699,0.23017
1993,5th Quintile,FDP,0.03750,86,2346,0.02981,0.04519
1993,5th Quintile,Bündnis90/Grüne,0.03374,98,2346,0.02643,0.04105
1993,5th Quintile,Far right parties,0.01541,33,2346,0.01042,0.02039
1994,1st Quintile,Not leaning towards specific party,0.49909,1764,2459,0.47933,0.51886
1994,1st Quintile,SPD,0.13287,363,2459,0.11945,0.14629
1994,1st Quintile,CDU/CSU,0.08782,224,2459,0.07664,0.09901
1994,1st Quintile,Bündnis90/Grüne,0.02162,66,2459,0.01587,0.02737
1994,1st Quintile,PDS/Linke,0.01270,42,2459,0.00827,0.01712
1994,2nd Quintile,Not leaning towards specific party,0.45834,1767,2649,0.43936,0.47731
1994,2nd Quintile,SPD,0.15997,488,2649,0.14600,0.17393
1994,2nd Quintile,CDU/CSU,0.11064,280,2649,0.09869,0.12259
1994,2nd Quintile,Bündnis90/Grüne,0.01825,63,2649,0.01315,0.02335
1994,2nd Quintile,PDS/Linke,0.01301,51,2649,0.00869,0.01733
1994,3rd Quintile,Not leaning towards specific party,0.42834,1601,2633,0.40943,0.44724
1994,3rd Quintile,SPD,0.18984,519,2633,0.17486,0.20482
1994,3rd Quintile,CDU/CSU,0.12579,353,2633,0.11312,0.13846
1994,3rd Quintile,Bündnis90/Grüne,0.03328,103,2633,0.02643,0.04013
1994,3rd Quintile,PDS/Linke,0.01046,57,2633,0.00657,0.01434
1994,4th Quintile,Not leaning towards specific party,0.44107,1463,2492,0.42157,0.46057
1994,4th Quintile,SPD,0.18571,530,2492,0.17044,0.20098
1994,4th Quintile,CDU/CSU,0.14152,335,2492,0.12783,0.15520
1994,4th Quintile,FDP,0.01622,36,2492,0.01126,0.02118
1994,4th Quintile,Bündnis90/Grüne,0.03618,91,2492,0.02884,0.04351
1994,4th Quintile,PDS/Linke,0.01074,37,2492,0.00669,0.01479
1994,5th Quintile,Not leaning towards specific party,0.37540,1126,2341,0.35578,0.39502
1994,5th Quintile,SPD,0.19464,504,2341,0.17860,0.21068
1994,5th Quintile,CDU/CSU,0.24424,553,2341,0.22684,0.26165
1994,5th Quintile,FDP,0.02808,65,2341,0.02139,0.03477
1994,5th Quintile,Bündnis90/Grüne,0.03510,93,2341,0.02764,0.04256
1995,1st Quintile,Not leaning towards specific party,0.45274,1683,2500,0.43322,0.47226
1995,1st Quintile,SPD,0.12700,368,2500,0.11394,0.14005
1995,1st Quintile,CDU/CSU,0.11517,316,2500,0.10266,0.12769
1995,1st Quintile,Bündnis90/Grüne,0.02879,85,2500,0.02224,0.03535
1995,1st Quintile,PDS/Linke,0.01341,48,2500,0.00890,0.01792
1995,2nd Quintile,Not leaning towards specific party,0.42209,1738,2814,0.40384,0.44035
1995,2nd Quintile,SPD,0.17926,555,2814,0.16508,0.19343
1995,2nd Quintile,CDU/CSU,0.12635,371,2814,0.11407,0.13863
1995,2nd Quintile,Bündnis90/Grüne,0.02466,85,2814,0.01893,0.03039
1995,2nd Quintile,PDS/Linke,0.01565,65,2814,0.01107,0.02024
1995,3rd Quintile,Not leaning towards specific party,0.39617,1507,2669,0.37761,0.41473
1995,3rd Quintile,SPD,0.19484,554,2669,0.17981,0.20987
1995,3rd Quintile,CDU/CSU,0.14739,424,2669,0.13394,0.16084
1995,3rd Quintile,Bündnis90/Grüne,0.03932,116,2669,0.03194,0.04669
1995,3rd Quintile,PDS/Linke,0.01472,68,2669,0.01015,0.01929
1995,4th Quintile,Not leaning towards specific party,0.41018,1423,2647,0.39144,0.42892
1995,4th Quintile,SPD,0.19240,527,2647,0.17738,0.20742
1995,4th Quintile,CDU/CSU,0.17641,486,2647,0.16189,0.19094
1995,4th Quintile,FDP,0.01682,38,2647,0.01192,0.02172
1995,4th Quintile,Bündnis90/Grüne,0.04068,114,2647,0.03316,0.04821
1995,4th Quintile,PDS/Linke,0.01436,59,2647,0.00983,0.01889
1995,5th Quintile,Not leaning towards specific party,0.34459,1073,2424,0.32567,0.36351
1995,5th Quintile,SPD,0.18457,491,2424,0.16912,0.20002
1995,5th Quintile,CDU/CSU,0.26830,643,2424,0.25066,0.28594
1995,5th Quintile,FDP,0.02220,55,2424,0.01633,0.02806
1995,5th Quintile,Bündnis90/Grüne,0.05941,162,2424,0.05000,0.06882
1996,1st Quintile,Not leaning towards specific party,0.48682,1769,2506,0.46724,0.50639
1996,1st Quintile,SPD,0.10785,325,2506,0.09571,0.12000
1996,1st Quintile,CDU/CSU,0.11109,285,2506,0.09879,0.12340
1996,1st Quintile,Bündnis90/Grüne,0.03140,84,2506,0.02457,0.03823
1996,1st Quintile,PDS/Linke,0.01241,43,2506,0.00807,0.01674
1996,2nd Quintile,Not leaning towards specific party,0.44770,1762,2691,0.42891,0.46650
1996,2nd Quintile,SPD,0.13422,399,2691,0.12134,0.14711
1996,2nd Quintile,CDU/CSU,0.13217,380,2691,0.11937,0.14497
1996,2nd Quintile,Bündnis90/Grüne,0.02967,94,2691,0.02326,0.03608
1996,2nd Quintile,PDS/Linke,0.01269,56,2691,0.00846,0.01693
1996,3rd Quintile,Not leaning towards specific party,0.43128,1548,2609,0.41227,0.45029
1996,3rd Quintile,SPD,0.18086,491,2609,0.16609,0.19563
1996,3rd Quintile,CDU/CSU,0.14296,393,2609,0.12953,0.15640
1996,3rd Quintile,Bündnis90/Grüne,0.03460,101,2609,0.02759,0.04162
1996,3rd Quintile,PDS/Linke,0.01782,76,2609,0.01274,0.02289
1996,4th Quintile,Not leaning towards specific party,0.40095,1446,2673,0.38237,0.41953
1996,4th Quintile,SPD,0.16646,463,2673,0.15233,0.18058
1996,4th Quintile,CDU/CSU,0.19824,533,2673,0.18312,0.21336
1996,4th Quintile,FDP,0.01486,33,2673,0.01027,0.01945
1996,4th Quintile,Bündnis90/Grüne,0.04020,124,2673,0.03276,0.04765
1996,4th Quintile,PDS/Linke,0.01840,74,2673,0.01331,0.02350
1996,5th Quintile,Not leaning towards specific party,0.36388,1065,2346,0.34441,0.38336
1996,5th Quintile,SPD,0.16921,457,2346,0.15403,0.18438
1996,5th Quintile,CDU/CSU,0.26121,607,2346,0.24343,0.27899
1996,5th Quintile,FDP,0.02390,49,2346,0.01771,0.03008
1996,5th Quintile,Bündnis90/Grüne,0.06246,168,2346,0.05267,0.07225
1997,1st Quintile,Not leaning towards specific party,0.48993,1683,2338,0.46966,0.51020
1997,1st Quintile,SPD,0.12461,304,2338,0.11122,0.13800
1997,1st Quintile,CDU/CSU,0.10102,261,2338,0.08881,0.11324
1997,1st Quintile,Bündnis90/Grüne,0.01968,47,2338,0.01405,0.02531
1997,1st Quintile,PDS/Linke,0.01199,43,2338,0.00757,0.01640
1997,2nd Quintile,Not leaning towards specific party,0.46973,1850,2736,0.45103,0.48844
1997,2nd Quintile,SPD,0.16728,467,2736,0.15329,0.18126
1997,2nd Quintile,CDU/CSU,0.10827,305,2736,0.09663,0.11992
1997,2nd Quintile,Bündnis90/Grüne,0.02106,73,2736,0.01568,0.02644
1997,2nd Quintile,PDS/Linke,0.00894,41,2736,0.00541,0.01246
1997,3rd Quintile,Not leaning towards specific party,0.43368,1550,2502,0.41425,0.45310
1997,3rd Quintile,SPD,0.17571,456,2502,0.16079,0.19062
1997,3rd Quintile,CDU/CSU,0.13297,351,2502,0.11966,0.14628
1997,3rd Quintile,Bündnis90/Grüne,0.03300,95,2502,0.02600,0.04000
1997,3rd Quintile,PDS/Linke,0.01156,50,2502,0.00737,0.01574
1997,4th Quintile,Not leaning towards specific party,0.43211,1502,2614,0.41312,0.45110
1997,4th Quintile,SPD,0.15746,460,2614,0.14350,0.17143
1997,4th Quintile,CDU/CSU,0.17808,445,2614,0.16341,0.19275
1997,4th Quintile,Bündnis90/Grüne,0.05151,134,2614,0.04304,0.05999
1997,4th Quintile,PDS/Linke,0.01716,73,2614,0.01218,0.02214
1997,5th Quintile,Not leaning towards specific party,0.37360,1167,2405,0.35426,0.39294
1997,5th Quintile,SPD,0.17814,447,2405,0.16285,0.19344
1997,5th Quintile,CDU/CSU,0.25000,574,2405,0.23269,0.26731
1997,5th Quintile,FDP,0.02115,49,2405,0.01540,0.02690
1997,5th Quintile,Bündnis90/Grüne,0.05376,136,2405,0.04475,0.06278
1997,5th Quintile,PDS/Linke,0.00712,32,2405,0.00376,0.01048
1998,1st Quintile,Not leaning towards specific party,0.50274,1677,2274,0.48218,0.52329
1998,1st Quintile,SPD,0.12973,340,2274,0.11592,0.14354
1998,1st Quintile,CDU/CSU,0.08051,202,2274,0.06932,0.09169
1998,1st Quintile,Bündnis90/Grüne,0.02312,55,2274,0.01694,0.02929
1998,2nd Quintile,Not leaning towards specific party,0.46095,1716,2501,0.44141,0.48049
1998,2nd Quintile,SPD,0.14990,416,2501,0.13590,0.16389
1998,2nd Quintile,CDU/CSU,0.11011,272,2501,0.09784,0.12238
1998,2nd Quintile,Bündnis90/Grüne,0.02200,62,2501,0.01625,0.02775
1998,2nd Quintile,PDS/Linke,0.00930,35,2501,0.00553,0.01306
1998,3rd Quintile,Not leaning towards specific party,0.42174,1495,2485,0.40232,0.44116
1998,3rd Quintile,SPD,0.20444,505,2485,0.18858,0.22030
1998,3rd Quintile,CDU/CSU,0.13003,335,2485,0.11680,0.14326
1998,3rd Quintile,Bündnis90/Grüne,0.03059,87,2485,0.02381,0.03736
1998,3rd Quintile,PDS/Linke,0.01403,63,2485,0.00941,0.01866
1998,4th Quintile,Not leaning towards specific party,0.43842,1421,2528,0.41907,0.45776
1998,4th Quintile,SPD,0.19186,530,2528,0.17651,0.20721
1998,4th Quintile,CDU/CSU,0.15304,394,2528,0.13901,0.16708
1998,4th Quintile,Bündnis90/Grüne,0.04190,115,2528,0.03409,0.04971
1998,4th Quintile,PDS/Linke,0.01855,68,2528,0.01329,0.02381
1998,5th Quintile,Not leaning towards specific party,0.36078,1063,2211,0.34075,0.38080
1998,5th Quintile,SPD,0.17848,444,2211,0.16252,0.19444
1998,5th Quintile,CDU/CSU,0.24167,518,2211,0.22382,0.25952
1998,5th Quintile,FDP,0.02791,55,2211,0.02104,0.03478
