year,bula_h,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Hesse,Bündnis90/Grüne,0.05886,69,1025,0.04444,0.07327
1987,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.35615,344,716,0.32105,0.39126
1987,"Rhineland-Palatinate, Saarland",SPD,0.21229,194,716,0.18231,0.24226
1987,"Rhineland-Palatinate, Saarland",CDU/CSU,0.22704,178,716,0.19633,0.25774
1987,Baden-Wuerttemberg,Not leaning towards specific party,0.36778,1031,1947,0.34636,0.38921
1987,Baden-Wuerttemberg,SPD,0.16019,397,1947,0.14390,0.17649
1987,Baden-Wuerttemberg,CDU/CSU,0.21952,395,1947,0.20113,0.23791
1987,Baden-Wuerttemberg,FDP,0.03257,58,1947,0.02468,0.04045
1987,Baden-Wuerttemberg,Bündnis90/Grüne,0.02748,66,1947,0.02022,0.03475
1987,Bavaria,Not leaning towards specific party,0.30461,738,1698,0.28271,0.32650
1987,Bavaria,SPD,0.14767,286,1698,0.13079,0.16455
1987,Bavaria,CDU/CSU,0.30462,551,1698,0.28272,0.32652
1987,Bavaria,FDP,0.02899,50,1698,0.02101,0.03697
1987,Bavaria,Bündnis90/Grüne,0.02913,73,1698,0.02113,0.03713
1987,Berlin,Not leaning towards specific party,0.33234,160,320,0.28064,0.38403
1987,Berlin,SPD,0.24513,100,320,0.19792,0.29234
1987,Berlin,CDU/CSU,0.17672,60,320,0.13486,0.21857
1988,Schleswig-Holstein,Not leaning towards specific party,0.24451,116,299,0.19571,0.29330
1988,Schleswig-Holstein,SPD,0.31362,122,299,0.26094,0.36630
1988,Schleswig-Holstein,CDU/CSU,0.17554,61,299,0.13234,0.21873
1988,Hamburg,Not leaning towards specific party,0.31378,79,188,0.24727,0.38029
1988,Hamburg,SPD,0.29329,68,188,0.22803,0.35854
1988,Hamburg,CDU/CSU,0.21786,41,188,0.15870,0.27703
1988,Lower Saxony,Not leaning towards specific party,0.31364,440,1007,0.28497,0.34232
1988,Lower Saxony,SPD,0.26049,313,1007,0.23337,0.28761
1988,Lower Saxony,CDU/CSU,0.20835,223,1007,0.18325,0.23344
1988,Lower Saxony,Bündnis90/Grüne,0.02307,31,1007,0.01379,0.03235
1988,Bremen,SPD,0.48499,50,50,0.34505,0.62493
1988,North Rhine-Westphalia,Not leaning towards specific party,0.29765,1175,2669,0.28030,0.31500
1988,North Rhine-Westphalia,SPD,0.25986,784,2669,0.24322,0.27650
1988,North Rhine-Westphalia,CDU/CSU,0.20875,551,2669,0.19333,0.22417
1988,North Rhine-Westphalia,FDP,0.02192,58,2669,0.01636,0.02747
1988,North Rhine-Westphalia,Bündnis90/Grüne,0.03114,101,2669,0.02455,0.03773
1988,Hesse,Not leaning towards specific party,0.37695,550,980,0.34659,0.40731
1988,Hesse,SPD,0.22970,244,980,0.20335,0.25605
1988,Hesse,CDU/CSU,0.15388,135,980,0.13128,0.17649
1988,Hesse,Bündnis90/Grüne,0.04678,51,980,0.03355,0.06001
1988,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.37622,349,693,0.34012,0.41231
1988,"Rhineland-Palatinate, Saarland",SPD,0.24906,216,693,0.21684,0.28129
1988,"Rhineland-Palatinate, Saarland",CDU/CSU,0.18097,128,693,0.15228,0.20965
1988,Baden-Wuerttemberg,Not leaning towards specific party,0.38268,1016,1866,0.36062,0.40474
1988,Baden-Wuerttemberg,SPD,0.16708,396,1866,0.15015,0.18401
1988,Baden-Wuerttemberg,CDU/CSU,0.21292,365,1866,0.19434,0.23150
1988,Baden-Wuerttemberg,FDP,0.02267,41,1866,0.01592,0.02943
1988,Baden-Wuerttemberg,Bündnis90/Grüne,0.02229,48,1866,0.01559,0.02899
1988,Bavaria,Not leaning towards specific party,0.34650,798,1618,0.32331,0.36970
1988,Bavaria,SPD,0.17258,305,1618,0.15416,0.19100
1988,Bavaria,CDU/CSU,0.25169,434,1618,0.23054,0.27285
1988,Bavaria,FDP,0.02415,40,1618,0.01667,0.03164
1988,Bavaria,Bündnis90/Grüne,0.01886,41,1618,0.01223,0.02549
1988,Berlin,Not leaning towards specific party,0.39749,163,302,0.34221,0.45278
1988,Berlin,SPD,0.23347,93,302,0.18568,0.28126
1988,Berlin,CDU/CSU,0.15248,46,302,0.11187,0.19309
1989,Schleswig-Holstein,Not leaning towards specific party,0.26863,119,276,0.21624,0.32102
1989,Schleswig-Holstein,SPD,0.30290,113,276,0.24859,0.35721
1989,Schleswig-Holstein,CDU/CSU,0.14011,44,276,0.09908,0.18113
1989,Hamburg,Not leaning towards specific party,0.37845,94,149,0.30031,0.45658
1989,Hamburg,SPD,0.26613,55,149,0.19493,0.33733
1989,Lower Saxony,Not leaning towards specific party,0.34905,457,930,0.31840,0.37970
1989,Lower Saxony,SPD,0.25094,293,930,0.22306,0.27882
1989,Lower Saxony,CDU/CSU,0.18742,180,930,0.16233,0.21252
1989,Bremen,Not leaning towards specific party,0.20171,32,80,0.11322,0.29020
1989,Bremen,SPD,0.40579,48,80,0.29751,0.51407
1989,North Rhine-Westphalia,Not leaning towards specific party,0.30465,1120,2597,0.28695,0.32236
1989,North Rhine-Westphalia,SPD,0.27175,827,2597,0.25463,0.28886
1989,North Rhine-Westphalia,CDU/CSU,0.19157,475,2597,0.17643,0.20671
1989,North Rhine-Westphalia,FDP,0.01356,40,2597,0.00911,0.01801
1989,North Rhine-Westphalia,Bündnis90/Grüne,0.03056,97,2597,0.02394,0.03718
1989,North Rhine-Westphalia,Others,0.01273,38,2597,0.00842,0.01704
1989,Hesse,Not leaning towards specific party,0.37820,523,965,0.34759,0.40882
1989,Hesse,SPD,0.23367,258,965,0.20696,0.26039
1989,Hesse,CDU/CSU,0.13831,121,965,0.11652,0.16011
1989,Hesse,Bündnis90/Grüne,0.05848,63,965,0.04367,0.07330
1989,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.38819,328,643,0.35049,0.42589
1989,"Rhineland-Palatinate, Saarland",SPD,0.24111,197,643,0.20802,0.27419
1989,"Rhineland-Palatinate, Saarland",CDU/CSU,0.17214,118,643,0.14294,0.20134
1989,Baden-Wuerttemberg,Not leaning towards specific party,0.40265,997,1770,0.37980,0.42550
1989,Baden-Wuerttemberg,SPD,0.16116,394,1770,0.14402,0.17829
1989,Baden-Wuerttemberg,CDU/CSU,0.18562,295,1770,0.16750,0.20374
1989,Baden-Wuerttemberg,Bündnis90/Grüne,0.01888,44,1770,0.01254,0.02523
1989,Baden-Wuerttemberg,Others,0.02618,40,1770,0.01874,0.03362
1989,Bavaria,Not leaning towards specific party,0.38483,816,1580,0.36084,0.40883
1989,Bavaria,SPD,0.14804,280,1580,0.13052,0.16555
1989,Bavaria,CDU/CSU,0.22310,384,1580,0.20257,0.24364
1989,Bavaria,Bündnis90/Grüne,0.02025,51,1580,0.01331,0.02720
1989,Bavaria,Others,0.03310,49,1580,0.02428,0.04193
1989,Berlin,Not leaning towards specific party,0.30213,133,293,0.24946,0.35479
1989,Berlin,SPD,0.27954,104,293,0.22807,0.33102
1989,Berlin,CDU/CSU,0.18140,56,293,0.13720,0.22560
1990,Schleswig-Holstein,Not leaning towards specific party,0.27363,106,262,0.21954,0.32771
1990,Schleswig-Holstein,SPD,0.30541,102,262,0.24953,0.36128
1990,Schleswig-Holstein,CDU/CSU,0.17175,54,262,0.12599,0.21751
1990,Hamburg,Not leaning towards specific party,0.30638,67,122,0.22424,0.38852
1990,Hamburg,SPD,0.29734,55,122,0.21590,0.37879
1990,Lower Saxony,Not leaning towards specific party,0.30918,406,921,0.27932,0.33905
1990,Lower Saxony,SPD,0.26976,296,921,0.24108,0.29844
1990,Lower Saxony,CDU/CSU,0.22150,219,921,0.19467,0.24834
1990,Bremen,Not leaning towards specific party,0.28981,41,83,0.19161,0.38801
1990,Bremen,SPD,0.35927,42,83,0.25542,0.46311
1990,North Rhine-Westphalia,Not leaning towards specific party,0.28142,1038,2520,0.26385,0.29898
1990,North Rhine-Westphalia,SPD,0.27822,833,2520,0.26072,0.29572
1990,North Rhine-Westphalia,CDU/CSU,0.20563,523,2520,0.18984,0.22141
1990,North Rhine-Westphalia,FDP,0.01752,51,2520,0.01240,0.02264
1990,North Rhine-Westphalia,Bündnis90/Grüne,0.02618,75,2520,0.01994,0.03241
1990,Hesse,Not leaning towards specific party,0.35828,495,944,0.32767,0.38888
1990,Hesse,SPD,0.26003,277,944,0.23203,0.28803
1990,Hesse,CDU/CSU,0.14745,126,944,0.12482,0.17008
1990,Hesse,Bündnis90/Grüne,0.03957,46,944,0.02712,0.05201
1990,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.37957,319,630,0.34164,0.41749
1990,"Rhineland-Palatinate, Saarland",SPD,0.22719,187,630,0.19444,0.25993
1990,"Rhineland-Palatinate, Saarland",CDU/CSU,0.19022,124,630,0.15955,0.22090
1990,Baden-Wuerttemberg,Not leaning towards specific party,0.38692,969,1771,0.36423,0.40961
1990,Baden-Wuerttemberg,SPD,0.18526,431,1771,0.16716,0.20336
1990,Baden-Wuerttemberg,CDU/CSU,0.18871,294,1771,0.17048,0.20694
1990,Baden-Wuerttemberg,FDP,0.02133,33,1771,0.01460,0.02807
1990,Baden-Wuerttemberg,Bündnis90/Grüne,0.02077,44,1771,0.01412,0.02741
1990,Bavaria,Not leaning towards specific party,0.36423,777,1553,0.34028,0.38817
1990,Bavaria,SPD,0.18240,321,1553,0.16318,0.20161
1990,Bavaria,CDU/CSU,0.22242,373,1553,0.20173,0.24311
1990,Bavaria,FDP,0.02218,32,1553,0.01485,0.02950
1990,Bavaria,Bündnis90/Grüne,0.01983,50,1553,0.01289,0.02677
1990,Berlin,Not leaning towards specific party,0.19618,138,298,0.15102,0.24134
1990,Berlin,SPD,0.18146,109,298,0.13763,0.22530
1990,Berlin,CDU/CSU,0.10069,51,298,0.06647,0.13491
1991,Schleswig-Holstein,Not leaning towards specific party,0.20522,78,239,0.15391,0.25653
1991,Schleswig-Holstein,SPD,0.27751,98,239,0.22062,0.33440
1991,Schleswig-Holstein,CDU/CSU,0.19258,63,239,0.14248,0.24268
1991,Hamburg,Not leaning towards specific party,0.39350,59,94,0.29421,0.49279
1991,Hamburg,SPD,0.22026,35,94,0.13603,0.30448
1991,Lower Saxony,Not leaning towards specific party,0.28648,312,791,0.25495,0.31801
1991,Lower Saxony,SPD,0.25286,264,791,0.22255,0.28317
1991,Lower Saxony,CDU/CSU,0.22313,215,791,0.19410,0.25216
1991,Bremen,SPD,0.32216,34,34,0.16272,0.48160
1991,North Rhine-Westphalia,Not leaning towards specific party,0.26641,704,1878,0.24641,0.28641
1991,North Rhine-Westphalia,SPD,0.23901,587,1878,0.21971,0.25830
1991,North Rhine-Westphalia,CDU/CSU,0.19927,477,1878,0.18120,0.21735
1991,North Rhine-Westphalia,FDP,0.02274,56,1878,0.01599,0.02948
1991,North Rhine-Westphalia,Bündnis90/Grüne,0.02071,54,1878,0.01427,0.02716
1991,Hesse,Not leaning towards specific party,0.30968,269,590,0.27234,0.34702
1991,Hesse,SPD,0.24215,205,590,0.20755,0.27674
1991,Hesse,CDU/CSU,0.14811,116,590,0.11942,0.17679
1991,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.33085,241,511,0.29001,0.37169
1991,"Rhineland-Palatinate, Saarland",SPD,0.21607,149,511,0.18035,0.25179
1991,"Rhineland-Palatinate, Saarland",CDU/CSU,0.19088,121,511,0.15677,0.22499
1991,Baden-Wuerttemberg,Not leaning towards specific party,0.33086,528,1123,0.30333,0.35839
1991,Baden-Wuerttemberg,SPD,0.13309,222,1123,0.11321,0.15297
1991,Baden-Wuerttemberg,CDU/CSU,0.19398,299,1123,0.17085,0.21712
1991,Baden-Wuerttemberg,FDP,0.03093,40,1123,0.02080,0.04106
1991,Baden-Wuerttemberg,Bündnis90/Grüne,0.02218,34,1123,0.01356,0.03079
1991,Bavaria,Not leaning towards specific party,0.34998,578,1254,0.32357,0.37639
1991,Bavaria,SPD,0.14353,228,1254,0.12412,0.16295
1991,Bavaria,CDU/CSU,0.22641,379,1254,0.20324,0.24958
1991,Bavaria,FDP,0.02077,33,1254,0.01288,0.02867
1991,Bavaria,Bündnis90/Grüne,0.02126,36,1254,0.01327,0.02925
1991,Berlin,Not leaning towards specific party,0.22167,97,213,0.16576,0.27759
1991,Berlin,SPD,0.12682,62,213,0.08202,0.17161
1991,Berlin,CDU/CSU,0.09659,54,213,0.05682,0.13635
1992,Schleswig-Holstein,Not leaning towards specific party,0.28961,114,248,0.23304,0.34618
1992,Schleswig-Holstein,SPD,0.27318,90,248,0.21761,0.32875
1992,Schleswig-Holstein,CDU/CSU,0.14424,44,248,0.10043,0.18806
1992,Hamburg,Not leaning towards specific party,0.49705,85,120,0.40721,0.58688
1992,Hamburg,SPD,0.18719,35,120,0.11710,0.25727
1992,Lower Saxony,Not leaning towards specific party,0.36232,474,914,0.33114,0.39350
1992,Lower Saxony,SPD,0.22527,255,914,0.19817,0.25236
1992,Lower Saxony,CDU/CSU,0.19145,185,914,0.16593,0.21697
1992,Bremen,Not leaning towards specific party,0.36780,37,37,0.21028,0.52532
1992,North Rhine-Westphalia,Not leaning towards specific party,0.34710,1259,2491,0.32841,0.36580
1992,North Rhine-Westphalia,SPD,0.23060,673,2491,0.21406,0.24714
1992,North Rhine-Westphalia,CDU/CSU,0.18818,444,2491,0.17283,0.20353
1992,North Rhine-Westphalia,FDP,0.02030,51,2491,0.01476,0.02584
1992,North Rhine-Westphalia,Bündnis90/Grüne,0.02172,64,2491,0.01599,0.02744
1992,Hesse,Not leaning towards specific party,0.42447,534,914,0.39241,0.45653
1992,Hesse,SPD,0.21420,218,914,0.18758,0.24081
1992,Hesse,CDU/CSU,0.13533,119,914,0.11315,0.15752
1992,Hesse,Bündnis90/Grüne,0.03114,43,914,0.01988,0.04241
1992,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.42565,361,625,0.38685,0.46445
1992,"Rhineland-Palatinate, Saarland",SPD,0.19858,156,625,0.16728,0.22988
1992,"Rhineland-Palatinate, Saarland",CDU/CSU,0.16603,108,625,0.13683,0.19523
1992,Baden-Wuerttemberg,Not leaning towards specific party,0.42061,1055,1730,0.39734,0.44388
1992,Baden-Wuerttemberg,SPD,0.14757,319,1730,0.13085,0.16429
1992,Baden-Wuerttemberg,CDU/CSU,0.17942,279,1730,0.16133,0.19751
1992,Baden-Wuerttemberg,FDP,0.02186,32,1730,0.01496,0.02875
1992,Baden-Wuerttemberg,Bündnis90/Grüne,0.02449,45,1730,0.01720,0.03177
1992,Bavaria,Not leaning towards specific party,0.45065,961,1581,0.42612,0.47519
1992,Bavaria,SPD,0.12364,236,1581,0.10741,0.13988
1992,Bavaria,CDU/CSU,0.19521,346,1581,0.17566,0.21475
1992,Bavaria,Bündnis90/Grüne,0.01662,38,1581,0.01032,0.02293
1992,Berlin,Not leaning towards specific party,0.45029,349,573,0.40952,0.49107
1992,Berlin,SPD,0.18466,116,573,0.15286,0.21645
1992,Berlin,CDU/CSU,0.11486,66,573,0.08873,0.14099
1992,Berlin,Bündnis90/Grüne,0.06183,42,573,0.04209,0.08157
1992,Brandenburg,Not leaning towards specific party,0.51797,431,604,0.47809,0.55786
1992,Brandenburg,SPD,0.16029,124,604,0.13101,0.18958
1992,Brandenburg,CDU/CSU,0.06157,49,604,0.04238,0.08075
1992,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.52663,270,372,0.47583,0.57744
1992,Mecklenburg-Western Pomerania,SPD,0.07869,44,372,0.05129,0.10609
1992,Mecklenburg-Western Pomerania,CDU/CSU,0.10771,58,372,0.07616,0.13926
1992,Saxony,Not leaning towards specific party,0.54951,784,1064,0.51960,0.57942
1992,Saxony,SPD,0.08557,110,1064,0.06876,0.10239
1992,Saxony,CDU/CSU,0.11675,170,1064,0.09744,0.13605
1992,Saxony-Anhalt,Not leaning towards specific party,0.58435,522,704,0.54792,0.62078
1992,Saxony-Anhalt,SPD,0.08759,85,704,0.06670,0.10849
1992,Saxony-Anhalt,CDU/CSU,0.09702,97,704,0.07514,0.11890
1992,Thuringa,Not leaning towards specific party,0.55964,491,626,0.52072,0.59856
1992,Thuringa,SPD,0.06511,54,626,0.04576,0.08445
1992,Thuringa,CDU/CSU,0.09437,81,626,0.07145,0.11729
1993,Schleswig-Holstein,Not leaning towards specific party,0.35405,140,259,0.29570,0.41241
1993,Schleswig-Holstein,SPD,0.21456,71,259,0.16447,0.26466
1993,Schleswig-Holstein,CDU/CSU,0.14938,48,259,0.10588,0.19287
1993,Hamburg,Not leaning towards specific party,0.41358,66,118,0.32434,0.50282
1993,Hamburg,SPD,0.31816,52,118,0.23376,0.40256
1993,Lower Saxony,Not leaning towards specific party,0.41035,533,943,0.37894,0.44176
1993,Lower Saxony,SPD,0.18474,217,943,0.15996,0.20952
1993,Lower Saxony,CDU/CSU,0.16422,157,943,0.14056,0.18787
1993,Lower Saxony,Bündnis90/Grüne,0.02803,36,943,0.01749,0.03857
1993,Bremen,Not leaning towards specific party,0.41267,41,41,0.26010,0.56524
1993,North Rhine-Westphalia,Not leaning towards specific party,0.41207,1408,2461,0.39261,0.43152
1993,North Rhine-Westphalia,SPD,0.19366,576,2461,0.17805,0.20928
1993,North Rhine-Westphalia,CDU/CSU,0.14933,360,2461,0.13524,0.16341
1993,North Rhine-Westphalia,FDP,0.01782,43,2461,0.01259,0.02304
1993,North Rhine-Westphalia,Bündnis90/Grüne,0.02223,74,2461,0.01641,0.02806
