year,age_gr,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,66 and older,West,CDU/CSU,0.33711,360,1050,0.30850,0.36571
1987,66 and older,West,FDP,0.04448,44,1050,0.03200,0.05695
1988,17-29 y.,West,Not leaning towards specific party,0.54394,1708,2810,0.52552,0.56236
1988,17-29 y.,West,SPD,0.20616,574,2810,0.19120,0.22112
1988,17-29 y.,West,CDU/CSU,0.15626,364,2810,0.14283,0.16969
1988,17-29 y.,West,Bündnis90/Grüne,0.06716,164,2810,0.05791,0.07642
1988,30-45 y.,West,Not leaning towards specific party,0.38338,1356,2914,0.36573,0.40104
1988,30-45 y.,West,SPD,0.29837,830,2914,0.28176,0.31499
1988,30-45 y.,West,CDU/CSU,0.21059,509,2914,0.19578,0.22539
1988,30-45 y.,West,FDP,0.03042,72,2914,0.02418,0.03665
1988,30-45 y.,West,Bündnis90/Grüne,0.06090,147,2914,0.05221,0.06958
1988,46-65 y.,West,Not leaning towards specific party,0.33195,1265,3059,0.31526,0.34864
1988,46-65 y.,West,SPD,0.31199,913,3059,0.29557,0.32841
1988,46-65 y.,West,CDU/CSU,0.30838,804,3059,0.29202,0.32475
1988,46-65 y.,West,FDP,0.02934,77,3059,0.02336,0.03532
1988,66 and older,West,Not leaning towards specific party,0.35196,380,1018,0.32260,0.38131
1988,66 and older,West,SPD,0.27586,274,1018,0.24839,0.30332
1988,66 and older,West,CDU/CSU,0.31527,327,1018,0.28672,0.34383
1988,66 and older,West,FDP,0.03775,37,1018,0.02603,0.04946
1989,17-29 y.,West,Not leaning towards specific party,0.57609,1704,2783,0.55773,0.59446
1989,17-29 y.,West,SPD,0.19171,576,2783,0.17709,0.20634
1989,17-29 y.,West,CDU/CSU,0.12343,275,2783,0.11121,0.13565
1989,17-29 y.,West,Bündnis90/Grüne,0.06791,174,2783,0.05856,0.07726
1989,17-29 y.,West,Others,0.02254,54,2783,0.01702,0.02805
1989,30-45 y.,West,Not leaning towards specific party,0.38586,1276,2818,0.36788,0.40384
1989,30-45 y.,West,SPD,0.30467,845,2818,0.28768,0.32167
1989,30-45 y.,West,CDU/CSU,0.19052,447,2818,0.17601,0.20502
1989,30-45 y.,West,FDP,0.02079,48,2818,0.01552,0.02606
1989,30-45 y.,West,Bündnis90/Grüne,0.06250,150,2818,0.05357,0.07144
1989,30-45 y.,West,Others,0.02334,52,2818,0.01776,0.02891
1989,46-65 y.,West,Not leaning towards specific party,0.36214,1260,2935,0.34475,0.37954
1989,46-65 y.,West,SPD,0.30200,883,2935,0.28538,0.31861
1989,46-65 y.,West,CDU/CSU,0.27852,689,2935,0.26230,0.29474
1989,46-65 y.,West,FDP,0.01939,50,2935,0.01440,0.02438
1989,46-65 y.,West,Others,0.02277,53,2935,0.01737,0.02817
1989,66 and older,West,Not leaning towards specific party,0.35848,379,951,0.32798,0.38897
1989,66 and older,West,SPD,0.27512,265,951,0.24672,0.30352
1989,66 and older,West,CDU/CSU,0.30004,307,951,0.27090,0.32918
1990,17-29 y.,West,Not leaning towards specific party,0.56077,1625,2660,0.54190,0.57963
1990,17-29 y.,West,SPD,0.20507,576,2660,0.18972,0.22041
1990,17-29 y.,West,CDU/CSU,0.14323,294,2660,0.12991,0.15654
1990,17-29 y.,West,Bündnis90/Grüne,0.05333,134,2660,0.04479,0.06187
1990,17-29 y.,West,Far right parties,0.01179,31,2660,0.00768,0.01589
1990,30-45 y.,West,Not leaning towards specific party,0.37769,1210,2761,0.35961,0.39578
1990,30-45 y.,West,SPD,0.33617,898,2761,0.31855,0.35380
1990,30-45 y.,West,CDU/CSU,0.19217,454,2761,0.17747,0.20687
1990,30-45 y.,West,FDP,0.02398,60,2761,0.01827,0.02969
1990,30-45 y.,West,Bündnis90/Grüne,0.05769,139,2761,0.04899,0.06639
1990,46-65 y.,West,Not leaning towards specific party,0.32885,1159,2842,0.31157,0.34612
1990,46-65 y.,West,SPD,0.32222,895,2842,0.30504,0.33941
1990,46-65 y.,West,CDU/CSU,0.29123,713,2842,0.27452,0.30794
1990,46-65 y.,West,FDP,0.03014,75,2842,0.02385,0.03643
1990,66 and older,West,Not leaning towards specific party,0.33788,362,993,0.30845,0.36731
1990,66 and older,West,SPD,0.28339,284,993,0.25535,0.31144
1990,66 and older,West,CDU/CSU,0.32948,347,993,0.30023,0.35873
1991,17-29 y.,West,Not leaning towards specific party,0.50452,1050,1755,0.48112,0.52792
1991,17-29 y.,West,SPD,0.17021,348,1755,0.15263,0.18780
1991,17-29 y.,West,CDU/CSU,0.13998,275,1755,0.12374,0.15622
1991,17-29 y.,West,Bündnis90/Grüne,0.04026,82,1755,0.03106,0.04945
1991,30-45 y.,West,Not leaning towards specific party,0.34127,803,2097,0.32097,0.36157
1991,30-45 y.,West,SPD,0.27698,645,2097,0.25782,0.29613
1991,30-45 y.,West,CDU/CSU,0.20046,469,2097,0.18332,0.21760
1991,30-45 y.,West,FDP,0.03076,67,2097,0.02337,0.03815
1991,30-45 y.,West,Bündnis90/Grüne,0.05383,113,2097,0.04417,0.06349
1991,46-65 y.,West,Not leaning towards specific party,0.29598,669,2054,0.27623,0.31572
1991,46-65 y.,West,SPD,0.27629,636,2054,0.25695,0.29564
1991,46-65 y.,West,CDU/CSU,0.29559,671,2054,0.27585,0.31533
1991,46-65 y.,West,FDP,0.03539,78,2054,0.02740,0.04339
1991,66 and older,West,Not leaning towards specific party,0.36083,370,974,0.33066,0.39101
1991,66 and older,West,SPD,0.25746,255,974,0.22998,0.28493
1991,66 and older,West,CDU/CSU,0.32327,349,974,0.29389,0.35266
1992,17-29 y.,West,Not leaning towards specific party,0.63996,1812,2611,0.62154,0.65837
1992,17-29 y.,West,SPD,0.15758,421,2611,0.14360,0.17156
1992,17-29 y.,West,CDU/CSU,0.12202,238,2611,0.10946,0.13458
1992,17-29 y.,West,Bündnis90/Grüne,0.04089,107,2611,0.03329,0.04848
1992,17-29 y.,West,Others,0.01334,33,2611,0.00894,0.01774
1992,17-29 y.,East,Not leaning towards specific party,0.73751,682,865,0.70817,0.76685
1992,17-29 y.,East,SPD,0.08927,75,865,0.07025,0.10828
1992,17-29 y.,East,CDU/CSU,0.06509,59,865,0.04864,0.08154
1992,17-29 y.,East,Bündnis90/Grüne,0.05544,49,865,0.04019,0.07070
1992,30-45 y.,West,Not leaning towards specific party,0.47443,1449,2775,0.45585,0.49301
1992,30-45 y.,West,SPD,0.25957,723,2775,0.24325,0.27588
1992,30-45 y.,West,CDU/CSU,0.16724,420,2775,0.15336,0.18113
1992,30-45 y.,West,FDP,0.02148,48,2775,0.01608,0.02687
1992,30-45 y.,West,Bündnis90/Grüne,0.05511,135,2775,0.04662,0.06360
1992,30-45 y.,East,Not leaning towards specific party,0.68907,987,1372,0.66457,0.71357
1992,30-45 y.,East,SPD,0.10574,158,1372,0.08946,0.12202
1992,30-45 y.,East,CDU/CSU,0.12268,179,1372,0.10531,0.14005
1992,30-45 y.,East,Bündnis90/Grüne,0.03880,48,1372,0.02858,0.04902
1992,46-65 y.,West,Not leaning towards specific party,0.41142,1358,2736,0.39297,0.42986
1992,46-65 y.,West,SPD,0.26432,688,2736,0.24780,0.28085
1992,46-65 y.,West,CDU/CSU,0.27080,628,2736,0.25414,0.28745
1992,46-65 y.,West,FDP,0.02719,62,2736,0.02110,0.03329
1992,46-65 y.,East,Not leaning towards specific party,0.61024,751,1202,0.58266,0.63783
1992,46-65 y.,East,SPD,0.14689,178,1202,0.12687,0.16692
1992,46-65 y.,East,CDU/CSU,0.14829,186,1202,0.12819,0.16839
1992,46-65 y.,East,FDP,0.02442,32,1202,0.01569,0.03315
1992,46-65 y.,East,PDS/Linke,0.04381,55,1202,0.03224,0.05539
1992,66 and older,West,Not leaning towards specific party,0.40380,436,1011,0.37354,0.43406
1992,66 and older,West,SPD,0.24017,247,1011,0.21383,0.26652
1992,66 and older,West,CDU/CSU,0.30878,328,1011,0.28029,0.33727
1992,66 and older,East,Not leaning towards specific party,0.65763,252,353,0.60806,0.70720
1992,66 and older,East,SPD,0.13629,52,353,0.10044,0.17213
1992,66 and older,East,CDU/CSU,0.10287,49,353,0.07113,0.13460
1993,17-29 y.,West,Not leaning towards specific party,0.69752,1898,2563,0.67973,0.71530
1993,17-29 y.,West,SPD,0.11398,331,2563,0.10167,0.12628
1993,17-29 y.,West,CDU/CSU,0.09183,180,2563,0.08065,0.10302
1993,17-29 y.,West,Bündnis90/Grüne,0.05517,121,2563,0.04633,0.06402
1993,17-29 y.,West,Far right parties,0.01576,33,2563,0.01094,0.02058
1993,17-29 y.,East,Not leaning towards specific party,0.78498,702,816,0.75677,0.81318
1993,17-29 y.,East,SPD,0.05985,47,816,0.04357,0.07614
1993,17-29 y.,East,CDU/CSU,0.04264,34,816,0.02877,0.05651
1993,17-29 y.,East,Bündnis90/Grüne,0.04123,33,816,0.02758,0.05488
1993,30-45 y.,West,Not leaning towards specific party,0.53162,1602,2761,0.51300,0.55024
1993,30-45 y.,West,SPD,0.21527,603,2761,0.19993,0.23060
1993,30-45 y.,West,CDU/CSU,0.14510,358,2761,0.13196,0.15824
1993,30-45 y.,West,FDP,0.01606,38,2761,0.01137,0.02075
1993,30-45 y.,West,Bündnis90/Grüne,0.06686,160,2761,0.05754,0.07618
1993,30-45 y.,East,Not leaning towards specific party,0.72857,1012,1343,0.70478,0.75236
1993,30-45 y.,East,SPD,0.09552,138,1343,0.07979,0.11125
1993,30-45 y.,East,CDU/CSU,0.07564,107,1343,0.06149,0.08979
1993,30-45 y.,East,Bündnis90/Grüne,0.04145,53,1343,0.03078,0.05211
1993,30-45 y.,East,PDS/Linke,0.02676,33,1343,0.01812,0.03539
1993,46-65 y.,West,Not leaning towards specific party,0.45054,1427,2743,0.43192,0.46917
1993,46-65 y.,West,SPD,0.24785,647,2743,0.23169,0.26401
1993,46-65 y.,West,CDU/CSU,0.23612,541,2743,0.22022,0.25201
1993,46-65 y.,West,FDP,0.02540,57,2743,0.01951,0.03129
1993,46-65 y.,West,Bündnis90/Grüne,0.01594,40,2743,0.01125,0.02063
1993,46-65 y.,West,Far right parties,0.01584,31,2743,0.01117,0.02052
1993,46-65 y.,East,Not leaning towards specific party,0.64429,757,1134,0.61641,0.67216
1993,46-65 y.,East,SPD,0.14173,171,1134,0.12142,0.16204
1993,46-65 y.,East,CDU/CSU,0.11966,148,1134,0.10076,0.13856
1993,46-65 y.,East,PDS/Linke,0.05196,58,1134,0.03904,0.06489
1993,66 and older,West,Not leaning towards specific party,0.47220,524,1023,0.44160,0.50281
1993,66 and older,West,SPD,0.20878,219,1023,0.18386,0.23370
1993,66 and older,West,CDU/CSU,0.25421,280,1023,0.22751,0.28090
1993,66 and older,East,Not leaning towards specific party,0.63559,243,352,0.58524,0.68593
1993,66 and older,East,SPD,0.15294,58,352,0.11528,0.19059
1993,66 and older,East,CDU/CSU,0.12255,51,352,0.08824,0.15685
1994,17-29 y.,West,Not leaning towards specific party,0.69896,1779,2433,0.68073,0.71719
1994,17-29 y.,West,SPD,0.13326,378,2433,0.11976,0.14677
1994,17-29 y.,West,CDU/CSU,0.08198,168,2433,0.07108,0.09289
1994,17-29 y.,West,Bündnis90/Grüne,0.05229,108,2433,0.04344,0.06114
1994,17-29 y.,East,Not leaning towards specific party,0.76082,666,759,0.73046,0.79119
1994,17-29 y.,East,SPD,0.06275,50,759,0.04549,0.08002
1994,17-29 y.,East,Bündnis90/Grüne,0.06526,43,759,0.04768,0.08284
1994,30-45 y.,West,Not leaning towards specific party,0.50475,1533,2743,0.48604,0.52347
1994,30-45 y.,West,SPD,0.23895,659,2743,0.22299,0.25491
1994,30-45 y.,West,CDU/CSU,0.14977,360,2743,0.13641,0.16312
1994,30-45 y.,West,FDP,0.01316,31,2743,0.00890,0.01743
1994,30-45 y.,West,Bündnis90/Grüne,0.06849,160,2743,0.05903,0.07794
1994,30-45 y.,East,Not leaning towards specific party,0.72317,978,1304,0.69887,0.74746
1994,30-45 y.,East,SPD,0.08603,116,1304,0.07081,0.10126
1994,30-45 y.,East,CDU/CSU,0.08572,116,1304,0.07052,0.10092
1994,30-45 y.,East,Bündnis90/Grüne,0.03267,37,1304,0.02301,0.04232
1994,30-45 y.,East,PDS/Linke,0.03958,57,1304,0.02900,0.05017
1994,46-65 y.,West,Not leaning towards specific party,0.40389,1310,2656,0.38522,0.42255
1994,46-65 y.,West,SPD,0.29727,729,2656,0.27989,0.31466
1994,46-65 y.,West,CDU/CSU,0.24533,541,2656,0.22897,0.26170
1994,46-65 y.,West,FDP,0.02149,43,2656,0.01598,0.02701
1994,46-65 y.,West,Bündnis90/Grüne,0.01439,33,2656,0.00986,0.01892
1994,46-65 y.,East,Not leaning towards specific party,0.62817,738,1131,0.60000,0.65635
1994,46-65 y.,East,SPD,0.13121,161,1131,0.11152,0.15089
1994,46-65 y.,East,CDU/CSU,0.13105,158,1131,0.11137,0.15072
1994,46-65 y.,East,PDS/Linke,0.06289,74,1131,0.04874,0.07705
1994,66 and older,West,Not leaning towards specific party,0.43452,474,1053,0.40457,0.46448
1994,66 and older,West,SPD,0.23919,260,1053,0.21341,0.26497
1994,66 and older,West,CDU/CSU,0.28397,319,1053,0.25672,0.31121
1994,66 and older,East,Not leaning towards specific party,0.62058,248,388,0.57223,0.66892
1994,66 and older,East,SPD,0.14250,53,388,0.10767,0.17732
1994,66 and older,East,CDU/CSU,0.12901,54,388,0.09561,0.16240
1994,66 and older,East,PDS/Linke,0.08323,33,388,0.05571,0.11075
1995,17-29 y.,West,Not leaning towards specific party,0.64548,1719,2468,0.62660,0.66436
1995,17-29 y.,West,SPD,0.14575,360,2468,0.13183,0.15967
1995,17-29 y.,West,CDU/CSU,0.10892,234,2468,0.09663,0.12122
1995,17-29 y.,West,Bündnis90/Grüne,0.07582,155,2468,0.06537,0.08627
1995,17-29 y.,East,Not leaning towards specific party,0.68683,597,821,0.65508,0.71857
1995,17-29 y.,East,SPD,0.08853,60,821,0.06909,0.10798
1995,17-29 y.,East,CDU/CSU,0.07422,65,821,0.05628,0.09216
1995,17-29 y.,East,Bündnis90/Grüne,0.06454,45,821,0.04772,0.08135
1995,17-29 y.,East,PDS/Linke,0.06903,54,821,0.05168,0.08638
1995,30-45 y.,West,Not leaning towards specific party,0.49384,1670,3087,0.47620,0.51148
1995,30-45 y.,West,SPD,0.22073,675,3087,0.20610,0.23536
1995,30-45 y.,West,CDU/CSU,0.17106,508,3087,0.15778,0.18435
1995,30-45 y.,West,Bündnis90/Grüne,0.08634,234,3087,0.07643,0.09625
1995,30-45 y.,East,Not leaning towards specific party,0.66596,856,1254,0.63985,0.69208
1995,30-45 y.,East,SPD,0.09376,124,1254,0.07762,0.10990
1995,30-45 y.,East,CDU/CSU,0.13222,173,1254,0.11346,0.15097
1995,30-45 y.,East,Bündnis90/Grüne,0.02921,32,1254,0.01989,0.03853
1995,30-45 y.,East,PDS/Linke,0.05391,69,1254,0.04141,0.06642
1995,46-65 y.,West,Not leaning towards specific party,0.37131,1263,2757,0.35327,0.38934
1995,46-65 y.,West,SPD,0.29673,749,2757,0.27967,0.31378
1995,46-65 y.,West,CDU/CSU,0.27180,636,2757,0.25519,0.28841
1995,46-65 y.,West,FDP,0.01894,47,2757,0.01385,0.02403
1995,46-65 y.,West,Bündnis90/Grüne,0.02824,62,2757,0.02206,0.03442
1995,46-65 y.,East,Not leaning towards specific party,0.56442,664,1132,0.53552,0.59332
1995,46-65 y.,East,SPD,0.14707,178,1132,0.12643,0.16771
1995,46-65 y.,East,CDU/CSU,0.18269,212,1132,0.16017,0.20521
1995,46-65 y.,East,PDS/Linke,0.07166,78,1132,0.05663,0.08669
1995,66 and older,West,Not leaning towards specific party,0.37704,435,1062,0.34788,0.40620
1995,66 and older,West,SPD,0.25591,287,1062,0.22965,0.28217
1995,66 and older,West,CDU/CSU,0.31367,340,1062,0.28575,0.34159
1995,66 and older,East,Not leaning towards specific party,0.55861,222,399,0.50983,0.60739
1995,66 and older,East,SPD,0.14763,63,399,0.11278,0.18248
1995,66 and older,East,CDU/CSU,0.16404,72,399,0.12765,0.20042
1995,66 and older,East,PDS/Linke,0.11274,42,399,0.08167,0.14381
1996,17-29 y.,West,Not leaning towards specific party,0.64220,1614,2286,0.62254,0.66185
1996,17-29 y.,West,SPD,0.12376,287,2286,0.11026,0.13727
1996,17-29 y.,West,CDU/CSU,0.12743,245,2286,0.11376,0.14110
1996,17-29 y.,West,Bündnis90/Grüne,0.07684,140,2286,0.06592,0.08776
1996,17-29 y.,East,Not leaning towards specific party,0.75905,644,810,0.72958,0.78852
1996,17-29 y.,East,SPD,0.03780,33,810,0.02466,0.05095
1996,17-29 y.,East,CDU/CSU,0.05455,49,810,0.03890,0.07019
1996,17-29 y.,East,Bündnis90/Grüne,0.05134,40,810,0.03613,0.06655
1996,17-29 y.,East,PDS/Linke,0.06045,44,810,0.04403,0.07688
1996,30-45 y.,West,Not leaning towards specific party,0.52436,1742,3098,0.50677,0.54195
1996,30-45 y.,West,SPD,0.19188,626,3098,0.17801,0.20575
1996,30-45 y.,West,CDU/CSU,0.16755,495,3098,0.15439,0.18070
1996,30-45 y.,West,Bündnis90/Grüne,0.08794,235,3098,0.07796,0.09791
1996,30-45 y.,East,Not leaning towards specific party,0.69769,875,1238,0.67209,0.72328
1996,30-45 y.,East,SPD,0.06390,81,1238,0.05027,0.07752
1996,30-45 y.,East,CDU/CSU,0.11510,156,1238,0.09731,0.13288
1996,30-45 y.,East,Bündnis90/Grüne,0.04662,53,1238,0.03487,0.05837
1996,30-45 y.,East,PDS/Linke,0.05764,73,1238,0.04465,0.07063
1996,46-65 y.,West,Not leaning towards specific party,0.39845,1307,2699,0.37998,0.41693
1996,46-65 y.,West,SPD,0.25763,649,2699,0.24113,0.27413
1996,46-65 y.,West,CDU/CSU,0.27833,624,2699,0.26142,0.29524
1996,46-65 y.,West,FDP,0.01854,45,2699,0.01345,0.02362
1996,46-65 y.,West,Bündnis90/Grüne,0.03359,74,2699,0.02679,0.04039
1996,46-65 y.,East,Not leaning towards specific party,0.58987,684,1136,0.56125,0.61849
1996,46-65 y.,East,SPD,0.11936,147,1136,0.10050,0.13823
1996,46-65 y.,East,CDU/CSU,0.18798,218,1136,0.16525,0.21071
1996,46-65 y.,East,PDS/Linke,0.07155,87,1136,0.05655,0.08654
1996,66 and older,West,Not leaning towards specific party,0.41562,485,1086,0.38629,0.44494
1996,66 and older,West,SPD,0.22739,253,1086,0.20245,0.25233
1996,66 and older,West,CDU/CSU,0.30976,348,1086,0.28225,0.33728
1996,66 and older,East,Not leaning towards specific party,0.59193,242,414,0.54453,0.63933
1996,66 and older,East,SPD,0.14444,61,414,0.11053,0.17834
1996,66 and older,East,CDU/CSU,0.14738,64,414,0.11319,0.18157
1996,66 and older,East,PDS/Linke,0.10819,47,414,0.07823,0.13815
1997,17-29 y.,West,Not leaning towards specific party,0.67852,1589,2149,0.65876,0.69827
1997,17-29 y.,West,SPD,0.11360,240,2149,0.10018,0.12702
1997,17-29 y.,West,CDU/CSU,0.11052,202,2149,0.09726,0.12378
1997,17-29 y.,West,Bündnis90/Grüne,0.06978,118,2149,0.05901,0.08056
1997,17-29 y.,East,Not leaning towards specific party,0.76083,661,774,0.73076,0.79090
1997,17-29 y.,East,SPD,0.04041,31,774,0.02653,0.05429
1997,17-29 y.,East,CDU/CSU,0.05811,46,774,0.04162,0.07460
1997,17-29 y.,East,PDS/Linke,0.04622,36,774,0.03142,0.06102
1997,30-45 y.,West,Not leaning towards specific party,0.54715,1863,3099,0.52962,0.56468
1997,30-45 y.,West,SPD,0.19380,597,3099,0.17988,0.20772
1997,30-45 y.,West,CDU/CSU,0.14944,437,3099,0.13689,0.16200
1997,30-45 y.,West,Bündnis90/Grüne,0.07995,202,3099,0.07040,0.08950
1997,30-45 y.,East,Not leaning towards specific party,0.73926,885,1138,0.71374,0.76478
1997,30-45 y.,East,SPD,0.06718,84,1138,0.05263,0.08173
1997,30-45 y.,East,CDU/CSU,0.10114,119,1138,0.08362,0.11867
1997,30-45 y.,East,PDS/Linke,0.04735,50,1138,0.03500,0.05969
1997,46-65 y.,West,Not leaning towards specific party,0.41283,1306,2645,0.39406,0.43159
1997,46-65 y.,West,SPD,0.28641,681,2645,0.26918,0.30364
1997,46-65 y.,West,CDU/CSU,0.24548,547,2645,0.22908,0.26189
1997,46-65 y.,West,FDP,0.01502,38,2645,0.01038,0.01965
1997,46-65 y.,West,Bündnis90/Grüne,0.02898,73,2645,0.02258,0.03537
1997,46-65 y.,East,Not leaning towards specific party,0.61024,720,1146,0.58199,0.63849
1997,46-65 y.,East,SPD,0.13210,158,1146,0.11248,0.15171
1997,46-65 y.,East,CDU/CSU,0.16600,186,1146,0.14445,0.18755
1997,46-65 y.,East,PDS/Linke,0.06627,82,1146,0.05186,0.08068
1997,66 and older,West,Not leaning towards specific party,0.40832,481,1095,0.37919,0.43745
1997,66 and older,West,SPD,0.23580,273,1095,0.21065,0.26096
1997,66 and older,West,CDU/CSU,0.30457,341,1095,0.27730,0.33185
1997,66 and older,East,Not leaning towards specific party,0.57362,248,426,0.52660,0.62064
1997,66 and older,East,SPD,0.17141,70,426,0.13558,0.20724
1997,66 and older,East,CDU/CSU,0.12114,58,426,0.09012,0.15217
1997,66 and older,East,PDS/Linke,0.11122,50,426,0.08133,0.14112
1998,17-29 y.,West,Not leaning towards specific party,0.68133,1658,2222,0.66195,0.70071
1998,17-29 y.,West,SPD,0.13083,283,2222,0.11680,0.14485
1998,17-29 y.,West,CDU/CSU,0.09011,177,2222,0.07820,0.10202
1998,17-29 y.,West,Bündnis90/Grüne,0.05554,104,2222,0.04602,0.06507
1998,17-29 y.,East,Not leaning towards specific party,0.77188,698,805,0.74287,0.80088
1998,17-29 y.,East,SPD,0.04493,37,805,0.03061,0.05925
1998,17-29 y.,East,CDU/CSU,0.04135,38,805,0.02759,0.05511
1998,17-29 y.,East,PDS/Linke,0.03788,32,805,0.02469,0.05108
1998,30-45 y.,West,Not leaning towards specific party,0.53031,1994,3458,0.51367,0.54695
1998,30-45 y.,West,SPD,0.21825,784,3458,0.20448,0.23202
1998,30-45 y.,West,CDU/CSU,0.13261,451,3458,0.12130,0.14391
