year,age_gr,bula_h,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,North Rhine-Westphalia,SPD,0.32020,287,882,0.28940,0.35101
1984,46-65 y.,North Rhine-Westphalia,CDU/CSU,0.34644,253,882,0.31502,0.37786
1984,46-65 y.,Hesse,Not leaning towards specific party,0.29743,153,379,0.25134,0.34351
1984,46-65 y.,Hesse,SPD,0.36567,129,379,0.31712,0.41422
1984,46-65 y.,Hesse,CDU/CSU,0.28211,97,379,0.23674,0.32748
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.40626,118,278,0.34842,0.46410
1984,46-65 y.,"Rhineland-Palatinate, Saarland",SPD,0.28185,84,278,0.22887,0.33483
1984,46-65 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.28276,76,278,0.22972,0.33579
1984,46-65 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.40943,317,624,0.37081,0.44804
1984,46-65 y.,Baden-Wuerttemberg,SPD,0.23959,155,624,0.20607,0.27310
1984,46-65 y.,Baden-Wuerttemberg,CDU/CSU,0.30677,152,624,0.27056,0.34298
1984,46-65 y.,Bavaria,Not leaning towards specific party,0.37274,262,595,0.33385,0.41163
1984,46-65 y.,Bavaria,SPD,0.19868,121,595,0.16660,0.23077
1984,46-65 y.,Bavaria,CDU/CSU,0.39475,212,595,0.35544,0.43406
1984,46-65 y.,Berlin,Not leaning towards specific party,0.33580,53,89,0.23713,0.43448
1984,46-65 y.,Berlin,SPD,0.32596,36,89,0.22802,0.42389
1984,66 and older,Lower Saxony,Not leaning towards specific party,0.30754,50,143,0.23164,0.38345
1984,66 and older,Lower Saxony,SPD,0.24868,37,143,0.17758,0.31977
1984,66 and older,Lower Saxony,CDU/CSU,0.37543,56,143,0.29578,0.45508
1984,66 and older,North Rhine-Westphalia,Not leaning towards specific party,0.36820,105,273,0.31088,0.42552
1984,66 and older,North Rhine-Westphalia,SPD,0.28051,76,273,0.22712,0.33390
1984,66 and older,North Rhine-Westphalia,CDU/CSU,0.31971,92,273,0.26428,0.37513
1984,66 and older,Hesse,Not leaning towards specific party,0.31472,31,67,0.20268,0.42676
1984,66 and older,Hesse,SPD,0.34302,36,67,0.22849,0.45755
1984,66 and older,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.50277,56,56,0.37063,0.63491
1984,66 and older,Baden-Wuerttemberg,Not leaning towards specific party,0.43366,89,202,0.36515,0.50217
1984,66 and older,Baden-Wuerttemberg,SPD,0.19025,40,202,0.13599,0.24451
1984,66 and older,Baden-Wuerttemberg,CDU/CSU,0.31851,73,202,0.25410,0.38292
1984,66 and older,Bavaria,Not leaning towards specific party,0.36259,83,223,0.29935,0.42583
1984,66 and older,Bavaria,SPD,0.16571,39,223,0.11680,0.21463
1984,66 and older,Bavaria,CDU/CSU,0.42346,101,223,0.35846,0.48845
1985,17-29 y.,Schleswig-Holstein,Not leaning towards specific party,0.43405,41,41,0.28045,0.58765
1985,17-29 y.,Hamburg,Not leaning towards specific party,0.56121,37,37,0.39911,0.72332
1985,17-29 y.,Lower Saxony,Not leaning towards specific party,0.52484,165,267,0.46483,0.58486
1985,17-29 y.,Lower Saxony,SPD,0.20237,63,267,0.15409,0.25066
1985,17-29 y.,Lower Saxony,CDU/CSU,0.14118,39,267,0.09934,0.18303
1985,17-29 y.,North Rhine-Westphalia,Not leaning towards specific party,0.50927,470,849,0.47563,0.54292
1985,17-29 y.,North Rhine-Westphalia,SPD,0.22422,199,849,0.19615,0.25229
1985,17-29 y.,North Rhine-Westphalia,CDU/CSU,0.16716,113,849,0.14205,0.19227
1985,17-29 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.08223,67,849,0.06374,0.10072
1985,17-29 y.,Hesse,Not leaning towards specific party,0.49130,193,331,0.43736,0.54524
1985,17-29 y.,Hesse,SPD,0.19217,61,331,0.14966,0.23469
1985,17-29 y.,Hesse,CDU/CSU,0.14271,32,331,0.10497,0.18045
1985,17-29 y.,Hesse,Bündnis90/Grüne,0.16332,45,331,0.12344,0.20320
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.57940,145,224,0.51460,0.64419
1985,17-29 y.,"Rhineland-Palatinate, Saarland",SPD,0.19371,46,224,0.14183,0.24558
1985,17-29 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.14956,33,224,0.10275,0.19637
1985,17-29 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.61822,391,599,0.57928,0.65716
1985,17-29 y.,Baden-Wuerttemberg,SPD,0.16235,121,599,0.13280,0.19191
1985,17-29 y.,Baden-Wuerttemberg,CDU/CSU,0.11272,53,599,0.08737,0.13807
1985,17-29 y.,Baden-Wuerttemberg,Bündnis90/Grüne,0.07191,34,599,0.05120,0.09261
1985,17-29 y.,Bavaria,Not leaning towards specific party,0.58267,314,492,0.53905,0.62628
1985,17-29 y.,Bavaria,SPD,0.14824,82,492,0.11681,0.17967
1985,17-29 y.,Bavaria,CDU/CSU,0.20862,96,492,0.17268,0.24457
1985,17-29 y.,Berlin,Not leaning towards specific party,0.59715,61,61,0.47304,0.72126
1985,30-45 y.,Schleswig-Holstein,SPD,0.53329,66,97,0.43349,0.63309
1985,30-45 y.,Schleswig-Holstein,CDU/CSU,0.25883,31,97,0.17121,0.34644
1985,30-45 y.,Hamburg,Not leaning towards specific party,0.37025,42,78,0.26239,0.47810
1985,30-45 y.,Hamburg,SPD,0.37459,36,78,0.26648,0.48270
1985,30-45 y.,Lower Saxony,Not leaning towards specific party,0.37119,151,325,0.31859,0.42380
1985,30-45 y.,Lower Saxony,SPD,0.31529,103,325,0.26470,0.36589
1985,30-45 y.,Lower Saxony,CDU/CSU,0.23489,71,325,0.18873,0.28105
1985,30-45 y.,North Rhine-Westphalia,Not leaning towards specific party,0.33503,407,960,0.30516,0.36491
1985,30-45 y.,North Rhine-Westphalia,SPD,0.34081,314,960,0.31081,0.37081
1985,30-45 y.,North Rhine-Westphalia,CDU/CSU,0.23599,193,960,0.20912,0.26287
1985,30-45 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.04969,46,960,0.03594,0.06345
1985,30-45 y.,Hesse,Not leaning towards specific party,0.42573,169,317,0.37121,0.48024
1985,30-45 y.,Hesse,SPD,0.32499,108,317,0.27335,0.37663
1985,30-45 y.,Hesse,CDU/CSU,0.17765,40,317,0.13551,0.21980
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.40545,73,128,0.32006,0.49084
1985,30-45 y.,"Rhineland-Palatinate, Saarland",SPD,0.31277,55,128,0.23213,0.39340
1985,30-45 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.41036,332,611,0.37133,0.44940
1985,30-45 y.,Baden-Wuerttemberg,SPD,0.23219,149,611,0.19868,0.26569
1985,30-45 y.,Baden-Wuerttemberg,CDU/CSU,0.28557,130,611,0.24973,0.32142
1985,30-45 y.,Bavaria,Not leaning towards specific party,0.40783,279,581,0.36783,0.44782
1985,30-45 y.,Bavaria,SPD,0.27021,156,581,0.23407,0.30635
1985,30-45 y.,Bavaria,CDU/CSU,0.27842,146,581,0.24194,0.31490
1985,30-45 y.,Berlin,Not leaning towards specific party,0.38847,55,92,0.28832,0.48861
1985,30-45 y.,Berlin,SPD,0.28721,37,92,0.19425,0.38017
1985,46-65 y.,Schleswig-Holstein,SPD,0.41160,41,41,0.25909,0.56411
1985,46-65 y.,Hamburg,Not leaning towards specific party,0.38477,32,32,0.21350,0.55605
1985,46-65 y.,Lower Saxony,Not leaning towards specific party,0.36933,132,316,0.31603,0.42263
1985,46-65 y.,Lower Saxony,SPD,0.30857,98,316,0.25756,0.35957
1985,46-65 y.,Lower Saxony,CDU/CSU,0.28968,86,316,0.23959,0.33978
1985,46-65 y.,North Rhine-Westphalia,Not leaning towards specific party,0.32249,344,831,0.29069,0.35429
1985,46-65 y.,North Rhine-Westphalia,SPD,0.29322,237,831,0.26225,0.32419
1985,46-65 y.,North Rhine-Westphalia,CDU/CSU,0.34944,250,831,0.31700,0.38187
1985,46-65 y.,Hesse,Not leaning towards specific party,0.37706,175,340,0.32547,0.42865
1985,46-65 y.,Hesse,SPD,0.29232,93,340,0.24390,0.34074
1985,46-65 y.,Hesse,CDU/CSU,0.24183,72,340,0.19625,0.28742
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.50188,136,255,0.44039,0.56337
1985,46-65 y.,"Rhineland-Palatinate, Saarland",SPD,0.25190,68,255,0.19851,0.30529
1985,46-65 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.20432,51,255,0.15474,0.25391
1985,46-65 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.40960,296,581,0.36958,0.44963
1985,46-65 y.,Baden-Wuerttemberg,SPD,0.24048,147,581,0.20570,0.27526
1985,46-65 y.,Baden-Wuerttemberg,CDU/CSU,0.30202,138,581,0.26466,0.33939
1985,46-65 y.,Bavaria,Not leaning towards specific party,0.35227,222,539,0.31191,0.39263
1985,46-65 y.,Bavaria,SPD,0.20560,117,539,0.17145,0.23975
1985,46-65 y.,Bavaria,CDU/CSU,0.39509,200,539,0.35378,0.43640
1985,46-65 y.,Berlin,Not leaning towards specific party,0.23219,37,107,0.15181,0.31258
1985,46-65 y.,Berlin,SPD,0.37751,38,107,0.28522,0.46980
1985,46-65 y.,Berlin,CDU/CSU,0.34367,32,107,0.25325,0.43408
1985,66 and older,Lower Saxony,Not leaning towards specific party,0.31360,38,112,0.22729,0.39991
1985,66 and older,Lower Saxony,SPD,0.25213,33,112,0.17135,0.33292
1985,66 and older,Lower Saxony,CDU/CSU,0.30527,41,112,0.21960,0.39094
1985,66 and older,North Rhine-Westphalia,Not leaning towards specific party,0.40233,101,242,0.34042,0.46424
1985,66 and older,North Rhine-Westphalia,SPD,0.29850,69,242,0.24073,0.35628
1985,66 and older,North Rhine-Westphalia,CDU/CSU,0.27998,72,242,0.22330,0.33667
1985,66 and older,Hesse,Not leaning towards specific party,0.33839,32,67,0.22423,0.45254
1985,66 and older,Hesse,CDU/CSU,0.36947,35,67,0.25302,0.48591
1985,66 and older,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.42455,42,42,0.27326,0.57585
1985,66 and older,Baden-Wuerttemberg,Not leaning towards specific party,0.41359,72,172,0.33978,0.48741
1985,66 and older,Baden-Wuerttemberg,SPD,0.21145,39,172,0.15025,0.27266
1985,66 and older,Baden-Wuerttemberg,CDU/CSU,0.31685,61,172,0.24711,0.38658
1985,66 and older,Bavaria,Not leaning towards specific party,0.37231,75,197,0.30464,0.43999
1985,66 and older,Bavaria,SPD,0.17753,38,197,0.12403,0.23103
1985,66 and older,Bavaria,CDU/CSU,0.39543,84,197,0.32698,0.46388
1986,17-29 y.,Schleswig-Holstein,Not leaning towards specific party,0.37972,38,38,0.22334,0.53610
1986,17-29 y.,Hamburg,Not leaning towards specific party,0.57822,38,38,0.41909,0.73735
1986,17-29 y.,Lower Saxony,Not leaning towards specific party,0.52041,175,288,0.46261,0.57821
1986,17-29 y.,Lower Saxony,SPD,0.24698,74,288,0.19708,0.29687
1986,17-29 y.,Lower Saxony,CDU/CSU,0.11460,39,288,0.07775,0.15145
1986,17-29 y.,North Rhine-Westphalia,Not leaning towards specific party,0.47665,448,817,0.44238,0.51092
1986,17-29 y.,North Rhine-Westphalia,SPD,0.26878,209,817,0.23836,0.29920
1986,17-29 y.,North Rhine-Westphalia,CDU/CSU,0.17132,108,817,0.14547,0.19717
1986,17-29 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.06775,52,817,0.05051,0.08500
1986,17-29 y.,Hesse,Not leaning towards specific party,0.53633,191,277,0.47750,0.59516
1986,17-29 y.,Hesse,SPD,0.16565,46,277,0.12179,0.20951
1986,17-29 y.,Hesse,Bündnis90/Grüne,0.15740,40,277,0.11444,0.20037
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.57845,140,195,0.50896,0.64793
1986,17-29 y.,"Rhineland-Palatinate, Saarland",SPD,0.22719,55,195,0.16823,0.28616
1986,17-29 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.61430,387,584,0.57478,0.65381
1986,17-29 y.,Baden-Wuerttemberg,SPD,0.17328,122,584,0.14256,0.20401
1986,17-29 y.,Baden-Wuerttemberg,CDU/CSU,0.15403,75,584,0.12473,0.18333
1986,17-29 y.,Bavaria,Not leaning towards specific party,0.61591,314,455,0.57117,0.66065
1986,17-29 y.,Bavaria,SPD,0.11643,58,455,0.08693,0.14594
1986,17-29 y.,Bavaria,CDU/CSU,0.19342,83,455,0.15709,0.22976
1986,17-29 y.,Berlin,Not leaning towards specific party,0.57853,59,59,0.45145,0.70561
1986,30-45 y.,Schleswig-Holstein,SPD,0.44865,52,52,0.31215,0.58515
1986,30-45 y.,Hamburg,Not leaning towards specific party,0.34188,37,70,0.22996,0.45381
1986,30-45 y.,Hamburg,SPD,0.43408,33,70,0.31713,0.55102
1986,30-45 y.,Lower Saxony,Not leaning towards specific party,0.35077,124,304,0.29704,0.40450
1986,30-45 y.,Lower Saxony,SPD,0.34356,113,304,0.29009,0.39703
1986,30-45 y.,Lower Saxony,CDU/CSU,0.24175,67,304,0.19354,0.28996
1986,30-45 y.,North Rhine-Westphalia,Not leaning towards specific party,0.35285,390,896,0.32154,0.38416
1986,30-45 y.,North Rhine-Westphalia,SPD,0.32654,292,896,0.29581,0.35726
1986,30-45 y.,North Rhine-Westphalia,CDU/CSU,0.21506,169,896,0.18814,0.24198
1986,30-45 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.05041,45,896,0.03607,0.06474
1986,30-45 y.,Hesse,Not leaning towards specific party,0.48328,178,299,0.42654,0.54002
1986,30-45 y.,Hesse,SPD,0.26219,82,299,0.21225,0.31213
1986,30-45 y.,Hesse,CDU/CSU,0.16682,39,299,0.12449,0.20915
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.46655,86,139,0.38332,0.54979
1986,30-45 y.,"Rhineland-Palatinate, Saarland",SPD,0.27989,53,139,0.20499,0.35480
1986,30-45 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.40603,318,567,0.36557,0.44649
1986,30-45 y.,Baden-Wuerttemberg,SPD,0.22880,138,567,0.19419,0.26341
1986,30-45 y.,Baden-Wuerttemberg,CDU/CSU,0.27377,111,567,0.23704,0.31051
1986,30-45 y.,Bavaria,Not leaning towards specific party,0.42679,271,537,0.38492,0.46867
1986,30-45 y.,Bavaria,SPD,0.25438,134,537,0.21751,0.29125
1986,30-45 y.,Bavaria,CDU/CSU,0.26367,132,537,0.22637,0.30097
1986,30-45 y.,Berlin,Not leaning towards specific party,0.40827,49,49,0.26922,0.54732
1986,46-65 y.,Schleswig-Holstein,SPD,0.40139,37,37,0.24127,0.56152
1986,46-65 y.,Hamburg,Not leaning towards specific party,0.38492,34,34,0.21890,0.55094
1986,46-65 y.,Lower Saxony,Not leaning towards specific party,0.33198,120,325,0.28070,0.38326
1986,46-65 y.,Lower Saxony,SPD,0.31710,105,325,0.26643,0.36777
1986,46-65 y.,Lower Saxony,CDU/CSU,0.31584,100,325,0.26522,0.36645
1986,46-65 y.,North Rhine-Westphalia,Not leaning towards specific party,0.29879,319,831,0.26765,0.32993
1986,46-65 y.,North Rhine-Westphalia,SPD,0.32772,271,831,0.29578,0.35965
1986,46-65 y.,North Rhine-Westphalia,CDU/CSU,0.33756,241,831,0.30539,0.36973
1986,46-65 y.,Hesse,Not leaning towards specific party,0.42964,169,311,0.37453,0.48475
1986,46-65 y.,Hesse,SPD,0.28655,82,311,0.23621,0.33688
1986,46-65 y.,Hesse,CDU/CSU,0.22693,60,311,0.18031,0.27356
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.43745,117,252,0.37608,0.49882
1986,46-65 y.,"Rhineland-Palatinate, Saarland",SPD,0.27826,74,252,0.22282,0.33370
1986,46-65 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.24770,61,252,0.19429,0.30110
1986,46-65 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.38278,288,585,0.34335,0.42220
1986,46-65 y.,Baden-Wuerttemberg,SPD,0.21977,136,585,0.18619,0.25336
1986,46-65 y.,Baden-Wuerttemberg,CDU/CSU,0.34499,161,585,0.30644,0.38355
1986,46-65 y.,Bavaria,Not leaning towards specific party,0.36779,217,512,0.32598,0.40960
1986,46-65 y.,Bavaria,SPD,0.20090,100,512,0.16616,0.23565
1986,46-65 y.,Bavaria,CDU/CSU,0.40117,195,512,0.35867,0.44366
1986,46-65 y.,Berlin,Not leaning towards specific party,0.30095,47,90,0.20566,0.39624
1986,46-65 y.,Berlin,SPD,0.42059,43,90,0.31803,0.52315
1986,66 and older,Lower Saxony,Not leaning towards specific party,0.31185,41,82,0.21096,0.41274
1986,66 and older,Lower Saxony,CDU/CSU,0.36937,41,82,0.26426,0.47448
1986,66 and older,North Rhine-Westphalia,Not leaning towards specific party,0.33059,81,227,0.26926,0.39192
1986,66 and older,North Rhine-Westphalia,SPD,0.31361,69,227,0.25312,0.37410
1986,66 and older,North Rhine-Westphalia,CDU/CSU,0.32309,77,227,0.26212,0.38406
1986,66 and older,Hesse,Not leaning towards specific party,0.51563,47,47,0.37120,0.66005
1986,66 and older,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.42876,44,44,0.28083,0.57668
1986,66 and older,Baden-Wuerttemberg,Not leaning towards specific party,0.46621,74,152,0.38665,0.54578
1986,66 and older,Baden-Wuerttemberg,SPD,0.20828,32,152,0.14351,0.27305
1986,66 and older,Baden-Wuerttemberg,CDU/CSU,0.28088,46,152,0.20920,0.35257
1986,66 and older,Bavaria,Not leaning towards specific party,0.35585,69,174,0.28450,0.42719
1986,66 and older,Bavaria,SPD,0.20164,37,174,0.14185,0.26143
1986,66 and older,Bavaria,CDU/CSU,0.37184,68,174,0.29982,0.44386
1987,17-29 y.,Schleswig-Holstein,Not leaning towards specific party,0.35865,35,35,0.19744,0.51986
1987,17-29 y.,Lower Saxony,Not leaning towards specific party,0.43410,161,289,0.37686,0.49135
1987,17-29 y.,Lower Saxony,SPD,0.27785,83,289,0.22611,0.32958
1987,17-29 y.,Lower Saxony,CDU/CSU,0.15452,45,289,0.11278,0.19627
1987,17-29 y.,North Rhine-Westphalia,Not leaning towards specific party,0.44030,410,797,0.40581,0.47478
1987,17-29 y.,North Rhine-Westphalia,SPD,0.25757,205,797,0.22720,0.28795
1987,17-29 y.,North Rhine-Westphalia,CDU/CSU,0.19095,121,797,0.16364,0.21825
1987,17-29 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.08075,61,797,0.06182,0.09968
1987,17-29 y.,Hesse,Not leaning towards specific party,0.48333,177,305,0.42715,0.53951
1987,17-29 y.,Hesse,SPD,0.16454,52,305,0.12286,0.20622
1987,17-29 y.,Hesse,CDU/CSU,0.17324,37,305,0.13070,0.21579
1987,17-29 y.,Hesse,Bündnis90/Grüne,0.15424,39,305,0.11364,0.19485
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.52044,122,208,0.45238,0.58849
1987,17-29 y.,"Rhineland-Palatinate, Saarland",SPD,0.17143,43,208,0.12008,0.22277
1987,17-29 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.22170,43,208,0.16511,0.27829
1987,17-29 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.57002,339,579,0.52966,0.61038
1987,17-29 y.,Baden-Wuerttemberg,SPD,0.16798,120,579,0.13750,0.19846
1987,17-29 y.,Baden-Wuerttemberg,CDU/CSU,0.17457,83,579,0.14362,0.20552
1987,17-29 y.,Baden-Wuerttemberg,Bündnis90/Grüne,0.05860,37,579,0.03946,0.07775
1987,17-29 y.,Bavaria,Not leaning towards specific party,0.51443,276,484,0.46986,0.55901
1987,17-29 y.,Bavaria,SPD,0.09650,49,484,0.07016,0.12283
1987,17-29 y.,Bavaria,CDU/CSU,0.29285,122,484,0.25227,0.33344
1987,17-29 y.,Bavaria,Bündnis90/Grüne,0.07291,37,484,0.04973,0.09610
1987,17-29 y.,Berlin,Not leaning towards specific party,0.56055,56,56,0.42938,0.69172
1987,30-45 y.,Schleswig-Holstein,SPD,0.43832,49,49,0.29795,0.57869
1987,30-45 y.,Lower Saxony,Not leaning towards specific party,0.33545,115,278,0.27985,0.39105
1987,30-45 y.,Lower Saxony,SPD,0.31903,95,278,0.26414,0.37392
1987,30-45 y.,Lower Saxony,CDU/CSU,0.25465,68,278,0.20335,0.30596
1987,30-45 y.,North Rhine-Westphalia,Not leaning towards specific party,0.31457,358,892,0.28408,0.34506
1987,30-45 y.,North Rhine-Westphalia,SPD,0.33042,296,892,0.29953,0.36130
1987,30-45 y.,North Rhine-Westphalia,CDU/CSU,0.23395,177,892,0.20615,0.26175
1987,30-45 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.07155,61,892,0.05463,0.08847
1987,30-45 y.,Hesse,Not leaning towards specific party,0.42853,173,290,0.37147,0.48558
1987,30-45 y.,Hesse,SPD,0.24336,74,290,0.19389,0.29284
1987,30-45 y.,Hesse,CDU/CSU,0.20428,43,290,0.15779,0.25076
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.36464,72,163,0.29051,0.43876
1987,30-45 y.,"Rhineland-Palatinate, Saarland",SPD,0.32468,57,163,0.25257,0.39679
1987,30-45 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.22510,34,163,0.16079,0.28942
1987,30-45 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.43805,329,546,0.39639,0.47970
1987,30-45 y.,Baden-Wuerttemberg,SPD,0.20336,118,546,0.16957,0.23715
1987,30-45 y.,Baden-Wuerttemberg,CDU/CSU,0.23868,99,546,0.20290,0.27447
1987,30-45 y.,Bavaria,Not leaning towards specific party,0.33108,215,479,0.28889,0.37326
1987,30-45 y.,Bavaria,SPD,0.24554,116,479,0.20695,0.28412
1987,30-45 y.,Bavaria,CDU/CSU,0.31993,148,479,0.27812,0.36175
1987,30-45 y.,Berlin,Not leaning towards specific party,0.42237,51,51,0.28546,0.55928
1987,46-65 y.,Schleswig-Holstein,SPD,0.34857,34,65,0.23183,0.46532
