year,age_gr,sampreg,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,46-65 y.,West,Earn money,0.03228,118,243,0.01001,0.05455
2009,46-65 y.,West,Both equally,0.03375,125,243,0.01100,0.05650
2009,46-65 y.,East,Earn money,0.06554,89,188,0.03007,0.10101
2009,46-65 y.,East,Both equally,0.07342,99,188,0.03604,0.11081
2011,17-29 y.,West,Earn money,0.05546,191,544,0.03621,0.07471
2011,17-29 y.,West,Both equally,0.09565,353,544,0.07091,0.12039
2011,17-29 y.,East,Earn money,0.08420,70,166,0.04183,0.12657
2011,17-29 y.,East,Both equally,0.07994,96,166,0.03856,0.12133
2011,30-45 y.,West,Earn money,0.02463,133,318,0.00757,0.04169
2011,30-45 y.,West,Both equally,0.02419,185,318,0.00728,0.04110
2011,30-45 y.,East,Earn money,0.02513,46,104,-0.00510,0.05535
2011,30-45 y.,East,Both equally,0.02548,58,104,-0.00495,0.05591
2011,46-65 y.,West,Earn money,0.01927,95,235,0.00166,0.03688
2011,46-65 y.,West,Both equally,0.02453,140,235,0.00471,0.04435
2011,46-65 y.,East,Earn money,0.04798,81,149,0.01354,0.08241
2011,46-65 y.,East,Both equally,0.03423,68,149,0.00493,0.06352
2013,17-29 y.,West,Earn money,0.06787,263,690,0.04909,0.08665
2013,17-29 y.,West,Other reasons,0.01566,47,690,0.00639,0.02493
2013,17-29 y.,West,Both equally,0.10712,380,690,0.08402,0.13021
2013,17-29 y.,East,Earn money,0.10465,70,152,0.05583,0.15348
2013,17-29 y.,East,Both equally,0.10297,82,152,0.05450,0.15145
2013,30-45 y.,West,Earn money,0.02892,156,438,0.01321,0.04463
2013,30-45 y.,West,Other reasons,0.00889,38,438,0.00009,0.01769
2013,30-45 y.,West,Both equally,0.04357,244,438,0.02443,0.06271
2013,30-45 y.,East,Earn money,0.04963,63,114,0.00959,0.08968
2013,30-45 y.,East,Both equally,0.03147,51,114,-0.00072,0.06367
2013,46-65 y.,West,Earn money,0.02593,141,354,0.00935,0.04250
2013,46-65 y.,West,Other reasons,0.00467,31,354,-0.00244,0.01178
2013,46-65 y.,West,Both equally,0.02672,182,354,0.00989,0.04354
2013,46-65 y.,East,Earn money,0.05202,84,157,0.01717,0.08686
2013,46-65 y.,East,Both equally,0.03504,73,157,0.00619,0.06390
2017,17-29 y.,West,Earn money,0.09615,465,1229,0.07967,0.11264
2017,17-29 y.,West,Other reasons,0.01787,89,1229,0.01046,0.02528
2017,17-29 y.,West,Both equally,0.15700,675,1229,0.13665,0.17735
2017,17-29 y.,East,Earn money,0.11551,95,243,0.07524,0.15578
2017,17-29 y.,East,Both equally,0.16758,148,243,0.12052,0.21464
2017,30-45 y.,West,Earn money,0.05243,354,939,0.03816,0.06669
2017,30-45 y.,West,Other reasons,0.01034,85,939,0.00387,0.01682
2017,30-45 y.,West,Both equally,0.07497,500,939,0.05812,0.09182
2017,30-45 y.,East,Earn money,0.05036,95,227,0.02185,0.07887
2017,30-45 y.,East,Both equally,0.08927,132,227,0.05209,0.12644
2017,46-65 y.,West,Earn money,0.02485,190,525,0.01152,0.03818
2017,46-65 y.,West,Other reasons,0.00931,73,525,0.00109,0.01753
2017,46-65 y.,West,Both equally,0.03325,262,525,0.01790,0.04860
2017,46-65 y.,East,Earn money,0.03891,75,161,0.00894,0.06887
2017,46-65 y.,East,Both equally,0.03727,86,161,0.00792,0.06662
