year,age_gr,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,46-65 y.,Both equally,0.02640,208,384,0.01034,0.04246
2013,17-29 y.,Earn money,0.07350,333,849,0.05593,0.09106
2013,17-29 y.,Other reasons,0.01491,54,849,0.00675,0.02306
2013,17-29 y.,Both equally,0.10648,462,849,0.08572,0.12724
2013,30-45 y.,Earn money,0.03233,219,557,0.01762,0.04703
2013,30-45 y.,Other reasons,0.00772,43,557,0.00044,0.01499
2013,30-45 y.,Both equally,0.04158,295,557,0.02499,0.05818
2013,46-65 y.,Earn money,0.03113,225,524,0.01625,0.04602
2013,46-65 y.,Other reasons,0.00529,44,524,-0.00093,0.01150
2013,46-65 y.,Both equally,0.02838,255,524,0.01415,0.04261
2017,17-29 y.,Earn money,0.09909,560,1487,0.08389,0.11428
2017,17-29 y.,Other reasons,0.01686,104,1487,0.01032,0.02341
2017,17-29 y.,Both equally,0.15860,823,1487,0.14003,0.17717
2017,30-45 y.,Earn money,0.05206,449,1179,0.03937,0.06475
2017,30-45 y.,Other reasons,0.01009,98,1179,0.00438,0.01580
2017,30-45 y.,Both equally,0.07750,632,1179,0.06223,0.09277
2017,46-65 y.,Earn money,0.02740,265,693,0.01524,0.03956
2017,46-65 y.,Other reasons,0.00816,80,693,0.00146,0.01487
2017,46-65 y.,Both equally,0.03397,348,693,0.02048,0.04747
