year,age_gr,regtyp,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,46-65 y.,Urban regions,Other reasons,0.00856,45,328,-0.00142,0.01855
2000,46-65 y.,Urban regions,Both equally,0.02734,160,328,0.00966,0.04501
2000,46-65 y.,Rural regions,Earn money,0.03436,105,209,0.00960,0.05911
2000,46-65 y.,Rural regions,Both equally,0.03683,104,209,0.01124,0.06243
2001,17-29 y.,Urban regions,Earn money,0.12375,313,891,0.10211,0.14538
2001,17-29 y.,Urban regions,Other reasons,0.01362,35,891,0.00601,0.02124
2001,17-29 y.,Urban regions,Both equally,0.18183,543,891,0.15649,0.20717
2001,17-29 y.,Rural regions,Earn money,0.14816,221,495,0.11684,0.17949
2001,17-29 y.,Rural regions,Both equally,0.16243,274,495,0.12990,0.19496
2001,30-45 y.,Urban regions,Earn money,0.04740,243,688,0.03151,0.06329
2001,30-45 y.,Urban regions,Other reasons,0.00880,48,688,0.00182,0.01579
2001,30-45 y.,Urban regions,Both equally,0.07816,397,688,0.05808,0.09823
2001,30-45 y.,Rural regions,Earn money,0.06252,159,378,0.03808,0.08696
2001,30-45 y.,Rural regions,Both equally,0.08596,219,378,0.05766,0.11425
2001,46-65 y.,Urban regions,Earn money,0.02450,111,259,0.00564,0.04336
2001,46-65 y.,Urban regions,Both equally,0.03253,148,259,0.01088,0.05418
2001,46-65 y.,Rural regions,Earn money,0.03365,99,213,0.00938,0.05793
2001,46-65 y.,Rural regions,Both equally,0.04852,114,213,0.01959,0.07744
2003,17-29 y.,Urban regions,Earn money,0.12945,348,962,0.10823,0.15068
2003,17-29 y.,Urban regions,Other reasons,0.01342,39,962,0.00615,0.02070
2003,17-29 y.,Urban regions,Both equally,0.19900,575,962,0.17376,0.22425
2003,17-29 y.,Rural regions,Earn money,0.17055,234,474,0.13665,0.20444
2003,17-29 y.,Rural regions,Both equally,0.14652,240,474,0.11465,0.17838
2003,30-45 y.,Urban regions,Earn money,0.06555,286,692,0.04709,0.08400
2003,30-45 y.,Urban regions,Other reasons,0.00646,38,692,0.00049,0.01243
2003,30-45 y.,Urban regions,Both equally,0.08031,368,692,0.06004,0.10057
2003,30-45 y.,Rural regions,Earn money,0.08324,171,351,0.05430,0.11218
2003,30-45 y.,Rural regions,Both equally,0.08675,180,351,0.05726,0.11624
2003,46-65 y.,Urban regions,Earn money,0.03509,137,311,0.01461,0.05558
2003,46-65 y.,Urban regions,Both equally,0.03585,174,311,0.01516,0.05655
2003,46-65 y.,Rural regions,Earn money,0.04331,113,230,0.01695,0.06967
2003,46-65 y.,Rural regions,Both equally,0.05276,117,230,0.02380,0.08171
2005,17-29 y.,Urban regions,Earn money,0.10989,286,786,0.08801,0.13177
2005,17-29 y.,Urban regions,Both equally,0.18894,500,786,0.16156,0.21632
2005,17-29 y.,Rural regions,Earn money,0.13271,180,418,0.10014,0.16527
2005,17-29 y.,Rural regions,Both equally,0.16330,238,418,0.12782,0.19878
2005,30-45 y.,Urban regions,Earn money,0.05589,215,487,0.03547,0.07632
2005,30-45 y.,Urban regions,Both equally,0.06937,272,487,0.04678,0.09196
2005,30-45 y.,Rural regions,Earn money,0.06954,129,290,0.04021,0.09887
2005,30-45 y.,Rural regions,Both equally,0.08560,161,290,0.05334,0.11785
2005,46-65 y.,Urban regions,Earn money,0.03452,133,287,0.01336,0.05568
2005,46-65 y.,Urban regions,Both equally,0.03809,154,287,0.01590,0.06027
2005,46-65 y.,Rural regions,Earn money,0.03965,87,197,0.01233,0.06697
2005,46-65 y.,Rural regions,Both equally,0.05401,110,197,0.02236,0.08565
2007,17-29 y.,Urban regions,Earn money,0.11658,306,784,0.09410,0.13905
2007,17-29 y.,Urban regions,Both equally,0.18171,478,784,0.15470,0.20872
2007,17-29 y.,Rural regions,Earn money,0.12199,159,400,0.08988,0.15411
2007,17-29 y.,Rural regions,Both equally,0.16754,241,400,0.13090,0.20419
2007,30-45 y.,Urban regions,Earn money,0.05347,187,478,0.03328,0.07366
2007,30-45 y.,Urban regions,Both equally,0.07926,291,478,0.05501,0.10350
2007,30-45 y.,Rural regions,Earn money,0.06313,103,253,0.03310,0.09316
2007,30-45 y.,Rural regions,Both equally,0.07425,150,253,0.04188,0.10662
2007,46-65 y.,Urban regions,Earn money,0.03409,112,288,0.01310,0.05508
2007,46-65 y.,Urban regions,Both equally,0.04558,176,288,0.02145,0.06971
2007,46-65 y.,Rural regions,Earn money,0.04658,109,225,0.01898,0.07418
2007,46-65 y.,Rural regions,Both equally,0.05108,116,225,0.02225,0.07991
2009,17-29 y.,Urban regions,Earn money,0.11708,244,622,0.09179,0.14236
2009,17-29 y.,Urban regions,Both equally,0.15809,378,622,0.12940,0.18679
2009,17-29 y.,Rural regions,Earn money,0.13675,156,330,0.09962,0.17388
2009,17-29 y.,Rural regions,Both equally,0.14662,174,330,0.10840,0.18485
2009,30-45 y.,Urban regions,Earn money,0.05348,154,349,0.02984,0.07712
2009,30-45 y.,Urban regions,Both equally,0.05749,195,349,0.03303,0.08195
2009,30-45 y.,Rural regions,Earn money,0.07181,114,212,0.03697,0.10664
2009,30-45 y.,Rural regions,Both equally,0.06241,98,212,0.02977,0.09504
2009,46-65 y.,Urban regions,Earn money,0.03668,109,248,0.01323,0.06012
2009,46-65 y.,Urban regions,Both equally,0.04145,139,248,0.01659,0.06631
2009,46-65 y.,Rural regions,Earn money,0.04241,98,183,0.01313,0.07169
2009,46-65 y.,Rural regions,Both equally,0.04105,85,183,0.01222,0.06988
2011,17-29 y.,Urban regions,Earn money,0.06421,185,514,0.04300,0.08543
2011,17-29 y.,Urban regions,Both equally,0.10085,329,514,0.07480,0.12691
2011,17-29 y.,Rural regions,Earn money,0.05266,76,196,0.02131,0.08401
2011,17-29 y.,Rural regions,Both equally,0.07597,120,196,0.03878,0.11316
2011,30-45 y.,Urban regions,Earn money,0.02715,120,275,0.00791,0.04640
2011,30-45 y.,Urban regions,Both equally,0.02212,155,275,0.00471,0.03954
2011,30-45 y.,Rural regions,Earn money,0.01901,59,147,-0.00314,0.04115
2011,30-45 y.,Rural regions,Both equally,0.02971,88,147,0.00217,0.05724
2011,46-65 y.,Urban regions,Earn money,0.02489,98,214,0.00397,0.04581
2011,46-65 y.,Urban regions,Both equally,0.02461,116,214,0.00380,0.04541
2011,46-65 y.,Rural regions,Earn money,0.02468,78,170,0.00129,0.04808
2011,46-65 y.,Rural regions,Both equally,0.02970,92,170,0.00411,0.05530
2013,17-29 y.,Urban regions,Earn money,0.06935,222,577,0.04860,0.09009
2013,17-29 y.,Urban regions,Other reasons,0.01767,45,577,0.00691,0.02843
2013,17-29 y.,Urban regions,Both equally,0.09998,310,577,0.07548,0.12448
2013,17-29 y.,Rural regions,Earn money,0.08264,111,263,0.04930,0.11599
2013,17-29 y.,Rural regions,Both equally,0.12081,152,263,0.08135,0.16028
2013,30-45 y.,Urban regions,Earn money,0.02894,140,342,0.01114,0.04673
2013,30-45 y.,Urban regions,Both equally,0.04070,202,342,0.01973,0.06167
2013,30-45 y.,Rural regions,Earn money,0.04058,79,172,0.01101,0.07015
2013,30-45 y.,Rural regions,Both equally,0.04373,93,172,0.01308,0.07438
2013,46-65 y.,Urban regions,Earn money,0.02775,119,265,0.00794,0.04756
2013,46-65 y.,Urban regions,Both equally,0.02567,146,265,0.00659,0.04474
2013,46-65 y.,Rural regions,Earn money,0.03693,106,215,0.01166,0.06220
2013,46-65 y.,Rural regions,Both equally,0.03302,109,215,0.00908,0.05696
2017,17-29 y.,Urban regions,Earn money,0.10221,383,1044,0.08383,0.12059
2017,17-29 y.,Urban regions,Other reasons,0.01914,76,1044,0.01083,0.02746
2017,17-29 y.,Urban regions,Both equally,0.15856,585,1044,0.13639,0.18073
2017,17-29 y.,Rural regions,Earn money,0.09113,177,415,0.06341,0.11885
2017,17-29 y.,Rural regions,Both equally,0.15871,238,415,0.12351,0.19391
2017,30-45 y.,Urban regions,Earn money,0.05331,293,828,0.03800,0.06862
2017,30-45 y.,Urban regions,Other reasons,0.01145,69,828,0.00420,0.01870
2017,30-45 y.,Urban regions,Both equally,0.08500,466,828,0.06599,0.10401
2017,30-45 y.,Rural regions,Earn money,0.04896,156,322,0.02535,0.07257
2017,30-45 y.,Rural regions,Both equally,0.05888,166,322,0.03313,0.08463
2017,46-65 y.,Urban regions,Earn money,0.02868,165,440,0.01306,0.04429
2017,46-65 y.,Urban regions,Other reasons,0.01028,61,440,0.00084,0.01972
2017,46-65 y.,Urban regions,Both equally,0.03493,214,440,0.01775,0.05210
2017,46-65 y.,Rural regions,Earn money,0.02493,100,234,0.00491,0.04495
2017,46-65 y.,Rural regions,Both equally,0.03214,134,234,0.00949,0.05478
