"year","bula_h","hhtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1984","Hessen","Alleinerziehende","1.65","1.5","67","1.55","1.75"
"1984","Hessen","Paar mit Kind(ern)","1.52","1.5","1017","1.49","1.55"
"1984","Hessen","Sonstige","1.47","1","141","1.4","1.54"
"1984","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","","",""
"1984","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","","",""
"1984","Mecklenburg-Vorpommern","Alleinerziehende","","","","",""
"1984","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","","",""
"1984","Mecklenburg-Vorpommern","Sonstige","","","","",""
"1984","Niedersachsen","(Ehe-)Paar ohne Kind(er)","1.51","1.5","282","1.45","1.57"
"1984","Niedersachsen","1-Pers.- Haushalt","1.76","1.5","117","1.69","1.83"
"1984","Niedersachsen","Alleinerziehende","1.55","1.5","85","1.44","1.66"
"1984","Niedersachsen","Paar mit Kind(ern)","1.4","1","983","1.37","1.43"
"1984","Niedersachsen","Sonstige","1.2","1","142","1.13","1.27"
"1984","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","1.67","1.5","710","1.64","1.7"
"1984","Nordrhein-Westfalen","1-Pers.- Haushalt","1.82","1.5","368","1.78","1.86"
"1984","Nordrhein-Westfalen","Alleinerziehende","1.76","1.5","225","1.71","1.81"
"1984","Nordrhein-Westfalen","Paar mit Kind(ern)","1.54","1.5","2893","1.52","1.56"
"1984","Nordrhein-Westfalen","Sonstige","1.48","1","200","1.41","1.55"
"1984","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","1.39","1","206","1.32","1.46"
"1984","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","1.6","1.5","77","1.49","1.71"
"1984","Rheinland-Pfalz,Saarland","Alleinerziehende","1.63","1.5","61","1.51","1.75"
"1984","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","1.35","1","646","1.31","1.39"
"1984","Rheinland-Pfalz,Saarland","Sonstige","1.2","1","95","1.1","1.3"
"1984","Sachsen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1984","Sachsen","1-Pers.- Haushalt","","","","",""
"1984","Sachsen","Alleinerziehende","","","","",""
"1984","Sachsen","Paar mit Kind(ern)","","","","",""
"1984","Sachsen","Sonstige","","","","",""
"1984","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","","",""
"1984","Sachsen-Anhalt","1-Pers.- Haushalt","","","","",""
"1984","Sachsen-Anhalt","Alleinerziehende","","","","",""
"1984","Sachsen-Anhalt","Paar mit Kind(ern)","","","","",""
"1984","Sachsen-Anhalt","Sonstige","","","","",""
"1984","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","1.38","1","88","1.28","1.48"
"1984","Schleswig-Holstein","1-Pers.- Haushalt","1.66","1.5","53","1.53","1.79"
"1984","Schleswig-Holstein","Alleinerziehende","1.6","1.5","30","1.43","1.77"
"1984","Schleswig-Holstein","Paar mit Kind(ern)","1.34","1","308","1.29","1.39"
"1984","Schleswig-Holstein","Sonstige","1.33","1","30","1.14","1.52"
"1984","Thüringen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1984","Thüringen","1-Pers.- Haushalt","","","","",""
"1984","Thüringen","Alleinerziehende","","","","",""
"1984","Thüringen","Paar mit Kind(ern)","","","","",""
"1984","Thüringen","Sonstige","","","","",""
"1985","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","1.44","1","358","1.39","1.49"
"1985","Baden-Württemberg","1-Pers.- Haushalt","1.7","1.5","177","1.64","1.76"
"1985","Baden-Württemberg","Alleinerziehende","1.56","1.5","132","1.48","1.64"
"1985","Baden-Württemberg","Paar mit Kind(ern)","1.41","1","1986","1.39","1.43"
"1985","Baden-Württemberg","Sonstige","1.36","1","167","1.28","1.44"
"1985","Bayern","(Ehe-)Paar ohne Kind(er)","1.53","1.5","438","1.48","1.58"
"1985","Bayern","1-Pers.- Haushalt","1.74","1.5","169","1.67","1.81"
"1985","Bayern","Alleinerziehende","1.53","1.5","120","1.44","1.62"
"1985","Bayern","Paar mit Kind(ern)","1.38","1","1607","1.36","1.4"
"1985","Bayern","Sonstige","1.26","1","149","1.18","1.34"
"1985","Berlin","(Ehe-)Paar ohne Kind(er)","1.9","1.5","86","1.84","1.96"
"1985","Berlin","1-Pers.- Haushalt","1.91","1.5","74","1.85","1.97"
"1985","Berlin","Alleinerziehende","2","2","48","2","2"
"1985","Berlin","Paar mit Kind(ern)","1.85","1.5","244","1.81","1.89"
"1985","Berlin","Sonstige","","","","",""
"1985","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","",""
"1985","Brandenburg","1-Pers.- Haushalt","","","","",""
"1985","Brandenburg","Alleinerziehende","","","","",""
"1985","Brandenburg","Paar mit Kind(ern)","","","","",""
"1985","Brandenburg","Sonstige","","","","",""
"1985","Bremen","(Ehe-)Paar ohne Kind(er)","1.69","1.5","40","1.54","1.84"
"1985","Bremen","1-Pers.- Haushalt","","","","",""
"1985","Bremen","Alleinerziehende","","","","",""
"1985","Bremen","Paar mit Kind(ern)","1.51","1.5","68","1.4","1.62"
"1985","Bremen","Sonstige","","","","",""
"1985","Hamburg","(Ehe-)Paar ohne Kind(er)","1.86","1.5","92","1.79","1.93"
"1985","Hamburg","1-Pers.- Haushalt","1.94","1.5","57","1.88","2"
"1985","Hamburg","Alleinerziehende","","","","",""
"1985","Hamburg","Paar mit Kind(ern)","1.74","1.5","174","1.68","1.8"
"1985","Hamburg","Sonstige","","","","",""
"1985","Hessen","(Ehe-)Paar ohne Kind(er)","1.52","1.5","278","1.46","1.58"
"1985","Hessen","1-Pers.- Haushalt","1.73","1.5","100","1.65","1.81"
"1985","Hessen","Alleinerziehende","1.61","1.5","71","1.51","1.71"
"1985","Hessen","Paar mit Kind(ern)","1.52","1.5","919","1.49","1.55"
"1985","Hessen","Sonstige","1.38","1","122","1.29","1.47"
"1985","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","","",""
"1985","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","","",""
"1985","Mecklenburg-Vorpommern","Alleinerziehende","","","","",""
"1985","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","","",""
"1985","Mecklenburg-Vorpommern","Sonstige","","","","",""
"1985","Niedersachsen","(Ehe-)Paar ohne Kind(er)","1.53","1.5","264","1.47","1.59"
"1985","Niedersachsen","1-Pers.- Haushalt","1.8","1.5","104","1.73","1.87"
"1985","Niedersachsen","Alleinerziehende","1.54","1.5","72","1.42","1.66"
"1985","Niedersachsen","Paar mit Kind(ern)","1.36","1","859","1.33","1.39"
"1985","Niedersachsen","Sonstige","1.16","1","126","1.09","1.23"
"1985","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","1.68","1.5","630","1.64","1.72"
"1985","Nordrhein-Westfalen","1-Pers.- Haushalt","1.83","1.5","323","1.79","1.87"
"1985","Nordrhein-Westfalen","Alleinerziehende","1.77","1.5","194","1.72","1.82"
"1985","Nordrhein-Westfalen","Paar mit Kind(ern)","1.51","1.5","2612","1.49","1.53"
"1985","Nordrhein-Westfalen","Sonstige","1.55","1.5","209","1.48","1.62"
"1985","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","1.39","1","180","1.32","1.46"
"1985","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","1.66","1.5","69","1.55","1.77"
"1985","Rheinland-Pfalz,Saarland","Alleinerziehende","1.65","1.5","56","1.52","1.78"
"1985","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","1.32","1","585","1.28","1.36"
"1985","Rheinland-Pfalz,Saarland","Sonstige","1.16","1","80","1.06","1.26"
"1985","Sachsen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1985","Sachsen","1-Pers.- Haushalt","","","","",""
"1985","Sachsen","Alleinerziehende","","","","",""
"1985","Sachsen","Paar mit Kind(ern)","","","","",""
"1985","Sachsen","Sonstige","","","","",""
"1985","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","","",""
"1985","Sachsen-Anhalt","1-Pers.- Haushalt","","","","",""
"1985","Sachsen-Anhalt","Alleinerziehende","","","","",""
"1985","Sachsen-Anhalt","Paar mit Kind(ern)","","","","",""
"1985","Sachsen-Anhalt","Sonstige","","","","",""
"1985","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","1.51","1.5","84","1.4","1.62"
"1985","Schleswig-Holstein","1-Pers.- Haushalt","1.69","1.5","44","1.55","1.83"
"1985","Schleswig-Holstein","Alleinerziehende","1.56","1.5","32","1.38","1.74"
"1985","Schleswig-Holstein","Paar mit Kind(ern)","1.34","1","285","1.28","1.4"
"1985","Schleswig-Holstein","Sonstige","","","","",""
"1985","Thüringen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1985","Thüringen","1-Pers.- Haushalt","","","","",""
"1985","Thüringen","Alleinerziehende","","","","",""
"1985","Thüringen","Paar mit Kind(ern)","","","","",""
"1985","Thüringen","Sonstige","","","","",""
"1986","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","1.46","1","374","1.41","1.51"
"1986","Baden-Württemberg","1-Pers.- Haushalt","1.63","1.5","160","1.56","1.7"
"1986","Baden-Württemberg","Alleinerziehende","1.57","1.5","106","1.48","1.66"
"1986","Baden-Württemberg","Paar mit Kind(ern)","1.42","1","1879","1.4","1.44"
"1986","Baden-Württemberg","Sonstige","1.38","1","163","1.31","1.45"
"1986","Bayern","(Ehe-)Paar ohne Kind(er)","1.5","1.5","398","1.45","1.55"
"1986","Bayern","1-Pers.- Haushalt","1.75","1.5","169","1.68","1.82"
"1986","Bayern","Alleinerziehende","1.56","1.5","115","1.47","1.65"
"1986","Bayern","Paar mit Kind(ern)","1.38","1","1476","1.35","1.41"
"1986","Bayern","Sonstige","1.26","1","150","1.18","1.34"
"1986","Berlin","(Ehe-)Paar ohne Kind(er)","1.88","1.5","78","1.81","1.95"
"1986","Berlin","1-Pers.- Haushalt","1.93","1.5","73","1.87","1.99"
"1986","Berlin","Alleinerziehende","1.91","1.5","54","1.83","1.99"
"1986","Berlin","Paar mit Kind(ern)","1.91","1.5","230","1.88","1.94"
"1986","Berlin","Sonstige","","","","",""
"1986","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","",""
"1986","Brandenburg","1-Pers.- Haushalt","","","","",""
"1986","Brandenburg","Alleinerziehende","","","","",""
"1986","Brandenburg","Paar mit Kind(ern)","","","","",""
"1986","Brandenburg","Sonstige","","","","",""
"1986","Bremen","(Ehe-)Paar ohne Kind(er)","1.67","1.5","36","1.51","1.83"
"1986","Bremen","1-Pers.- Haushalt","","","","",""
"1986","Bremen","Alleinerziehende","","","","",""
"1986","Bremen","Paar mit Kind(ern)","1.61","1.5","65","1.5","1.72"
"1986","Bremen","Sonstige","","","","",""
"1986","Hamburg","(Ehe-)Paar ohne Kind(er)","1.77","1.5","72","1.67","1.87"
"1986","Hamburg","1-Pers.- Haushalt","1.94","1.5","56","1.88","2"
"1986","Hamburg","Alleinerziehende","","","","",""
"1986","Hamburg","Paar mit Kind(ern)","1.74","1.5","164","1.68","1.8"
"1986","Hamburg","Sonstige","","","","",""
"1986","Hessen","(Ehe-)Paar ohne Kind(er)","1.51","1.5","254","1.45","1.57"
"1986","Hessen","1-Pers.- Haushalt","1.8","1.5","103","1.73","1.87"
"1986","Hessen","Alleinerziehende","1.66","1.5","81","1.57","1.75"
"1986","Hessen","Paar mit Kind(ern)","1.52","1.5","848","1.49","1.55"
"1986","Hessen","Sonstige","1.28","1","88","1.18","1.38"
"1986","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","","",""
"1986","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","","",""
"1986","Mecklenburg-Vorpommern","Alleinerziehende","","","","",""
"1986","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","","",""
"1986","Mecklenburg-Vorpommern","Sonstige","","","","",""
"1986","Niedersachsen","(Ehe-)Paar ohne Kind(er)","1.55","1.5","286","1.49","1.61"
"1986","Niedersachsen","1-Pers.- Haushalt","1.79","1.5","98","1.71","1.87"
"1986","Niedersachsen","Alleinerziehende","1.59","1.5","70","1.47","1.71"
"1986","Niedersachsen","Paar mit Kind(ern)","1.34","1","823","1.31","1.37"
"1986","Niedersachsen","Sonstige","1.24","1","137","1.17","1.31"
"1986","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","1.69","1.5","648","1.66","1.72"
"1986","Nordrhein-Westfalen","1-Pers.- Haushalt","1.82","1.5","289","1.78","1.86"
"1986","Nordrhein-Westfalen","Alleinerziehende","1.68","1.5","179","1.61","1.75"
"1986","Nordrhein-Westfalen","Paar mit Kind(ern)","1.53","1.5","2482","1.51","1.55"
"1986","Nordrhein-Westfalen","Sonstige","1.58","1.5","206","1.51","1.65"
"1986","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","1.47","1","192","1.4","1.54"
"1986","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","1.68","1.5","68","1.57","1.79"
"1986","Rheinland-Pfalz,Saarland","Alleinerziehende","1.6","1.5","53","1.47","1.73"
"1986","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","1.31","1","560","1.27","1.35"
"1986","Rheinland-Pfalz,Saarland","Sonstige","1.28","1","85","1.19","1.37"
"1986","Sachsen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1986","Sachsen","1-Pers.- Haushalt","","","","",""
"1986","Sachsen","Alleinerziehende","","","","",""
"1986","Sachsen","Paar mit Kind(ern)","","","","",""
"1986","Sachsen","Sonstige","","","","",""
"1986","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","","",""
"1986","Sachsen-Anhalt","1-Pers.- Haushalt","","","","",""
"1986","Sachsen-Anhalt","Alleinerziehende","","","","",""
"1986","Sachsen-Anhalt","Paar mit Kind(ern)","","","","",""
"1986","Sachsen-Anhalt","Sonstige","","","","",""
"1986","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","1.54","1.5","72","1.42","1.66"
"1986","Schleswig-Holstein","1-Pers.- Haushalt","1.6","1.5","39","1.44","1.76"
"1986","Schleswig-Holstein","Alleinerziehende","1.77","1.5","30","1.6","1.94"
"1986","Schleswig-Holstein","Paar mit Kind(ern)","1.33","1","265","1.27","1.39"
"1986","Schleswig-Holstein","Sonstige","","","","",""
"1986","Thüringen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1986","Thüringen","1-Pers.- Haushalt","","","","",""
"1986","Thüringen","Alleinerziehende","","","","",""
"1986","Thüringen","Paar mit Kind(ern)","","","","",""
"1986","Thüringen","Sonstige","","","","",""
"1987","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","1.47","1","374","1.42","1.52"
"1987","Baden-Württemberg","1-Pers.- Haushalt","1.65","1.5","157","1.58","1.72"
"1987","Baden-Württemberg","Alleinerziehende","1.56","1.5","114","1.47","1.65"
"1987","Baden-Württemberg","Paar mit Kind(ern)","1.44","1","1840","1.42","1.46"
"1987","Baden-Württemberg","Sonstige","1.34","1","166","1.27","1.41"
"1987","Bayern","(Ehe-)Paar ohne Kind(er)","1.53","1.5","400","1.48","1.58"
"1987","Bayern","1-Pers.- Haushalt","1.74","1.5","177","1.68","1.8"
"1987","Bayern","Alleinerziehende","1.5","1.5","127","1.41","1.59"
"1987","Bayern","Paar mit Kind(ern)","1.39","1","1406","1.36","1.42"
"1987","Bayern","Sonstige","1.27","1","121","1.18","1.36"
"1987","Berlin","(Ehe-)Paar ohne Kind(er)","1.88","1.5","90","1.81","1.95"
"1987","Berlin","1-Pers.- Haushalt","1.93","1.5","70","1.87","1.99"
"1987","Berlin","Alleinerziehende","1.96","1.5","41","1.89","2.03"
"1987","Berlin","Paar mit Kind(ern)","1.9","1.5","240","1.87","1.93"
"1987","Berlin","Sonstige","1.76","1.5","35","1.68","1.84"
"1987","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","",""
"1987","Brandenburg","1-Pers.- Haushalt","","","","",""
"1987","Brandenburg","Alleinerziehende","","","","",""
"1987","Brandenburg","Paar mit Kind(ern)","","","","",""
"1987","Brandenburg","Sonstige","","","","",""
"1987","Bremen","(Ehe-)Paar ohne Kind(er)","1.68","1.5","36","1.52","1.84"
"1987","Bremen","1-Pers.- Haushalt","","","","",""
"1987","Bremen","Alleinerziehende","","","","",""
"1987","Bremen","Paar mit Kind(ern)","1.5","1.5","53","1.36","1.64"
"1987","Bremen","Sonstige","","","","",""
"1987","Hamburg","(Ehe-)Paar ohne Kind(er)","1.75","1.5","68","1.64","1.86"
"1987","Hamburg","1-Pers.- Haushalt","1.92","1.5","50","1.84","2"
"1987","Hamburg","Alleinerziehende","","","","",""
"1987","Hamburg","Paar mit Kind(ern)","1.73","1.5","137","1.66","1.8"
"1987","Hamburg","Sonstige","","","","",""
"1987","Hessen","(Ehe-)Paar ohne Kind(er)","1.52","1.5","242","1.46","1.58"
"1987","Hessen","1-Pers.- Haushalt","1.75","1.5","98","1.67","1.83"
"1987","Hessen","Alleinerziehende","1.55","1.5","66","1.43","1.67"
"1987","Hessen","Paar mit Kind(ern)","1.53","1.5","860","1.5","1.56"
"1987","Hessen","Sonstige","1.41","1","117","1.32","1.5"
"1987","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","","",""
"1987","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","","",""
"1987","Mecklenburg-Vorpommern","Alleinerziehende","","","","",""
"1987","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","","",""
"1987","Mecklenburg-Vorpommern","Sonstige","","","","",""
"1987","Niedersachsen","(Ehe-)Paar ohne Kind(er)","1.52","1.5","280","1.46","1.58"
"1987","Niedersachsen","1-Pers.- Haushalt","1.82","1.5","103","1.75","1.89"
"1987","Niedersachsen","Alleinerziehende","1.64","1.5","70","1.53","1.75"
"1987","Niedersachsen","Paar mit Kind(ern)","1.36","1","809","1.33","1.39"
"1987","Niedersachsen","Sonstige","1.32","1","135","1.24","1.4"
"1987","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","1.67","1.5","626","1.63","1.71"
"1987","Nordrhein-Westfalen","1-Pers.- Haushalt","1.83","1.5","296","1.79","1.87"
"1987","Nordrhein-Westfalen","Alleinerziehende","1.73","1.5","182","1.67","1.79"
"1987","Nordrhein-Westfalen","Paar mit Kind(ern)","1.53","1.5","2368","1.51","1.55"
"1987","Nordrhein-Westfalen","Sonstige","1.55","1.5","244","1.49","1.61"
"1987","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","1.41","1","186","1.34","1.48"
"1987","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","1.69","1.5","66","1.58","1.8"
"1987","Rheinland-Pfalz,Saarland","Alleinerziehende","1.53","1.5","53","1.39","1.67"
"1987","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","1.33","1","548","1.29","1.37"
"1987","Rheinland-Pfalz,Saarland","Sonstige","1.35","1","92","1.26","1.44"
"1987","Sachsen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1987","Sachsen","1-Pers.- Haushalt","","","","",""
"1987","Sachsen","Alleinerziehende","","","","",""
"1987","Sachsen","Paar mit Kind(ern)","","","","",""
"1987","Sachsen","Sonstige","","","","",""
"1987","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","","",""
"1987","Sachsen-Anhalt","1-Pers.- Haushalt","","","","",""
"1987","Sachsen-Anhalt","Alleinerziehende","","","","",""
"1987","Sachsen-Anhalt","Paar mit Kind(ern)","","","","",""
"1987","Sachsen-Anhalt","Sonstige","","","","",""
"1987","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","1.41","1","82","1.3","1.52"
"1987","Schleswig-Holstein","1-Pers.- Haushalt","1.6","1.5","37","1.43","1.77"
"1987","Schleswig-Holstein","Alleinerziehende","","","","",""
"1987","Schleswig-Holstein","Paar mit Kind(ern)","1.36","1","266","1.3","1.42"
"1987","Schleswig-Holstein","Sonstige","","","","",""
"1987","Thüringen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1987","Thüringen","1-Pers.- Haushalt","","","","",""
"1987","Thüringen","Alleinerziehende","","","","",""
"1987","Thüringen","Paar mit Kind(ern)","","","","",""
"1987","Thüringen","Sonstige","","","","",""
"1988","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","1.46","1","388","1.41","1.51"
"1988","Baden-Württemberg","1-Pers.- Haushalt","1.63","1.5","160","1.56","1.7"
"1988","Baden-Württemberg","Alleinerziehende","1.66","1.5","114","1.58","1.74"
"1988","Baden-Württemberg","Paar mit Kind(ern)","1.41","1","1749","1.39","1.43"
"1988","Baden-Württemberg","Sonstige","1.36","1","113","1.27","1.45"
"1988","Bayern","(Ehe-)Paar ohne Kind(er)","1.53","1.5","366","1.48","1.58"
"1988","Bayern","1-Pers.- Haushalt","1.74","1.5","182","1.68","1.8"
"1988","Bayern","Alleinerziehende","1.55","1.5","121","1.46","1.64"
"1988","Bayern","Paar mit Kind(ern)","1.38","1","1352","1.35","1.41"
"1988","Bayern","Sonstige","1.31","1","117","1.22","1.4"
"1988","Berlin","(Ehe-)Paar ohne Kind(er)","1.93","1.5","82","1.87","1.99"
"1988","Berlin","1-Pers.- Haushalt","1.93","1.5","69","1.87","1.99"
"1988","Berlin","Alleinerziehende","1.96","1.5","43","1.89","2.03"
"1988","Berlin","Paar mit Kind(ern)","1.88","1.5","214","1.84","1.92"
"1988","Berlin","Sonstige","2","2","32","2","2"
"1988","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","",""
"1988","Brandenburg","1-Pers.- Haushalt","","","","",""
"1988","Brandenburg","Alleinerziehende","","","","",""
"1988","Brandenburg","Paar mit Kind(ern)","","","","",""
"1988","Brandenburg","Sonstige","","","","",""
"1988","Bremen","(Ehe-)Paar ohne Kind(er)","1.64","1.5","34","1.47","1.81"
"1988","Bremen","1-Pers.- Haushalt","","","","",""
"1988","Bremen","Alleinerziehende","","","","",""
"1988","Bremen","Paar mit Kind(ern)","1.6","1.5","56","1.47","1.73"
"1988","Bremen","Sonstige","","","","",""
"1988","Hamburg","(Ehe-)Paar ohne Kind(er)","1.68","1.5","72","1.57","1.79"
"1988","Hamburg","1-Pers.- Haushalt","1.9","1.5","46","1.82","1.98"
"1988","Hamburg","Alleinerziehende","","","","",""
"1988","Hamburg","Paar mit Kind(ern)","1.78","1.5","109","1.7","1.86"
"1988","Hamburg","Sonstige","","","","",""
"1988","Hessen","(Ehe-)Paar ohne Kind(er)","1.51","1.5","222","1.44","1.58"
"1988","Hessen","1-Pers.- Haushalt","1.78","1.5","91","1.7","1.86"
"1988","Hessen","Alleinerziehende","1.54","1.5","66","1.42","1.66"
"1988","Hessen","Paar mit Kind(ern)","1.51","1.5","830","1.48","1.54"
"1988","Hessen","Sonstige","1.43","1","123","1.35","1.51"
"1988","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","","",""
"1988","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","","",""
"1988","Mecklenburg-Vorpommern","Alleinerziehende","","","","",""
"1988","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","","",""
"1988","Mecklenburg-Vorpommern","Sonstige","","","","",""
"1988","Niedersachsen","(Ehe-)Paar ohne Kind(er)","1.52","1.5","272","1.46","1.58"
"1988","Niedersachsen","1-Pers.- Haushalt","1.79","1.5","98","1.71","1.87"
"1988","Niedersachsen","Alleinerziehende","1.53","1.5","79","1.42","1.64"
"1988","Niedersachsen","Paar mit Kind(ern)","1.39","1","739","1.35","1.43"
"1988","Niedersachsen","Sonstige","1.38","1","128","1.29","1.47"
"1988","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","1.67","1.5","614","1.63","1.71"
"1988","Nordrhein-Westfalen","1-Pers.- Haushalt","1.8","1.5","273","1.75","1.85"
"1988","Nordrhein-Westfalen","Alleinerziehende","1.65","1.5","181","1.58","1.72"
"1988","Nordrhein-Westfalen","Paar mit Kind(ern)","1.52","1.5","2276","1.5","1.54"
"1988","Nordrhein-Westfalen","Sonstige","1.6","1.5","197","1.54","1.66"
"1988","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","1.41","1","188","1.34","1.48"
"1988","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","1.71","1.5","63","1.6","1.82"
"1988","Rheinland-Pfalz,Saarland","Alleinerziehende","1.58","1.5","51","1.44","1.72"
"1988","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","1.36","1","517","1.32","1.4"
"1988","Rheinland-Pfalz,Saarland","Sonstige","1.42","1","92","1.32","1.52"
"1988","Sachsen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1988","Sachsen","1-Pers.- Haushalt","","","","",""
"1988","Sachsen","Alleinerziehende","","","","",""
"1988","Sachsen","Paar mit Kind(ern)","","","","",""
"1988","Sachsen","Sonstige","","","","",""
"1988","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","","",""
"1988","Sachsen-Anhalt","1-Pers.- Haushalt","","","","",""
"1988","Sachsen-Anhalt","Alleinerziehende","","","","",""
"1988","Sachsen-Anhalt","Paar mit Kind(ern)","","","","",""
