"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2007","3","Westdeutschland","1.47","1","4172","1.46","1.48"
"2007","4","Ostdeutschland","1.59","1.5","1032","1.56","1.62"
"2007","4","Westdeutschland","1.41","1","4704","1.4","1.42"
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","1.41","1","554","1.37","1.45"
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","1.35","1","4411","1.34","1.36"
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","1.69","1.5","1430","1.67","1.71"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","1.7","1.5","2854","1.68","1.72"
"2008","2","Ostdeutschland","1.62","1.5","1351","1.59","1.65"
"2008","2","Westdeutschland","1.56","1.5","3325","1.54","1.58"
"2008","3","Ostdeutschland","1.54","1.5","1383","1.51","1.57"
"2008","3","Westdeutschland","1.45","1","4016","1.43","1.47"
"2008","4","Ostdeutschland","1.54","1.5","1072","1.51","1.57"
"2008","4","Westdeutschland","1.42","1","4476","1.41","1.43"
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","1.39","1","585","1.35","1.43"
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","1.34","1","4385","1.33","1.35"
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","1.7","1.5","1223","1.67","1.73"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","1.7","1.5","2555","1.68","1.72"
"2009","2","Ostdeutschland","1.57","1.5","1326","1.54","1.6"
"2009","2","Westdeutschland","1.56","1.5","2982","1.54","1.58"
"2009","3","Ostdeutschland","1.54","1.5","1356","1.51","1.57"
"2009","3","Westdeutschland","1.45","1","3518","1.43","1.47"
"2009","4","Ostdeutschland","1.51","1.5","1096","1.48","1.54"
"2009","4","Westdeutschland","1.38","1","4257","1.37","1.39"
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","1.44","1","581","1.4","1.48"
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","1.36","1","4327","1.35","1.37"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","1.72","1.5","2224","1.7","1.74"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","1.72","1.5","5909","1.71","1.73"
"2010","2","Ostdeutschland","1.57","1.5","2015","1.55","1.59"
"2010","2","Westdeutschland","1.56","1.5","6344","1.55","1.57"
"2010","3","Ostdeutschland","1.55","1.5","1634","1.53","1.57"
"2010","3","Westdeutschland","1.42","1","5587","1.41","1.43"
"2010","4","Ostdeutschland","1.51","1.5","1349","1.48","1.54"
"2010","4","Westdeutschland","1.39","1","5956","1.38","1.4"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","1.37","1","708","1.34","1.4"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","1.34","1","5742","1.33","1.35"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","1.75","1.5","2449","1.73","1.77"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","1.71","1.5","6128","1.7","1.72"
"2011","2","Ostdeutschland","1.62","1.5","2104","1.6","1.64"
"2011","2","Westdeutschland","1.54","1.5","7165","1.53","1.55"
"2011","3","Ostdeutschland","1.52","1.5","1991","1.5","1.54"
"2011","3","Westdeutschland","1.45","1","6754","1.44","1.46"
"2011","4","Ostdeutschland","1.52","1.5","1675","1.5","1.54"
"2011","4","Westdeutschland","1.38","1","7621","1.37","1.39"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","1.41","1","927","1.38","1.44"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","1.34","1","7187","1.33","1.35"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","1.77","1.5","2095","1.75","1.79"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","1.74","1.5","5042","1.73","1.75"
"2012","2","Ostdeutschland","1.65","1.5","2051","1.63","1.67"
"2012","2","Westdeutschland","1.55","1.5","6520","1.54","1.56"
"2012","3","Ostdeutschland","1.53","1.5","2020","1.51","1.55"
"2012","3","Westdeutschland","1.45","1","6822","1.44","1.46"
"2012","4","Ostdeutschland","1.53","1.5","1657","1.51","1.55"
"2012","4","Westdeutschland","1.4","1","7664","1.39","1.41"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","1.38","1","1047","1.35","1.41"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","1.34","1","7487","1.33","1.35"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","1.76","1.5","2032","1.74","1.78"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","1.75","1.5","6749","1.74","1.76"
"2013","2","Ostdeutschland","1.61","1.5","2035","1.59","1.63"
"2013","2","Westdeutschland","1.59","1.5","7584","1.58","1.6"
"2013","3","Ostdeutschland","1.58","1.5","1784","1.56","1.6"
"2013","3","Westdeutschland","1.45","1","7562","1.44","1.46"
"2013","4","Ostdeutschland","1.51","1.5","1846","1.49","1.53"
"2013","4","Westdeutschland","1.39","1","8712","1.38","1.4"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","1.36","1","1139","1.33","1.39"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","1.35","1","8221","1.34","1.36"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","1.78","1.5","1515","1.76","1.8"
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","1.76","1.5","5026","1.75","1.77"
"2014","2","Ostdeutschland","1.67","1.5","1822","1.65","1.69"
"2014","2","Westdeutschland","1.59","1.5","6023","1.58","1.6"
"2014","3","Ostdeutschland","1.58","1.5","1744","1.56","1.6"
"2014","3","Westdeutschland","1.46","1","6498","1.45","1.47"
"2014","4","Ostdeutschland","1.52","1.5","1854","1.5","1.54"
"2014","4","Westdeutschland","1.4","1","7783","1.39","1.41"
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","1.42","1","1087","1.39","1.45"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","1.34","1","8155","1.33","1.35"
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","1.8","1.5","1407","1.78","1.82"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","1.76","1.5","5160","1.75","1.77"
"2015","2","Ostdeutschland","1.67","1.5","1530","1.65","1.69"
"2015","2","Westdeutschland","1.63","1.5","5687","1.62","1.64"
"2015","3","Ostdeutschland","1.59","1.5","1786","1.57","1.61"
"2015","3","Westdeutschland","1.46","1","6192","1.45","1.47"
"2015","4","Ostdeutschland","1.5","1","1823","1.48","1.52"
"2015","4","Westdeutschland","1.41","1","7725","1.4","1.42"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","1.44","1","1177","1.41","1.47"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","1.34","1","8563","1.33","1.35"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","1.78","1.5","1202","1.76","1.8"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","1.78","1.5","3794","1.77","1.79"
"2016","2","Ostdeutschland","1.66","1.5","1325","1.63","1.69"
"2016","2","Westdeutschland","1.65","1.5","4858","1.64","1.66"
"2016","3","Ostdeutschland","1.57","1.5","1563","1.55","1.59"
"2016","3","Westdeutschland","1.48","1","5244","1.47","1.49"
"2016","4","Ostdeutschland","1.51","1.5","1849","1.49","1.53"
"2016","4","Westdeutschland","1.4","1","7415","1.39","1.41"
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","1.41","1","1216","1.38","1.44"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","1.35","1","8323","1.34","1.36"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","1.78","1.5","2320","1.77","1.79"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","1.79","1.5","8926","1.78","1.8"
"2017","2","Ostdeutschland","1.72","1.5","1420","1.7","1.74"
"2017","2","Westdeutschland","1.66","1.5","5028","1.65","1.67"
"2017","3","Ostdeutschland","1.56","1.5","1633","1.54","1.58"
"2017","3","Westdeutschland","1.51","1.5","5723","1.5","1.52"
"2017","4","Ostdeutschland","1.48","1","2113","1.46","1.5"
"2017","4","Westdeutschland","1.4","1","8068","1.39","1.41"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","1.43","1","1625","1.41","1.45"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","1.34","1","10218","1.33","1.35"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","1.77","1.5","2329","1.76","1.78"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","1.82","1.5","9950","1.82","1.82"
"2018","2","Ostdeutschland","1.77","1.5","1302","1.75","1.79"
"2018","2","Westdeutschland","1.7","1.5","5022","1.69","1.71"
"2018","3","Ostdeutschland","1.57","1.5","1595","1.55","1.59"
"2018","3","Westdeutschland","1.55","1.5","5490","1.54","1.56"
"2018","4","Ostdeutschland","1.51","1.5","2273","1.49","1.53"
"2018","4","Westdeutschland","1.42","1","8097","1.41","1.43"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","1.42","1","1671","1.4","1.44"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","1.33","1","10414","1.32","1.34"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","1.77","1.5","1898","1.76","1.78"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","1.82","1.5","8142","1.82","1.82"
"2019","2","Ostdeutschland","1.69","1.5","1139","1.66","1.72"
"2019","2","Westdeutschland","1.68","1.5","4790","1.67","1.69"
"2019","3","Ostdeutschland","1.58","1.5","1416","1.55","1.61"
"2019","3","Westdeutschland","1.54","1.5","4865","1.53","1.55"
"2019","4","Ostdeutschland","1.52","1.5","2426","1.5","1.54"
"2019","4","Westdeutschland","1.45","1","7778","1.44","1.46"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","1.41","1","2589","1.39","1.43"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","1.33","1","13520","1.32","1.34"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","1.84","1.5","1871","1.83","1.85"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","1.82","1.5","7885","1.82","1.82"
"2020","2","Ostdeutschland","1.74","1.5","1162","1.72","1.76"
"2020","2","Westdeutschland","1.7","1.5","6188","1.69","1.71"
"2020","3","Ostdeutschland","1.59","1.5","1293","1.56","1.62"
"2020","3","Westdeutschland","1.6","1.5","5198","1.59","1.61"
"2020","4","Ostdeutschland","1.51","1.5","2244","1.49","1.53"
"2020","4","Westdeutschland","1.42","1","8306","1.41","1.43"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","1.45","1","2570","1.43","1.47"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","1.36","1","13214","1.35","1.37"
