"year","quintil","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1999","2","Staedtischer Raum","1.61","1.5","3237","1.59","1.63"
"1999","3","Laendlicher Raum","1.36","1","1231","1.33","1.39"
"1999","3","Staedtischer Raum","1.49","1","2432","1.47","1.51"
"1999","4","Laendlicher Raum","1.36","1","691","1.32","1.4"
"1999","4","Staedtischer Raum","1.48","1","1747","1.46","1.5"
"1999","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.17","1","281","1.12","1.22"
"1999","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.35","1","1045","1.32","1.38"
"2000","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.54","1.5","3506","1.52","1.56"
"2000","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.73","1.5","5183","1.72","1.74"
"2000","2","Laendlicher Raum","1.43","1","3437","1.41","1.45"
"2000","2","Staedtischer Raum","1.61","1.5","5277","1.6","1.62"
"2000","3","Laendlicher Raum","1.39","1","2264","1.37","1.41"
"2000","3","Staedtischer Raum","1.51","1.5","4474","1.5","1.52"
"2000","4","Laendlicher Raum","1.35","1","1325","1.33","1.37"
"2000","4","Staedtischer Raum","1.47","1","3427","1.45","1.49"
"2000","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.25","1","617","1.22","1.28"
"2000","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.4","1","2297","1.38","1.42"
"2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.51","1.5","2945","1.49","1.53"
"2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.75","1.5","4332","1.74","1.76"
"2001","2","Laendlicher Raum","1.42","1","2971","1.4","1.44"
"2001","2","Staedtischer Raum","1.62","1.5","4676","1.61","1.63"
"2001","3","Laendlicher Raum","1.38","1","2117","1.36","1.4"
"2001","3","Staedtischer Raum","1.5","1.5","4188","1.48","1.52"
"2001","4","Laendlicher Raum","1.36","1","1318","1.33","1.39"
"2001","4","Staedtischer Raum","1.49","1","3318","1.47","1.51"
"2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.24","1","625","1.21","1.27"
"2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.38","1","2238","1.36","1.4"
"2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.52","1.5","2521","1.5","1.54"
"2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.74","1.5","3725","1.73","1.75"
"2002","2","Laendlicher Raum","1.41","1","2494","1.39","1.43"
"2002","2","Staedtischer Raum","1.59","1.5","4086","1.57","1.61"
"2002","3","Laendlicher Raum","1.39","1","2091","1.37","1.41"
"2002","3","Staedtischer Raum","1.52","1.5","3874","1.5","1.54"
"2002","4","Laendlicher Raum","1.37","1","1848","1.35","1.39"
"2002","4","Staedtischer Raum","1.48","1","4011","1.46","1.5"
"2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.26","1","1169","1.24","1.28"
"2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.38","1","4297","1.37","1.39"
"2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.56","1.5","2342","1.54","1.58"
"2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.78","1.5","3438","1.77","1.79"
"2003","2","Laendlicher Raum","1.41","1","2314","1.39","1.43"
"2003","2","Staedtischer Raum","1.61","1.5","3812","1.59","1.63"
"2003","3","Laendlicher Raum","1.37","1","2167","1.35","1.39"
"2003","3","Staedtischer Raum","1.53","1.5","3965","1.51","1.55"
"2003","4","Laendlicher Raum","1.35","1","1768","1.33","1.37"
"2003","4","Staedtischer Raum","1.47","1","4070","1.45","1.49"
"2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.27","1","1049","1.25","1.29"
"2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.36","1","3867","1.35","1.37"
"2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.55","1.5","2240","1.53","1.57"
"2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.76","1.5","3325","1.75","1.77"
"2004","2","Laendlicher Raum","1.44","1","2208","1.42","1.46"
"2004","2","Staedtischer Raum","1.61","1.5","3715","1.59","1.63"
"2004","3","Laendlicher Raum","1.36","1","2111","1.34","1.38"
"2004","3","Staedtischer Raum","1.54","1.5","3776","1.52","1.56"
"2004","4","Laendlicher Raum","1.36","1","1722","1.34","1.38"
"2004","4","Staedtischer Raum","1.48","1","3965","1.46","1.5"
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.26","1","1085","1.24","1.28"
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.39","1","3784","1.38","1.4"
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.54","1.5","2197","1.52","1.56"
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.75","1.5","3190","1.73","1.77"
"2005","2","Laendlicher Raum","1.41","1","2069","1.39","1.43"
"2005","2","Staedtischer Raum","1.62","1.5","3425","1.6","1.64"
"2005","3","Laendlicher Raum","1.37","1","1941","1.35","1.39"
"2005","3","Staedtischer Raum","1.58","1.5","3597","1.56","1.6"
"2005","4","Laendlicher Raum","1.33","1","1671","1.31","1.35"
"2005","4","Staedtischer Raum","1.47","1","3784","1.45","1.49"
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.27","1","1076","1.25","1.29"
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.43","1","3755","1.42","1.44"
"2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.58","1.5","2428","1.56","1.6"
"2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.8","1.5","3290","1.79","1.81"
"2006","2","Laendlicher Raum","1.43","1","2285","1.41","1.45"
"2006","2","Staedtischer Raum","1.62","1.5","3644","1.6","1.64"
"2006","3","Laendlicher Raum","1.35","1","2183","1.33","1.37"
"2006","3","Staedtischer Raum","1.56","1.5","3730","1.54","1.58"
"2006","4","Laendlicher Raum","1.35","1","1825","1.33","1.37"
"2006","4","Staedtischer Raum","1.48","1","4230","1.47","1.49"
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.31","1","1129","1.29","1.33"
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.39","1","3920","1.38","1.4"
"2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.59","1.5","2034","1.57","1.61"
"2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.77","1.5","2862","1.75","1.79"
"2007","2","Laendlicher Raum","1.44","1","2185","1.42","1.46"
"2007","2","Staedtischer Raum","1.63","1.5","3228","1.61","1.65"
"2007","3","Laendlicher Raum","1.34","1","2100","1.32","1.36"
"2007","3","Staedtischer Raum","1.54","1.5","3505","1.52","1.56"
"2007","4","Laendlicher Raum","1.35","1","1744","1.33","1.37"
"2007","4","Staedtischer Raum","1.47","1","3992","1.45","1.49"
"2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.28","1","1098","1.26","1.3"
"2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.38","1","3867","1.37","1.39"
"2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.58","1.5","1775","1.56","1.6"
"2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.77","1.5","2509","1.75","1.79"
"2008","2","Laendlicher Raum","1.46","1","1869","1.44","1.48"
"2008","2","Staedtischer Raum","1.63","1.5","2807","1.61","1.65"
"2008","3","Laendlicher Raum","1.35","1","1958","1.33","1.37"
"2008","3","Staedtischer Raum","1.52","1.5","3441","1.5","1.54"
"2008","4","Laendlicher Raum","1.33","1","1857","1.31","1.35"
"2008","4","Staedtischer Raum","1.49","1","3691","1.47","1.51"
"2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.25","1","1104","1.23","1.27"
"2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.37","1","3866","1.36","1.38"
"2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.61","1.5","1543","1.59","1.63"
"2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.76","1.5","2235","1.74","1.78"
"2009","2","Laendlicher Raum","1.43","1","1739","1.41","1.45"
"2009","2","Staedtischer Raum","1.63","1.5","2569","1.61","1.65"
"2009","3","Laendlicher Raum","1.38","1","1935","1.36","1.4"
"2009","3","Staedtischer Raum","1.51","1.5","2939","1.49","1.53"
"2009","4","Laendlicher Raum","1.31","1","1755","1.29","1.33"
"2009","4","Staedtischer Raum","1.44","1","3598","1.42","1.46"
"2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.28","1","1210","1.26","1.3"
"2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.4","1","3698","1.39","1.41"
"2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.62","1.5","3255","1.6","1.64"
"2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.78","1.5","4878","1.77","1.79"
"2010","2","Laendlicher Raum","1.46","1","3310","1.44","1.48"
"2010","2","Staedtischer Raum","1.62","1.5","5049","1.61","1.63"
"2010","3","Laendlicher Raum","1.38","1","2727","1.36","1.4"
"2010","3","Staedtischer Raum","1.49","1","4494","1.48","1.5"
"2010","4","Laendlicher Raum","1.31","1","2374","1.29","1.33"
"2010","4","Staedtischer Raum","1.46","1","4931","1.45","1.47"
"2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.25","1","1476","1.23","1.27"
"2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.37","1","4974","1.36","1.38"
"2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.64","1.5","3582","1.62","1.66"
"2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.77","1.5","4995","1.76","1.78"
"2011","2","Laendlicher Raum","1.46","1","3670","1.44","1.48"
"2011","2","Staedtischer Raum","1.62","1.5","5599","1.61","1.63"
"2011","3","Laendlicher Raum","1.4","1","3487","1.38","1.42"
"2011","3","Staedtischer Raum","1.5","1.5","5258","1.49","1.51"
"2011","4","Laendlicher Raum","1.31","1","3123","1.29","1.33"
"2011","4","Staedtischer Raum","1.44","1","6173","1.43","1.45"
"2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.24","1","1959","1.22","1.26"
"2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.38","1","6155","1.37","1.39"
"2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.66","1.5","2954","1.64","1.68"
"2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.8","1.5","4183","1.79","1.81"
"2012","2","Laendlicher Raum","1.5","1.5","3538","1.48","1.52"
"2012","2","Staedtischer Raum","1.61","1.5","5033","1.6","1.62"
"2012","3","Laendlicher Raum","1.39","1","3588","1.37","1.41"
"2012","3","Staedtischer Raum","1.5","1.5","5254","1.49","1.51"
"2012","4","Laendlicher Raum","1.34","1","3194","1.32","1.36"
"2012","4","Staedtischer Raum","1.46","1","6127","1.45","1.47"
"2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.28","1","2180","1.26","1.3"
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.37","1","6354","1.36","1.38"
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.66","1.5","3119","1.64","1.68"
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.8","1.5","5662","1.79","1.81"
"2013","2","Laendlicher Raum","1.47","1","3495","1.45","1.49"
"2013","2","Staedtischer Raum","1.67","1.5","6124","1.66","1.68"
"2013","3","Laendlicher Raum","1.44","1","3557","1.42","1.46"
"2013","3","Staedtischer Raum","1.5","1","5789","1.49","1.51"
"2013","4","Laendlicher Raum","1.34","1","3665","1.32","1.36"
"2013","4","Staedtischer Raum","1.45","1","6893","1.44","1.46"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.26","1","2315","1.24","1.28"
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.37","1","7045","1.36","1.38"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.68","1.5","2419","1.66","1.7"
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.81","1.5","4122","1.8","1.82"
"2014","2","Laendlicher Raum","1.53","1.5","3012","1.51","1.55"
"2014","2","Staedtischer Raum","1.66","1.5","4833","1.65","1.67"
"2014","3","Laendlicher Raum","1.42","1","3147","1.4","1.44"
"2014","3","Staedtischer Raum","1.52","1.5","5095","1.51","1.53"
"2014","4","Laendlicher Raum","1.36","1","3463","1.34","1.38"
"2014","4","Staedtischer Raum","1.45","1","6174","1.44","1.46"
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.27","1","2323","1.25","1.29"
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.38","1","6919","1.37","1.39"
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.69","1.5","2365","1.67","1.71"
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.81","1.5","4202","1.8","1.82"
"2015","2","Laendlicher Raum","1.55","1.5","2718","1.53","1.57"
"2015","2","Staedtischer Raum","1.69","1.5","4499","1.68","1.7"
"2015","3","Laendlicher Raum","1.44","1","3076","1.42","1.46"
"2015","3","Staedtischer Raum","1.52","1.5","4902","1.51","1.53"
"2015","4","Laendlicher Raum","1.36","1","3433","1.34","1.38"
"2015","4","Staedtischer Raum","1.45","1","6115","1.44","1.46"
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.29","1","2532","1.27","1.31"
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.37","1","7208","1.36","1.38"
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.7","1.5","1892","1.68","1.72"
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.82","1.5","3104","1.81","1.83"
"2016","2","Laendlicher Raum","1.58","1.5","2319","1.56","1.6"
"2016","2","Staedtischer Raum","1.69","1.5","3864","1.68","1.7"
"2016","3","Laendlicher Raum","1.4","1","2636","1.38","1.42"
"2016","3","Staedtischer Raum","1.56","1.5","4171","1.55","1.57"
"2016","4","Laendlicher Raum","1.37","1","3354","1.35","1.39"
"2016","4","Staedtischer Raum","1.45","1","5910","1.44","1.46"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.28","1","2581","1.26","1.3"
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.38","1","6958","1.37","1.39"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.71","1.5","3769","1.7","1.72"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.83","1.5","7477","1.82","1.84"
"2017","2","Laendlicher Raum","1.57","1.5","2328","1.55","1.59"
"2017","2","Staedtischer Raum","1.71","1.5","4120","1.7","1.72"
"2017","3","Laendlicher Raum","1.47","1","2895","1.45","1.49"
"2017","3","Staedtischer Raum","1.55","1.5","4461","1.54","1.56"
"2017","4","Laendlicher Raum","1.36","1","3772","1.34","1.38"
"2017","4","Staedtischer Raum","1.44","1","6409","1.43","1.45"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.28","1","3305","1.27","1.29"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.38","1","8538","1.37","1.39"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.72","1.5","3893","1.71","1.73"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.85","1.5","8386","1.85","1.85"
"2018","2","Laendlicher Raum","1.62","1.5","2144","1.6","1.64"
"2018","2","Staedtischer Raum","1.76","1.5","4180","1.75","1.77"
"2018","3","Laendlicher Raum","1.45","1","2737","1.43","1.47"
"2018","3","Staedtischer Raum","1.6","1.5","4348","1.59","1.61"
"2018","4","Laendlicher Raum","1.37","1","3755","1.35","1.39"
"2018","4","Staedtischer Raum","1.47","1","6615","1.46","1.48"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.28","1","3445","1.27","1.29"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.36","1","8640","1.35","1.37"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.71","1.5","3082","1.7","1.72"
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.85","1.5","6901","1.85","1.85"
"2019","2","Laendlicher Raum","1.59","1.5","1993","1.57","1.61"
"2019","2","Staedtischer Raum","1.72","1.5","3872","1.71","1.73"
"2019","3","Laendlicher Raum","1.5","1.5","2481","1.48","1.52"
"2019","3","Staedtischer Raum","1.57","1.5","3703","1.55","1.59"
"2019","4","Laendlicher Raum","1.37","1","3830","1.35","1.39"
"2019","4","Staedtischer Raum","1.5","1.5","6194","1.49","1.51"
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.28","1","4569","1.27","1.29"
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.36","1","11232","1.35","1.37"
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.77","1.5","2770","1.76","1.78"
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.85","1.5","6986","1.85","1.85"
"2020","2","Laendlicher Raum","1.6","1.5","2111","1.58","1.62"
"2020","2","Staedtischer Raum","1.76","1.5","5239","1.75","1.77"
"2020","3","Laendlicher Raum","1.51","1.5","2389","1.49","1.53"
"2020","3","Staedtischer Raum","1.65","1.5","4102","1.64","1.66"
"2020","4","Laendlicher Raum","1.38","1","3819","1.36","1.4"
"2020","4","Staedtischer Raum","1.46","1","6731","1.45","1.47"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","1.29","1","4574","1.28","1.3"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","1.4","1","11210","1.39","1.41"
