year,age_gr,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Never,0.02743,78,3985,0.02236,0.03250
2003,30-45 y.,Daily,0.06171,464,6894,0.05603,0.06740
2003,30-45 y.,At least once per week,0.40667,2870,6894,0.39507,0.41827
2003,30-45 y.,At least once per month,0.32182,2229,6894,0.31079,0.33285
2003,30-45 y.,Seldom,0.18307,1220,6894,0.17394,0.19220
2003,30-45 y.,Never,0.02039,111,6894,0.01705,0.02373
2003,46-65 y.,Daily,0.06343,491,7532,0.05792,0.06893
2003,46-65 y.,At least once per week,0.36775,2790,7532,0.35686,0.37864
2003,46-65 y.,At least once per month,0.29315,2353,7532,0.28287,0.30343
2003,46-65 y.,Seldom,0.23429,1706,7532,0.22472,0.24385
2003,46-65 y.,Never,0.03561,192,7532,0.03142,0.03979
2003,66 and older,Daily,0.09668,349,3627,0.08706,0.10629
2003,66 and older,At least once per week,0.39992,1460,3627,0.38398,0.41587
2003,66 and older,At least once per month,0.27101,1039,3627,0.25654,0.28547
2003,66 and older,Seldom,0.17851,627,3627,0.16605,0.19097
2003,66 and older,Never,0.04750,152,3627,0.04058,0.05442
2008,17-29 y.,Daily,0.07488,262,3141,0.06568,0.08409
2008,17-29 y.,At least once per week,0.35091,1216,3141,0.33421,0.36760
2008,17-29 y.,At least once per month,0.28809,972,3141,0.27225,0.30394
2008,17-29 y.,Seldom,0.19412,646,3141,0.18029,0.20796
2008,17-29 y.,Never,0.01382,45,3141,0.00974,0.01790
2008,30-45 y.,Daily,0.06986,399,5146,0.06290,0.07683
2008,30-45 y.,At least once per week,0.40904,2125,5146,0.39560,0.42247
2008,30-45 y.,At least once per month,0.30845,1607,5146,0.29583,0.32107
2008,30-45 y.,Seldom,0.19153,944,5146,0.18078,0.20229
2008,30-45 y.,Never,0.01709,71,5146,0.01355,0.02064
2008,46-65 y.,Daily,0.06510,464,6673,0.05918,0.07102
2008,46-65 y.,At least once per week,0.34341,2331,6673,0.33202,0.35481
2008,46-65 y.,At least once per month,0.29362,2085,6673,0.28270,0.30455
2008,46-65 y.,Seldom,0.25809,1629,6673,0.24759,0.26859
2008,46-65 y.,Never,0.03549,164,6673,0.03105,0.03993
2008,66 and older,Daily,0.10039,430,4274,0.09138,0.10940
2008,66 and older,At least once per week,0.37219,1650,4274,0.35770,0.38668
2008,66 and older,At least once per month,0.27017,1220,4274,0.25686,0.28349
2008,66 and older,Seldom,0.20603,835,4274,0.19390,0.21816
2008,66 and older,Never,0.04447,139,4274,0.03829,0.05066
2013,17-29 y.,Daily,0.05833,323,3558,0.05063,0.06603
2013,17-29 y.,At least once per week,0.26735,1309,3558,0.25281,0.28190
2013,17-29 y.,At least once per month,0.24529,1122,3558,0.23115,0.25943
2013,17-29 y.,Seldom,0.16873,746,3558,0.15642,0.18104
2013,17-29 y.,Never,0.01121,58,3558,0.00775,0.01467
2013,30-45 y.,Daily,0.06167,652,7982,0.05639,0.06694
2013,30-45 y.,At least once per week,0.32109,3367,7982,0.31084,0.33133
2013,30-45 y.,At least once per month,0.26110,2355,7982,0.25146,0.27074
2013,30-45 y.,Seldom,0.16628,1444,7982,0.15811,0.17445
2013,30-45 y.,Never,0.02149,164,7982,0.01831,0.02467
2013,46-65 y.,Daily,0.06696,633,8953,0.06178,0.07214
2013,46-65 y.,At least once per week,0.32106,3167,8953,0.31139,0.33074
2013,46-65 y.,At least once per month,0.29531,2814,8953,0.28586,0.30476
2013,46-65 y.,Seldom,0.22239,2075,8953,0.21378,0.23100
2013,46-65 y.,Never,0.03520,264,8953,0.03138,0.03902
2013,66 and older,Daily,0.08675,428,4928,0.07889,0.09461
2013,66 and older,At least once per week,0.35840,1821,4928,0.34501,0.37179
2013,66 and older,At least once per month,0.26869,1430,4928,0.25632,0.28107
2013,66 and older,Seldom,0.23237,1065,4928,0.22058,0.24416
2013,66 and older,Never,0.04153,184,4928,0.03596,0.04711
2019,17-29 y.,Daily,0.06112,268,3832,0.05353,0.06870
2019,17-29 y.,At least once per week,0.33378,1400,3832,0.31884,0.34871
2019,17-29 y.,At least once per month,0.28731,1218,3832,0.27298,0.30164
2019,17-29 y.,Seldom,0.19591,823,3832,0.18334,0.20848
2019,17-29 y.,Never,0.02485,123,3832,0.01992,0.02978
2019,30-45 y.,Daily,0.06741,449,6278,0.06121,0.07362
2019,30-45 y.,At least once per week,0.36235,2429,6278,0.35045,0.37424
2019,30-45 y.,At least once per month,0.31099,1879,6278,0.29953,0.32244
2019,30-45 y.,Seldom,0.21338,1315,6278,0.20324,0.22351
2019,30-45 y.,Never,0.03079,206,6278,0.02652,0.03507
2019,46-65 y.,Daily,0.05874,665,10387,0.05422,0.06326
2019,46-65 y.,At least once per week,0.35063,3721,10387,0.34145,0.35980
2019,46-65 y.,At least once per month,0.30008,3257,10387,0.29126,0.30889
2019,46-65 y.,Seldom,0.24303,2384,10387,0.23478,0.25128
2019,46-65 y.,Never,0.03886,360,10387,0.03515,0.04258
2019,66 and older,Daily,0.08166,398,5155,0.07418,0.08914
2019,66 and older,At least once per week,0.35246,1885,5155,0.33942,0.36551
2019,66 and older,At least once per month,0.27112,1504,5155,0.25898,0.28326
2019,66 and older,Seldom,0.24414,1161,5155,0.23241,0.25586
2019,66 and older,Never,0.04683,207,5155,0.04106,0.05260
2021,17-29 y.,Daily,0.06262,200,2703,0.05349,0.07176
2021,17-29 y.,At least once per week,0.38677,1025,2703,0.36841,0.40513
2021,17-29 y.,At least once per month,0.29337,824,2703,0.27620,0.31054
2021,17-29 y.,Seldom,0.15459,576,2703,0.14096,0.16822
2021,17-29 y.,Never,0.01090,78,2703,0.00698,0.01482
2021,30-45 y.,Daily,0.07851,290,4142,0.07032,0.08671
2021,30-45 y.,At least once per week,0.41167,1638,4142,0.39668,0.42666
2021,30-45 y.,At least once per month,0.28038,1107,4142,0.26670,0.29406
2021,30-45 y.,Seldom,0.18727,942,4142,0.17539,0.19916
2021,30-45 y.,Never,0.02044,165,4142,0.01613,0.02475
2021,46-65 y.,Daily,0.07786,505,6791,0.07149,0.08424
2021,46-65 y.,At least once per week,0.39037,2746,6791,0.37877,0.40197
2021,46-65 y.,At least once per month,0.28397,1902,6791,0.27325,0.29470
2021,46-65 y.,Seldom,0.21295,1421,6791,0.20322,0.22269
2021,46-65 y.,Never,0.02978,217,6791,0.02574,0.03383
2021,66 and older,Daily,0.11277,330,3545,0.10236,0.12319
2021,66 and older,At least once per week,0.35438,1403,3545,0.33863,0.37013
2021,66 and older,At least once per month,0.24620,903,3545,0.23202,0.26039
2021,66 and older,Seldom,0.23239,762,3545,0.21849,0.24630
2021,66 and older,Never,0.05161,147,3545,0.04432,0.05889
