year,age_gr,pgisced97,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,Upper Secondary Level,No,0.93803,1289,1376,0.92528,0.95077
1986,17-29 y.,Post-secondary Non-tertiary Level,No,0.93668,101,101,0.88894,0.98441
1986,17-29 y.,First Stage of Tertiary Education,No,0.91399,92,92,0.85638,0.97159
1986,17-29 y.,Second Stage of Tertiary Education,No,0.96160,88,88,0.92122,1.00198
1986,30-45 y.,Primary Level,No,0.91333,255,255,0.87872,0.94793
1986,30-45 y.,Lower Secondary Level,Yes,0.07200,39,598,0.05127,0.09274
1986,30-45 y.,Lower Secondary Level,No,0.88727,559,598,0.86190,0.91264
1986,30-45 y.,Upper Secondary Level,Yes,0.05329,85,1625,0.04237,0.06421
1986,30-45 y.,Upper Secondary Level,No,0.92729,1540,1625,0.91466,0.93992
1986,30-45 y.,Post-secondary Non-tertiary Level,No,0.94446,91,91,0.89714,0.99178
1986,30-45 y.,First Stage of Tertiary Education,No,0.95319,206,206,0.92427,0.98211
1986,30-45 y.,Second Stage of Tertiary Education,No,0.93515,354,354,0.90946,0.96084
1986,46-65 y.,Primary Level,No,0.88673,274,274,0.84913,0.92432
1986,46-65 y.,Lower Secondary Level,Yes,0.04483,44,934,0.03155,0.05811
1986,46-65 y.,Lower Secondary Level,No,0.94187,890,934,0.92685,0.95688
1986,46-65 y.,Upper Secondary Level,Yes,0.03930,62,1446,0.02928,0.04931
1986,46-65 y.,Upper Secondary Level,No,0.94595,1384,1446,0.93429,0.95761
1986,46-65 y.,Post-secondary Non-tertiary Level,No,0.94248,49,49,0.87662,1.00835
1986,46-65 y.,First Stage of Tertiary Education,No,0.95417,186,186,0.92404,0.98430
1986,46-65 y.,Second Stage of Tertiary Education,No,0.95082,215,215,0.92184,0.97979
1986,66 and older,Lower Secondary Level,No,0.98466,387,387,0.97240,0.99692
1986,66 and older,Upper Secondary Level,No,0.98208,464,464,0.96999,0.99416
1986,66 and older,First Stage of Tertiary Education,No,0.99004,72,72,0.96694,1.01314
1987,17-29 y.,Pre-primary Level,No,0.98981,188,188,0.97542,1.00421
1987,17-29 y.,Primary Level,No,0.81845,118,118,0.74860,0.88830
1987,17-29 y.,Lower Secondary Level,Yes,0.06062,59,913,0.04513,0.07611
1987,17-29 y.,Lower Secondary Level,No,0.92757,854,913,0.91074,0.94439
1987,17-29 y.,Upper Secondary Level,Yes,0.04411,74,1384,0.03329,0.05494
1987,17-29 y.,Upper Secondary Level,No,0.94648,1310,1384,0.93462,0.95834
1987,17-29 y.,Post-secondary Non-tertiary Level,No,0.86503,94,94,0.79558,0.93447
1987,17-29 y.,First Stage of Tertiary Education,No,0.95511,83,83,0.91029,0.99993
1987,17-29 y.,Second Stage of Tertiary Education,No,0.92743,86,86,0.87228,0.98258
1987,30-45 y.,Primary Level,No,0.88658,255,255,0.84758,0.92558
1987,30-45 y.,Lower Secondary Level,Yes,0.06506,36,586,0.04507,0.08504
1987,30-45 y.,Lower Secondary Level,No,0.92924,550,586,0.90846,0.95002
1987,30-45 y.,Upper Secondary Level,Yes,0.03898,60,1588,0.02945,0.04850
1987,30-45 y.,Upper Secondary Level,No,0.95496,1528,1588,0.94475,0.96516
1987,30-45 y.,Post-secondary Non-tertiary Level,No,0.96727,93,93,0.93092,1.00363
1987,30-45 y.,First Stage of Tertiary Education,No,0.97456,210,210,0.95322,0.99591
1987,30-45 y.,Second Stage of Tertiary Education,No,0.96803,354,354,0.94968,0.98638
1987,46-65 y.,Primary Level,Yes,0.12712,39,319,0.09051,0.16373
1987,46-65 y.,Primary Level,No,0.86402,280,319,0.82634,0.90169
1987,46-65 y.,Lower Secondary Level,Yes,0.05206,54,910,0.03762,0.06650
1987,46-65 y.,Lower Secondary Level,No,0.93555,856,910,0.91958,0.95151
1987,46-65 y.,Upper Secondary Level,Yes,0.04400,72,1457,0.03346,0.05453
1987,46-65 y.,Upper Secondary Level,No,0.94562,1385,1457,0.93398,0.95727
1987,46-65 y.,Post-secondary Non-tertiary Level,No,0.84530,47,47,0.74079,0.94980
1987,46-65 y.,First Stage of Tertiary Education,No,0.94485,183,183,0.91169,0.97801
1987,46-65 y.,Second Stage of Tertiary Education,No,0.93988,217,217,0.90817,0.97158
1987,66 and older,Lower Secondary Level,No,0.98422,399,399,0.97198,0.99647
1987,66 and older,Upper Secondary Level,No,0.97714,490,490,0.96389,0.99038
1987,66 and older,First Stage of Tertiary Education,No,0.97829,68,68,0.94339,1.01319
1987,66 and older,Second Stage of Tertiary Education,No,0.97800,57,57,0.93958,1.01642
1988,17-29 y.,Pre-primary Level,No,0.98247,158,158,0.96194,1.00300
1988,17-29 y.,Primary Level,No,0.75922,106,106,0.67744,0.84100
1988,17-29 y.,Lower Secondary Level,Yes,0.05499,60,903,0.04011,0.06986
1988,17-29 y.,Lower Secondary Level,No,0.93963,843,903,0.92408,0.95517
1988,17-29 y.,Upper Secondary Level,Yes,0.06035,82,1299,0.04740,0.07331
1988,17-29 y.,Upper Secondary Level,No,0.93454,1217,1299,0.92109,0.94800
1988,17-29 y.,Post-secondary Non-tertiary Level,No,0.98564,103,103,0.96256,1.00873
1988,17-29 y.,Second Stage of Tertiary Education,No,0.95280,72,72,0.90347,1.00213
1988,30-45 y.,Primary Level,No,0.88671,217,217,0.84444,0.92898
1988,30-45 y.,Lower Secondary Level,Yes,0.08630,32,525,0.06226,0.11035
1988,30-45 y.,Lower Secondary Level,No,0.90150,493,525,0.87599,0.92702
1988,30-45 y.,Upper Secondary Level,Yes,0.05015,63,1483,0.03904,0.06126
1988,30-45 y.,Upper Secondary Level,No,0.93531,1420,1483,0.92278,0.94783
1988,30-45 y.,Post-secondary Non-tertiary Level,No,0.93653,83,83,0.88376,0.98930
1988,30-45 y.,First Stage of Tertiary Education,No,0.98134,207,207,0.96286,0.99982
1988,30-45 y.,Second Stage of Tertiary Education,No,0.97430,332,332,0.95725,0.99135
1988,46-65 y.,Primary Level,Yes,0.13586,38,298,0.09690,0.17483
1988,46-65 y.,Primary Level,No,0.81720,260,298,0.77324,0.86115
1988,46-65 y.,Lower Secondary Level,Yes,0.05452,57,877,0.03948,0.06955
1988,46-65 y.,Lower Secondary Level,No,0.93727,820,877,0.92122,0.95333
1988,46-65 y.,Upper Secondary Level,Yes,0.05132,75,1405,0.03978,0.06286
1988,46-65 y.,Upper Secondary Level,No,0.93483,1330,1405,0.92192,0.94774
1988,46-65 y.,Post-secondary Non-tertiary Level,No,0.91265,45,45,0.82923,0.99608
1988,46-65 y.,First Stage of Tertiary Education,No,0.98289,178,178,0.96379,1.00200
1988,46-65 y.,Second Stage of Tertiary Education,No,0.94750,215,215,0.91762,0.97739
1988,66 and older,Lower Secondary Level,No,0.98242,372,372,0.96904,0.99579
1988,66 and older,Upper Secondary Level,No,0.98349,489,489,0.97219,0.99480
1988,66 and older,Second Stage of Tertiary Education,No,0.98623,55,55,0.95514,1.01731
1989,17-29 y.,Pre-primary Level,No,0.92596,150,150,0.88392,0.96801
1989,17-29 y.,Primary Level,No,0.77095,88,88,0.68265,0.85926
1989,17-29 y.,Lower Secondary Level,Yes,0.04909,45,732,0.03343,0.06476
1989,17-29 y.,Lower Secondary Level,No,0.87939,687,732,0.85579,0.90300
1989,17-29 y.,Upper Secondary Level,Yes,0.03772,51,1211,0.02699,0.04846
1989,17-29 y.,Upper Secondary Level,No,0.92214,1160,1211,0.90704,0.93723
1989,17-29 y.,Post-secondary Non-tertiary Level,No,0.94778,111,111,0.90621,0.98936
1989,17-29 y.,First Stage of Tertiary Education,No,0.95153,74,74,0.90226,1.00079
1989,17-29 y.,Second Stage of Tertiary Education,No,0.92250,70,70,0.85942,0.98559
1989,30-45 y.,Primary Level,No,0.73118,159,159,0.66205,0.80031
1989,30-45 y.,Lower Secondary Level,No,0.88947,409,409,0.85904,0.91989
1989,30-45 y.,Upper Secondary Level,Yes,0.02892,37,1379,0.02007,0.03777
1989,30-45 y.,Upper Secondary Level,No,0.93424,1342,1379,0.92115,0.94733
1989,30-45 y.,Post-secondary Non-tertiary Level,No,0.90855,75,75,0.84287,0.97422
1989,30-45 y.,First Stage of Tertiary Education,No,0.97464,194,194,0.95246,0.99682
1989,30-45 y.,Second Stage of Tertiary Education,No,0.96016,318,318,0.93863,0.98169
1989,46-65 y.,Primary Level,No,0.70675,202,202,0.64381,0.76968
1989,46-65 y.,Lower Secondary Level,Yes,0.04991,46,759,0.03441,0.06541
1989,46-65 y.,Lower Secondary Level,No,0.90228,713,759,0.88114,0.92342
1989,46-65 y.,Upper Secondary Level,Yes,0.05207,76,1305,0.04001,0.06413
1989,46-65 y.,Upper Secondary Level,No,0.91551,1229,1305,0.90042,0.93061
1989,46-65 y.,Post-secondary Non-tertiary Level,No,0.91150,39,39,0.82119,1.00180
1989,46-65 y.,First Stage of Tertiary Education,No,0.94009,159,159,0.90308,0.97709
1989,46-65 y.,Second Stage of Tertiary Education,No,0.93787,212,212,0.90530,0.97044
1989,66 and older,Lower Secondary Level,No,0.91807,347,347,0.88918,0.94697
1989,66 and older,Upper Secondary Level,No,0.94440,446,446,0.92311,0.96569
1989,66 and older,First Stage of Tertiary Education,No,0.94813,65,65,0.89380,1.00246
1989,66 and older,Second Stage of Tertiary Education,No,0.97293,55,55,0.92964,1.01621
1990,17-29 y.,Pre-primary Level,No,0.85841,154,154,0.80317,0.91365
1990,17-29 y.,Primary Level,No,0.82472,104,104,0.75130,0.89815
1990,17-29 y.,Lower Secondary Level,Yes,0.04212,39,768,0.02790,0.05633
1990,17-29 y.,Lower Secondary Level,No,0.78288,729,768,0.75371,0.81206
1990,17-29 y.,Upper Secondary Level,Yes,0.02767,53,1219,0.01846,0.03688
1990,17-29 y.,Upper Secondary Level,No,0.69535,1166,1219,0.66950,0.72120
1990,17-29 y.,Post-secondary Non-tertiary Level,No,0.80271,113,113,0.72901,0.87641
1990,17-29 y.,First Stage of Tertiary Education,No,0.82674,79,79,0.74275,0.91074
1990,17-29 y.,Second Stage of Tertiary Education,No,0.44906,66,66,0.32814,0.56998
1990,30-45 y.,Primary Level,No,0.90940,185,185,0.86792,0.95087
1990,30-45 y.,Lower Secondary Level,No,0.88807,456,456,0.85910,0.91704
1990,30-45 y.,Upper Secondary Level,Yes,0.02242,38,1376,0.01459,0.03024
1990,30-45 y.,Upper Secondary Level,No,0.75113,1338,1376,0.72827,0.77398
1990,30-45 y.,Post-secondary Non-tertiary Level,No,0.82648,88,88,0.74691,0.90606
1990,30-45 y.,First Stage of Tertiary Education,No,0.80842,196,196,0.75319,0.86366
1990,30-45 y.,Second Stage of Tertiary Education,No,0.62330,320,320,0.57013,0.67648
1990,46-65 y.,Primary Level,No,0.82883,260,260,0.78296,0.87470
1990,46-65 y.,Lower Secondary Level,Yes,0.05137,50,776,0.03583,0.06691
1990,46-65 y.,Lower Secondary Level,No,0.82274,726,776,0.79585,0.84963
1990,46-65 y.,Upper Secondary Level,Yes,0.02946,54,1307,0.02029,0.03863
1990,46-65 y.,Upper Secondary Level,No,0.73139,1253,1307,0.70736,0.75543
1990,46-65 y.,Post-secondary Non-tertiary Level,No,0.75482,41,41,0.62150,0.88814
1990,46-65 y.,First Stage of Tertiary Education,No,0.72023,144,144,0.64666,0.79381
1990,46-65 y.,Second Stage of Tertiary Education,No,0.56774,212,212,0.50090,0.63459
1990,66 and older,Lower Secondary Level,No,0.80759,363,363,0.76698,0.84820
1990,66 and older,Upper Secondary Level,No,0.78326,466,466,0.74581,0.82071
1990,66 and older,First Stage of Tertiary Education,No,0.76923,68,68,0.66834,0.87012
1990,66 and older,Second Stage of Tertiary Education,No,0.70902,60,60,0.59311,0.82492
1991,17-29 y.,Pre-primary Level,No,0.95932,156,156,0.92822,0.99042
1991,17-29 y.,Primary Level,No,0.89265,129,129,0.83903,0.94628
1991,17-29 y.,Lower Secondary Level,Yes,0.03906,44,918,0.02652,0.05160
1991,17-29 y.,Lower Secondary Level,No,0.95032,874,918,0.93626,0.96438
1991,17-29 y.,Upper Secondary Level,Yes,0.06068,134,1861,0.04983,0.07153
1991,17-29 y.,Upper Secondary Level,No,0.93240,1727,1861,0.92099,0.94381
1991,17-29 y.,Post-secondary Non-tertiary Level,No,0.95207,160,160,0.91886,0.98527
1991,17-29 y.,First Stage of Tertiary Education,No,0.99928,98,98,0.99394,1.00462
1991,17-29 y.,Second Stage of Tertiary Education,No,0.91209,185,185,0.87117,0.95300
1991,30-45 y.,Primary Level,No,0.91356,185,185,0.87295,0.95416
1991,30-45 y.,Lower Secondary Level,Yes,0.06246,35,506,0.04135,0.08357
1991,30-45 y.,Lower Secondary Level,No,0.91748,471,506,0.89348,0.94148
1991,30-45 y.,Upper Secondary Level,Yes,0.04855,144,2271,0.03971,0.05740
1991,30-45 y.,Upper Secondary Level,No,0.93576,2127,2271,0.92567,0.94585
1991,30-45 y.,Post-secondary Non-tertiary Level,No,0.89757,116,116,0.84215,0.95299
1991,30-45 y.,First Stage of Tertiary Education,No,0.97814,294,294,0.96139,0.99488
1991,30-45 y.,Second Stage of Tertiary Education,Yes,0.04717,46,813,0.03258,0.06175
1991,30-45 y.,Second Stage of Tertiary Education,No,0.94518,767,813,0.92952,0.96083
1991,46-65 y.,Primary Level,No,0.89695,259,259,0.85986,0.93405
1991,46-65 y.,Lower Secondary Level,Yes,0.05114,64,890,0.03666,0.06562
1991,46-65 y.,Lower Secondary Level,No,0.92426,826,890,0.90687,0.94166
1991,46-65 y.,Upper Secondary Level,Yes,0.05844,144,1998,0.04815,0.06872
1991,46-65 y.,Upper Secondary Level,No,0.92609,1854,1998,0.91461,0.93756
1991,46-65 y.,Post-secondary Non-tertiary Level,No,0.90757,51,51,0.82729,0.98785
1991,46-65 y.,First Stage of Tertiary Education,No,0.95369,248,248,0.92749,0.97990
1991,46-65 y.,Second Stage of Tertiary Education,Yes,0.05387,34,546,0.03492,0.07283
1991,46-65 y.,Second Stage of Tertiary Education,No,0.94224,512,546,0.92265,0.96183
1991,66 and older,Lower Secondary Level,No,0.96094,470,470,0.94341,0.97848
1991,66 and older,Upper Secondary Level,No,0.96440,676,676,0.95042,0.97838
1991,66 and older,First Stage of Tertiary Education,No,0.97275,91,91,0.93911,1.00639
1991,66 and older,Second Stage of Tertiary Education,No,0.98105,110,110,0.95545,1.00665
1992,17-29 y.,Pre-primary Level,No,0.98674,184,184,0.97017,1.00331
1992,17-29 y.,Primary Level,No,0.88802,115,115,0.83013,0.94591
1992,17-29 y.,Lower Secondary Level,Yes,0.05781,49,913,0.04266,0.07296
1992,17-29 y.,Lower Secondary Level,No,0.91592,864,913,0.89791,0.93393
1992,17-29 y.,Upper Secondary Level,Yes,0.07308,141,1741,0.06085,0.08531
1992,17-29 y.,Upper Secondary Level,No,0.91525,1600,1741,0.90216,0.92834
1992,17-29 y.,Post-secondary Non-tertiary Level,No,0.93296,159,159,0.89396,0.97196
1992,17-29 y.,First Stage of Tertiary Education,No,0.99349,103,103,0.97788,1.00910
1992,17-29 y.,Second Stage of Tertiary Education,No,0.91262,154,154,0.86787,0.95737
1992,30-45 y.,Primary Level,No,0.88412,171,171,0.83600,0.93224
1992,30-45 y.,Lower Secondary Level,Yes,0.06659,37,482,0.04431,0.08887
1992,30-45 y.,Lower Secondary Level,No,0.92363,445,482,0.89990,0.94737
1992,30-45 y.,Upper Secondary Level,Yes,0.06490,194,2230,0.05468,0.07513
1992,30-45 y.,Upper Secondary Level,No,0.91822,2036,2230,0.90684,0.92960
1992,30-45 y.,Post-secondary Non-tertiary Level,No,0.95321,124,124,0.91589,0.99054
1992,30-45 y.,First Stage of Tertiary Education,No,0.95794,297,297,0.93507,0.98081
1992,30-45 y.,Second Stage of Tertiary Education,Yes,0.05419,63,826,0.03874,0.06964
1992,30-45 y.,Second Stage of Tertiary Education,No,0.94378,763,826,0.92806,0.95949
1992,46-65 y.,Primary Level,Yes,0.13311,38,272,0.09266,0.17355
1992,46-65 y.,Primary Level,No,0.84148,234,272,0.79799,0.88496
1992,46-65 y.,Lower Secondary Level,Yes,0.06575,69,854,0.04912,0.08238
1992,46-65 y.,Lower Secondary Level,No,0.89485,785,854,0.87426,0.91543
1992,46-65 y.,Upper Secondary Level,Yes,0.07714,177,1915,0.06519,0.08909
1992,46-65 y.,Upper Secondary Level,No,0.88946,1738,1915,0.87541,0.90351
1992,46-65 y.,Post-secondary Non-tertiary Level,No,0.92276,51,51,0.84876,0.99676
1992,46-65 y.,First Stage of Tertiary Education,No,0.93261,239,239,0.90076,0.96446
1992,46-65 y.,Second Stage of Tertiary Education,Yes,0.06670,48,542,0.04568,0.08773
1992,46-65 y.,Second Stage of Tertiary Education,No,0.92213,494,542,0.89955,0.94471
1992,66 and older,Lower Secondary Level,No,0.93473,444,444,0.91172,0.95773
1992,66 and older,Upper Secondary Level,No,0.94682,680,680,0.92994,0.96370
1992,66 and older,First Stage of Tertiary Education,No,0.93073,87,87,0.87707,0.98440
1992,66 and older,Second Stage of Tertiary Education,No,0.97066,103,103,0.93792,1.00341
1993,17-29 y.,Pre-primary Level,No,0.95338,173,173,0.92187,0.98489
1993,17-29 y.,Primary Level,No,0.89666,114,114,0.84053,0.95279
1993,17-29 y.,Lower Secondary Level,Yes,0.06709,61,866,0.05042,0.08376
1993,17-29 y.,Lower Secondary Level,No,0.91904,805,866,0.90086,0.93722
1993,17-29 y.,Upper Secondary Level,Yes,0.08522,159,1715,0.07201,0.09844
1993,17-29 y.,Upper Secondary Level,No,0.90915,1556,1715,0.89555,0.92276
1993,17-29 y.,Post-secondary Non-tertiary Level,No,0.94646,157,157,0.91114,0.98179
1993,17-29 y.,First Stage of Tertiary Education,No,0.94309,91,91,0.89522,0.99095
1993,17-29 y.,Second Stage of Tertiary Education,No,0.88438,146,146,0.83233,0.93643
1993,30-45 y.,Primary Level,No,0.85782,156,156,0.80284,0.91280
1993,30-45 y.,Lower Secondary Level,Yes,0.05676,32,457,0.03553,0.07800
1993,30-45 y.,Lower Secondary Level,No,0.93701,425,457,0.91471,0.95930
1993,30-45 y.,Upper Secondary Level,Yes,0.07254,208,2229,0.06177,0.08331
1993,30-45 y.,Upper Secondary Level,No,0.91945,2021,2229,0.90815,0.93075
1993,30-45 y.,Post-secondary Non-tertiary Level,No,0.94793,128,128,0.90929,0.98657
1993,30-45 y.,First Stage of Tertiary Education,No,0.96600,301,301,0.94549,0.98651
1993,30-45 y.,Second Stage of Tertiary Education,Yes,0.06307,56,803,0.04625,0.07989
1993,30-45 y.,Second Stage of Tertiary Education,No,0.93345,747,803,0.91620,0.95070
1993,46-65 y.,Primary Level,No,0.87813,241,241,0.83674,0.91952
1993,46-65 y.,Lower Secondary Level,Yes,0.06317,71,833,0.04664,0.07970
1993,46-65 y.,Lower Secondary Level,No,0.92225,762,833,0.90405,0.94044
1993,46-65 y.,Upper Secondary Level,Yes,0.09117,198,1933,0.07834,0.10401
1993,46-65 y.,Upper Secondary Level,No,0.90133,1735,1933,0.88803,0.91463
1993,46-65 y.,Post-secondary Non-tertiary Level,No,0.91658,45,45,0.83487,0.99828
1993,46-65 y.,First Stage of Tertiary Education,No,0.90022,216,216,0.86016,0.94029
1993,46-65 y.,Second Stage of Tertiary Education,Yes,0.07572,45,546,0.05351,0.09793
1993,46-65 y.,Second Stage of Tertiary Education,No,0.91770,501,546,0.89463,0.94077
1993,66 and older,Lower Secondary Level,No,0.97108,470,470,0.95591,0.98625
1993,66 and older,Upper Secondary Level,No,0.98254,719,719,0.97296,0.99212
1993,66 and older,First Stage of Tertiary Education,No,0.93966,84,84,0.88844,0.99089
1994,17-29 y.,Pre-primary Level,No,0.95302,229,229,0.92556,0.98049
1994,17-29 y.,Primary Level,No,0.80311,84,84,0.71756,0.88866
1994,17-29 y.,Lower Secondary Level,Yes,0.09210,73,766,0.07161,0.11259
1994,17-29 y.,Lower Secondary Level,No,0.89511,693,766,0.87340,0.91682
1994,17-29 y.,Upper Secondary Level,Yes,0.09738,163,1642,0.08303,0.11172
1994,17-29 y.,Upper Secondary Level,No,0.89574,1479,1642,0.88096,0.91053
1994,17-29 y.,Post-secondary Non-tertiary Level,No,0.95302,162,162,0.92033,0.98570
1994,17-29 y.,First Stage of Tertiary Education,No,0.96078,98,98,0.92215,0.99941
1994,17-29 y.,Second Stage of Tertiary Education,No,0.96385,158,158,0.93465,0.99305
1994,30-45 y.,Primary Level,No,0.88636,136,136,0.83282,0.93990
1994,30-45 y.,Lower Secondary Level,Yes,0.11117,55,435,0.08159,0.14074
1994,30-45 y.,Lower Secondary Level,No,0.88003,380,435,0.84946,0.91060
1994,30-45 y.,Upper Secondary Level,Yes,0.08381,232,2219,0.07228,0.09534
1994,30-45 y.,Upper Secondary Level,No,0.91214,1987,2219,0.90036,0.92392
1994,30-45 y.,Post-secondary Non-tertiary Level,No,0.96125,141,141,0.92928,0.99322
1994,30-45 y.,First Stage of Tertiary Education,No,0.95390,285,285,0.92950,0.97829
1994,30-45 y.,Second Stage of Tertiary Education,Yes,0.04697,42,810,0.03239,0.06155
1994,30-45 y.,Second Stage of Tertiary Education,No,0.95205,768,810,0.93733,0.96678
1994,46-65 y.,Primary Level,No,0.90553,235,235,0.86806,0.94301
1994,46-65 y.,Lower Secondary Level,Yes,0.07600,73,807,0.05771,0.09430
1994,46-65 y.,Lower Secondary Level,No,0.91894,734,807,0.90009,0.93778
1994,46-65 y.,Upper Secondary Level,Yes,0.10351,231,1927,0.08991,0.11712
1994,46-65 y.,Upper Secondary Level,No,0.88967,1696,1927,0.87568,0.90366
1994,46-65 y.,Post-secondary Non-tertiary Level,No,0.94876,40,40,0.87956,1.01796
1994,46-65 y.,First Stage of Tertiary Education,No,0.87173,218,218,0.82723,0.91622
1994,46-65 y.,Second Stage of Tertiary Education,Yes,0.10180,56,543,0.07634,0.12726
1994,46-65 y.,Second Stage of Tertiary Education,No,0.89090,487,543,0.86465,0.91715
1994,66 and older,Lower Secondary Level,No,0.99234,464,464,0.98439,1.00028
1994,66 and older,Upper Secondary Level,No,0.97983,728,728,0.96962,0.99005
1994,66 and older,First Stage of Tertiary Education,No,0.97388,88,88,0.94037,1.00740
1994,66 and older,Second Stage of Tertiary Education,No,0.97472,128,128,0.94742,1.00202
1995,17-29 y.,Pre-primary Level,No,0.95845,269,269,0.93455,0.98234
1995,17-29 y.,Primary Level,No,0.83272,67,67,0.74267,0.92276
1995,17-29 y.,Lower Secondary Level,Yes,0.07991,68,752,0.06052,0.09931
1995,17-29 y.,Lower Secondary Level,No,0.90692,684,752,0.88614,0.92770
1995,17-29 y.,Upper Secondary Level,Yes,0.09231,144,1605,0.07814,0.10647
1995,17-29 y.,Upper Secondary Level,No,0.90216,1461,1605,0.88762,0.91670
1995,17-29 y.,Post-secondary Non-tertiary Level,No,0.94843,166,166,0.91468,0.98217
1995,17-29 y.,Second Stage of Tertiary Education,No,0.95673,163,163,0.92540,0.98806
1995,30-45 y.,Primary Level,No,0.90461,129,129,0.85372,0.95550
1995,30-45 y.,Lower Secondary Level,Yes,0.12149,55,462,0.09166,0.15131
1995,30-45 y.,Lower Secondary Level,No,0.86103,407,462,0.82946,0.89261
1995,30-45 y.,Upper Secondary Level,Yes,0.07743,221,2377,0.06668,0.08817
1995,30-45 y.,Upper Secondary Level,No,0.91778,2156,2377,0.90673,0.92882
1995,30-45 y.,Post-secondary Non-tertiary Level,No,0.95947,195,195,0.93172,0.98722
1995,30-45 y.,First Stage of Tertiary Education,No,0.93727,305,305,0.91001,0.96453
1995,30-45 y.,Second Stage of Tertiary Education,Yes,0.05285,43,844,0.03775,0.06796
1995,30-45 y.,Second Stage of Tertiary Education,No,0.94291,801,844,0.92725,0.95857
1995,46-65 y.,Primary Level,Yes,0.12273,36,268,0.08337,0.16208
1995,46-65 y.,Primary Level,No,0.87334,232,268,0.83345,0.91323
1995,46-65 y.,Lower Secondary Level,Yes,0.09676,89,775,0.07593,0.11759
1995,46-65 y.,Lower Secondary Level,No,0.89068,686,775,0.86869,0.91266
1995,46-65 y.,Upper Secondary Level,Yes,0.10417,228,1957,0.09063,0.11770
1995,46-65 y.,Upper Secondary Level,No,0.88084,1729,1957,0.86648,0.89519
1995,46-65 y.,Post-secondary Non-tertiary Level,No,0.85107,54,54,0.75522,0.94692
1995,46-65 y.,First Stage of Tertiary Education,No,0.88961,217,217,0.84782,0.93140
1995,46-65 y.,Second Stage of Tertiary Education,Yes,0.07818,46,576,0.05624,0.10012
1995,46-65 y.,Second Stage of Tertiary Education,No,0.91085,530,576,0.88756,0.93414
1995,66 and older,Primary Level,No,0.96153,34,34,0.89590,1.02715
1995,66 and older,Lower Secondary Level,No,0.95934,459,459,0.94125,0.97743
1995,66 and older,Upper Secondary Level,No,0.96804,722,722,0.95520,0.98088
1995,66 and older,First Stage of Tertiary Education,No,0.98486,80,80,0.95793,1.01179
1995,66 and older,Second Stage of Tertiary Education,No,0.97570,150,150,0.95098,1.00042
