year,hhtyp,sampreg,hlc0080_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,Single parent,East,No,0.58278,120,11098,0.58144,0.58413
2005,Couple with children,West,Yes,0.05645,136,11098,0.05630,0.05661
2005,Couple with children,West,No,0.94355,2732,11098,0.94339,0.94370
2005,Couple with children,East,Yes,0.12095,86,11098,0.12046,0.12144
2005,Couple with children,East,No,0.87905,742,11098,0.87856,0.87954
2005,Multi-generational household,West,No,1.00000,72,11098,1.00000,1.00000
2005,Other Combinations,West,No,1.00000,78,11098,1.00000,1.00000
2006,Single-person household,West,Yes,0.04248,95,12190,0.04236,0.04259
2006,Single-person household,West,No,0.95752,2371,12190,0.95741,0.95764
2006,Single-person household,East,Yes,0.12405,99,12190,0.12367,0.12442
2006,Single-person household,East,No,0.87595,712,12190,0.87558,0.87633
2006,Couple without children,West,Yes,0.01830,45,12190,0.01822,0.01839
2006,Couple without children,West,No,0.98170,3083,12190,0.98161,0.98178
2006,Couple without children,East,Yes,0.03022,32,12190,0.02999,0.03044
2006,Couple without children,East,No,0.96978,991,12190,0.96956,0.97001
2006,Single parent,West,Yes,0.14009,73,12190,0.13961,0.14057
2006,Single parent,West,No,0.85991,507,12190,0.85943,0.86039
2006,Single parent,East,Yes,0.33008,54,12190,0.32872,0.33144
2006,Single parent,East,No,0.66992,135,12190,0.66856,0.67128
2006,Couple with children,West,Yes,0.03429,97,12190,0.03417,0.03442
2006,Couple with children,West,No,0.96571,2883,12190,0.96558,0.96583
2006,Couple with children,East,Yes,0.07549,59,12190,0.07508,0.07590
2006,Couple with children,East,No,0.92451,792,12190,0.92410,0.92492
2006,Multi-generational household,West,No,1.00000,78,12190,1.00000,1.00000
2006,Other Combinations,West,No,1.00000,84,12190,1.00000,1.00000
2007,Single-person household,West,Yes,0.04078,87,11353,0.04067,0.04089
2007,Single-person household,West,No,0.95922,2248,11353,0.95911,0.95933
2007,Single-person household,East,Yes,0.11641,85,11353,0.11605,0.11678
2007,Single-person household,East,No,0.88359,676,11353,0.88322,0.88395
2007,Couple without children,West,Yes,0.01365,32,11353,0.01357,0.01372
2007,Couple without children,West,No,0.98635,2850,11353,0.98628,0.98643
2007,Couple without children,East,No,1.00000,961,11353,1.00000,1.00000
2007,Single parent,West,Yes,0.11874,61,11353,0.11829,0.11920
2007,Single parent,West,No,0.88126,462,11353,0.88080,0.88171
2007,Single parent,East,Yes,0.26895,42,11353,0.26770,0.27021
2007,Single parent,East,No,0.73105,142,11353,0.72979,0.73230
2007,Couple with children,West,Yes,0.03592,79,11353,0.03579,0.03605
2007,Couple with children,West,No,0.96408,2711,11353,0.96395,0.96421
2007,Couple with children,East,Yes,0.06865,50,11353,0.06825,0.06905
2007,Couple with children,East,No,0.93135,731,11353,0.93095,0.93175
2007,Multi-generational household,West,No,1.00000,66,11353,1.00000,1.00000
2007,Other Combinations,West,No,1.00000,70,11353,1.00000,1.00000
2008,Single-person household,West,Yes,0.04021,79,10734,0.04011,0.04032
2008,Single-person household,West,No,0.95979,2159,10734,0.95968,0.95989
2008,Single-person household,East,Yes,0.09902,68,10734,0.09868,0.09936
2008,Single-person household,East,No,0.90098,679,10734,0.90064,0.90132
2008,Couple without children,West,Yes,0.01399,34,10734,0.01392,0.01407
2008,Couple without children,West,No,0.98601,2722,10734,0.98593,0.98608
2008,Couple without children,East,No,1.00000,960,10734,1.00000,1.00000
2008,Single parent,West,Yes,0.11454,58,10734,0.11409,0.11498
2008,Single parent,West,No,0.88546,449,10734,0.88502,0.88591
2008,Single parent,East,No,1.00000,148,10734,1.00000,1.00000
2008,Couple with children,West,Yes,0.03189,67,10734,0.03177,0.03202
2008,Couple with children,West,No,0.96811,2481,10734,0.96798,0.96823
2008,Couple with children,East,Yes,0.05328,43,10734,0.05292,0.05364
2008,Couple with children,East,No,0.94672,675,10734,0.94636,0.94708
2008,Multi-generational household,West,No,1.00000,55,10734,1.00000,1.00000
2008,Other Combinations,West,No,1.00000,57,10734,1.00000,1.00000
2009,Single-person household,West,Yes,0.03399,64,10049,0.03390,0.03409
2009,Single-person household,West,No,0.96601,2037,10049,0.96591,0.96610
2009,Single-person household,East,Yes,0.08569,58,10049,0.08537,0.08601
2009,Single-person household,East,No,0.91431,658,10049,0.91399,0.91463
2009,Couple without children,West,Yes,0.01174,32,10049,0.01167,0.01181
2009,Couple without children,West,No,0.98826,2551,10049,0.98819,0.98833
2009,Couple without children,East,No,1.00000,930,10049,1.00000,1.00000
2009,Single parent,West,Yes,0.13190,54,10049,0.13140,0.13240
2009,Single parent,West,No,0.86810,399,10049,0.86760,0.86860
2009,Single parent,East,Yes,0.20241,34,10049,0.20128,0.20354
2009,Single parent,East,No,0.79759,131,10049,0.79646,0.79872
2009,Couple with children,West,Yes,0.03025,62,10049,0.03013,0.03037
2009,Couple with children,West,No,0.96975,2263,10049,0.96963,0.96987
2009,Couple with children,East,Yes,0.07213,50,10049,0.07172,0.07254
2009,Couple with children,East,No,0.92787,622,10049,0.92746,0.92828
2009,Multi-generational household,West,No,1.00000,49,10049,1.00000,1.00000
2009,Other Combinations,West,No,1.00000,55,10049,1.00000,1.00000
2010,Single-person household,West,Yes,0.03171,57,13708,0.03161,0.03180
2010,Single-person household,West,No,0.96829,1959,13708,0.96820,0.96839
2010,Single-person household,East,Yes,0.08632,52,13708,0.08601,0.08664
2010,Single-person household,East,No,0.91368,629,13708,0.91336,0.91399
2010,Couple without children,West,No,1.00000,2446,13708,1.00000,1.00000
2010,Couple without children,East,No,1.00000,879,13708,1.00000,1.00000
2010,Single parent,West,Yes,0.10222,197,13708,0.10180,0.10264
2010,Single parent,West,No,0.89778,1240,13708,0.89736,0.89820
2010,Single parent,East,Yes,0.23294,84,13708,0.23170,0.23419
2010,Single parent,East,No,0.76706,326,13708,0.76581,0.76830
2010,Couple with children,West,Yes,0.03226,232,13708,0.03213,0.03238
2010,Couple with children,West,No,0.96774,4346,13708,0.96762,0.96787
2010,Couple with children,East,Yes,0.05275,83,13708,0.05238,0.05312
2010,Couple with children,East,No,0.94725,1050,13708,0.94688,0.94762
2010,Multi-generational household,West,No,1.00000,76,13708,1.00000,1.00000
2010,Other Combinations,West,No,1.00000,52,13708,1.00000,1.00000
2011,Single-person household,West,Yes,0.02924,64,16229,0.02915,0.02934
2011,Single-person household,West,No,0.97076,2558,16229,0.97066,0.97085
2011,Single-person household,East,Yes,0.07038,57,16229,0.07009,0.07067
2011,Single-person household,East,No,0.92962,819,16229,0.92933,0.92991
2011,Couple without children,West,No,1.00000,3237,16229,1.00000,1.00000
2011,Couple without children,East,No,1.00000,1060,16229,1.00000,1.00000
