"hlc0080_h","year","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1987","Sonstige","48","0.0510435160933234","0.0369964480925948","0.065090584094052"
"Nein","1987","(Ehe-)Paar ohne Kind(er)","2338","0.981948289513575","0.976601652491598","0.987294926535553"
"Nein","1987","1-Pers.- Haushalt","982","0.905521980351958","0.888029119585011","0.923014841118904"
"Nein","1987","Alleinerziehende","549","0.770698971834026","0.73966774661437","0.801730197053682"
"Nein","1987","Paar mit Kind(ern)","7905","0.925246219779182","0.919658906341389","0.930833533216975"
"Nein","1987","Sonstige","895","0.948956483906677","0.934909415905948","0.963003551907405"
"Ja","1988","(Ehe-)Paar ohne Kind(er)","52","0.024251597473303","0.0180054931933311","0.030497701753275"
"Ja","1988","1-Pers.- Haushalt","90","0.095286078362823","0.0773986346814897","0.113173522044156"
"Ja","1988","Alleinerziehende","132","0.203567339316949","0.173823957759796","0.233310720874102"
"Ja","1988","Paar mit Kind(ern)","669","0.0830355350113548","0.077021917986269","0.0890491520364406"
"Ja","1988","Sonstige","67","0.0783925465936482","0.0600289159498614","0.096756177237435"
"Nein","1988","(Ehe-)Paar ohne Kind(er)","2278","0.975748402526697","0.969502298246725","0.981994506806669"
"Nein","1988","1-Pers.- Haushalt","945","0.904713921637177","0.886826477955844","0.92260136531851"
"Nein","1988","Alleinerziehende","572","0.796432660683051","0.766689279125898","0.826176042240204"
"Nein","1988","Paar mit Kind(ern)","7419","0.916964464988645","0.910950847963559","0.922978082013731"
"Nein","1988","Sonstige","756","0.921607453406352","0.903243822762565","0.939971084050139"
"Ja","1989","(Ehe-)Paar ohne Kind(er)","50","0.0206099876437642","0.0148137405665856","0.0264062347209428"
"Ja","1989","1-Pers.- Haushalt","79","0.0858426888354989","0.0687928280384371","0.102892549632561"
"Ja","1989","Alleinerziehende","124","0.211022672118896","0.17977452563648","0.242270818601311"
"Ja","1989","Paar mit Kind(ern)","610","0.0762731800508417","0.0703533017713161","0.0821930583303672"
"Ja","1989","Sonstige","58","0.0736527273598735","0.0559358906038454","0.0913695641159015"
"Nein","1989","(Ehe-)Paar ohne Kind(er)","2258","0.979390012356236","0.973593765279057","0.985186259433414"
"Nein","1989","1-Pers.- Haushalt","958","0.914157311164501","0.897107450367439","0.931207171961563"
"Nein","1989","Alleinerziehende","531","0.788977327881104","0.757729181398689","0.82022547436352"
"Nein","1989","Paar mit Kind(ern)","7113","0.923726819949158","0.917806941669633","0.929646698228684"
"Nein","1989","Sonstige","777","0.926347272640127","0.908630435884098","0.944064109396155"
"Ja","1990","(Ehe-)Paar ohne Kind(er)","60","0.0265767379157558","0.0200902465931535","0.0330632292383582"
"Ja","1990","1-Pers.- Haushalt","69","0.07810361841972","0.0614557186371139","0.0947515182023262"
"Ja","1990","Alleinerziehende","115","0.196521222800226","0.165565698092648","0.227476747507804"
"Ja","1990","Paar mit Kind(ern)","573","0.0800891424691056","0.0739523237741969","0.0862259611640142"
"Ja","1990","Sonstige","61","0.0764419015179801","0.0588767659997684","0.0940070370361918"
"Nein","1990","(Ehe-)Paar ohne Kind(er)","2302","0.973423262084244","0.966936770761642","0.979909753406846"
"Nein","1990","1-Pers.- Haushalt","929","0.92189638158028","0.905248481797674","0.938544281362886"
"Nein","1990","Alleinerziehende","518","0.803478777199774","0.772523252492196","0.834434301907352"
"Nein","1990","Paar mit Kind(ern)","6942","0.919910857530894","0.913774038835986","0.926047676225803"
"Nein","1990","Sonstige","818","0.92355809848202","0.905992962963808","0.941123234000231"
"Ja","1991","(Ehe-)Paar ohne Kind(er)","58","0.0236413555376607","0.0175426756196936","0.0297400354556277"
"Ja","1991","1-Pers.- Haushalt","76","0.0870403320848233","0.0695599302214058","0.104520733948241"
"Ja","1991","Alleinerziehende","117","0.182181245321125","0.15262101543811","0.21174147520414"
"Ja","1991","Paar mit Kind(ern)","569","0.0810034786872193","0.0748037827237127","0.0872031746507259"
"Ja","1991","Sonstige","50","0.0607898382167835","0.0451964063357533","0.0763832700978137"
"Nein","1991","(Ehe-)Paar ohne Kind(er)","2326","0.976358644462339","0.970259964544372","0.982457324380306"
"Nein","1991","1-Pers.- Haushalt","923","0.912959667915177","0.895479266051759","0.930440069778594"
"Nein","1991","Alleinerziehende","538","0.817818754678875","0.78825852479586","0.84737898456189"
"Nein","1991","Paar mit Kind(ern)","6871","0.918996521312781","0.912796825349274","0.925196217276287"
"Nein","1991","Sonstige","852","0.939210161783216","0.923616729902186","0.954803593664247"
"Ja","1992","(Ehe-)Paar ohne Kind(er)","210","0.050520684182658","0.0431283486011498","0.0579130197641662"
"Ja","1992","1-Pers.- Haushalt","211","0.140347138957042","0.121465497211665","0.159228780702419"
"Ja","1992","Alleinerziehende","243","0.217671316759315","0.191430248113996","0.243912385404634"
"Ja","1992","Paar mit Kind(ern)","1369","0.10905579029626","0.103208615789899","0.114902964802621"
"Ja","1992","Sonstige","144","0.0900275484849765","0.0739929083858864","0.106062188584067"
"Nein","1992","(Ehe-)Paar ohne Kind(er)","3162","0.949479315817342","0.942086980235834","0.95687165139885"
"Nein","1992","1-Pers.- Haushalt","1089","0.859652861042958","0.840771219297581","0.878534502788335"
"Nein","1992","Alleinerziehende","707","0.782328683240685","0.756087614595366","0.808569751886004"
"Nein","1992","Paar mit Kind(ern)","9548","0.89094420970374","0.885097035197379","0.896791384210101"
"Nein","1992","Sonstige","1080","0.909972451515023","0.893937811415933","0.926007091614113"
"Ja","1993","(Ehe-)Paar ohne Kind(er)","186","0.0377896518004997","0.0314118737375334","0.0441674298634661"
"Ja","1993","1-Pers.- Haushalt","224","0.142701000580395","0.124077637472553","0.161324363688237"
"Ja","1993","Alleinerziehende","234","0.212254771283245","0.185745571715767","0.238763970850722"
"Ja","1993","Paar mit Kind(ern)","1380","0.10790425504046","0.101981104032436","0.113827406048483"
"Ja","1993","Sonstige","117","0.104987363100478","0.087828600976779","0.122146125224176"
"Nein","1993","(Ehe-)Paar ohne Kind(er)","3248","0.9622103481995","0.955832570136534","0.968588126262467"
"Nein","1993","1-Pers.- Haushalt","1131","0.857298999419605","0.838675636311762","0.875922362527447"
"Nein","1993","Alleinerziehende","680","0.787745228716755","0.761236029149278","0.814254428284233"
"Nein","1993","Paar mit Kind(ern)","9160","0.89209574495954","0.886172593951517","0.898018895967564"
"Nein","1993","Sonstige","1109","0.895012636899522","0.877853874775824","0.912171399023221"
"Ja","1994","(Ehe-)Paar ohne Kind(er)","150","0.0326645385325032","0.0267989631476904","0.0385301139173159"
"Ja","1994","1-Pers.- Haushalt","170","0.10894760247738","0.0923640065778437","0.125531198376916"
"Ja","1994","Alleinerziehende","211","0.216048183518793","0.188701261029665","0.243395106007921"
"Ja","1994","Paar mit Kind(ern)","1070","0.0905683957456376","0.0849801710622233","0.0961566204290519"
"Ja","1994","Sonstige","83","0.0685403434256261","0.0541481362305015","0.0829325506207508"
"Nein","1994","(Ehe-)Paar ohne Kind(er)","3378","0.967335461467497","0.961469886082684","0.97320103685231"
"Nein","1994","1-Pers.- Haushalt","1186","0.89105239752262","0.874468801623084","0.907635993422156"
"Nein","1994","Alleinerziehende","659","0.783951816481207","0.756604893992079","0.811298738970335"
"Nein","1994","Paar mit Kind(ern)","9062","0.909431604254362","0.903843379570948","0.915019828937777"
"Nein","1994","Sonstige","1101","0.931459656574374","0.917067449379249","0.945851863769498"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","116","0.0235678219382128","0.018643793817055","0.0284918500593706"
"Ja","1995","1-Pers.- Haushalt","140","0.0894256748896599","0.0744833616327975","0.104367988146522"
"Ja","1995","Alleinerziehende","243","0.218517270354484","0.19208601011814","0.244948530590829"
"Ja","1995","Paar mit Kind(ern)","1027","0.0837105160634384","0.0784093643383647","0.089011667788512"
"Ja","1995","Sonstige","92","0.0872051974512231","0.0711685002955816","0.103241894606865"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","3530","0.976432178061787","0.971508149940629","0.981356206182945"
"Nein","1995","1-Pers.- Haushalt","1261","0.91057432511034","0.895632011853478","0.925516638367202"
"Nein","1995","Alleinerziehende","696","0.781482729645516","0.755051469409171","0.80791398988186"
"Nein","1995","Paar mit Kind(ern)","9458","0.916289483936562","0.910988332211488","0.921590635661635"
"Nein","1995","Sonstige","1097","0.912794802548777","0.896758105393135","0.928831499704418"
"Ja","1996","(Ehe-)Paar ohne Kind(er)","88","0.0178680470351797","0.0135880088313751","0.0221480852389843"
"Ja","1996","1-Pers.- Haushalt","125","0.0747483743447655","0.0611131345197361","0.0883836141697949"
"Ja","1996","Alleinerziehende","217","0.187324623272323","0.162565806364185","0.212083440180462"
"Ja","1996","Paar mit Kind(ern)","868","0.0773474997654872","0.0721450604043721","0.0825499391266023"
"Ja","1996","Sonstige","71","0.0580801320159935","0.0442517929092037","0.0719084711227833"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","3592","0.98213195296482","0.977851914761016","0.986411991168625"
"Nein","1996","1-Pers.- Haushalt","1304","0.925251625655235","0.911616385830205","0.938886865480264"
"Nein","1996","Alleinerziehende","737","0.812675376727677","0.787916559819538","0.837434193635815"
"Nein","1996","Paar mit Kind(ern)","9261","0.922652500234513","0.917450060873398","0.927854939595628"
"Nein","1996","Sonstige","1028","0.941919867984006","0.928091528877217","0.955748207090796"
"Ja","1997","(Ehe-)Paar ohne Kind(er)","84","0.0135548907039132","0.00985489561000182","0.0172548857978245"
"Ja","1997","1-Pers.- Haushalt","112","0.068817773477736","0.0555432929227693","0.0820922540327027"
"Ja","1997","Alleinerziehende","233","0.206328595076223","0.180796614134575","0.231860576017871"
"Ja","1997","Paar mit Kind(ern)","779","0.0650145756573876","0.0601297027177399","0.0698994485970353"
"Ja","1997","Sonstige","62","0.0377293483732278","0.0263338264019142","0.0491248703445413"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","3668","0.986445109296087","0.982745114202175","0.990145104389998"
"Nein","1997","1-Pers.- Haushalt","1285","0.931182226522264","0.917907745967297","0.944456707077231"
"Nein","1997","Alleinerziehende","732","0.793671404923777","0.768139423982129","0.819203385865425"
"Nein","1997","Paar mit Kind(ern)","9007","0.934985424342612","0.930100551402965","0.93987029728226"
"Nein","1997","Sonstige","1012","0.962270651626772","0.950875129655459","0.973666173598086"
"Ja","1998","(Ehe-)Paar ohne Kind(er)","94","0.0166857428530069","0.0128801476685064","0.0204913380375074"
"Ja","1998","1-Pers.- Haushalt","137","0.0694266088444115","0.057351067630613","0.0815021500582101"
"Ja","1998","Alleinerziehende","249","0.203366664533304","0.179634569830705","0.227098759235903"
"Ja","1998","Paar mit Kind(ern)","724","0.0649781756003521","0.0602767309589132","0.069679620241791"
"Ja","1998","Sonstige","68","0.0640431173881527","0.0488762738974047","0.0792099608789008"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","4258","0.983314257146993","0.979508661962493","0.987119852331494"
"Nein","1998","1-Pers.- Haushalt","1565","0.930573391155588","0.91849784994179","0.942648932369387"
"Nein","1998","Alleinerziehende","856","0.796633335466696","0.772901240764097","0.820365430169295"
"Nein","1998","Paar mit Kind(ern)","9835","0.935021824399648","0.930320379758209","0.939723269041087"
"Nein","1998","Sonstige","933","0.935956882611847","0.920790039121099","0.951123726102595"
"Ja","1999","(Ehe-)Paar ohne Kind(er)","62","0.0107533726248851","0.0076727697595567","0.0138339754902135"
"Ja","1999","1-Pers.- Haushalt","130","0.0706758773755323","0.0582228906829168","0.0831288640681477"
"Ja","1999","Alleinerziehende","299","0.247843759065686","0.22242108461036","0.273266433521012"
"Ja","1999","Paar mit Kind(ern)","716","0.061639662463762","0.0569701026115308","0.0663092223159932"
"Ja","1999","Sonstige","13","","",""
"Nein","1999","(Ehe-)Paar ohne Kind(er)","4244","0.989246627375115","0.986166024509786","0.992327230240443"
"Nein","1999","1-Pers.- Haushalt","1497","0.929324122624468","0.916871135931852","0.941777109317083"
"Nein","1999","Alleinerziehende","809","0.752156240934314","0.726733566478988","0.77757891538964"
"Nein","1999","Paar mit Kind(ern)","9474","0.938360337536238","0.933690777684007","0.943029897388469"
"Nein","1999","Sonstige","653","0.988363004865659","0.980218031971623","0.996507977759694"
"Ja","2000","(Ehe-)Paar ohne Kind(er)","120","0.0134653912698749","0.0109280042818835","0.0160027782578663"
"Ja","2000","1-Pers.- Haushalt","204","0.0583460831521535","0.0502924688170615","0.0663996974872455"
"Ja","2000","Alleinerziehende","468","0.22758602735501","0.208787855930818","0.246384198779201"
"Ja","2000","Paar mit Kind(ern)","1052","0.0559387808477774","0.0525301297608041","0.0593474319347507"
"Ja","2000","Sonstige","29","","",""
"Nein","2000","(Ehe-)Paar ohne Kind(er)","7806","0.986534608730125","0.983997221742134","0.989071995718116"
"Nein","2000","1-Pers.- Haushalt","3050","0.941653916847847","0.933600302512755","0.949707531182939"
"Nein","2000","Alleinerziehende","1443","0.77241397264499","0.753615801220799","0.791212144069182"
"Nein","2000","Paar mit Kind(ern)","16408","0.944061219152223","0.940652568065249","0.947469870239196"
"Nein","2000","Sonstige","1160","0.973290236243152","0.9641256392811","0.982454833205204"
"Ja","2001","(Ehe-)Paar ohne Kind(er)","134","0.0158367475658292","0.0129458222516402","0.0187276728800183"
"Ja","2001","1-Pers.- Haushalt","212","0.0654576894315238","0.056486779731682","0.0744285991313656"
"Ja","2001","Alleinerziehende","441","0.235523860629332","0.215637623696116","0.255410097562548"
"Ja","2001","Paar mit Kind(ern)","1066","0.0634607410621166","0.0596526606207674","0.0672688215034658"
"Ja","2001","Sonstige","36","0.0346261313756331","0.023619740956651","0.0456325217946152"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","7030","0.984163252434171","0.981272327119982","0.98705417774836"
"Nein","2001","1-Pers.- Haushalt","2708","0.934542310568476","0.925571400868634","0.943513220268318"
"Nein","2001","Alleinerziehende","1308","0.764476139370668","0.744589902437452","0.784362376303885"
"Nein","2001","Paar mit Kind(ern)","14678","0.936539258937883","0.932731178496534","0.940347339379232"
"Nein","2001","Sonstige","1024","0.965373868624367","0.954367478205385","0.976380259043349"
"Ja","2002","(Ehe-)Paar ohne Kind(er)","110","0.0127010281073245","0.0102156054302313","0.0151864507844177"
"Ja","2002","1-Pers.- Haushalt","197","0.0622374971451491","0.0534854586125421","0.070989535677756"
"Ja","2002","Alleinerziehende","404","0.237945626509201","0.218006189885331","0.257885063133071"
"Ja","2002","Paar mit Kind(ern)","974","0.0669112048065679","0.0631077361880676","0.0707146734250682"
"Ja","2002","Sonstige","31","0.0257111854216446","0.0159886594819916","0.0354337113612976"
"Nein","2002","(Ehe-)Paar ohne Kind(er)","7688","0.987298971892676","0.984813549215582","0.989784394569769"
"Nein","2002","1-Pers.- Haushalt","2730","0.937762502854851","0.929010464322244","0.946514541387458"
"Nein","2002","Alleinerziehende","1348","0.762054373490799","0.742114936866929","0.781993810114669"
"Nein","2002","Paar mit Kind(ern)","15605","0.933088795193432","0.929285326574932","0.936892263811932"
"Nein","2002","Sonstige","987","0.974288814578355","0.964566288638702","0.984011340518008"
"Ja","2003","(Ehe-)Paar ohne Kind(er)","154","0.017883410028268","0.0149097418000337","0.0208570782565023"
"Ja","2003","1-Pers.- Haushalt","197","0.0676887292252535","0.0585708679805244","0.0768065904699826"
"Ja","2003","Alleinerziehende","427","0.258952105815882","0.238237848178683","0.27966636345308"
"Ja","2003","Paar mit Kind(ern)","945","0.0644710664934381","0.0606158390790857","0.0683262939077905"
"Ja","2003","Sonstige","24","","",""
"Nein","2003","(Ehe-)Paar ohne Kind(er)","7476","0.982116589971732","0.979142921743498","0.985090258199966"
"Nein","2003","1-Pers.- Haushalt","2719","0.932311270774747","0.923193409530017","0.941429132019476"
"Nein","2003","Alleinerziehende","1291","0.741047894184118","0.72033363654692","0.761762151821317"
"Nein","2003","Paar mit Kind(ern)","14644","0.935528933506562","0.931673706092209","0.939384160920914"
"Nein","2003","Sonstige","842","0.980614759796112","0.971431984625211","0.989797534967014"
"Ja","2004","(Ehe-)Paar ohne Kind(er)","162","0.0198700121083873","0.0167378762259352","0.0230021479908395"
"Ja","2004","1-Pers.- Haushalt","195","0.0675888252806571","0.0583819942345525","0.0767956563267618"
"Ja","2004","Alleinerziehende","447","0.281140074311618","0.259572394019391","0.302707754603844"
"Ja","2004","Paar mit Kind(ern)","1052","0.0828397348383361","0.0784169980740774","0.0872624716025948"
"Ja","2004","Sonstige","45","0.0399634674202811","0.0263563222449299","0.0535706125956323"
"Nein","2004","(Ehe-)Paar ohne Kind(er)","7464","0.980129987891613","0.976997852009161","0.983262123774065"
"Nein","2004","1-Pers.- Haushalt","2661","0.932411174719343","0.923204343673238","0.941618005765448"
"Nein","2004","Alleinerziehende","1222","0.718859925688382","0.697292245396156","0.740427605980608"
"Nein","2004","Paar mit Kind(ern)","13869","0.917160265161664","0.912737528397405","0.921583001925923"
"Nein","2004","Sonstige","751","0.960036532579719","0.946429387404368","0.97364367775507"
"Ja","2005","(Ehe-)Paar ohne Kind(er)","134","0.0191829077671033","0.0160525868078286","0.022313228726378"
"Ja","2005","1-Pers.- Haushalt","211","0.0773643275711856","0.0676556130982213","0.08707304204415"
"Ja","2005","Alleinerziehende","440","0.292957782412981","0.271443079889825","0.314472484936137"
"Ja","2005","Paar mit Kind(ern)","904","0.0750478712375367","0.0706676025171736","0.0794281399578998"
"Ja","2005","Sonstige","72","0.105517671157944","0.0835160002949523","0.127519342020935"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","7242","0.980817092232897","0.977686771273622","0.983947413192171"
"Nein","2005","1-Pers.- Haushalt","2698","0.922635672428814","0.91292695795585","0.932344386901779"
"Nein","2005","Alleinerziehende","1279","0.707042217587019","0.685527515063863","0.728556920110175"
"Nein","2005","Paar mit Kind(ern)","12994","0.924952128762463","0.9205718600421","0.929332397482826"
"Nein","2005","Sonstige","677","0.894482328842056","0.872480657979065","0.916483999705048"
"Ja","2006","(Ehe-)Paar ohne Kind(er)","154","0.0205712627584553","0.0175179336117242","0.0236245919051864"
"Ja","2006","1-Pers.- Haushalt","194","0.0579850111513397","0.0499976571416044","0.065972365161075"
"Ja","2006","Alleinerziehende","337","0.186254287094357","0.168822262323436","0.203686311865279"
"Ja","2006","Paar mit Kind(ern)","639","0.0451195753625373","0.0417253774897753","0.0485137732352994"
"Ja","2006","Sonstige","29","","",""
"Nein","2006","(Ehe-)Paar ohne Kind(er)","8148","0.979428737241545","0.976375408094814","0.982482066388276"
"Nein","2006","1-Pers.- Haushalt","3095","0.94201498884866","0.934027634838925","0.950002342858396"
"Nein","2006","Alleinerziehende","1579","0.813745712905643","0.796313688134721","0.831177737676564"
"Nein","2006","Paar mit Kind(ern)","13727","0.954880424637463","0.951486226764701","0.958274622510225"
"Nein","2006","Sonstige","711","0.932747176757729","0.914701654189599","0.950792699325859"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","120","0.0169594015637062","0.0140832451780403","0.0198355579493721"
"Ja","2007","1-Pers.- Haushalt","172","0.0551547166123329","0.0471290841999603","0.0631803490247056"
"Ja","2007","Alleinerziehende","276","0.157771916404662","0.140765788314186","0.174778044495139"
"Ja","2007","Paar mit Kind(ern)","534","0.0473825756448401","0.0437759454932178","0.0509892057964624"
"Ja","2007","Sonstige","31","0.0762370101354908","0.0554151750079894","0.0970588452629922"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","7622","0.983040598436294","0.980164442050628","0.98591675482196"
"Nein","2007","1-Pers.- Haushalt","2936","0.944845283387667","0.936819650975294","0.95287091580004"
"Nein","2007","Alleinerziehende","1489","0.842228083595338","0.825221955504861","0.859234211685814"
"Nein","2007","Paar mit Kind(ern)","12796","0.95261742435516","0.949010794203538","0.956224054506782"
"Nein","2007","Sonstige","593","0.923762989864509","0.902941154737008","0.944584824992011"
"Ja","2008","(Ehe-)Paar ohne Kind(er)","104","0.0138469792194054","0.0111966757120836","0.0164972827267271"
"Ja","2008","1-Pers.- Haushalt","147","0.0510644943734396","0.0431821563907674","0.0589468323561117"
"Ja","2008","Alleinerziehende","221","0.125929334308222","0.110213662989491","0.141645005626952"
"Ja","2008","Paar mit Kind(ern)","461","0.039487399655935","0.0360260597638486","0.0429487395480214"
"Ja","2008","Sonstige","42","0.104274268626924","0.0784256672270039","0.130122870026844"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","7364","0.986153020780595","0.983502717273273","0.988803324287916"
"Nein","2008","1-Pers.- Haushalt","2849","0.94893550562656","0.941053167643888","0.956817843609233"
"Nein","2008","Alleinerziehende","1491","0.874070665691778","0.858354994373048","0.889786337010509"
"Nein","2008","Paar mit Kind(ern)","11700","0.960512600344065","0.957051260451979","0.963973940236151"
"Nein","2008","Sonstige","495","0.895725731373076","0.869877129973156","0.921574332772996"
"Ja","2009","(Ehe-)Paar ohne Kind(er)","96","0.0127513627096392","0.0101337895117262","0.0153689359075522"
"Ja","2009","1-Pers.- Haushalt","122","0.0433716991199888","0.035867061884412","0.0508763363555655"
"Ja","2009","Alleinerziehende","227","0.154401612908547","0.13641910825145","0.172384117565643"
"Ja","2009","Paar mit Kind(ern)","459","0.0416078914038729","0.037907473784602","0.0453083090231438"
"Ja","2009","Sonstige","9","","",""
"Nein","2009","(Ehe-)Paar ohne Kind(er)","6962","0.987248637290361","0.984631064092448","0.989866210488274"
"Nein","2009","1-Pers.- Haushalt","2708","0.956628300880011","0.949123663644434","0.964132938115588"
"Nein","2009","Alleinerziehende","1324","0.845598387091453","0.827615882434357","0.86358089174855"
"Nein","2009","Paar mit Kind(ern)","10728","0.958392108596127","0.954691690976856","0.962092526215398"
"Nein","2009","Sonstige","435","0.988306202178944","0.978306659074957","0.99830574528293"
"Ja","2010","(Ehe-)Paar ohne Kind(er)","90","0.0140666803627629","0.0112551827167271","0.0168781780087988"
"Ja","2010","1-Pers.- Haushalt","109","0.0418589383919109","0.0343189222313744","0.0493989545524475"
"Ja","2010","Alleinerziehende","795","0.136780661963066","0.12700269238048","0.146558631545652"
"Ja","2010","Paar mit Kind(ern)","1405","0.0396867776606182","0.0371449978311983","0.0422285574900381"
"Ja","2010","Sonstige","15","","",""
"Nein","2010","(Ehe-)Paar ohne Kind(er)","6650","0.985933319637237","0.983121821991201","0.988744817283273"
"Nein","2010","1-Pers.- Haushalt","2601","0.958141061608089","0.950601045447553","0.965681077768626"
"Nein","2010","Alleinerziehende","3949","0.863219338036934","0.853441368454348","0.87299730761952"
"Nein","2010","Paar mit Kind(ern)","21256","0.960313222339382","0.957771442509962","0.962855002168802"
"Nein","2010","Sonstige","584","0.985067832428793","0.975355373931852","0.994780290925734"
"Ja","2011","(Ehe-)Paar ohne Kind(er)","72","0.00653452201849807","0.00483814628339629","0.00823089775359985"
"Ja","2011","1-Pers.- Haushalt","121","0.0369410171889355","0.030703814115428","0.0431782202624429"
"Ja","2011","Alleinerziehende","1256","0.173500515569549","0.16376420694972","0.183236824189379"
"Ja","2011","Paar mit Kind(ern)","1741","0.0429080046680155","0.0403644989830257","0.0454515103530053"
"Ja","2011","Sonstige","43","0.0243093629227197","0.0133601184607273","0.035258607384712"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","8594","0.993465477981502","0.9917691022464","0.995161853716604"
"Nein","2011","1-Pers.- Haushalt","3392","0.963058982811065","0.956821779737557","0.969296185884572"
"Nein","2011","Alleinerziehende","4555","0.826499484430451","0.816763175810621","0.83623579305028"
"Nein","2011","Paar mit Kind(ern)","22644","0.957091995331984","0.954548489646995","0.959635501016974"
"Nein","2011","Sonstige","717","0.97569063707728","0.964741392615288","0.986639881539273"
"Ja","2012","(Ehe-)Paar ohne Kind(er)","64","0.00635005606097582","0.00469061093901","0.00800950118294165"
"Ja","2012","1-Pers.- Haushalt","130","0.0369263268638526","0.0308000698952153","0.04305258383249"
"Ja","2012","Alleinerziehende","1116","0.14636525501629","0.137021095124604","0.155709414907976"
"Ja","2012","Paar mit Kind(ern)","1580","0.040769129494343","0.0381998678280111","0.043338391160675"
"Ja","2012","Sonstige","50","0.0375228382176485","0.0239312196053581","0.051114456829939"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","8738","0.993649943939024","0.991990498817058","0.99530938906099"
"Nein","2012","1-Pers.- Haushalt","3510","0.963073673136147","0.95694741616751","0.969199930104785"
"Nein","2012","Alleinerziehende","4381","0.85363474498371","0.844290585092024","0.862978904875396"
"Nein","2012","Paar mit Kind(ern)","21178","0.959230870505657","0.956661608839325","0.961800132171989"
