year,bula_h,hhtyp,hlc0080_h,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
1986,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,94,4481,0,0.93828,0,1.06522
1986,"Rhineland-Palatinate, Saarland",Couple with children,No,1.00000,138,4481,0,0.92336,0,1.07707
1986,Baden-Wuerttemberg,Single-person household,No,1.00000,153,4481,0,0.90315,0,1.08053
1986,Baden-Wuerttemberg,Couple without children,No,1.00000,184,4481,0,0.93428,0,1.08131
1986,Baden-Wuerttemberg,Single parent,No,1.00000,39,4481,0,0.80192,0,1.25304
1986,Baden-Wuerttemberg,Couple with children,No,1.00000,456,4481,0,0.93737,0,1.06826
1986,Bavaria,Single-person household,No,1.00000,156,4481,0,0.95561,0,1.04726
1986,Bavaria,Couple without children,No,1.00000,197,4481,0,0.95851,0,1.05071
1986,Bavaria,Single parent,No,1.00000,43,4481,0,0.90049,0,1.09206
1986,Bavaria,Couple with children,No,1.00000,369,4481,0,0.95653,0,1.05059
1986,Berlin,Single-person household,No,1.00000,71,4481,0,0.92675,0,1.07079
1986,Berlin,Couple without children,No,1.00000,39,4481,0,0.86106,0,1.10987
1986,Berlin,Couple with children,No,1.00000,58,4481,0,0.86227,0,1.14931
1987,Schleswig-Holstein,Single-person household,No,1.00000,35,4383,0,0.86416,0,1.12017
1987,Schleswig-Holstein,Couple without children,No,1.00000,41,4383,0,0.92935,0,1.07818
1987,Schleswig-Holstein,Couple with children,No,1.00000,61,4383,0,0.88915,0,1.10811
1987,Hamburg,Single-person household,No,1.00000,42,4383,0,0.91243,0,1.08425
1987,Hamburg,Couple without children,No,1.00000,34,4383,0,0.82691,0,1.18132
1987,Hamburg,Couple with children,No,1.00000,33,4383,0,0.79043,0,1.20028
1987,Lower Saxony,Single-person household,No,1.00000,92,4383,0,0.91634,0,1.07744
1987,Lower Saxony,Couple without children,No,1.00000,132,4383,0,0.93844,0,1.07098
1987,Lower Saxony,Couple with children,No,1.00000,185,4383,0,0.94277,0,1.05630
1987,North Rhine-Westphalia,Single-person household,No,1.00000,269,4383,0,0.95966,0,1.04458
1987,North Rhine-Westphalia,Couple without children,No,1.00000,304,4383,0,0.95127,0,1.04921
1987,North Rhine-Westphalia,Single parent,No,1.00000,44,4383,0,0.88970,0,1.12003
1987,North Rhine-Westphalia,Couple with children,Yes,0.08889,50,4383,0,0.07814,0,0.10041
1987,North Rhine-Westphalia,Couple with children,No,0.91111,554,4383,0,0.87010,0,0.95598
1987,North Rhine-Westphalia,Other Combinations,No,1.00000,41,4383,0,0.82634,0,1.16598
1987,Hesse,Single-person household,No,1.00000,83,4383,0,0.87421,0,1.11416
1987,Hesse,Couple without children,No,1.00000,119,4383,0,0.91450,0,1.08163
1987,Hesse,Couple with children,No,1.00000,215,4383,0,0.89517,0,1.10219
1987,"Rhineland-Palatinate, Saarland",Single-person household,No,1.00000,62,4383,0,0.93806,0,1.07474
1987,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,93,4383,0,0.94848,0,1.05832
1987,"Rhineland-Palatinate, Saarland",Couple with children,No,1.00000,136,4383,0,0.92541,0,1.09926
1987,Baden-Wuerttemberg,Single-person household,No,1.00000,148,4383,0,0.92349,0,1.07453
1987,Baden-Wuerttemberg,Couple without children,No,1.00000,186,4383,0,0.91914,0,1.06584
1987,Baden-Wuerttemberg,Single parent,No,1.00000,43,4383,0,0.81711,0,1.18169
1987,Baden-Wuerttemberg,Couple with children,No,1.00000,446,4383,0,0.92863,0,1.06476
1987,Bavaria,Single-person household,No,1.00000,164,4383,0,0.95065,0,1.05142
1987,Bavaria,Couple without children,No,1.00000,199,4383,0,0.95604,0,1.05046
1987,Bavaria,Single parent,No,1.00000,46,4383,0,0.85380,0,1.09750
1987,Bavaria,Couple with children,No,1.00000,356,4383,0,0.95990,0,1.04482
1987,Berlin,Single-person household,No,1.00000,69,4383,0,0.90591,0,1.09049
1987,Berlin,Couple without children,No,1.00000,45,4383,0,0.91977,0,1.09643
1987,Berlin,Couple with children,No,1.00000,56,4383,0,0.83072,0,1.14034
1988,Schleswig-Holstein,Couple without children,No,1.00000,49,4150,0,0.90267,0,1.10837
1988,Schleswig-Holstein,Couple with children,No,1.00000,60,4150,0,0.88966,0,1.11197
1988,Hamburg,Single-person household,No,1.00000,41,4150,0,0.89034,0,1.10186
1988,Hamburg,Couple without children,No,1.00000,36,4150,0,0.84340,0,1.15940
1988,Lower Saxony,Single-person household,No,1.00000,87,4150,0,0.91325,0,1.08399
1988,Lower Saxony,Couple without children,No,1.00000,129,4150,0,0.92592,0,1.06722
1988,Lower Saxony,Couple with children,No,1.00000,168,4150,0,0.93667,0,1.06370
1988,North Rhine-Westphalia,Single-person household,No,1.00000,244,4150,0,0.95406,0,1.05122
1988,North Rhine-Westphalia,Couple without children,No,1.00000,295,4150,0,0.95203,0,1.05592
1988,North Rhine-Westphalia,Single parent,No,1.00000,51,4150,0,0.87931,0,1.10852
1988,North Rhine-Westphalia,Couple with children,Yes,0.10793,63,4150,0,0.09346,0,0.12423
1988,North Rhine-Westphalia,Couple with children,No,0.89207,523,4150,0,0.85308,0,0.94165
1988,North Rhine-Westphalia,Other Combinations,No,1.00000,32,4150,0,0.82311,0,1.18458
1988,Hesse,Single-person household,No,1.00000,82,4150,0,0.89546,0,1.06837
1988,Hesse,Couple without children,No,1.00000,106,4150,0,0.91396,0,1.10467
1988,Hesse,Couple with children,No,1.00000,211,4150,0,0.93226,0,1.11138
1988,"Rhineland-Palatinate, Saarland",Single-person household,No,1.00000,59,4150,0,0.91982,0,1.08428
1988,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,93,4150,0,0.93586,0,1.07647
1988,"Rhineland-Palatinate, Saarland",Couple with children,No,1.00000,124,4150,0,0.90802,0,1.10018
1988,Baden-Wuerttemberg,Single-person household,No,1.00000,149,4150,0,0.91210,0,1.07672
1988,Baden-Wuerttemberg,Couple without children,No,1.00000,192,4150,0,0.91318,0,1.08152
1988,Baden-Wuerttemberg,Single parent,No,1.00000,40,4150,0,0.82042,0,1.17770
1988,Baden-Wuerttemberg,Couple with children,No,1.00000,423,4150,0,0.93314,0,1.07658
1988,Bavaria,Single-person household,No,1.00000,170,4150,0,0.94948,0,1.04981
1988,Bavaria,Couple without children,No,1.00000,183,4150,0,0.93989,0,1.05434
1988,Bavaria,Single parent,No,1.00000,43,4150,0,0.85642,0,1.12591
1988,Bavaria,Couple with children,No,1.00000,341,4150,0,0.94606,0,1.04986
1988,Berlin,Single-person household,No,1.00000,67,4150,0,0.90556,0,1.08874
1988,Berlin,Couple without children,No,1.00000,40,4150,0,0.88788,0,1.09806
1988,Berlin,Couple with children,No,1.00000,49,4150,0,0.83734,0,1.18307
1989,Schleswig-Holstein,Couple without children,No,1.00000,44,3984,0,0.88344,0,1.10095
1989,Schleswig-Holstein,Couple with children,No,1.00000,56,3984,0,0.89420,0,1.13308
1989,Hamburg,Single-person household,No,1.00000,45,3984,0,0.93572,0,1.06844
1989,Lower Saxony,Single-person household,No,1.00000,95,3984,0,0.93134,0,1.06533
1989,Lower Saxony,Couple without children,No,1.00000,140,3984,0,0.92167,0,1.06299
1989,Lower Saxony,Couple with children,No,1.00000,154,3984,0,0.91582,0,1.05350
1989,North Rhine-Westphalia,Single-person household,No,1.00000,240,3984,0,0.95626,0,1.04413
1989,North Rhine-Westphalia,Couple without children,No,1.00000,294,3984,0,0.93427,0,1.06395
1989,North Rhine-Westphalia,Single parent,No,1.00000,52,3984,0,0.87903,0,1.12371
1989,North Rhine-Westphalia,Couple with children,Yes,0.08372,49,3984,0,0.07012,0,0.09520
1989,North Rhine-Westphalia,Couple with children,No,0.91628,508,3984,0,0.87528,0,0.96548
1989,Hesse,Single-person household,No,1.00000,90,3984,0,0.90355,0,1.09236
1989,Hesse,Couple without children,No,1.00000,117,3984,0,0.90851,0,1.07519
1989,Hesse,Couple with children,No,1.00000,203,3984,0,0.90525,0,1.10474
1989,"Rhineland-Palatinate, Saarland",Single-person household,No,1.00000,57,3984,0,0.91211,0,1.07454
1989,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,88,3984,0,0.93373,0,1.07853
1989,"Rhineland-Palatinate, Saarland",Couple with children,No,1.00000,118,3984,0,0.91368,0,1.09073
1989,Baden-Wuerttemberg,Single-person household,No,1.00000,143,3984,0,0.91816,0,1.08628
1989,Baden-Wuerttemberg,Couple without children,No,1.00000,179,3984,0,0.90983,0,1.08664
1989,Baden-Wuerttemberg,Single parent,No,1.00000,32,3984,0,0.79754,0,1.24248
1989,Baden-Wuerttemberg,Couple with children,No,1.00000,404,3984,0,0.93251,0,1.07501
1989,Bavaria,Single-person household,No,1.00000,168,3984,0,0.94505,0,1.05489
1989,Bavaria,Couple without children,No,1.00000,183,3984,0,0.93810,0,1.06731
1989,Bavaria,Single parent,No,1.00000,39,3984,0,0.84422,0,1.13524
1989,Bavaria,Couple with children,No,1.00000,330,3984,0,0.94163,0,1.05796
1989,Berlin,Single-person household,No,1.00000,69,3984,0,0.91913,0,1.09490
1989,Berlin,Couple without children,No,1.00000,39,3984,0,0.89058,0,1.13277
1989,Berlin,Couple with children,No,1.00000,48,3984,0,0.80542,0,1.19078
1990,Schleswig-Holstein,Single-person household,No,1.00000,31,3987,0,0.89120,0,1.11704
1990,Schleswig-Holstein,Couple without children,No,1.00000,42,3987,0,0.87951,0,1.12213
1990,Schleswig-Holstein,Couple with children,No,1.00000,45,3987,0,0.87728,0,1.15387
1990,Hamburg,Single-person household,No,1.00000,45,3987,0,0.91635,0,1.08985
1990,Lower Saxony,Single-person household,No,1.00000,90,3987,0,0.91480,0,1.08476
1990,Lower Saxony,Couple without children,No,1.00000,145,3987,0,0.92642,0,1.06715
1990,Lower Saxony,Couple with children,No,1.00000,160,3987,0,0.92779,0,1.07491
1990,North Rhine-Westphalia,Single-person household,No,1.00000,238,3987,0,0.95051,0,1.05256
1990,North Rhine-Westphalia,Couple without children,No,1.00000,302,3987,0,0.94134,0,1.05404
1990,North Rhine-Westphalia,Single parent,No,1.00000,50,3987,0,0.87710,0,1.09795
1990,North Rhine-Westphalia,Couple with children,Yes,0.08467,49,3987,0,0.07388,0,0.09683
1990,North Rhine-Westphalia,Couple with children,No,0.91533,493,3987,0,0.86779,0,0.96428
1990,Hesse,Single-person household,No,1.00000,82,3987,0,0.90019,0,1.09640
1990,Hesse,Couple without children,No,1.00000,115,3987,0,0.91065,0,1.09300
1990,Hesse,Couple with children,No,1.00000,204,3987,0,0.91164,0,1.08853
1990,"Rhineland-Palatinate, Saarland",Single-person household,No,1.00000,54,3987,0,0.91894,0,1.09160
1990,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,84,3987,0,0.92337,0,1.08986
1990,"Rhineland-Palatinate, Saarland",Couple with children,No,1.00000,121,3987,0,0.91160,0,1.08499
1990,Baden-Wuerttemberg,Single-person household,No,1.00000,134,3987,0,0.93559,0,1.07517
1990,Baden-Wuerttemberg,Couple without children,No,1.00000,188,3987,0,0.93618,0,1.07631
1990,Baden-Wuerttemberg,Single parent,No,1.00000,39,3987,0,0.78863,0,1.20335
1990,Baden-Wuerttemberg,Couple with children,No,1.00000,397,3987,0,0.92524,0,1.07991
1990,Bavaria,Single-person household,No,1.00000,178,3987,0,0.94613,0,1.05347
1990,Bavaria,Couple without children,No,1.00000,194,3987,0,0.93141,0,1.07487
1990,Bavaria,Single parent,No,1.00000,39,3987,0,0.85371,0,1.14044
1990,Bavaria,Couple with children,No,1.00000,318,3987,0,0.94541,0,1.06160
1990,Berlin,Single-person household,No,1.00000,60,3987,0,0.89974,0,1.09873
1990,Berlin,Couple without children,No,1.00000,43,3987,0,0.90572,0,1.10065
1990,Berlin,Couple with children,No,1.00000,47,3987,0,0.79911,0,1.21255
1991,Schleswig-Holstein,Single-person household,No,1.00000,32,3990,0,0.85423,0,1.10680
1991,Schleswig-Holstein,Couple without children,No,1.00000,39,3990,0,0.89791,0,1.11514
1991,Schleswig-Holstein,Couple with children,No,1.00000,51,3990,0,0.88162,0,1.12867
1991,Hamburg,Single-person household,No,1.00000,43,3990,0,0.92759,0,1.06173
1991,Lower Saxony,Single-person household,No,1.00000,86,3990,0,0.90243,0,1.08786
1991,Lower Saxony,Couple without children,No,1.00000,139,3990,0,0.93464,0,1.07063
1991,Lower Saxony,Couple with children,No,1.00000,152,3990,0,0.92550,0,1.07131
1991,North Rhine-Westphalia,Single-person household,No,1.00000,247,3990,0,0.94717,0,1.04684
1991,North Rhine-Westphalia,Couple without children,No,1.00000,305,3990,0,0.94562,0,1.05163
1991,North Rhine-Westphalia,Single parent,No,1.00000,56,3990,0,0.88114,0,1.11120
1991,North Rhine-Westphalia,Couple with children,Yes,0.08301,48,3990,0,0.07049,0,0.09713
1991,North Rhine-Westphalia,Couple with children,No,0.91699,501,3990,0,0.86648,0,0.96694
1991,Hesse,Single-person household,No,1.00000,87,3990,0,0.89682,0,1.10391
1991,Hesse,Couple without children,No,1.00000,122,3990,0,0.91075,0,1.09367
1991,Hesse,Couple with children,No,1.00000,182,3990,0,0.87663,0,1.09332
1991,"Rhineland-Palatinate, Saarland",Single-person household,No,1.00000,61,3990,0,0.93359,0,1.06866
1991,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,82,3990,0,0.92595,0,1.07988
1991,"Rhineland-Palatinate, Saarland",Couple with children,No,1.00000,125,3990,0,0.89286,0,1.08885
1991,Baden-Wuerttemberg,Single-person household,No,1.00000,130,3990,0,0.91275,0,1.09249
1991,Baden-Wuerttemberg,Couple without children,No,1.00000,192,3990,0,0.90855,0,1.08394
1991,Baden-Wuerttemberg,Single parent,No,1.00000,43,3990,0,0.80306,0,1.18090
1991,Baden-Wuerttemberg,Couple with children,No,1.00000,387,3990,0,0.91848,0,1.07916
1991,Bavaria,Single-person household,No,1.00000,165,3990,0,0.94284,0,1.06475
1991,Bavaria,Couple without children,No,1.00000,203,3990,0,0.93934,0,1.05905
1991,Bavaria,Single parent,No,1.00000,42,3990,0,0.85093,0,1.15703
1991,Bavaria,Couple with children,No,1.00000,326,3990,0,0.93790,0,1.05698
1991,Berlin,Single-person household,No,1.00000,52,3990,0,0.90078,0,1.10345
1991,Berlin,Couple without children,No,1.00000,41,3990,0,0.88690,0,1.13355
1991,Berlin,Couple with children,No,1.00000,51,3990,0,0.83881,0,1.16839
1992,Schleswig-Holstein,Single-person household,No,1.00000,32,5469,0,0.84344,0,1.13442
1992,Schleswig-Holstein,Couple without children,No,1.00000,39,5469,0,0.89555,0,1.10566
1992,Schleswig-Holstein,Couple with children,No,1.00000,44,5469,0,0.83951,0,1.14507
1992,Hamburg,Single-person household,No,1.00000,37,5469,0,0.91170,0,1.09366
1992,Lower Saxony,Single-person household,No,1.00000,96,5469,0,0.92273,0,1.07850
1992,Lower Saxony,Couple without children,No,1.00000,131,5469,0,0.92020,0,1.07928
1992,Lower Saxony,Couple with children,No,1.00000,162,5469,0,0.91257,0,1.08785
1992,North Rhine-Westphalia,Single-person household,No,1.00000,255,5469,0,0.94416,0,1.05228
1992,North Rhine-Westphalia,Couple without children,No,1.00000,312,5469,0,0.93334,0,1.06352
1992,North Rhine-Westphalia,Single parent,No,1.00000,56,5469,0,0.86406,0,1.12764
1992,North Rhine-Westphalia,Couple with children,Yes,0.06123,37,5469,0,0.05242,0,0.07258
1992,North Rhine-Westphalia,Couple with children,No,0.93877,504,5469,0,0.89125,0,0.99168
1992,Hesse,Single-person household,No,1.00000,76,5469,0,0.89062,0,1.10215
1992,Hesse,Couple without children,No,1.00000,129,5469,0,0.90033,0,1.10109
1992,Hesse,Couple with children,No,1.00000,189,5469,0,0.88312,0,1.12273
1992,"Rhineland-Palatinate, Saarland",Single-person household,No,1.00000,57,5469,0,0.90919,0,1.10222
1992,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,92,5469,0,0.92434,0,1.08072
1992,"Rhineland-Palatinate, Saarland",Couple with children,No,1.00000,123,5469,0,0.87856,0,1.10232
1992,Baden-Wuerttemberg,Single-person household,No,1.00000,139,5469,0,0.90922,0,1.09361
1992,Baden-Wuerttemberg,Couple without children,No,1.00000,191,5469,0,0.92448,0,1.09339
1992,Baden-Wuerttemberg,Single parent,No,1.00000,50,5469,0,0.80590,0,1.19736
1992,Baden-Wuerttemberg,Couple with children,No,1.00000,379,5469,0,0.92196,0,1.08109
1992,Bavaria,Single-person household,No,1.00000,170,5469,0,0.92655,0,1.06484
1992,Bavaria,Couple without children,No,1.00000,213,5469,0,0.91844,0,1.08622
1992,Bavaria,Single parent,No,1.00000,41,5469,0,0.81988,0,1.18528
1992,Bavaria,Couple with children,No,1.00000,334,5469,0,0.94779,0,1.06233
1992,Berlin,Single-person household,No,1.00000,71,5469,0,0.88847,0,1.09645
1992,Berlin,Couple without children,No,1.00000,68,5469,0,0.91241,0,1.11378
1992,Berlin,Couple with children,No,1.00000,102,5469,0,0.88203,0,1.10980
1992,Brandenburg,Couple without children,No,1.00000,61,5469,0,0.92185,0,1.09084
1992,Brandenburg,Couple with children,Yes,0.22659,36,5469,0,0.19477,0,0.26904
1992,Brandenburg,Couple with children,No,0.77341,123,5469,0,0.72971,0,0.81748
1992,Mecklenburg-Western Pomerania,Couple without children,No,1.00000,41,5469,0,0.91775,0,1.08044
1992,Mecklenburg-Western Pomerania,Couple with children,No,1.00000,77,5469,0,0.92514,0,1.06417
1992,Saxony,Single-person household,Yes,0.51059,43,5469,0,0.47772,0,0.54424
1992,Saxony,Single-person household,No,0.48941,44,5469,0,0.43394,0,0.55237
1992,Saxony,Couple without children,No,1.00000,127,5469,0,0.93791,0,1.06432
1992,Saxony,Couple with children,Yes,0.20944,57,5469,0,0.18878,0,0.22588
1992,Saxony,Couple with children,No,0.79056,216,5469,0,0.76100,0,0.82483
1992,Saxony-Anhalt,Single-person household,No,1.00000,32,5469,0,0.84540,0,1.14565
1992,Saxony-Anhalt,Couple without children,No,1.00000,74,5469,0,0.89154,0,1.11713
1992,Saxony-Anhalt,Couple with children,Yes,0.18182,33,5469,0,0.15741,0,0.20733
1992,Saxony-Anhalt,Couple with children,No,0.81818,147,5469,0,0.77393,0,0.88021
1992,Thuringa,Couple without children,No,1.00000,60,5469,0,0.89769,0,1.10397
1992,Thuringa,Couple with children,Yes,0.23328,37,5469,0,0.20330,0,0.26157
1992,Thuringa,Couple with children,No,0.76672,132,5469,0,0.70561,0,0.81532
1993,Schleswig-Holstein,Single-person household,No,1.00000,42,5530,0,0.88915,0,1.11304
1993,Schleswig-Holstein,Couple without children,No,1.00000,45,5530,0,0.87027,0,1.15927
1993,Schleswig-Holstein,Couple with children,No,1.00000,48,5530,0,0.87118,0,1.14258
1993,Hamburg,Single-person household,No,1.00000,36,5530,0,0.85491,0,1.10615
1993,Lower Saxony,Single-person household,No,1.00000,100,5530,0,0.90705,0,1.09437
1993,Lower Saxony,Couple without children,No,1.00000,144,5530,0,0.92598,0,1.10087
1993,Lower Saxony,Couple with children,No,1.00000,164,5530,0,0.89955,0,1.09837
1993,North Rhine-Westphalia,Single-person household,No,1.00000,255,5530,0,0.94955,0,1.05101
1993,North Rhine-Westphalia,Couple without children,No,1.00000,320,5530,0,0.93048,0,1.07110
1993,North Rhine-Westphalia,Single parent,No,1.00000,56,5530,0,0.86525,0,1.11828
1993,North Rhine-Westphalia,Couple with children,Yes,0.06043,36,5530,0,0.05095,0,0.06869
1993,North Rhine-Westphalia,Couple with children,No,0.93957,502,5530,0,0.88500,0,0.99583
1993,Hesse,Single-person household,No,1.00000,77,5530,0,0.87178,0,1.13640
1993,Hesse,Couple without children,No,1.00000,145,5530,0,0.89654,0,1.09507
1993,Hesse,Couple with children,No,1.00000,179,5530,0,0.89276,0,1.12941
1993,"Rhineland-Palatinate, Saarland",Single-person household,No,1.00000,56,5530,0,0.88617,0,1.10031
1993,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,83,5530,0,0.92006,0,1.08712
