year,regtyp,rentown,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Urban regions,Tenant,No,0.89791,2329,2553,0.88617,0.90966
1988,Rural regions,Owner,No,0.97358,468,468,0.95904,0.98813
1988,Rural regions,Tenant,Yes,0.15617,60,462,0.12303,0.18931
1988,Rural regions,Tenant,No,0.84383,402,462,0.81069,0.87697
1989,Urban regions,Owner,No,0.98342,1220,1220,0.97626,0.99059
1989,Urban regions,Tenant,Yes,0.08996,199,2486,0.07871,0.10121
1989,Urban regions,Tenant,No,0.91004,2287,2486,0.89879,0.92129
1989,Rural regions,Owner,No,0.98134,455,455,0.96889,0.99379
1989,Rural regions,Tenant,Yes,0.16438,59,440,0.12971,0.19905
1989,Rural regions,Tenant,No,0.83562,381,440,0.80095,0.87029
1990,Urban regions,Owner,No,0.98425,1230,1230,0.97729,0.99121
1990,Urban regions,Tenant,Yes,0.09197,191,2405,0.08042,0.10352
1990,Urban regions,Tenant,No,0.90803,2214,2405,0.89648,0.91958
1990,Rural regions,Owner,No,0.97340,465,465,0.95876,0.98804
1990,Rural regions,Tenant,Yes,0.14165,50,441,0.10907,0.17423
1990,Rural regions,Tenant,No,0.85835,391,441,0.82577,0.89093
1991,Urban regions,Owner,No,0.98317,1233,1233,0.97599,0.99036
1991,Urban regions,Tenant,Yes,0.09469,198,2415,0.08301,0.10637
1991,Urban regions,Tenant,No,0.90531,2217,2415,0.89363,0.91699
1991,Rural regions,Owner,No,0.96335,470,470,0.94634,0.98035
1991,Rural regions,Tenant,Yes,0.14166,51,441,0.10907,0.17424
1991,Rural regions,Tenant,No,0.85834,390,441,0.82576,0.89093
1992,No answer / don't know,Tenant,No,0.71586,42,42,0.57780,0.85391
1992,Urban regions,Owner,Yes,0.01859,38,1370,0.01143,0.02574
1992,Urban regions,Owner,No,0.98141,1332,1370,0.97426,0.98857
1992,Urban regions,Tenant,Yes,0.11706,349,3004,0.10556,0.12856
1992,Urban regions,Tenant,No,0.88294,2655,3004,0.87144,0.89444
1992,Rural regions,Owner,Yes,0.09752,135,950,0.07865,0.11640
1992,Rural regions,Owner,No,0.90248,815,950,0.88360,0.92135
1992,Rural regions,Tenant,Yes,0.21093,237,1195,0.18779,0.23407
1992,Rural regions,Tenant,No,0.78907,958,1195,0.76593,0.81221
1993,Urban regions,Owner,Yes,0.01856,35,1359,0.01138,0.02574
1993,Urban regions,Owner,No,0.98144,1324,1359,0.97426,0.98862
1993,Urban regions,Tenant,Yes,0.11155,335,3008,0.10030,0.12281
1993,Urban regions,Tenant,No,0.88845,2673,3008,0.87719,0.89970
1993,Rural regions,Owner,Yes,0.07919,120,954,0.06204,0.09633
1993,Rural regions,Owner,No,0.92081,834,954,0.90367,0.93796
1993,Rural regions,Tenant,Yes,0.23216,278,1224,0.20850,0.25583
1993,Rural regions,Tenant,No,0.76784,946,1224,0.74417,0.79150
1994,Urban regions,Owner,No,0.98803,1323,1323,0.98217,0.99389
1994,Urban regions,Tenant,Yes,0.09590,287,2961,0.08530,0.10651
1994,Urban regions,Tenant,No,0.90410,2674,2961,0.89349,0.91470
1994,Rural regions,Owner,Yes,0.04420,69,974,0.03128,0.05711
1994,Rural regions,Owner,No,0.95580,905,974,0.94289,0.96872
1994,Rural regions,Tenant,Yes,0.19387,215,1184,0.17134,0.21640
1994,Rural regions,Tenant,No,0.80613,969,1184,0.78360,0.82866
1995,Urban regions,Owner,No,0.99111,1367,1367,0.98613,0.99609
1995,Urban regions,Tenant,Yes,0.08889,280,3060,0.07881,0.09898
1995,Urban regions,Tenant,No,0.91111,2780,3060,0.90102,0.92119
1995,Rural regions,Owner,Yes,0.02816,41,966,0.01772,0.03859
1995,Rural regions,Owner,No,0.97184,925,966,0.96141,0.98228
1995,Rural regions,Tenant,Yes,0.16249,198,1263,0.14213,0.18284
1995,Rural regions,Tenant,No,0.83751,1065,1263,0.81716,0.85787
1996,Urban regions,Owner,No,0.99151,1377,1377,0.98666,0.99636
1996,Urban regions,Tenant,Yes,0.07816,251,3001,0.06855,0.08776
1996,Urban regions,Tenant,No,0.92184,2750,3001,0.91224,0.93145
1996,Rural regions,Owner,Yes,0.03174,36,997,0.02085,0.04263
1996,Rural regions,Owner,No,0.96826,961,997,0.95737,0.97915
1996,Rural regions,Tenant,Yes,0.12837,156,1222,0.10961,0.14713
1996,Rural regions,Tenant,No,0.87163,1066,1222,0.85287,0.89039
1997,Urban regions,Owner,No,0.99516,1407,1407,0.99153,0.99879
1997,Urban regions,Tenant,Yes,0.07269,244,2913,0.06326,0.08212
1997,Urban regions,Tenant,No,0.92731,2669,2913,0.91788,0.93674
1997,Rural regions,Owner,No,0.97767,994,994,0.96848,0.98686
1997,Rural regions,Tenant,Yes,0.12292,143,1179,0.10417,0.14167
1997,Rural regions,Tenant,No,0.87708,1036,1179,0.85833,0.89583
1998,Urban regions,Owner,No,0.99373,1664,1664,0.98994,0.99753
1998,Urban regions,Tenant,Yes,0.08000,264,3235,0.07065,0.08935
1998,Urban regions,Tenant,No,0.92000,2971,3235,0.91065,0.92935
1998,Rural regions,Owner,No,0.97965,1194,1194,0.97164,0.98767
1998,Rural regions,Tenant,Yes,0.11715,158,1273,0.09947,0.13482
1998,Rural regions,Tenant,No,0.88285,1115,1273,0.86518,0.90053
1999,Urban regions,Owner,No,0.99502,1649,1649,0.99162,0.99842
1999,Urban regions,Tenant,Yes,0.07711,238,3033,0.06761,0.08660
1999,Urban regions,Tenant,No,0.92289,2795,3033,0.91340,0.93239
1999,Rural regions,Owner,No,0.98499,1166,1166,0.97801,0.99197
1999,Rural regions,Tenant,Yes,0.13466,170,1224,0.11553,0.15379
1999,Rural regions,Tenant,No,0.86534,1054,1224,0.84621,0.88447
2000,Urban regions,Owner,No,0.99709,3480,3480,0.99530,0.99888
2000,Urban regions,Tenant,Yes,0.06896,371,5088,0.06200,0.07593
2000,Urban regions,Tenant,No,0.93104,4717,5088,0.92407,0.93800
2000,Rural regions,Owner,Yes,0.01608,42,2314,0.01096,0.02121
2000,Rural regions,Owner,No,0.98392,2272,2314,0.97879,0.98904
2000,Rural regions,Tenant,Yes,0.11050,247,2028,0.09685,0.12415
2000,Rural regions,Tenant,No,0.88950,1781,2028,0.87585,0.90315
2001,Urban regions,Owner,No,0.99550,3118,3118,0.99316,0.99785
2001,Urban regions,Tenant,Yes,0.08072,395,4621,0.07286,0.08857
2001,Urban regions,Tenant,No,0.91928,4226,4621,0.91143,0.92714
2001,Rural regions,Owner,Yes,0.01554,39,2123,0.01027,0.02080
2001,Rural regions,Owner,No,0.98446,2084,2123,0.97920,0.98973
2001,Rural regions,Tenant,Yes,0.12121,239,1767,0.10599,0.13643
2001,Rural regions,Tenant,No,0.87879,1528,1767,0.86357,0.89401
2002,Urban regions,Owner,No,0.99312,3639,3639,0.99044,0.99581
2002,Urban regions,Tenant,Yes,0.07734,352,4567,0.06960,0.08509
2002,Urban regions,Tenant,No,0.92266,4215,4567,0.91491,0.93040
2002,Rural regions,Owner,Yes,0.01818,35,2177,0.01257,0.02379
2002,Rural regions,Owner,No,0.98182,2142,2177,0.97621,0.98743
2002,Rural regions,Tenant,Yes,0.11612,216,1779,0.10123,0.13101
2002,Rural regions,Tenant,No,0.88388,1563,1779,0.86899,0.89877
2003,Urban regions,Owner,No,0.99438,3529,3529,0.99191,0.99685
2003,Urban regions,Tenant,Yes,0.08738,372,4409,0.07904,0.09572
2003,Urban regions,Tenant,No,0.91262,4037,4409,0.90428,0.92096
2003,Rural regions,Owner,Yes,0.01869,39,2107,0.01291,0.02448
2003,Rural regions,Owner,No,0.98131,2068,2107,0.97552,0.98709
2003,Rural regions,Tenant,Yes,0.12139,223,1713,0.10592,0.13686
2003,Rural regions,Tenant,No,0.87861,1490,1713,0.86314,0.89408
2004,Urban regions,Owner,No,0.99173,3440,3440,0.98870,0.99476
2004,Urban regions,Tenant,Yes,0.09573,385,4298,0.08694,0.10453
2004,Urban regions,Tenant,No,0.90427,3913,4298,0.89547,0.91306
2004,Rural regions,Owner,Yes,0.02541,52,2093,0.01866,0.03215
2004,Rural regions,Owner,No,0.97459,2041,2093,0.96785,0.98134
2004,Rural regions,Tenant,Yes,0.13156,241,1661,0.11530,0.14782
2004,Rural regions,Tenant,No,0.86844,1420,1661,0.85218,0.88470
2005,Urban regions,Owner,No,0.99361,3321,3321,0.99090,0.99632
2005,Urban regions,Tenant,Yes,0.10172,385,4200,0.09258,0.11087
2005,Urban regions,Tenant,No,0.89828,3815,4200,0.88913,0.90742
2005,Rural regions,Owner,Yes,0.02503,47,2046,0.01826,0.03180
2005,Rural regions,Owner,No,0.97497,1999,2046,0.96820,0.98174
2005,Rural regions,Tenant,Yes,0.14052,234,1594,0.12345,0.15759
2005,Rural regions,Tenant,No,0.85948,1360,1594,0.84241,0.87655
2006,Urban regions,Owner,No,0.99461,3694,3694,0.99224,0.99697
2006,Urban regions,Tenant,Yes,0.07186,318,4442,0.06426,0.07945
2006,Urban regions,Tenant,No,0.92814,4124,4442,0.92055,0.93574
2006,Rural regions,Owner,Yes,0.01739,39,2291,0.01203,0.02274
2006,Rural regions,Owner,No,0.98261,2252,2291,0.97726,0.98797
2006,Rural regions,Tenant,Yes,0.09881,189,1795,0.08500,0.11262
2006,Rural regions,Tenant,No,0.90119,1606,1795,0.88738,0.91500
2007,Urban regions,Owner,No,0.99678,3460,3460,0.99489,0.99867
2007,Urban regions,Tenant,Yes,0.06799,260,4121,0.06030,0.07567
2007,Urban regions,Tenant,No,0.93201,3861,4121,0.92433,0.93970
2007,Rural regions,Owner,No,0.98554,2118,2118,0.98045,0.99062
2007,Rural regions,Tenant,Yes,0.09506,172,1687,0.08106,0.10906
2007,Rural regions,Tenant,No,0.90494,1515,1687,0.89094,0.91894
2008,Urban regions,Owner,No,0.99447,3291,3291,0.99194,0.99701
2008,Urban regions,Tenant,Yes,0.06129,223,3880,0.05374,0.06883
2008,Urban regions,Tenant,No,0.93871,3657,3880,0.93117,0.94626
2008,Rural regions,Owner,No,0.99012,2047,2047,0.98583,0.99441
2008,Rural regions,Tenant,Yes,0.08319,139,1561,0.06949,0.09689
2008,Rural regions,Tenant,No,0.91681,1422,1561,0.90311,0.93051
2009,Urban regions,Owner,No,0.99660,3081,3081,0.99454,0.99865
2009,Urban regions,Tenant,Yes,0.06128,210,3553,0.05339,0.06917
2009,Urban regions,Tenant,No,0.93872,3343,3553,0.93083,0.94661
2009,Rural regions,Owner,No,0.99190,1935,1935,0.98791,0.99590
2009,Rural regions,Tenant,Yes,0.07702,133,1498,0.06352,0.09053
2009,Rural regions,Tenant,No,0.92298,1365,1498,0.90947,0.93648
2010,Urban regions,Owner,No,0.99724,3802,3802,0.99557,0.99891
2010,Urban regions,Tenant,Yes,0.05879,435,5253,0.05242,0.06515
2010,Urban regions,Tenant,No,0.94121,4818,5253,0.93485,0.94758
2010,Rural regions,Owner,Yes,0.01079,50,2496,0.00674,0.01485
2010,Rural regions,Owner,No,0.98921,2446,2496,0.98515,0.99326
2010,Rural regions,Tenant,Yes,0.07577,241,2212,0.06474,0.08681
2010,Rural regions,Tenant,No,0.92423,1971,2212,0.91319,0.93526
2011,Urban regions,Owner,Yes,0.00388,40,4523,0.00207,0.00569
2011,Urban regions,Owner,No,0.99612,4483,4523,0.99431,0.99793
2011,Urban regions,Tenant,Yes,0.05681,571,6047,0.05098,0.06265
2011,Urban regions,Tenant,No,0.94319,5476,6047,0.93735,0.94902
2011,Rural regions,Owner,Yes,0.00714,59,3038,0.00414,0.01013
2011,Rural regions,Owner,No,0.99286,2979,3038,0.98987,0.99586
2011,Rural regions,Tenant,Yes,0.06958,339,2709,0.06000,0.07916
2011,Rural regions,Tenant,No,0.93042,2370,2709,0.92084,0.94000
2012,Urban regions,Owner,Yes,0.00368,40,4425,0.00190,0.00546
2012,Urban regions,Owner,No,0.99632,4385,4425,0.99454,0.99810
2012,Urban regions,Tenant,Yes,0.05127,493,5826,0.04560,0.05693
2012,Urban regions,Tenant,No,0.94873,5333,5826,0.94307,0.95440
2012,Rural regions,Owner,Yes,0.00865,60,3015,0.00534,0.01195
2012,Rural regions,Owner,No,0.99135,2955,3015,0.98805,0.99466
2012,Rural regions,Tenant,Yes,0.06834,323,2712,0.05884,0.07784
2012,Rural regions,Tenant,No,0.93166,2389,2712,0.92216,0.94116
2013,Urban regions,Owner,Yes,0.00282,32,4586,0.00128,0.00435
2013,Urban regions,Owner,No,0.99718,4554,4586,0.99565,0.99872
2013,Urban regions,Tenant,Yes,0.04317,478,7058,0.03843,0.04792
2013,Urban regions,Tenant,No,0.95683,6580,7058,0.95208,0.96157
2013,Rural regions,Owner,Yes,0.00569,49,2962,0.00298,0.00840
2013,Rural regions,Owner,No,0.99431,2913,2962,0.99160,0.99702
2013,Rural regions,Tenant,Yes,0.07136,313,2936,0.06204,0.08067
2013,Rural regions,Tenant,No,0.92864,2623,2936,0.91933,0.93796
2014,Urban regions,Owner,No,0.99735,4211,4211,0.99580,0.99891
2014,Urban regions,Tenant,Yes,0.04464,402,6092,0.03946,0.04983
2014,Urban regions,Tenant,No,0.95536,5690,6092,0.95017,0.96054
2014,Rural regions,Owner,Yes,0.00484,38,2747,0.00224,0.00744
2014,Rural regions,Owner,No,0.99516,2709,2747,0.99256,0.99776
2014,Rural regions,Tenant,Yes,0.05930,235,2626,0.05026,0.06834
2014,Rural regions,Tenant,No,0.94070,2391,2626,0.93166,0.94974
2015,Urban regions,Owner,No,0.99875,3934,3934,0.99764,0.99985
2015,Urban regions,Tenant,Yes,0.03938,325,6210,0.03454,0.04422
2015,Urban regions,Tenant,No,0.96062,5885,6210,0.95578,0.96546
2015,Rural regions,Owner,No,0.99584,2567,2567,0.99335,0.99833
2015,Rural regions,Tenant,Yes,0.05002,192,2623,0.04168,0.05837
2015,Rural regions,Tenant,No,0.94998,2431,2623,0.94163,0.95832
2016,Urban regions,Owner,No,0.99884,3707,3707,0.99774,0.99993
2016,Urban regions,Tenant,Yes,0.03722,276,5574,0.03225,0.04219
2016,Urban regions,Tenant,No,0.96278,5298,5574,0.95781,0.96775
2016,Rural regions,Owner,No,0.99693,2467,2467,0.99474,0.99911
2016,Rural regions,Tenant,Yes,0.04914,160,2368,0.04043,0.05785
2016,Rural regions,Tenant,No,0.95086,2208,2368,0.94215,0.95957
2017,Urban regions,Owner,No,0.99861,4202,4202,0.99748,0.99973
2017,Urban regions,Tenant,Yes,0.03567,348,7204,0.03139,0.03995
2017,Urban regions,Tenant,No,0.96433,6856,7204,0.96005,0.96861
2017,Rural regions,Owner,No,0.99597,2752,2752,0.99360,0.99834
2017,Rural regions,Tenant,Yes,0.04674,212,3145,0.03936,0.05412
2017,Rural regions,Tenant,No,0.95326,2933,3145,0.94588,0.96064
2018,Urban regions,Owner,No,0.99842,4031,4031,0.99719,0.99964
2018,Urban regions,Tenant,Yes,0.03752,555,7798,0.03330,0.04174
2018,Urban regions,Tenant,No,0.96248,7243,7798,0.95826,0.96670
2018,Rural regions,Owner,No,0.99656,2631,2631,0.99432,0.99880
2018,Rural regions,Tenant,Yes,0.05056,281,3236,0.04301,0.05811
2018,Rural regions,Tenant,No,0.94944,2955,3236,0.94189,0.95699
2019,No answer / don't know,Owner,No,0.98865,156,156,0.97197,1.00533
2019,No answer / don't know,Tenant,No,0.95337,300,300,0.92947,0.97727
2019,Urban regions,Owner,No,0.99813,4689,4689,0.99690,0.99937
2019,Urban regions,Tenant,Yes,0.04004,365,7207,0.03551,0.04457
2019,Urban regions,Tenant,No,0.95996,6842,7207,0.95543,0.96449
2019,Rural regions,Owner,No,0.99330,2946,2946,0.99036,0.99625
2019,Rural regions,Tenant,Yes,0.05297,214,2975,0.04492,0.06102
2019,Rural regions,Tenant,No,0.94703,2761,2975,0.93898,0.95508
2020,Urban regions,Owner,No,0.99775,4193,4193,0.99631,0.99918
2020,Urban regions,Tenant,Yes,0.03564,398,9008,0.03181,0.03947
2020,Urban regions,Tenant,No,0.96436,8610,9008,0.96053,0.96819
2020,Rural regions,Owner,No,0.99617,2642,2642,0.99382,0.99853
2020,Rural regions,Tenant,Yes,0.04173,165,3209,0.03481,0.04865
2020,Rural regions,Tenant,No,0.95827,3044,3209,0.95135,0.96519
2021,Urban regions,Owner,No,0.99787,3098,3098,0.99625,0.99950
2021,Urban regions,Tenant,Yes,0.03467,318,5447,0.02981,0.03953
2021,Urban regions,Tenant,No,0.96533,5129,5447,0.96047,0.97019
2021,Rural regions,Owner,No,0.99833,1944,1944,0.99652,1.00015
2021,Rural regions,Tenant,Yes,0.03707,107,1963,0.02871,0.04543
2021,Rural regions,Tenant,No,0.96293,1856,1963,0.95457,0.97129
2022,Urban regions,Owner,No,0.99846,4625,4625,0.99733,0.99959
2022,Urban regions,Tenant,Yes,0.03127,329,9305,0.02773,0.03481
2022,Urban regions,Tenant,No,0.96873,8976,9305,0.96519,0.97227
2022,Rural regions,Owner,No,0.99729,3118,3118,0.99547,0.99912
2022,Rural regions,Tenant,Yes,0.04343,146,3091,0.03625,0.05062
2022,Rural regions,Tenant,No,0.95657,2945,3091,0.94938,0.96375
