"hlc0080_h","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1995","1-Pers.- Haushalt","4","143","0.99432737387211","0.982060790263426","1.00659395748079"
"Nein","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","(Ehe-)Paar ohne Kind(er)","2","856","0.989316476918996","0.982500670579523","0.99613228325847"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","3","832","0.999264278216888","0.997424090810054","1.00110446562372"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","4","702","0.997158973263964","0.993227261945857","1.00109068458207"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Alleinerziehende","2","179","0.939072403267894","0.905921935861716","0.972222870674072"
"Nein","1995","Alleinerziehende","3","112","0.992345757422392","0.976347293552083","1.0083442212927"
"Nein","1995","Alleinerziehende","4","58","1","1","1"
"Nein","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","2","3034","0.970697066425341","0.964767744986732","0.976626387863951"
"Nein","1995","Paar mit Kind(ern)","3","1609","0.996762181800433","0.99399237537279","0.999531988228077"
"Nein","1995","Paar mit Kind(ern)","4","783","1","1","1"
"Nein","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Sonstige","2","318","0.911889570734058","0.881535952302724","0.942243189165392"
"Nein","1995","Sonstige","3","211","0.94243714004668","0.911659584159457","0.973214695933904"
"Nein","1995","Sonstige","4","106","1","1","1"
"Nein","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","2","11","","",""
"Ja","1996","1-Pers.- Haushalt","3","2","","",""
"Ja","1996","1-Pers.- Haushalt","4","2","","",""
"Ja","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","2","10","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","3","4","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","4","2","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Alleinerziehende","2","8","","",""
"Ja","1996","Alleinerziehende","3","","","",""
"Ja","1996","Alleinerziehende","4","","","",""
"Ja","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","2","111","0.0413004780314522","0.0344093801879012","0.0481915758750033"
"Ja","1996","Paar mit Kind(ern)","3","30","0.0191133834631392","0.0127037185792624","0.025523048347016"
"Ja","1996","Paar mit Kind(ern)","4","","","",""
"Ja","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Sonstige","2","3","","",""
"Ja","1996","Sonstige","3","3","","",""
"Ja","1996","Sonstige","4","5","","",""
"Ja","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","2","401","0.963999292468384","0.946010858402933","0.981987726533835"
"Nein","1996","1-Pers.- Haushalt","3","235","0.994489395294897","0.985064563120872","1.00391422746892"
"Nein","1996","1-Pers.- Haushalt","4","154","0.9867874466908","0.968869387119034","1.00470550626257"
"Nein","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","2","854","0.994310002074319","0.989294572022195","0.999325432126443"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","3","828","0.996579024681368","0.992611521630215","1.00054652773252"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","4","728","0.995634791570586","0.990852465482109","1.00041711765906"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Alleinerziehende","2","180","0.96213022252493","0.934844687660003","0.989415757389857"
"Nein","1996","Alleinerziehende","3","123","1","1","1"
"Nein","1996","Alleinerziehende","4","71","1","1","1"
"Nein","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","2","3092","0.958699521968548","0.951808424124997","0.965590619812099"
"Nein","1996","Paar mit Kind(ern)","3","1723","0.980886616536861","0.974476951652984","0.987296281420738"
"Nein","1996","Paar mit Kind(ern)","4","836","1","1","1"
"Nein","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Sonstige","2","266","0.992930314846259","0.982918072050622","1.0029425576419"
"Nein","1996","Sonstige","3","199","0.991017161862396","0.978005889106857","1.00402843461794"
"Nein","1996","Sonstige","4","103","0.958345995964719","0.920664706418375","0.996027285511063"
"Nein","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","2","6","","",""
"Ja","1997","1-Pers.- Haushalt","3","2","","",""
"Ja","1997","1-Pers.- Haushalt","4","","","",""
"Ja","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","2","12","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","3","6","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Alleinerziehende","2","25","","",""
"Ja","1997","Alleinerziehende","3","","","",""
"Ja","1997","Alleinerziehende","4","","","",""
"Ja","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","2","95","0.0316303062878873","0.0253780447521726","0.0378825678236021"
"Ja","1997","Paar mit Kind(ern)","3","21","","",""
"Ja","1997","Paar mit Kind(ern)","4","","","",""
"Ja","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Sonstige","2","14","","",""
"Ja","1997","Sonstige","3","","","",""
"Ja","1997","Sonstige","4","","","",""
"Ja","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","2","405","0.98327346264866","0.970875013602666","0.995671911694653"
"Nein","1997","1-Pers.- Haushalt","3","250","0.988794393613405","0.975798130359605","1.00179065686721"
"Nein","1997","1-Pers.- Haushalt","4","162","1","1","1"
"Nein","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","2","896","0.990514185255532","0.984209363169123","0.996819007341942"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","3","922","0.997327515178846","0.994005889976528","1.00064914038116"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","4","744","1","1","1"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Alleinerziehende","2","185","0.899127279230897","0.858395263931999","0.939859294529796"
"Nein","1997","Alleinerziehende","3","138","1","1","1"
"Nein","1997","Alleinerziehende","4","78","1","1","1"
"Nein","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","2","2915","0.968369693712113","0.962117432176398","0.974621955247827"
"Nein","1997","Paar mit Kind(ern)","3","1713","0.993035633642093","0.98912139981951","0.996949867464676"
"Nein","1997","Paar mit Kind(ern)","4","839","1","1","1"
"Nein","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Sonstige","2","273","0.970817916186105","0.951344856986315","0.990290975385895"
"Nein","1997","Sonstige","3","222","1","1","1"
"Nein","1997","Sonstige","4","104","1","1","1"
"Nein","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","2","8","","",""
"Ja","1998","1-Pers.- Haushalt","3","4","","",""
"Ja","1998","1-Pers.- Haushalt","4","2","","",""
"Ja","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","2","12","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","3","4","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","4","4","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Alleinerziehende","2","8","","",""
"Ja","1998","Alleinerziehende","3","","","",""
"Ja","1998","Alleinerziehende","4","","","",""
"Ja","1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Paar mit Kind(ern)","2","72","0.0157199702658955","0.0113904959560459","0.0200494445757452"
"Ja","1998","Paar mit Kind(ern)","3","23","","",""
"Ja","1998","Paar mit Kind(ern)","4","","","",""
"Ja","1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Sonstige","2","13","","",""
"Ja","1998","Sonstige","3","8","","",""
"Ja","1998","Sonstige","4","","","",""
"Ja","1998","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","1-Pers.- Haushalt","2","482","0.986771504214593","0.976655393298876","0.99688761513031"
"Nein","1998","1-Pers.- Haushalt","3","301","0.983972896881907","0.969879448960355","0.998066344803459"
"Nein","1998","1-Pers.- Haushalt","4","216","0.992380553863823","0.980837501425551","1.00392360630209"
"Nein","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","(Ehe-)Paar ohne Kind(er)","2","906","0.989943156146571","0.983488654249728","0.996397658043414"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","3","1116","0.996766290276226","0.993441331485732","1.00009124906672"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","4","850","0.994314900833019","0.989272351544872","0.999357450121166"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Alleinerziehende","2","261","0.984249414994444","0.969370444650987","0.9991283853379"
"Nein","1998","Alleinerziehende","3","160","1","1","1"
"Nein","1998","Alleinerziehende","4","66","1","1","1"
"Nein","1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Paar mit Kind(ern)","2","3099","0.984280029734104","0.979950555424255","0.988609504043954"
"Nein","1998","Paar mit Kind(ern)","3","1806","0.977872787102049","0.97113145417451","0.984614120029587"
"Nein","1998","Paar mit Kind(ern)","4","1111","1","1","1"
"Nein","1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Sonstige","2","310","0.940870498524646","0.915147957758098","0.966593039291194"
"Nein","1998","Sonstige","3","169","0.973992350235878","0.950545215188799","0.997439485282956"
"Nein","1998","Sonstige","4","134","1","1","1"
"Nein","1998","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","1-Pers.- Haushalt","2","11","","",""
"Ja","1999","1-Pers.- Haushalt","3","3","","",""
"Ja","1999","1-Pers.- Haushalt","4","3","","",""
"Ja","1999","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","2","6","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","3","2","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","4","2","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Alleinerziehende","2","42","0.100876613655584","0.0674589804083893","0.13429424690278"
"Ja","1999","Alleinerziehende","3","2","","",""
"Ja","1999","Alleinerziehende","4","","","",""
"Ja","1999","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Paar mit Kind(ern)","2","116","0.0333907265113597","0.0273377174121993","0.03944373561052"
"Ja","1999","Paar mit Kind(ern)","3","28","","",""
"Ja","1999","Paar mit Kind(ern)","4","4","","",""
"Ja","1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Sonstige","2","","","",""
"Ja","1999","Sonstige","3","","","",""
"Ja","1999","Sonstige","4","","","",""
"Ja","1999","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","1-Pers.- Haushalt","2","458","0.969869443331097","0.954398318663472","0.985340567998722"
"Nein","1999","1-Pers.- Haushalt","3","281","0.991550351580238","0.980904862302926","1.00219584085755"
"Nein","1999","1-Pers.- Haushalt","4","222","0.988978392696281","0.975336560592894","1.00262022479967"
"Nein","1999","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","(Ehe-)Paar ohne Kind(er)","2","902","0.996538314696083","0.992718027970329","1.00035860142184"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","3","1112","0.998808775504735","0.996783223126672","1.0008343278828"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","4","952","0.999724913539972","0.998672591252678","1.00077723582727"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Alleinerziehende","2","270","0.899123386344416","0.86570575309722","0.932541019591611"
"Nein","1999","Alleinerziehende","3","158","0.981251256350473","0.960234567330212","1.00226794537073"
"Nein","1999","Alleinerziehende","4","73","1","1","1"
"Nein","1999","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Paar mit Kind(ern)","2","3268","0.96660927348864","0.96055626438948","0.972662282587801"
"Nein","1999","Paar mit Kind(ern)","3","1932","0.9858396850564","0.980608986890418","0.991070383222381"
"Nein","1999","Paar mit Kind(ern)","4","1113","0.998540448797927","0.996301655475407","1.00077924212045"
"Nein","1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Sonstige","2","220","1","1","1"
"Nein","1999","Sonstige","3","134","1","1","1"
"Nein","1999","Sonstige","4","60","1","1","1"
"Nein","1999","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","1-Pers.- Haushalt","2","12","","",""
"Ja","2000","1-Pers.- Haushalt","3","3","","",""
"Ja","2000","1-Pers.- Haushalt","4","1","","",""
"Ja","2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","2","12","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","4","2","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Alleinerziehende","2","45","0.0778969684944082","0.0532980692926115","0.102495867696205"
"Ja","2000","Alleinerziehende","3","16","","",""
"Ja","2000","Alleinerziehende","4","2","","",""
"Ja","2000","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Paar mit Kind(ern)","2","160","0.0264864776861751","0.0222166402920779","0.0307563150802722"
"Ja","2000","Paar mit Kind(ern)","3","27","","",""
"Ja","2000","Paar mit Kind(ern)","4","12","","",""
"Ja","2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Sonstige","2","","","",""
"Ja","2000","Sonstige","3","3","","",""
"Ja","2000","Sonstige","4","","","",""
"Ja","2000","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","1-Pers.- Haushalt","2","822","0.985761261198311","0.97772069372158","0.993801828675042"
"Nein","2000","1-Pers.- Haushalt","3","588","0.994355559469559","0.988315577328003","1.00039554161112"
"Nein","2000","1-Pers.- Haushalt","4","468","0.996832456809897","0.991746952492091","1.0019179611277"
"Nein","2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","(Ehe-)Paar ohne Kind(er)","2","1660","0.995035397071935","0.991666471012673","0.998404323131197"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","3","1870","1","1","1"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","4","1742","0.999213458427275","0.997897734328459","1.00052918252609"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Alleinerziehende","2","411","0.922103031505592","0.897504132303795","0.946701930707389"
"Nein","2000","Alleinerziehende","3","282","0.92400894493502","0.893923302900214","0.954094586969827"
"Nein","2000","Alleinerziehende","4","163","0.994833948339483","0.983895372308496","1.00577252437047"
"Nein","2000","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Paar mit Kind(ern)","2","5273","0.973513522313825","0.969243684919728","0.977783359707922"
"Nein","2000","Paar mit Kind(ern)","3","3698","0.993229383669061","0.990595941204682","0.995862826133439"
"Nein","2000","Paar mit Kind(ern)","4","2192","0.992733598829581","0.98918776530451","0.996279432354653"
"Nein","2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Sonstige","2","310","1","1","1"
"Nein","2000","Sonstige","3","228","0.990083435769248","0.977305561424121","1.00286131011437"
"Nein","2000","Sonstige","4","160","1","1","1"
"Nein","2000","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","1-Pers.- Haushalt","2","32","0.0394239860743186","0.0251299712058075","0.0537180009428297"
"Ja","2001","1-Pers.- Haushalt","3","9","","",""
"Ja","2001","1-Pers.- Haushalt","4","7","","",""
"Ja","2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","2","16","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","3","10","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Alleinerziehende","2","56","0.126627302179495","0.0951215618394485","0.158133042519542"
"Ja","2001","Alleinerziehende","3","14","","",""
"Ja","2001","Alleinerziehende","4","","","",""
"Ja","2001","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Paar mit Kind(ern)","2","191","0.0435145757023658","0.037730471204329","0.0492986802004026"
"Ja","2001","Paar mit Kind(ern)","3","51","0.0131486193186753","0.00935907721541305","0.0169381614219375"
"Ja","2001","Paar mit Kind(ern)","4","10","","",""
"Ja","2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Sonstige","2","3","","",""
"Ja","2001","Sonstige","3","2","","",""
"Ja","2001","Sonstige","4","","","",""
"Ja","2001","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","1-Pers.- Haushalt","2","680","0.960576013925681","0.94628199905717","0.974870028794192"
"Nein","2001","1-Pers.- Haushalt","3","548","0.98349487776807","0.972914140826528","0.994075614709611"
"Nein","2001","1-Pers.- Haushalt","4","487","0.988859949204972","0.979604540616709","0.998115357793236"
"Nein","2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","(Ehe-)Paar ohne Kind(er)","2","1390","0.99286574329806","0.988466529590473","0.997264957005647"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","3","1754","0.995388382825442","0.992226675186871","0.998550090464012"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","4","1642","1","1","1"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Alleinerziehende","2","372","0.873372697820505","0.841866957480458","0.904878438160551"
"Nein","2001","Alleinerziehende","3","288","0.937277914678281","0.909932213993593","0.964623615362969"
"Nein","2001","Alleinerziehende","4","158","1","1","1"
"Nein","2001","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Paar mit Kind(ern)","2","4588","0.956485424297634","0.950701319799597","0.962269528795671"
"Nein","2001","Paar mit Kind(ern)","3","3420","0.986851380681325","0.983061838578063","0.990640922784587"
"Nein","2001","Paar mit Kind(ern)","4","2177","0.996656233140039","0.994236795751509","0.999075670528568"
"Nein","2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Sonstige","2","300","0.990510248948281","0.979593742557538","1.00142675533902"
"Nein","2001","Sonstige","3","198","0.976256223218221","0.955155861457534","0.997356584978908"
"Nein","2001","Sonstige","4","142","1","1","1"
"Nein","2001","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
