"hlc0080_h","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2001","2","Westdeutschland","5358","0.967539746356842","0.962881933820777","0.972197558892906"
"Nein","2001","2","Ostdeutschland","1972","","",""
"Nein","2001","3","Westdeutschland","4770","0.988155696092188","0.985102167799584","0.991209224384792"
"Nein","2001","3","Ostdeutschland","1438","","",""
"Nein","2001","4","Westdeutschland","3841","0.996964488108173","0.995227920429354","0.998701055786993"
"Nein","2001","4","Ostdeutschland","765","0.994893125996549","0.989851933656857","0.999934318336242"
"Nein","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2002","2","Westdeutschland","187","","",""
"Ja","2002","2","Ostdeutschland","104","","",""
"Ja","2002","3","Westdeutschland","75","0.016467831540753","0.0127286153299482","0.0202070477515578"
"Ja","2002","3","Ostdeutschland","22","","",""
"Ja","2002","4","Westdeutschland","25","","",""
"Ja","2002","4","Ostdeutschland","18","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2002","2","Westdeutschland","4627","0.958958157404439","0.953354026100515","0.964562288708364"
"Nein","2002","2","Ostdeutschland","1661","","",""
"Nein","2002","3","Westdeutschland","4375","0.983532168459247","0.979792952248442","0.987271384670052"
"Nein","2002","3","Ostdeutschland","1492","","",""
"Nein","2002","4","Westdeutschland","4851","0.995986497058634","0.994211879555652","0.997761114561617"
"Nein","2002","4","Ostdeutschland","962","0.98217450940992","0.973890317938885","0.990458700880955"
"Nein","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2003","2","Westdeutschland","240","","",""
"Ja","2003","2","Ostdeutschland","81","0.0369061507711793","0.027731144991117","0.0460811565512416"
"Ja","2003","3","Westdeutschland","32","0.00597393286478405","0.00375499063016555","0.00819287509940256"
"Ja","2003","3","Ostdeutschland","24","","",""
"Ja","2003","4","Westdeutschland","31","0.00656110862045662","0.00427668226514244","0.0088455349757708"
"Ja","2003","4","Ostdeutschland","17","","",""
"Ja","2003","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2003","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2003","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2003","2","Westdeutschland","4243","0.951639646619069","0.9453598624456","0.957919430792538"
"Nein","2003","2","Ostdeutschland","1541","","",""
"Nein","2003","3","Westdeutschland","4601","0.994026067135216","0.991807124900598","0.996245009369835"
"Nein","2003","3","Ostdeutschland","1471","","",""
"Nein","2003","4","Westdeutschland","4767","0.993438891379543","0.991154465024229","0.995723317734858"
"Nein","2003","4","Ostdeutschland","1023","","",""
"Nein","2003","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2003","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2004","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2004","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2004","2","Westdeutschland","210","","",""
"Ja","2004","2","Ostdeutschland","100","","",""
"Ja","2004","3","Westdeutschland","86","0.0199709260820231","0.0158586530292701","0.024083199134776"
"Ja","2004","3","Ostdeutschland","21","","",""
"Ja","2004","4","Westdeutschland","31","0.0064978249169166","0.00418723089404534","0.00880841893978785"
"Ja","2004","4","Ostdeutschland","9","0.00826501859927746","0.00276263131108933","0.0137674058874656"
"Ja","2004","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2004","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2004","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2004","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2004","2","Westdeutschland","4150","0.957193584476947","0.951185179912271","0.963201989041623"
"Nein","2004","2","Ostdeutschland","1449","","",""
"Nein","2004","3","Westdeutschland","4360","0.980029073917977","0.975916800865224","0.98414134697073"
"Nein","2004","3","Ostdeutschland","1415","","",""
"Nein","2004","4","Westdeutschland","4614","0.993502175083083","0.991191581060212","0.995812769105955"
"Nein","2004","4","Ostdeutschland","1031","","",""
"Nein","2004","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2004","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2005","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2005","2","Westdeutschland","198","","",""
"Ja","2005","2","Ostdeutschland","88","0.059094008216478","0.0468938073320932","0.0712942091008627"
"Ja","2005","3","Westdeutschland","75","0.0243431719752532","0.0196667567167867","0.0290195872337197"
"Ja","2005","3","Ostdeutschland","18","","",""
"Ja","2005","4","Westdeutschland","22","","",""
"Ja","2005","4","Ostdeutschland","8","0.00411258141180812","7.05719623152797e-05","0.00815459086130096"
"Ja","2005","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2005","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2005","2","Westdeutschland","3852","0.934256394743872","0.926623656356871","0.941889133130874"
"Nein","2005","2","Ostdeutschland","1347","","",""
"Nein","2005","3","Westdeutschland","4097","0.975656828024747","0.97098041276628","0.980333243283213"
"Nein","2005","3","Ostdeutschland","1344","","",""
"Nein","2005","4","Westdeutschland","4470","0.994459803274496","0.992289180141904","0.996630426407088"
"Nein","2005","4","Ostdeutschland","955","0.995887418588192","0.991845409138699","0.999929428037685"
"Nein","2005","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2006","2","Westdeutschland","182","","",""
"Ja","2006","2","Ostdeutschland","91","0.054249454229428","0.042794348246042","0.0657045602128141"
"Ja","2006","3","Westdeutschland","31","0.00674098649930175","0.00431187392237596","0.00917009907622754"
"Ja","2006","3","Ostdeutschland","29","","",""
"Ja","2006","4","Westdeutschland","20","","",""
"Ja","2006","4","Ostdeutschland","8","0.00457868061148127","0.000542993359561878","0.00861436786340067"
"Ja","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2006","2","Westdeutschland","4238","0.963331552531696","0.957790769934241","0.968872335129151"
"Nein","2006","2","Ostdeutschland","1411","","",""
"Nein","2006","3","Westdeutschland","4328","0.993259013500698","0.990829900923773","0.995688126077624"
"Nein","2006","3","Ostdeutschland","1518","","",""
"Nein","2006","4","Westdeutschland","4963","0.995635031460119","0.993804642908273","0.997465420011965"
"Nein","2006","4","Ostdeutschland","1067","","",""
"Nein","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2007","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2007","2","Westdeutschland","169","","",""
"Ja","2007","2","Ostdeutschland","100","","",""
"Ja","2007","3","Westdeutschland","54","0.0124433902546336","0.00907800647772352","0.0158087740315437"
"Ja","2007","3","Ostdeutschland","40","0.027616002615608","0.0191256137198231","0.0361063915113929"
"Ja","2007","4","Westdeutschland","8","0.00263642911015002","0.00117058507116111","0.00410227314913892"
"Ja","2007","4","Ostdeutschland","3","","",""
"Ja","2007","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2007","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2007","2","Westdeutschland","3699","0.95740791429518","0.951044095297614","0.963771733292746"
"Nein","2007","2","Ostdeutschland","1439","","",""
"Nein","2007","3","Westdeutschland","4114","0.987556609745366","0.984191225968456","0.990921993522277"
"Nein","2007","3","Ostdeutschland","1391","","",""
"Nein","2007","4","Westdeutschland","4693","0.99736357088985","0.995897726850861","0.998829414928839"
"Nein","2007","4","Ostdeutschland","1029","","",""
"Nein","2007","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2008","2","Westdeutschland","169","","",""
"Ja","2008","2","Ostdeutschland","84","0.0434393882940774","0.0325696643644065","0.0543091122237482"
"Ja","2008","3","Westdeutschland","50","0.0128398897856603","0.00935748089390072","0.0163222986774199"
"Ja","2008","3","Ostdeutschland","24","","",""
"Ja","2008","4","Westdeutschland","15","","",""
"Ja","2008","4","Ostdeutschland","3","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2008","2","Westdeutschland","3156","0.947567156562916","0.93999082502598","0.955143488099851"
"Nein","2008","2","Ostdeutschland","1267","","",""
"Nein","2008","3","Westdeutschland","3965","0.98716011021434","0.98367770132258","0.990642519106099"
"Nein","2008","3","Ostdeutschland","1359","","",""
"Nein","2008","4","Westdeutschland","4461","0.997488818700499","0.996022608946066","0.998955028454933"
"Nein","2008","4","Ostdeutschland","1069","","",""
"Nein","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2009","2","Westdeutschland","133","","",""
"Ja","2009","2","Ostdeutschland","88","0.0669735764096101","0.0534678215230944","0.0804793312961258"
"Ja","2009","3","Westdeutschland","33","0.00776688232491522","0.00486062341505078","0.0106731412347796"
"Ja","2009","3","Ostdeutschland","23","","",""
"Ja","2009","4","Westdeutschland","15","","",""
"Ja","2009","4","Ostdeutschland","5","0.00116769707187003","-0.000856024752453326","0.00319141889619338"
"Ja","2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2009","2","Westdeutschland","2823","","",""
"Nein","2009","2","Ostdeutschland","1228","","",""
"Nein","2009","3","Westdeutschland","3472","0.992233117675085","0.98932685876522","0.995139376584949"
"Nein","2009","3","Ostdeutschland","1329","","",""
"Nein","2009","4","Westdeutschland","4241","0.995493542553702","0.993481282331696","0.997505802775707"
"Nein","2009","4","Ostdeutschland","1089","","",""
"Nein","2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2010","2","Westdeutschland","686","0.0564797261746312","0.0507974103067619","0.0621620420425005"
"Ja","2010","2","Ostdeutschland","212","","",""
"Ja","2010","3","Westdeutschland","134","","",""
"Ja","2010","3","Ostdeutschland","50","0.0149078692824337","0.0090320520600584","0.020783686504809"
"Ja","2010","4","Westdeutschland","19","","",""
"Ja","2010","4","Ostdeutschland","5","0.00470398488283443","0.00105265385616621","0.00835531590950266"
"Ja","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2010","2","Westdeutschland","5654","0.943520273825369","0.937837957957499","0.949202589693238"
"Nein","2010","2","Ostdeutschland","1803","","",""
"Nein","2010","3","Westdeutschland","5453","0.985713984921031","0.982602341905766","0.988825627936295"
"Nein","2010","3","Ostdeutschland","1584","","",""
"Nein","2010","4","Westdeutschland","5937","0.99744258038432","0.996159908147843","0.998725252620797"
"Nein","2010","4","Ostdeutschland","1344","","",""
"Nein","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2011","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2011","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2011","2","Westdeutschland","983","0.0682353185824142","0.0623540268927501","0.0741166102720782"
"Ja","2011","2","Ostdeutschland","324","0.0805765908819966","0.0688342288132545","0.0923189529507386"
"Ja","2011","3","Westdeutschland","197","","",""
"Ja","2011","3","Ostdeutschland","88","0.0150275341452718","0.00961790370048143","0.0204371645900622"
"Ja","2011","4","Westdeutschland","31","0.00145049606236001","0.000584669922668711","0.00231632220205131"
"Ja","2011","4","Ostdeutschland","9","0.00463574311248072","0.00133808984007708","0.00793339638488436"
"Ja","2011","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2011","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2011","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2011","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2011","2","Westdeutschland","6078","0.931764681417586","0.925883389727922","0.93764597310725"
"Nein","2011","2","Ostdeutschland","1740","","",""
"Nein","2011","3","Westdeutschland","6461","0.98860206809734","0.986052304115801","0.991151832078879"
"Nein","2011","3","Ostdeutschland","1855","","",""
"Nein","2011","4","Westdeutschland","7391","0.99854950393764","0.997683677797949","0.999415330077331"
"Nein","2011","4","Ostdeutschland","1621","","",""
"Nein","2011","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2011","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2012","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2012","2","Westdeutschland","999","0.0740845043862189","0.0676643554231828","0.080504653349255"
"Ja","2012","2","Ostdeutschland","341","0.083070034023087","0.0710612967154281","0.095078771330746"
"Ja","2012","3","Westdeutschland","165","","",""
"Ja","2012","3","Ostdeutschland","61","0.0149761458150588","0.00962632914365998","0.0203259624864577"
"Ja","2012","4","Westdeutschland","50","0.00396312292247072","0.00254111212308704","0.00538513372185439"
"Ja","2012","4","Ostdeutschland","22","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2012","2","Westdeutschland","5394","0.925915495613781","0.919495346650745","0.932335644576817"
"Nein","2012","2","Ostdeutschland","1688","","",""
"Nein","2012","3","Westdeutschland","6528","0.988604151845478","0.986061293191183","0.991147010499773"
"Nein","2012","3","Ostdeutschland","1919","","",""
"Nein","2012","4","Westdeutschland","7449","0.996036877077529","0.994614866278146","0.997458887876913"
"Nein","2012","4","Ostdeutschland","1565","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2013","2","Westdeutschland","987","0.0700289682469282","0.0642418632179418","0.0758160732759145"
"Ja","2013","2","Ostdeutschland","295","","",""
"Ja","2013","3","Westdeutschland","179","","",""
"Ja","2013","3","Ostdeutschland","51","0.0105125703788616","0.00571625446467774","0.0153088862930454"
"Ja","2013","4","Westdeutschland","41","0.0015500053654479","0.000714430197105237","0.00238558053379057"
"Ja","2013","4","Ostdeutschland","15","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2013","2","Westdeutschland","6483","0.929971031753072","0.924183926724086","0.935758136782058"
"Nein","2013","2","Ostdeutschland","1719","","",""
