,Unnamed: 0,year,hhtyp,rentown,hlc0080_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
56,56,1987,Couple with children,Owner,No,0.96924,904,4921,0.94798,0.98675
57,57,1987,Couple with children,Tenant,Yes,0.10327,103,4921,0.0892,0.1147
58,58,1987,Couple with children,Tenant,No,0.89673,1148,4921,0.85778,0.94223
59,59,1987,Multi-generational household,Owner,No,1.0,62,4921,0.91396,1.09615
60,60,1987,Multi-generational household,Tenant,No,1.0,54,4921,0.62437,1.37694
61,61,1987,Other Combinations,Owner,No,1.0,42,4921,0.88736,1.10517
62,62,1987,Other Combinations,Tenant,No,1.0,64,4921,0.84074,1.12074
63,63,1988,Single-person household,Owner,No,1.0,225,4710,0.96114,1.03102
64,64,1988,Single-person household,Tenant,Yes,0.12301,89,4710,0.11404,0.13056
65,65,1988,Single-person household,Tenant,No,0.87699,720,4710,0.85089,0.9091
66,66,1988,Couple without children,Owner,No,1.0,444,4710,0.97456,1.02457
67,67,1988,Couple without children,Tenant,No,1.0,695,4710,0.95684,1.04018
68,68,1988,Single parent,Owner,No,1.0,86,4710,0.92591,1.08625
69,69,1988,Single parent,Tenant,Yes,0.27532,41,4710,0.23098,0.31366
70,70,1988,Single parent,Tenant,No,0.72468,142,4710,0.64185,0.79706
71,71,1988,Couple with children,Owner,Yes,0.03587,34,4710,0.03103,0.04092
72,72,1988,Couple with children,Owner,No,0.96413,867,4710,0.94256,0.98562
73,73,1988,Couple with children,Tenant,Yes,0.11453,115,4710,0.09836,0.12853
74,74,1988,Couple with children,Tenant,No,0.88547,1069,4710,0.82928,0.9265
75,75,1988,Multi-generational household,Owner,No,1.0,46,4710,0.87855,1.13652
76,76,1988,Multi-generational household,Tenant,No,1.0,46,4710,0.68807,1.43878
77,77,1988,Other Combinations,Owner,No,1.0,32,4710,0.86533,1.10886
78,78,1988,Other Combinations,Tenant,No,1.0,59,4710,0.82182,1.15835
79,79,1989,Single-person household,Owner,No,1.0,222,4569,0.96725,1.03996
80,80,1989,Single-person household,Tenant,Yes,0.11097,78,4569,0.10391,0.1176
81,81,1989,Single-person household,Tenant,No,0.88903,736,4569,0.86283,0.91552
82,82,1989,Couple without children,Owner,No,1.0,436,4569,0.97368,1.02796
83,83,1989,Couple without children,Tenant,No,1.0,693,4569,0.95453,1.04302
84,84,1989,Single parent,Owner,No,1.0,91,4569,0.91599,1.07367
85,85,1989,Single parent,Tenant,Yes,0.30348,39,4569,0.24408,0.35676
86,86,1989,Single parent,Tenant,No,0.69652,121,4569,0.61446,0.76302
87,87,1989,Couple with children,Owner,No,1.0,843,4569,0.97951,1.02219
88,88,1989,Couple with children,Tenant,Yes,0.11081,109,4569,0.09812,0.125
89,89,1989,Couple with children,Tenant,No,0.88919,1017,4569,0.84401,0.93411
90,90,1989,Multi-generational household,Owner,No,1.0,51,4569,0.90124,1.11744
91,91,1989,Multi-generational household,Tenant,No,1.0,52,4569,0.61364,1.43151
92,92,1989,Other Combinations,Owner,No,1.0,32,4569,0.87497,1.12789
93,93,1989,Other Combinations,Tenant,No,1.0,49,4569,0.8145,1.18986
94,94,1990,Single-person household,Owner,No,1.0,228,4503,0.96199,1.03971
95,95,1990,Single-person household,Tenant,Yes,0.10158,68,4503,0.09254,0.10815
96,96,1990,Single-person household,Tenant,No,0.89842,700,4503,0.87067,0.92996
97,97,1990,Couple without children,Owner,No,1.0,460,4503,0.96973,1.02906
98,98,1990,Couple without children,Tenant,No,1.0,691,4503,0.95208,1.04135
99,99,1990,Single parent,Owner,No,1.0,86,4503,0.92789,1.06644
100,100,1990,Single parent,Tenant,Yes,0.26604,37,4503,0.22132,0.30862
101,101,1990,Single parent,Tenant,No,0.73396,129,4503,0.66523,0.80315
102,102,1990,Couple with children,Owner,No,1.0,831,4503,0.973,1.02689
103,103,1990,Couple with children,Tenant,Yes,0.11122,98,4503,0.09695,0.12773
104,104,1990,Couple with children,Tenant,No,0.88878,990,4503,0.84774,0.94216
105,105,1990,Multi-generational household,Owner,No,1.0,56,4503,0.89684,1.10434
106,106,1990,Multi-generational household,Tenant,No,1.0,50,4503,0.61661,1.39446
107,107,1990,Other Combinations,Owner,No,1.0,34,4503,0.87069,1.11333
108,108,1990,Other Combinations,Tenant,No,1.0,45,4503,0.79372,1.22751
109,109,1991,Single-person household,Owner,No,1.0,217,4554,0.95446,1.04483
110,110,1991,Single-person household,Tenant,Yes,0.11037,74,4554,0.10075,0.11827
111,111,1991,Single-person household,Tenant,No,0.88963,706,4554,0.86,0.91213
112,112,1991,Couple without children,Owner,No,1.0,468,4554,0.96978,1.03342
113,113,1991,Couple without children,Tenant,No,1.0,695,4554,0.95751,1.03957
114,114,1991,Single parent,Owner,No,1.0,94,4554,0.93061,1.10016
115,115,1991,Single parent,Tenant,Yes,0.26144,40,4554,0.2173,0.31055
116,116,1991,Single parent,Tenant,No,0.73856,131,4554,0.66477,0.80986
117,117,1991,Couple with children,Owner,Yes,0.04009,31,4554,0.03521,0.04472
118,118,1991,Couple with children,Owner,No,0.95991,833,4554,0.93825,0.98071
119,119,1991,Couple with children,Tenant,Yes,0.10861,99,4554,0.09226,0.12431
120,120,1991,Couple with children,Tenant,No,0.89139,976,4554,0.84033,0.93846
121,121,1991,Multi-generational household,Owner,No,1.0,58,4554,0.87031,1.15685
122,122,1991,Multi-generational household,Tenant,No,1.0,47,4554,0.67702,1.36183
123,123,1991,Other Combinations,Owner,No,1.0,33,4554,0.86475,1.13136
124,124,1991,Other Combinations,Tenant,No,1.0,52,4554,0.79338,1.1869
125,125,1992,Single-person household,Owner,No,1.0,254,6525,0.95292,1.04129
126,126,1992,Single-person household,Tenant,Yes,0.1749,202,6525,0.16348,0.18542
127,127,1992,Single-person household,Tenant,No,0.8251,835,6525,0.79102,0.85115
128,128,1992,Couple without children,Owner,Yes,0.03701,34,6525,0.03149,0.04289
129,129,1992,Couple without children,Owner,No,0.96299,587,6525,0.92638,0.99774
130,130,1992,Couple without children,Tenant,Yes,0.06085,71,6525,0.05231,0.07055
131,131,1992,Couple without children,Tenant,No,0.93915,994,6525,0.90876,0.97723
132,132,1992,Single parent,Owner,No,1.0,101,6525,0.90358,1.08474
133,133,1992,Single parent,Tenant,Yes,0.28895,84,6525,0.24671,0.32453
134,134,1992,Single parent,Tenant,No,0.71105,197,6525,0.64615,0.77425
135,135,1992,Couple with children,Owner,Yes,0.06532,109,6525,0.05849,0.07229
136,136,1992,Couple with children,Owner,No,0.93468,1078,6525,0.89922,0.97374
137,137,1992,Couple with children,Tenant,Yes,0.12986,220,6525,0.11801,0.1413
138,138,1992,Couple with children,Tenant,No,0.87014,1484,6525,0.82932,0.90896
139,139,1992,Multi-generational household,Owner,No,1.0,70,6525,0.82843,1.19697
140,140,1992,Multi-generational household,Tenant,No,1.0,57,6525,0.68713,1.32275
141,141,1992,Other Combinations,Owner,No,1.0,60,6525,0.85605,1.18149
142,142,1992,Other Combinations,Tenant,No,1.0,88,6525,0.86379,1.16705
143,143,1993,Single-person household,Owner,No,1.0,260,6468,0.95174,1.04835
144,144,1993,Single-person household,Tenant,Yes,0.17447,209,6468,0.16338,0.18551
145,145,1993,Single-person household,Tenant,No,0.82553,870,6468,0.79723,0.85599
146,146,1993,Couple without children,Owner,No,1.0,622,6468,0.96251,1.03859
147,147,1993,Couple without children,Tenant,Yes,0.05343,73,6468,0.04829,0.06054
148,148,1993,Couple without children,Tenant,No,0.94657,1002,6468,0.90805,0.9823
149,149,1993,Single parent,Owner,No,1.0,88,6468,0.89435,1.09232
150,150,1993,Single parent,Tenant,Yes,0.26819,79,6468,0.23185,0.30856
151,151,1993,Single parent,Tenant,No,0.73181,199,6468,0.67171,0.79609
152,152,1993,Couple with children,Owner,Yes,0.05732,102,6468,0.05234,0.06249
153,153,1993,Couple with children,Owner,No,0.94268,1044,6468,0.91232,0.97701
154,154,1993,Couple with children,Tenant,Yes,0.13821,228,6468,0.12787,0.15346
155,155,1993,Couple with children,Tenant,No,0.86179,1413,6468,0.82505,0.90148
156,156,1993,Multi-generational household,Owner,No,1.0,82,6468,0.85427,1.1962
157,157,1993,Multi-generational household,Tenant,No,1.0,52,6468,0.70239,1.3282
158,158,1993,Other Combinations,Owner,No,1.0,62,6468,0.84783,1.1863
159,159,1993,Other Combinations,Tenant,No,1.0,83,6468,0.85717,1.14915
160,160,1994,Single-person household,Owner,No,1.0,279,6421,0.94033,1.04773
161,161,1994,Single-person household,Tenant,Yes,0.13934,163,6421,0.1281,0.14987
162,162,1994,Single-person household,Tenant,No,0.86066,905,6421,0.82493,0.89552
163,163,1994,Couple without children,Owner,No,1.0,643,6421,0.95659,1.04307
164,164,1994,Couple without children,Tenant,Yes,0.05139,64,6421,0.04282,0.06234
165,165,1994,Couple without children,Tenant,No,0.94861,1046,6421,0.90983,0.98612
166,166,1994,Single parent,Owner,No,1.0,89,6421,0.90633,1.12371
167,167,1994,Single parent,Tenant,Yes,0.2734,73,6421,0.22982,0.3273
168,168,1994,Single parent,Tenant,No,0.7266,191,6421,0.65303,0.80456
169,169,1994,Couple with children,Owner,Yes,0.03958,67,6421,0.03574,0.0458
170,170,1994,Couple with children,Owner,No,0.96042,1075,6421,0.92246,0.9987
171,171,1994,Couple with children,Tenant,Yes,0.12301,183,6421,0.10832,0.13606
172,172,1994,Couple with children,Tenant,No,0.87699,1364,6421,0.83655,0.91953
173,173,1994,Multi-generational household,Owner,No,1.0,79,6421,0.82831,1.20063
174,174,1994,Multi-generational household,Tenant,No,1.0,48,6421,0.74058,1.28929
175,175,1994,Other Combinations,Owner,No,1.0,63,6421,0.84055,1.13898
176,176,1994,Other Combinations,Tenant,No,1.0,89,6421,0.8506,1.17127
177,177,1995,Single-person household,Owner,No,1.0,288,6643,0.95346,1.05598
178,178,1995,Single-person household,Tenant,Yes,0.117,137,6643,0.10526,0.12655
179,179,1995,Single-person household,Tenant,No,0.883,973,6643,0.85352,0.91214
180,180,1995,Couple without children,Owner,No,1.0,670,6643,0.96094,1.04681
181,181,1995,Couple without children,Tenant,Yes,0.0403,55,6643,0.03393,0.04786
182,182,1995,Couple without children,Tenant,No,0.9597,1095,6643,0.91944,1.00182
183,183,1995,Single parent,Owner,No,1.0,90,6643,0.87333,1.12775
184,184,1995,Single parent,Tenant,Yes,0.27236,80,6643,0.22917,0.32608
185,185,1995,Single parent,Tenant,No,0.72764,199,6643,0.65419,0.80356
186,186,1995,Couple with children,Owner,Yes,0.02694,46,6643,0.02355,0.03137
187,187,1995,Couple with children,Owner,No,0.97306,1105,6643,0.94018,1.00712
188,188,1995,Couple with children,Tenant,Yes,0.12477,188,6643,0.11295,0.13937
189,189,1995,Couple with children,Tenant,No,0.87523,1433,6643,0.83708,0.91237
190,190,1995,Multi-generational household,Owner,No,1.0,73,6643,0.80526,1.2157
191,191,1995,Multi-generational household,Tenant,No,1.0,56,6643,0.78478,1.25386
192,192,1995,Other Combinations,Owner,No,1.0,66,6643,0.86324,1.20136
193,193,1995,Other Combinations,Tenant,No,1.0,89,6643,0.84392,1.16704
194,194,1996,Single-person household,Owner,No,1.0,287,6585,0.94293,1.05498
195,195,1996,Single-person household,Tenant,Yes,0.09264,119,6585,0.0843,0.10478
196,196,1996,Single-person household,Tenant,No,0.90736,1017,6585,0.87636,0.93872
197,197,1996,Couple without children,Owner,No,1.0,687,6585,0.95877,1.03777
198,198,1996,Couple without children,Tenant,Yes,0.02898,40,6585,0.02283,0.03465
199,199,1996,Couple without children,Tenant,No,0.97102,1109,6585,0.93136,1.01347
200,200,1996,Single parent,Owner,No,1.0,98,6585,0.87688,1.14404
201,201,1996,Single parent,Tenant,Yes,0.23627,75,6585,0.20318,0.27555
202,202,1996,Single parent,Tenant,No,0.76373,208,6585,0.68838,0.83869
203,203,1996,Couple with children,Owner,Yes,0.02411,35,6585,0.01841,0.03121
204,204,1996,Couple with children,Owner,No,0.97589,1135,6585,0.94163,1.01737
205,205,1996,Couple with children,Tenant,Yes,0.11862,162,6585,0.1036,0.13274
206,206,1996,Couple with children,Tenant,No,0.88138,1347,6585,0.84844,0.91979
207,207,1996,Multi-generational household,Owner,No,1.0,65,6585,0.83206,1.24255
208,208,1996,Multi-generational household,Tenant,No,1.0,50,6585,0.72948,1.27547
209,209,1996,Other Combinations,Owner,No,1.0,66,6585,0.84737,1.13946
210,210,1996,Other Combinations,Tenant,No,1.0,85,6585,0.86678,1.16582
211,211,1997,Single-person household,Owner,No,1.0,285,6484,0.94388,1.06057
212,212,1997,Single-person household,Tenant,Yes,0.0884,108,6484,0.07683,0.10021
213,213,1997,Single-person household,Tenant,No,0.9116,1000,6484,0.87215,0.94047
214,214,1997,Couple without children,Owner,No,1.0,722,6484,0.95007,1.04623
215,215,1997,Couple without children,Tenant,Yes,0.02488,41,6484,0.02062,0.02971
216,216,1997,Couple without children,Tenant,No,0.97512,1112,6484,0.93692,1.0164
217,217,1997,Single parent,Owner,No,1.0,95,6484,0.87717,1.12677
218,218,1997,Single parent,Tenant,Yes,0.24446,78,6484,0.20534,0.2822
219,219,1997,Single parent,Tenant,No,0.75554,213,6484,0.69427,0.83785
220,220,1997,Couple with children,Owner,No,1.0,1162,6484,0.96257,1.05177
221,221,1997,Couple with children,Tenant,Yes,0.10342,150,6484,0.09273,0.11566
222,222,1997,Couple with children,Tenant,No,0.89658,1252,6484,0.85599,0.94006
223,223,1997,Multi-generational household,Owner,No,1.0,63,6484,0.80978,1.21113
224,224,1997,Multi-generational household,Tenant,No,1.0,49,6484,0.73878,1.2848
225,225,1997,Other Combinations,Owner,No,1.0,74,6484,0.83195,1.14102
226,226,1997,Other Combinations,Tenant,No,1.0,80,6484,0.85526,1.17809
227,227,1998,Single-person household,Owner,No,1.0,367,7351,0.96281,1.04865
228,228,1998,Single-person household,Tenant,Yes,0.09116,135,7351,0.08269,0.10205
229,229,1998,Single-person household,Tenant,No,0.90884,1198,7351,0.88301,0.93783
230,230,1998,Couple without children,Owner,No,1.0,906,7351,0.95913,1.03849
231,231,1998,Couple without children,Tenant,Yes,0.0263,42,7351,0.02143,0.03173
232,232,1998,Couple without children,Tenant,No,0.9737,1223,7351,0.93199,1.00623
233,233,1998,Single parent,Owner,No,1.0,108,7351,0.90333,1.10929
234,234,1998,Single parent,Tenant,Yes,0.24435,88,7351,0.21496,0.27538
235,235,1998,Single parent,Tenant,No,0.75565,249,7351,0.69331,0.82135
236,236,1998,Couple with children,Owner,No,1.0,1345,7351,0.96727,1.03269
237,237,1998,Couple with children,Tenant,Yes,0.10296,142,7351,0.09048,0.1152
238,238,1998,Couple with children,Tenant,No,0.89704,1298,7351,0.85875,0.93863
239,239,1998,Multi-generational household,Owner,No,1.0,58,7351,0.82469,1.23236
240,240,1998,Multi-generational household,Tenant,No,1.0,41,7351,0.77442,1.22216
241,241,1998,Other Combinations,Owner,No,1.0,74,7351,0.86362,1.14867
242,242,1998,Other Combinations,Tenant,No,1.0,77,7351,0.8653,1.14302
243,243,1999,Single-person household,Owner,No,1.0,366,7011,0.95939,1.05062
244,244,1999,Single-person household,Tenant,Yes,0.09396,128,7011,0.08569,0.10386
245,245,1999,Single-person household,Tenant,No,0.90604,1131,7011,0.87708,0.93718
246,246,1999,Couple without children,Owner,No,1.0,901,7011,0.9634,1.04041
247,247,1999,Couple without children,Tenant,No,1.0,1221,7011,0.96295,1.04414
248,248,1999,Single parent,Owner,No,1.0,107,7011,0.88111,1.13918
249,249,1999,Single parent,Tenant,Yes,0.30841,110,7011,0.2738,0.35495
250,250,1999,Single parent,Tenant,No,0.69159,224,7011,0.62941,0.75078
251,251,1999,Couple with children,Owner,No,1.0,1356,7011,0.96215,1.03987
252,252,1999,Couple with children,Tenant,Yes,0.10598,139,7011,0.09426,0.11906
253,253,1999,Couple with children,Tenant,No,0.89402,1192,7011,0.86126,0.93755
254,254,1999,Multi-generational household,Owner,No,1.0,55,7011,0.79974,1.23575
255,255,1999,Multi-generational household,Tenant,No,1.0,42,7011,0.7836,1.22188
256,256,1999,Other Combinations,Tenant,No,1.0,39,7011,0.80956,1.21064
257,257,2000,Single-person household,Owner,No,1.0,864,12910,0.971,1.02889
258,258,2000,Single-person household,Tenant,Yes,0.0784,203,12910,0.07339,0.08306
259,259,2000,Single-person household,Tenant,No,0.9216,2186,12910,0.90646,0.93705
260,260,2000,Couple without children,Owner,No,1.0,1986,12910,0.98135,1.02285
261,261,2000,Couple without children,Tenant,Yes,0.02628,58,12910,0.02273,0.03012
262,262,2000,Couple without children,Tenant,No,0.97372,1917,12910,0.94823,0.99681
263,263,2000,Single parent,Owner,No,1.0,198,12910,0.92586,1.07806
264,264,2000,Single parent,Tenant,Yes,0.26387,160,12910,0.2435,0.28357
265,265,2000,Single parent,Tenant,No,0.73613,398,12910,0.69775,0.77325
266,266,2000,Couple with children,Owner,Yes,0.01703,47,12910,0.014,0.01997
267,267,2000,Couple with children,Owner,No,0.98297,2505,12910,0.96065,1.0061
268,268,2000,Couple with children,Tenant,Yes,0.08611,192,12910,0.07824,0.09622
269,269,2000,Couple with children,Tenant,No,0.91389,1876,12910,0.88941,0.93737
270,270,2000,Multi-generational household,Owner,No,1.0,118,12910,0.90167,1.10744
271,271,2000,Multi-generational household,Tenant,No,1.0,44,12910,0.85242,1.18533
272,272,2000,Other Combinations,Owner,No,1.0,81,12910,0.8835,1.1047
273,273,2000,Other Combinations,Tenant,No,1.0,77,12910,0.88036,1.12698
274,274,2001,Single-person household,Owner,No,1.0,771,11627,0.97135,1.02992
275,275,2001,Single-person household,Tenant,Yes,0.08814,210,11627,0.08248,0.09394
276,276,2001,Single-person household,Tenant,No,0.91186,1937,11627,0.89638,0.93084
277,277,2001,Couple without children,Owner,No,1.0,1777,11627,0.975,1.02765
278,278,2001,Couple without children,Tenant,Yes,0.03153,65,11627,0.02654,0.03589
279,279,2001,Couple without children,Tenant,No,0.96847,1738,11627,0.94409,0.99427
280,280,2001,Single parent,Owner,No,1.0,185,11627,0.91232,1.105
281,281,2001,Single parent,Tenant,Yes,0.27813,153,11627,0.25306,0.3014
282,282,2001,Single parent,Tenant,No,0.72187,356,11627,0.68004,0.76008
283,283,2001,Couple with children,Owner,Yes,0.01826,46,11627,0.01495,0.02141
284,284,2001,Couple with children,Owner,No,0.98174,2290,11627,0.9614,1.00736
285,285,2001,Couple with children,Tenant,Yes,0.10157,197,11627,0.09187,0.11413
286,286,2001,Couple with children,Tenant,No,0.89843,1630,11627,0.87039,0.92822
287,287,2001,Multi-generational household,Owner,No,1.0,114,11627,0.89217,1.10311
288,288,2001,Multi-generational household,Tenant,No,1.0,38,11627,0.79474,1.23599
289,289,2001,Other Combinations,Owner,No,1.0,65,11627,0.88386,1.14244
290,290,2001,Other Combinations,Tenant,No,1.0,55,11627,0.83597,1.14732
291,291,2002,Single-person household,Owner,No,1.0,753,12168,0.96559,1.03599
292,292,2002,Single-person household,Tenant,Yes,0.08212,190,12168,0.07486,0.08765
293,293,2002,Single-person household,Tenant,No,0.91788,1976,12168,0.89827,0.9383
294,294,2002,Couple without children,Owner,No,1.0,2060,12168,0.9682,1.02973
295,295,2002,Couple without children,Tenant,Yes,0.02593,53,12168,0.02156,0.03007
296,296,2002,Couple without children,Tenant,No,0.97407,1784,12168,0.9409,1.00549
297,297,2002,Single parent,Owner,No,1.0,204,12168,0.90304,1.09139
298,298,2002,Single parent,Tenant,Yes,0.27765,140,12168,0.24778,0.3062
299,299,2002,Single parent,Tenant,No,0.72235,356,12168,0.67141,0.7669
300,300,2002,Couple with children,Owner,Yes,0.02306,45,12168,0.018,0.02784
301,301,2002,Couple with children,Owner,No,0.97694,2586,12168,0.94906,1.00823
302,302,2002,Couple with children,Tenant,Yes,0.10366,181,12168,0.09372,0.11378
303,303,2002,Couple with children,Tenant,No,0.89634,1570,12168,0.86221,0.93296
304,304,2002,Multi-generational household,Owner,No,1.0,105,12168,0.83391,1.18767
305,305,2002,Multi-generational household,Tenant,No,1.0,39,12168,0.79162,1.22982
306,306,2002,Other Combinations,Owner,No,1.0,73,12168,0.81757,1.14864
307,307,2002,Other Combinations,Tenant,No,1.0,53,12168,0.82446,1.16799
308,308,2003,Single-person household,Owner,No,1.0,783,11755,0.96915,1.03439
309,309,2003,Single-person household,Tenant,Yes,0.09066,192,11755,0.08406,0.09668
310,310,2003,Single-person household,Tenant,No,0.90934,1932,11755,0.88847,0.93212
311,311,2003,Couple without children,Owner,No,1.0,2010,11755,0.96565,1.0299
312,312,2003,Couple without children,Tenant,Yes,0.03366,68,11755,0.02683,0.0407
313,313,2003,Couple without children,Tenant,No,0.96634,1728,11755,0.93477,1.00748
314,314,2003,Single parent,Owner,No,1.0,187,11755,0.90487,1.11266
315,315,2003,Single parent,Tenant,Yes,0.29625,149,11755,0.2662,0.32357
316,316,2003,Single parent,Tenant,No,0.70375,349,11755,0.6617,0.75206
317,317,2003,Couple with children,Owner,Yes,0.01826,41,11755,0.01462,0.02325
318,318,2003,Couple with children,Owner,No,0.98174,2473,11755,0.95389,1.01662
319,319,2003,Couple with children,Tenant,Yes,0.10817,181,11755,0.09792,0.11968
320,320,2003,Couple with children,Tenant,No,0.89183,1432,11755,0.85694,0.93305
321,321,2003,Multi-generational household,Owner,No,1.0,83,11755,0.81172,1.22042
322,322,2003,Multi-generational household,Tenant,No,1.0,34,11755,0.76345,1.26177
323,323,2003,Other Combinations,Owner,No,1.0,61,11755,0.82307,1.19181
324,324,2003,Other Combinations,Tenant,No,1.0,52,11755,0.7645,1.21516
325,325,2004,Single-person household,Owner,No,1.0,796,11462,0.96603,1.03736
326,326,2004,Single-person household,Tenant,Yes,0.09155,188,11462,0.08407,0.09808
327,327,2004,Single-person household,Tenant,No,0.90845,1862,11462,0.88491,0.9334
328,328,2004,Couple without children,Owner,No,1.0,1994,11462,0.96673,1.0322
329,329,2004,Couple without children,Tenant,Yes,0.03968,77,11462,0.0326,0.046
330,330,2004,Couple without children,Tenant,No,0.96032,1738,11462,0.92078,0.99211
331,331,2004,Single parent,Owner,No,1.0,179,11462,0.89055,1.1009
332,332,2004,Single parent,Tenant,Yes,0.32026,160,11462,0.29114,0.35559
333,333,2004,Single parent,Tenant,No,0.67974,331,11462,0.64102,0.72464
334,334,2004,Couple with children,Owner,Yes,0.03054,59,11462,0.02375,0.03811
335,335,2004,Couple with children,Owner,No,0.96946,2376,11462,0.93367,1.00709
336,336,2004,Couple with children,Tenant,Yes,0.13123,192,11462,0.11587,0.14888
337,337,2004,Couple with children,Tenant,No,0.86877,1329,11462,0.82368,0.90713
338,338,2004,Multi-generational household,Owner,No,1.0,77,11462,0.81077,1.19882
339,339,2004,Other Combinations,Owner,No,1.0,59,11462,0.82191,1.20543
340,340,2004,Other Combinations,Tenant,No,1.0,45,11462,0.76315,1.26756
341,341,2005,Single-person household,Owner,No,1.0,801,11117,0.96438,1.04194
342,342,2005,Single-person household,Tenant,Yes,0.10475,205,11117,0.09627,0.11304
343,343,2005,Single-person household,Tenant,No,0.89525,1888,11117,0.87129,0.92082
344,344,2005,Couple without children,Owner,No,1.0,1963,11117,0.96884,1.03751
345,345,2005,Couple without children,Tenant,Yes,0.0357,62,11117,0.02823,0.04481
346,346,2005,Couple without children,Tenant,No,0.9643,1658,11117,0.93014,1.0086
