year,quintil_oecd_hh,regtyp,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,3rd Quintile,Rural regions,Yes,0.01706,31,1089,0.00936,0.02475
2018,3rd Quintile,Rural regions,No,0.98294,1058,1089,0.97525,0.99064
2018,4th Quintile,Urban regions,Yes,0.02603,61,1916,0.01889,0.03316
2018,4th Quintile,Urban regions,No,0.97397,1855,1916,0.96684,0.98111
2018,4th Quintile,Rural regions,No,0.98171,933,933,0.97311,0.99031
2018,5th Quintile,Urban regions,Yes,0.02944,89,2238,0.02244,0.03645
2018,5th Quintile,Urban regions,No,0.97056,2149,2238,0.96355,0.97756
2018,5th Quintile,Rural regions,Yes,0.02583,31,773,0.01464,0.03703
2018,5th Quintile,Rural regions,No,0.97417,742,773,0.96297,0.98536
2019,1st Quintile,No answer / don't know,No,0.95958,102,102,0.92117,0.99799
2019,1st Quintile,Urban regions,Yes,0.01523,46,1813,0.00959,0.02087
2019,1st Quintile,Urban regions,No,0.98477,1767,1813,0.97913,0.99041
2019,1st Quintile,Rural regions,No,0.99025,1006,1006,0.98418,0.99633
2019,2nd Quintile,No answer / don't know,No,0.92155,91,91,0.86600,0.97710
2019,2nd Quintile,Urban regions,Yes,0.02122,50,1777,0.01451,0.02792
2019,2nd Quintile,Urban regions,No,0.97878,1727,1777,0.97208,0.98549
2019,2nd Quintile,Rural regions,No,0.98814,1137,1137,0.98184,0.99444
2019,3rd Quintile,No answer / don't know,No,0.92072,69,69,0.85650,0.98494
2019,3rd Quintile,Urban regions,Yes,0.02693,59,1762,0.01937,0.03449
2019,3rd Quintile,Urban regions,No,0.97307,1703,1762,0.96551,0.98063
2019,3rd Quintile,Rural regions,No,0.98573,1012,1012,0.97841,0.99304
2019,4th Quintile,No answer / don't know,No,0.89188,68,68,0.81753,0.96624
2019,4th Quintile,Urban regions,Yes,0.03270,71,1862,0.02462,0.04077
2019,4th Quintile,Urban regions,No,0.96730,1791,1862,0.95923,0.97538
2019,4th Quintile,Rural regions,No,0.98635,962,962,0.97901,0.99368
2019,5th Quintile,No answer / don't know,No,0.95309,103,103,0.91205,0.99412
2019,5th Quintile,Urban regions,Yes,0.02755,110,3084,0.02177,0.03333
2019,5th Quintile,Urban regions,No,0.97245,2974,3084,0.96667,0.97823
2019,5th Quintile,Rural regions,Yes,0.01106,32,1151,0.00501,0.01710
2019,5th Quintile,Rural regions,No,0.98894,1119,1151,0.98290,0.99499
2020,1st Quintile,Urban regions,Yes,0.02701,52,2314,0.02040,0.03362
2020,1st Quintile,Urban regions,No,0.97299,2262,2314,0.96638,0.97960
2020,1st Quintile,Rural regions,No,0.98518,1107,1107,0.97806,0.99230
2020,2nd Quintile,Urban regions,Yes,0.01379,43,2090,0.00879,0.01880
2020,2nd Quintile,Urban regions,No,0.98621,2047,2090,0.98120,0.99121
2020,2nd Quintile,Rural regions,No,0.98903,1215,1215,0.98316,0.99489
2020,3rd Quintile,Urban regions,Yes,0.02893,69,1869,0.02133,0.03653
2020,3rd Quintile,Urban regions,No,0.97107,1800,1869,0.96347,0.97867
2020,3rd Quintile,Rural regions,No,0.99151,993,993,0.98580,0.99722
2020,4th Quintile,Urban regions,Yes,0.03234,79,1926,0.02444,0.04024
2020,4th Quintile,Urban regions,No,0.96766,1847,1926,0.95976,0.97556
2020,4th Quintile,Rural regions,No,0.97520,910,910,0.96509,0.98531
2020,5th Quintile,Urban regions,Yes,0.03500,120,2770,0.02815,0.04184
2020,5th Quintile,Urban regions,No,0.96500,2650,2770,0.95816,0.97185
2020,5th Quintile,Rural regions,Yes,0.03367,35,973,0.02233,0.04501
2020,5th Quintile,Rural regions,No,0.96633,938,973,0.95499,0.97767
2021,1st Quintile,Urban regions,Yes,0.03409,39,1349,0.02440,0.04377
2021,1st Quintile,Urban regions,No,0.96591,1310,1349,0.95623,0.97560
2021,1st Quintile,Rural regions,No,0.98322,677,677,0.97354,0.99290
2021,2nd Quintile,Urban regions,Yes,0.02288,33,1325,0.01483,0.03093
2021,2nd Quintile,Urban regions,No,0.97712,1292,1325,0.96907,0.98517
2021,2nd Quintile,Rural regions,No,0.98837,832,832,0.98108,0.99566
2021,3rd Quintile,Urban regions,Yes,0.03183,56,1307,0.02231,0.04135
2021,3rd Quintile,Urban regions,No,0.96817,1251,1307,0.95865,0.97769
2021,3rd Quintile,Rural regions,No,0.97581,708,708,0.96449,0.98714
2021,4th Quintile,Urban regions,Yes,0.01933,49,1401,0.01212,0.02655
2021,4th Quintile,Urban regions,No,0.98067,1352,1401,0.97345,0.98788
2021,4th Quintile,Rural regions,No,0.96833,655,655,0.95491,0.98175
2021,5th Quintile,Urban regions,Yes,0.02866,87,2021,0.02139,0.03594
2021,5th Quintile,Urban regions,No,0.97134,1934,2021,0.96406,0.97861
2021,5th Quintile,Rural regions,No,0.96888,668,668,0.95570,0.98206
2022,Not included in this version of the questionnaire,Urban regions,No,0.98492,154,154,0.96561,1.00423
2022,Not included in this version of the questionnaire,Rural regions,No,0.99681,41,41,0.97932,1.01429
2022,1st Quintile,Urban regions,Yes,0.02866,102,3027,0.02272,0.03461
2022,1st Quintile,Urban regions,No,0.97134,2925,3027,0.96539,0.97728
2022,1st Quintile,Rural regions,No,0.98770,1412,1412,0.98195,0.99345
2022,2nd Quintile,Urban regions,Yes,0.02111,70,2541,0.01552,0.02670
2022,2nd Quintile,Urban regions,No,0.97889,2471,2541,0.97330,0.98448
2022,2nd Quintile,Rural regions,Yes,0.02785,32,1321,0.01898,0.03673
2022,2nd Quintile,Rural regions,No,0.97215,1289,1321,0.96327,0.98102
2022,3rd Quintile,Urban regions,Yes,0.03137,96,2251,0.02416,0.03857
2022,3rd Quintile,Urban regions,No,0.96863,2155,2251,0.96143,0.97584
2022,3rd Quintile,Rural regions,Yes,0.01508,33,1135,0.00799,0.02217
2022,3rd Quintile,Rural regions,No,0.98492,1102,1135,0.97783,0.99201
2022,4th Quintile,Urban regions,Yes,0.02748,79,2345,0.02087,0.03410
2022,4th Quintile,Urban regions,No,0.97252,2266,2345,0.96590,0.97913
2022,4th Quintile,Rural regions,Yes,0.03058,39,1070,0.02025,0.04090
2022,4th Quintile,Rural regions,No,0.96942,1031,1070,0.95910,0.97975
2022,5th Quintile,Urban regions,Yes,0.03302,109,2791,0.02639,0.03965
2022,5th Quintile,Urban regions,No,0.96698,2682,2791,0.96035,0.97361
2022,5th Quintile,Rural regions,No,0.98099,1007,1007,0.97256,0.98943
