year,hhtyp,regtyp,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Other Combinations,Rural regions,No,0.95949,65,65,0.91118,1.00779
2019,Single-person household,Urban regions,No,0.98730,2654,2654,0.98304,0.99156
2019,Single-person household,Rural regions,No,0.98996,1230,1230,0.98438,0.99553
2019,Couple without children,Urban regions,No,0.99421,3139,3139,0.99156,0.99687
2019,Couple without children,Rural regions,No,0.99593,1803,1803,0.99300,0.99887
2019,Single parent,Urban regions,No,0.98652,935,935,0.97912,0.99391
2019,Single parent,Rural regions,No,0.98742,466,466,0.97729,0.99755
2019,Couple with children,Urban regions,No,0.98199,3364,3364,0.97749,0.98648
2019,Couple with children,Rural regions,No,0.98386,1735,1735,0.97793,0.98979
2019,Multi-generational household,Urban regions,No,0.98343,64,64,0.95190,1.01495
2019,Multi-generational household,Rural regions,No,0.98305,40,40,0.94254,1.02356
2019,Other Combinations,Urban regions,No,0.95187,124,124,0.91405,0.98970
2019,Other Combinations,Rural regions,No,0.94895,62,62,0.89372,1.00418
2020,Single-person household,Urban regions,No,0.98373,3257,3257,0.97939,0.98808
2020,Single-person household,Rural regions,No,0.98146,1329,1329,0.97421,0.98872
2020,Couple without children,Urban regions,No,0.98570,3272,3272,0.98163,0.98977
2020,Couple without children,Rural regions,No,0.99072,1724,1724,0.98619,0.99525
2020,Single parent,Urban regions,No,0.97860,893,893,0.96911,0.98810
2020,Single parent,Rural regions,No,0.98746,442,442,0.97707,0.99784
2020,Couple with children,Urban regions,No,0.97333,3247,3247,0.96778,0.97887
2020,Couple with children,Rural regions,No,0.98265,1636,1636,0.97632,0.98898
2020,Multi-generational household,Urban regions,No,0.98382,68,68,0.95361,1.01403
2020,Multi-generational household,Rural regions,No,0.99525,50,50,0.97601,1.01450
2020,Other Combinations,Urban regions,No,0.94602,208,208,0.91523,0.97680
2020,Other Combinations,Rural regions,No,0.93587,89,89,0.88469,0.98706
2021,Single-person household,Urban regions,No,0.98111,2243,2243,0.97547,0.98674
2021,Single-person household,Rural regions,No,0.99398,940,940,0.98903,0.99893
2021,Couple without children,Urban regions,No,0.99069,2207,2207,0.98668,0.99470
2021,Couple without children,Rural regions,No,0.98392,1187,1187,0.97676,0.99108
2021,Single parent,Urban regions,No,0.97724,570,570,0.96499,0.98949
2021,Single parent,Rural regions,No,0.99489,323,323,0.98709,1.00268
2021,Couple with children,Urban regions,No,0.97319,2099,2099,0.96628,0.98010
2021,Couple with children,Rural regions,No,0.98461,1066,1066,0.97722,0.99200
2021,Multi-generational household,Urban regions,No,0.99250,47,47,0.96758,1.01743
2021,Other Combinations,Urban regions,No,0.96132,186,186,0.93354,0.98911
2021,Other Combinations,Rural regions,No,0.98502,77,77,0.95770,1.01233
2022,Single-person household,Urban regions,No,0.98153,4020,4020,0.97737,0.98569
2022,Single-person household,Rural regions,No,0.98752,1538,1538,0.98197,0.99307
2022,Couple without children,Urban regions,No,0.99044,3883,3883,0.98738,0.99350
2022,Couple without children,Rural regions,No,0.98811,1817,1817,0.98313,0.99310
2022,Single parent,Urban regions,No,0.98452,759,759,0.97573,0.99331
2022,Single parent,Rural regions,No,0.99102,378,378,0.98150,1.00054
2022,Couple with children,Urban regions,No,0.96875,3345,3345,0.96286,0.97465
2022,Couple with children,Rural regions,No,0.98212,1782,1782,0.97596,0.98827
2022,Multi-generational household,Urban regions,No,0.96439,45,45,0.90963,1.01915
2022,Multi-generational household,Rural regions,No,0.98007,36,36,0.93376,1.02637
2022,Other Combinations,Urban regions,No,0.97591,767,767,0.96505,0.98677
2022,Other Combinations,Rural regions,No,0.98615,339,339,0.97369,0.99861
