,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hlc0182,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
71,71,2018,Multi-generational household,1st Quintile,No,1.0,41,15318,0.72381,1.24679
72,72,2018,Other Combinations,1st Quintile,No,1.0,66,15318,0.81703,1.21319
73,73,2018,Other Combinations,2nd Quintile,No,1.0,49,15318,0.75852,1.30733
74,74,2018,Other Combinations,3rd Quintile,No,1.0,36,15318,0.69975,1.31886
75,75,2018,Other Combinations,4th Quintile,No,1.0,39,15318,0.75227,1.32836
76,76,2018,Other Combinations,5th Quintile,No,1.0,38,15318,0.78697,1.28428
77,77,2019,Single-person household,1st Quintile,No,1.0,1195,16006,0.94884,1.05424
78,78,2019,Single-person household,2nd Quintile,No,1.0,824,16006,0.95083,1.05698
79,79,2019,Single-person household,3rd Quintile,No,1.0,711,16006,0.93529,1.06899
80,80,2019,Single-person household,4th Quintile,No,1.0,643,16006,0.93329,1.06092
81,81,2019,Single-person household,5th Quintile,No,1.0,748,16006,0.93511,1.08018
82,82,2019,Couple without children,1st Quintile,No,1.0,471,16006,0.90157,1.09015
83,83,2019,Couple without children,2nd Quintile,No,1.0,761,16006,0.92406,1.07348
84,84,2019,Couple without children,3rd Quintile,No,1.0,855,16006,0.93199,1.07081
85,85,2019,Couple without children,4th Quintile,No,1.0,1007,16006,0.93162,1.07005
86,86,2019,Couple without children,5th Quintile,No,1.0,1977,16006,0.93904,1.05315
87,87,2019,Single parent,1st Quintile,No,1.0,521,16006,0.89359,1.10569
88,88,2019,Single parent,2nd Quintile,No,1.0,372,16006,0.89603,1.12951
89,89,2019,Single parent,3rd Quintile,No,1.0,224,16006,0.83971,1.15007
90,90,2019,Single parent,4th Quintile,No,1.0,173,16006,0.79448,1.21552
91,91,2019,Single parent,5th Quintile,No,1.0,128,16006,0.74159,1.23491
92,92,2019,Couple with children,1st Quintile,No,1.0,652,16006,0.90869,1.10048
93,93,2019,Couple with children,2nd Quintile,No,1.0,965,16006,0.9183,1.09896
94,94,2019,Couple with children,3rd Quintile,No,1.0,1051,16006,0.92284,1.08063
95,95,2019,Couple with children,4th Quintile,No,1.0,1066,16006,0.94025,1.09462
96,96,2019,Couple with children,5th Quintile,No,1.0,1404,16006,0.91983,1.07933
97,97,2019,Multi-generational household,1st Quintile,No,1.0,35,16006,0.65087,1.3426
98,98,2019,Other Combinations,1st Quintile,No,1.0,42,16006,0.62921,1.30531
99,99,2019,Other Combinations,2nd Quintile,No,1.0,43,16006,0.72093,1.38924
100,100,2019,Other Combinations,3rd Quintile,No,1.0,50,16006,0.80779,1.2274
101,101,2019,Other Combinations,4th Quintile,No,1.0,51,16006,0.77982,1.27819
102,102,2019,Other Combinations,5th Quintile,No,1.0,37,16006,0.64789,1.33184
103,103,2020,Single-person household,1st Quintile,No,1.0,1490,16112,0.9393,1.05417
104,104,2020,Single-person household,2nd Quintile,No,1.0,960,16112,0.94339,1.07652
105,105,2020,Single-person household,3rd Quintile,No,1.0,746,16112,0.92596,1.06771
106,106,2020,Single-person household,4th Quintile,No,1.0,658,16112,0.92134,1.06493
107,107,2020,Single-person household,5th Quintile,No,1.0,705,16112,0.9207,1.09185
108,108,2020,Couple without children,1st Quintile,No,1.0,518,16112,0.89009,1.11042
109,109,2020,Couple without children,2nd Quintile,No,1.0,879,16112,0.93101,1.07525
110,110,2020,Couple without children,3rd Quintile,No,1.0,894,16112,0.92944,1.07401
111,111,2020,Couple without children,4th Quintile,No,1.0,983,16112,0.93573,1.06703
112,112,2020,Couple without children,5th Quintile,No,1.0,1721,16112,0.94908,1.06078
113,113,2020,Single parent,1st Quintile,No,1.0,476,16112,0.89861,1.1347
114,114,2020,Single parent,2nd Quintile,No,1.0,369,16112,0.87254,1.12158
115,115,2020,Single parent,3rd Quintile,No,1.0,226,16112,0.83176,1.19695
116,116,2020,Single parent,4th Quintile,No,1.0,150,16112,0.77985,1.23385
117,117,2020,Single parent,5th Quintile,No,1.0,114,16112,0.79646,1.23271
118,118,2020,Couple with children,1st Quintile,No,1.0,828,16112,0.91112,1.11645
119,119,2020,Couple with children,2nd Quintile,No,1.0,988,16112,0.90966,1.09423
120,120,2020,Couple with children,3rd Quintile,No,1.0,981,16112,0.9286,1.07731
121,121,2020,Couple with children,4th Quintile,No,1.0,963,16112,0.92598,1.06832
122,122,2020,Couple with children,5th Quintile,No,1.0,1122,16112,0.91274,1.09398
123,123,2020,Multi-generational household,1st Quintile,No,1.0,44,16112,0.59886,1.38654
124,124,2020,Other Combinations,1st Quintile,No,1.0,82,16112,0.65627,1.42648
125,125,2020,Other Combinations,2nd Quintile,No,1.0,69,16112,0.66732,1.42444
126,126,2020,Other Combinations,3rd Quintile,No,1.0,61,16112,0.69931,1.30433
127,127,2020,Other Combinations,4th Quintile,No,1.0,49,16112,0.74663,1.27514
128,128,2020,Other Combinations,5th Quintile,No,1.0,36,16112,0.75346,1.26702
129,129,2021,Single-person household,1st Quintile,No,1.0,954,10833,0.92855,1.0594
130,130,2021,Single-person household,2nd Quintile,No,1.0,631,10833,0.92176,1.08109
131,131,2021,Single-person household,3rd Quintile,No,1.0,563,10833,0.92441,1.08199
132,132,2021,Single-person household,4th Quintile,No,1.0,486,10833,0.90646,1.0913
133,133,2021,Single-person household,5th Quintile,No,1.0,541,10833,0.91618,1.09716
134,134,2021,Couple without children,1st Quintile,No,1.0,334,10833,0.88996,1.12031
135,135,2021,Couple without children,2nd Quintile,No,1.0,560,10833,0.91068,1.0937
136,136,2021,Couple without children,3rd Quintile,No,1.0,558,10833,0.89951,1.13744
137,137,2021,Couple without children,4th Quintile,No,1.0,707,10833,0.91393,1.08705
138,138,2021,Couple without children,5th Quintile,No,1.0,1218,10833,0.92756,1.0733
139,139,2021,Single parent,1st Quintile,No,1.0,292,10833,0.83059,1.13782
140,140,2021,Single parent,2nd Quintile,No,1.0,260,10833,0.82643,1.17099
141,141,2021,Single parent,3rd Quintile,No,1.0,141,10833,0.80624,1.2088
142,142,2021,Single parent,4th Quintile,No,1.0,126,10833,0.78957,1.22444
143,143,2021,Single parent,5th Quintile,No,1.0,72,10833,0.73813,1.29333
144,144,2021,Couple with children,1st Quintile,No,1.0,398,10833,0.86728,1.12858
145,145,2021,Couple with children,2nd Quintile,No,1.0,640,10833,0.88205,1.1184
146,146,2021,Couple with children,3rd Quintile,No,1.0,674,10833,0.92406,1.10207
147,147,2021,Couple with children,4th Quintile,No,1.0,678,10833,0.90583,1.09685
148,148,2021,Couple with children,5th Quintile,No,1.0,750,10833,0.89402,1.09182
149,149,2021,Other Combinations,1st Quintile,No,1.0,47,10833,0.60321,1.40854
150,150,2021,Other Combinations,2nd Quintile,No,1.0,50,10833,0.69398,1.41473
151,151,2021,Other Combinations,3rd Quintile,No,1.0,49,10833,0.79265,1.23222
152,152,2021,Other Combinations,4th Quintile,No,1.0,53,10833,0.69541,1.31229
153,153,2021,Other Combinations,5th Quintile,No,1.0,51,10833,0.70528,1.35186
