"hlc0182","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"nein","2016","Rheinland-Pfalz,Saarland","3","397","1","1","1"
"nein","2016","Rheinland-Pfalz,Saarland","4","542","0.992946909184802","0.985927435961087","0.999966382408516"
"nein","2016","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Baden-Wuerttemberg","2","576","1","1","1"
"nein","2016","Baden-Wuerttemberg","3","806","1","1","1"
"nein","2016","Baden-Wuerttemberg","4","1265","","",""
"nein","2016","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Bayern","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Bayern","2","969","1","1","1"
"nein","2016","Bayern","3","1111","","",""
"nein","2016","Bayern","4","1510","","",""
"nein","2016","Bayern","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Saarland","2","","","",""
"nein","2016","Saarland","3","","","",""
"nein","2016","Saarland","4","","","",""
"nein","2016","Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Berlin","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Berlin","2","226","","",""
"nein","2016","Berlin","3","193","","",""
"nein","2016","Berlin","4","334","0.995376202243672","0.988122303418149","1.0026301010692"
"nein","2016","Berlin","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Brandenburg","2","235","","",""
"nein","2016","Brandenburg","3","231","","",""
"nein","2016","Brandenburg","4","352","0.998016007547909","0.993380628841852","1.00265138625397"
"nein","2016","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Mecklenburg-Vorpommern","2","125","","",""
"nein","2016","Mecklenburg-Vorpommern","3","152","","",""
"nein","2016","Mecklenburg-Vorpommern","4","205","","",""
"nein","2016","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Sachsen","2","339","1","1","1"
"nein","2016","Sachsen","3","513","0.994680274618426","0.988391690261697","1.00096885897516"
"nein","2016","Sachsen","4","567","0.998411305291793","0.995136021827316","1.00168658875627"
"nein","2016","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Sachsen-Anhalt","2","229","","",""
"nein","2016","Sachsen-Anhalt","3","265","","",""
"nein","2016","Sachsen-Anhalt","4","249","","",""
"nein","2016","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Thueringen","2","288","","",""
"nein","2016","Thueringen","3","302","1","1","1"
"nein","2016","Thueringen","4","311","0.991073051879102","0.980669357012372","1.00147674674583"
"nein","2016","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Schleswig-Holstein","2","","","",""
"ja","2017","Schleswig-Holstein","3","","","",""
"ja","2017","Schleswig-Holstein","4","3","","",""
"ja","2017","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Hamburg","2","","","",""
"ja","2017","Hamburg","3","","","",""
"ja","2017","Hamburg","4","","","",""
"ja","2017","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Niedersachsen","2","","","",""
"ja","2017","Niedersachsen","3","6","0.007277561506366","0.00130877254721198","0.01324635046552"
"ja","2017","Niedersachsen","4","","","",""
"ja","2017","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Bremen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Bremen","2","","","",""
"ja","2017","Bremen","3","","","",""
"ja","2017","Bremen","4","","","",""
"ja","2017","Bremen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Nordrhein-Westfalen","2","","","",""
"ja","2017","Nordrhein-Westfalen","3","1","","",""
"ja","2017","Nordrhein-Westfalen","4","5","0.00121441420851847","-0.000295782295737636","0.00272461071277458"
"ja","2017","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Hessen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Hessen","2","","","",""
"ja","2017","Hessen","3","","","",""
"ja","2017","Hessen","4","2","","",""
"ja","2017","Hessen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Rheinland-Pfalz,Saarland","2","3","","",""
"ja","2017","Rheinland-Pfalz,Saarland","3","","","",""
"ja","2017","Rheinland-Pfalz,Saarland","4","","","",""
"ja","2017","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Baden-Wuerttemberg","2","","","",""
"ja","2017","Baden-Wuerttemberg","3","","","",""
"ja","2017","Baden-Wuerttemberg","4","","","",""
"ja","2017","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Bayern","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Bayern","2","","","",""
"ja","2017","Bayern","3","","","",""
"ja","2017","Bayern","4","","","",""
"ja","2017","Bayern","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Saarland","2","","","",""
"ja","2017","Saarland","3","","","",""
"ja","2017","Saarland","4","","","",""
"ja","2017","Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Berlin","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Berlin","2","","","",""
"ja","2017","Berlin","3","","","",""
"ja","2017","Berlin","4","1","","",""
"ja","2017","Berlin","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Brandenburg","2","","","",""
"ja","2017","Brandenburg","3","","","",""
"ja","2017","Brandenburg","4","3","","",""
"ja","2017","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Mecklenburg-Vorpommern","2","","","",""
"ja","2017","Mecklenburg-Vorpommern","3","","","",""
"ja","2017","Mecklenburg-Vorpommern","4","","","",""
"ja","2017","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Sachsen","2","","","",""
"ja","2017","Sachsen","3","","","",""
"ja","2017","Sachsen","4","4","0.00163916432497271","-0.00131364547347766","0.00459197412342308"
"ja","2017","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Sachsen-Anhalt","2","","","",""
"ja","2017","Sachsen-Anhalt","3","","","",""
"ja","2017","Sachsen-Anhalt","4","","","",""
"ja","2017","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Thueringen","2","","","",""
"ja","2017","Thueringen","3","","","",""
"ja","2017","Thueringen","4","3","","",""
"ja","2017","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Schleswig-Holstein","2","244","","",""
"nein","2017","Schleswig-Holstein","3","281","","",""
"nein","2017","Schleswig-Holstein","4","325","0.998982018425168","0.995530899196996","1.00243313765334"
"nein","2017","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Hamburg","2","76","1","1","1"
"nein","2017","Hamburg","3","79","1","1","1"
"nein","2017","Hamburg","4","192","","",""
"nein","2017","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Niedersachsen","2","577","1","1","1"
"nein","2017","Niedersachsen","3","773","0.992722438493634","0.98675364953448","0.998691227452788"
"nein","2017","Niedersachsen","4","974","1","1","1"
"nein","2017","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Bremen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Bremen","2","45","1","1","1"
"nein","2017","Bremen","3","53","1","1","1"
"nein","2017","Bremen","4","54","1","1","1"
"nein","2017","Bremen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Nordrhein-Westfalen","2","1364","","",""
"nein","2017","Nordrhein-Westfalen","3","1412","","",""
"nein","2017","Nordrhein-Westfalen","4","2038","","",""
"nein","2017","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Hessen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Hessen","2","338","1","1","1"
"nein","2017","Hessen","3","462","1","1","1"
"nein","2017","Hessen","4","702","0.997557244704409","0.993910791398183","1.00120369801063"
"nein","2017","Hessen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Rheinland-Pfalz,Saarland","2","387","0.989032131080317","0.97869542628036","0.999368835880273"
"nein","2017","Rheinland-Pfalz,Saarland","3","483","1","1","1"
"nein","2017","Rheinland-Pfalz,Saarland","4","512","1","1","1"
"nein","2017","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Baden-Wuerttemberg","2","464","1","1","1"
"nein","2017","Baden-Wuerttemberg","3","822","1","1","1"
"nein","2017","Baden-Wuerttemberg","4","1226","","",""
"nein","2017","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Bayern","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Bayern","2","721","1","1","1"
"nein","2017","Bayern","3","1177","","",""
"nein","2017","Bayern","4","1822","","",""
"nein","2017","Bayern","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Saarland","2","","","",""
"nein","2017","Saarland","3","","","",""
"nein","2017","Saarland","4","","","",""
"nein","2017","Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Berlin","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Berlin","2","226","","",""
"nein","2017","Berlin","3","216","","",""
"nein","2017","Berlin","4","309","0.99381441353825","0.985086502105105","1.00254232497139"
"nein","2017","Berlin","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Brandenburg","2","213","","",""
"nein","2017","Brandenburg","3","284","","",""
"nein","2017","Brandenburg","4","365","0.986527894870355","0.97474921554774","0.99830657419297"
"nein","2017","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Mecklenburg-Vorpommern","2","140","","",""
"nein","2017","Mecklenburg-Vorpommern","3","163","","",""
"nein","2017","Mecklenburg-Vorpommern","4","226","","",""
"nein","2017","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Sachsen","2","420","1","1","1"
"nein","2017","Sachsen","3","473","1","1","1"
"nein","2017","Sachsen","4","717","0.998360835675027","0.995408025876577","1.00131364547348"
"nein","2017","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Sachsen-Anhalt","2","237","","",""
"nein","2017","Sachsen-Anhalt","3","301","1","1","1"
"nein","2017","Sachsen-Anhalt","4","269","","",""
"nein","2017","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Thueringen","2","241","","",""
"nein","2017","Thueringen","3","294","","",""
"nein","2017","Thueringen","4","380","0.974993524965479","0.959355719424979","0.990631330505979"
"nein","2017","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Schleswig-Holstein","2","","","",""
"ja","2018","Schleswig-Holstein","3","","","",""
"ja","2018","Schleswig-Holstein","4","","","",""
"ja","2018","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Hamburg","2","","","",""
"ja","2018","Hamburg","3","","","",""
"ja","2018","Hamburg","4","4","0.038688819838814","0.00943957935777014","0.0679380603198578"
"ja","2018","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Niedersachsen","2","","","",""
"ja","2018","Niedersachsen","3","4","0.00438521362549276","-0.000530758392312694","0.00930118564329821"
"ja","2018","Niedersachsen","4","4","0.0115909753630149","0.00480955814636538","0.0183723925796643"
"ja","2018","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Bremen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Bremen","2","","","",""
"ja","2018","Bremen","3","","","",""
"ja","2018","Bremen","4","","","",""
"ja","2018","Bremen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Nordrhein-Westfalen","2","","","",""
"ja","2018","Nordrhein-Westfalen","3","","","",""
"ja","2018","Nordrhein-Westfalen","4","","","",""
"ja","2018","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Hessen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Hessen","2","","","",""
"ja","2018","Hessen","3","","","",""
"ja","2018","Hessen","4","","","",""
"ja","2018","Hessen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Rheinland-Pfalz,Saarland","2","","","",""
"ja","2018","Rheinland-Pfalz,Saarland","3","","","",""
"ja","2018","Rheinland-Pfalz,Saarland","4","","","",""
"ja","2018","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Baden-Wuerttemberg","2","","","",""
"ja","2018","Baden-Wuerttemberg","3","","","",""
"ja","2018","Baden-Wuerttemberg","4","6","0.00346965966541852","0.000152371818998949","0.0067869475118381"
"ja","2018","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Bayern","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Bayern","2","","","",""
"ja","2018","Bayern","3","","","",""
"ja","2018","Bayern","4","16","","",""
"ja","2018","Bayern","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Saarland","2","","","",""
"ja","2018","Saarland","3","","","",""
"ja","2018","Saarland","4","","","",""
"ja","2018","Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Berlin","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Berlin","2","","","",""
"ja","2018","Berlin","3","","","",""
"ja","2018","Berlin","4","","","",""
"ja","2018","Berlin","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Brandenburg","2","","","",""
"ja","2018","Brandenburg","3","","","",""
"ja","2018","Brandenburg","4","1","","",""
"ja","2018","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Mecklenburg-Vorpommern","2","","","",""
"ja","2018","Mecklenburg-Vorpommern","3","","","",""
"ja","2018","Mecklenburg-Vorpommern","4","","","",""
"ja","2018","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Sachsen","2","","","",""
"ja","2018","Sachsen","3","","","",""
"ja","2018","Sachsen","4","","","",""
"ja","2018","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Sachsen-Anhalt","2","","","",""
"ja","2018","Sachsen-Anhalt","3","","","",""
"ja","2018","Sachsen-Anhalt","4","","","",""
"ja","2018","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Thueringen","2","","","",""
"ja","2018","Thueringen","3","","","",""
"ja","2018","Thueringen","4","","","",""
"ja","2018","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Schleswig-Holstein","2","169","","",""
"nein","2018","Schleswig-Holstein","3","269","","",""
"nein","2018","Schleswig-Holstein","4","366","1","1","1"
"nein","2018","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Hamburg","2","78","1","1","1"
"nein","2018","Hamburg","3","146","","",""
"nein","2018","Hamburg","4","163","","",""
"nein","2018","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Niedersachsen","2","542","1","1","1"
"nein","2018","Niedersachsen","3","690","0.995614786374507","0.990698814356702","1.00053075839231"
"nein","2018","Niedersachsen","4","953","0.988409024636985","0.981627607420336","0.995190441853635"
"nein","2018","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Bremen","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Bremen","2","48","1","1","1"
"nein","2018","Bremen","3","49","1","1","1"
"nein","2018","Bremen","4","69","1","1","1"
"nein","2018","Bremen","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Nordrhein-Westfalen","2","1194","","",""
"nein","2018","Nordrhein-Westfalen","3","1454","","",""
"nein","2018","Nordrhein-Westfalen","4","2057","","",""
"nein","2018","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Hessen","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Hessen","2","283","","",""
"nein","2018","Hessen","3","385","1","1","1"
"nein","2018","Hessen","4","647","1","1","1"
"nein","2018","Hessen","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Rheinland-Pfalz,Saarland","2","339","1","1","1"
"nein","2018","Rheinland-Pfalz,Saarland","3","381","1","1","1"
"nein","2018","Rheinland-Pfalz,Saarland","4","626","1","1","1"
"nein","2018","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Baden-Wuerttemberg","2","408","1","1","1"
"nein","2018","Baden-Wuerttemberg","3","728","1","1","1"
"nein","2018","Baden-Wuerttemberg","4","1201","","",""
"nein","2018","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Bayern","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Bayern","2","615","1","1","1"
"nein","2018","Bayern","3","1020","","",""
"nein","2018","Bayern","4","1724","","",""
"nein","2018","Bayern","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Saarland","2","","","",""
"nein","2018","Saarland","3","","","",""
"nein","2018","Saarland","4","","","",""
"nein","2018","Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Berlin","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Berlin","2","173","","",""
