"hlc0182","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"ja","2017","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","1-Pers.- Haushalt","2","526","1","1","1"
"nein","2017","1-Pers.- Haushalt","3","591","0.996893677934033","0.992418580140678","1.00136877572739"
"nein","2017","1-Pers.- Haushalt","4","1073","","",""
"nein","2017","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","(Ehe-)Paar ohne Kind(er)","2","702","1","1","1"
"nein","2017","(Ehe-)Paar ohne Kind(er)","3","1470","","",""
"nein","2017","(Ehe-)Paar ohne Kind(er)","4","2364","","",""
"nein","2017","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Alleinerziehende","2","1057","","",""
"nein","2017","Alleinerziehende","3","791","1","1","1"
"nein","2017","Alleinerziehende","4","699","0.992296723427789","0.985833800862372","0.998759645993206"
"nein","2017","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Paar mit Kind(ern)","2","3116","1","1","1"
"nein","2017","Paar mit Kind(ern)","3","4257","0.999385928588027","0.998642107685221","1.00012974949083"
"nein","2017","Paar mit Kind(ern)","4","5659","0.9991960632555","0.998458275982806","0.999933850528193"
"nein","2017","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Sonstige","2","292","","",""
"nein","2017","Sonstige","3","164","","",""
"nein","2017","Sonstige","4","316","1","1","1"
"nein","2017","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","1-Pers.- Haushalt","2","","","",""
"ja","2018","1-Pers.- Haushalt","3","","","",""
"ja","2018","1-Pers.- Haushalt","4","6","0.00593627302966089","0.00140286946336982","0.010469676595952"
"ja","2018","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","2","","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","3","","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","4","2","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Alleinerziehende","2","","","",""
"ja","2018","Alleinerziehende","3","","","",""
"ja","2018","Alleinerziehende","4","6","0.0197657912556331","0.0103750711305819","0.0291565113806842"
"ja","2018","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Paar mit Kind(ern)","2","","","",""
"ja","2018","Paar mit Kind(ern)","3","4","0.00108711089498059","4.74027784648356e-05","0.00212681901149634"
"ja","2018","Paar mit Kind(ern)","4","10","","",""
"ja","2018","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Sonstige","2","","","",""
"ja","2018","Sonstige","3","","","",""
"ja","2018","Sonstige","4","7","0.00316834869956591","-0.00362365029224072","0.00996034769137253"
"ja","2018","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","1-Pers.- Haushalt","2","564","1","1","1"
"nein","2018","1-Pers.- Haushalt","3","604","1","1","1"
"nein","2018","1-Pers.- Haushalt","4","1097","","",""
"nein","2018","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","(Ehe-)Paar ohne Kind(er)","2","580","1","1","1"
"nein","2018","(Ehe-)Paar ohne Kind(er)","3","1369","","",""
"nein","2018","(Ehe-)Paar ohne Kind(er)","4","2330","","",""
"nein","2018","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Alleinerziehende","2","1005","","",""
"nein","2018","Alleinerziehende","3","769","1","1","1"
"nein","2018","Alleinerziehende","4","838","0.980234208744367","0.970843488619316","0.989624928869418"
"nein","2018","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Paar mit Kind(ern)","2","2596","","",""
"nein","2018","Paar mit Kind(ern)","3","3855","0.998912889105019","0.997873180988504","0.999952597221535"
"nein","2018","Paar mit Kind(ern)","4","5746","0.998973145268088","0.998145738422884","0.999800552113291"
"nein","2018","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"nein","2018","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"nein","2018","Sonstige","2","222","","",""
"nein","2018","Sonstige","3","228","","",""
"nein","2018","Sonstige","4","256","","",""
"nein","2018","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"ja","2019","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"ja","2019","1-Pers.- Haushalt","2","2","","",""
"ja","2019","1-Pers.- Haushalt","3","2","","",""
"ja","2019","1-Pers.- Haushalt","4","1","","",""
"ja","2019","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"ja","2019","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"ja","2019","(Ehe-)Paar ohne Kind(er)","2","","","",""
"ja","2019","(Ehe-)Paar ohne Kind(er)","3","","","",""
"ja","2019","(Ehe-)Paar ohne Kind(er)","4","4","0.0025401349455672","0.000502410774688133","0.00457785911644627"
"ja","2019","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"ja","2019","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"ja","2019","Alleinerziehende","2","","","",""
"ja","2019","Alleinerziehende","3","","","",""
"ja","2019","Alleinerziehende","4","","","",""
"ja","2019","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"ja","2019","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"ja","2019","Paar mit Kind(ern)","2","","","",""
"ja","2019","Paar mit Kind(ern)","3","20","","",""
"ja","2019","Paar mit Kind(ern)","4","12","","",""
"ja","2019","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"ja","2019","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"ja","2019","Sonstige","2","","","",""
"ja","2019","Sonstige","3","","","",""
"ja","2019","Sonstige","4","","","",""
"ja","2019","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"nein","2019","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"nein","2019","1-Pers.- Haushalt","2","519","0.997130074329436","0.992536608802784","1.00172353985609"
"nein","2019","1-Pers.- Haushalt","3","570","0.997356584808982","0.993148756636366","1.0015644129816"
"nein","2019","1-Pers.- Haushalt","4","1095","","",""
"nein","2019","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"nein","2019","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"nein","2019","(Ehe-)Paar ohne Kind(er)","2","624","1","1","1"
"nein","2019","(Ehe-)Paar ohne Kind(er)","3","1178","","",""
"nein","2019","(Ehe-)Paar ohne Kind(er)","4","2340","","",""
"nein","2019","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"nein","2019","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"nein","2019","Alleinerziehende","2","868","1","1","1"
"nein","2019","Alleinerziehende","3","703","1","1","1"
"nein","2019","Alleinerziehende","4","805","1","1","1"
"nein","2019","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"nein","2019","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"nein","2019","Paar mit Kind(ern)","2","2071","","",""
"nein","2019","Paar mit Kind(ern)","3","3165","0.996459729910286","0.994397004366375","0.998522455454196"
"nein","2019","Paar mit Kind(ern)","4","5493","0.998775170167144","0.997851235684725","0.999699104649564"
"nein","2019","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"nein","2019","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"nein","2019","Sonstige","2","180","","",""
"nein","2019","Sonstige","3","158","","",""
"nein","2019","Sonstige","4","304","1","1","1"
"nein","2019","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"ja","2020","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"ja","2020","1-Pers.- Haushalt","2","2","","",""
"ja","2020","1-Pers.- Haushalt","3","3","","",""
"ja","2020","1-Pers.- Haushalt","4","7","0.00274698843002012","-0.000204531480402032","0.00569850834044228"
"ja","2020","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"ja","2020","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"ja","2020","(Ehe-)Paar ohne Kind(er)","2","2","","",""
"ja","2020","(Ehe-)Paar ohne Kind(er)","3","","","",""
"ja","2020","(Ehe-)Paar ohne Kind(er)","4","18","","",""
"ja","2020","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"ja","2020","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"ja","2020","Alleinerziehende","2","","","",""
"ja","2020","Alleinerziehende","3","3","","",""
"ja","2020","Alleinerziehende","4","2","","",""
"ja","2020","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"ja","2020","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"ja","2020","Paar mit Kind(ern)","2","","","",""
"ja","2020","Paar mit Kind(ern)","3","","","",""
"ja","2020","Paar mit Kind(ern)","4","18","","",""
"ja","2020","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"ja","2020","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"ja","2020","Sonstige","2","","","",""
"ja","2020","Sonstige","3","2","","",""
"ja","2020","Sonstige","4","","","",""
"ja","2020","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"nein","2020","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"nein","2020","1-Pers.- Haushalt","2","590","0.99350573087814","0.98703523497066","0.999976226785619"
"nein","2020","1-Pers.- Haushalt","3","631","0.989448004987252","0.981494341007395","0.997401668967109"
"nein","2020","1-Pers.- Haushalt","4","1201","","",""
"nein","2020","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"nein","2020","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"nein","2020","(Ehe-)Paar ohne Kind(er)","2","588","0.999914844992797","0.999170269584626","1.00065942040097"
"nein","2020","(Ehe-)Paar ohne Kind(er)","3","1105","","",""
"nein","2020","(Ehe-)Paar ohne Kind(er)","4","2444","","",""
"nein","2020","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"nein","2020","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"nein","2020","Alleinerziehende","2","677","1","1","1"
"nein","2020","Alleinerziehende","3","709","0.991740117507297","0.985092072217079","0.998388162797515"
"nein","2020","Alleinerziehende","4","863","0.998173332599507","0.995327739769481","1.00101892542953"
"nein","2020","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"nein","2020","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"nein","2020","Paar mit Kind(ern)","2","2130","","",""
"nein","2020","Paar mit Kind(ern)","3","2748","","",""
"nein","2020","Paar mit Kind(ern)","4","5294","0.998757518838413","0.997810204752338","0.999704832924489"
"nein","2020","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"nein","2020","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"nein","2020","Sonstige","2","179","","",""
"nein","2020","Sonstige","3","255","","",""
"nein","2020","Sonstige","4","350","1","1","1"
"nein","2020","Sonstige","5 Einkommensstärkstes Quintil","","","",""
