,Unnamed: 0,year,migback,pgisced97,ple0018,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
126,126,2017,No migration background,Second Stage of Tertiary Education,No,0.74708,3774,25841,0.71822,0.77372
127,127,2017,Direct migration background,Pre-primary Level,No,1.0,36,25841,0.68522,1.33838
128,128,2017,Direct migration background,Primary Level,Yes,0.19885,50,25841,0.14295,0.26633
129,129,2017,Direct migration background,Primary Level,No,0.80115,200,25841,0.65194,0.93533
130,130,2017,Direct migration background,Lower Secondary Level,Yes,0.23622,128,25841,0.19818,0.2878
131,131,2017,Direct migration background,Lower Secondary Level,No,0.76378,649,25841,0.68747,0.84624
132,132,2017,Direct migration background,Upper Secondary Level,Yes,0.22863,289,25841,0.19842,0.2609
133,133,2017,Direct migration background,Upper Secondary Level,No,0.77137,1308,25841,0.71794,0.84461
134,134,2017,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.23277,126,25841,0.18225,0.28838
135,135,2017,Direct migration background,Post-secondary Non-tertiary Level,No,0.76723,533,25841,0.67464,0.84972
136,136,2017,Direct migration background,First Stage of Tertiary Education,No,1.0,77,25841,0.72198,1.26961
137,137,2017,Direct migration background,Second Stage of Tertiary Education,Yes,0.15481,158,25841,0.12648,0.19735
138,138,2017,Direct migration background,Second Stage of Tertiary Education,No,0.84519,1046,25841,0.77583,0.91084
139,139,2017,Indirect migration background,Pre-primary Level,No,1.0,88,25841,0.78059,1.24296
140,140,2017,Indirect migration background,Primary Level,No,1.0,33,25841,0.73843,1.32106
141,141,2017,Indirect migration background,Lower Secondary Level,No,1.0,250,25841,0.8547,1.16296
142,142,2017,Indirect migration background,Upper Secondary Level,Yes,0.09803,59,25841,0.07051,0.12932
143,143,2017,Indirect migration background,Upper Secondary Level,No,0.90197,631,25841,0.80773,0.99537
144,144,2017,Indirect migration background,Post-secondary Non-tertiary Level,No,1.0,112,25841,0.81288,1.22668
145,145,2017,Indirect migration background,First Stage of Tertiary Education,No,1.0,46,25841,0.57422,1.6941
146,146,2017,Indirect migration background,Second Stage of Tertiary Education,No,1.0,240,25841,0.84871,1.15859
147,147,2019,No migration background,Pre-primary Level,No,1.0,199,25030,0.77713,1.21217
148,148,2019,No migration background,Primary Level,Yes,0.29034,31,25030,0.20032,0.4017
149,149,2019,No migration background,Primary Level,No,0.70966,118,25030,0.5833,0.84421
150,150,2019,No migration background,Lower Secondary Level,Yes,0.33331,445,25030,0.3073,0.36142
151,151,2019,No migration background,Lower Secondary Level,No,0.66669,1140,25030,0.62245,0.71149
152,152,2019,No migration background,Upper Secondary Level,Yes,0.34571,2944,25030,0.33179,0.35956
153,153,2019,No migration background,Upper Secondary Level,No,0.65429,6280,25030,0.6381,0.66964
154,154,2019,No migration background,Post-secondary Non-tertiary Level,Yes,0.18613,283,25030,0.15882,0.21784
155,155,2019,No migration background,Post-secondary Non-tertiary Level,No,0.81387,1229,25030,0.75955,0.86657
156,156,2019,No migration background,First Stage of Tertiary Education,Yes,0.34481,528,25030,0.31108,0.38766
157,157,2019,No migration background,First Stage of Tertiary Education,No,0.65519,993,25030,0.60602,0.71159
158,158,2019,No migration background,Second Stage of Tertiary Education,Yes,0.2572,1447,25030,0.24104,0.2751
159,159,2019,No migration background,Second Stage of Tertiary Education,No,0.7428,4186,25030,0.7147,0.77063
160,160,2019,Direct migration background,Pre-primary Level,No,1.0,46,25030,0.66827,1.48059
161,161,2019,Direct migration background,Primary Level,Yes,0.21738,48,25030,0.14231,0.29905
162,162,2019,Direct migration background,Primary Level,No,0.78262,157,25030,0.65387,0.92886
163,163,2019,Direct migration background,Lower Secondary Level,Yes,0.27052,123,25030,0.21547,0.31884
164,164,2019,Direct migration background,Lower Secondary Level,No,0.72948,482,25030,0.64594,0.83744
165,165,2019,Direct migration background,Upper Secondary Level,Yes,0.23499,259,25030,0.19512,0.27163
166,166,2019,Direct migration background,Upper Secondary Level,No,0.76501,1027,25030,0.69733,0.83414
167,167,2019,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.22675,115,25030,0.1736,0.28956
168,168,2019,Direct migration background,Post-secondary Non-tertiary Level,No,0.77325,418,25030,0.66861,0.88034
169,169,2019,Direct migration background,First Stage of Tertiary Education,No,1.0,53,25030,0.55294,1.42506
170,170,2019,Direct migration background,Second Stage of Tertiary Education,Yes,0.15741,168,25030,0.12767,0.18856
171,171,2019,Direct migration background,Second Stage of Tertiary Education,No,0.84259,925,25030,0.77047,0.93029
172,172,2019,Indirect migration background,Pre-primary Level,No,1.0,80,25030,0.76404,1.2522
173,173,2019,Indirect migration background,Lower Secondary Level,No,1.0,201,25030,0.83169,1.19653
174,174,2019,Indirect migration background,Upper Secondary Level,Yes,0.12401,76,25030,0.09281,0.1513
175,175,2019,Indirect migration background,Upper Secondary Level,No,0.87599,554,25030,0.78641,0.98071
176,176,2019,Indirect migration background,Post-secondary Non-tertiary Level,No,1.0,121,25030,0.76063,1.27311
177,177,2019,Indirect migration background,First Stage of Tertiary Education,No,1.0,55,25030,0.56676,1.45598
178,178,2019,Indirect migration background,Second Stage of Tertiary Education,Yes,0.07075,42,25030,0.04151,0.10877
179,179,2019,Indirect migration background,Second Stage of Tertiary Education,No,0.92925,257,25030,0.79252,1.10891
180,180,2021,No migration background,Pre-primary Level,No,1.0,103,18263,0.76843,1.26046
181,181,2021,No migration background,Primary Level,No,1.0,69,18263,0.74369,1.22924
182,182,2021,No migration background,Lower Secondary Level,Yes,0.37997,282,18263,0.3349,0.41987
183,183,2021,No migration background,Lower Secondary Level,No,0.62003,604,18263,0.56815,0.67428
184,184,2021,No migration background,Upper Secondary Level,Yes,0.34687,1870,18263,0.33071,0.36488
185,185,2021,No migration background,Upper Secondary Level,No,0.65313,3831,18263,0.62206,0.67632
186,186,2021,No migration background,Post-secondary Non-tertiary Level,Yes,0.18849,187,18263,0.1569,0.22867
187,187,2021,No migration background,Post-secondary Non-tertiary Level,No,0.81151,858,18263,0.74747,0.86758
188,188,2021,No migration background,First Stage of Tertiary Education,Yes,0.39087,332,18263,0.34614,0.44527
189,189,2021,No migration background,First Stage of Tertiary Education,No,0.60913,568,18263,0.54052,0.67813
190,190,2021,No migration background,Second Stage of Tertiary Education,Yes,0.24759,1060,18263,0.22868,0.26709
191,191,2021,No migration background,Second Stage of Tertiary Education,No,0.75241,3007,18263,0.72038,0.78825
192,192,2021,Direct migration background,Pre-primary Level,No,1.0,51,18263,0.5426,1.57561
193,193,2021,Direct migration background,Primary Level,Yes,0.22088,99,18263,0.12337,0.3481
194,194,2021,Direct migration background,Primary Level,No,0.77912,722,18263,0.65174,0.96141
195,195,2021,Direct migration background,Lower Secondary Level,Yes,0.30067,96,18263,0.22466,0.40813
196,196,2021,Direct migration background,Lower Secondary Level,No,0.69933,642,18263,0.57015,0.84146
197,197,2021,Direct migration background,Upper Secondary Level,Yes,0.2384,206,18263,0.1869,0.28941
198,198,2021,Direct migration background,Upper Secondary Level,No,0.7616,1002,18263,0.6751,0.84436
199,199,2021,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.25859,99,18263,0.21131,0.32473
200,200,2021,Direct migration background,Post-secondary Non-tertiary Level,No,0.74141,351,18263,0.59436,0.89366
201,201,2021,Direct migration background,First Stage of Tertiary Education,No,1.0,37,18263,0.37147,1.79049
202,202,2021,Direct migration background,Second Stage of Tertiary Education,Yes,0.17211,165,18263,0.127,0.22704
203,203,2021,Direct migration background,Second Stage of Tertiary Education,No,0.82789,1189,18263,0.72504,0.93237
204,204,2021,Indirect migration background,Pre-primary Level,No,1.0,34,18263,0.62477,1.4785
205,205,2021,Indirect migration background,Lower Secondary Level,No,1.0,106,18263,0.73319,1.36033
206,206,2021,Indirect migration background,Upper Secondary Level,Yes,0.10964,43,18263,0.07496,0.15248
207,207,2021,Indirect migration background,Upper Secondary Level,No,0.89036,344,18263,0.74333,1.06318
208,208,2021,Indirect migration background,Post-secondary Non-tertiary Level,No,1.0,86,18263,0.72603,1.34235
209,209,2021,Indirect migration background,First Stage of Tertiary Education,No,1.0,31,18263,0.53416,1.49535
210,210,2021,Indirect migration background,Second Stage of Tertiary Education,No,1.0,189,18263,0.84787,1.15714
