"ple0018","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Ja","2012","direkter Migrationshintergrund","weiblich","","","",""
"Ja","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Ja","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Nein","2012","kein Migrationshintergrund","maennlich","","","",""
"Nein","2012","kein Migrationshintergrund","weiblich","","","",""
"Nein","2012","direkter Migrationshintergrund","maennlich","","","",""
"Nein","2012","direkter Migrationshintergrund","weiblich","","","",""
"Nein","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Nein","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Ja","2013","kein Migrationshintergrund","maennlich","2471","0.313908758201151","0.303581290403623","0.324236225998679"
"Ja","2013","kein Migrationshintergrund","weiblich","2475","0.304346353213486","0.294679853686166","0.314012852740807"
"Ja","2013","direkter Migrationshintergrund","maennlich","168","0.23716968103119","0.206398538720563","0.267940823341816"
"Ja","2013","direkter Migrationshintergrund","weiblich","242","0.265588653282533","0.237636630932996","0.29354067563207"
"Ja","2013","indirekter Migrationshintergrund","maennlich","","","",""
"Ja","2013","indirekter Migrationshintergrund","weiblich","33","0.108063402582755","0.0763866086821453","0.139740196483365"
"Nein","2013","kein Migrationshintergrund","maennlich","5286","0.686091241798849","0.675763774001321","0.696418709596378"
"Nein","2013","kein Migrationshintergrund","weiblich","6229","0.695653646786514","0.685987147259193","0.705320146313834"
"Nein","2013","direkter Migrationshintergrund","maennlich","566","0.76283031896881","0.732059176658184","0.793601461279437"
"Nein","2013","direkter Migrationshintergrund","weiblich","717","0.734411346717467","0.706459324367931","0.762363369067004"
"Nein","2013","indirekter Migrationshintergrund","maennlich","314","0.884346074284165","0.850501243538134","0.918190905030196"
"Nein","2013","indirekter Migrationshintergrund","weiblich","336","0.891936597417245","0.860259803516635","0.923613391317855"
"Ja","2014","kein Migrationshintergrund","maennlich","","","",""
"Ja","2014","kein Migrationshintergrund","weiblich","","","",""
"Ja","2014","direkter Migrationshintergrund","maennlich","","","",""
"Ja","2014","direkter Migrationshintergrund","weiblich","","","",""
"Ja","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Ja","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Nein","2014","kein Migrationshintergrund","maennlich","","","",""
"Nein","2014","kein Migrationshintergrund","weiblich","","","",""
"Nein","2014","direkter Migrationshintergrund","maennlich","","","",""
"Nein","2014","direkter Migrationshintergrund","weiblich","","","",""
"Nein","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Nein","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Ja","2015","kein Migrationshintergrund","maennlich","2546","0.308688792698728","0.299021697188612","0.318355888208844"
"Ja","2015","kein Migrationshintergrund","weiblich","2574","0.289825010228419","0.281079171804418","0.298570848652421"
"Ja","2015","direkter Migrationshintergrund","maennlich","326","0.206898926949573","0.188873290243385","0.224924563655761"
"Ja","2015","direkter Migrationshintergrund","weiblich","381","0.199920563074827","0.183808756126608","0.216032370023045"
"Ja","2015","indirekter Migrationshintergrund","maennlich","59","0.0668492738563721","0.0489265949801218","0.0847719527326224"
"Ja","2015","indirekter Migrationshintergrund","weiblich","57","0.0628739243822892","0.0468180068641934","0.0789298419003849"
"Nein","2015","kein Migrationshintergrund","maennlich","6226","0.691311207301272","0.681644111791156","0.700978302811388"
"Nein","2015","kein Migrationshintergrund","weiblich","7763","0.710174989771581","0.701429151347579","0.718920828195582"
"Nein","2015","direkter Migrationshintergrund","maennlich","1614","0.793101073050427","0.775075436344239","0.811126709756615"
"Nein","2015","direkter Migrationshintergrund","weiblich","1986","0.800079436925173","0.783967629976955","0.816191243873391"
"Nein","2015","indirekter Migrationshintergrund","maennlich","687","0.933150726143628","0.915228047267378","0.951073405019878"
"Nein","2015","indirekter Migrationshintergrund","weiblich","821","0.937126075617711","0.921070158099615","0.953181993135807"
"Ja","2016","kein Migrationshintergrund","maennlich","","","",""
"Ja","2016","kein Migrationshintergrund","weiblich","","","",""
"Ja","2016","direkter Migrationshintergrund","maennlich","","","",""
"Ja","2016","direkter Migrationshintergrund","weiblich","","","",""
"Ja","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Ja","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Nein","2016","kein Migrationshintergrund","maennlich","","","",""
"Nein","2016","kein Migrationshintergrund","weiblich","","","",""
"Nein","2016","direkter Migrationshintergrund","maennlich","","","",""
"Nein","2016","direkter Migrationshintergrund","weiblich","","","",""
"Nein","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Nein","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Ja","2017","kein Migrationshintergrund","maennlich","2768","0.300854590394642","0.291589575153351","0.310119605635933"
"Ja","2017","kein Migrationshintergrund","weiblich","2736","0.296745779143652","0.288130196312017","0.305361361975287"
"Ja","2017","direkter Migrationshintergrund","maennlich","372","0.22659360773171","0.208537847926747","0.244649367536673"
"Ja","2017","direkter Migrationshintergrund","weiblich","399","0.195166806505328","0.17983806505528","0.210495547955375"
"Ja","2017","indirekter Migrationshintergrund","maennlich","73","0.0831465331876862","0.0638073000601291","0.102485766315243"
"Ja","2017","indirekter Migrationshintergrund","weiblich","64","0.0657401127146113","0.0497259863592053","0.0817542390700172"
"Nein","2017","kein Migrationshintergrund","maennlich","6645","0.699145409605358","0.689880394364067","0.708410424846649"
"Nein","2017","kein Migrationshintergrund","weiblich","8064","0.703254220856348","0.694638638024713","0.711869803687983"
"Nein","2017","direkter Migrationshintergrund","maennlich","1693","0.77340639226829","0.755350632463327","0.791462152073253"
"Nein","2017","direkter Migrationshintergrund","weiblich","2169","0.804833193494672","0.789504452044625","0.82016193494472"
"Nein","2017","indirekter Migrationshintergrund","maennlich","710","0.916853466812314","0.897514233684757","0.936192699939871"
"Nein","2017","indirekter Migrationshintergrund","weiblich","856","0.934259887285389","0.918245760929983","0.950274013640795"
"Ja","2018","kein Migrationshintergrund","maennlich","","","",""
"Ja","2018","kein Migrationshintergrund","weiblich","","","",""
"Ja","2018","direkter Migrationshintergrund","maennlich","","","",""
"Ja","2018","direkter Migrationshintergrund","weiblich","","","",""
"Ja","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Ja","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Nein","2018","kein Migrationshintergrund","maennlich","","","",""
"Nein","2018","kein Migrationshintergrund","weiblich","","","",""
"Nein","2018","direkter Migrationshintergrund","maennlich","","","",""
"Nein","2018","direkter Migrationshintergrund","weiblich","","","",""
"Nein","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Nein","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Ja","2019","kein Migrationshintergrund","maennlich","2959","0.312374218458224","0.303154466372289","0.321593970544159"
"Ja","2019","kein Migrationshintergrund","weiblich","2745","0.292998551500941","0.284264253470429","0.301732849531452"
"Ja","2019","direkter Migrationshintergrund","maennlich","350","0.228317697482421","0.208606497056655","0.248028897908187"
"Ja","2019","direkter Migrationshintergrund","weiblich","385","0.216228544786934","0.198671461549402","0.233785628024467"
"Ja","2019","indirekter Migrationshintergrund","maennlich","132","0.113378798527784","0.0924069933582477","0.13435060369732"
"Ja","2019","indirekter Migrationshintergrund","weiblich","93","0.0966911003631451","0.0779177834025803","0.11546441732371"
"Nein","2019","kein Migrationshintergrund","maennlich","6748","0.687625781541776","0.678406029455841","0.696845533627711"
"Nein","2019","kein Migrationshintergrund","weiblich","7686","0.707001448499059","0.698267150468548","0.71573574652957"
"Nein","2019","direkter Migrationshintergrund","maennlich","1392","0.771682302517579","0.751971102091813","0.791393502943345"
"Nein","2019","direkter Migrationshintergrund","weiblich","1727","0.783771455213066","0.766214371975533","0.801328538450598"
"Nein","2019","indirekter Migrationshintergrund","maennlich","746","0.886621201472216","0.86564939630268","0.907593006641752"
"Nein","2019","indirekter Migrationshintergrund","weiblich","859","0.903308899636855","0.88453558267629","0.92208221659742"
