"ple0018","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2011","46-65","5 Einkommensstärkstes Quintil","1687","0.72732831608046","0.709253699807558","0.745402932353362"
"Nein","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","66","2","","","",""
"Nein","2011","66","3","","","",""
"Nein","2011","66","4","","","",""
"Nein","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","17-29","2","","","",""
"Ja","2012","17-29","3","","","",""
"Ja","2012","17-29","4","","","",""
"Ja","2012","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","30-45","2","","","",""
"Ja","2012","30-45","3","","","",""
"Ja","2012","30-45","4","","","",""
"Ja","2012","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","46-65","2","","","",""
"Ja","2012","46-65","3","","","",""
"Ja","2012","46-65","4","","","",""
"Ja","2012","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","66","2","","","",""
"Ja","2012","66","3","","","",""
"Ja","2012","66","4","","","",""
"Ja","2012","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","17-29","2","","","",""
"Nein","2012","17-29","3","","","",""
"Nein","2012","17-29","4","","","",""
"Nein","2012","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","30-45","2","","","",""
"Nein","2012","30-45","3","","","",""
"Nein","2012","30-45","4","","","",""
"Nein","2012","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","46-65","2","","","",""
"Nein","2012","46-65","3","","","",""
"Nein","2012","46-65","4","","","",""
"Nein","2012","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","66","2","","","",""
"Nein","2012","66","3","","","",""
"Nein","2012","66","4","","","",""
"Nein","2012","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2013","17-29","1 Einkommensschwächstes Quintil","16","","",""
"Ja","2013","17-29","2","24","","",""
"Ja","2013","17-29","3","17","","",""
"Ja","2013","17-29","4","19","","",""
"Ja","2013","17-29","5 Einkommensstärkstes Quintil","12","","",""
"Ja","2013","30-45","1 Einkommensschwächstes Quintil","63","0.14658984683893","0.11533651034387","0.177843183333989"
"Ja","2013","30-45","2","59","0.113823652615839","0.0892180253896375","0.13842927984204"
"Ja","2013","30-45","3","57","0.0814058273177231","0.0617563404559635","0.101055314179483"
"Ja","2013","30-45","4","122","0.132452823203001","0.111229557393339","0.153676089012664"
"Ja","2013","30-45","5 Einkommensstärkstes Quintil","100","0.0879447052031474","0.0720329446363505","0.103856465769944"
"Ja","2013","46-65","1 Einkommensschwächstes Quintil","334","0.39238861222564","0.360939112057373","0.423838112393906"
"Ja","2013","46-65","2","387","0.337234607302319","0.308693306346417","0.365775908258222"
"Ja","2013","46-65","3","376","0.349329372493035","0.321168079921001","0.377490665065069"
"Ja","2013","46-65","4","597","0.368520301867887","0.346153895034324","0.390886708701451"
"Ja","2013","46-65","5 Einkommensstärkstes Quintil","703","0.272162512346838","0.254542435497841","0.289782589195834"
"Ja","2013","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2013","66","2","","","",""
"Ja","2013","66","3","","","",""
"Ja","2013","66","4","","","",""
"Ja","2013","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","17-29","1 Einkommensschwächstes Quintil","516","0.964283630580931","0.948513752883469","0.980053508278394"
"Nein","2013","17-29","2","472","0.951288983719278","0.932344748310571","0.970233219127985"
"Nein","2013","17-29","3","417","0.971311792251231","0.95560692515331","0.987016659349152"
"Nein","2013","17-29","4","535","0.959520591536615","0.943109501167048","0.975931681906182"
"Nein","2013","17-29","5 Einkommensstärkstes Quintil","508","0.970467394441848","0.955916564134111","0.985018224749585"
"Nein","2013","30-45","1 Einkommensschwächstes Quintil","429","0.85341015316107","0.822156816666011","0.88466348965613"
"Nein","2013","30-45","2","581","0.886176347384161","0.86157072015796","0.910781974610362"
"Nein","2013","30-45","3","687","0.918594172682277","0.898944685820517","0.938243659544036"
"Nein","2013","30-45","4","858","0.867547176796999","0.846323910987336","0.888770442606661"
"Nein","2013","30-45","5 Einkommensstärkstes Quintil","1117","0.912055294796853","0.896143534230056","0.92796705536365"
"Nein","2013","46-65","1 Einkommensschwächstes Quintil","592","0.60761138777436","0.576161887606094","0.639060887942627"
"Nein","2013","46-65","2","667","0.662765392697681","0.634224091741778","0.691306693653583"
"Nein","2013","46-65","3","725","0.650670627506965","0.622509334934931","0.678831920078999"
"Nein","2013","46-65","4","1190","0.631479698132113","0.609113291298549","0.653846104965676"
"Nein","2013","46-65","5 Einkommensstärkstes Quintil","1748","0.727837487653162","0.710217410804166","0.745457564502158"
"Nein","2013","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","66","2","","","",""
"Nein","2013","66","3","","","",""
"Nein","2013","66","4","","","",""
"Nein","2013","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","17-29","2","","","",""
"Ja","2014","17-29","3","","","",""
"Ja","2014","17-29","4","","","",""
"Ja","2014","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","30-45","2","","","",""
"Ja","2014","30-45","3","","","",""
"Ja","2014","30-45","4","","","",""
"Ja","2014","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","46-65","2","","","",""
"Ja","2014","46-65","3","","","",""
"Ja","2014","46-65","4","","","",""
"Ja","2014","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","66","2","","","",""
"Ja","2014","66","3","","","",""
"Ja","2014","66","4","","","",""
"Ja","2014","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","17-29","2","","","",""
"Nein","2014","17-29","3","","","",""
"Nein","2014","17-29","4","","","",""
"Nein","2014","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","30-45","2","","","",""
"Nein","2014","30-45","3","","","",""
"Nein","2014","30-45","4","","","",""
"Nein","2014","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","46-65","2","","","",""
"Nein","2014","46-65","3","","","",""
"Nein","2014","46-65","4","","","",""
"Nein","2014","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","66","2","","","",""
"Nein","2014","66","3","","","",""
"Nein","2014","66","4","","","",""
"Nein","2014","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","17-29","1 Einkommensschwächstes Quintil","35","0.0287301471616604","0.0182177658956518","0.039242528427669"
"Ja","2015","17-29","2","31","0.0546146954973161","0.0385022821916197","0.0707271088030125"
"Ja","2015","17-29","3","22","","",""
"Ja","2015","17-29","4","26","","",""
"Ja","2015","17-29","5 Einkommensstärkstes Quintil","12","","",""
"Ja","2015","30-45","1 Einkommensschwächstes Quintil","121","0.130557188200454","0.109121576096373","0.151992800304535"
"Ja","2015","30-45","2","140","0.14027149573547","0.121956086423319","0.158586905047621"
"Ja","2015","30-45","3","126","0.0940972613969091","0.0787153847521424","0.109479138041676"
"Ja","2015","30-45","4","153","0.0900179463179051","0.0766046922672995","0.103431200368511"
"Ja","2015","30-45","5 Einkommensstärkstes Quintil","128","0.0802389545915435","0.0680011667201902","0.0924767424628968"
"Ja","2015","46-65","1 Einkommensschwächstes Quintil","398","0.372496818712316","0.345187925604799","0.399805711819834"
"Ja","2015","46-65","2","381","0.322154777122065","0.296331858406724","0.347977695837407"
"Ja","2015","46-65","3","397","0.32841006038692","0.30373007812317","0.353090042650669"
"Ja","2015","46-65","4","607","0.331457573981102","0.311005170849056","0.351909977113147"
"Ja","2015","46-65","5 Einkommensstärkstes Quintil","825","0.299565820301145","0.283144240740101","0.31598739986219"
"Ja","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","66","2","","","",""
"Ja","2015","66","3","","","",""
"Ja","2015","66","4","","","",""
"Ja","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","17-29","1 Einkommensschwächstes Quintil","935","0.97126985283834","0.960757471572331","0.981782234104348"
"Nein","2015","17-29","2","733","0.945385304502684","0.929272891196987","0.96149771780838"
"Nein","2015","17-29","3","675","0.977590511736111","0.966602321732528","0.988578701739695"
"Nein","2015","17-29","4","767","0.968964665880164","0.956895043567234","0.981034288193093"
"Nein","2015","17-29","5 Einkommensstärkstes Quintil","687","0.983173001908772","0.973637846012327","0.992708157805218"
"Nein","2015","30-45","1 Einkommensschwächstes Quintil","828","0.869442811799546","0.848007199695464","0.890878423903627"
"Nein","2015","30-45","2","1241","0.85972850426453","0.841413094952379","0.878043913576681"
"Nein","2015","30-45","3","1258","0.905902738603091","0.890520861958324","0.921284615247858"
"Nein","2015","30-45","4","1596","0.909982053682095","0.896568799631489","0.9233953077327"
"Nein","2015","30-45","5 Einkommensstärkstes Quintil","1765","0.919761045408457","0.907523257537103","0.93199883327981"
"Nein","2015","46-65","1 Einkommensschwächstes Quintil","806","0.627503181287684","0.600194288180167","0.654812074395201"
"Nein","2015","46-65","2","877","0.677845222877935","0.652022304162593","0.703668141593276"
"Nein","2015","46-65","3","994","0.67158993961308","0.646909957349331","0.69626992187683"
"Nein","2015","46-65","4","1428","0.668542426018898","0.648090022886853","0.688994829150944"
"Nein","2015","46-65","5 Einkommensstärkstes Quintil","2164","0.700434179698855","0.68401260013781","0.716855759259899"
"Nein","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","66","2","","","",""
"Nein","2015","66","3","","","",""
"Nein","2015","66","4","","","",""
"Nein","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","17-29","2","","","",""
"Ja","2016","17-29","3","","","",""
"Ja","2016","17-29","4","","","",""
"Ja","2016","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","30-45","2","","","",""
"Ja","2016","30-45","3","","","",""
"Ja","2016","30-45","4","","","",""
"Ja","2016","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","46-65","2","","","",""
"Ja","2016","46-65","3","","","",""
"Ja","2016","46-65","4","","","",""
"Ja","2016","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","66","2","","","",""
"Ja","2016","66","3","","","",""
"Ja","2016","66","4","","","",""
"Ja","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","17-29","2","","","",""
"Nein","2016","17-29","3","","","",""
"Nein","2016","17-29","4","","","",""
"Nein","2016","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","30-45","2","","","",""
"Nein","2016","30-45","3","","","",""
"Nein","2016","30-45","4","","","",""
"Nein","2016","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","46-65","2","","","",""
"Nein","2016","46-65","3","","","",""
"Nein","2016","46-65","4","","","",""
"Nein","2016","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","66","2","","","",""
"Nein","2016","66","3","","","",""
"Nein","2016","66","4","","","",""
"Nein","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","17-29","1 Einkommensschwächstes Quintil","33","0.0332856179702848","0.0211693338902278","0.0454019020503418"
"Ja","2017","17-29","2","21","","",""
"Ja","2017","17-29","3","22","","",""
"Ja","2017","17-29","4","29","","",""
"Ja","2017","17-29","5 Einkommensstärkstes Quintil","22","","",""
"Ja","2017","30-45","1 Einkommensschwächstes Quintil","109","0.153760428443669","0.128717340106181","0.178803516781157"
"Ja","2017","30-45","2","124","0.131491557822059","0.112283072452044","0.150700043192074"
"Ja","2017","30-45","3","128","0.106766309813525","0.0899273020218211","0.123605317605229"
"Ja","2017","30-45","4","165","0.0933999199964818","0.0797428989289419","0.107056941064022"
"Ja","2017","30-45","5 Einkommensstärkstes Quintil","189","0.0749300588185118","0.0640150359803576","0.0858450816566661"
"Ja","2017","46-65","1 Einkommensschwächstes Quintil","388","0.38903605060806","0.360080163983731","0.417991937232388"
"Ja","2017","46-65","2","374","0.343097033452034","0.316522726384598","0.36967134051947"
"Ja","2017","46-65","3","418","0.287868456664829","0.264947938802112","0.310788974527546"
"Ja","2017","46-65","4","743","0.327694066175664","0.309028030373949","0.346360101977379"
"Ja","2017","46-65","5 Einkommensstärkstes Quintil","1062","0.311389111587156","0.296528648985043","0.326249574189269"
"Ja","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","66","2","","","",""
"Ja","2017","66","3","","","",""
"Ja","2017","66","4","","","",""
"Ja","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","17-29","1 Einkommensschwächstes Quintil","809","0.966714382029715","0.954598097949658","0.978830666109772"
"Nein","2017","17-29","2","794","0.970571634181833","0.958968744664119","0.982174523699548"
"Nein","2017","17-29","3","707","0.966504364902892","0.953443247144091","0.979565482661694"
"Nein","2017","17-29","4","959","0.966330447226301","0.955083073543423","0.977577820909179"
"Nein","2017","17-29","5 Einkommensstärkstes Quintil","963","0.979819562211096","0.971038069999609","0.988601054422584"
"Nein","2017","30-45","1 Einkommensschwächstes Quintil","688","0.846239571556331","0.821196483218843","0.871282659893819"
"Nein","2017","30-45","2","1065","0.868508442177941","0.849299956807926","0.887716927547956"
"Nein","2017","30-45","3","1164","0.893233690186475","0.876394682394771","0.910072697978179"
"Nein","2017","30-45","4","1579","0.906600080003518","0.892943058935978","0.920257101071058"
"Nein","2017","30-45","5 Einkommensstärkstes Quintil","2046","0.925069941181488","0.914154918343334","0.935984964019642"
"Nein","2017","46-65","1 Einkommensschwächstes Quintil","701","0.61096394939194","0.582008062767612","0.639919836016269"
"Nein","2017","46-65","2","852","0.656902966547966","0.63032865948053","0.683477273615402"
"Nein","2017","46-65","3","1081","0.712131543335171","0.689211025472454","0.735052061197888"
"Nein","2017","46-65","4","1686","0.672305933824336","0.653639898022621","0.690971969626051"
"Nein","2017","46-65","5 Einkommensstärkstes Quintil","2668","0.688610888412844","0.673750425810731","0.703471351014957"
"Nein","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","66","2","","","",""
"Nein","2017","66","3","","","",""
"Nein","2017","66","4","","","",""
"Nein","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","17-29","2","","","",""
"Ja","2018","17-29","3","","","",""
"Ja","2018","17-29","4","","","",""
"Ja","2018","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","30-45","2","","","",""
"Ja","2018","30-45","3","","","",""
"Ja","2018","30-45","4","","","",""
"Ja","2018","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","46-65","2","","","",""
"Ja","2018","46-65","3","","","",""
"Ja","2018","46-65","4","","","",""
"Ja","2018","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","66","2","","","",""
"Ja","2018","66","3","","","",""
"Ja","2018","66","4","","","",""
"Ja","2018","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","17-29","2","","","",""
"Nein","2018","17-29","3","","","",""
"Nein","2018","17-29","4","","","",""
"Nein","2018","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","30-45","2","","","",""
"Nein","2018","30-45","3","","","",""
"Nein","2018","30-45","4","","","",""
"Nein","2018","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","46-65","2","","","",""
"Nein","2018","46-65","3","","","",""
"Nein","2018","46-65","4","","","",""
"Nein","2018","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","66","2","","","",""
"Nein","2018","66","3","","","",""
"Nein","2018","66","4","","","",""
"Nein","2018","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2019","17-29","1 Einkommensschwächstes Quintil","24","","",""
"Ja","2019","17-29","2","18","","",""
"Ja","2019","17-29","3","19","","",""
"Ja","2019","17-29","4","33","0.03989490560599","0.0275274983293275","0.0522623128826524"
"Ja","2019","17-29","5 Einkommensstärkstes Quintil","25","","",""
"Ja","2019","30-45","1 Einkommensschwächstes Quintil","61","0.112138678590566","0.0851219516685714","0.13915540551256"
"Ja","2019","30-45","2","81","0.0956774387161014","0.0745553721019564","0.116799505330246"
"Ja","2019","30-45","3","95","0.109120013063674","0.0890921295573872","0.12914789656996"
"Ja","2019","30-45","4","164","0.10203165175097","0.0871535507729029","0.116909752729037"
"Ja","2019","30-45","5 Einkommensstärkstes Quintil","223","0.0913148138962629","0.0800412386447825","0.102588389147743"
"Ja","2019","46-65","1 Einkommensschwächstes Quintil","300","0.423680662485832","0.389859223449572","0.457502101522093"
"Ja","2019","46-65","2","336","0.348492671514492","0.319048076988664","0.377937266040319"
"Ja","2019","46-65","3","378","0.349351348992774","0.322454652947623","0.376248045037925"
"Ja","2019","46-65","4","712","0.319390761205397","0.300491887083902","0.338289635326892"
"Ja","2019","46-65","5 Einkommensstärkstes Quintil","1422","0.316600297644737","0.303785168875428","0.329415426414046"
"Ja","2019","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2019","66","2","","","",""
"Ja","2019","66","3","","","",""
"Ja","2019","66","4","","","",""
"Ja","2019","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2019","17-29","1 Einkommensschwächstes Quintil","633","0.945909756328604","0.928613594993377","0.963205917663831"
"Nein","2019","17-29","2","564","0.968910868048125","0.954810423322969","0.983011312773282"
"Nein","2019","17-29","3","582","0.961486978620057","0.94610237349004","0.976871583750075"
"Nein","2019","17-29","4","929","0.96010509439401","0.947737687117348","0.972472501670672"
"Nein","2019","17-29","5 Einkommensstärkstes Quintil","1038","0.978336148860716","0.969584430351955","0.987087867369478"
"Nein","2019","30-45","1 Einkommensschwächstes Quintil","463","0.887861321409434","0.86084459448744","0.914878048331429"
"Nein","2019","30-45","2","664","0.904322561283899","0.883200494669754","0.925444627898043"
"Nein","2019","30-45","3","836","0.890879986936326","0.87085210343004","0.910907870442613"
"Nein","2019","30-45","4","1426","0.89796834824903","0.883090247270963","0.912846449227097"
