year,pgisced97,sampreg,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Primary Level,West,Western Asia,0.25439,209,588,0.21916,0.28963
1990,Lower Secondary Level,West,Germany,0.85355,1614,2344,0.83923,0.86786
1990,Lower Secondary Level,West,Southern Europe,0.03740,384,2344,0.02972,0.04508
1990,Lower Secondary Level,West,Western Asia,0.03720,309,2344,0.02954,0.04487
1990,Lower Secondary Level,West,Eastern Europe,0.02224,37,2344,0.01627,0.02821
1990,Lower Secondary Level,East,Germany,0.96632,498,498,0.95046,0.98218
1990,Upper Secondary Level,West,Germany,0.91663,3736,4328,0.90840,0.92487
1990,Upper Secondary Level,West,Southern Europe,0.01601,332,4328,0.01227,0.01975
1990,Upper Secondary Level,West,Western Asia,0.01181,203,4328,0.00859,0.01503
1990,Upper Secondary Level,West,Eastern Europe,0.01461,57,4328,0.01103,0.01819
1990,Upper Secondary Level,East,Germany,0.96993,2461,2461,0.96318,0.97668
1990,Post-secondary Non-tertiary Level,West,Germany,0.86489,198,240,0.82155,0.90823
1990,Post-secondary Non-tertiary Level,West,Western Asia,0.05251,42,240,0.02423,0.08079
1990,Post-secondary Non-tertiary Level,East,Germany,0.93790,77,77,0.88364,0.99216
1990,First Stage of Tertiary Education,West,Germany,0.92033,465,465,0.89570,0.94497
1990,First Stage of Tertiary Education,East,Germany,0.94748,245,245,0.91949,0.97547
1990,Second Stage of Tertiary Education,West,Germany,0.90757,609,609,0.88454,0.93059
1990,Second Stage of Tertiary Education,East,Germany,0.95774,955,955,0.94498,0.97051
1991,Pre-primary Level,West,Germany,0.92080,131,131,0.87438,0.96722
1991,Primary Level,West,Germany,0.36715,87,575,0.32772,0.40659
1991,Primary Level,West,Southern Europe,0.27694,282,575,0.24034,0.31355
1991,Primary Level,West,Western Asia,0.26815,206,575,0.23191,0.30439
1991,Primary Level,East,Germany,0.88544,36,36,0.77993,0.99096
1991,Lower Secondary Level,West,Germany,0.84228,1574,2289,0.82734,0.85721
1991,Lower Secondary Level,West,Southern Europe,0.04006,363,2289,0.03202,0.04810
1991,Lower Secondary Level,West,Western Asia,0.04338,312,2289,0.03504,0.05173
1991,Lower Secondary Level,West,Eastern Europe,0.02413,40,2289,0.01784,0.03041
1991,Lower Secondary Level,East,Germany,0.95946,437,437,0.94095,0.97797
1991,Upper Secondary Level,West,Germany,0.91264,3755,4343,0.90424,0.92104
1991,Upper Secondary Level,West,Southern Europe,0.01703,327,4343,0.01318,0.02087
1991,Upper Secondary Level,West,Western Asia,0.01290,203,4343,0.00955,0.01626
1991,Upper Secondary Level,West,Eastern Europe,0.01461,58,4343,0.01104,0.01817
1991,Upper Secondary Level,East,Germany,0.96593,2286,2286,0.95850,0.97337
1991,Post-secondary Non-tertiary Level,West,Germany,0.85714,211,285,0.81645,0.89784
1991,Post-secondary Non-tertiary Level,West,Southern Europe,0.03554,32,285,0.01401,0.05707
1991,Post-secondary Non-tertiary Level,West,Western Asia,0.05450,42,285,0.02810,0.08090
1991,Post-secondary Non-tertiary Level,East,Germany,0.90756,67,67,0.83768,0.97744
1991,First Stage of Tertiary Education,West,Germany,0.91391,471,471,0.88855,0.93927
1991,First Stage of Tertiary Education,East,Germany,0.94697,227,227,0.91775,0.97618
1991,Second Stage of Tertiary Education,West,Germany,0.90733,635,635,0.88476,0.92990
1991,Second Stage of Tertiary Education,East,Germany,0.95093,917,917,0.93695,0.96492
1992,Pre-primary Level,West,Germany,0.91957,130,130,0.87264,0.96650
1992,Pre-primary Level,East,Germany,0.95790,43,43,0.89716,1.01863
1992,Primary Level,West,Germany,0.35102,96,569,0.31177,0.39027
1992,Primary Level,West,Southern Europe,0.29044,267,569,0.25310,0.32777
1992,Primary Level,West,Western Asia,0.28362,206,569,0.24655,0.32069
1992,Lower Secondary Level,West,Germany,0.83016,1527,2219,0.81454,0.84579
1992,Lower Secondary Level,West,Southern Europe,0.04557,349,2219,0.03689,0.05425
1992,Lower Secondary Level,West,Western Asia,0.04659,302,2219,0.03782,0.05536
1992,Lower Secondary Level,West,Eastern Europe,0.02513,41,2219,0.01862,0.03165
1992,Lower Secondary Level,East,Germany,0.95707,436,436,0.93802,0.97612
1992,Upper Secondary Level,West,Germany,0.90975,3723,4304,0.90118,0.91831
1992,Upper Secondary Level,West,Southern Europe,0.01950,318,4304,0.01537,0.02363
1992,Upper Secondary Level,West,Western Asia,0.01417,204,4304,0.01064,0.01770
1992,Upper Secondary Level,West,Eastern Europe,0.01474,59,4304,0.01114,0.01834
1992,Upper Secondary Level,East,Germany,0.96381,2150,2150,0.95592,0.97171
1992,Post-secondary Non-tertiary Level,West,Germany,0.84807,223,296,0.80711,0.88904
1992,Post-secondary Non-tertiary Level,West,Southern Europe,0.03843,31,296,0.01649,0.06037
1992,Post-secondary Non-tertiary Level,West,Western Asia,0.05878,42,296,0.03194,0.08562
1992,Post-secondary Non-tertiary Level,East,Germany,0.91602,64,64,0.84753,0.98451
1992,First Stage of Tertiary Education,West,Germany,0.91128,482,482,0.88587,0.93669
1992,First Stage of Tertiary Education,East,Germany,0.94467,221,221,0.91446,0.97488
1992,Second Stage of Tertiary Education,West,Germany,0.90499,646,646,0.88236,0.92762
1992,Second Stage of Tertiary Education,East,Germany,0.94438,878,878,0.92921,0.95955
1993,Pre-primary Level,West,Germany,0.93070,116,116,0.88428,0.97712
1993,Pre-primary Level,East,Germany,0.98027,59,59,0.94448,1.01606
1993,Primary Level,West,Germany,0.34770,94,556,0.30807,0.38732
1993,Primary Level,West,Southern Europe,0.29707,265,556,0.25905,0.33508
1993,Primary Level,West,Western Asia,0.27429,197,556,0.23717,0.31141
1993,Lower Secondary Level,West,Germany,0.82669,1487,2154,0.81070,0.84267
1993,Lower Secondary Level,West,Southern Europe,0.04749,333,2154,0.03851,0.05647
1993,Lower Secondary Level,West,Western Asia,0.05088,295,2154,0.04160,0.06016
1993,Lower Secondary Level,West,Eastern Europe,0.02507,39,2154,0.01847,0.03168
1993,Lower Secondary Level,East,Germany,0.95666,408,408,0.93687,0.97644
1993,Upper Secondary Level,West,Germany,0.90368,3751,4327,0.89488,0.91247
1993,Upper Secondary Level,West,Southern Europe,0.02228,324,4327,0.01788,0.02667
1993,Upper Secondary Level,West,Western Asia,0.01442,190,4327,0.01087,0.01797
1993,Upper Secondary Level,West,Eastern Europe,0.01539,62,4327,0.01172,0.01905
1993,Upper Secondary Level,East,Germany,0.96181,2074,2074,0.95356,0.97006
1993,Post-secondary Non-tertiary Level,West,Germany,0.83902,224,267,0.79486,0.88319
1993,Post-secondary Non-tertiary Level,West,Western Asia,0.06383,43,267,0.03445,0.09320
1993,Post-secondary Non-tertiary Level,East,Germany,0.91423,66,66,0.84615,0.98231
1993,First Stage of Tertiary Education,West,Germany,0.90416,470,470,0.87752,0.93080
1993,First Stage of Tertiary Education,East,Germany,0.95062,216,216,0.92165,0.97958
1993,Second Stage of Tertiary Education,West,Germany,0.88853,666,666,0.86461,0.91245
1993,Second Stage of Tertiary Education,East,Germany,0.95091,839,839,0.93628,0.96553
1994,Pre-primary Level,West,Germany,0.94002,144,144,0.90110,0.97894
1994,Pre-primary Level,East,Germany,0.95900,82,82,0.91582,1.00218
1994,Primary Level,West,Germany,0.32907,81,513,0.28837,0.36977
1994,Primary Level,West,Southern Europe,0.32329,252,513,0.28278,0.36381
1994,Primary Level,West,Western Asia,0.27578,180,513,0.23707,0.31449
1994,Lower Secondary Level,West,Germany,0.82436,1397,2000,0.80768,0.84104
1994,Lower Secondary Level,West,Southern Europe,0.05030,310,2000,0.04072,0.05988
1994,Lower Secondary Level,West,Western Asia,0.04992,256,2000,0.04037,0.05946
1994,Lower Secondary Level,West,Eastern Europe,0.02561,37,2000,0.01868,0.03253
1994,Lower Secondary Level,East,Germany,0.95343,387,387,0.93241,0.97445
1994,Upper Secondary Level,West,Germany,0.89997,3730,4289,0.89099,0.90895
1994,Upper Secondary Level,West,Southern Europe,0.02336,306,4289,0.01884,0.02788
1994,Upper Secondary Level,West,Western Asia,0.01565,190,4289,0.01194,0.01937
1994,Upper Secondary Level,West,Eastern Europe,0.01528,63,4289,0.01161,0.01896
1994,Upper Secondary Level,East,Germany,0.95723,2020,2020,0.94840,0.96606
1994,Post-secondary Non-tertiary Level,West,Germany,0.85244,235,272,0.81022,0.89467
1994,Post-secondary Non-tertiary Level,West,Western Asia,0.05846,37,272,0.03053,0.08639
1994,Post-secondary Non-tertiary Level,East,Germany,0.91757,70,70,0.85268,0.98246
1994,First Stage of Tertiary Education,West,Germany,0.89802,467,467,0.87054,0.92549
1994,First Stage of Tertiary Education,East,Germany,0.94396,225,225,0.91384,0.97408
1994,Second Stage of Tertiary Education,West,Germany,0.89143,707,707,0.86848,0.91438
1994,Second Stage of Tertiary Education,East,Germany,0.93944,822,822,0.92312,0.95575
1995,Pre-primary Level,West,Germany,0.83945,155,155,0.78147,0.89743
1995,Pre-primary Level,East,Germany,0.96457,94,94,0.92699,1.00214
1995,Primary Level,West,Germany,0.29322,68,474,0.25219,0.33425
1995,Primary Level,West,Southern Europe,0.31794,241,474,0.27598,0.35991
1995,Primary Level,West,Western Asia,0.25712,165,474,0.21773,0.29651
1995,Lower Secondary Level,West,Germany,0.80342,1349,1996,0.78598,0.82086
1995,Lower Secondary Level,West,Southern Europe,0.04464,291,1996,0.03557,0.05370
1995,Lower Secondary Level,West,Western Asia,0.04587,249,1996,0.03669,0.05505
1995,Lower Secondary Level,West,Eastern Europe,0.04673,107,1996,0.03746,0.05599
1995,Lower Secondary Level,East,Germany,0.94996,363,363,0.92750,0.97242
1995,Upper Secondary Level,West,Germany,0.88087,3760,4510,0.87141,0.89032
1995,Upper Secondary Level,West,Southern Europe,0.02285,308,4510,0.01849,0.02721
1995,Upper Secondary Level,West,Central Asia,0.00333,32,4510,0.00165,0.00501
1995,Upper Secondary Level,West,Western Asia,0.01411,186,4510,0.01067,0.01756
1995,Upper Secondary Level,West,Eastern Europe,0.03177,191,4510,0.02666,0.03689
1995,Upper Secondary Level,West,Western Europe,0.00940,33,4510,0.00659,0.01222
1995,Upper Secondary Level,East,Germany,0.95690,1980,1980,0.94795,0.96584
1995,Post-secondary Non-tertiary Level,West,Germany,0.75031,251,348,0.70477,0.79585
1995,Post-secondary Non-tertiary Level,West,Western Asia,0.05398,40,348,0.03020,0.07776
1995,Post-secondary Non-tertiary Level,West,Eastern Europe,0.08950,57,348,0.05946,0.11954
1995,Post-secondary Non-tertiary Level,East,Germany,0.92419,66,66,0.85984,0.98854
1995,First Stage of Tertiary Education,West,Germany,0.90071,477,477,0.87385,0.92758
1995,First Stage of Tertiary Education,East,Germany,0.94061,222,222,0.90944,0.97177
1995,Second Stage of Tertiary Education,West,Germany,0.83884,761,843,0.81400,0.86367
1995,Second Stage of Tertiary Education,West,Southern Europe,0.02391,33,843,0.01359,0.03423
1995,Second Stage of Tertiary Education,West,Eastern Europe,0.04037,49,843,0.02707,0.05366
1995,Second Stage of Tertiary Education,East,Germany,0.94111,800,800,0.92478,0.95743
1996,Pre-primary Level,West,Germany,0.86695,167,167,0.81529,0.91862
1996,Pre-primary Level,East,Germany,0.97159,97,97,0.93835,1.00482
1996,Primary Level,West,Germany,0.29092,61,437,0.24829,0.33355
1996,Primary Level,West,Southern Europe,0.33247,223,437,0.28825,0.37669
1996,Primary Level,West,Western Asia,0.24828,153,437,0.20773,0.28883
1996,Lower Secondary Level,West,Germany,0.80148,1309,1912,0.78359,0.81936
1996,Lower Secondary Level,West,Southern Europe,0.04595,269,1912,0.03656,0.05533
1996,Lower Secondary Level,West,Western Asia,0.04673,232,1912,0.03727,0.05619
1996,Lower Secondary Level,West,Eastern Europe,0.04681,102,1912,0.03734,0.05629
1996,Lower Secondary Level,East,Germany,0.94182,351,351,0.91730,0.96635
1996,Upper Secondary Level,West,Germany,0.88269,3725,4451,0.87323,0.89214
1996,Upper Secondary Level,West,Southern Europe,0.02445,296,4451,0.01991,0.02899
1996,Upper Secondary Level,West,Central Asia,0.00370,34,4451,0.00192,0.00548
1996,Upper Secondary Level,West,Western Asia,0.01457,180,4451,0.01105,0.01809
1996,Upper Secondary Level,West,Eastern Europe,0.03113,183,4451,0.02603,0.03624
1996,Upper Secondary Level,West,Western Europe,0.01036,33,4451,0.00739,0.01334
1996,Upper Secondary Level,East,Germany,0.95695,1961,1961,0.94797,0.96594
1996,Post-secondary Non-tertiary Level,West,Germany,0.76878,257,345,0.72423,0.81334
1996,Post-secondary Non-tertiary Level,West,Western Asia,0.04750,35,345,0.02502,0.06997
1996,Post-secondary Non-tertiary Level,West,Eastern Europe,0.08058,53,345,0.05182,0.10934
1996,Post-secondary Non-tertiary Level,East,Germany,0.92414,72,72,0.86255,0.98573
1996,First Stage of Tertiary Education,West,Germany,0.90001,483,483,0.87323,0.92679
1996,First Stage of Tertiary Education,East,Germany,0.94007,220,220,0.90863,0.97151
1996,Second Stage of Tertiary Education,West,Germany,0.83914,773,853,0.81447,0.86381
1996,Second Stage of Tertiary Education,West,Southern Europe,0.02599,34,853,0.01531,0.03668
1996,Second Stage of Tertiary Education,West,Eastern Europe,0.03932,46,853,0.02627,0.05237
1996,Second Stage of Tertiary Education,East,Germany,0.94344,806,806,0.92748,0.95940
1997,Pre-primary Level,West,Germany,0.87934,178,178,0.83136,0.92733
1997,Pre-primary Level,East,Germany,0.97109,109,109,0.93949,1.00269
1997,Primary Level,West,Germany,0.28676,62,415,0.24320,0.33033
1997,Primary Level,West,Southern Europe,0.34478,211,415,0.29899,0.39056
1997,Primary Level,West,Western Asia,0.26145,142,415,0.21912,0.30378
1997,Lower Secondary Level,West,Germany,0.79825,1303,1876,0.78008,0.81641
1997,Lower Secondary Level,West,Southern Europe,0.04699,259,1876,0.03741,0.05657
1997,Lower Secondary Level,West,Western Asia,0.04309,212,1876,0.03390,0.05229
1997,Lower Secondary Level,West,Eastern Europe,0.05188,102,1876,0.04184,0.06192
1997,Lower Secondary Level,East,Germany,0.93882,335,335,0.91312,0.96452
1997,Upper Secondary Level,West,Germany,0.88046,3665,4374,0.87084,0.89007
1997,Upper Secondary Level,West,Southern Europe,0.02523,280,4374,0.02058,0.02988
1997,Upper Secondary Level,West,Central Asia,0.00421,36,4374,0.00229,0.00612
1997,Upper Secondary Level,West,Western Asia,0.01527,176,4374,0.01164,0.01891
1997,Upper Secondary Level,West,Eastern Europe,0.03408,186,4374,0.02870,0.03946
1997,Upper Secondary Level,West,Western Europe,0.01022,31,4374,0.00724,0.01320
1997,Upper Secondary Level,East,Germany,0.95870,1919,1919,0.94980,0.96761
1997,Post-secondary Non-tertiary Level,West,Germany,0.77775,253,331,0.73289,0.82261
1997,Post-secondary Non-tertiary Level,West,Western Asia,0.04484,32,331,0.02251,0.06717
1997,Post-secondary Non-tertiary Level,West,Eastern Europe,0.07529,46,331,0.04682,0.10376
1997,Post-secondary Non-tertiary Level,East,Germany,0.92213,70,70,0.85890,0.98536
1997,First Stage of Tertiary Education,West,Germany,0.91535,480,480,0.89042,0.94028
1997,First Stage of Tertiary Education,East,Germany,0.93096,220,220,0.89739,0.96454
1997,Second Stage of Tertiary Education,West,Germany,0.84186,778,860,0.81746,0.86626
1997,Second Stage of Tertiary Education,West,Southern Europe,0.02516,34,860,0.01469,0.03563
1997,Second Stage of Tertiary Education,West,Eastern Europe,0.04190,48,860,0.02850,0.05530
1997,Second Stage of Tertiary Education,East,Germany,0.94785,808,808,0.93251,0.96319
1998,Pre-primary Level,West,Germany,0.88031,196,196,0.83475,0.92587
1998,Pre-primary Level,East,Germany,0.96879,108,108,0.93584,1.00174
1998,Primary Level,West,Germany,0.28357,72,388,0.23866,0.32848
1998,Primary Level,West,Southern Europe,0.33008,185,388,0.28323,0.37693
1998,Primary Level,West,Western Asia,0.25172,131,388,0.20848,0.29496
1998,Lower Secondary Level,West,Germany,0.80143,1518,2066,0.78423,0.81864
1998,Lower Secondary Level,West,Southern Europe,0.05087,247,2066,0.04139,0.06035
1998,Lower Secondary Level,West,Western Asia,0.04504,198,2066,0.03610,0.05399
1998,Lower Secondary Level,West,Eastern Europe,0.04888,103,2066,0.03958,0.05818
1998,Lower Secondary Level,East,Germany,0.95049,363,363,0.92815,0.97284
1998,Upper Secondary Level,West,Germany,0.88633,4141,4788,0.87734,0.89533
1998,Upper Secondary Level,West,Southern Europe,0.02526,251,4788,0.02082,0.02971
1998,Upper Secondary Level,West,Central Asia,0.00564,43,4788,0.00352,0.00777
1998,Upper Secondary Level,West,Western Asia,0.01624,160,4788,0.01266,0.01982
1998,Upper Secondary Level,West,Eastern Europe,0.03216,193,4788,0.02716,0.03716
1998,Upper Secondary Level,East,Germany,0.96573,2038,2038,0.95783,0.97363
1998,Post-secondary Non-tertiary Level,West,Germany,0.76091,307,355,0.71648,0.80535
1998,Post-secondary Non-tertiary Level,West,Eastern Europe,0.07263,48,355,0.04559,0.09966
1998,Post-secondary Non-tertiary Level,East,Germany,0.91868,65,65,0.85171,0.98564
1998,First Stage of Tertiary Education,West,Germany,0.92467,540,540,0.90239,0.94695
1998,First Stage of Tertiary Education,East,Germany,0.93177,227,227,0.89890,0.96465
1998,Second Stage of Tertiary Education,West,Germany,0.85142,938,1028,0.82967,0.87318
1998,Second Stage of Tertiary Education,West,Southern Europe,0.01989,31,1028,0.01135,0.02843
1998,Second Stage of Tertiary Education,West,Eastern Europe,0.04777,59,1028,0.03473,0.06082
1998,Second Stage of Tertiary Education,East,Germany,0.95558,841,841,0.94165,0.96952
1999,Pre-primary Level,West,Germany,0.91860,192,192,0.87982,0.95738
1999,Pre-primary Level,East,Germany,0.96824,103,103,0.93421,1.00227
1999,Primary Level,West,Germany,0.28473,74,370,0.23868,0.33077
1999,Primary Level,West,Southern Europe,0.32240,168,370,0.27471,0.37009
1999,Primary Level,West,Western Asia,0.25613,128,370,0.21160,0.30067
1999,Lower Secondary Level,West,Germany,0.80300,1469,1986,0.78551,0.82050
1999,Lower Secondary Level,West,Southern Europe,0.05143,226,1986,0.04172,0.06115
1999,Lower Secondary Level,West,Western Asia,0.04546,187,1986,0.03630,0.05463
1999,Lower Secondary Level,West,Eastern Europe,0.05460,104,1986,0.04460,0.06459
1999,Lower Secondary Level,East,Germany,0.95416,359,359,0.93249,0.97582
1999,Upper Secondary Level,West,Germany,0.88864,4120,4735,0.87968,0.89760
1999,Upper Secondary Level,West,Southern Europe,0.02434,230,4735,0.01995,0.02874
1999,Upper Secondary Level,West,Central Asia,0.00570,42,4735,0.00355,0.00784
1999,Upper Secondary Level,West,Western Asia,0.01626,153,4735,0.01266,0.01986
