year,sampreg,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,West,Central Asia,0.00451,95,8918,0.00312,0.00590
1997,West,Western Asia,0.02320,626,8918,0.02008,0.02633
1997,West,Eastern Europe,0.03330,430,8918,0.02957,0.03702
1997,West,Western Europe,0.00829,60,8918,0.00641,0.01017
1997,East,Germany,0.79594,3505,3566,0.78272,0.80917
1997,East,Eastern Europe,0.01826,61,3566,0.01386,0.02265
1998,West,Germany,0.69492,8094,10093,0.68594,0.70391
1998,West,Southern Europe,0.03096,790,10093,0.02758,0.03434
1998,West,Central Asia,0.00604,110,10093,0.00453,0.00755
1998,West,Western Asia,0.02375,583,10093,0.02078,0.02673
1998,West,Eastern Europe,0.03204,457,10093,0.02861,0.03548
1998,West,Western Europe,0.00736,59,10093,0.00569,0.00903
1998,East,Germany,0.80265,3747,3808,0.79001,0.81529
1998,East,Eastern Europe,0.01739,61,3808,0.01324,0.02154
1999,West,Germany,0.69722,7796,9674,0.68807,0.70638
1999,West,Southern Europe,0.02996,708,9674,0.02657,0.03336
1999,West,Central Asia,0.00613,103,9674,0.00457,0.00768
1999,West,Western Asia,0.02459,563,9674,0.02150,0.02768
1999,West,Eastern Europe,0.03458,448,9674,0.03094,0.03823
1999,West,Western Europe,0.00848,56,9674,0.00665,0.01031
1999,East,Germany,0.81292,3674,3733,0.80040,0.82543
1999,East,Eastern Europe,0.01691,59,3733,0.01277,0.02105
2000,West,Germany,0.69799,15104,18029,0.69129,0.70469
2000,West,Northern America,0.00167,33,18029,0.00107,0.00226
2000,West,Southern Asia,0.00129,33,18029,0.00077,0.00181
2000,West,Southern Europe,0.02628,831,18029,0.02395,0.02862
2000,West,Central Asia,0.00879,221,18029,0.00743,0.01015
2000,West,Western Asia,0.02378,724,18029,0.02155,0.02600
2000,West,Eastern Europe,0.03847,875,18029,0.03567,0.04128
2000,West,Northern Europe,0.00275,44,18029,0.00199,0.00352
2000,West,Western Europe,0.00868,133,18029,0.00733,0.01004
2000,West,Latin America and the Caribbean,0.00166,31,18029,0.00107,0.00226
2000,East,Germany,0.82281,5703,5784,0.81297,0.83265
2000,East,Eastern Europe,0.01387,81,5784,0.01085,0.01688
2001,West,Germany,0.70010,13692,16277,0.69307,0.70714
2001,West,Northern America,0.00172,31,16277,0.00108,0.00236
2001,West,Southern Asia,0.00150,31,16277,0.00091,0.00210
2001,West,Southern Europe,0.02505,740,16277,0.02265,0.02745
2001,West,Central Asia,0.01023,214,16277,0.00868,0.01177
2001,West,Western Asia,0.02439,661,16277,0.02202,0.02676
2001,West,Eastern Europe,0.03636,757,16277,0.03349,0.03924
2001,West,Northern Europe,0.00266,38,16277,0.00187,0.00346
2001,West,Western Europe,0.00834,113,16277,0.00695,0.00974
2001,East,Germany,0.83313,5313,5384,0.82317,0.84309
2001,East,Eastern Europe,0.01358,71,5384,0.01049,0.01668
2002,West,Germany,0.69860,14916,17365,0.69178,0.70543
2002,West,Northern America,0.00133,33,17365,0.00079,0.00187
2002,West,Southern Europe,0.02569,677,17365,0.02334,0.02804
2002,West,Central Asia,0.01115,198,17365,0.00959,0.01271
2002,West,Western Asia,0.02529,617,17365,0.02295,0.02763
2002,West,Eastern Europe,0.03719,737,17365,0.03438,0.04000
2002,West,Northern Europe,0.00255,46,17365,0.00180,0.00330
2002,West,Western Europe,0.00843,141,17365,0.00707,0.00979
2002,East,Germany,0.83971,5314,5381,0.82991,0.84952
2002,East,Eastern Europe,0.01316,67,5381,0.01012,0.01621
2003,West,Germany,0.69890,14307,16618,0.69193,0.70588
2003,West,Northern America,0.00136,31,16618,0.00080,0.00192
2003,West,Southern Asia,0.00196,31,16618,0.00129,0.00263
2003,West,Southern Europe,0.02457,615,16618,0.02222,0.02692
2003,West,Central Asia,0.01035,186,16618,0.00881,0.01189
2003,West,Western Asia,0.02505,564,16618,0.02268,0.02743
2003,West,Eastern Europe,0.03794,707,16618,0.03503,0.04084
2003,West,Northern Europe,0.00303,47,16618,0.00220,0.00387
2003,West,Western Europe,0.00853,130,16618,0.00714,0.00993
2003,East,Germany,0.84623,5240,5299,0.83652,0.85595
2003,East,Eastern Europe,0.01130,59,5299,0.00845,0.01415
2004,West,Germany,0.70041,13954,16174,0.69335,0.70747
2004,West,Northern America,0.00145,33,16174,0.00087,0.00204
2004,West,Southern Europe,0.02651,595,16174,0.02403,0.02898
2004,West,Central Asia,0.01150,189,16174,0.00986,0.01314
2004,West,Western Asia,0.02567,544,16174,0.02323,0.02811
2004,West,Eastern Europe,0.03732,690,16174,0.03440,0.04025
2004,West,Northern Europe,0.00284,43,16174,0.00202,0.00366
2004,West,Western Europe,0.00890,126,16174,0.00745,0.01035
2004,East,Germany,0.85224,5122,5179,0.84257,0.86191
2004,East,Eastern Europe,0.01107,57,5179,0.00822,0.01392
2005,West,Germany,0.70560,13393,15462,0.69842,0.71279
2005,West,Northern America,0.00154,31,15462,0.00092,0.00216
2005,West,Southern Europe,0.02759,549,15462,0.02501,0.03018
2005,West,Central Asia,0.01161,177,15462,0.00992,0.01330
2005,West,Western Asia,0.02587,515,15462,0.02337,0.02837
2005,West,Eastern Europe,0.03628,638,15462,0.03333,0.03923
2005,West,Northern Europe,0.00313,42,15462,0.00225,0.00401
2005,West,Western Europe,0.00896,117,15462,0.00747,0.01044
2005,East,Germany,0.85010,4938,4992,0.84020,0.86001
2005,East,Eastern Europe,0.01095,54,4992,0.00806,0.01383
2006,West,Germany,0.70660,14630,16687,0.69969,0.71351
2006,West,Northern America,0.00191,37,16687,0.00124,0.00257
2006,West,Southern Europe,0.02697,501,16687,0.02451,0.02942
2006,West,Central Asia,0.01180,190,16687,0.01016,0.01344
2006,West,Western Asia,0.02603,482,16687,0.02361,0.02845
2006,West,Eastern Europe,0.03623,680,16687,0.03339,0.03906
2006,West,Northern Europe,0.00257,40,16687,0.00181,0.00334
2006,West,Western Europe,0.00930,127,16687,0.00785,0.01076
2006,East,Germany,0.85688,5256,5316,0.84747,0.86630
2006,East,Eastern Europe,0.01056,60,5316,0.00782,0.01331
2007,West,Germany,0.71144,13718,15589,0.70433,0.71855
2007,West,Northern America,0.00171,35,15589,0.00106,0.00235
2007,West,Southern Europe,0.02924,455,15589,0.02659,0.03188
2007,West,Central Asia,0.01127,176,15589,0.00961,0.01292
2007,West,Western Asia,0.02466,422,15589,0.02223,0.02710
2007,West,Eastern Europe,0.03605,622,15589,0.03312,0.03898
2007,West,Northern Europe,0.00269,39,15589,0.00187,0.00350
2007,West,Western Europe,0.00973,122,15589,0.00819,0.01128
2007,East,Germany,0.86687,4999,5054,0.85750,0.87623
2007,East,Eastern Europe,0.01040,55,5054,0.00760,0.01320
2008,West,Germany,0.71759,12932,14607,0.71029,0.72489
2008,West,Northern America,0.00177,32,14607,0.00109,0.00245
2008,West,Southern Europe,0.03045,423,14607,0.02766,0.03323
2008,West,Central Asia,0.01155,160,14607,0.00982,0.01328
2008,West,Western Asia,0.02330,362,14607,0.02086,0.02575
2008,West,Eastern Europe,0.03433,548,14607,0.03138,0.03729
2008,West,Northern Europe,0.00306,39,14607,0.00216,0.00395
2008,West,Western Europe,0.00969,111,14607,0.00810,0.01128
2008,East,Germany,0.86507,4729,4781,0.85539,0.87476
2008,East,Eastern Europe,0.01037,52,4781,0.00750,0.01324
2009,West,Germany,0.72632,12092,13539,0.71881,0.73383
2009,West,Southern Europe,0.03018,375,13539,0.02730,0.03307
2009,West,Central Asia,0.01105,143,13539,0.00929,0.01281
2009,West,Western Asia,0.02222,304,13539,0.01974,0.02470
2009,West,Eastern Europe,0.03322,489,13539,0.03020,0.03624
2009,West,Northern Europe,0.00257,34,13539,0.00171,0.00342
2009,West,Western Europe,0.00961,102,13539,0.00797,0.01126
2009,East,Germany,0.85718,4495,4546,0.84700,0.86735
2009,East,Eastern Europe,0.00990,51,4546,0.00702,0.01277
2010,West,Germany,0.71120,15950,18770,0.70472,0.71769
2010,West,Northern Africa,0.00103,35,18770,0.00057,0.00149
2010,West,Northern America,0.00230,39,18770,0.00161,0.00298
2010,West,Southern Asia,0.00353,82,18770,0.00268,0.00438
2010,West,South-Eastern Asia,0.00161,38,18770,0.00104,0.00219
2010,West,Southern Europe,0.03351,577,18770,0.03094,0.03609
2010,West,Central Asia,0.01274,326,18770,0.01113,0.01434
2010,West,Western Asia,0.02218,527,18770,0.02007,0.02429
2010,West,Eastern Europe,0.03683,844,18770,0.03413,0.03952
2010,West,Northern Europe,0.00279,67,18770,0.00204,0.00355
2010,West,Western Europe,0.01175,158,18770,0.01020,0.01329
2010,West,Sub-Saharan Africa,0.00200,69,18770,0.00136,0.00264
2010,West,Latin America and the Caribbean,0.00316,58,18770,0.00236,0.00397
2010,East,Germany,0.86382,5381,5461,0.85472,0.87292
2010,East,Eastern Europe,0.01117,80,5461,0.00838,0.01396
2011,West,Germany,0.71289,19313,22483,0.70698,0.71881
2011,West,Northern Africa,0.00150,43,22483,0.00099,0.00200
2011,West,Northern America,0.00189,45,22483,0.00132,0.00245
2011,West,Southern Asia,0.00279,81,22483,0.00210,0.00348
2011,West,South-Eastern Asia,0.00223,50,22483,0.00161,0.00285
2011,West,Southern Europe,0.02738,596,22483,0.02525,0.02951
2011,West,Central Asia,0.01431,408,22483,0.01276,0.01586
2011,West,Western Asia,0.01894,497,22483,0.01716,0.02072
2011,West,Eastern Europe,0.04087,1036,22483,0.03828,0.04346
2011,West,Northern Europe,0.00317,81,22483,0.00243,0.00390
2011,West,Western Europe,0.01119,195,22483,0.00982,0.01257
2011,West,Sub-Saharan Africa,0.00210,72,22483,0.00150,0.00269
2011,West,Latin America and the Caribbean,0.00290,66,22483,0.00220,0.00360
2011,East,Germany,0.85373,6214,6319,0.84502,0.86244
2011,East,Eastern Europe,0.01287,105,6319,0.01009,0.01565
2012,West,Germany,0.70891,18886,21891,0.70289,0.71493
2012,West,Northern Africa,0.00113,39,21891,0.00068,0.00157
2012,West,Northern America,0.00177,42,21891,0.00121,0.00233
2012,West,Southern Asia,0.00275,70,21891,0.00205,0.00344
2012,West,South-Eastern Asia,0.00228,46,21891,0.00165,0.00291
2012,West,Southern Europe,0.02814,552,21891,0.02595,0.03033
2012,West,Central Asia,0.01549,403,21891,0.01386,0.01713
2012,West,Western Asia,0.01811,430,21891,0.01635,0.01988
2012,West,Eastern Europe,0.04467,1022,21891,0.04193,0.04740
2012,West,Northern Europe,0.00329,76,21891,0.00253,0.00405
2012,West,Western Europe,0.01285,204,21891,0.01136,0.01434
2012,West,Sub-Saharan Africa,0.00252,62,21891,0.00185,0.00318
2012,West,Latin America and the Caribbean,0.00252,59,21891,0.00185,0.00318
2012,East,Germany,0.84794,6067,6175,0.83898,0.85690
2012,East,Eastern Europe,0.01406,108,6175,0.01112,0.01700
2013,West,Germany,0.70864,18863,24930,0.70300,0.71428
2013,West,Northern Africa,0.00193,89,24930,0.00139,0.00248
2013,West,Northern America,0.00127,49,24930,0.00083,0.00171
2013,West,Southern Asia,0.00444,158,24930,0.00362,0.00527
2013,West,South-Eastern Asia,0.00274,73,24930,0.00209,0.00339
2013,West,Southern Europe,0.02581,1214,24930,0.02384,0.02778
2013,West,Central Asia,0.01562,815,24930,0.01408,0.01716
2013,West,Western Asia,0.02127,933,24930,0.01948,0.02307
2013,West,Eastern Europe,0.04333,2199,24930,0.04081,0.04586
2013,West,Northern Europe,0.00292,100,24930,0.00225,0.00359
2013,West,Western Europe,0.01021,228,24930,0.00896,0.01145
2013,West,Sub-Saharan Africa,0.00408,120,24930,0.00329,0.00487
2013,West,Latin America and the Caribbean,0.00238,89,24930,0.00178,0.00299
2013,East,Germany,0.84244,5743,6121,0.83331,0.85157
2013,East,Southern Europe,0.00214,51,6121,0.00099,0.00330
2013,East,Central Asia,0.00281,72,6121,0.00148,0.00414
2013,East,Eastern Europe,0.01864,255,6121,0.01525,0.02203
2014,West,Germany,0.71126,17028,21949,0.70527,0.71726
2014,West,Northern Africa,0.00178,63,21949,0.00122,0.00234
2014,West,Northern America,0.00172,43,21949,0.00117,0.00227
2014,West,Southern Asia,0.00505,124,21949,0.00412,0.00599
2014,West,South-Eastern Asia,0.00319,55,21949,0.00244,0.00393
2014,West,Southern Europe,0.02585,986,21949,0.02375,0.02795
2014,West,Central Asia,0.01483,653,21949,0.01323,0.01643
2014,West,Western Asia,0.02317,756,21949,0.02118,0.02516
2014,West,Eastern Europe,0.04033,1782,21949,0.03772,0.04293
2014,West,Northern Europe,0.00287,79,21949,0.00217,0.00358
2014,West,Western Europe,0.01063,202,21949,0.00927,0.01198
2014,West,Sub-Saharan Africa,0.00465,99,21949,0.00375,0.00555
2014,West,Latin America and the Caribbean,0.00346,79,21949,0.00268,0.00424
2014,East,Germany,0.83115,5294,5604,0.82134,0.84096
2014,East,Southern Europe,0.00263,39,5604,0.00129,0.00397
2014,East,Central Asia,0.00406,57,5604,0.00239,0.00572
2014,East,Eastern Europe,0.01780,214,5604,0.01434,0.02126
2015,West,Germany,0.70713,16185,21828,0.70110,0.71317
2015,West,Northern Africa,0.00219,107,21828,0.00157,0.00282
2015,West,Northern America,0.00178,50,21828,0.00122,0.00234
2015,West,Eastern Asia,0.00105,35,21828,0.00062,0.00148
2015,West,Southern Asia,0.00587,184,21828,0.00486,0.00688
2015,West,South-Eastern Asia,0.00269,56,21828,0.00201,0.00338
2015,West,Southern Europe,0.02780,1111,21828,0.02562,0.02998
2015,West,Central Asia,0.01620,611,21828,0.01453,0.01787
2015,West,Western Asia,0.02307,759,21828,0.02108,0.02506
2015,West,Eastern Europe,0.04330,2160,21828,0.04060,0.04600
2015,West,Northern Europe,0.00320,125,21828,0.00245,0.00395
2015,West,Western Europe,0.01029,219,21828,0.00895,0.01163
2015,West,Sub-Saharan Africa,0.00333,108,21828,0.00257,0.00410
2015,West,Latin America and the Caribbean,0.00335,118,21828,0.00259,0.00412
2015,East,Germany,0.82550,5047,5406,0.81538,0.83562
2015,East,Southern Europe,0.00370,59,5406,0.00208,0.00532
2015,East,Central Asia,0.00358,49,5406,0.00199,0.00518
2015,East,Eastern Europe,0.02065,251,5406,0.01686,0.02444
2016,West,Germany,0.70192,14998,22262,0.69591,0.70793
2016,West,Northern Africa,0.00230,106,22262,0.00167,0.00292
2016,West,Northern America,0.00223,45,22262,0.00161,0.00285
2016,West,Southern Asia,0.00654,460,22262,0.00548,0.00760
2016,West,South-Eastern Asia,0.00295,50,22262,0.00223,0.00366
2016,West,Southern Europe,0.02984,1032,22262,0.02761,0.03208
2016,West,Central Asia,0.01476,544,22262,0.01318,0.01635
2016,West,Western Asia,0.02573,2553,22262,0.02365,0.02781
2016,West,Eastern Europe,0.04155,1850,22262,0.03893,0.04417
2016,West,Northern Europe,0.00344,104,22262,0.00267,0.00421
2016,West,Western Europe,0.01032,191,22262,0.00900,0.01165
2016,West,Sub-Saharan Africa,0.00353,239,22262,0.00275,0.00431
2016,West,Latin America and the Caribbean,0.00374,90,22262,0.00293,0.00454
2016,East,Germany,0.81631,4749,5617,0.80618,0.82644
2016,East,Southern Asia,0.00227,119,5617,0.00103,0.00352
2016,East,Southern Europe,0.00350,57,5617,0.00195,0.00504
2016,East,Central Asia,0.00356,45,5617,0.00201,0.00512
2016,East,Western Asia,0.00495,350,5617,0.00311,0.00678
2016,East,Eastern Europe,0.01847,253,5617,0.01495,0.02199
2016,East,Sub-Saharan Africa,0.00159,44,5617,0.00055,0.00264
2017,West,Germany,0.69941,16931,24947,0.69372,0.70510
2017,West,Northern Africa,0.00194,95,24947,0.00139,0.00248
2017,West,Northern America,0.00254,42,24947,0.00192,0.00317
2017,West,Southern Asia,0.00750,605,24947,0.00643,0.00857
2017,West,South-Eastern Asia,0.00330,50,24947,0.00259,0.00401
2017,West,Southern Europe,0.03105,884,24947,0.02890,0.03320
2017,West,Central Asia,0.01291,506,24947,0.01151,0.01431
2017,West,Western Asia,0.02727,3457,24947,0.02525,0.02930
2017,West,Eastern Europe,0.03972,1726,24947,0.03730,0.04214
2017,West,Northern Europe,0.00276,100,24947,0.00211,0.00341
2017,West,Western Europe,0.01070,207,24947,0.00943,0.01198
2017,West,Sub-Saharan Africa,0.00362,249,24947,0.00288,0.00437
2017,West,Latin America and the Caribbean,0.00477,95,24947,0.00392,0.00563
2017,East,Germany,0.81021,5282,6222,0.80047,0.81996
2017,East,Southern Asia,0.00201,133,6222,0.00090,0.00312
2017,East,Southern Europe,0.00415,56,6222,0.00255,0.00575
2017,East,Central Asia,0.00350,46,6222,0.00204,0.00497
2017,East,Western Asia,0.00540,419,6222,0.00358,0.00722
2017,East,Eastern Europe,0.02023,249,6222,0.01673,0.02373
2017,East,Sub-Saharan Africa,0.00098,37,6222,0.00020,0.00176
2018,West,Germany,0.69813,16253,23722,0.69229,0.70397
2018,West,Northern Africa,0.00221,104,23722,0.00161,0.00281
2018,West,Northern America,0.00241,33,23722,0.00178,0.00303
2018,West,Southern Asia,0.00825,530,23722,0.00710,0.00940
2018,West,South-Eastern Asia,0.00309,45,23722,0.00238,0.00379
2018,West,Southern Europe,0.02910,781,23722,0.02696,0.03124
2018,West,Central Asia,0.01274,463,23722,0.01131,0.01417
2018,West,Western Asia,0.02851,3233,23722,0.02639,0.03062
2018,West,Eastern Europe,0.04136,1637,23722,0.03882,0.04389
2018,West,Northern Europe,0.00299,91,23722,0.00230,0.00369
2018,West,Western Europe,0.01300,205,23722,0.01156,0.01445
2018,West,Sub-Saharan Africa,0.00398,258,23722,0.00318,0.00478
2018,West,Latin America and the Caribbean,0.00420,89,23722,0.00338,0.00502
2018,East,Germany,0.81312,5210,6084,0.80332,0.82291
2018,East,Southern Asia,0.00315,125,6084,0.00174,0.00455
2018,East,Southern Europe,0.00452,46,6084,0.00283,0.00620
2018,East,Central Asia,0.00231,37,6084,0.00110,0.00352
2018,East,Western Asia,0.00595,413,6084,0.00402,0.00789
2018,East,Eastern Europe,0.01656,208,6084,0.01336,0.01977
2018,East,Sub-Saharan Africa,0.00185,45,6084,0.00077,0.00293
2019,West,Germany,0.69339,16812,23584,0.68750,0.69927
2019,West,Northern Africa,0.00240,87,23584,0.00178,0.00303
2019,West,Northern America,0.00317,36,23584,0.00245,0.00389
2019,West,Southern Asia,0.00722,440,23584,0.00614,0.00830
2019,West,South-Eastern Asia,0.00227,37,23584,0.00166,0.00288
2019,West,Southern Europe,0.02983,648,23584,0.02766,0.03200
2019,West,Central Asia,0.01204,382,23584,0.01065,0.01343
2019,West,Western Asia,0.02866,3073,23584,0.02653,0.03079
2019,West,Eastern Europe,0.04082,1449,23584,0.03829,0.04334
2019,West,Northern Europe,0.00304,87,23584,0.00234,0.00374
2019,West,Western Europe,0.01299,218,23584,0.01155,0.01444
2019,West,Sub-Saharan Africa,0.00459,217,23584,0.00372,0.00545
2019,West,Latin America and the Caribbean,0.00545,98,23584,0.00451,0.00639
2019,East,Germany,0.81453,5345,6090,0.80477,0.82429
2019,East,Southern Asia,0.00425,111,6090,0.00262,0.00589
2019,East,Southern Europe,0.00204,32,6090,0.00091,0.00317
2019,East,Central Asia,0.00278,39,6090,0.00146,0.00410
2019,East,Western Asia,0.00744,342,6090,0.00528,0.00960
2019,East,Eastern Europe,0.01815,182,6090,0.01480,0.02151
2019,East,Sub-Saharan Africa,0.00086,39,6090,0.00012,0.00159
2020,West,Germany,0.70155,15559,24045,0.69577,0.70734
2020,West,Northern Africa,0.00182,130,24045,0.00128,0.00236
2020,West,Northern America,0.00296,73,24045,0.00227,0.00364
2020,West,Eastern Asia,0.00049,47,24045,0.00021,0.00077
2020,West,Southern Asia,0.00784,636,24045,0.00673,0.00896
2020,West,South-Eastern Asia,0.00231,74,24045,0.00171,0.00292
2020,West,Southern Europe,0.02859,974,24045,0.02648,0.03069
2020,West,Central Asia,0.01186,356,24045,0.01049,0.01323
2020,West,Western Asia,0.02580,3189,24045,0.02380,0.02781
2020,West,Eastern Europe,0.03411,2053,24045,0.03181,0.03640
2020,West,Northern Europe,0.00274,85,24045,0.00208,0.00340
2020,West,Western Europe,0.01226,215,24045,0.01087,0.01365
2020,West,Sub-Saharan Africa,0.00552,471,24045,0.00458,0.00645
2020,West,Latin America and the Caribbean,0.00497,183,24045,0.00408,0.00586
2020,East,Germany,0.81666,4909,5858,0.80675,0.82657
2020,East,Southern Asia,0.00191,129,5858,0.00079,0.00302
2020,East,Southern Europe,0.00270,67,5858,0.00137,0.00403
2020,East,Central Asia,0.00286,35,5858,0.00149,0.00422
2020,East,Western Asia,0.00642,373,5858,0.00438,0.00847
2020,East,Eastern Europe,0.01691,293,5858,0.01361,0.02021
2020,East,Sub-Saharan Africa,0.00082,52,5858,0.00009,0.00156
2021,West,Germany,0.69357,10953,15916,0.68641,0.70073
2021,West,Northern Africa,0.00132,55,15916,0.00076,0.00189
2021,West,Northern America,0.00302,51,15916,0.00217,0.00388
2021,West,Southern Asia,0.00788,368,15916,0.00651,0.00926
2021,West,South-Eastern Asia,0.00166,31,15916,0.00103,0.00230
2021,West,Southern Europe,0.03036,476,15916,0.02770,0.03303
2021,West,Central Asia,0.01234,205,15916,0.01062,0.01405
2021,West,Western Asia,0.02627,2156,15916,0.02378,0.02875
2021,West,Eastern Europe,0.03911,1062,15916,0.03610,0.04212
2021,West,Northern Europe,0.00302,60,15916,0.00217,0.00387
2021,West,Western Europe,0.01154,158,15916,0.00988,0.01320
2021,West,Sub-Saharan Africa,0.00476,239,15916,0.00369,0.00583
2021,West,Latin America and the Caribbean,0.00418,102,15916,0.00317,0.00518
2021,East,Germany,0.79807,3410,3850,0.78539,0.81075
2021,East,Southern Asia,0.00131,32,3850,0.00017,0.00245
2021,East,Western Asia,0.00823,267,3850,0.00538,0.01109
2021,East,Eastern Europe,0.01965,141,3850,0.01526,0.02403
2022,West,Germany,0.67420,15147,22305,0.66805,0.68035
2022,West,Northern Africa,0.00196,190,22305,0.00138,0.00254
2022,West,Northern America,0.00277,138,22305,0.00208,0.00346
2022,West,Eastern Asia,0.00141,236,22305,0.00092,0.00190
2022,West,Southern Asia,0.00852,780,22305,0.00731,0.00972
2022,West,South-Eastern Asia,0.00247,206,22305,0.00182,0.00312
2022,West,Southern Europe,0.02883,849,22305,0.02663,0.03102
2022,West,Central Asia,0.01556,310,22305,0.01394,0.01719
2022,West,Western Asia,0.02761,2058,22305,0.02546,0.02976
2022,West,Eastern Europe,0.04287,1321,22305,0.04021,0.04553
2022,West,Northern Europe,0.00332,107,22305,0.00257,0.00408
2022,West,Western Europe,0.01350,221,22305,0.01199,0.01502
