year,age_gr,sampreg,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,17-29 y.,West,Western Asia,0.04857,204,2267,0.03972,0.05742
1996,17-29 y.,West,Eastern Europe,0.03198,94,2267,0.02473,0.03922
1996,17-29 y.,East,Germany,0.98439,825,825,0.97593,0.99286
1996,30-45 y.,West,Germany,0.83456,2339,3050,0.82137,0.84775
1996,30-45 y.,West,Southern Europe,0.03920,287,3050,0.03231,0.04609
1996,30-45 y.,West,Central Asia,0.00629,37,3050,0.00349,0.00910
1996,30-45 y.,West,Western Asia,0.02980,232,3050,0.02376,0.03583
1996,30-45 y.,West,Eastern Europe,0.03582,155,3050,0.02922,0.04241
1996,30-45 y.,East,Germany,0.98290,1243,1243,0.97569,0.99011
1996,46-65 y.,West,Germany,0.81900,1825,2589,0.80416,0.83383
1996,46-65 y.,West,Southern Europe,0.05156,425,2589,0.04304,0.06008
1996,46-65 y.,West,Western Asia,0.03016,218,2589,0.02357,0.03675
1996,46-65 y.,West,Eastern Europe,0.04166,121,2589,0.03396,0.04936
1996,46-65 y.,East,Germany,0.91977,1094,1134,0.90395,0.93559
1996,46-65 y.,East,Eastern Europe,0.04037,40,1134,0.02891,0.05183
1996,66 and older,West,Germany,0.88470,939,1046,0.86533,0.90406
1996,66 and older,West,Southern Europe,0.00903,48,1046,0.00330,0.01477
1996,66 and older,West,Eastern Europe,0.03959,59,1046,0.02777,0.05141
1996,66 and older,East,Germany,0.91344,382,382,0.88520,0.94167
1997,17-29 y.,West,Germany,0.83325,1726,2143,0.81746,0.84903
1997,17-29 y.,West,Southern Europe,0.03270,119,2143,0.02517,0.04023
1997,17-29 y.,West,Central Asia,0.01071,34,2143,0.00635,0.01506
1997,17-29 y.,West,Western Asia,0.04587,167,2143,0.03701,0.05472
1997,17-29 y.,West,Eastern Europe,0.03872,97,2143,0.03055,0.04689
1997,17-29 y.,East,Germany,0.98434,826,826,0.97586,0.99281
1997,30-45 y.,West,Germany,0.84052,2370,3063,0.82755,0.85349
1997,30-45 y.,West,Southern Europe,0.03879,268,3063,0.03195,0.04563
1997,30-45 y.,West,Central Asia,0.00707,40,3063,0.00410,0.01003
1997,30-45 y.,West,Western Asia,0.03050,239,3063,0.02441,0.03659
1997,30-45 y.,West,Eastern Europe,0.03552,146,3063,0.02896,0.04207
1997,30-45 y.,East,Germany,0.98381,1174,1174,0.97659,0.99103
1997,46-65 y.,West,Germany,0.81332,1805,2547,0.79818,0.82845
1997,46-65 y.,West,Southern Europe,0.05473,410,2547,0.04590,0.06357
1997,46-65 y.,West,Western Asia,0.03153,207,2547,0.02474,0.03831
1997,46-65 y.,West,Eastern Europe,0.04483,125,2547,0.03679,0.05286
1997,46-65 y.,East,Germany,0.92415,1108,1144,0.90880,0.93950
1997,46-65 y.,East,Eastern Europe,0.03816,36,1144,0.02705,0.04927
1997,66 and older,West,Germany,0.88696,952,1071,0.86798,0.90593
1997,66 and older,West,Southern Europe,0.01182,57,1071,0.00534,0.01829
1997,66 and older,West,Eastern Europe,0.04324,62,1071,0.03105,0.05543
1997,66 and older,East,Germany,0.91135,397,397,0.88336,0.93935
1998,17-29 y.,West,Germany,0.84538,1869,2245,0.83042,0.86034
1998,17-29 y.,West,Southern Europe,0.02645,94,2245,0.01981,0.03309
1998,17-29 y.,West,Central Asia,0.01544,41,2245,0.01034,0.02055
1998,17-29 y.,West,Western Asia,0.04315,143,2245,0.03475,0.05156
1998,17-29 y.,West,Eastern Europe,0.03809,98,2245,0.03017,0.04601
1998,17-29 y.,East,Germany,0.98252,861,861,0.97376,0.99128
1998,30-45 y.,West,Germany,0.84189,2802,3478,0.82977,0.85402
1998,30-45 y.,West,Southern Europe,0.03944,251,3478,0.03297,0.04591
1998,30-45 y.,West,Central Asia,0.00979,45,3478,0.00651,0.01306
1998,30-45 y.,West,Western Asia,0.03374,234,3478,0.02774,0.03974
1998,30-45 y.,West,Eastern Europe,0.03484,146,3478,0.02874,0.04093
1998,30-45 y.,East,Germany,0.99282,1240,1240,0.98812,0.99752
1998,46-65 y.,West,Germany,0.81700,2253,2978,0.80311,0.83089
1998,46-65 y.,West,Southern Europe,0.05736,392,2978,0.04901,0.06572
1998,46-65 y.,West,Western Asia,0.03196,192,2978,0.02565,0.03828
1998,46-65 y.,West,Eastern Europe,0.03986,141,2978,0.03283,0.04689
1998,46-65 y.,East,Germany,0.93400,1209,1243,0.92020,0.94781
1998,46-65 y.,East,Eastern Europe,0.03526,34,1243,0.02500,0.04552
1998,66 and older,West,Germany,0.88961,1170,1295,0.87254,0.90668
1998,66 and older,West,Southern Europe,0.01240,53,1295,0.00637,0.01843
1998,66 and older,West,Eastern Europe,0.04455,72,1295,0.03330,0.05579
1998,66 and older,East,Germany,0.92207,437,437,0.89690,0.94723
1999,17-29 y.,West,Germany,0.85755,1779,2104,0.84261,0.87249
1999,17-29 y.,West,Southern Europe,0.02457,75,2104,0.01796,0.03119
1999,17-29 y.,West,Central Asia,0.01728,42,2104,0.01171,0.02285
1999,17-29 y.,West,Western Asia,0.03693,111,2104,0.02887,0.04500
1999,17-29 y.,West,Eastern Europe,0.04055,97,2104,0.03212,0.04898
1999,17-29 y.,East,Germany,0.98278,826,826,0.97390,0.99166
1999,30-45 y.,West,Germany,0.84387,2755,3397,0.83166,0.85607
1999,30-45 y.,West,Southern Europe,0.03564,215,3397,0.02941,0.04188
1999,30-45 y.,West,Central Asia,0.00922,40,3397,0.00601,0.01243
1999,30-45 y.,West,Western Asia,0.03885,254,3397,0.03235,0.04535
1999,30-45 y.,West,Eastern Europe,0.03309,133,3397,0.02708,0.03911
1999,30-45 y.,East,Germany,0.99303,1218,1218,0.98836,0.99770
1999,46-65 y.,West,Germany,0.82006,2157,2835,0.80592,0.83421
1999,46-65 y.,West,Southern Europe,0.05716,363,2835,0.04861,0.06571
1999,46-65 y.,West,Western Asia,0.03251,177,2835,0.02598,0.03904
1999,46-65 y.,West,Eastern Europe,0.04347,138,2835,0.03597,0.05098
1999,46-65 y.,East,Germany,0.94452,1184,1184,0.93147,0.95756
1999,66 and older,West,Germany,0.88278,1105,1240,0.86486,0.90069
1999,66 and older,West,Southern Europe,0.01404,55,1240,0.00749,0.02059
1999,66 and older,West,Eastern Europe,0.05469,80,1240,0.04203,0.06735
1999,66 and older,East,Germany,0.92046,446,446,0.89532,0.94560
2000,17-29 y.,West,Germany,0.83027,2806,3296,0.81745,0.84309
2000,17-29 y.,West,Southern Europe,0.02752,98,3296,0.02193,0.03310
2000,17-29 y.,West,Central Asia,0.02253,78,3296,0.01747,0.02760
2000,17-29 y.,West,Western Asia,0.03650,132,3296,0.03010,0.04291
2000,17-29 y.,West,Eastern Europe,0.05335,182,3296,0.04567,0.06102
2000,17-29 y.,East,Germany,0.98025,1185,1185,0.97233,0.98818
2000,30-45 y.,West,Germany,0.83802,5190,6204,0.82885,0.84719
2000,30-45 y.,West,Southern Europe,0.03188,263,6204,0.02751,0.03625
2000,30-45 y.,West,Central Asia,0.01502,102,6204,0.01200,0.01805
2000,30-45 y.,West,Western Asia,0.03883,339,6204,0.03402,0.04364
2000,30-45 y.,West,Eastern Europe,0.03836,266,6204,0.03358,0.04314
2000,30-45 y.,West,Western Europe,0.01145,44,6204,0.00880,0.01410
2000,30-45 y.,East,Germany,0.98810,1800,1800,0.98309,0.99311
2000,46-65 y.,West,Germany,0.83509,4693,5689,0.82544,0.84473
2000,46-65 y.,West,Southern Europe,0.04566,402,5689,0.04023,0.05108
2000,46-65 y.,West,Central Asia,0.00452,32,5689,0.00278,0.00626
2000,46-65 y.,West,Western Asia,0.02955,225,5689,0.02515,0.03395
2000,46-65 y.,West,Eastern Europe,0.04688,280,5689,0.04139,0.05238
2000,46-65 y.,West,Western Europe,0.01361,57,5689,0.01060,0.01662
2000,46-65 y.,East,Germany,0.96597,1891,1928,0.95787,0.97406
2000,46-65 y.,East,Eastern Europe,0.01985,37,1928,0.01362,0.02608
2000,66 and older,West,Germany,0.90185,2415,2630,0.89048,0.91323
2000,66 and older,West,Southern Europe,0.01315,68,2630,0.00879,0.01750
2000,66 and older,West,Eastern Europe,0.05409,147,2630,0.04544,0.06274
2000,66 and older,East,Germany,0.93809,827,859,0.92197,0.95422
2000,66 and older,East,Eastern Europe,0.03708,32,859,0.02444,0.04972
2001,17-29 y.,West,Germany,0.82827,2511,2923,0.81459,0.84194
2001,17-29 y.,West,Southern Europe,0.02117,69,2923,0.01595,0.02639
2001,17-29 y.,West,Central Asia,0.02895,76,2923,0.02287,0.03503
2001,17-29 y.,West,Western Asia,0.03476,104,2923,0.02812,0.04141
2001,17-29 y.,West,Eastern Europe,0.05516,163,2923,0.04688,0.06344
2001,17-29 y.,East,Germany,0.97965,1091,1091,0.97127,0.98804
2001,30-45 y.,West,Germany,0.83823,4652,5578,0.82857,0.84790
2001,30-45 y.,West,Southern Europe,0.03276,246,5578,0.02809,0.03743
2001,30-45 y.,West,Central Asia,0.01634,94,5578,0.01302,0.01967
2001,30-45 y.,West,Western Asia,0.04343,328,5578,0.03808,0.04878
2001,30-45 y.,West,Eastern Europe,0.03551,226,5578,0.03065,0.04037
2001,30-45 y.,West,Western Europe,0.00933,32,5578,0.00680,0.01185
2001,30-45 y.,East,Germany,0.99290,1637,1637,0.98883,0.99697
2001,46-65 y.,West,Germany,0.84130,4259,5134,0.83130,0.85130
2001,46-65 y.,West,Southern Europe,0.04223,351,5134,0.03673,0.04773
2001,46-65 y.,West,Central Asia,0.00612,36,5134,0.00399,0.00825
2001,46-65 y.,West,Western Asia,0.02807,196,5134,0.02355,0.03259
2001,46-65 y.,West,Eastern Europe,0.04419,241,5134,0.03857,0.04981
2001,46-65 y.,West,Western Europe,0.01325,51,5134,0.01012,0.01637
2001,46-65 y.,East,Germany,0.96907,1791,1824,0.96112,0.97702
2001,46-65 y.,East,Eastern Europe,0.01868,33,1824,0.01246,0.02490
2001,66 and older,West,Germany,0.90564,2270,2504,0.89418,0.91709
2001,66 and older,West,Southern Europe,0.01530,74,2504,0.01049,0.02011
2001,66 and older,West,Western Asia,0.00657,33,2504,0.00340,0.00973
2001,66 and older,West,Eastern Europe,0.04865,127,2504,0.04022,0.05707
2001,66 and older,East,Germany,0.94008,794,794,0.92356,0.95660
2002,17-29 y.,West,Germany,0.82637,2636,3006,0.81282,0.83991
2002,17-29 y.,West,Southern Europe,0.02121,56,3006,0.01606,0.02636
2002,17-29 y.,West,Central Asia,0.03565,73,3006,0.02902,0.04227
2002,17-29 y.,West,Western Asia,0.03405,86,3006,0.02756,0.04053
2002,17-29 y.,West,Eastern Europe,0.05621,155,3006,0.04797,0.06444
2002,17-29 y.,East,Germany,0.98019,1065,1065,0.97181,0.98856
2002,30-45 y.,West,Germany,0.83711,4897,5756,0.82757,0.84665
2002,30-45 y.,West,Southern Europe,0.03260,214,5756,0.02801,0.03719
2002,30-45 y.,West,Central Asia,0.01584,78,5756,0.01261,0.01906
2002,30-45 y.,West,Western Asia,0.04644,313,5756,0.04100,0.05187
2002,30-45 y.,West,Eastern Europe,0.03547,212,5756,0.03069,0.04025
2002,30-45 y.,West,Western Europe,0.01041,42,5756,0.00779,0.01303
2002,30-45 y.,East,Germany,0.98948,1574,1574,0.98443,0.99452
2002,46-65 y.,West,Germany,0.83621,4980,5846,0.82672,0.84569
2002,46-65 y.,West,Southern Europe,0.04452,337,5846,0.03923,0.04981
2002,46-65 y.,West,Central Asia,0.00707,38,5846,0.00493,0.00922
2002,46-65 y.,West,Western Asia,0.02805,178,5846,0.02381,0.03228
2002,46-65 y.,West,Eastern Europe,0.04739,244,5846,0.04194,0.05283
2002,46-65 y.,West,Western Europe,0.01403,69,5846,0.01101,0.01704
2002,46-65 y.,East,Germany,0.97194,1835,1835,0.96438,0.97950
2002,66 and older,West,Germany,0.90016,2403,2639,0.88872,0.91160
2002,66 and older,West,Southern Europe,0.01579,70,2639,0.01104,0.02055
2002,66 and older,West,Western Asia,0.00847,40,2639,0.00498,0.01197
2002,66 and older,West,Eastern Europe,0.04746,126,2639,0.03934,0.05557
2002,66 and older,East,Germany,0.94190,840,873,0.92638,0.95743
2002,66 and older,East,Eastern Europe,0.03906,33,873,0.02620,0.05192
2003,17-29 y.,West,Germany,0.83919,2563,2873,0.82576,0.85263
2003,17-29 y.,West,Southern Europe,0.01304,36,2873,0.00889,0.01719
2003,17-29 y.,West,Central Asia,0.03039,67,2873,0.02411,0.03666
2003,17-29 y.,West,Western Asia,0.03147,65,2873,0.02508,0.03785
2003,17-29 y.,West,Eastern Europe,0.05227,142,2873,0.04413,0.06042
2003,17-29 y.,East,Germany,0.99333,1064,1064,0.98844,0.99823
2003,30-45 y.,West,Germany,0.83348,4566,5352,0.82350,0.84346
2003,30-45 y.,West,Southern Europe,0.03260,195,5352,0.02784,0.03736
2003,30-45 y.,West,Central Asia,0.01577,75,5352,0.01243,0.01911
2003,30-45 y.,West,Western Asia,0.04500,291,5352,0.03944,0.05055
2003,30-45 y.,West,Eastern Europe,0.03786,190,5352,0.03275,0.04297
2003,30-45 y.,West,Western Europe,0.01066,35,5352,0.00791,0.01342
2003,30-45 y.,East,Germany,0.98772,1477,1477,0.98211,0.99334
2003,46-65 y.,West,Germany,0.83159,4750,5568,0.82176,0.84142
2003,46-65 y.,West,Southern Europe,0.04413,310,5568,0.03873,0.04952
2003,46-65 y.,West,Central Asia,0.00672,35,5568,0.00457,0.00886
2003,46-65 y.,West,Western Asia,0.02876,162,5568,0.02437,0.03315
2003,46-65 y.,West,Eastern Europe,0.04901,248,5568,0.04334,0.05468
2003,46-65 y.,West,Western Europe,0.01396,63,5568,0.01087,0.01704
2003,46-65 y.,East,Germany,0.97362,1834,1834,0.96629,0.98096
2003,66 and older,West,Germany,0.89582,2428,2675,0.88424,0.90740
2003,66 and older,West,Southern Europe,0.01697,74,2675,0.01207,0.02186
2003,66 and older,West,Western Asia,0.01096,46,2675,0.00701,0.01491
2003,66 and older,West,Eastern Europe,0.04804,127,2675,0.03994,0.05615
