year,bula_h,migback,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Berlin,Direct migration background,Western Asia,0.34656,56,56,0.22079,0.47233
1989,Lower Saxony,Direct migration background,Southern Europe,0.14028,59,113,0.07596,0.20459
1989,Lower Saxony,Direct migration background,Western Asia,0.18999,54,113,0.11734,0.26265
1989,North Rhine-Westphalia,Direct migration background,Southern Europe,0.20150,271,543,0.16773,0.23527
1989,North Rhine-Westphalia,Direct migration background,Western Asia,0.26158,272,543,0.22458,0.29859
1989,Hesse,Direct migration background,Southern Europe,0.22422,160,284,0.17563,0.27282
1989,Hesse,Direct migration background,Western Asia,0.20767,124,284,0.16041,0.25494
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.43893,79,79,0.32879,0.54906
1989,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.25066,348,535,0.21390,0.28742
1989,Baden-Wuerttemberg,Direct migration background,Western Asia,0.16458,187,535,0.13313,0.19603
1989,Bavaria,Direct migration background,Southern Europe,0.22625,169,301,0.17891,0.27360
1989,Bavaria,Direct migration background,Western Asia,0.17604,99,301,0.13295,0.21914
1989,Bavaria,Direct migration background,Eastern Europe,0.23276,33,301,0.18494,0.28058
1989,Berlin,Direct migration background,Western Asia,0.40304,59,59,0.27681,0.52928
1990,Lower Saxony,Direct migration background,Southern Europe,0.14060,57,107,0.07442,0.20677
1990,Lower Saxony,Direct migration background,Western Asia,0.19477,50,107,0.11938,0.27016
1990,North Rhine-Westphalia,Direct migration background,Southern Europe,0.21388,265,540,0.17926,0.24850
1990,North Rhine-Westphalia,Direct migration background,Western Asia,0.28598,275,540,0.24783,0.32413
1990,Hesse,Direct migration background,Southern Europe,0.22239,152,271,0.17279,0.27200
1990,Hesse,Direct migration background,Western Asia,0.20642,119,271,0.15814,0.25470
1990,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.39404,76,76,0.28345,0.50463
1990,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.25944,337,521,0.22176,0.29711
1990,Baden-Wuerttemberg,Direct migration background,Western Asia,0.15992,184,521,0.12841,0.19142
1990,Bavaria,Direct migration background,Southern Europe,0.23853,174,297,0.18998,0.28708
1990,Bavaria,Direct migration background,Western Asia,0.16650,90,297,0.12406,0.20894
1990,Bavaria,Direct migration background,Eastern Europe,0.23207,33,297,0.18398,0.28016
1990,Berlin,Direct migration background,Western Asia,0.26652,51,51,0.14396,0.38907
1991,Lower Saxony,Direct migration background,Southern Europe,0.12228,48,100,0.05774,0.18681
1991,Lower Saxony,Direct migration background,Western Asia,0.20692,52,100,0.12712,0.28672
1991,North Rhine-Westphalia,Direct migration background,Southern Europe,0.21842,256,529,0.18317,0.25366
1991,North Rhine-Westphalia,Direct migration background,Western Asia,0.29924,273,529,0.26018,0.33830
1991,Hesse,Direct migration background,Southern Europe,0.22560,148,256,0.17430,0.27690
1991,Hesse,Direct migration background,Western Asia,0.20868,108,256,0.15880,0.25856
1991,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.40689,72,72,0.29262,0.52116
1991,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.26933,326,548,0.23216,0.30651
1991,Baden-Wuerttemberg,Direct migration background,Western Asia,0.17657,190,548,0.14462,0.20853
1991,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.12486,32,548,0.09716,0.15256
1991,Bavaria,Direct migration background,Southern Europe,0.23240,170,296,0.18420,0.28060
1991,Bavaria,Direct migration background,Western Asia,0.18615,94,296,0.14173,0.23056
1991,Bavaria,Direct migration background,Eastern Europe,0.20926,32,296,0.16284,0.25568
1991,Berlin,Direct migration background,Western Asia,0.28197,52,52,0.15847,0.40546
1992,Lower Saxony,Direct migration background,Southern Europe,0.16051,45,98,0.08746,0.23356
1992,Lower Saxony,Direct migration background,Western Asia,0.24513,53,98,0.15952,0.33073
1992,North Rhine-Westphalia,Direct migration background,Southern Europe,0.22824,244,512,0.19185,0.26463
1992,North Rhine-Westphalia,Direct migration background,Western Asia,0.30791,268,512,0.26788,0.34794
1992,Hesse,Direct migration background,Southern Europe,0.22792,132,242,0.17496,0.28089
1992,Hesse,Direct migration background,Western Asia,0.21887,110,242,0.16666,0.27107
1992,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.41373,71,71,0.29836,0.52911
1992,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.28694,318,541,0.24878,0.32509
1992,Baden-Wuerttemberg,Direct migration background,Western Asia,0.17879,190,541,0.14647,0.21110
1992,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.11899,33,541,0.09168,0.14630
1992,Bavaria,Direct migration background,Southern Europe,0.25274,170,293,0.20289,0.30258
1992,Bavaria,Direct migration background,Western Asia,0.17147,91,293,0.12824,0.21470
1992,Bavaria,Direct migration background,Eastern Europe,0.19414,32,293,0.14877,0.23951
1992,Berlin,Direct migration background,Western Asia,0.29795,46,46,0.16432,0.43158
1993,Lower Saxony,Direct migration background,Southern Europe,0.14354,46,102,0.07516,0.21193
1993,Lower Saxony,Direct migration background,Western Asia,0.26980,56,102,0.18323,0.35636
1993,North Rhine-Westphalia,Direct migration background,Southern Europe,0.22743,237,499,0.19061,0.26425
1993,North Rhine-Westphalia,Direct migration background,Western Asia,0.31065,262,499,0.27000,0.35129
1993,Hesse,Direct migration background,Southern Europe,0.23177,129,232,0.17735,0.28618
1993,Hesse,Direct migration background,Western Asia,0.20211,103,232,0.15033,0.25390
1993,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.44072,65,65,0.31909,0.56236
1993,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.31061,323,546,0.27176,0.34946
1993,Baden-Wuerttemberg,Direct migration background,Western Asia,0.18679,190,546,0.15407,0.21951
1993,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.10905,33,546,0.08288,0.13522
1993,Bavaria,Direct migration background,Southern Europe,0.25738,163,278,0.20589,0.30886
1993,Bavaria,Direct migration background,Western Asia,0.15739,83,278,0.11450,0.20027
1993,Bavaria,Direct migration background,Eastern Europe,0.20649,32,278,0.15882,0.25416
1993,Berlin,Direct migration background,Western Asia,0.28950,38,38,0.14336,0.43564
1994,Lower Saxony,Direct migration background,Southern Europe,0.13458,39,92,0.06446,0.20470
1994,Lower Saxony,Direct migration background,Western Asia,0.25439,53,92,0.16491,0.34388
1994,North Rhine-Westphalia,Direct migration background,Southern Europe,0.23150,216,455,0.19270,0.27030
1994,North Rhine-Westphalia,Direct migration background,Western Asia,0.29765,239,455,0.25559,0.33971
1994,Hesse,Direct migration background,Southern Europe,0.26414,130,227,0.20666,0.32162
1994,Hesse,Direct migration background,Western Asia,0.21884,97,227,0.16494,0.27275
1994,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.40544,62,62,0.28223,0.52865
1994,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.33373,315,521,0.29320,0.37426
1994,Baden-Wuerttemberg,Direct migration background,Western Asia,0.17740,175,521,0.14456,0.21023
1994,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.10634,31,521,0.07985,0.13284
1994,Bavaria,Direct migration background,Southern Europe,0.25493,156,263,0.20216,0.30771
1994,Bavaria,Direct migration background,Western Asia,0.16312,76,263,0.11838,0.20786
1994,Bavaria,Direct migration background,Eastern Europe,0.19319,31,263,0.14538,0.24099
1994,Berlin,Direct migration background,Western Asia,0.30163,35,35,0.14736,0.45591
1995,Lower Saxony,Direct migration background,Southern Europe,0.14399,42,148,0.08724,0.20075
1995,Lower Saxony,Direct migration background,Western Asia,0.15768,58,148,0.09876,0.21659
1995,Lower Saxony,Direct migration background,Eastern Europe,0.25755,48,148,0.18686,0.32825
1995,North Rhine-Westphalia,Direct migration background,Southern Europe,0.17523,212,569,0.14396,0.20649
1995,North Rhine-Westphalia,Direct migration background,Western Asia,0.21380,224,569,0.18008,0.24752
1995,North Rhine-Westphalia,Direct migration background,Eastern Europe,0.25468,133,569,0.21885,0.29051
1995,Hesse,Direct migration background,Southern Europe,0.21143,121,257,0.16141,0.26144
1995,Hesse,Direct migration background,Western Asia,0.17817,92,257,0.13129,0.22504
1995,Hesse,Direct migration background,Eastern Europe,0.25435,44,257,0.20100,0.30769
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.23949,61,116,0.16149,0.31750
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Eastern Europe,0.27289,55,116,0.19148,0.35431
1995,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.32475,325,572,0.28634,0.36316
1995,Baden-Wuerttemberg,Direct migration background,Western Asia,0.13845,172,572,0.11012,0.16678
1995,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.17096,75,572,0.14008,0.20184
1995,Bavaria,Direct migration background,Southern Europe,0.18196,150,305,0.13859,0.22533
1995,Bavaria,Direct migration background,Western Asia,0.13822,78,305,0.09942,0.17702
1995,Bavaria,Direct migration background,Eastern Europe,0.28139,77,305,0.23084,0.33194
1995,Berlin,Direct migration background,Western Asia,0.21188,32,32,0.06803,0.35574
1996,Lower Saxony,Direct migration background,Southern Europe,0.14725,39,138,0.08791,0.20659
1996,Lower Saxony,Direct migration background,Western Asia,0.16983,53,138,0.10695,0.23270
1996,Lower Saxony,Direct migration background,Eastern Europe,0.25656,46,138,0.18343,0.32970
1996,North Rhine-Westphalia,Direct migration background,Southern Europe,0.18873,204,574,0.15669,0.22077
1996,North Rhine-Westphalia,Direct migration background,Central Asia,0.04051,31,574,0.02436,0.05665
1996,North Rhine-Westphalia,Direct migration background,Western Asia,0.20736,210,574,0.17417,0.24056
1996,North Rhine-Westphalia,Direct migration background,Eastern Europe,0.25190,129,574,0.21635,0.28744
1996,Hesse,Direct migration background,Southern Europe,0.22619,113,244,0.17359,0.27879
1996,Hesse,Direct migration background,Western Asia,0.19383,92,244,0.14412,0.24353
1996,Hesse,Direct migration background,Eastern Europe,0.23454,39,244,0.18127,0.28782
1996,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.22215,50,104,0.14187,0.30243
1996,"Rhineland-Palatinate, Saarland",Direct migration background,Eastern Europe,0.28659,54,104,0.19926,0.37391
1996,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.33895,310,535,0.29880,0.37910
1996,Baden-Wuerttemberg,Direct migration background,Western Asia,0.12618,154,535,0.09802,0.15435
1996,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.17671,71,535,0.14436,0.20906
1996,Bavaria,Direct migration background,Southern Europe,0.20468,145,297,0.15871,0.25064
1996,Bavaria,Direct migration background,Western Asia,0.15378,80,297,0.11269,0.19488
1996,Bavaria,Direct migration background,Eastern Europe,0.27050,72,297,0.21989,0.32111
1997,Lower Saxony,Direct migration background,Southern Europe,0.13992,40,168,0.08731,0.19254
1997,Lower Saxony,Direct migration background,Central Asia,0.13145,34,168,0.08020,0.18270
1997,Lower Saxony,Direct migration background,Western Asia,0.17491,51,168,0.11729,0.23253
1997,Lower Saxony,Direct migration background,Eastern Europe,0.26233,43,168,0.19561,0.32905
1997,North Rhine-Westphalia,Direct migration background,Southern Europe,0.18444,179,534,0.15151,0.21736
1997,North Rhine-Westphalia,Direct migration background,Central Asia,0.04699,33,534,0.02902,0.06495
1997,North Rhine-Westphalia,Direct migration background,Western Asia,0.20096,197,534,0.16694,0.23498
1997,North Rhine-Westphalia,Direct migration background,Eastern Europe,0.26457,125,534,0.22712,0.30202
1997,Hesse,Direct migration background,Southern Europe,0.22453,102,228,0.17025,0.27881
1997,Hesse,Direct migration background,Western Asia,0.20470,85,228,0.15221,0.25718
1997,Hesse,Direct migration background,Eastern Europe,0.24998,41,228,0.19365,0.30630
1997,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.24740,54,110,0.16639,0.32841
1997,"Rhineland-Palatinate, Saarland",Direct migration background,Eastern Europe,0.31231,56,110,0.22531,0.39931
1997,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.34577,303,536,0.30547,0.38607
1997,Baden-Wuerttemberg,Direct migration background,Western Asia,0.14230,157,536,0.11269,0.17190
1997,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.18372,76,536,0.15090,0.21653
1997,Bavaria,Direct migration background,Southern Europe,0.22410,141,281,0.17525,0.27294
1997,Bavaria,Direct migration background,Western Asia,0.14269,70,281,0.10172,0.18366
1997,Bavaria,Direct migration background,Eastern Europe,0.31684,70,281,0.26235,0.37134
1998,Lower Saxony,Direct migration background,Southern Europe,0.11053,37,161,0.06195,0.15912
1998,Lower Saxony,Direct migration background,Central Asia,0.12114,32,161,0.07058,0.17170
1998,Lower Saxony,Direct migration background,Western Asia,0.19593,47,161,0.13443,0.25743
1998,Lower Saxony,Direct migration background,Eastern Europe,0.30279,45,161,0.23160,0.37399
1998,North Rhine-Westphalia,Direct migration background,Southern Europe,0.19839,171,529,0.16438,0.23241
1998,North Rhine-Westphalia,Direct migration background,Central Asia,0.08628,45,529,0.06233,0.11023
1998,North Rhine-Westphalia,Direct migration background,Western Asia,0.20195,188,529,0.16770,0.23619
1998,North Rhine-Westphalia,Direct migration background,Eastern Europe,0.24887,125,529,0.21199,0.28575
1998,Hesse,Direct migration background,Southern Europe,0.24479,96,210,0.18650,0.30308
1998,Hesse,Direct migration background,Western Asia,0.19031,69,210,0.13709,0.24353
1998,Hesse,Direct migration background,Eastern Europe,0.22986,45,210,0.17282,0.28691
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.19710,50,110,0.12242,0.27178
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Eastern Europe,0.35603,60,110,0.26614,0.44592
1998,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.34965,273,509,0.30818,0.39112
1998,Baden-Wuerttemberg,Direct migration background,Western Asia,0.15542,152,509,0.12391,0.18692
1998,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.18992,84,509,0.15581,0.22403
1998,Bavaria,Direct migration background,Southern Europe,0.25333,131,279,0.20220,0.30445
1998,Bavaria,Direct migration background,Western Asia,0.14357,67,279,0.10235,0.18479
1998,Bavaria,Direct migration background,Eastern Europe,0.29431,81,279,0.24073,0.34788
1999,Lower Saxony,Direct migration background,Southern Europe,0.13030,38,130,0.07220,0.18839
1999,Lower Saxony,Direct migration background,Western Asia,0.16956,46,130,0.10480,0.23431
1999,Lower Saxony,Direct migration background,Eastern Europe,0.33719,46,130,0.25561,0.41877
1999,North Rhine-Westphalia,Direct migration background,Southern Europe,0.18907,151,502,0.15478,0.22336
1999,North Rhine-Westphalia,Direct migration background,Central Asia,0.09158,44,502,0.06633,0.11684
1999,North Rhine-Westphalia,Direct migration background,Western Asia,0.22649,184,502,0.18984,0.26314
1999,North Rhine-Westphalia,Direct migration background,Eastern Europe,0.27223,123,502,0.23325,0.31120
1999,Hesse,Direct migration background,Southern Europe,0.25216,82,189,0.19009,0.31424
1999,Hesse,Direct migration background,Western Asia,0.18418,59,189,0.12877,0.23960
1999,Hesse,Direct migration background,Eastern Europe,0.28860,48,189,0.22383,0.35337
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.21418,44,104,0.13495,0.29341
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Eastern Europe,0.41008,60,104,0.31509,0.50507
1999,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.35119,254,480,0.30844,0.39394
1999,Baden-Wuerttemberg,Direct migration background,Western Asia,0.17625,150,480,0.14213,0.21038
1999,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.18359,76,480,0.14892,0.21826
1999,Bavaria,Direct migration background,Southern Europe,0.22623,114,261,0.17537,0.27708
1999,Bavaria,Direct migration background,Western Asia,0.15169,66,261,0.10809,0.19530
1999,Bavaria,Direct migration background,Eastern Europe,0.32811,81,261,0.27104,0.38519
2000,Lower Saxony,Direct migration background,Southern Europe,0.10219,38,212,0.06132,0.14306
2000,Lower Saxony,Direct migration background,Central Asia,0.11569,39,212,0.07253,0.15885
2000,Lower Saxony,Direct migration background,Western Asia,0.22600,62,212,0.16957,0.28244
2000,Lower Saxony,Direct migration background,Eastern Europe,0.31632,73,212,0.25357,0.37907
2000,North Rhine-Westphalia,Direct migration background,Southern Europe,0.17209,186,790,0.14575,0.19843
2000,North Rhine-Westphalia,Direct migration background,Central Asia,0.10462,87,790,0.08326,0.12598
2000,North Rhine-Westphalia,Direct migration background,Western Asia,0.22346,247,790,0.19439,0.25253
2000,North Rhine-Westphalia,Direct migration background,Eastern Europe,0.32057,270,790,0.28801,0.35314
2000,Hesse,Direct migration background,Southern Europe,0.24506,100,262,0.19288,0.29724
2000,Hesse,Direct migration background,Western Asia,0.20433,85,262,0.15541,0.25325
2000,Hesse,Direct migration background,Eastern Europe,0.26934,77,262,0.21552,0.32316
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.18345,52,211,0.13110,0.23580
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Central Asia,0.13433,31,211,0.08821,0.18046
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Western Asia,0.17255,32,211,0.12144,0.22365
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Eastern Europe,0.36278,96,211,0.29775,0.42781
2000,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.32916,312,672,0.29360,0.36471
2000,Baden-Wuerttemberg,Direct migration background,Western Asia,0.15207,166,672,0.12490,0.17924
2000,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.26127,160,672,0.22802,0.29451
2000,Baden-Wuerttemberg,Direct migration background,Western Europe,0.08294,34,672,0.06207,0.10381
2000,Bavaria,Direct migration background,Southern Europe,0.19589,119,395,0.15670,0.23508
2000,Bavaria,Direct migration background,Western Asia,0.14844,88,395,0.11334,0.18355
2000,Bavaria,Direct migration background,Eastern Europe,0.37651,152,395,0.32867,0.42436
2000,Bavaria,Direct migration background,Western Europe,0.11973,36,395,0.08767,0.15178
2001,Lower Saxony,Direct migration background,Southern Europe,0.11912,36,201,0.07422,0.16401
2001,Lower Saxony,Direct migration background,Central Asia,0.09439,33,201,0.05387,0.13491
2001,Lower Saxony,Direct migration background,Western Asia,0.25230,64,201,0.19211,0.31250
2001,Lower Saxony,Direct migration background,Eastern Europe,0.30819,68,201,0.24419,0.37218
2001,North Rhine-Westphalia,Direct migration background,Southern Europe,0.15331,162,701,0.12662,0.18000
2001,North Rhine-Westphalia,Direct migration background,Central Asia,0.12301,83,701,0.09868,0.14734
2001,North Rhine-Westphalia,Direct migration background,Western Asia,0.22907,223,701,0.19794,0.26021
2001,North Rhine-Westphalia,Direct migration background,Eastern Europe,0.32431,233,701,0.28963,0.35898
2001,Hesse,Direct migration background,Southern Europe,0.24775,91,231,0.19196,0.30355
2001,Hesse,Direct migration background,Western Asia,0.23844,76,231,0.18336,0.29351
2001,Hesse,Direct migration background,Eastern Europe,0.25513,64,231,0.19879,0.31147
2001,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.17714,50,135,0.11249,0.24178
2001,"Rhineland-Palatinate, Saarland",Direct migration background,Eastern Europe,0.31684,85,135,0.23806,0.39561
2001,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.33109,270,552,0.29179,0.37038
2001,Baden-Wuerttemberg,Direct migration background,Western Asia,0.15677,151,552,0.12641,0.18713
2001,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.24829,131,552,0.21222,0.28437
2001,Bavaria,Direct migration background,Southern Europe,0.18931,105,355,0.14850,0.23012
2001,Bavaria,Direct migration background,Western Asia,0.13714,77,355,0.10131,0.17298
2001,Bavaria,Direct migration background,Eastern Europe,0.37407,140,355,0.32366,0.42448
2001,Bavaria,Direct migration background,Western Europe,0.12577,33,355,0.09123,0.16031
2002,Lower Saxony,Direct migration background,Southern Europe,0.10870,32,154,0.05937,0.15802
2002,Lower Saxony,Direct migration background,Western Asia,0.27664,59,154,0.20576,0.34753
2002,Lower Saxony,Direct migration background,Eastern Europe,0.30851,63,154,0.23532,0.38169
2002,North Rhine-Westphalia,Direct migration background,Southern Europe,0.14708,138,699,0.12081,0.17336
2002,North Rhine-Westphalia,Direct migration background,Central Asia,0.12720,78,699,0.10248,0.15192
2002,North Rhine-Westphalia,Direct migration background,Western Asia,0.23135,206,699,0.20006,0.26263
2002,North Rhine-Westphalia,Direct migration background,Eastern Europe,0.32535,241,699,0.29059,0.36010
2002,North Rhine-Westphalia,Direct migration background,Western Europe,0.06209,36,699,0.04419,0.08000
2002,Hesse,Direct migration background,Southern Europe,0.23110,89,219,0.17514,0.28706
2002,Hesse,Direct migration background,Western Asia,0.23081,70,219,0.17488,0.28674
2002,Hesse,Direct migration background,Eastern Europe,0.26324,60,219,0.20477,0.32170
2002,"Rhineland-Palatinate, Saarland",Direct migration background,Southern Europe,0.19623,49,132,0.12822,0.26424
2002,"Rhineland-Palatinate, Saarland",Direct migration background,Eastern Europe,0.30124,83,132,0.22267,0.37980
2002,Baden-Wuerttemberg,Direct migration background,Southern Europe,0.33173,249,517,0.29110,0.37235
2002,Baden-Wuerttemberg,Direct migration background,Western Asia,0.16122,147,517,0.12949,0.19295
2002,Baden-Wuerttemberg,Direct migration background,Eastern Europe,0.24487,121,517,0.20776,0.28197
2002,Bavaria,Direct migration background,Southern Europe,0.21126,96,337,0.16762,0.25491
2002,Bavaria,Direct migration background,Western Asia,0.14029,69,337,0.10316,0.17743
2002,Bavaria,Direct migration background,Eastern Europe,0.36430,129,337,0.31285,0.41576
2002,Bavaria,Direct migration background,Western Europe,0.13164,43,337,0.09549,0.16779
2003,Lower Saxony,Direct migration background,Southern Europe,0.10975,31,148,0.05922,0.16028
2003,Lower Saxony,Direct migration background,Western Asia,0.27083,54,148,0.19899,0.34267
2003,Lower Saxony,Direct migration background,Eastern Europe,0.30847,63,148,0.23381,0.38314
