year,age_gr,migback,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,17-29 y.,Direct migration background,Southern Europe,0.15754,98,502,0.12564,0.18944
2000,17-29 y.,Direct migration background,Central Asia,0.13887,84,502,0.10859,0.16916
2000,17-29 y.,Direct migration background,Western Asia,0.21128,134,502,0.17554,0.24703
2000,17-29 y.,Direct migration background,Eastern Europe,0.31026,186,502,0.26975,0.35077
2000,30-45 y.,Direct migration background,Southern Europe,0.19379,263,1024,0.16957,0.21801
2000,30-45 y.,Direct migration background,Central Asia,0.09133,102,1024,0.07368,0.10898
2000,30-45 y.,Direct migration background,Western Asia,0.23657,340,1024,0.21053,0.26262
2000,30-45 y.,Direct migration background,Eastern Europe,0.23980,274,1024,0.21363,0.26596
2000,30-45 y.,Direct migration background,Western Europe,0.07049,45,1024,0.05481,0.08618
2000,46-65 y.,Direct migration background,Southern Europe,0.26366,402,1039,0.23685,0.29046
2000,46-65 y.,Direct migration background,Central Asia,0.03040,37,1039,0.01995,0.04084
2000,46-65 y.,Direct migration background,Western Asia,0.17067,225,1039,0.14778,0.19355
2000,46-65 y.,Direct migration background,Eastern Europe,0.29854,317,1039,0.27070,0.32638
2000,46-65 y.,Direct migration background,Western Europe,0.07918,58,1039,0.06276,0.09561
2000,66 and older,Direct migration background,Southern Europe,0.11553,68,247,0.07559,0.15548
2000,66 and older,Direct migration background,Eastern Europe,0.55769,179,247,0.49563,0.61976
2001,17-29 y.,Direct migration background,Southern Europe,0.12035,70,421,0.08923,0.15147
2001,17-29 y.,Direct migration background,Central Asia,0.17235,80,421,0.13623,0.20848
2001,17-29 y.,Direct migration background,Western Asia,0.19666,104,421,0.15865,0.23467
2001,17-29 y.,Direct migration background,Eastern Europe,0.32069,167,421,0.27606,0.36533
2001,30-45 y.,Direct migration background,Southern Europe,0.20066,246,931,0.17492,0.22640
2001,30-45 y.,Direct migration background,Central Asia,0.10011,94,931,0.08082,0.11940
2001,30-45 y.,Direct migration background,Western Asia,0.26600,328,931,0.23760,0.29440
2001,30-45 y.,Direct migration background,Eastern Europe,0.22253,231,931,0.19580,0.24927
2001,30-45 y.,Direct migration background,Western Europe,0.05712,32,931,0.04221,0.07204
2001,46-65 y.,Direct migration background,Southern Europe,0.25427,351,913,0.22601,0.28253
2001,46-65 y.,Direct migration background,Central Asia,0.04069,40,913,0.02787,0.05351
2001,46-65 y.,Direct migration background,Western Asia,0.16900,196,913,0.14468,0.19332
2001,46-65 y.,Direct migration background,Eastern Europe,0.29293,274,913,0.26340,0.32247
2001,46-65 y.,Direct migration background,Western Europe,0.08040,52,913,0.06275,0.09805
2001,66 and older,Direct migration background,Southern Europe,0.13994,74,263,0.09793,0.18195
2001,66 and older,Direct migration background,Western Asia,0.06006,33,263,0.03129,0.08883
2001,66 and older,Direct migration background,Eastern Europe,0.52490,156,263,0.46443,0.58537
2002,17-29 y.,Direct migration background,Southern Europe,0.11941,57,376,0.08659,0.15223
2002,17-29 y.,Direct migration background,Central Asia,0.21168,77,376,0.17033,0.25302
2002,17-29 y.,Direct migration background,Western Asia,0.19061,86,376,0.15085,0.23036
2002,17-29 y.,Direct migration background,Eastern Europe,0.31702,156,376,0.26992,0.36411
2002,30-45 y.,Direct migration background,Southern Europe,0.19745,214,863,0.17087,0.22402
2002,30-45 y.,Direct migration background,Central Asia,0.09592,78,863,0.07626,0.11557
2002,30-45 y.,Direct migration background,Western Asia,0.28126,313,863,0.25125,0.31128
2002,30-45 y.,Direct migration background,Eastern Europe,0.22027,216,863,0.19260,0.24793
2002,30-45 y.,Direct migration background,Western Europe,0.06305,42,863,0.04682,0.07927
2002,46-65 y.,Direct migration background,Southern Europe,0.26132,337,900,0.23260,0.29004
2002,46-65 y.,Direct migration background,Central Asia,0.04532,42,900,0.03173,0.05892
2002,46-65 y.,Direct migration background,Western Asia,0.16462,178,900,0.14038,0.18886
2002,46-65 y.,Direct migration background,Eastern Europe,0.29954,273,900,0.26960,0.32949
2002,46-65 y.,Direct migration background,Western Europe,0.08299,70,900,0.06495,0.10102
2002,66 and older,Direct migration background,Southern Europe,0.13780,70,269,0.09653,0.17907
2002,66 and older,Direct migration background,Western Asia,0.07395,40,269,0.04262,0.10528
2002,66 and older,Direct migration background,Eastern Europe,0.50072,159,269,0.44086,0.56058
2003,17-29 y.,Direct migration background,Southern Europe,0.08107,37,313,0.05078,0.11135
2003,17-29 y.,Direct migration background,Central Asia,0.19113,69,313,0.14750,0.23476
2003,17-29 y.,Direct migration background,Western Asia,0.19373,65,313,0.14987,0.23758
2003,17-29 y.,Direct migration background,Eastern Europe,0.32182,142,313,0.26998,0.37366
2003,30-45 y.,Direct migration background,Southern Europe,0.19402,196,791,0.16645,0.22160
2003,30-45 y.,Direct migration background,Central Asia,0.09328,75,791,0.07300,0.11355
2003,30-45 y.,Direct migration background,Western Asia,0.26616,291,791,0.23534,0.29697
2003,30-45 y.,Direct migration background,Eastern Europe,0.22875,194,791,0.19946,0.25804
2003,30-45 y.,Direct migration background,Western Europe,0.06308,35,791,0.04613,0.08003
2003,46-65 y.,Direct migration background,Southern Europe,0.25253,310,849,0.22329,0.28177
2003,46-65 y.,Direct migration background,Central Asia,0.04205,39,849,0.02854,0.05555
2003,46-65 y.,Direct migration background,Western Asia,0.16459,162,849,0.13963,0.18955
2003,46-65 y.,Direct migration background,Eastern Europe,0.29963,274,849,0.26880,0.33046
2003,46-65 y.,Direct migration background,Western Europe,0.08050,64,849,0.06219,0.09881
2003,66 and older,Direct migration background,Southern Europe,0.14531,74,276,0.10366,0.18697
2003,66 and older,Direct migration background,Western Asia,0.09385,46,276,0.05938,0.12832
2003,66 and older,Direct migration background,Eastern Europe,0.48061,156,276,0.42156,0.53966
2004,17-29 y.,Direct migration background,Southern Europe,0.11985,44,315,0.08392,0.15577
2004,17-29 y.,Direct migration background,Central Asia,0.22771,74,315,0.18132,0.27409
2004,17-29 y.,Direct migration background,Western Asia,0.17226,56,315,0.13049,0.21402
2004,17-29 y.,Direct migration background,Eastern Europe,0.29609,141,315,0.24559,0.34658
2004,30-45 y.,Direct migration background,Southern Europe,0.19861,187,758,0.17019,0.22703
2004,30-45 y.,Direct migration background,Central Asia,0.09386,68,758,0.07308,0.11463
2004,30-45 y.,Direct migration background,Western Asia,0.29350,287,758,0.26106,0.32594
2004,30-45 y.,Direct migration background,Eastern Europe,0.21993,184,758,0.19043,0.24944
2004,30-45 y.,Direct migration background,Western Europe,0.06046,32,758,0.04348,0.07744
2004,46-65 y.,Direct migration background,Southern Europe,0.25195,288,821,0.22224,0.28167
2004,46-65 y.,Direct migration background,Central Asia,0.04636,45,821,0.03197,0.06075
2004,46-65 y.,Direct migration background,Western Asia,0.15601,154,821,0.13117,0.18084
2004,46-65 y.,Direct migration background,Eastern Europe,0.29462,267,821,0.26342,0.32582
2004,46-65 y.,Direct migration background,Western Europe,0.09229,67,821,0.07248,0.11211
2004,66 and older,Direct migration background,Southern Europe,0.16512,78,280,0.12155,0.20869
2004,66 and older,Direct migration background,Western Asia,0.09306,47,280,0.05897,0.12715
2004,66 and older,Direct migration background,Eastern Europe,0.46595,155,280,0.40741,0.52448
2005,17-29 y.,Direct migration background,Central Asia,0.24626,66,234,0.19094,0.30158
2005,17-29 y.,Direct migration background,Western Asia,0.17311,47,234,0.12453,0.22169
2005,17-29 y.,Direct migration background,Eastern Europe,0.27722,121,234,0.21975,0.33470
2005,30-45 y.,Direct migration background,Southern Europe,0.19511,169,682,0.16535,0.22487
2005,30-45 y.,Direct migration background,Central Asia,0.08571,63,682,0.06468,0.10673
2005,30-45 y.,Direct migration background,Western Asia,0.28975,276,682,0.25568,0.32383
2005,30-45 y.,Direct migration background,Eastern Europe,0.22621,174,682,0.19478,0.25763
2005,46-65 y.,Direct migration background,Southern Europe,0.28517,275,765,0.25315,0.31718
2005,46-65 y.,Direct migration background,Central Asia,0.05273,47,765,0.03688,0.06858
2005,46-65 y.,Direct migration background,Western Asia,0.15224,143,765,0.12677,0.17771
2005,46-65 y.,Direct migration background,Eastern Europe,0.26806,240,765,0.23665,0.29947
2005,46-65 y.,Direct migration background,Western Europe,0.08625,60,765,0.06635,0.10616
2005,66 and older,Direct migration background,Southern Europe,0.15355,78,284,0.11154,0.19555
2005,66 and older,Direct migration background,Western Asia,0.10316,49,284,0.06772,0.13860
2005,66 and older,Direct migration background,Eastern Europe,0.46624,157,284,0.40812,0.52437
2006,17-29 y.,Direct migration background,Central Asia,0.21924,66,242,0.16700,0.27148
2006,17-29 y.,Direct migration background,Western Asia,0.15270,43,242,0.10729,0.19812
2006,17-29 y.,Direct migration background,Eastern Europe,0.32367,133,242,0.26460,0.38275
2006,30-45 y.,Direct migration background,Southern Europe,0.17821,146,665,0.14910,0.20732
2006,30-45 y.,Direct migration background,Central Asia,0.11046,74,665,0.08662,0.13430
2006,30-45 y.,Direct migration background,Western Asia,0.28920,258,665,0.25472,0.32369
2006,30-45 y.,Direct migration background,Eastern Europe,0.22814,187,665,0.19622,0.26006
2006,46-65 y.,Direct migration background,Southern Europe,0.27584,247,752,0.24387,0.30780
2006,46-65 y.,Direct migration background,Central Asia,0.04993,47,752,0.03436,0.06551
2006,46-65 y.,Direct migration background,Western Asia,0.16983,133,752,0.14298,0.19669
2006,46-65 y.,Direct migration background,Eastern Europe,0.25953,259,752,0.22817,0.29088
2006,46-65 y.,Direct migration background,Western Europe,0.09722,66,752,0.07603,0.11840
2006,66 and older,Direct migration background,Southern Europe,0.17574,80,295,0.13224,0.21925
2006,66 and older,Direct migration background,Western Asia,0.11075,54,295,0.07488,0.14663
2006,66 and older,Direct migration background,Eastern Europe,0.43066,161,295,0.37405,0.48726
2007,17-29 y.,Direct migration background,Central Asia,0.23183,62,179,0.16983,0.29382
2007,17-29 y.,Direct migration background,Eastern Europe,0.34925,117,179,0.27922,0.41929
2007,30-45 y.,Direct migration background,Southern Europe,0.18072,124,587,0.14956,0.21187
2007,30-45 y.,Direct migration background,Central Asia,0.10068,68,587,0.07632,0.12504
2007,30-45 y.,Direct migration background,Western Asia,0.28109,221,587,0.24469,0.31749
2007,30-45 y.,Direct migration background,Eastern Europe,0.25429,174,587,0.21903,0.28955
2007,46-65 y.,Direct migration background,Southern Europe,0.29640,225,678,0.26200,0.33080
2007,46-65 y.,Direct migration background,Central Asia,0.05070,41,678,0.03417,0.06722
2007,46-65 y.,Direct migration background,Western Asia,0.16106,117,678,0.13337,0.18875
2007,46-65 y.,Direct migration background,Eastern Europe,0.24965,233,678,0.21705,0.28225
2007,46-65 y.,Direct migration background,Western Europe,0.10400,62,678,0.08100,0.12699
2007,66 and older,Direct migration background,Southern Europe,0.22497,85,292,0.17699,0.27294
2007,66 and older,Direct migration background,Western Asia,0.11882,54,292,0.08164,0.15599
2007,66 and older,Direct migration background,Eastern Europe,0.39010,153,292,0.33406,0.44615
2008,17-29 y.,Direct migration background,Central Asia,0.22443,50,143,0.15581,0.29306
2008,17-29 y.,Direct migration background,Eastern Europe,0.34421,93,143,0.26606,0.42236
2008,30-45 y.,Direct migration background,Southern Europe,0.17769,106,515,0.14464,0.21074
2008,30-45 y.,Direct migration background,Central Asia,0.11480,68,515,0.08724,0.14236
2008,30-45 y.,Direct migration background,Western Asia,0.28385,192,515,0.24487,0.32282
2008,30-45 y.,Direct migration background,Eastern Europe,0.23699,149,515,0.20023,0.27375
2008,46-65 y.,Direct migration background,Southern Europe,0.32004,214,604,0.28280,0.35727
2008,46-65 y.,Direct migration background,Central Asia,0.04903,35,604,0.03179,0.06626
2008,46-65 y.,Direct migration background,Western Asia,0.13861,95,604,0.11103,0.16619
2008,46-65 y.,Direct migration background,Eastern Europe,0.23627,203,604,0.20236,0.27017
2008,46-65 y.,Direct migration background,Western Europe,0.10656,57,604,0.08193,0.13119
2008,66 and older,Direct migration background,Southern Europe,0.21708,80,284,0.16905,0.26511
2008,66 and older,Direct migration background,Western Asia,0.11855,49,284,0.08089,0.15621
2008,66 and older,Direct migration background,Eastern Europe,0.39155,155,284,0.33468,0.44842
2009,17-29 y.,Direct migration background,Central Asia,0.21955,40,111,0.14219,0.29690
2009,17-29 y.,Direct migration background,Eastern Europe,0.32344,71,111,0.23602,0.41086
2009,30-45 y.,Direct migration background,Southern Europe,0.16121,90,451,0.12724,0.19519
2009,30-45 y.,Direct migration background,Central Asia,0.11176,64,451,0.08265,0.14088
2009,30-45 y.,Direct migration background,Western Asia,0.25755,160,451,0.21715,0.29795
2009,30-45 y.,Direct migration background,Eastern Europe,0.25773,137,451,0.21732,0.29814
2009,46-65 y.,Direct migration background,Southern Europe,0.33196,193,534,0.29198,0.37194
2009,46-65 y.,Direct migration background,Central Asia,0.05260,32,534,0.03364,0.07155
2009,46-65 y.,Direct migration background,Western Asia,0.14936,82,534,0.11910,0.17963
2009,46-65 y.,Direct migration background,Eastern Europe,0.22999,183,534,0.19427,0.26572
2009,46-65 y.,Direct migration background,Western Europe,0.09586,44,534,0.07087,0.12086
2009,66 and older,Direct migration background,Southern Europe,0.21253,71,263,0.16300,0.26207
2009,66 and older,Direct migration background,Western Asia,0.13689,43,263,0.09527,0.17851
2009,66 and older,Direct migration background,Eastern Europe,0.38694,149,263,0.32796,0.44592
2010,17-29 y.,Direct migration background,Southern Europe,0.20220,80,423,0.16388,0.24052
2010,17-29 y.,Direct migration background,Central Asia,0.22675,113,423,0.18679,0.26670
2010,17-29 y.,Direct migration background,Western Asia,0.11396,58,423,0.08364,0.14428
2010,17-29 y.,Direct migration background,Eastern Europe,0.32414,172,423,0.27948,0.36879
2010,30-45 y.,Direct migration background,Southern Asia,0.02882,46,1356,0.01992,0.03773
2010,30-45 y.,Direct migration background,Southern Europe,0.13455,229,1356,0.11638,0.15272
2010,30-45 y.,Direct migration background,Central Asia,0.12836,184,1356,0.11055,0.14618
2010,30-45 y.,Direct migration background,Western Asia,0.23063,343,1356,0.20820,0.25306
2010,30-45 y.,Direct migration background,Eastern Europe,0.26808,401,1356,0.24449,0.29167
2010,30-45 y.,Direct migration background,Western Europe,0.07790,71,1356,0.06363,0.09218
2010,30-45 y.,Direct migration background,Sub-Saharan Africa,0.02025,47,1356,0.01275,0.02775
2010,30-45 y.,Direct migration background,Latin America and the Caribbean,0.03403,35,1356,0.02438,0.04369
2010,46-65 y.,Direct migration background,Southern Europe,0.35304,204,594,0.31457,0.39151
