year,age_gr,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,Western Asia,0.03765,337,3472,0.03132,0.04399
1992,30-45 y.,Germany,0.88613,3469,4096,0.87640,0.89586
1992,30-45 y.,Southern Europe,0.03291,376,4096,0.02745,0.03838
1992,30-45 y.,Western Asia,0.02514,207,4096,0.02035,0.02994
1992,30-45 y.,Eastern Europe,0.01196,44,4096,0.00863,0.01529
1992,46-65 y.,Germany,0.85913,3037,3837,0.84812,0.87014
1992,46-65 y.,Southern Europe,0.03591,433,3837,0.03002,0.04180
1992,46-65 y.,Western Asia,0.02541,259,3837,0.02043,0.03039
1992,46-65 y.,Eastern Europe,0.03018,108,3837,0.02476,0.03559
1992,66 and older,Germany,0.92780,1313,1313,0.91380,0.94181
1993,17-29 y.,Germany,0.90330,2901,3392,0.89335,0.91325
1993,17-29 y.,Southern Europe,0.02194,183,3392,0.01701,0.02687
1993,17-29 y.,Western Asia,0.04046,308,3392,0.03382,0.04709
1993,30-45 y.,Germany,0.88685,3445,4047,0.87709,0.89661
1993,30-45 y.,Southern Europe,0.03327,354,4047,0.02774,0.03879
1993,30-45 y.,Western Asia,0.02472,205,4047,0.01994,0.02951
1993,30-45 y.,Eastern Europe,0.01179,43,4047,0.00846,0.01512
1993,46-65 y.,Germany,0.84956,2963,3761,0.83814,0.86099
1993,46-65 y.,Southern Europe,0.03989,439,3761,0.03364,0.04615
1993,46-65 y.,Western Asia,0.02767,255,3761,0.02243,0.03292
1993,46-65 y.,Eastern Europe,0.03015,104,3761,0.02468,0.03561
1993,66 and older,Germany,0.91960,1317,1380,0.90524,0.93395
1993,66 and older,Southern Europe,0.00367,32,1380,0.00048,0.00686
1993,66 and older,Eastern Europe,0.02044,31,1380,0.01298,0.02791
1994,17-29 y.,Germany,0.90078,2823,3258,0.89051,0.91104
1994,17-29 y.,Southern Europe,0.02433,167,3258,0.01904,0.02962
1994,17-29 y.,Western Asia,0.04066,268,3258,0.03388,0.04745
1994,30-45 y.,Germany,0.88426,3435,4002,0.87435,0.89418
1994,30-45 y.,Southern Europe,0.03306,329,4002,0.02752,0.03860
1994,30-45 y.,Western Asia,0.02565,202,4002,0.02075,0.03055
1994,30-45 y.,Eastern Europe,0.01029,36,4002,0.00716,0.01341
1994,46-65 y.,Germany,0.84680,2937,3713,0.83521,0.85839
1994,46-65 y.,Southern Europe,0.04355,432,3713,0.03698,0.05011
1994,46-65 y.,Western Asia,0.02866,240,3713,0.02329,0.03403
1994,46-65 y.,Eastern Europe,0.03047,104,3713,0.02494,0.03600
1994,66 and older,Germany,0.90994,1321,1393,0.89490,0.92498
1994,66 and older,Southern Europe,0.00489,35,1393,0.00122,0.00855
1994,66 and older,Eastern Europe,0.02337,37,1393,0.01543,0.03130
1995,17-29 y.,Germany,0.86708,2753,3247,0.85540,0.87876
1995,17-29 y.,Southern Europe,0.02419,151,3247,0.01891,0.02948
1995,17-29 y.,Western Asia,0.03980,248,3247,0.03308,0.04653
1995,17-29 y.,Eastern Europe,0.02629,95,3247,0.02079,0.03180
1995,30-45 y.,Germany,0.85203,3517,4280,0.84139,0.86267
1995,30-45 y.,Southern Europe,0.03236,320,4280,0.02706,0.03766
1995,30-45 y.,Central Asia,0.00530,41,4280,0.00312,0.00747
1995,30-45 y.,Western Asia,0.02463,222,4280,0.01998,0.02927
1995,30-45 y.,Eastern Europe,0.03292,180,4280,0.02757,0.03827
1995,46-65 y.,Germany,0.83918,2925,3772,0.82746,0.85091
1995,46-65 y.,Southern Europe,0.03870,438,3772,0.03254,0.04485
1995,46-65 y.,Western Asia,0.02319,230,3772,0.01839,0.02800
1995,46-65 y.,Eastern Europe,0.04483,179,3772,0.03822,0.05143
1995,66 and older,Germany,0.89608,1310,1415,0.88017,0.91199
1995,66 and older,Southern Europe,0.00593,43,1415,0.00193,0.00993
1995,66 and older,Eastern Europe,0.03189,62,1415,0.02273,0.04104
1996,17-29 y.,Germany,0.86393,2628,3093,0.85184,0.87602
1996,17-29 y.,Southern Europe,0.02564,135,3093,0.02006,0.03121
1996,17-29 y.,Central Asia,0.00699,31,3093,0.00405,0.00992
1996,17-29 y.,Western Asia,0.03876,204,3093,0.03196,0.04557
1996,17-29 y.,Eastern Europe,0.02591,95,3093,0.02031,0.03151
1996,30-45 y.,Germany,0.86143,3582,4301,0.85111,0.87176
1996,30-45 y.,Southern Europe,0.03210,287,4301,0.02683,0.03736
1996,30-45 y.,Central Asia,0.00515,37,4301,0.00301,0.00729
1996,30-45 y.,Western Asia,0.02440,232,4301,0.01979,0.02901
1996,30-45 y.,Eastern Europe,0.03126,163,4301,0.02606,0.03646
1996,46-65 y.,Germany,0.83935,2919,3723,0.82755,0.85115
1996,46-65 y.,Southern Europe,0.04115,425,3723,0.03477,0.04753
1996,46-65 y.,Western Asia,0.02407,218,3723,0.01915,0.02900
1996,46-65 y.,Eastern Europe,0.04140,161,3723,0.03500,0.04780
1996,66 and older,Germany,0.88976,1321,1439,0.87357,0.90595
1996,66 and older,Southern Europe,0.00744,48,1439,0.00300,0.01188
1996,66 and older,Eastern Europe,0.03611,70,1439,0.02646,0.04575
1997,17-29 y.,Germany,0.86418,2552,2970,0.85186,0.87650
1997,17-29 y.,Southern Europe,0.02601,119,2970,0.02028,0.03173
1997,17-29 y.,Central Asia,0.00851,34,2970,0.00521,0.01182
1997,17-29 y.,Western Asia,0.03648,167,2970,0.02973,0.04322
1997,17-29 y.,Eastern Europe,0.03128,98,2970,0.02501,0.03754
1997,30-45 y.,Germany,0.86626,3544,4244,0.85602,0.87650
1997,30-45 y.,Southern Europe,0.03182,268,4244,0.02654,0.03710
1997,30-45 y.,Central Asia,0.00580,40,4244,0.00351,0.00808
1997,30-45 y.,Western Asia,0.02502,239,4244,0.02032,0.02972
1997,30-45 y.,Eastern Europe,0.03093,153,4244,0.02572,0.03614
1997,46-65 y.,Germany,0.83563,2913,3691,0.82368,0.84759
1997,46-65 y.,Southern Europe,0.04371,410,3691,0.03711,0.05031
1997,46-65 y.,Western Asia,0.02518,207,3691,0.02012,0.03023
1997,46-65 y.,Eastern Europe,0.04348,161,3691,0.03690,0.05006
1997,66 and older,Germany,0.89127,1349,1485,0.87544,0.90711
1997,66 and older,Southern Europe,0.00973,57,1485,0.00473,0.01472
1997,66 and older,Eastern Europe,0.04116,79,1485,0.03105,0.05126
1998,17-29 y.,Germany,0.87384,2730,3108,0.86216,0.88551
1998,17-29 y.,Southern Europe,0.02096,94,3108,0.01592,0.02600
1998,17-29 y.,Central Asia,0.01224,41,3108,0.00837,0.01611
1998,17-29 y.,Western Asia,0.03420,143,3108,0.02781,0.04059
1998,17-29 y.,Eastern Europe,0.03098,100,3108,0.02488,0.03707
1998,30-45 y.,Germany,0.86896,4042,4722,0.85934,0.87859
1998,30-45 y.,Southern Europe,0.03237,251,4722,0.02732,0.03741
1998,30-45 y.,Central Asia,0.00803,45,4722,0.00548,0.01058
1998,30-45 y.,Western Asia,0.02769,234,4722,0.02301,0.03237
1998,30-45 y.,Eastern Europe,0.02945,150,4722,0.02463,0.03427
1998,46-65 y.,Germany,0.84068,3462,4221,0.82964,0.85173
1998,46-65 y.,Southern Europe,0.04575,392,4221,0.03945,0.05206
1998,46-65 y.,Western Asia,0.02549,192,4221,0.02074,0.03025
1998,46-65 y.,Eastern Europe,0.03893,175,4221,0.03309,0.04477
1998,66 and older,Germany,0.89547,1607,1753,0.88114,0.90979
1998,66 and older,Southern Europe,0.01016,53,1753,0.00546,0.01486
1998,66 and older,Eastern Europe,0.04313,93,1753,0.03362,0.05264
1999,17-29 y.,Germany,0.88242,2605,2932,0.87075,0.89408
1999,17-29 y.,Southern Europe,0.01970,75,2932,0.01466,0.02473
1999,17-29 y.,Central Asia,0.01385,42,2932,0.00962,0.01808
1999,17-29 y.,Western Asia,0.02981,112,2932,0.02365,0.03596
1999,17-29 y.,Eastern Europe,0.03285,98,2932,0.02640,0.03930
1999,30-45 y.,Germany,0.87060,3973,4619,0.86092,0.88028
1999,30-45 y.,Southern Europe,0.02925,215,4619,0.02439,0.03411
1999,30-45 y.,Central Asia,0.00757,40,4619,0.00507,0.01007
1999,30-45 y.,Western Asia,0.03189,254,4619,0.02682,0.03695
1999,30-45 y.,Eastern Europe,0.02802,137,4619,0.02326,0.03278
1999,46-65 y.,Germany,0.84449,3341,4049,0.83332,0.85565
1999,46-65 y.,Southern Europe,0.04594,363,4049,0.03949,0.05239
1999,46-65 y.,Western Asia,0.02613,177,4049,0.02122,0.03105
1999,46-65 y.,Eastern Europe,0.04049,168,4049,0.03442,0.04656
1999,66 and older,Germany,0.88972,1551,1710,0.87487,0.90457
1999,66 and older,Southern Europe,0.01145,55,1710,0.00641,0.01650
1999,66 and older,Eastern Europe,0.05310,104,1710,0.04247,0.06373
2000,17-29 y.,Germany,0.86024,3991,4493,0.85010,0.87038
2000,17-29 y.,Southern Europe,0.02202,98,4493,0.01773,0.02631
2000,17-29 y.,Central Asia,0.01941,84,4493,0.01537,0.02344
2000,17-29 y.,Western Asia,0.02953,134,4493,0.02458,0.03448
2000,17-29 y.,Eastern Europe,0.04336,186,4493,0.03741,0.04932
2000,30-45 y.,Germany,0.86436,6990,8014,0.85686,0.87186
2000,30-45 y.,Southern Europe,0.02629,263,8014,0.02278,0.02979
2000,30-45 y.,Central Asia,0.01239,102,8014,0.00997,0.01481
2000,30-45 y.,Western Asia,0.03209,340,8014,0.02823,0.03595
2000,30-45 y.,Eastern Europe,0.03253,274,8014,0.02864,0.03641
2000,30-45 y.,Western Europe,0.00956,45,8014,0.00743,0.01169
2000,46-65 y.,Germany,0.86063,6584,7623,0.85285,0.86840
2000,46-65 y.,Southern Europe,0.03675,402,7623,0.03252,0.04097
2000,46-65 y.,Central Asia,0.00424,37,7623,0.00278,0.00569
2000,46-65 y.,Western Asia,0.02379,225,7623,0.02036,0.02721
2000,46-65 y.,Eastern Europe,0.04161,317,7623,0.03712,0.04609
2000,46-65 y.,Western Europe,0.01104,58,7623,0.00869,0.01338
2000,66 and older,Germany,0.90916,3242,3489,0.89962,0.91870
2000,66 and older,Southern Europe,0.01049,68,3489,0.00711,0.01388
2000,66 and older,Eastern Europe,0.05066,179,3489,0.04338,0.05794
2001,17-29 y.,Germany,0.85832,3602,4023,0.84754,0.86909
2001,17-29 y.,Southern Europe,0.01705,70,4023,0.01305,0.02105
2001,17-29 y.,Central Asia,0.02442,80,4023,0.01965,0.02919
2001,17-29 y.,Western Asia,0.02786,104,4023,0.02278,0.03295
2001,17-29 y.,Eastern Europe,0.04544,167,4023,0.03900,0.05187
2001,30-45 y.,Germany,0.86511,6289,7220,0.85723,0.87299
2001,30-45 y.,Southern Europe,0.02707,246,7220,0.02332,0.03081
2001,30-45 y.,Central Asia,0.01350,94,7220,0.01084,0.01617
2001,30-45 y.,Western Asia,0.03588,328,7220,0.03159,0.04017
2001,30-45 y.,Eastern Europe,0.03002,231,7220,0.02608,0.03395
2001,30-45 y.,Western Europe,0.00771,32,7220,0.00569,0.00972
2001,46-65 y.,Germany,0.86596,6050,6963,0.85795,0.87396
2001,46-65 y.,Southern Europe,0.03408,351,6963,0.02982,0.03835
2001,46-65 y.,Central Asia,0.00545,40,6963,0.00372,0.00718
2001,46-65 y.,Western Asia,0.02265,196,6963,0.01916,0.02615
2001,46-65 y.,Eastern Europe,0.03927,274,6963,0.03470,0.04383
2001,46-65 y.,Western Europe,0.01078,52,6963,0.00835,0.01320
2001,66 and older,Germany,0.91251,3064,3327,0.90291,0.92212
2001,66 and older,Southern Europe,0.01224,74,3327,0.00851,0.01598
2001,66 and older,Western Asia,0.00525,33,3327,0.00280,0.00771
2001,66 and older,Eastern Europe,0.04592,156,3327,0.03881,0.05304
2002,17-29 y.,Germany,0.85730,3701,4077,0.84657,0.86804
2002,17-29 y.,Southern Europe,0.01704,57,4077,0.01307,0.02101
2002,17-29 y.,Central Asia,0.03021,77,4077,0.02495,0.03546
2002,17-29 y.,Western Asia,0.02720,86,4077,0.02220,0.03219
2002,17-29 y.,Eastern Europe,0.04524,156,4077,0.03886,0.05162
2002,30-45 y.,Germany,0.86358,6471,7334,0.85572,0.87143
2002,30-45 y.,Southern Europe,0.02694,214,7334,0.02323,0.03064
2002,30-45 y.,Central Asia,0.01309,78,7334,0.01048,0.01569
2002,30-45 y.,Western Asia,0.03837,313,7334,0.03397,0.04277
2002,30-45 y.,Eastern Europe,0.03005,216,7334,0.02614,0.03396
2002,30-45 y.,Western Europe,0.00860,42,7334,0.00649,0.01071
2002,46-65 y.,Germany,0.86197,6815,7715,0.85427,0.86967
2002,46-65 y.,Southern Europe,0.03607,337,7715,0.03191,0.04023
2002,46-65 y.,Central Asia,0.00626,42,7715,0.00450,0.00802
2002,46-65 y.,Western Asia,0.02272,178,7715,0.01940,0.02605
2002,46-65 y.,Eastern Europe,0.04135,273,7715,0.03690,0.04579
2002,46-65 y.,Western Europe,0.01145,70,7715,0.00908,0.01383
2002,66 and older,Germany,0.90862,3243,3512,0.89909,0.91816
2002,66 and older,Southern Europe,0.01259,70,3512,0.00890,0.01628
2002,66 and older,Western Asia,0.00676,40,3512,0.00405,0.00947
2002,66 and older,Eastern Europe,0.04575,159,3512,0.03884,0.05267
2003,17-29 y.,Germany,0.86943,3627,3940,0.85890,0.87995
2003,17-29 y.,Southern Europe,0.01059,37,3940,0.00739,0.01378
2003,17-29 y.,Central Asia,0.02496,69,3940,0.02009,0.02983
2003,17-29 y.,Western Asia,0.02530,65,3940,0.02039,0.03020
2003,17-29 y.,Eastern Europe,0.04202,142,3940,0.03576,0.04829
2003,30-45 y.,Germany,0.85987,6043,6834,0.85164,0.86810
2003,30-45 y.,Southern Europe,0.02719,196,6834,0.02333,0.03104
2003,30-45 y.,Central Asia,0.01307,75,6834,0.01038,0.01576
2003,30-45 y.,Western Asia,0.03730,291,6834,0.03280,0.04179
2003,30-45 y.,Eastern Europe,0.03205,194,6834,0.02788,0.03623
2003,30-45 y.,Western Europe,0.00884,35,6834,0.00662,0.01106
2003,46-65 y.,Germany,0.85911,6584,7433,0.85120,0.86702
2003,46-65 y.,Southern Europe,0.03558,310,7433,0.03137,0.03979
2003,46-65 y.,Central Asia,0.00592,39,7433,0.00418,0.00767
2003,46-65 y.,Western Asia,0.02319,162,7433,0.01977,0.02661
2003,46-65 y.,Eastern Europe,0.04221,274,7433,0.03764,0.04679
2003,46-65 y.,Western Europe,0.01134,64,7433,0.00893,0.01375
2003,66 and older,Germany,0.90648,3293,3569,0.89692,0.91603
2003,66 and older,Southern Europe,0.01359,74,3569,0.00979,0.01739
2003,66 and older,Western Asia,0.00878,46,3569,0.00572,0.01184
2003,66 and older,Eastern Europe,0.04495,156,3569,0.03815,0.05175
2004,17-29 y.,Germany,0.87061,3586,3901,0.86007,0.88114
2004,17-29 y.,Southern Europe,0.01551,44,3901,0.01163,0.01939
2004,17-29 y.,Central Asia,0.02946,74,3901,0.02416,0.03477
2004,17-29 y.,Western Asia,0.02229,56,3901,0.01766,0.02692
2004,17-29 y.,Eastern Europe,0.03831,141,3901,0.03229,0.04434
2004,30-45 y.,Germany,0.85625,5681,6439,0.84768,0.86482
2004,30-45 y.,Southern Europe,0.02855,187,6439,0.02448,0.03262
2004,30-45 y.,Central Asia,0.01349,68,6439,0.01067,0.01631
2004,30-45 y.,Western Asia,0.04219,287,6439,0.03728,0.04710
2004,30-45 y.,Eastern Europe,0.03162,184,6439,0.02734,0.03589
2004,30-45 y.,Western Europe,0.00869,32,6439,0.00642,0.01096
2004,46-65 y.,Germany,0.85397,6412,7233,0.84583,0.86211
2004,46-65 y.,Southern Europe,0.03679,288,7233,0.03245,0.04113
2004,46-65 y.,Central Asia,0.00677,45,7233,0.00488,0.00866
2004,46-65 y.,Western Asia,0.02278,154,7233,0.01934,0.02622
2004,46-65 y.,Eastern Europe,0.04302,267,7233,0.03835,0.04770
2004,46-65 y.,Western Europe,0.01348,67,7233,0.01082,0.01614
2004,66 and older,Germany,0.90722,3397,3677,0.89785,0.91660
2004,66 and older,Southern Europe,0.01532,78,3677,0.01135,0.01929
2004,66 and older,Western Asia,0.00863,47,3677,0.00564,0.01162
2004,66 and older,Eastern Europe,0.04323,155,3677,0.03665,0.04980
2005,17-29 y.,Germany,0.88774,3513,3747,0.87763,0.89785
2005,17-29 y.,Central Asia,0.02764,66,3747,0.02239,0.03289
2005,17-29 y.,Western Asia,0.01943,47,3747,0.01501,0.02385
2005,17-29 y.,Eastern Europe,0.03112,121,3747,0.02556,0.03668
2005,30-45 y.,Germany,0.85291,5292,5974,0.84393,0.86189
2005,30-45 y.,Southern Europe,0.02870,169,5974,0.02446,0.03293
2005,30-45 y.,Central Asia,0.01261,63,5974,0.00978,0.01544
2005,30-45 y.,Western Asia,0.04262,276,5974,0.03750,0.04774
2005,30-45 y.,Eastern Europe,0.03327,174,5974,0.02872,0.03782
2005,46-65 y.,Germany,0.85066,6126,6891,0.84224,0.85908
2005,46-65 y.,Southern Europe,0.04259,275,6891,0.03782,0.04735
2005,46-65 y.,Central Asia,0.00788,47,6891,0.00579,0.00996
2005,46-65 y.,Western Asia,0.02274,143,6891,0.01922,0.02626
2005,46-65 y.,Eastern Europe,0.04003,240,6891,0.03540,0.04466
2005,46-65 y.,Western Europe,0.01288,60,6891,0.01022,0.01554
2005,66 and older,Germany,0.90202,3400,3684,0.89241,0.91162
2005,66 and older,Southern Europe,0.01505,78,3684,0.01111,0.01898
2005,66 and older,Western Asia,0.01011,49,3684,0.00688,0.01334
2005,66 and older,Eastern Europe,0.04568,157,3684,0.03894,0.05243
2006,17-29 y.,Germany,0.88353,3654,3896,0.87345,0.89360
2006,17-29 y.,Central Asia,0.02554,66,3896,0.02058,0.03049
2006,17-29 y.,Western Asia,0.01779,43,3896,0.01363,0.02194
2006,17-29 y.,Eastern Europe,0.03770,133,3896,0.03172,0.04368
2006,30-45 y.,Germany,0.85390,5496,6161,0.84508,0.86272
2006,30-45 y.,Southern Europe,0.02604,146,6161,0.02206,0.03001
2006,30-45 y.,Central Asia,0.01614,74,6161,0.01299,0.01929
2006,30-45 y.,Western Asia,0.04225,258,6161,0.03723,0.04728
2006,30-45 y.,Eastern Europe,0.03333,187,6161,0.02885,0.03782
2006,46-65 y.,Germany,0.85068,6696,7448,0.84259,0.85878
2006,46-65 y.,Southern Europe,0.04119,247,7448,0.03667,0.04570
2006,46-65 y.,Central Asia,0.00746,47,7448,0.00550,0.00941
2006,46-65 y.,Western Asia,0.02536,133,7448,0.02179,0.02893
2006,46-65 y.,Eastern Europe,0.03875,259,7448,0.03437,0.04314
2006,46-65 y.,Western Europe,0.01452,66,7448,0.01180,0.01723
2006,66 and older,Germany,0.90561,4040,4335,0.89691,0.91432
2006,66 and older,Southern Europe,0.01659,80,4335,0.01279,0.02039
2006,66 and older,Western Asia,0.01045,54,4335,0.00743,0.01348
2006,66 and older,Eastern Europe,0.04065,161,4335,0.03477,0.04653
2007,17-29 y.,Germany,0.89655,3457,3636,0.88665,0.90645
2007,17-29 y.,Central Asia,0.02398,62,3636,0.01901,0.02896
2007,17-29 y.,Eastern Europe,0.03613,117,3636,0.03006,0.04220
2007,30-45 y.,Germany,0.85844,5023,5610,0.84932,0.86756
2007,30-45 y.,Southern Europe,0.02558,124,5610,0.02145,0.02971
2007,30-45 y.,Central Asia,0.01425,68,5610,0.01115,0.01735
2007,30-45 y.,Western Asia,0.03979,221,5610,0.03468,0.04491
2007,30-45 y.,Eastern Europe,0.03600,174,5610,0.03112,0.04087
2007,46-65 y.,Germany,0.84784,6271,6949,0.83940,0.85629
2007,46-65 y.,Southern Europe,0.04510,225,6949,0.04022,0.04998
2007,46-65 y.,Central Asia,0.00771,41,6949,0.00566,0.00977
2007,46-65 y.,Western Asia,0.02451,117,6949,0.02087,0.02814
2007,46-65 y.,Eastern Europe,0.03799,233,6949,0.03349,0.04248
2007,46-65 y.,Western Europe,0.01582,62,6949,0.01289,0.01876
2007,66 and older,Germany,0.90322,3966,4258,0.89434,0.91211
2007,66 and older,Southern Europe,0.02177,85,4258,0.01739,0.02616
2007,66 and older,Western Asia,0.01150,54,4258,0.00830,0.01470
2007,66 and older,Eastern Europe,0.03775,153,4258,0.03203,0.04348
2008,17-29 y.,Germany,0.90129,3183,3326,0.89115,0.91143
2008,17-29 y.,Central Asia,0.02215,50,3326,0.01715,0.02716
2008,17-29 y.,Eastern Europe,0.03398,93,3326,0.02782,0.04013
2008,30-45 y.,Germany,0.86083,4565,5080,0.85132,0.87035
2008,30-45 y.,Southern Europe,0.02473,106,5080,0.02046,0.02900
