year,migback,quintil_oecd,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Direct migration background,3rd Quintile,Southern Europe,0.22550,251,396,0.18429,0.26672
1990,Direct migration background,3rd Quintile,Western Asia,0.16639,145,396,0.12966,0.20312
1990,Direct migration background,4th Quintile,Southern Europe,0.32691,220,284,0.27226,0.38156
1990,Direct migration background,4th Quintile,Western Asia,0.11780,64,284,0.08024,0.15536
1990,Direct migration background,5th Quintile,Southern Europe,0.16953,108,108,0.09843,0.24062
1991,Direct migration background,1st Quintile,Southern Europe,0.18790,233,625,0.15725,0.21855
1991,Direct migration background,1st Quintile,Western Asia,0.41170,392,625,0.37308,0.45031
1991,Direct migration background,2nd Quintile,Southern Europe,0.23162,256,510,0.19497,0.26827
1991,Direct migration background,2nd Quintile,Western Asia,0.25541,223,510,0.21753,0.29330
1991,Direct migration background,2nd Quintile,Eastern Europe,0.15505,31,510,0.12360,0.18649
1991,Direct migration background,3rd Quintile,Southern Europe,0.26007,239,391,0.21653,0.30360
1991,Direct migration background,3rd Quintile,Western Asia,0.18389,120,391,0.14545,0.22234
1991,Direct migration background,3rd Quintile,Eastern Europe,0.16708,32,391,0.13006,0.20411
1991,Direct migration background,4th Quintile,Southern Europe,0.29726,227,292,0.24475,0.34978
1991,Direct migration background,4th Quintile,Western Asia,0.10955,65,292,0.07366,0.14543
1991,Direct migration background,5th Quintile,Southern Europe,0.18286,109,109,0.10996,0.25576
1992,Direct migration background,1st Quintile,Southern Europe,0.19956,154,436,0.16200,0.23712
1992,Direct migration background,1st Quintile,Western Asia,0.34939,244,436,0.30459,0.39420
1992,Direct migration background,1st Quintile,Eastern Europe,0.15287,38,436,0.11905,0.18669
1992,Direct migration background,2nd Quintile,Southern Europe,0.18829,200,499,0.15395,0.22263
1992,Direct migration background,2nd Quintile,Western Asia,0.29265,253,499,0.25269,0.33261
1992,Direct migration background,2nd Quintile,Eastern Europe,0.13831,46,499,0.10799,0.16863
1992,Direct migration background,3rd Quintile,Southern Europe,0.22378,252,479,0.18642,0.26114
1992,Direct migration background,3rd Quintile,Western Asia,0.20320,181,479,0.16713,0.23927
1992,Direct migration background,3rd Quintile,Eastern Europe,0.18553,46,479,0.15068,0.22038
1992,Direct migration background,4th Quintile,Southern Europe,0.32311,293,429,0.27880,0.36741
1992,Direct migration background,4th Quintile,Western Asia,0.11724,97,429,0.08676,0.14772
1992,Direct migration background,4th Quintile,Eastern Europe,0.15406,39,429,0.11986,0.18826
1992,Direct migration background,5th Quintile,Southern Europe,0.18466,124,189,0.12919,0.24012
1992,Direct migration background,5th Quintile,Western Asia,0.06525,33,189,0.02995,0.10055
1992,Direct migration background,5th Quintile,Eastern Europe,0.17981,32,189,0.12492,0.23471
1993,Direct migration background,1st Quintile,Southern Europe,0.20132,188,496,0.16599,0.23664
1993,Direct migration background,1st Quintile,Western Asia,0.34395,274,496,0.30210,0.38580
1993,Direct migration background,1st Quintile,Eastern Europe,0.11630,34,496,0.08806,0.14454
1993,Direct migration background,2nd Quintile,Southern Europe,0.21535,218,516,0.17985,0.25085
1993,Direct migration background,2nd Quintile,Western Asia,0.31664,245,516,0.27647,0.35682
1993,Direct migration background,2nd Quintile,Eastern Europe,0.18435,53,516,0.15086,0.21784
1993,Direct migration background,3rd Quintile,Southern Europe,0.25877,225,403,0.21596,0.30158
1993,Direct migration background,3rd Quintile,Western Asia,0.16566,134,403,0.12932,0.20201
1993,Direct migration background,3rd Quintile,Eastern Europe,0.18001,44,403,0.14245,0.21757
1993,Direct migration background,4th Quintile,Southern Europe,0.30827,235,354,0.26009,0.35644
1993,Direct migration background,4th Quintile,Western Asia,0.13135,85,354,0.09611,0.16658
1993,Direct migration background,4th Quintile,Eastern Europe,0.14829,34,354,0.11121,0.18536
1993,Direct migration background,5th Quintile,Southern Europe,0.20619,142,212,0.15160,0.26078
1993,Direct migration background,5th Quintile,Western Asia,0.05625,37,212,0.02516,0.08734
1993,Direct migration background,5th Quintile,Eastern Europe,0.15202,33,212,0.10357,0.20046
1994,Direct migration background,1st Quintile,Southern Europe,0.22382,223,576,0.18975,0.25789
1994,Direct migration background,1st Quintile,Western Asia,0.36300,314,576,0.32370,0.40230
1994,Direct migration background,1st Quintile,Eastern Europe,0.12162,39,576,0.09490,0.14833
1994,Direct migration background,2nd Quintile,Southern Europe,0.24295,203,452,0.20337,0.28253
1994,Direct migration background,2nd Quintile,Western Asia,0.26723,197,452,0.22639,0.30807
1994,Direct migration background,2nd Quintile,Eastern Europe,0.17765,52,452,0.14237,0.21292
1994,Direct migration background,3rd Quintile,Southern Europe,0.27518,215,374,0.22986,0.32050
1994,Direct migration background,3rd Quintile,Western Asia,0.19311,124,374,0.15305,0.23317
1994,Direct migration background,3rd Quintile,Eastern Europe,0.16275,35,374,0.12529,0.20021
1994,Direct migration background,4th Quintile,Southern Europe,0.30292,193,287,0.24966,0.35617
1994,Direct migration background,4th Quintile,Western Asia,0.11988,62,287,0.08224,0.15753
1994,Direct migration background,4th Quintile,Eastern Europe,0.15145,32,287,0.10990,0.19300
1994,Direct migration background,5th Quintile,Southern Europe,0.18950,128,167,0.12988,0.24912
1994,Direct migration background,5th Quintile,Eastern Europe,0.16666,39,167,0.10996,0.22335
1995,Direct migration background,1st Quintile,Southern Europe,0.16987,210,741,0.14281,0.19692
1995,Direct migration background,1st Quintile,Central Asia,0.03903,38,741,0.02508,0.05299
1995,Direct migration background,1st Quintile,Western Asia,0.27903,338,741,0.24671,0.31134
1995,Direct migration background,1st Quintile,Eastern Europe,0.23710,155,741,0.20646,0.26775
1995,Direct migration background,2nd Quintile,Southern Europe,0.22816,247,595,0.19441,0.26191
1995,Direct migration background,2nd Quintile,Western Asia,0.17617,205,595,0.14553,0.20681
1995,Direct migration background,2nd Quintile,Eastern Europe,0.30741,143,595,0.27030,0.34452
1995,Direct migration background,3rd Quintile,Southern Europe,0.22048,205,399,0.17975,0.26121
1995,Direct migration background,3rd Quintile,Western Asia,0.12345,93,399,0.09113,0.15576
1995,Direct migration background,3rd Quintile,Eastern Europe,0.24599,101,399,0.20368,0.28830
1995,Direct migration background,4th Quintile,Southern Europe,0.24089,172,286,0.19124,0.29054
1995,Direct migration background,4th Quintile,Western Asia,0.08919,55,286,0.05610,0.12228
1995,Direct migration background,4th Quintile,Eastern Europe,0.23507,59,286,0.18584,0.28431
1995,Direct migration background,5th Quintile,Southern Europe,0.13041,117,175,0.08038,0.18045
1995,Direct migration background,5th Quintile,Eastern Europe,0.21019,58,175,0.14965,0.27073
1996,Direct migration background,1st Quintile,Southern Europe,0.22064,239,723,0.19039,0.25089
1996,Direct migration background,1st Quintile,Western Asia,0.27389,341,723,0.24136,0.30642
1996,Direct migration background,1st Quintile,Eastern Europe,0.21875,143,723,0.18859,0.24890
1996,Direct migration background,2nd Quintile,Southern Europe,0.17980,211,546,0.14756,0.21204
1996,Direct migration background,2nd Quintile,Central Asia,0.04377,31,546,0.02659,0.06094
1996,Direct migration background,2nd Quintile,Western Asia,0.20646,175,546,0.17248,0.24044
1996,Direct migration background,2nd Quintile,Eastern Europe,0.29306,129,546,0.25485,0.33128
1996,Direct migration background,3rd Quintile,Southern Europe,0.23597,185,358,0.19193,0.28002
1996,Direct migration background,3rd Quintile,Western Asia,0.11691,77,358,0.08358,0.15024
1996,Direct migration background,3rd Quintile,Eastern Europe,0.28170,96,358,0.23504,0.32836
1996,Direct migration background,4th Quintile,Southern Europe,0.25229,170,286,0.20186,0.30271
1996,Direct migration background,4th Quintile,Western Asia,0.07455,53,286,0.04406,0.10505
1996,Direct migration background,4th Quintile,Eastern Europe,0.21056,63,286,0.16322,0.25789
1996,Direct migration background,5th Quintile,Southern Europe,0.13861,90,148,0.08275,0.19447
1996,Direct migration background,5th Quintile,Eastern Europe,0.22985,58,148,0.16183,0.29786
1997,Direct migration background,1st Quintile,Southern Europe,0.20160,220,738,0.17264,0.23057
1997,Direct migration background,1st Quintile,Central Asia,0.03814,33,738,0.02431,0.05197
1997,Direct migration background,1st Quintile,Western Asia,0.27870,321,738,0.24633,0.31107
1997,Direct migration background,1st Quintile,Eastern Europe,0.25554,164,738,0.22405,0.28703
1997,Direct migration background,2nd Quintile,Southern Europe,0.22404,204,522,0.18824,0.25984
1997,Direct migration background,2nd Quintile,Central Asia,0.05518,37,522,0.03557,0.07478
1997,Direct migration background,2nd Quintile,Western Asia,0.19964,170,522,0.16531,0.23396
1997,Direct migration background,2nd Quintile,Eastern Europe,0.27161,111,522,0.23341,0.30980
1997,Direct migration background,3rd Quintile,Southern Europe,0.25881,190,352,0.21299,0.30463
1997,Direct migration background,3rd Quintile,Western Asia,0.11530,74,352,0.08189,0.14871
1997,Direct migration background,3rd Quintile,Eastern Europe,0.30936,88,352,0.26101,0.35772
1997,Direct migration background,4th Quintile,Southern Europe,0.22272,144,265,0.17253,0.27291
1997,Direct migration background,4th Quintile,Western Asia,0.07854,44,265,0.04609,0.11100
1997,Direct migration background,4th Quintile,Eastern Europe,0.25181,77,265,0.19945,0.30417
1997,Direct migration background,5th Quintile,Southern Europe,0.18061,96,147,0.11821,0.24302
1997,Direct migration background,5th Quintile,Eastern Europe,0.23486,51,147,0.16609,0.30362
1998,Direct migration background,1st Quintile,Southern Europe,0.23979,220,694,0.20801,0.27158
1998,Direct migration background,1st Quintile,Central Asia,0.04183,40,694,0.02693,0.05674
1998,Direct migration background,1st Quintile,Western Asia,0.31836,299,694,0.28367,0.35304
1998,Direct migration background,1st Quintile,Eastern Europe,0.22990,135,694,0.19858,0.26123
1998,Direct migration background,2nd Quintile,Southern Europe,0.18648,148,430,0.14963,0.22334
1998,Direct migration background,2nd Quintile,Western Asia,0.21038,153,430,0.17181,0.24895
1998,Direct migration background,2nd Quintile,Eastern Europe,0.28918,129,430,0.24627,0.33208
1998,Direct migration background,3rd Quintile,Southern Europe,0.25612,161,315,0.20784,0.30440
1998,Direct migration background,3rd Quintile,Western Asia,0.13877,63,315,0.10053,0.17700
1998,Direct migration background,3rd Quintile,Eastern Europe,0.27901,91,315,0.22940,0.32862
1998,Direct migration background,4th Quintile,Southern Europe,0.31436,143,243,0.25587,0.37285
1998,Direct migration background,4th Quintile,Western Asia,0.10478,46,243,0.06619,0.14336
1998,Direct migration background,4th Quintile,Eastern Europe,0.20645,54,243,0.15545,0.25745
1998,Direct migration background,5th Quintile,Southern Europe,0.17709,84,136,0.11269,0.24148
1998,Direct migration background,5th Quintile,Eastern Europe,0.25464,52,136,0.18115,0.32813
1999,Direct migration background,1st Quintile,Southern Europe,0.22020,197,665,0.18869,0.25172
1999,Direct migration background,1st Quintile,Central Asia,0.06823,39,665,0.04905,0.08740
1999,Direct migration background,1st Quintile,Western Asia,0.32899,303,665,0.29325,0.36472
1999,Direct migration background,1st Quintile,Eastern Europe,0.23226,126,665,0.20014,0.26438
1999,Direct migration background,2nd Quintile,Southern Europe,0.21736,175,514,0.18167,0.25305
1999,Direct migration background,2nd Quintile,Central Asia,0.06066,37,514,0.04000,0.08132
1999,Direct migration background,2nd Quintile,Western Asia,0.19875,155,514,0.16422,0.23328
1999,Direct migration background,2nd Quintile,Eastern Europe,0.29878,147,514,0.25917,0.33839
1999,Direct migration background,3rd Quintile,Southern Europe,0.22155,142,307,0.17502,0.26808
1999,Direct migration background,3rd Quintile,Western Asia,0.11932,66,307,0.08300,0.15565
1999,Direct migration background,3rd Quintile,Eastern Europe,0.33050,99,307,0.27779,0.38320
1999,Direct migration background,4th Quintile,Southern Europe,0.28848,135,207,0.22661,0.35035
1999,Direct migration background,4th Quintile,Eastern Europe,0.26767,72,207,0.20721,0.32813
1999,Direct migration background,5th Quintile,Southern Europe,0.16017,59,122,0.09482,0.22553
1999,Direct migration background,5th Quintile,Eastern Europe,0.34725,63,122,0.26242,0.43208
2000,Direct migration background,1st Quintile,Southern Europe,0.21703,184,659,0.18554,0.24853
2000,Direct migration background,1st Quintile,Central Asia,0.05184,38,659,0.03490,0.06878
2000,Direct migration background,1st Quintile,Western Asia,0.34284,288,659,0.30657,0.37911
2000,Direct migration background,1st Quintile,Eastern Europe,0.22456,149,659,0.19268,0.25645
2000,Direct migration background,2nd Quintile,Southern Europe,0.30549,187,443,0.26254,0.34843
2000,Direct migration background,2nd Quintile,Western Asia,0.21110,127,443,0.17305,0.24914
2000,Direct migration background,2nd Quintile,Eastern Europe,0.28998,129,443,0.24767,0.33228
2000,Direct migration background,3rd Quintile,Southern Europe,0.22088,103,274,0.17167,0.27009
2000,Direct migration background,3rd Quintile,Central Asia,0.06165,35,274,0.03312,0.09018
2000,Direct migration background,3rd Quintile,Western Asia,0.12021,52,274,0.08164,0.15879
2000,Direct migration background,3rd Quintile,Eastern Europe,0.25874,84,274,0.20679,0.31069
2000,Direct migration background,4th Quintile,Southern Europe,0.29094,119,244,0.23383,0.34805
2000,Direct migration background,4th Quintile,Western Asia,0.10707,44,244,0.06819,0.14594
2000,Direct migration background,4th Quintile,Eastern Europe,0.29761,81,244,0.24012,0.35510
2000,Direct migration background,5th Quintile,Southern Europe,0.20379,73,134,0.13533,0.27225
2000,Direct migration background,5th Quintile,Eastern Europe,0.26751,61,134,0.19228,0.34275
2001,Direct migration background,1st Quintile,Southern Europe,0.17432,212,860,0.14895,0.19969
2001,Direct migration background,1st Quintile,Central Asia,0.11886,96,860,0.09721,0.14050
2001,Direct migration background,1st Quintile,Western Asia,0.28872,326,860,0.25841,0.31902
2001,Direct migration background,1st Quintile,Eastern Europe,0.25330,226,860,0.22422,0.28239
2001,Direct migration background,2nd Quintile,Southern Europe,0.16785,170,632,0.13869,0.19701
2001,Direct migration background,2nd Quintile,Central Asia,0.08301,55,632,0.06148,0.10453
2001,Direct migration background,2nd Quintile,Western Asia,0.22618,185,632,0.19353,0.25882
2001,Direct migration background,2nd Quintile,Eastern Europe,0.35061,222,632,0.31338,0.38784
2001,Direct migration background,3rd Quintile,Southern Europe,0.26235,165,458,0.22202,0.30269
2001,Direct migration background,3rd Quintile,Central Asia,0.06003,36,458,0.03825,0.08181
2001,Direct migration background,3rd Quintile,Western Asia,0.12595,89,458,0.09553,0.15637
2001,Direct migration background,3rd Quintile,Eastern Europe,0.32816,168,458,0.28511,0.37121
2001,Direct migration background,4th Quintile,Southern Europe,0.21875,113,310,0.17266,0.26485
2001,Direct migration background,4th Quintile,Central Asia,0.07519,31,310,0.04579,0.10459
2001,Direct migration background,4th Quintile,Western Asia,0.09448,44,310,0.06187,0.12710
2001,Direct migration background,4th Quintile,Eastern Europe,0.34307,122,310,0.29014,0.39600
2001,Direct migration background,5th Quintile,Southern Europe,0.17327,81,217,0.12280,0.22374
2001,Direct migration background,5th Quintile,Eastern Europe,0.30581,90,217,0.24437,0.36726
2001,Direct migration background,5th Quintile,Western Europe,0.24258,46,217,0.18541,0.29974
2002,Direct migration background,1st Quintile,Southern Europe,0.15360,162,747,0.12773,0.17948
2002,Direct migration background,1st Quintile,Central Asia,0.09468,69,747,0.07367,0.11569
2002,Direct migration background,1st Quintile,Western Asia,0.29954,290,747,0.26667,0.33241
2002,Direct migration background,1st Quintile,Eastern Europe,0.27984,226,747,0.24762,0.31205
2002,Direct migration background,2nd Quintile,Southern Europe,0.21983,171,625,0.18733,0.25232
2002,Direct migration background,2nd Quintile,Central Asia,0.12538,73,625,0.09940,0.15137
2002,Direct migration background,2nd Quintile,Western Asia,0.20216,170,625,0.17065,0.23367
2002,Direct migration background,2nd Quintile,Eastern Europe,0.31903,211,625,0.28245,0.35560
2002,Direct migration background,3rd Quintile,Southern Europe,0.26369,135,372,0.21885,0.30852
2002,Direct migration background,3rd Quintile,Central Asia,0.09870,36,372,0.06835,0.12905
2002,Direct migration background,3rd Quintile,Western Asia,0.16328,91,372,0.12567,0.20089
2002,Direct migration background,3rd Quintile,Eastern Europe,0.26601,110,372,0.22104,0.31097
2002,Direct migration background,4th Quintile,Southern Europe,0.22622,112,282,0.17730,0.27514
2002,Direct migration background,4th Quintile,Western Asia,0.06990,42,282,0.04008,0.09971
2002,Direct migration background,4th Quintile,Eastern Europe,0.37731,128,282,0.32064,0.43399
2002,Direct migration background,5th Quintile,Southern Europe,0.16138,87,235,0.11424,0.20851
2002,Direct migration background,5th Quintile,Eastern Europe,0.35334,104,235,0.29209,0.41459
2002,Direct migration background,5th Quintile,Western Europe,0.17865,44,235,0.12957,0.22773
2003,Direct migration background,1st Quintile,Southern Europe,0.15511,155,690,0.12808,0.18214
2003,Direct migration background,1st Quintile,Central Asia,0.08682,65,690,0.06580,0.10785
2003,Direct migration background,1st Quintile,Western Asia,0.31716,269,690,0.28241,0.35191
2003,Direct migration background,1st Quintile,Eastern Europe,0.26685,201,690,0.23382,0.29988
2003,Direct migration background,2nd Quintile,Southern Europe,0.18240,133,538,0.14974,0.21507
2003,Direct migration background,2nd Quintile,Central Asia,0.11848,61,538,0.09115,0.14581
2003,Direct migration background,2nd Quintile,Western Asia,0.18292,145,538,0.15022,0.21562
2003,Direct migration background,2nd Quintile,Eastern Europe,0.36749,199,538,0.32672,0.40827
2003,Direct migration background,3rd Quintile,Southern Europe,0.23935,129,383,0.19656,0.28214
2003,Direct migration background,3rd Quintile,Central Asia,0.07884,33,383,0.05182,0.10587
2003,Direct migration background,3rd Quintile,Western Asia,0.14256,83,383,0.10750,0.17762
2003,Direct migration background,3rd Quintile,Eastern Europe,0.30346,138,383,0.25736,0.34957
2003,Direct migration background,4th Quintile,Southern Europe,0.22911,121,293,0.18091,0.27732
2003,Direct migration background,4th Quintile,Western Asia,0.06979,47,293,0.04056,0.09901
2003,Direct migration background,4th Quintile,Eastern Europe,0.29195,125,293,0.23980,0.34410
2003,Direct migration background,5th Quintile,Southern Europe,0.16799,79,243,0.12088,0.21509
2003,Direct migration background,5th Quintile,Eastern Europe,0.33856,103,243,0.27894,0.39818
2003,Direct migration background,5th Quintile,Western Europe,0.18936,61,243,0.13999,0.23872
2004,Direct migration background,1st Quintile,Southern Europe,0.18600,158,670,0.15652,0.21549
2004,Direct migration background,1st Quintile,Central Asia,0.09583,61,670,0.07353,0.11814
2004,Direct migration background,1st Quintile,Western Asia,0.30701,262,670,0.27206,0.34197
2004,Direct migration background,1st Quintile,Eastern Europe,0.25997,189,670,0.22673,0.29320
2004,Direct migration background,2nd Quintile,Southern Europe,0.18678,138,544,0.15400,0.21956
2004,Direct migration background,2nd Quintile,Central Asia,0.14652,74,544,0.11678,0.17627
2004,Direct migration background,2nd Quintile,Western Asia,0.18630,148,544,0.15356,0.21905
2004,Direct migration background,2nd Quintile,Eastern Europe,0.28878,184,544,0.25066,0.32689
2004,Direct migration background,3rd Quintile,Southern Europe,0.25820,128,384,0.21437,0.30203
2004,Direct migration background,3rd Quintile,Central Asia,0.06889,38,384,0.04353,0.09426
2004,Direct migration background,3rd Quintile,Western Asia,0.11163,68,384,0.08009,0.14317
2004,Direct migration background,3rd Quintile,Eastern Europe,0.34996,150,384,0.30219,0.39772
2004,Direct migration background,4th Quintile,Southern Europe,0.20995,99,264,0.16072,0.25917
2004,Direct migration background,4th Quintile,Western Asia,0.11193,39,264,0.07383,0.15004
2004,Direct migration background,4th Quintile,Eastern Europe,0.35597,126,264,0.29811,0.41384
2004,Direct migration background,5th Quintile,Southern Europe,0.16679,74,236,0.11913,0.21446
2004,Direct migration background,5th Quintile,Eastern Europe,0.28794,98,236,0.23005,0.34584
2004,Direct migration background,5th Quintile,Western Europe,0.23121,64,236,0.17731,0.28512
2005,Direct migration background,1st Quintile,Southern Europe,0.16741,144,611,0.13778,0.19703
2005,Direct migration background,1st Quintile,Central Asia,0.10268,54,611,0.07859,0.12677
2005,Direct migration background,1st Quintile,Western Asia,0.30879,245,611,0.27213,0.34546
2005,Direct migration background,1st Quintile,Eastern Europe,0.24853,168,611,0.21423,0.28282
2005,Direct migration background,2nd Quintile,Southern Europe,0.24757,139,487,0.20919,0.28594
2005,Direct migration background,2nd Quintile,Central Asia,0.12823,62,487,0.09850,0.15795
2005,Direct migration background,2nd Quintile,Western Asia,0.18154,132,487,0.14727,0.21581
2005,Direct migration background,2nd Quintile,Eastern Europe,0.27235,154,487,0.23277,0.31193
2005,Direct migration background,3rd Quintile,Southern Europe,0.21880,94,358,0.17591,0.26169
2005,Direct migration background,3rd Quintile,Central Asia,0.06026,36,358,0.03558,0.08495
2005,Direct migration background,3rd Quintile,Western Asia,0.15137,76,358,0.11419,0.18855
2005,Direct migration background,3rd Quintile,Eastern Europe,0.36573,152,358,0.31577,0.41569
2005,Direct migration background,4th Quintile,Southern Europe,0.25378,104,267,0.20148,0.30608
2005,Direct migration background,4th Quintile,Western Asia,0.07250,40,267,0.04134,0.10366
2005,Direct migration background,4th Quintile,Eastern Europe,0.34353,123,267,0.28646,0.40060
2005,Direct migration background,5th Quintile,Southern Europe,0.16059,69,225,0.11251,0.20867
2005,Direct migration background,5th Quintile,Eastern Europe,0.25892,95,225,0.20156,0.31629
2005,Direct migration background,5th Quintile,Western Europe,0.24626,61,225,0.18983,0.30268
2006,Direct migration background,1st Quintile,Southern Europe,0.18466,117,554,0.15232,0.21700
2006,Direct migration background,1st Quintile,Central Asia,0.09216,47,554,0.06805,0.11627
2006,Direct migration background,1st Quintile,Western Asia,0.35234,229,554,0.31252,0.39215
2006,Direct migration background,1st Quintile,Eastern Europe,0.23852,161,554,0.20300,0.27404
2006,Direct migration background,2nd Quintile,Southern Europe,0.23954,119,442,0.19970,0.27937
2006,Direct migration background,2nd Quintile,Central Asia,0.13479,58,442,0.10291,0.16666
2006,Direct migration background,2nd Quintile,Western Asia,0.20409,127,442,0.16647,0.24170
2006,Direct migration background,2nd Quintile,Eastern Europe,0.26736,138,442,0.22605,0.30867
2006,Direct migration background,3rd Quintile,Southern Europe,0.22529,94,323,0.17966,0.27092
2006,Direct migration background,3rd Quintile,Central Asia,0.09374,39,323,0.06190,0.12558
2006,Direct migration background,3rd Quintile,Western Asia,0.13112,59,323,0.09425,0.16799
2006,Direct migration background,3rd Quintile,Eastern Europe,0.29608,131,323,0.24622,0.34595
2006,Direct migration background,4th Quintile,Southern Europe,0.22612,83,238,0.17286,0.27938
2006,Direct migration background,4th Quintile,Western Asia,0.08214,33,238,0.04718,0.11709
2006,Direct migration background,4th Quintile,Eastern Europe,0.35904,122,238,0.29797,0.42012
2006,Direct migration background,5th Quintile,Southern Europe,0.20228,68,229,0.15014,0.25442
