year,migback,sex,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Direct migration background,female,Southern Europe,0.18510,349,1314,0.16409,0.20611
2001,Direct migration background,female,Central Asia,0.08376,116,1314,0.06877,0.09874
2001,Direct migration background,female,Western Asia,0.16859,316,1314,0.14834,0.18884
2001,Direct migration background,female,Eastern Europe,0.33721,465,1314,0.31164,0.36279
2001,Direct migration background,female,Western Europe,0.07541,68,1314,0.06113,0.08969
2002,Direct migration background,male,Southern Europe,0.20543,355,1190,0.18246,0.22839
2002,Direct migration background,male,Central Asia,0.09158,99,1190,0.07519,0.10798
2002,Direct migration background,male,Western Asia,0.22079,324,1190,0.19721,0.24437
2002,Direct migration background,male,Eastern Europe,0.27258,347,1190,0.24727,0.29790
2002,Direct migration background,male,Western Europe,0.06179,65,1190,0.04811,0.07548
2002,Direct migration background,female,Southern Europe,0.18798,323,1258,0.16638,0.20957
2002,Direct migration background,female,Central Asia,0.08609,107,1258,0.07058,0.10159
2002,Direct migration background,female,Western Asia,0.16725,293,1258,0.14662,0.18788
2002,Direct migration background,female,Eastern Europe,0.33884,457,1258,0.31268,0.36501
2002,Direct migration background,female,Western Europe,0.06821,78,1258,0.05427,0.08215
2003,Direct migration background,male,Southern Europe,0.19734,322,1091,0.17372,0.22097
2003,Direct migration background,male,Central Asia,0.08262,94,1091,0.06628,0.09897
2003,Direct migration background,male,Western Asia,0.21340,293,1091,0.18908,0.23773
2003,Direct migration background,male,Eastern Europe,0.26835,323,1091,0.24204,0.29466
2003,Direct migration background,male,Western Europe,0.06254,59,1091,0.04817,0.07691
2003,Direct migration background,female,Southern Europe,0.17895,295,1181,0.15708,0.20082
2003,Direct migration background,female,Central Asia,0.07934,98,1181,0.06392,0.09476
2003,Direct migration background,female,Western Asia,0.16996,271,1181,0.14852,0.19139
2003,Direct migration background,female,Eastern Europe,0.34632,443,1181,0.31918,0.37347
2003,Direct migration background,female,Western Europe,0.06921,74,1181,0.05473,0.08369
2004,Direct migration background,male,Southern Europe,0.20944,310,1057,0.18490,0.23399
2004,Direct migration background,male,Central Asia,0.08890,94,1057,0.07173,0.10606
2004,Direct migration background,male,Western Asia,0.21649,280,1057,0.19165,0.24133
2004,Direct migration background,male,Eastern Europe,0.26246,316,1057,0.23593,0.28900
2004,Direct migration background,male,Western Europe,0.06106,57,1057,0.04661,0.07550
2004,Direct migration background,female,Southern Europe,0.18971,287,1155,0.16709,0.21233
2004,Direct migration background,female,Central Asia,0.08756,101,1155,0.07125,0.10387
2004,Direct migration background,female,Western Asia,0.16981,264,1155,0.14815,0.19147
2004,Direct migration background,female,Eastern Europe,0.33152,431,1155,0.30436,0.35868
2004,Direct migration background,female,Western Europe,0.07384,72,1155,0.05875,0.08893
2005,Direct migration background,male,Southern Europe,0.22385,286,970,0.19760,0.25009
2005,Direct migration background,male,Central Asia,0.08831,84,970,0.07044,0.10618
2005,Direct migration background,male,Western Asia,0.20979,258,970,0.18416,0.23543
2005,Direct migration background,male,Eastern Europe,0.25381,289,970,0.22641,0.28121
2005,Direct migration background,male,Western Europe,0.06433,53,970,0.04889,0.07978
2005,Direct migration background,female,Southern Europe,0.18940,265,1091,0.16614,0.21266
2005,Direct migration background,female,Central Asia,0.09097,99,1091,0.07390,0.10804
2005,Direct migration background,female,Western Asia,0.17674,257,1091,0.15409,0.19939
2005,Direct migration background,female,Eastern Europe,0.31911,403,1091,0.29143,0.34678
2005,Direct migration background,female,Western Europe,0.07057,67,1091,0.05537,0.08578
2006,Direct migration background,male,Southern Europe,0.22246,260,962,0.19616,0.24875
2006,Direct migration background,male,Central Asia,0.09510,91,962,0.07656,0.11365
2006,Direct migration background,male,Western Asia,0.20938,243,962,0.18366,0.23511
2006,Direct migration background,male,Eastern Europe,0.25752,310,962,0.22987,0.28516
2006,Direct migration background,male,Western Europe,0.06928,58,962,0.05323,0.08534
2006,Direct migration background,female,Southern Europe,0.18262,243,1096,0.15973,0.20550
2006,Direct migration background,female,Central Asia,0.09254,106,1096,0.07537,0.10970
2006,Direct migration background,female,Western Asia,0.18336,245,1096,0.16044,0.20628
2006,Direct migration background,female,Eastern Europe,0.31468,430,1096,0.28717,0.34219
2006,Direct migration background,female,Western Europe,0.07105,72,1096,0.05583,0.08626
2007,Direct migration background,male,Southern Europe,0.24511,233,865,0.21642,0.27379
2007,Direct migration background,male,Central Asia,0.09306,83,865,0.07369,0.11244
2007,Direct migration background,male,Western Asia,0.19712,209,865,0.17059,0.22365
2007,Direct migration background,male,Eastern Europe,0.25699,283,865,0.22785,0.28612
2007,Direct migration background,male,Western Europe,0.07563,57,865,0.05800,0.09326
2007,Direct migration background,female,Southern Europe,0.20031,224,996,0.17544,0.22518
2007,Direct migration background,female,Central Asia,0.08707,98,996,0.06955,0.10459
2007,Direct migration background,female,Western Asia,0.17703,213,996,0.15331,0.20074
2007,Direct migration background,female,Eastern Europe,0.31960,394,996,0.29062,0.34857
2007,Direct migration background,female,Western Europe,0.07267,67,996,0.05654,0.08880
2008,Direct migration background,male,Southern Europe,0.26213,218,773,0.23111,0.29315
2008,Direct migration background,male,Central Asia,0.09440,77,773,0.07378,0.11503
2008,Direct migration background,male,Western Asia,0.19298,185,773,0.16514,0.22082
2008,Direct migration background,male,Eastern Europe,0.23384,240,773,0.20398,0.26370
2008,Direct migration background,male,Western Europe,0.07553,53,773,0.05689,0.09417
2008,Direct migration background,female,Southern Europe,0.20692,206,889,0.18027,0.23356
2008,Direct migration background,female,Central Asia,0.08585,86,889,0.06742,0.10428
2008,Direct migration background,female,Western Asia,0.16494,177,889,0.14053,0.18935
2008,Direct migration background,female,Eastern Europe,0.32220,360,889,0.29147,0.35294
2008,Direct migration background,female,Western Europe,0.07389,60,889,0.05668,0.09110
2009,Direct migration background,male,Southern Europe,0.27259,194,679,0.23907,0.30611
2009,Direct migration background,male,Central Asia,0.09062,67,679,0.06901,0.11223
2009,Direct migration background,male,Western Asia,0.19968,155,679,0.16959,0.22977
2009,Direct migration background,male,Eastern Europe,0.22966,217,679,0.19800,0.26132
2009,Direct migration background,male,Western Europe,0.07399,46,679,0.05428,0.09369
2009,Direct migration background,female,Southern Europe,0.20851,182,789,0.18015,0.23688
2009,Direct migration background,female,Central Asia,0.08736,78,789,0.06764,0.10707
2009,Direct migration background,female,Western Asia,0.15394,149,789,0.12874,0.17914
2009,Direct migration background,female,Eastern Europe,0.32431,323,789,0.29163,0.35700
2009,Direct migration background,female,Western Europe,0.07791,57,789,0.05920,0.09663
2010,Direct migration background,male,Southern Asia,0.03819,47,1222,0.02744,0.04894
2010,Direct migration background,male,Southern Europe,0.27196,296,1222,0.24700,0.29692
2010,Direct migration background,male,Central Asia,0.09520,147,1222,0.07874,0.11166
2010,Direct migration background,male,Western Asia,0.18552,272,1222,0.16372,0.20733
2010,Direct migration background,male,Eastern Europe,0.22950,356,1222,0.20591,0.25309
2010,Direct migration background,male,Western Europe,0.07710,71,1222,0.06214,0.09206
2010,Direct migration background,male,Sub-Saharan Africa,0.01927,33,1222,0.01156,0.02698
2010,Direct migration background,female,Southern Asia,0.01526,39,1597,0.00924,0.02127
2010,Direct migration background,female,South-Eastern Asia,0.02383,36,1597,0.01635,0.03132
2010,Direct migration background,female,Southern Europe,0.21315,289,1597,0.19306,0.23324
2010,Direct migration background,female,Central Asia,0.09196,192,1597,0.07778,0.10614
2010,Direct migration background,female,Western Asia,0.13629,259,1597,0.11946,0.15312
2010,Direct migration background,female,Eastern Europe,0.32405,568,1597,0.30109,0.34702
2010,Direct migration background,female,Northern Europe,0.01950,42,1597,0.01271,0.02628
2010,Direct migration background,female,Western Europe,0.09009,88,1597,0.07604,0.10414
2010,Direct migration background,female,Sub-Saharan Africa,0.01085,39,1597,0.00577,0.01594
2010,Direct migration background,female,Latin America and the Caribbean,0.02862,45,1597,0.02044,0.03680
2011,Direct migration background,male,Southern Asia,0.02849,46,1388,0.01973,0.03724
2011,Direct migration background,male,Southern Europe,0.22571,300,1388,0.20371,0.24771
2011,Direct migration background,male,Central Asia,0.10857,182,1388,0.09220,0.12494
2011,Direct migration background,male,Western Asia,0.16593,260,1388,0.14636,0.18551
2011,Direct migration background,male,Eastern Europe,0.27909,439,1388,0.25548,0.30269
2011,Direct migration background,male,Northern Europe,0.02642,36,1388,0.01798,0.03486
2011,Direct migration background,male,Western Europe,0.08256,89,1388,0.06807,0.09704
2011,Direct migration background,male,Sub-Saharan Africa,0.01920,36,1388,0.01197,0.02642
2011,Direct migration background,female,Southern Asia,0.01486,39,1823,0.00931,0.02042
2011,Direct migration background,female,South-Eastern Asia,0.02975,44,1823,0.02195,0.03756
2011,Direct migration background,female,Southern Europe,0.18421,304,1823,0.16641,0.20201
2011,Direct migration background,female,Central Asia,0.10768,237,1823,0.09344,0.12191
2011,Direct migration background,female,Western Asia,0.11905,243,1823,0.10418,0.13392
2011,Direct migration background,female,Eastern Europe,0.35999,702,1823,0.33795,0.38203
2011,Direct migration background,female,Northern Europe,0.02363,50,1823,0.01666,0.03061
2011,Direct migration background,female,Western Europe,0.08493,113,1823,0.07213,0.09773
2011,Direct migration background,female,Sub-Saharan Africa,0.01334,41,1823,0.00807,0.01861
2011,Direct migration background,female,Latin America and the Caribbean,0.02498,50,1823,0.01781,0.03215
2012,Direct migration background,male,Southern Asia,0.02364,37,1328,0.01546,0.03181
2012,Direct migration background,male,Southern Europe,0.20869,273,1328,0.18682,0.23055
2012,Direct migration background,male,Central Asia,0.11059,185,1328,0.09372,0.12747
2012,Direct migration background,male,Western Asia,0.14592,220,1328,0.12693,0.16491
2012,Direct migration background,male,Eastern Europe,0.30935,444,1328,0.28448,0.33422
2012,Direct migration background,male,Northern Europe,0.02871,39,1328,0.01972,0.03769
2012,Direct migration background,male,Western Europe,0.09197,92,1328,0.07642,0.10752
2012,Direct migration background,male,Sub-Saharan Africa,0.02634,38,1328,0.01773,0.03496
2012,Direct migration background,female,Southern Asia,0.01619,36,1737,0.01025,0.02212
2012,Direct migration background,female,South-Eastern Asia,0.03047,42,1737,0.02239,0.03856
2012,Direct migration background,female,Southern Europe,0.19151,289,1737,0.17300,0.21002
2012,Direct migration background,female,Central Asia,0.11336,233,1737,0.09845,0.12828
2012,Direct migration background,female,Western Asia,0.11211,213,1737,0.09727,0.12695
2012,Direct migration background,female,Eastern Europe,0.35867,686,1737,0.33611,0.38124
2012,Direct migration background,female,Northern Europe,0.02084,42,1737,0.01412,0.02755
2012,Direct migration background,female,Western Europe,0.09131,117,1737,0.07776,0.10486
2012,Direct migration background,female,Sub-Saharan Africa,0.01155,31,1737,0.00652,0.01657
2012,Direct migration background,female,Latin America and the Caribbean,0.02193,48,1737,0.01504,0.02882
2013,Direct migration background,male,Northern Africa,0.02173,57,2848,0.01637,0.02708
2013,Direct migration background,male,Southern Asia,0.03643,81,2848,0.02955,0.04332
2013,Direct migration background,male,Southern Europe,0.18751,615,2848,0.17317,0.20185
2013,Direct migration background,male,Central Asia,0.10388,393,2848,0.09267,0.11509
2013,Direct migration background,male,Western Asia,0.16645,489,2848,0.15277,0.18013
2013,Direct migration background,male,Eastern Europe,0.30250,995,2848,0.28563,0.31937
2013,Direct migration background,male,Northern Europe,0.02451,52,2848,0.01883,0.03019
2013,Direct migration background,male,Western Europe,0.07125,100,2848,0.06180,0.08069
2013,Direct migration background,male,Sub-Saharan Africa,0.03742,66,2848,0.03044,0.04439
2013,Direct migration background,female,Northern Africa,0.00739,37,3572,0.00458,0.01020
2013,Direct migration background,female,Southern Asia,0.02557,80,3572,0.02039,0.03075
2013,Direct migration background,female,South-Eastern Asia,0.03407,69,3572,0.02812,0.04002
2013,Direct migration background,female,Southern Europe,0.17546,650,3572,0.16298,0.18793
2013,Direct migration background,female,Central Asia,0.11930,494,3572,0.10867,0.12994
2013,Direct migration background,female,Western Asia,0.13116,467,3572,0.12009,0.14223
2013,Direct migration background,female,Eastern Europe,0.34837,1459,3572,0.33275,0.36400
2013,Direct migration background,female,Northern Europe,0.01811,54,3572,0.01374,0.02249
2013,Direct migration background,female,Western Europe,0.07209,134,3572,0.06361,0.08057
2013,Direct migration background,female,Sub-Saharan Africa,0.02219,63,3572,0.01736,0.02702
2013,Direct migration background,female,Latin America and the Caribbean,0.02024,65,3572,0.01562,0.02486
2014,Direct migration background,male,Northern Africa,0.01861,42,2332,0.01312,0.02410
2014,Direct migration background,male,Southern Asia,0.03964,61,2332,0.03172,0.04756
2014,Direct migration background,male,Southern Europe,0.18334,511,2332,0.16763,0.19905
2014,Direct migration background,male,Central Asia,0.09988,316,2332,0.08771,0.11206
2014,Direct migration background,male,Western Asia,0.18117,400,2332,0.16554,0.19681
2014,Direct migration background,male,Eastern Europe,0.27780,813,2332,0.25962,0.29598
2014,Direct migration background,male,Northern Europe,0.02526,41,2332,0.01889,0.03163
2014,Direct migration background,male,Western Europe,0.07381,91,2332,0.06320,0.08443
2014,Direct migration background,male,Sub-Saharan Africa,0.04240,57,2332,0.03422,0.05058
2014,Direct migration background,female,Southern Asia,0.03009,66,2850,0.02382,0.03636
2014,Direct migration background,female,South-Eastern Asia,0.03593,54,2850,0.02910,0.04276
2014,Direct migration background,female,Southern Europe,0.17829,514,2850,0.16423,0.19234
2014,Direct migration background,female,Central Asia,0.11447,394,2850,0.10278,0.12616
2014,Direct migration background,female,Western Asia,0.14036,376,2850,0.12761,0.15312
2014,Direct migration background,female,Eastern Europe,0.32465,1183,2850,0.30746,0.34184
2014,Direct migration background,female,Northern Europe,0.01629,42,2850,0.01164,0.02094
2014,Direct migration background,female,Western Europe,0.07474,115,2850,0.06508,0.08440
2014,Direct migration background,female,Sub-Saharan Africa,0.02546,49,2850,0.01968,0.03125
2014,Direct migration background,female,Latin America and the Caribbean,0.02500,57,2850,0.01927,0.03074
2015,Direct migration background,male,Northern Africa,0.02199,68,2727,0.01648,0.02749
2015,Direct migration background,male,Southern Asia,0.04530,100,2727,0.03749,0.05311
2015,Direct migration background,male,Southern Europe,0.19109,590,2727,0.17633,0.20585
2015,Direct migration background,male,Central Asia,0.10111,290,2727,0.08979,0.11243
2015,Direct migration background,male,Western Asia,0.17491,401,2727,0.16065,0.18917
2015,Direct migration background,male,Eastern Europe,0.28891,1001,2727,0.27189,0.30592
2015,Direct migration background,male,Northern Europe,0.02575,64,2727,0.01980,0.03170
2015,Direct migration background,male,Western Europe,0.06911,101,2727,0.05958,0.07863
2015,Direct migration background,male,Sub-Saharan Africa,0.03151,61,2727,0.02495,0.03807
2015,Direct migration background,male,Latin America and the Caribbean,0.01951,51,2727,0.01432,0.02470
2015,Direct migration background,female,Northern Africa,0.00915,44,3262,0.00589,0.01242
2015,Direct migration background,female,Southern Asia,0.03388,97,3262,0.02767,0.04009
2015,Direct migration background,female,South-Eastern Asia,0.03125,50,3262,0.02528,0.03722
2015,Direct migration background,female,Southern Europe,0.18326,580,3262,0.16998,0.19654
2015,Direct migration background,female,Central Asia,0.12047,370,3262,0.10929,0.13164
2015,Direct migration background,female,Western Asia,0.13321,382,3262,0.12155,0.14488
2015,Direct migration background,female,Eastern Europe,0.33420,1410,3262,0.31801,0.35039
2015,Direct migration background,female,Northern Europe,0.01692,67,3262,0.01249,0.02135
2015,Direct migration background,female,Western Europe,0.07296,128,3262,0.06403,0.08188
2015,Direct migration background,female,Sub-Saharan Africa,0.01801,59,3262,0.01344,0.02257
2015,Direct migration background,female,Latin America and the Caribbean,0.02579,75,3262,0.02035,0.03123
2016,Direct migration background,male,Northern Africa,0.02113,72,4075,0.01671,0.02554
2016,Direct migration background,male,Southern Asia,0.05476,323,4075,0.04777,0.06175
2016,Direct migration background,male,Southern Europe,0.19774,549,4075,0.18551,0.20997
2016,Direct migration background,male,Central Asia,0.08807,255,4075,0.07936,0.09677
2016,Direct migration background,male,Western Asia,0.20078,1680,4075,0.18847,0.21308
2016,Direct migration background,male,Eastern Europe,0.25829,867,4075,0.24485,0.27173
2016,Direct migration background,male,Northern Europe,0.02584,54,4075,0.02096,0.03071
2016,Direct migration background,male,Western Europe,0.06781,85,4075,0.06009,0.07553
2016,Direct migration background,male,Sub-Saharan Africa,0.02957,150,4075,0.02437,0.03477
2016,Direct migration background,male,Latin America and the Caribbean,0.02308,40,4075,0.01846,0.02769
2016,Direct migration background,female,Northern Africa,0.01160,52,4049,0.00830,0.01490
2016,Direct migration background,female,Southern Asia,0.03476,256,4049,0.02912,0.04041
2016,Direct migration background,female,South-Eastern Asia,0.03411,47,4049,0.02851,0.03970
2016,Direct migration background,female,Southern Europe,0.19081,540,4049,0.17870,0.20291
2016,Direct migration background,female,Central Asia,0.10869,334,4049,0.09910,0.11827
2016,Direct migration background,female,Western Asia,0.14032,1223,4049,0.12962,0.15102
2016,Direct migration background,female,Eastern Europe,0.31797,1236,4049,0.30362,0.33232
2016,Direct migration background,female,Northern Europe,0.01942,57,4049,0.01517,0.02367
2016,Direct migration background,female,Western Europe,0.07162,114,4049,0.06368,0.07956
2016,Direct migration background,female,Sub-Saharan Africa,0.01970,133,4049,0.01542,0.02398
2016,Direct migration background,female,Latin America and the Caribbean,0.02672,57,4049,0.02175,0.03169
2017,Direct migration background,male,Northern Africa,0.01615,64,4479,0.01246,0.01984
2017,Direct migration background,male,Southern Asia,0.05869,408,4479,0.05181,0.06558
2017,Direct migration background,male,Southern Europe,0.20524,462,4479,0.19341,0.21707
2017,Direct migration background,male,Central Asia,0.07641,237,4479,0.06863,0.08419
2017,Direct migration background,male,Western Asia,0.21474,2174,4479,0.20271,0.22677
