"plb0022_h","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"FSJ/FOeJ/BFD","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1984","(noch) kein Abschluss","kein Migrationshintergrund","202","0.878917615321601","0.836939912780382","0.92089531786282"
"Nicht erwerbstaetig","1984","(noch) kein Abschluss","direkter Migrationshintergrund","425","0.423890487770325","0.394225180767662","0.453555794772987"
"Nicht erwerbstaetig","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1984","Hauptschulabschluss","kein Migrationshintergrund","2588","0.51166358584157","0.498410872082944","0.524916299600196"
"Nicht erwerbstaetig","1984","Hauptschulabschluss","direkter Migrationshintergrund","491","0.347992963363831","0.325669346569713","0.370316580157948"
"Nicht erwerbstaetig","1984","Hauptschulabschluss","indirekter Migrationshintergrund","30","0.511799016385314","0.398671954511415","0.624926078259214"
"Nicht erwerbstaetig","1984","Realschulabschluss","kein Migrationshintergrund","629","0.398846472954213","0.375705615599166","0.42198733030926"
"Nicht erwerbstaetig","1984","Realschulabschluss","direkter Migrationshintergrund","62","0.468345179906798","0.385687734590258","0.551002625223339"
"Nicht erwerbstaetig","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1984","(Fach-)Abitur","kein Migrationshintergrund","289","0.498449741568593","0.458070481124544","0.538829002012642"
"Nicht erwerbstaetig","1984","(Fach-)Abitur","direkter Migrationshintergrund","92","0.442042700645783","0.383345912488399","0.500739488803166"
"Nicht erwerbstaetig","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1984","AkademikerInnen","kein Migrationshintergrund","139","0.238184953695255","0.205882032758757","0.270487874631753"
"Nicht erwerbstaetig","1984","AkademikerInnen","direkter Migrationshintergrund","30","0.31479126354404","0.232379168088752","0.397203358999329"
"Nicht erwerbstaetig","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","(noch) kein Abschluss","direkter Migrationshintergrund","462","0.500024985400116","0.466646666326288","0.533403304473943"
"Voll erwerbstaetig","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","Hauptschulabschluss","kein Migrationshintergrund","2031","0.383925151588848","0.370260389953981","0.397589913223715"
"Voll erwerbstaetig","1985","Hauptschulabschluss","direkter Migrationshintergrund","981","0.550896957778741","0.525916158784575","0.575877756772908"
"Voll erwerbstaetig","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","Realschulabschluss","kein Migrationshintergrund","779","0.449440238765806","0.425438410243362","0.47344206728825"
"Voll erwerbstaetig","1985","Realschulabschluss","direkter Migrationshintergrund","51","0.36953944898642","0.289007555606513","0.450071342366327"
"Voll erwerbstaetig","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","(Fach-)Abitur","kein Migrationshintergrund","186","0.342061770317441","0.302593651228198","0.381529889406685"
"Voll erwerbstaetig","1985","(Fach-)Abitur","direkter Migrationshintergrund","128","0.436268185404357","0.372591100295962","0.499945270512751"
"Voll erwerbstaetig","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","AkademikerInnen","kein Migrationshintergrund","448","0.672178290754207","0.63589524798398","0.708461333524433"
"Voll erwerbstaetig","1985","AkademikerInnen","direkter Migrationshintergrund","72","0.573191601790474","0.481177797026313","0.665205406554634"
"Voll erwerbstaetig","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","Hauptschulabschluss","kein Migrationshintergrund","383","0.0706666801926726","0.0634663048240001","0.0778670555613451"
"Teilzeitbeschaeftigung","1985","Hauptschulabschluss","direkter Migrationshintergrund","69","0.0553519735496443","0.0438678011049775","0.0668361459943112"
"Teilzeitbeschaeftigung","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","Realschulabschluss","kein Migrationshintergrund","143","0.0753981200813591","0.0626582862393936","0.0881379539233246"
"Teilzeitbeschaeftigung","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","(Fach-)Abitur","kein Migrationshintergrund","39","0.067765333175249","0.0468546600656154","0.0886760062848827"
"Teilzeitbeschaeftigung","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","AkademikerInnen","kein Migrationshintergrund","46","0.0665169458857116","0.0472566934913764","0.0857771982800468"
"Teilzeitbeschaeftigung","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","Hauptschulabschluss","kein Migrationshintergrund","83","0.0160476063120347","0.01251696000705","0.0195782526170194"
"Ausbildung/Lehre","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","Realschulabschluss","kein Migrationshintergrund","94","0.053322158251784","0.0424813644329723","0.0641629520705957"
"Ausbildung/Lehre","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","Hauptschulabschluss","kein Migrationshintergrund","106","0.0196949260834623","0.0157908358966571","0.0235990162702676"
"Geringfuegig erwerbstaetig","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","(Fach-)Abitur","kein Migrationshintergrund","39","0.064465292578526","0.0440340617451732","0.0848965234118788"
"Geringfuegig erwerbstaetig","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
