"plb0022_h","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Nicht erwerbstaetig","1984","(noch) kein Abschluss","weiblich","449","0.777018054531517","0.746529138444286","0.807506970618747"
"Nicht erwerbstaetig","1984","Hauptschulabschluss","maennlich","803","0.28818005340642","0.273224282465016","0.303135824347825"
"Nicht erwerbstaetig","1984","Hauptschulabschluss","weiblich","2306","0.672427702673381","0.657438300398817","0.687417104947945"
"Nicht erwerbstaetig","1984","Realschulabschluss","maennlich","197","0.263890060237378","0.233117201766693","0.294662918708062"
"Nicht erwerbstaetig","1984","Realschulabschluss","weiblich","507","0.497418485806896","0.467871310817122","0.526965660796671"
"Nicht erwerbstaetig","1984","(Fach-)Abitur","maennlich","203","0.466762630284454","0.423841342864883","0.509683917704024"
"Nicht erwerbstaetig","1984","(Fach-)Abitur","weiblich","183","0.526277878921475","0.474116849994126","0.578438907848824"
"Nicht erwerbstaetig","1984","AkademikerInnen","maennlich","79","0.16668080115923","0.135159115661653","0.198202486656807"
"Nicht erwerbstaetig","1984","AkademikerInnen","weiblich","90","0.401131732101115","0.341092204196731","0.461171260005499"
"Betriebliches Praktikum","1984","(noch) kein Abschluss","maennlich","","","",""
"Betriebliches Praktikum","1984","(noch) kein Abschluss","weiblich","","","",""
"Betriebliches Praktikum","1984","Hauptschulabschluss","maennlich","","","",""
"Betriebliches Praktikum","1984","Hauptschulabschluss","weiblich","","","",""
"Betriebliches Praktikum","1984","Realschulabschluss","maennlich","","","",""
"Betriebliches Praktikum","1984","Realschulabschluss","weiblich","","","",""
"Betriebliches Praktikum","1984","(Fach-)Abitur","maennlich","","","",""
"Betriebliches Praktikum","1984","(Fach-)Abitur","weiblich","","","",""
"Betriebliches Praktikum","1984","AkademikerInnen","maennlich","","","",""
"Betriebliches Praktikum","1984","AkademikerInnen","weiblich","","","",""
"Wehrpflicht/Zivildienst","1984","(noch) kein Abschluss","maennlich","","","",""
"Wehrpflicht/Zivildienst","1984","(noch) kein Abschluss","weiblich","","","",""
"Wehrpflicht/Zivildienst","1984","Hauptschulabschluss","maennlich","","","",""
"Wehrpflicht/Zivildienst","1984","Hauptschulabschluss","weiblich","","","",""
"Wehrpflicht/Zivildienst","1984","Realschulabschluss","maennlich","","","",""
"Wehrpflicht/Zivildienst","1984","Realschulabschluss","weiblich","","","",""
"Wehrpflicht/Zivildienst","1984","(Fach-)Abitur","maennlich","","","",""
"Wehrpflicht/Zivildienst","1984","(Fach-)Abitur","weiblich","","","",""
"Wehrpflicht/Zivildienst","1984","AkademikerInnen","maennlich","","","",""
"Wehrpflicht/Zivildienst","1984","AkademikerInnen","weiblich","","","",""
"Voll erwerbstaetig","1985","(noch) kein Abschluss","maennlich","301","0.292555880015079","0.253264709879962","0.331847050150196"
"Voll erwerbstaetig","1985","(noch) kein Abschluss","weiblich","181","0.187092787884118","0.15562464620974","0.218560929558495"
"Voll erwerbstaetig","1985","Hauptschulabschluss","maennlich","2278","0.658614805436487","0.642050668391876","0.675178942481097"
"Voll erwerbstaetig","1985","Hauptschulabschluss","weiblich","761","0.181477030439448","0.168374841702874","0.194579219176023"
"Voll erwerbstaetig","1985","Realschulabschluss","maennlich","488","0.632998372088375","0.598640798515552","0.667355945661198"
"Voll erwerbstaetig","1985","Realschulabschluss","weiblich","351","0.319808284772609","0.291770610709586","0.347845958835632"
"Voll erwerbstaetig","1985","(Fach-)Abitur","maennlich","214","0.389658168350635","0.345380617205818","0.433935719495452"
"Voll erwerbstaetig","1985","(Fach-)Abitur","weiblich","100","0.303070724334438","0.253257969304341","0.352883479364536"
"Voll erwerbstaetig","1985","AkademikerInnen","maennlich","408","0.772202614452116","0.735838112616678","0.808567116287555"
"Voll erwerbstaetig","1985","AkademikerInnen","weiblich","113","0.437134566640925","0.37527462888773","0.49899450439412"
"Teilzeitbeschaeftigung","1985","(noch) kein Abschluss","maennlich","","","",""
"Teilzeitbeschaeftigung","1985","(noch) kein Abschluss","weiblich","","","",""
"Teilzeitbeschaeftigung","1985","Hauptschulabschluss","maennlich","","","",""
"Teilzeitbeschaeftigung","1985","Hauptschulabschluss","weiblich","441","0.123142565575245","0.111971716700811","0.134313414449678"
"Teilzeitbeschaeftigung","1985","Realschulabschluss","maennlich","","","",""
"Teilzeitbeschaeftigung","1985","Realschulabschluss","weiblich","148","0.120782364249948","0.101192500412647","0.140372228087248"
"Teilzeitbeschaeftigung","1985","(Fach-)Abitur","maennlich","","","",""
"Teilzeitbeschaeftigung","1985","(Fach-)Abitur","weiblich","38","0.107655328833074","0.0740615933806867","0.141249064285462"
"Teilzeitbeschaeftigung","1985","AkademikerInnen","maennlich","","","",""
"Teilzeitbeschaeftigung","1985","AkademikerInnen","weiblich","39","0.144579838575519","0.100722404107906","0.188437273043132"
"Ausbildung/Lehre","1985","(noch) kein Abschluss","maennlich","","","",""
"Ausbildung/Lehre","1985","(noch) kein Abschluss","weiblich","","","",""
"Ausbildung/Lehre","1985","Hauptschulabschluss","maennlich","86","0.0236704174757787","0.0183599602843122","0.0289808746672453"
"Ausbildung/Lehre","1985","Hauptschulabschluss","weiblich","36","0.00968161257501284","0.00635288039370167","0.013010344756324"
"Ausbildung/Lehre","1985","Realschulabschluss","maennlich","61","0.064138127765525","0.0466738266991154","0.0816024288319346"
"Ausbildung/Lehre","1985","Realschulabschluss","weiblich","55","0.0471678445311033","0.034423641654698","0.0599120474075085"
"Ausbildung/Lehre","1985","(Fach-)Abitur","maennlich","","","",""
"Ausbildung/Lehre","1985","(Fach-)Abitur","weiblich","","","",""
"Ausbildung/Lehre","1985","AkademikerInnen","maennlich","","","",""
"Ausbildung/Lehre","1985","AkademikerInnen","weiblich","","","",""
"Geringfuegig erwerbstaetig","1985","(noch) kein Abschluss","maennlich","","","",""
"Geringfuegig erwerbstaetig","1985","(noch) kein Abschluss","weiblich","","","",""
"Geringfuegig erwerbstaetig","1985","Hauptschulabschluss","maennlich","","","",""
"Geringfuegig erwerbstaetig","1985","Hauptschulabschluss","weiblich","109","0.0303331716364475","0.0245029137618927","0.0361634295110024"
"Geringfuegig erwerbstaetig","1985","Realschulabschluss","maennlich","","","",""
"Geringfuegig erwerbstaetig","1985","Realschulabschluss","weiblich","","","",""
"Geringfuegig erwerbstaetig","1985","(Fach-)Abitur","maennlich","","","",""
"Geringfuegig erwerbstaetig","1985","(Fach-)Abitur","weiblich","","","",""
"Geringfuegig erwerbstaetig","1985","AkademikerInnen","maennlich","","","",""
"Geringfuegig erwerbstaetig","1985","AkademikerInnen","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(noch) kein Abschluss","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(noch) kein Abschluss","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Hauptschulabschluss","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Hauptschulabschluss","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Realschulabschluss","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Realschulabschluss","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(Fach-)Abitur","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","(Fach-)Abitur","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","AkademikerInnen","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","AkademikerInnen","weiblich","","","",""
"Freiwilliger Wehrdienst","1985","(noch) kein Abschluss","maennlich","","","",""
"Freiwilliger Wehrdienst","1985","(noch) kein Abschluss","weiblich","","","",""
"Freiwilliger Wehrdienst","1985","Hauptschulabschluss","maennlich","","","",""
"Freiwilliger Wehrdienst","1985","Hauptschulabschluss","weiblich","","","",""
"Freiwilliger Wehrdienst","1985","Realschulabschluss","maennlich","","","",""
"Freiwilliger Wehrdienst","1985","Realschulabschluss","weiblich","","","",""
"Freiwilliger Wehrdienst","1985","(Fach-)Abitur","maennlich","","","",""
"Freiwilliger Wehrdienst","1985","(Fach-)Abitur","weiblich","","","",""
"Freiwilliger Wehrdienst","1985","AkademikerInnen","maennlich","","","",""
"Freiwilliger Wehrdienst","1985","AkademikerInnen","weiblich","","","",""
"FSJ/FOeJ/BFD","1985","(noch) kein Abschluss","maennlich","","","",""
"FSJ/FOeJ/BFD","1985","(noch) kein Abschluss","weiblich","","","",""
"FSJ/FOeJ/BFD","1985","Hauptschulabschluss","maennlich","","","",""
"FSJ/FOeJ/BFD","1985","Hauptschulabschluss","weiblich","","","",""
"FSJ/FOeJ/BFD","1985","Realschulabschluss","maennlich","","","",""
"FSJ/FOeJ/BFD","1985","Realschulabschluss","weiblich","","","",""
"FSJ/FOeJ/BFD","1985","(Fach-)Abitur","maennlich","","","",""
"FSJ/FOeJ/BFD","1985","(Fach-)Abitur","weiblich","","","",""
"FSJ/FOeJ/BFD","1985","AkademikerInnen","maennlich","","","",""
"FSJ/FOeJ/BFD","1985","AkademikerInnen","weiblich","","","",""
"Werkstatt fuer Behinderte","1985","(noch) kein Abschluss","maennlich","","","",""
"Werkstatt fuer Behinderte","1985","(noch) kein Abschluss","weiblich","","","",""
"Werkstatt fuer Behinderte","1985","Hauptschulabschluss","maennlich","","","",""
"Werkstatt fuer Behinderte","1985","Hauptschulabschluss","weiblich","","","",""
"Werkstatt fuer Behinderte","1985","Realschulabschluss","maennlich","","","",""
"Werkstatt fuer Behinderte","1985","Realschulabschluss","weiblich","","","",""
"Werkstatt fuer Behinderte","1985","(Fach-)Abitur","maennlich","","","",""
"Werkstatt fuer Behinderte","1985","(Fach-)Abitur","weiblich","","","",""
"Werkstatt fuer Behinderte","1985","AkademikerInnen","maennlich","","","",""
"Werkstatt fuer Behinderte","1985","AkademikerInnen","weiblich","","","",""
"Nicht erwerbstaetig","1985","(noch) kein Abschluss","maennlich","203","0.658540295145802","0.617585440982338","0.699495149309266"
"Nicht erwerbstaetig","1985","(noch) kein Abschluss","weiblich","371","0.767843278980517","0.733775093003533","0.8019114649575"
"Nicht erwerbstaetig","1985","Hauptschulabschluss","maennlich","742","0.303799749716246","0.287734350478368","0.319865148954124"
"Nicht erwerbstaetig","1985","Hauptschulabschluss","weiblich","1977","0.655365619773847","0.639209438745263","0.67152180080243"
"Nicht erwerbstaetig","1985","Realschulabschluss","maennlich","182","0.267452780210855","0.235900658837568","0.299004901584143"
"Nicht erwerbstaetig","1985","Realschulabschluss","weiblich","487","0.492655677048037","0.462601516147867","0.522709837948206"
"Nicht erwerbstaetig","1985","(Fach-)Abitur","maennlich","184","0.450143332647109","0.404972791717048","0.495313873577169"
"Nicht erwerbstaetig","1985","(Fach-)Abitur","weiblich","155","0.463966366803702","0.409914153181833","0.518018580425571"
"Nicht erwerbstaetig","1985","AkademikerInnen","maennlich","77","0.181225323078618","0.147826644562062","0.214624001595174"
"Nicht erwerbstaetig","1985","AkademikerInnen","weiblich","81","0.362929475969695","0.302963557352691","0.422895394586698"
"Betriebliches Praktikum","1985","(noch) kein Abschluss","maennlich","","","",""
"Betriebliches Praktikum","1985","(noch) kein Abschluss","weiblich","","","",""
"Betriebliches Praktikum","1985","Hauptschulabschluss","maennlich","","","",""
"Betriebliches Praktikum","1985","Hauptschulabschluss","weiblich","","","",""
"Betriebliches Praktikum","1985","Realschulabschluss","maennlich","","","",""
"Betriebliches Praktikum","1985","Realschulabschluss","weiblich","","","",""
"Betriebliches Praktikum","1985","(Fach-)Abitur","maennlich","","","",""
"Betriebliches Praktikum","1985","(Fach-)Abitur","weiblich","","","",""
"Betriebliches Praktikum","1985","AkademikerInnen","maennlich","","","",""
"Betriebliches Praktikum","1985","AkademikerInnen","weiblich","","","",""
"Wehrpflicht/Zivildienst","1985","(noch) kein Abschluss","maennlich","","","",""
"Wehrpflicht/Zivildienst","1985","(noch) kein Abschluss","weiblich","","","",""
"Wehrpflicht/Zivildienst","1985","Hauptschulabschluss","maennlich","","","",""
"Wehrpflicht/Zivildienst","1985","Hauptschulabschluss","weiblich","","","",""
"Wehrpflicht/Zivildienst","1985","Realschulabschluss","maennlich","","","",""
"Wehrpflicht/Zivildienst","1985","Realschulabschluss","weiblich","","","",""
"Wehrpflicht/Zivildienst","1985","(Fach-)Abitur","maennlich","","","",""
"Wehrpflicht/Zivildienst","1985","(Fach-)Abitur","weiblich","","","",""
"Wehrpflicht/Zivildienst","1985","AkademikerInnen","maennlich","","","",""
"Wehrpflicht/Zivildienst","1985","AkademikerInnen","weiblich","","","",""
"Voll erwerbstaetig","1986","(noch) kein Abschluss","maennlich","282","0.352932395687235","0.310662815392054","0.395201975982416"
"Voll erwerbstaetig","1986","(noch) kein Abschluss","weiblich","162","0.196226826807855","0.163066543252154","0.229387110363557"
"Voll erwerbstaetig","1986","Hauptschulabschluss","maennlich","2169","0.659678429275944","0.642706427317303","0.676650431234585"
"Voll erwerbstaetig","1986","Hauptschulabschluss","weiblich","734","0.187765959515057","0.174073795147714","0.201458123882399"
"Voll erwerbstaetig","1986","Realschulabschluss","maennlich","464","0.611783885163515","0.576670877827974","0.646896892499056"
"Voll erwerbstaetig","1986","Realschulabschluss","weiblich","349","0.321143895893836","0.292753005257941","0.349534786529732"
"Voll erwerbstaetig","1986","(Fach-)Abitur","maennlich","212","0.374751376067058","0.331220312651444","0.418282439482671"
"Voll erwerbstaetig","1986","(Fach-)Abitur","weiblich","115","0.318247716533903","0.268953385217568","0.367542047850238"
"Voll erwerbstaetig","1986","AkademikerInnen","maennlich","391","0.754237004968888","0.716723728632741","0.791750281305036"
"Voll erwerbstaetig","1986","AkademikerInnen","weiblich","94","0.380033690460363","0.31925376779791","0.440813613122816"
"Teilzeitbeschaeftigung","1986","(noch) kein Abschluss","maennlich","","","",""
"Teilzeitbeschaeftigung","1986","(noch) kein Abschluss","weiblich","","","",""
"Teilzeitbeschaeftigung","1986","Hauptschulabschluss","maennlich","","","",""
"Teilzeitbeschaeftigung","1986","Hauptschulabschluss","weiblich","357","0.104672762451138","0.0939395229199587","0.115406001982317"
"Teilzeitbeschaeftigung","1986","Realschulabschluss","maennlich","","","",""
"Teilzeitbeschaeftigung","1986","Realschulabschluss","weiblich","121","0.102466704446616","0.0840268713532456","0.120906537539987"
"Teilzeitbeschaeftigung","1986","(Fach-)Abitur","maennlich","","","",""
"Teilzeitbeschaeftigung","1986","(Fach-)Abitur","weiblich","","","",""
"Teilzeitbeschaeftigung","1986","AkademikerInnen","maennlich","32","0.0549299034843109","0.0350776751633997","0.074782131805222"
"Teilzeitbeschaeftigung","1986","AkademikerInnen","weiblich","45","0.171643777630736","0.124427945252723","0.21885961000875"
"Ausbildung/Lehre","1986","(noch) kein Abschluss","maennlich","","","",""
"Ausbildung/Lehre","1986","(noch) kein Abschluss","weiblich","","","",""
"Ausbildung/Lehre","1986","Hauptschulabschluss","maennlich","97","0.0253864475872177","0.0197521551756194","0.0310207399988159"
"Ausbildung/Lehre","1986","Hauptschulabschluss","weiblich","55","0.0122448474807536","0.0083889593794769","0.0161007355820303"
"Ausbildung/Lehre","1986","Realschulabschluss","maennlich","74","0.0862418025084463","0.0660159522933484","0.106467652723544"
"Ausbildung/Lehre","1986","Realschulabschluss","weiblich","64","0.0521774257600866","0.0386552939290404","0.0656995575911329"
"Ausbildung/Lehre","1986","(Fach-)Abitur","maennlich","","","",""
"Ausbildung/Lehre","1986","(Fach-)Abitur","weiblich","","","",""
"Ausbildung/Lehre","1986","AkademikerInnen","maennlich","","","",""
"Ausbildung/Lehre","1986","AkademikerInnen","weiblich","","","",""
"Geringfuegig erwerbstaetig","1986","(noch) kein Abschluss","maennlich","","","",""
"Geringfuegig erwerbstaetig","1986","(noch) kein Abschluss","weiblich","","","",""
"Geringfuegig erwerbstaetig","1986","Hauptschulabschluss","maennlich","","","",""
"Geringfuegig erwerbstaetig","1986","Hauptschulabschluss","weiblich","138","0.0415402581618018","0.03454434171876","0.0485361746048437"
"Geringfuegig erwerbstaetig","1986","Realschulabschluss","maennlich","","","",""
"Geringfuegig erwerbstaetig","1986","Realschulabschluss","weiblich","33","0.0262674621219423","0.0165429187908901","0.0359920054529946"
"Geringfuegig erwerbstaetig","1986","(Fach-)Abitur","maennlich","","","",""
"Geringfuegig erwerbstaetig","1986","(Fach-)Abitur","weiblich","","","",""
"Geringfuegig erwerbstaetig","1986","AkademikerInnen","maennlich","","","",""
"Geringfuegig erwerbstaetig","1986","AkademikerInnen","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","(noch) kein Abschluss","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","(noch) kein Abschluss","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Hauptschulabschluss","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Hauptschulabschluss","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Realschulabschluss","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Realschulabschluss","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","(Fach-)Abitur","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","(Fach-)Abitur","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","AkademikerInnen","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","AkademikerInnen","weiblich","","","",""
"Freiwilliger Wehrdienst","1986","(noch) kein Abschluss","maennlich","","","",""
"Freiwilliger Wehrdienst","1986","(noch) kein Abschluss","weiblich","","","",""
"Freiwilliger Wehrdienst","1986","Hauptschulabschluss","maennlich","","","",""
"Freiwilliger Wehrdienst","1986","Hauptschulabschluss","weiblich","","","",""
"Freiwilliger Wehrdienst","1986","Realschulabschluss","maennlich","","","",""
"Freiwilliger Wehrdienst","1986","Realschulabschluss","weiblich","","","",""
"Freiwilliger Wehrdienst","1986","(Fach-)Abitur","maennlich","","","",""
"Freiwilliger Wehrdienst","1986","(Fach-)Abitur","weiblich","","","",""
"Freiwilliger Wehrdienst","1986","AkademikerInnen","maennlich","","","",""
"Freiwilliger Wehrdienst","1986","AkademikerInnen","weiblich","","","",""
"FSJ/FOeJ/BFD","1986","(noch) kein Abschluss","maennlich","","","",""
"FSJ/FOeJ/BFD","1986","(noch) kein Abschluss","weiblich","","","",""
"FSJ/FOeJ/BFD","1986","Hauptschulabschluss","maennlich","","","",""
"FSJ/FOeJ/BFD","1986","Hauptschulabschluss","weiblich","","","",""
"FSJ/FOeJ/BFD","1986","Realschulabschluss","maennlich","","","",""
"FSJ/FOeJ/BFD","1986","Realschulabschluss","weiblich","","","",""
"FSJ/FOeJ/BFD","1986","(Fach-)Abitur","maennlich","","","",""
"FSJ/FOeJ/BFD","1986","(Fach-)Abitur","weiblich","","","",""
"FSJ/FOeJ/BFD","1986","AkademikerInnen","maennlich","","","",""
"FSJ/FOeJ/BFD","1986","AkademikerInnen","weiblich","","","",""
"Werkstatt fuer Behinderte","1986","(noch) kein Abschluss","maennlich","","","",""
"Werkstatt fuer Behinderte","1986","(noch) kein Abschluss","weiblich","","","",""
"Werkstatt fuer Behinderte","1986","Hauptschulabschluss","maennlich","","","",""
"Werkstatt fuer Behinderte","1986","Hauptschulabschluss","weiblich","","","",""
"Werkstatt fuer Behinderte","1986","Realschulabschluss","maennlich","","","",""
"Werkstatt fuer Behinderte","1986","Realschulabschluss","weiblich","","","",""
"Werkstatt fuer Behinderte","1986","(Fach-)Abitur","maennlich","","","",""
"Werkstatt fuer Behinderte","1986","(Fach-)Abitur","weiblich","","","",""
"Werkstatt fuer Behinderte","1986","AkademikerInnen","maennlich","","","",""
"Werkstatt fuer Behinderte","1986","AkademikerInnen","weiblich","","","",""
"Nicht erwerbstaetig","1986","(noch) kein Abschluss","maennlich","199","0.612665174258711","0.569576590932935","0.655753757584486"
"Nicht erwerbstaetig","1986","(noch) kein Abschluss","weiblich","350","0.748232452871029","0.711992265337172","0.784472640404886"
"Nicht erwerbstaetig","1986","Hauptschulabschluss","maennlich","687","0.298556836517209","0.282164836472309","0.314948836562109"
"Nicht erwerbstaetig","1986","Hauptschulabschluss","weiblich","1841","0.65377617239125","0.637095402132887","0.670456942649613"
"Nicht erwerbstaetig","1986","Realschulabschluss","maennlich","177","0.26766048419643","0.235761225175429","0.299559743217431"
