"plb0022_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Werkstatt fuer Behinderte","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1984","Westdeutschland, alte Bundeslaender","maennlich","1482","0.298668690705528","0.287094896981753","0.310242484429302"
"Nicht erwerbstaetig","1984","Westdeutschland, alte Bundeslaender","weiblich","3563","0.620658771722594","0.608617651913095","0.632699891532094"
"Nicht erwerbstaetig","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nicht erwerbstaetig","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1984","Westdeutschland, alte Bundeslaender","maennlich","34","0.00709236742719707","0.00497025048356691","0.00921448437082724"
"Wehrpflicht/Zivildienst","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1985","Westdeutschland, alte Bundeslaender","maennlich","3732","0.626535656463733","0.613702638763164","0.639368674164301"
"Voll erwerbstaetig","1985","Westdeutschland, alte Bundeslaender","weiblich","1526","0.230605967479515","0.219605112349896","0.241606822609135"
"Voll erwerbstaetig","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Voll erwerbstaetig","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Teilzeitbeschaeftigung","1985","Westdeutschland, alte Bundeslaender","maennlich","57","0.011438057943174","0.00861701683381862","0.0142590990525293"
"Teilzeitbeschaeftigung","1985","Westdeutschland, alte Bundeslaender","weiblich","698","0.118686147653065","0.11023954464116","0.127132750664969"
"Teilzeitbeschaeftigung","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Ausbildung/Lehre","1985","Westdeutschland, alte Bundeslaender","maennlich","171","0.0291186310572927","0.0246579632094995","0.0335792989050859"
"Ausbildung/Lehre","1985","Westdeutschland, alte Bundeslaender","weiblich","114","0.0206265779942656","0.0169146074897333","0.0243385484987978"
"Ausbildung/Lehre","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Ausbildung/Lehre","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geringfuegig erwerbstaetig","1985","Westdeutschland, alte Bundeslaender","maennlich","57","0.0115394617788973","0.00870608865667097","0.0143728349011236"
"Geringfuegig erwerbstaetig","1985","Westdeutschland, alte Bundeslaender","weiblich","176","0.0309574517865955","0.0264339913763112","0.0354809121968797"
"Geringfuegig erwerbstaetig","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1985","Westdeutschland, alte Bundeslaender","maennlich","1403","0.313679037212067","0.30136961394203","0.325988460482104"
"Nicht erwerbstaetig","1985","Westdeutschland, alte Bundeslaender","weiblich","3118","0.599123855086559","0.586324733030618","0.611922977142501"
"Nicht erwerbstaetig","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nicht erwerbstaetig","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1985","Westdeutschland, alte Bundeslaender","maennlich","38","0.00768915554483637","0.00537179015021174","0.010006520939461"
"Wehrpflicht/Zivildienst","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1986","Westdeutschland, alte Bundeslaender","maennlich","3557","0.621716329252937","0.608619343163252","0.634813315342621"
"Voll erwerbstaetig","1986","Westdeutschland, alte Bundeslaender","weiblich","1474","0.234932885746403","0.223603170549905","0.2462626009429"
"Voll erwerbstaetig","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Voll erwerbstaetig","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Teilzeitbeschaeftigung","1986","Westdeutschland, alte Bundeslaender","maennlich","65","0.0128058830050916","0.00976938866444963","0.0158423773457335"
"Teilzeitbeschaeftigung","1986","Westdeutschland, alte Bundeslaender","weiblich","577","0.101909955205126","0.0938252243724927","0.10999468603776"
"Teilzeitbeschaeftigung","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Ausbildung/Lehre","1986","Westdeutschland, alte Bundeslaender","maennlich","210","0.0369391098490706","0.0318453728460157","0.0420328468521255"
"Ausbildung/Lehre","1986","Westdeutschland, alte Bundeslaender","weiblich","154","0.0262805644937029","0.0220056091453351","0.0305555198420708"
"Ausbildung/Lehre","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Ausbildung/Lehre","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geringfuegig erwerbstaetig","1986","Westdeutschland, alte Bundeslaender","maennlich","41","0.00932975499792551","0.00673338781625985","0.0119261221795912"
"Geringfuegig erwerbstaetig","1986","Westdeutschland, alte Bundeslaender","weiblich","228","0.0395303613172274","0.0343231580464556","0.0447375645879991"
"Geringfuegig erwerbstaetig","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1986","Westdeutschland, alte Bundeslaender","maennlich","1344","0.308140939497851","0.295671413373968","0.320610465621734"
"Nicht erwerbstaetig","1986","Westdeutschland, alte Bundeslaender","weiblich","2946","0.597346233237541","0.584240049059248","0.610452417415834"
"Nicht erwerbstaetig","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nicht erwerbstaetig","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1986","Westdeutschland, alte Bundeslaender","maennlich","50","0.0110679833971246","0.00824255763956431","0.0138934091546849"
"Wehrpflicht/Zivildienst","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","maennlich","3500","0.627773135443266","0.614644553364575","0.640901717521956"
"Voll erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","weiblich","1457","0.23792151793455","0.226463167311011","0.249379868558088"
"Voll erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Voll erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Teilzeitbeschaeftigung","1987","Westdeutschland, alte Bundeslaender","maennlich","43","0.0096761550294558","0.00701755729546445","0.0123347527634472"
"Teilzeitbeschaeftigung","1987","Westdeutschland, alte Bundeslaender","weiblich","646","0.118026808932118","0.109344736160131","0.126708881704105"
"Teilzeitbeschaeftigung","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Ausbildung/Lehre","1987","Westdeutschland, alte Bundeslaender","maennlich","247","0.0391527699329877","0.0338850700889082","0.0444204697770673"
"Ausbildung/Lehre","1987","Westdeutschland, alte Bundeslaender","weiblich","189","0.0308282346850408","0.0261768730991645","0.0354795962709171"
"Ausbildung/Lehre","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Ausbildung/Lehre","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geringfuegig erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","maennlich","50","0.0124664594517404","0.00945303647684928","0.0154798824266316"
"Geringfuegig erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","weiblich","165","0.0282773747653655","0.0238167458209782","0.0327380037097528"
"Geringfuegig erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1987","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1987","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1987","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1987","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1987","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1987","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","maennlich","1315","0.298521593860967","0.286093411063348","0.310949776658587"
"Nicht erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","weiblich","2848","0.584946063682926","0.571686916949215","0.598205210416637"
"Nicht erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nicht erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1987","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1987","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1987","Westdeutschland, alte Bundeslaender","maennlich","53","0.0124098862815832","0.00940322246566931","0.015416550097497"
"Wehrpflicht/Zivildienst","1987","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","maennlich","3293","0.623632022139126","0.61014113135938","0.637122912918871"
"Voll erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","weiblich","1376","0.238927028858342","0.227185668172866","0.250668389543817"
"Voll erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Voll erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Teilzeitbeschaeftigung","1988","Westdeutschland, alte Bundeslaender","maennlich","45","0.0092338985572541","0.00657042610725357","0.0118973710072546"
"Teilzeitbeschaeftigung","1988","Westdeutschland, alte Bundeslaender","weiblich","635","0.120479535069267","0.111516558627407","0.129442511511127"
"Teilzeitbeschaeftigung","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Ausbildung/Lehre","1988","Westdeutschland, alte Bundeslaender","maennlich","243","0.0376820070771008","0.0323793150292666","0.0429846991249349"
"Ausbildung/Lehre","1988","Westdeutschland, alte Bundeslaender","weiblich","187","0.0291413363583054","0.0245100101043981","0.0337726626122127"
"Ausbildung/Lehre","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Ausbildung/Lehre","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geringfuegig erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","maennlich","48","0.0112843853878541","0.00834304869117784","0.0142257220845304"
"Geringfuegig erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","weiblich","160","0.0298545799321551","0.025168641909907","0.0345405179544033"
"Geringfuegig erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1988","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1988","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1988","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1988","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1988","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1988","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","maennlich","1270","0.305365549665722","0.292540523230726","0.318190576100717"
"Nicht erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","weiblich","2708","0.581544742057856","0.567961960377755","0.595127523737957"
"Nicht erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nicht erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1988","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1988","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1988","Westdeutschland, alte Bundeslaender","maennlich","55","0.0128021371729436","0.00967163916846161","0.0159326351774255"
"Wehrpflicht/Zivildienst","1988","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","maennlich","3228","0.628470263079372","0.614773186753692","0.642167339405053"
"Voll erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","weiblich","1405","0.24923521825907","0.237159156288161","0.26131128022998"
"Voll erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Voll erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Teilzeitbeschaeftigung","1989","Westdeutschland, alte Bundeslaender","maennlich","44","0.0105694881239408","0.00767075424613674","0.0134682220017449"
"Teilzeitbeschaeftigung","1989","Westdeutschland, alte Bundeslaender","weiblich","630","0.12286723170448","0.113702507787647","0.132031955621314"
"Teilzeitbeschaeftigung","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Ausbildung/Lehre","1989","Westdeutschland, alte Bundeslaender","maennlich","221","0.0380599389227362","0.0326362250717817","0.0434836527736907"
"Ausbildung/Lehre","1989","Westdeutschland, alte Bundeslaender","weiblich","156","0.0261297217433687","0.0216763737788845","0.0305830697078528"
"Ausbildung/Lehre","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Ausbildung/Lehre","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geringfuegig erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","maennlich","44","0.010563872657995","0.00766590069339735","0.0134618446225926"
"Geringfuegig erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","weiblich","153","0.0286668169161964","0.0240083551963466","0.0333252786360461"
"Geringfuegig erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","maennlich","1194","0.302005470493817","0.288991130943177","0.315019810044457"
"Nicht erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","weiblich","2585","0.573101011376884","0.559292500946195","0.586909521807574"
"Nicht erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nicht erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1989","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1989","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1989","Westdeutschland, alte Bundeslaender","maennlich","50","0.0103309667221386","0.00746478190453323","0.0131971515397439"
