"plb0022_h","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","66 und älter","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","66 und älter","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","66 und älter","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1984","16-34 Jahre alt","kein Migrationshintergrund","1072","0.33902812786685","0.322412399242541","0.35564385649116"
"Nicht erwerbstaetig","1984","16-34 Jahre alt","direkter Migrationshintergrund","529","0.391295204852175","0.365748804814827","0.416841604889523"
"Nicht erwerbstaetig","1984","16-34 Jahre alt","indirekter Migrationshintergrund","49","0.45422409765285","0.357598928161225","0.550849267144475"
"Nicht erwerbstaetig","1984","35-65 Jahre alt","kein Migrationshintergrund","1593","0.381860211569002","0.367399188855247","0.396321234282757"
"Nicht erwerbstaetig","1984","35-65 Jahre alt","direkter Migrationshintergrund","565","0.333499463884051","0.31276435641966","0.354234571348441"
"Nicht erwerbstaetig","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1984","66 und älter","kein Migrationshintergrund","1192","0.964961041039646","0.954726514996231","0.975195567083061"
"Nicht erwerbstaetig","1984","66 und älter","direkter Migrationshintergrund","34","0.998926960068532","0.98808047861461","1.00977344152245"
"Nicht erwerbstaetig","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","66 und älter","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","16-34 Jahre alt","kein Migrationshintergrund","31","0.0108415077543397","0.00720664665232129","0.0144763688563582"
"Wehrpflicht/Zivildienst","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","66 und älter","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","16-34 Jahre alt","kein Migrationshintergrund","1443","0.506875159458557","0.488707240893945","0.525043078023168"
"Voll erwerbstaetig","1985","16-34 Jahre alt","direkter Migrationshintergrund","608","0.533378612262085","0.504607462482101","0.56214976204207"
"Voll erwerbstaetig","1985","16-34 Jahre alt","indirekter Migrationshintergrund","34","0.421026282538202","0.333055301681508","0.508997263394896"
"Voll erwerbstaetig","1985","35-65 Jahre alt","kein Migrationshintergrund","2020","0.494303495970667","0.478834742152515","0.509772249788819"
"Voll erwerbstaetig","1985","35-65 Jahre alt","direkter Migrationshintergrund","1129","0.54852694509024","0.525244722795983","0.571809167384497"
"Voll erwerbstaetig","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","66 und älter","kein Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","16-34 Jahre alt","kein Migrationshintergrund","172","0.0550220724927585","0.0467358701348403","0.0633082748506768"
"Teilzeitbeschaeftigung","1985","16-34 Jahre alt","direkter Migrationshintergrund","41","0.0392775007548793","0.0280746641303652","0.0504803373793935"
"Teilzeitbeschaeftigung","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","35-65 Jahre alt","kein Migrationshintergrund","431","0.102233209050561","0.0928599358378936","0.111606482263228"
"Teilzeitbeschaeftigung","1985","35-65 Jahre alt","direkter Migrationshintergrund","88","0.0730047615709818","0.0608338284563557","0.085175694685608"
"Teilzeitbeschaeftigung","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","66 und älter","kein Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","16-34 Jahre alt","kein Migrationshintergrund","209","0.0753280792638798","0.0657374188852883","0.0849187396424712"
"Ausbildung/Lehre","1985","16-34 Jahre alt","direkter Migrationshintergrund","54","0.0496304618201774","0.0371054682698311","0.0621554553705236"
"Ausbildung/Lehre","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","66 und älter","kein Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","16-34 Jahre alt","kein Migrationshintergrund","80","0.025967555986172","0.0201882128542123","0.0317468991181316"
"Geringfuegig erwerbstaetig","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","35-65 Jahre alt","kein Migrationshintergrund","99","0.0235513713261378","0.0188594976463724","0.0282432450059033"
"Geringfuegig erwerbstaetig","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","66 und älter","kein Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","66 und älter","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","66 und älter","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1985","16-34 Jahre alt","kein Migrationshintergrund","969","0.324717248479197","0.307700689709952","0.341733807248443"
"Nicht erwerbstaetig","1985","16-34 Jahre alt","direkter Migrationshintergrund","423","0.348600536115478","0.321118758392855","0.376082313838101"
"Nicht erwerbstaetig","1985","16-34 Jahre alt","indirekter Migrationshintergrund","64","0.39902866440468","0.311774867999571","0.486282460809789"
"Nicht erwerbstaetig","1985","35-65 Jahre alt","kein Migrationshintergrund","1461","0.379491191398943","0.364477470558239","0.394504912239647"
"Nicht erwerbstaetig","1985","35-65 Jahre alt","direkter Migrationshintergrund","525","0.367168471093505","0.34461640813012","0.38972053405689"
"Nicht erwerbstaetig","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1985","66 und älter","kein Migrationshintergrund","1030","0.964217086671424","0.953118511823439","0.97531566151941"
"Nicht erwerbstaetig","1985","66 und älter","direkter Migrationshintergrund","36","0.998927322114995","0.988379839009025","1.00947480522097"
"Nicht erwerbstaetig","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","66 und älter","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","16-34 Jahre alt","kein Migrationshintergrund","36","0.0120898843194357","0.00811846248399375","0.0160613061548776"
"Wehrpflicht/Zivildienst","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","66 und älter","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1986","16-34 Jahre alt","kein Migrationshintergrund","1412","0.507771302135368","0.489455294432707","0.526087309838029"
"Voll erwerbstaetig","1986","16-34 Jahre alt","direkter Migrationshintergrund","560","0.503800552353146","0.474373973359143","0.53322713134715"
"Voll erwerbstaetig","1986","16-34 Jahre alt","indirekter Migrationshintergrund","42","0.430772447186611","0.345650150992379","0.515894743380842"
"Voll erwerbstaetig","1986","35-65 Jahre alt","kein Migrationshintergrund","1915","0.499643672327566","0.483700049631786","0.515587295023345"
"Voll erwerbstaetig","1986","35-65 Jahre alt","direkter Migrationshintergrund","1084","0.55579191763039","0.532158387890995","0.579425447369785"
"Voll erwerbstaetig","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1986","66 und älter","kein Migrationshintergrund","","","",""
"Voll erwerbstaetig","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1986","16-34 Jahre alt","kein Migrationshintergrund","158","0.0538821767150396","0.0456102161711745","0.0621541372589047"
"Teilzeitbeschaeftigung","1986","16-34 Jahre alt","direkter Migrationshintergrund","40","0.0455282367317625","0.0332593748941918","0.0577970985693332"
"Teilzeitbeschaeftigung","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1986","35-65 Jahre alt","kein Migrationshintergrund","345","0.0842472810337544","0.0753903315147664","0.0931042305527423"
"Teilzeitbeschaeftigung","1986","35-65 Jahre alt","direkter Migrationshintergrund","78","0.0663894709191423","0.0545478345053203","0.0782311073329644"
"Teilzeitbeschaeftigung","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1986","66 und älter","kein Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Teilzeitbeschaeftigung","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1986","16-34 Jahre alt","kein Migrationshintergrund","259","0.0953640656774397","0.0846033149056652","0.106124816449214"
"Ausbildung/Lehre","1986","16-34 Jahre alt","direkter Migrationshintergrund","74","0.0661054061389862","0.0514819597418496","0.0807288525361227"
"Ausbildung/Lehre","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Ausbildung/Lehre","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1986","66 und älter","kein Migrationshintergrund","","","",""
"Ausbildung/Lehre","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1986","16-34 Jahre alt","kein Migrationshintergrund","77","0.0239181176334618","0.0183202851122873","0.0295159501546363"
"Geringfuegig erwerbstaetig","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1986","35-65 Jahre alt","kein Migrationshintergrund","131","0.0328604327470707","0.0271758534489672","0.0385450120451742"
"Geringfuegig erwerbstaetig","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1986","66 und älter","kein Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","66 und älter","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","66 und älter","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","66 und älter","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","66 und älter","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","66 und älter","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1986","16-34 Jahre alt","kein Migrationshintergrund","908","0.301628724483529","0.284813881771987","0.318443567195071"
"Nicht erwerbstaetig","1986","16-34 Jahre alt","direkter Migrationshintergrund","412","0.360120590895173","0.331868189846319","0.388372991944027"
