"plb0022_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"FSJ/FOeJ/BFD","1984","66 und älter","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1984","66 und älter","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1984","66 und älter","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1984","66 und älter","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1984","66 und älter","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1984","66 und älter","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1984","66 und älter","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1984","66 und älter","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1984","16-34 Jahre alt","(noch) kein Abschluss","350","0.809864248834736","0.776393214294962","0.843335283374509"
"Nicht erwerbstaetig","1984","16-34 Jahre alt","Hauptschulabschluss","648","0.271890214576272","0.253452362703322","0.290328066449223"
"Nicht erwerbstaetig","1984","16-34 Jahre alt","Realschulabschluss","306","0.296000918554769","0.267820307844687","0.32418152926485"
"Nicht erwerbstaetig","1984","16-34 Jahre alt","(Fach-)Abitur","285","0.507820072779319","0.466885745211513","0.548754400347126"
"Nicht erwerbstaetig","1984","16-34 Jahre alt","AkademikerInnen","46","0.166642589990053","0.120262572854961","0.213022607125145"
"Nicht erwerbstaetig","1984","35-65 Jahre alt","(noch) kein Abschluss","270","0.384243435746904","0.349797224564356","0.418689646929453"
"Nicht erwerbstaetig","1984","35-65 Jahre alt","Hauptschulabschluss","1518","0.415096792512147","0.399979240067915","0.430214344956379"
"Nicht erwerbstaetig","1984","35-65 Jahre alt","Realschulabschluss","228","0.338328635235634","0.30332847090659","0.373328799564679"
"Nicht erwerbstaetig","1984","35-65 Jahre alt","(Fach-)Abitur","59","0.295933433625115","0.239350955511176","0.352515911739055"
"Nicht erwerbstaetig","1984","35-65 Jahre alt","AkademikerInnen","68","0.152057828293199","0.12000162517812","0.184114031408278"
"Nicht erwerbstaetig","1984","66 und älter","(noch) kein Abschluss","","","",""
"Nicht erwerbstaetig","1984","66 und älter","Hauptschulabschluss","943","0.971202814263121","0.960683959325502","0.981721669200739"
"Nicht erwerbstaetig","1984","66 und älter","Realschulabschluss","170","0.963030222274464","0.935310972753529","0.990749471795399"
"Nicht erwerbstaetig","1984","66 und älter","(Fach-)Abitur","42","0.910277305424176","0.829430012260399","0.991124598587953"
"Nicht erwerbstaetig","1984","66 und älter","AkademikerInnen","55","0.918619760582977","0.851103996096738","0.986135525069217"
"Betriebliches Praktikum","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Betriebliches Praktikum","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Betriebliches Praktikum","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Betriebliches Praktikum","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Betriebliches Praktikum","1984","66 und älter","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1984","66 und älter","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1984","66 und älter","Realschulabschluss","","","",""
"Betriebliches Praktikum","1984","66 und älter","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1984","66 und älter","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1984","66 und älter","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1984","66 und älter","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1984","66 und älter","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1984","66 und älter","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1984","66 und älter","AkademikerInnen","","","",""
"Voll erwerbstaetig","1985","16-34 Jahre alt","(noch) kein Abschluss","100","0.115724964095645","0.0858007302075454","0.145649197983744"
"Voll erwerbstaetig","1985","16-34 Jahre alt","Hauptschulabschluss","1140","0.611406937090442","0.589643878244068","0.633169995936817"
"Voll erwerbstaetig","1985","16-34 Jahre alt","Realschulabschluss","486","0.517312049585926","0.485914106578156","0.548709992593696"
"Voll erwerbstaetig","1985","16-34 Jahre alt","(Fach-)Abitur","169","0.311538138025225","0.271884959888689","0.351191316161762"
"Voll erwerbstaetig","1985","16-34 Jahre alt","AkademikerInnen","163","0.713737881938582","0.656551346772712","0.770924417104452"
"Voll erwerbstaetig","1985","35-65 Jahre alt","(noch) kein Abschluss","382","0.550944366919364","0.512676902200813","0.589211831637916"
"Voll erwerbstaetig","1985","35-65 Jahre alt","Hauptschulabschluss","1890","0.458062692821015","0.442034627905905","0.474090757736126"
"Voll erwerbstaetig","1985","35-65 Jahre alt","Realschulabschluss","350","0.514225153790443","0.476632120116454","0.551818187464432"
"Voll erwerbstaetig","1985","35-65 Jahre alt","(Fach-)Abitur","142","0.580277460174703","0.51579288711189","0.644762033237515"
"Voll erwerbstaetig","1985","35-65 Jahre alt","AkademikerInnen","354","0.753458915867944","0.714158102181868","0.79275972955402"
"Voll erwerbstaetig","1985","66 und älter","(noch) kein Abschluss","","","",""
"Voll erwerbstaetig","1985","66 und älter","Hauptschulabschluss","","","",""
"Voll erwerbstaetig","1985","66 und älter","Realschulabschluss","","","",""
"Voll erwerbstaetig","1985","66 und älter","(Fach-)Abitur","","","",""
"Voll erwerbstaetig","1985","66 und älter","AkademikerInnen","","","",""
"Teilzeitbeschaeftigung","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","1985","16-34 Jahre alt","Hauptschulabschluss","92","0.0508454653945718","0.041036983142737","0.0606539476464066"
"Teilzeitbeschaeftigung","1985","16-34 Jahre alt","Realschulabschluss","58","0.0549608968764506","0.0406408821087647","0.0692809116441364"
"Teilzeitbeschaeftigung","1985","16-34 Jahre alt","(Fach-)Abitur","38","0.0755461005230282","0.052918885548405","0.0981733154976513"
"Teilzeitbeschaeftigung","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Teilzeitbeschaeftigung","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","1985","35-65 Jahre alt","Hauptschulabschluss","355","0.100373563422787","0.0907067155726362","0.110040411272937"
"Teilzeitbeschaeftigung","1985","35-65 Jahre alt","Realschulabschluss","99","0.134240703958549","0.108598585859218","0.15988282205788"
"Teilzeitbeschaeftigung","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Teilzeitbeschaeftigung","1985","35-65 Jahre alt","AkademikerInnen","31","0.065109517436802","0.0426122531200669","0.0876067817535372"
"Teilzeitbeschaeftigung","1985","66 und älter","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","1985","66 und älter","Hauptschulabschluss","","","",""
"Teilzeitbeschaeftigung","1985","66 und älter","Realschulabschluss","","","",""
"Teilzeitbeschaeftigung","1985","66 und älter","(Fach-)Abitur","","","",""
"Teilzeitbeschaeftigung","1985","66 und älter","AkademikerInnen","","","",""
"Ausbildung/Lehre","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1985","16-34 Jahre alt","Hauptschulabschluss","121","0.067950562371666","0.056714264706174","0.079186860037158"
"Ausbildung/Lehre","1985","16-34 Jahre alt","Realschulabschluss","116","0.111322866789613","0.0915597305529014","0.131086003026324"
"Ausbildung/Lehre","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Ausbildung/Lehre","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Ausbildung/Lehre","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Ausbildung/Lehre","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Ausbildung/Lehre","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Ausbildung/Lehre","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Ausbildung/Lehre","1985","66 und älter","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1985","66 und älter","Hauptschulabschluss","","","",""
"Ausbildung/Lehre","1985","66 und älter","Realschulabschluss","","","",""
"Ausbildung/Lehre","1985","66 und älter","(Fach-)Abitur","","","",""
"Ausbildung/Lehre","1985","66 und älter","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1985","16-34 Jahre alt","Hauptschulabschluss","38","0.017459417892736","0.0116115525689245","0.0233072832165476"
"Geringfuegig erwerbstaetig","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Geringfuegig erwerbstaetig","1985","16-34 Jahre alt","(Fach-)Abitur","36","0.0725850042339512","0.0503701760958881","0.0947998323720143"
"Geringfuegig erwerbstaetig","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1985","35-65 Jahre alt","Hauptschulabschluss","78","0.0227347076975607","0.0179396368072503","0.0275297785878712"
"Geringfuegig erwerbstaetig","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Geringfuegig erwerbstaetig","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Geringfuegig erwerbstaetig","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1985","66 und älter","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1985","66 und älter","Hauptschulabschluss","","","",""
"Geringfuegig erwerbstaetig","1985","66 und älter","Realschulabschluss","","","",""
"Geringfuegig erwerbstaetig","1985","66 und älter","(Fach-)Abitur","","","",""
"Geringfuegig erwerbstaetig","1985","66 und älter","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","66 und älter","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","66 und älter","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","66 und älter","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","66 und älter","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","66 und älter","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1985","66 und älter","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1985","66 und älter","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1985","66 und älter","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1985","66 und älter","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1985","66 und älter","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1985","16-34 Jahre alt","(noch) kein Abschluss","315","0.83011855915053","0.794990119415391","0.86524699888567"
"Nicht erwerbstaetig","1985","16-34 Jahre alt","Hauptschulabschluss","527","0.245937730154682","0.226710203616847","0.265165256692517"
"Nicht erwerbstaetig","1985","16-34 Jahre alt","Realschulabschluss","292","0.291434436507708","0.26288141151151","0.319987461503905"
