"plb0022_h","year","migback","n","percent","lower_confidence","upper_confidence"
"Altersteilzeit mit Arbeitszeit Null","1985","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1985","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1985","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1985","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1985","kein Migrationshintergrund","3460","0.472152849917365","0.46121195644755","0.48309374338718"
"Nicht erwerbstaetig","1985","direkter Migrationshintergrund","984","0.392972053633117","0.375341354777663","0.410602752488571"
"Nicht erwerbstaetig","1985","indirekter Migrationshintergrund","77","0.499858714322708","0.418193551560547","0.581523877084868"
"Betriebliches Praktikum","1985","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1985","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","kein Migrationshintergrund","36","0.00399446367401679","0.00261211530212353","0.00537681204591005"
"Wehrpflicht/Zivildienst","1985","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1985","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1986","kein Migrationshintergrund","3337","0.409114597654084","0.398084621379849","0.42014457392832"
"Voll erwerbstaetig","1986","direkter Migrationshintergrund","1644","0.499408731283302","0.481074501439352","0.517742961127252"
"Voll erwerbstaetig","1986","indirekter Migrationshintergrund","50","0.338362917912023","0.264114519266924","0.412611316557122"
"Teilzeitbeschaeftigung","1986","kein Migrationshintergrund","512","0.0597366044087253","0.0544198635779677","0.0650533452394828"
"Teilzeitbeschaeftigung","1986","direkter Migrationshintergrund","118","0.05476831427723","0.0464252268703446","0.0631114016841155"
"Teilzeitbeschaeftigung","1986","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1986","kein Migrationshintergrund","262","0.0321262702561837","0.028170418891924","0.0360821216204433"
"Ausbildung/Lehre","1986","direkter Migrationshintergrund","75","0.0222020465732951","0.0167993069553064","0.0276047861912838"
"Ausbildung/Lehre","1986","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1986","kein Migrationshintergrund","219","0.0258238911031176","0.0222656937036478","0.0293820885025874"
"Geringfuegig erwerbstaetig","1986","direkter Migrationshintergrund","48","0.0210714598409402","0.0158050363606873","0.0263378833211931"
"Geringfuegig erwerbstaetig","1986","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1986","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1986","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1986","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1986","kein Migrationshintergrund","3255","0.467377922347383","0.456184983297904","0.478570861396861"
"Nicht erwerbstaetig","1986","direkter Migrationshintergrund","970","0.402306554655945","0.384325681737725","0.420287427574165"
"Nicht erwerbstaetig","1986","indirekter Migrationshintergrund","65","0.433413878258431","0.355651387110528","0.511176369406334"
"Betriebliches Praktikum","1986","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1986","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1986","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1986","kein Migrationshintergrund","48","0.00582071423050645","0.00411415662001223","0.00752727184100067"
"Wehrpflicht/Zivildienst","1986","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1986","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1987","kein Migrationshintergrund","3286","0.41331771792474","0.402167259970964","0.424468175878516"
"Voll erwerbstaetig","1987","direkter Migrationshintergrund","1616","0.503991631018778","0.485616118561385","0.52236714347617"
"Voll erwerbstaetig","1987","indirekter Migrationshintergrund","55","0.344518814213188","0.274510753886836","0.414526874539541"
"Teilzeitbeschaeftigung","1987","kein Migrationshintergrund","552","0.0675825318916023","0.0618983019723303","0.0732667618108743"
"Teilzeitbeschaeftigung","1987","direkter Migrationshintergrund","129","0.0595856904334194","0.0508857977111654","0.0682855831556734"
"Teilzeitbeschaeftigung","1987","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1987","kein Migrationshintergrund","325","0.0358171505327502","0.0316091631996741","0.0400251378658262"
"Ausbildung/Lehre","1987","direkter Migrationshintergrund","84","0.0228883283586642","0.0173921295566459","0.0283845271606824"
"Ausbildung/Lehre","1987","indirekter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1987","kein Migrationshintergrund","169","0.0211900255915797","0.017928925411369","0.0244511257717903"
"Geringfuegig erwerbstaetig","1987","direkter Migrationshintergrund","44","0.0177036542497208","0.0128570671852264","0.0225502413142153"
"Geringfuegig erwerbstaetig","1987","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1987","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1987","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1987","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1987","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1987","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1987","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1987","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1987","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1987","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1987","kein Migrationshintergrund","3110","0.455645639320465","0.444368377356283","0.466922901284648"
"Nicht erwerbstaetig","1987","direkter Migrationshintergrund","969","0.394718507992403","0.376754396677836","0.412682619306969"
"Nicht erwerbstaetig","1987","indirekter Migrationshintergrund","84","0.482146842341444","0.408533856165168","0.55575982851772"
"Betriebliches Praktikum","1987","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1987","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1987","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1987","kein Migrationshintergrund","50","0.00644693473886275","0.00463467109774569","0.00825919837997981"
"Wehrpflicht/Zivildienst","1987","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1987","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1988","kein Migrationshintergrund","3118","0.415019851780742","0.403565266207794","0.426474437353689"
"Voll erwerbstaetig","1988","direkter Migrationshintergrund","1482","0.490014232374108","0.471119703601374","0.508908761146841"
"Voll erwerbstaetig","1988","indirekter Migrationshintergrund","69","0.297128850927336","0.237282957878456","0.356974743976216"
"Teilzeitbeschaeftigung","1988","kein Migrationshintergrund","536","0.068649607880004","0.0627713320241699","0.0745278837358381"
"Teilzeitbeschaeftigung","1988","direkter Migrationshintergrund","134","0.0573560905441092","0.0485675594490372","0.0661446216391813"
"Teilzeitbeschaeftigung","1988","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1988","kein Migrationshintergrund","307","0.0338849790462623","0.0296787549267635","0.038091203165761"
"Ausbildung/Lehre","1988","direkter Migrationshintergrund","90","0.0230775913758716","0.0174024332682547","0.0287527494834886"
"Ausbildung/Lehre","1988","indirekter Migrationshintergrund","33","0.0872224234140707","0.0502718963397325","0.124172950488409"
"Geringfuegig erwerbstaetig","1988","kein Migrationshintergrund","158","0.0210180736886991","0.0176833629072535","0.0243527844701448"
"Geringfuegig erwerbstaetig","1988","direkter Migrationshintergrund","41","0.018832736593525","0.0136948923914806","0.0239705807955695"
"Geringfuegig erwerbstaetig","1988","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1988","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1988","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1988","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1988","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1988","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1988","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1988","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1988","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1988","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1988","kein Migrationshintergrund","2938","0.454778096635128","0.443202035849616","0.466354157420639"
"Nicht erwerbstaetig","1988","direkter Migrationshintergrund","937","0.408896931782525","0.390314984543881","0.427478879021169"
"Nicht erwerbstaetig","1988","indirekter Migrationshintergrund","103","0.479843688615423","0.414419113406773","0.545268263824074"
"Betriebliches Praktikum","1988","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1988","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1988","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1988","kein Migrationshintergrund","51","0.00664939096916541","0.00476002278742416","0.00853875915090666"
"Wehrpflicht/Zivildienst","1988","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1988","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1989","kein Migrationshintergrund","3086","0.424342337703246","0.412632115170574","0.436052560235919"
"Voll erwerbstaetig","1989","direkter Migrationshintergrund","1464","0.486812268730328","0.4676220566059","0.506002480854756"
"Voll erwerbstaetig","1989","indirekter Migrationshintergrund","83","0.255643823064194","0.20272186704863","0.308565779079759"
"Teilzeitbeschaeftigung","1989","kein Migrationshintergrund","529","0.0707781864060157","0.0647019559901048","0.0768544168219265"
"Teilzeitbeschaeftigung","1989","direkter Migrationshintergrund","129","0.0547180763133866","0.045986212124761","0.0634499405020122"
"Teilzeitbeschaeftigung","1989","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1989","kein Migrationshintergrund","277","0.0335211539963495","0.0292565326344538","0.0377857753582451"
"Ausbildung/Lehre","1989","direkter Migrationshintergrund","65","0.0129415057731126","0.00860215522246286","0.0172808563237624"
"Ausbildung/Lehre","1989","indirekter Migrationshintergrund","35","0.0878999167840941","0.0535486057325925","0.122251227835596"
"Geringfuegig erwerbstaetig","1989","kein Migrationshintergrund","152","0.0198439600153432","0.0165396057474863","0.0231483142832001"
"Geringfuegig erwerbstaetig","1989","direkter Migrationshintergrund","41","0.0214394519973573","0.0158783408292338","0.0270005631654809"
"Geringfuegig erwerbstaetig","1989","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1989","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1989","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1989","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1989","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1989","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1989","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1989","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1989","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1989","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1989","kein Migrationshintergrund","2751","0.446276141870095","0.43449809511293","0.45805418862726"
"Nicht erwerbstaetig","1989","direkter Migrationshintergrund","905","0.421440737943576","0.402482277469306","0.440399198417846"
"Nicht erwerbstaetig","1989","indirekter Migrationshintergrund","123","0.513793064614514","0.453156787241324","0.574429341987705"
"Betriebliches Praktikum","1989","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1989","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1989","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1989","kein Migrationshintergrund","48","0.00523822000895022","0.00352790449957723","0.00694853551832322"
"Wehrpflicht/Zivildienst","1989","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1989","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1990","kein Migrationshintergrund","3000","0.427890278577364","0.416017332531081","0.439763224623646"
"Voll erwerbstaetig","1990","direkter Migrationshintergrund","1427","0.495869974477729","0.476467905246116","0.515272043709343"
"Voll erwerbstaetig","1990","indirekter Migrationshintergrund","96","0.272675800595862","0.222028397331569","0.323323203860155"
"Teilzeitbeschaeftigung","1990","kein Migrationshintergrund","562","0.0783062831736337","0.0718594825472524","0.0847530838000149"
"Teilzeitbeschaeftigung","1990","direkter Migrationshintergrund","143","0.0684467581423096","0.0586479524868373","0.078245563797782"
"Teilzeitbeschaeftigung","1990","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1990","kein Migrationshintergrund","240","0.0312810319130743","0.0271037666153772","0.0354582972107713"
"Ausbildung/Lehre","1990","direkter Migrationshintergrund","57","0.0192055667147972","0.0138796371179163","0.0245314963116782"
"Ausbildung/Lehre","1990","indirekter Migrationshintergrund","47","0.111913869134602","0.0760597245427385","0.147768013726466"
"Geringfuegig erwerbstaetig","1990","kein Migrationshintergrund","143","0.0196719384490551","0.0163395016906304","0.0230043752074798"
"Geringfuegig erwerbstaetig","1990","direkter Migrationshintergrund","32","0.0128050000247082","0.00844201093411947","0.0171679891152969"
"Geringfuegig erwerbstaetig","1990","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1990","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1990","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1990","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1990","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1990","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1990","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1990","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1990","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1990","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1990","kein Migrationshintergrund","2673","0.43670128943114","0.424799445902658","0.448603132959622"
"Nicht erwerbstaetig","1990","direkter Migrationshintergrund","890","0.402258670402445","0.383230273074959","0.421287067729931"
"Nicht erwerbstaetig","1990","indirekter Migrationshintergrund","130","0.499867382163559","0.44300306146604","0.556731702861078"
"Betriebliches Praktikum","1990","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1990","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1990","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1990","kein Migrationshintergrund","53","0.00614917845573345","0.00427322624929544","0.00802513066217146"
"Wehrpflicht/Zivildienst","1990","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1990","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1991","kein Migrationshintergrund","4929","0.425750340208226","0.416369694980486","0.435130985435967"
"Voll erwerbstaetig","1991","direkter Migrationshintergrund","1472","0.493095465852139","0.474038842160263","0.512152089544015"
"Voll erwerbstaetig","1991","indirekter Migrationshintergrund","112","0.301708088793649","0.253758074404367","0.34965810318293"
"Teilzeitbeschaeftigung","1991","kein Migrationshintergrund","1266","0.0976822476128872","0.0920498616275722","0.103314633598202"
"Teilzeitbeschaeftigung","1991","direkter Migrationshintergrund","168","0.0693961351975577","0.0597096229092233","0.0790826474858921"
"Teilzeitbeschaeftigung","1991","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1991","kein Migrationshintergrund","378","0.030993618629711","0.0277058269106687","0.0342814103487534"
"Ausbildung/Lehre","1991","direkter Migrationshintergrund","63","0.0222594497321478","0.0166362126884218","0.0278826867758738"
"Ausbildung/Lehre","1991","indirekter Migrationshintergrund","74","0.171438534887594","0.132066002568691","0.210811067206497"
"Geringfuegig erwerbstaetig","1991","kein Migrationshintergrund","194","0.0204540296484404","0.0177686438486609","0.0231394154482199"
"Geringfuegig erwerbstaetig","1991","direkter Migrationshintergrund","44","0.0195002321387923","0.0142296206554354","0.0247708436221492"
"Geringfuegig erwerbstaetig","1991","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1991","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1991","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1991","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1991","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1991","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1991","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1991","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1991","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1991","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1991","kein Migrationshintergrund","3847","0.420190504918181","0.410826306334121","0.429554703502242"
"Nicht erwerbstaetig","1991","direkter Migrationshintergrund","896","0.395286492408953","0.376650686122287","0.413922298695618"
"Nicht erwerbstaetig","1991","indirekter Migrationshintergrund","136","0.388425476055779","0.337509355561243","0.439341596550315"
"Betriebliches Praktikum","1991","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1991","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1991","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1991","kein Migrationshintergrund","59","0.00492925898255349","0.00360057214484047","0.0062579458202665"
"Wehrpflicht/Zivildienst","1991","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1991","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1992","kein Migrationshintergrund","4944","0.430768577027562","0.421256197552388","0.440280956502736"
"Voll erwerbstaetig","1992","direkter Migrationshintergrund","1374","0.475969934157314","0.456668904789092","0.495270963525536"
"Voll erwerbstaetig","1992","indirekter Migrationshintergrund","123","0.257376027240259","0.215313770347839","0.299438284132678"
"Teilzeitbeschaeftigung","1992","kein Migrationshintergrund","839","0.0774717818512717","0.0723362629937853","0.0826073007087581"
"Teilzeitbeschaeftigung","1992","direkter Migrationshintergrund","162","0.0676007857750066","0.0578981566674083","0.0773034148826049"
"Teilzeitbeschaeftigung","1992","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1992","kein Migrationshintergrund","351","0.0279396674046347","0.0247738930784103","0.031105441730859"
"Ausbildung/Lehre","1992","direkter Migrationshintergrund","60","0.0239297629811521","0.0180233699566819","0.0298361560056224"
"Ausbildung/Lehre","1992","indirekter Migrationshintergrund","83","0.183808336555125","0.146543199542745","0.221073473567505"
"Geringfuegig erwerbstaetig","1992","kein Migrationshintergrund","153","0.0159283034642813","0.0135232714745413","0.0183333354540214"
"Geringfuegig erwerbstaetig","1992","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1992","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1992","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1992","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1992","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1992","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1992","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1992","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1992","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1992","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1992","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1992","kein Migrationshintergrund","4070","0.443211469724343","0.43366872377907","0.452754215669615"
"Nicht erwerbstaetig","1992","direkter Migrationshintergrund","949","0.419525597639478","0.400454162388118","0.438597032890838"
"Nicht erwerbstaetig","1992","indirekter Migrationshintergrund","179","0.453398363701123","0.405502337731902","0.501294389670344"
"Betriebliches Praktikum","1992","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1992","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1992","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1992","kein Migrationshintergrund","53","0.0046802005279076","0.00336909913558374","0.00599130192023147"
"Wehrpflicht/Zivildienst","1992","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1992","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1993","kein Migrationshintergrund","4770","0.424629800289764","0.415039288510409","0.434220312069119"
"Voll erwerbstaetig","1993","direkter Migrationshintergrund","1307","0.484456727212387","0.464858719168838","0.504054735255936"
