year,pgisced97,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Lower Secondary Level,Yes,0.05449,122,1851,0.04415,0.06484
2013,Lower Secondary Level,No,0.94551,1729,1851,0.93516,0.95585
2013,Upper Secondary Level,Yes,0.06391,595,9407,0.05897,0.06885
2013,Upper Secondary Level,No,0.93609,8812,9407,0.93115,0.94103
2013,Post-secondary Non-tertiary Level,Yes,0.08159,89,1096,0.06538,0.09781
2013,Post-secondary Non-tertiary Level,No,0.91841,1007,1096,0.90219,0.93462
2013,First Stage of Tertiary Education,Yes,0.06878,97,1323,0.05514,0.08242
2013,First Stage of Tertiary Education,No,0.93122,1226,1323,0.91758,0.94486
2013,Second Stage of Tertiary Education,Yes,0.05901,258,4466,0.05210,0.06592
2013,Second Stage of Tertiary Education,No,0.94099,4208,4466,0.93408,0.94790
2015,No answer / don't know,Yes,0.04420,39,614,0.02793,0.06047
2015,No answer / don't know,No,0.95580,575,614,0.93953,0.97207
2015,Pre-primary Level,No,0.97694,330,330,0.96072,0.99316
2015,Primary Level,Yes,0.11367,45,409,0.08287,0.14447
2015,Primary Level,No,0.88633,364,409,0.85553,0.91713
2015,Lower Secondary Level,Yes,0.06070,176,2673,0.05165,0.06975
2015,Lower Secondary Level,No,0.93930,2497,2673,0.93025,0.94835
2015,Upper Secondary Level,Yes,0.06514,788,11649,0.06066,0.06962
2015,Upper Secondary Level,No,0.93486,10861,11649,0.93038,0.93934
2015,Post-secondary Non-tertiary Level,Yes,0.08333,170,1952,0.07107,0.09559
2015,Post-secondary Non-tertiary Level,No,0.91667,1782,1952,0.90441,0.92893
2015,First Stage of Tertiary Education,Yes,0.05490,96,1520,0.04345,0.06636
2015,First Stage of Tertiary Education,No,0.94510,1424,1520,0.93364,0.95655
2015,Second Stage of Tertiary Education,Yes,0.06706,379,5873,0.06066,0.07346
2015,Second Stage of Tertiary Education,No,0.93294,5494,5873,0.92654,0.93934
2017,No answer / don't know,Yes,0.09728,51,614,0.07382,0.12074
2017,No answer / don't know,No,0.90272,563,614,0.87926,0.92618
2017,Pre-primary Level,Yes,0.08853,33,411,0.06104,0.11603
2017,Pre-primary Level,No,0.91147,378,411,0.88397,0.93896
2017,Primary Level,Yes,0.10809,52,453,0.07947,0.13672
2017,Primary Level,No,0.89191,401,453,0.86328,0.92053
2017,Lower Secondary Level,Yes,0.07036,203,2745,0.06079,0.07993
2017,Lower Secondary Level,No,0.92964,2542,2745,0.92007,0.93921
2017,Upper Secondary Level,Yes,0.06991,825,12073,0.06536,0.07446
2017,Upper Secondary Level,No,0.93009,11248,12073,0.92554,0.93464
2017,Post-secondary Non-tertiary Level,Yes,0.07790,194,2211,0.06672,0.08907
2017,Post-secondary Non-tertiary Level,No,0.92210,2017,2211,0.91093,0.93328
2017,First Stage of Tertiary Education,Yes,0.06856,110,1527,0.05588,0.08124
2017,First Stage of Tertiary Education,No,0.93144,1417,1527,0.91876,0.94412
2017,Second Stage of Tertiary Education,Yes,0.06154,437,6515,0.05570,0.06737
2017,Second Stage of Tertiary Education,No,0.93846,6078,6515,0.93263,0.94430
2019,No answer / don't know,Yes,0.06235,35,577,0.04260,0.08209
2019,No answer / don't know,No,0.93765,542,577,0.91791,0.95740
2019,Pre-primary Level,No,0.92934,305,305,0.90053,0.95814
2019,Primary Level,Yes,0.09354,36,390,0.06460,0.12248
2019,Primary Level,No,0.90646,354,390,0.87752,0.93540
2019,Lower Secondary Level,Yes,0.07049,184,2424,0.06030,0.08069
2019,Lower Secondary Level,No,0.92951,2240,2424,0.91931,0.93970
2019,Upper Secondary Level,Yes,0.07251,823,11150,0.06769,0.07732
2019,Upper Secondary Level,No,0.92749,10327,11150,0.92268,0.93231
2019,Post-secondary Non-tertiary Level,Yes,0.07429,185,2174,0.06326,0.08531
2019,Post-secondary Non-tertiary Level,No,0.92571,1989,2174,0.91469,0.93674
2019,First Stage of Tertiary Education,Yes,0.07298,123,1657,0.06045,0.08551
2019,First Stage of Tertiary Education,No,0.92702,1534,1657,0.91449,0.93955
2019,Second Stage of Tertiary Education,Yes,0.06934,502,7023,0.06340,0.07528
2019,Second Stage of Tertiary Education,No,0.93066,6521,7023,0.92472,0.93660
2021,No answer / don't know,Yes,0.07618,59,788,0.05764,0.09471
2021,No answer / don't know,No,0.92382,729,788,0.90529,0.94236
2021,Pre-primary Level,No,0.92445,181,181,0.88584,0.96305
2021,Primary Level,Yes,0.10909,64,927,0.08901,0.12917
2021,Primary Level,No,0.89091,863,927,0.87083,0.91099
2021,Lower Secondary Level,Yes,0.08629,145,1744,0.07311,0.09947
2021,Lower Secondary Level,No,0.91371,1599,1744,0.90053,0.92689
2021,Upper Secondary Level,Yes,0.08924,621,7298,0.08270,0.09579
2021,Upper Secondary Level,No,0.91076,6677,7298,0.90421,0.91730
2021,Post-secondary Non-tertiary Level,Yes,0.11137,176,1589,0.09590,0.12685
2021,Post-secondary Non-tertiary Level,No,0.88863,1413,1589,0.87315,0.90410
2021,First Stage of Tertiary Education,Yes,0.06120,82,992,0.04628,0.07613
2021,First Stage of Tertiary Education,No,0.93880,910,992,0.92387,0.95372
2021,Second Stage of Tertiary Education,Yes,0.07287,427,5635,0.06608,0.07965
2021,Second Stage of Tertiary Education,No,0.92713,5208,5635,0.92035,0.93392
