year,age_gr,migback,ple0017,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,30-45 y.,Direct migration background,No,0.9520375841340945,457,18791,0.9516413896933855,0.9524337785748034
2013,30-45 y.,Indirect migration background,No,1.0,256,18791,1.0,1.0
2013,46-65 y.,No migration background,Yes,0.06523468250698995,445,18791,0.0651238547931191,0.06534551022086081
2013,46-65 y.,No migration background,No,0.9347653174930101,6088,18791,0.9346544897791392,0.9348761452068809
2013,46-65 y.,Direct migration background,Yes,0.10580330824074861,59,18791,0.10537941428958753,0.1062272021919097
2013,46-65 y.,Direct migration background,No,0.8941966917592514,626,18791,0.8937727978080904,0.8946205857104125
2013,46-65 y.,Indirect migration background,No,1.0,96,18791,1.0,1.0
2013,66 and older,No migration background,Yes,0.04187461183675732,175,18791,0.04177259166837921,0.041976632005135434
2013,66 and older,No migration background,No,0.9581253881632427,4376,18791,0.9580233679948645,0.9582274083316208
2013,66 and older,Direct migration background,No,1.0,369,18791,1.0,1.0
2015,17-29 y.,No migration background,Yes,0.06197737236415324,179,25005,0.06180323594049786,0.06215150878780862
2015,17-29 y.,No migration background,No,0.9380226276358468,2381,25005,0.9378484912121914,0.9381967640595021
2015,17-29 y.,Direct migration background,Yes,0.06808257722606328,35,25005,0.06760126929051632,0.06856388516161024
2015,17-29 y.,Direct migration background,No,0.9319174227739367,555,25005,0.9314361148383898,0.9323987307094836
2015,17-29 y.,Indirect migration background,Yes,0.07911892459316959,43,25005,0.07872200208719156,0.07951584709914762
2015,17-29 y.,Indirect migration background,No,0.9208810754068304,730,25005,0.9204841529008524,0.9212779979128084
2015,30-45 y.,No migration background,Yes,0.08948705707234929,444,25005,0.08932108144962829,0.08965303269507029
2015,30-45 y.,No migration background,No,0.9105129429276506,4333,25005,0.9103469673049296,0.9106789185503716
2015,30-45 y.,Direct migration background,Yes,0.05453753337346717,130,25005,0.05428101535151401,0.05479405139542034
2015,30-45 y.,Direct migration background,No,0.9454624666265329,1839,25005,0.9452059486045797,0.945718984648486
2015,30-45 y.,Indirect migration background,Yes,0.07871023077499505,59,25005,0.07821714952151512,0.07920331202847497
2015,30-45 y.,Indirect migration background,No,0.9212897692250048,551,25005,0.9207966879715249,0.9217828504784847
2015,46-65 y.,No migration background,Yes,0.06667378471296206,518,25005,0.06656542705569138,0.06678214237023275
2015,46-65 y.,No migration background,No,0.933326215287038,6760,25005,0.9332178576297673,0.9334345729443086
2015,46-65 y.,Direct migration background,Yes,0.09680272909313876,107,25005,0.09648334812527752,0.09712211006100001
2015,46-65 y.,Direct migration background,No,0.9031972709068612,1318,25005,0.902877889939,0.9035166518747224
2015,46-65 y.,Indirect migration background,No,1.0,159,25005,1.0,1.0
2015,66 and older,No migration background,Yes,0.04143297828769737,167,25005,0.041333168079059,0.04153278849633574
2015,66 and older,No migration background,No,0.9585670217123027,4281,25005,0.9584672115036643,0.958666831920941
2015,66 and older,Direct migration background,No,1.0,416,25005,1.0,1.0
2017,17-29 y.,No migration background,Yes,0.08305553169043484,227,26491,0.08286084962108943,0.08325021375978024
2017,17-29 y.,No migration background,No,0.9169444683095653,2713,26491,0.91674978624022,0.9171391503789107
2017,17-29 y.,Direct migration background,Yes,0.03702453024825229,31,26491,0.03667825941356343,0.03737080108294114
2017,17-29 y.,Direct migration background,No,0.9629754697517479,585,26491,0.962629198917059,0.9633217405864367
2017,17-29 y.,Indirect migration background,Yes,0.07477621001481206,60,26491,0.07440478396741723,0.0751476360622069
2017,17-29 y.,Indirect migration background,No,0.925223789985188,744,26491,0.9248523639377931,0.9255952160325828
2017,30-45 y.,No migration background,Yes,0.0818304822022878,437,26491,0.0816705944809369,0.08199036992363869
2017,30-45 y.,No migration background,No,0.9181695177977123,4126,26491,0.9180096300763614,0.9183294055190632
2017,30-45 y.,Direct migration background,Yes,0.06440738486969022,154,26491,0.06415360050817387,0.06466116923120657
2017,30-45 y.,Direct migration background,No,0.9355926151303098,1948,26491,0.9353388307687934,0.9358463994918261
2017,30-45 y.,Indirect migration background,Yes,0.12111737337657713,57,26491,0.12056496418642712,0.12166978256672714
2017,30-45 y.,Indirect migration background,No,0.8788826266234229,535,26491,0.8783302174332729,0.8794350358135729
2017,46-65 y.,No migration background,Yes,0.07426827054841284,606,26491,0.07415395163505915,0.07438258946176653
2017,46-65 y.,No migration background,No,0.9257317294515873,7546,26491,0.9256174105382337,0.925846048364941
2017,46-65 y.,Direct migration background,Yes,0.08427421460796296,123,26491,0.08399618162073869,0.08455224759518723
2017,46-65 y.,Direct migration background,No,0.915725785392037,1473,26491,0.9154477524048127,0.9160038183792613
2017,46-65 y.,Indirect migration background,No,1.0,203,26491,1.0,1.0
2017,66 and older,No migration background,Yes,0.04510091816020365,167,26491,0.0449958281752254,0.04520600814518191
2017,66 and older,No migration background,No,0.9548990818397963,4336,26491,0.9547939918548181,0.9550041718247746
2017,66 and older,Direct migration background,No,1.0,420,26491,1.0,1.0
2019,17-29 y.,No migration background,Yes,0.08308041461922283,230,25633,0.08288219260227739,0.08327863663616827
2019,17-29 y.,No migration background,No,0.9169195853807771,2484,25633,0.9167213633638317,0.9171178073977225
2019,17-29 y.,Direct migration background,No,1.0,395,25633,1.0,1.0
2019,17-29 y.,Indirect migration background,Yes,0.061659799994413116,52,25633,0.06131645905232664,0.06200314093649959
2019,17-29 y.,Indirect migration background,No,0.9383402000055868,658,25633,0.9379968590635004,0.9386835409476733
2019,30-45 y.,No migration background,Yes,0.08881630335582183,417,25633,0.08865004561265846,0.0889825610989852
2019,30-45 y.,No migration background,No,0.9111836966441782,3722,25633,0.9110174389010148,0.9113499543873416
2019,30-45 y.,Direct migration background,Yes,0.05377587012111278,113,25633,0.053543858973226784,0.05400788126899878
2019,30-45 y.,Direct migration background,No,0.9462241298788872,1484,25633,0.9459921187310012,0.9464561410267731
2019,30-45 y.,Indirect migration background,Yes,0.1061270345943387,54,25633,0.10563791155087715,0.10661615763780025
2019,30-45 y.,Indirect migration background,No,0.8938729654056613,497,25633,0.8933838423621997,0.8943620884491229
2019,46-65 y.,No migration background,Yes,0.07745001249890865,662,25633,0.0773326103058928,0.0775674146919245
2019,46-65 y.,No migration background,No,0.9225499875010913,7962,25633,0.9224325853080755,0.9226673896941071
2019,46-65 y.,Direct migration background,Yes,0.08541058953862951,127,25633,0.08513712667415646,0.08568405240310256
2019,46-65 y.,Direct migration background,No,0.9145894104613705,1380,25633,0.9143159475968975,0.9148628733258436
2019,46-65 y.,Indirect migration background,No,1.0,272,25633,1.0,1.0
2019,66 and older,No migration background,Yes,0.045983333651945624,193,25633,0.045877293272554354,0.046089374031336894
2019,66 and older,No migration background,No,0.9540166663480544,4513,25633,0.9539106259686632,0.9541227067274456
2019,66 and older,Direct migration background,No,1.0,418,25633,1.0,1.0
2021,17-29 y.,No migration background,Yes,0.09589448187773299,169,19081,0.09568508432452398,0.096103879430942
2021,17-29 y.,No migration background,No,0.904105518122267,1591,19081,0.903896120569058,0.9043149156754761
2021,17-29 y.,Direct migration background,Yes,0.06864646303957823,48,19081,0.0681993869327265,0.06909353914642997
2021,17-29 y.,Direct migration background,No,0.9313535369604218,971,19081,0.9309064608535701,0.9318006130672735
2021,17-29 y.,Indirect migration background,No,1.0,375,19081,1.0,1.0
2021,30-45 y.,No migration background,Yes,0.10168352662789434,303,19081,0.10151203246140685,0.10185502079438184
2021,30-45 y.,No migration background,No,0.8983164733721056,2287,19081,0.8981449792056181,0.8984879675385932
2021,30-45 y.,Direct migration background,Yes,0.08533327543279792,141,19081,0.08504994500597382,0.08561660585962202
2021,30-45 y.,Direct migration background,No,0.9146667245672021,2163,19081,0.914383394140378,0.9149500549940263
2021,30-45 y.,Indirect migration background,Yes,0.09474019416138288,33,19081,0.09426552304951204,0.09521486527325372
2021,30-45 y.,Indirect migration background,No,0.9052598058386171,279,19081,0.9047851347267463,0.9057344769504879
2021,46-65 y.,No migration background,Yes,0.09564304430793298,521,19081,0.09551253463039536,0.0957735539854706
2021,46-65 y.,No migration background,No,0.9043569556920671,5030,19081,0.9042264460145295,0.9044874653696047
2021,46-65 y.,Direct migration background,Yes,0.10874911504313431,142,19081,0.10844069332517126,0.10905753676109736
2021,46-65 y.,Direct migration background,No,0.8912508849568657,1324,19081,0.8909424632389026,0.8915593066748287
2021,46-65 y.,Indirect migration background,No,1.0,184,19081,1.0,1.0
2021,66 and older,No migration background,Yes,0.05696011898756422,165,19081,0.056844013955777116,0.05707622401935133
2021,66 and older,No migration background,No,0.9430398810124359,3043,19081,0.9429237759806488,0.9431559860442229
2021,66 and older,Direct migration background,No,1.0,312,19081,1.0,1.0
