"ple0017","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Nein","2009","Hauptschule","direkter Migrationshintergrund","740","0.948228051941479","0.932659007960276","0.963797095922682"
"Nein","2009","Hauptschule","indirekter Migrationshintergrund","195","0.901423787715759","0.861297338464133","0.941550236967386"
"Nein","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Realschule","kein Migrationshintergrund","4247","0.94529341120538","0.938649176471287","0.951937645939473"
"Nein","2009","Realschule","direkter Migrationshintergrund","131","0.908466327041832","0.861036801430641","0.955895852653024"
"Nein","2009","Realschule","indirekter Migrationshintergrund","159","0.940306252563289","0.90469209184885","0.975920413277728"
"Nein","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","1502","0.936866646212189","0.924964802906676","0.948768489517702"
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","281","0.938088539397323","0.910587790344409","0.965589288450238"
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","97","0.921444023852409","0.869983105152073","0.972904942552746"
"Nein","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","AkademikerIn","kein Migrationshintergrund","3464","0.945933825446736","0.938603247831156","0.953264403062317"
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","273","0.937211562684647","0.909387834529901","0.965035290839394"
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","85","0.983553885149461","0.956828793499682","1.01027897679924"
"Nein","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Realschule","kein Migrationshintergrund","","","",""
"Nein","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","16","","",""
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","5","","",""
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","279","0.0469790743276644","0.0416481554070769","0.0523099932482518"
"Ja","2011","Hauptschule","direkter Migrationshintergrund","51","0.0587705444050471","0.0433186867220136","0.0742224020880807"
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Ja","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","329","0.0620723437145683","0.0554856495439351","0.0686590378852015"
"Ja","2011","Realschule","direkter Migrationshintergrund","7","","",""
"Ja","2011","Realschule","indirekter Migrationshintergrund","13","","",""
"Ja","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","131","0.0615047503767745","0.0507160043303859","0.0722934964231631"
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","29","","",""
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","9","","",""
"Ja","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","228","0.0554884295652378","0.0484894933094478","0.0624873658210277"
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","18","","",""
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Ja","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","346","0.960697891571709","0.940681068555435","0.980714714587983"
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","127","0.935566375779959","0.893681743416658","0.977451008143259"
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","66","0.99024640373336","0.966714085437788","1.01377872202893"
"Nein","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Hauptschule","kein Migrationshintergrund","5773","0.953020925672336","0.947690006751748","0.958351844592923"
"Nein","2011","Hauptschule","direkter Migrationshintergrund","839","0.941229455594953","0.925777597911919","0.956681313277986"
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","186","0.882425149621296","0.838651517922806","0.926198781319787"
"Nein","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Realschule","kein Migrationshintergrund","4826","0.937927656285432","0.931340962114799","0.944514350456065"
"Nein","2011","Realschule","direkter Migrationshintergrund","164","0.966611193306944","0.939684911008558","0.993537475605329"
"Nein","2011","Realschule","indirekter Migrationshintergrund","176","0.935366711732105","0.900312817680795","0.970420605783414"
"Nein","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","1774","0.938495249623226","0.927706503576837","0.949283995669614"
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","364","0.927330745292784","0.901665554428175","0.952995936157393"
"Nein","2011","(Fach-)Abitur","indirekter Migrationshintergrund","134","0.944420557824289","0.906869698483695","0.981971417164884"
"Nein","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","AkademikerIn","kein Migrationshintergrund","3882","0.944511570434762","0.937512634178972","0.951510506690552"
"Nein","2011","AkademikerIn","direkter Migrationshintergrund","352","0.955980226930576","0.935077854408462","0.976882599452691"
"Nein","2011","AkademikerIn","indirekter Migrationshintergrund","107","0.995002111353835","0.981702421840679","1.00830180086699"
"Nein","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Realschule","kein Migrationshintergrund","","","",""
"Ja","2012","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Realschule","kein Migrationshintergrund","","","",""
"Nein","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(noch) kein Abschluss","kein Migrationshintergrund","26","","",""
"Ja","2013","(noch) kein Abschluss","direkter Migrationshintergrund","5","","",""
"Ja","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Ja","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Hauptschule","kein Migrationshintergrund","297","0.0556707929548422","0.0495072415898915","0.061834344319793"
"Ja","2013","Hauptschule","direkter Migrationshintergrund","45","0.0514734204716785","0.0353224020416154","0.0676244389017416"
"Ja","2013","Hauptschule","indirekter Migrationshintergrund","17","","",""
"Ja","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Realschule","kein Migrationshintergrund","351","0.0750382880860679","0.0675311405042001","0.0825454356679356"
"Ja","2013","Realschule","direkter Migrationshintergrund","3","","",""
"Ja","2013","Realschule","indirekter Migrationshintergrund","17","","",""
"Ja","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(Fach-)Abitur","kein Migrationshintergrund","121","0.0649668008440737","0.0534291766419531","0.0765044250461943"
"Ja","2013","(Fach-)Abitur","direkter Migrationshintergrund","31","0.0933817612565938","0.0623623895404239","0.124401132972764"
"Ja","2013","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Ja","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","AkademikerIn","kein Migrationshintergrund","236","0.0619265813585642","0.0544545620648894","0.069398600652239"
"Ja","2013","AkademikerIn","direkter Migrationshintergrund","22","","",""
"Ja","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(noch) kein Abschluss","kein Migrationshintergrund","299","0.901738415234879","0.869376174929846","0.934100655539912"
"Nein","2013","(noch) kein Abschluss","direkter Migrationshintergrund","91","0.936165839861169","0.887265098438499","0.985066581283838"
"Nein","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","58","0.933516956920039","0.87200006758603","0.995033846254049"
"Nein","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Hauptschule","kein Migrationshintergrund","5019","0.944329207045158","0.938165655680207","0.950492758410108"
"Nein","2013","Hauptschule","direkter Migrationshintergrund","674","0.948526579528322","0.932375561098258","0.964677597958385"
"Nein","2013","Hauptschule","indirekter Migrationshintergrund","165","0.943436928448242","0.909875895024667","0.976997961871817"
"Nein","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Realschule","kein Migrationshintergrund","4380","0.924961711913932","0.917454564332065","0.9324688594958"
"Nein","2013","Realschule","direkter Migrationshintergrund","141","0.972821401870197","0.946263306309877","0.999379497430516"
"Nein","2013","Realschule","indirekter Migrationshintergrund","148","0.927620857123983","0.88808436905855","0.967157345189417"
"Nein","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(Fach-)Abitur","kein Migrationshintergrund","1632","0.935033199155926","0.923495574953806","0.946570823358047"
"Nein","2013","(Fach-)Abitur","direkter Migrationshintergrund","307","0.906618238743406","0.875598867027236","0.937637610459576"
"Nein","2013","(Fach-)Abitur","indirekter Migrationshintergrund","114","0.948247411842575","0.909256434763473","0.987238388921677"
"Nein","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","AkademikerIn","kein Migrationshintergrund","3761","0.938073418641436","0.930601399347761","0.945545437935111"
"Nein","2013","AkademikerIn","direkter Migrationshintergrund","333","0.944596648319001","0.920799488136576","0.968393808501426"
"Nein","2013","AkademikerIn","indirekter Migrationshintergrund","114","1","1","1"
"Nein","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Realschule","kein Migrationshintergrund","","","",""
"Ja","2014","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Realschule","kein Migrationshintergrund","","","",""
"Nein","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(noch) kein Abschluss","kein Migrationshintergrund","36","0.084493153378727","0.056995643073582","0.111990663683872"
"Ja","2015","(noch) kein Abschluss","direkter Migrationshintergrund","24","","",""
"Ja","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Ja","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Hauptschule","kein Migrationshintergrund","287","0.0514398677428322","0.0455591436620053","0.0573205918236591"
"Ja","2015","Hauptschule","direkter Migrationshintergrund","78","0.0604348878954983","0.0485834876687434","0.0722862881222532"
"Ja","2015","Hauptschule","indirekter Migrationshintergrund","27","","",""
"Ja","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Realschule","kein Migrationshintergrund","467","0.0775818633873142","0.0706668033246226","0.0844969234500058"
"Ja","2015","Realschule","direkter Migrationshintergrund","24","","",""
"Ja","2015","Realschule","indirekter Migrationshintergrund","34","0.0748956349035005","0.0491645153336042","0.100626754473397"
"Ja","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(Fach-)Abitur","kein Migrationshintergrund","177","0.0605640764784686","0.0509015985376439","0.0702265544192932"
"Ja","2015","(Fach-)Abitur","direkter Migrationshintergrund","92","0.106637220885493","0.0874783968764384","0.125796044894548"
"Ja","2015","(Fach-)Abitur","indirekter Migrationshintergrund","27","","",""
"Ja","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","AkademikerIn","kein Migrationshintergrund","306","0.0667429773821071","0.0595649451023248","0.0739210096618893"
"Ja","2015","AkademikerIn","direkter Migrationshintergrund","52","0.047452876110866","0.03410097467685","0.060804777544882"
"Ja","2015","AkademikerIn","indirekter Migrationshintergrund","21","","",""
"Ja","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(noch) kein Abschluss","kein Migrationshintergrund","357","0.915506846621273","0.888009336316128","0.943004356926418"
"Nein","2015","(noch) kein Abschluss","direkter Migrationshintergrund","272","0.914692836008382","0.882870458282947","0.946515213733817"
"Nein","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","116","0.931001016752887","0.886920908363243","0.975081125142531"
"Nein","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Hauptschule","kein Migrationshintergrund","5133","0.948560132257168","0.942679408176341","0.954440856337995"
"Nein","2015","Hauptschule","direkter Migrationshintergrund","1475","0.939565112104502","0.927713711877747","0.951416512331257"
"Nein","2015","Hauptschule","indirekter Migrationshintergrund","369","0.946001171338123","0.923740487334989","0.968261855341257"
"Nein","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Realschule","kein Migrationshintergrund","5282","0.922418136612686","0.915503076549994","0.929333196675378"
"Nein","2015","Realschule","direkter Migrationshintergrund","324","0.915736270340151","0.886550980143324","0.944921560536978"
"Nein","2015","Realschule","indirekter Migrationshintergrund","368","0.9251043650965","0.899373245526603","0.950835484666396"
"Nein","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(Fach-)Abitur","kein Migrationshintergrund","2164","0.939435923521531","0.929773445580707","0.949098401462356"
"Nein","2015","(Fach-)Abitur","direkter Migrationshintergrund","905","0.893362779114507","0.874203955105452","0.912521603123562"
"Nein","2015","(Fach-)Abitur","indirekter Migrationshintergrund","287","0.904117183035729","0.87155106287403","0.936683303197429"
"Nein","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","AkademikerIn","kein Migrationshintergrund","4338","0.933257022617893","0.926078990338111","0.940435054897675"
"Nein","2015","AkademikerIn","direkter Migrationshintergrund","922","0.952547123889134","0.939195222455118","0.96589902532315"
"Nein","2015","AkademikerIn","indirekter Migrationshintergrund","234","0.8821257122564","0.842547809042649","0.921703615470151"
"Nein","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Realschule","kein Migrationshintergrund","","","",""
"Ja","2016","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Realschule","kein Migrationshintergrund","","","",""
"Nein","2016","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(noch) kein Abschluss","kein Migrationshintergrund","48","0.105641649316315","0.0782575299084783","0.133025768724152"
"Ja","2017","(noch) kein Abschluss","direkter Migrationshintergrund","27","","",""
"Ja","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"Ja","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hauptschule","kein Migrationshintergrund","293","0.0606245814886957","0.0541730267678838","0.0670761362095077"
