year,migback,regtyp,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Indirect migration background,Urban regions,No,0.94462,517,563,0.92571,0.96353
2013,Indirect migration background,Rural regions,No,0.95898,129,129,0.92462,0.99334
2015,No migration background,Urban regions,Yes,0.06746,850,11612,0.06290,0.07203
2015,No migration background,Urban regions,No,0.93254,10762,11612,0.92797,0.93710
2015,No migration background,Rural regions,Yes,0.05713,455,7411,0.05184,0.06241
2015,No migration background,Rural regions,No,0.94287,6956,7411,0.93759,0.94816
2015,Direct migration background,Urban regions,Yes,0.07309,222,3335,0.06426,0.08193
2015,Direct migration background,Urban regions,No,0.92691,3113,3335,0.91807,0.93574
2015,Direct migration background,Rural regions,Yes,0.06558,69,1138,0.05119,0.07997
2015,Direct migration background,Rural regions,No,0.93442,1069,1138,0.92003,0.94881
2015,Indirect migration background,Urban regions,Yes,0.07306,91,1253,0.05864,0.08747
2015,Indirect migration background,Urban regions,No,0.92694,1162,1253,0.91253,0.94136
2015,Indirect migration background,Rural regions,No,0.90153,265,265,0.86558,0.93747
2017,No migration background,Urban regions,Yes,0.07390,932,12289,0.06927,0.07852
2017,No migration background,Urban regions,No,0.92610,11357,12289,0.92148,0.93073
2017,No migration background,Rural regions,Yes,0.05991,502,7822,0.05465,0.06517
2017,No migration background,Rural regions,No,0.94009,7320,7822,0.93483,0.94535
2017,Direct migration background,Urban regions,Yes,0.06683,238,3553,0.05862,0.07505
2017,Direct migration background,Urban regions,No,0.93317,3315,3553,0.92495,0.94138
2017,Direct migration background,Rural regions,Yes,0.07077,92,1263,0.05662,0.08492
2017,Direct migration background,Rural regions,No,0.92923,1171,1263,0.91508,0.94338
2017,Indirect migration background,Urban regions,Yes,0.08641,117,1338,0.07135,0.10148
2017,Indirect migration background,Urban regions,No,0.91359,1221,1338,0.89852,0.92865
2017,Indirect migration background,Rural regions,No,0.88008,260,260,0.84052,0.91965
2019,No migration background,No answer / don't know,Yes,0.12182,58,484,0.09265,0.15099
2019,No migration background,No answer / don't know,No,0.87818,426,484,0.84901,0.90735
2019,No migration background,Urban regions,Yes,0.07517,933,12180,0.07049,0.07986
2019,No migration background,Urban regions,No,0.92483,11247,12180,0.92014,0.92951
2019,No migration background,Rural regions,Yes,0.06285,506,7459,0.05734,0.06836
2019,No migration background,Rural regions,No,0.93715,6953,7459,0.93164,0.94266
2019,Direct migration background,Urban regions,Yes,0.07175,221,2967,0.06246,0.08104
2019,Direct migration background,Urban regions,No,0.92825,2746,2967,0.91896,0.93754
2019,Direct migration background,Rural regions,Yes,0.05160,67,1031,0.03809,0.06511
2019,Direct migration background,Rural regions,No,0.94840,964,1031,0.93489,0.96191
2019,Indirect migration background,No answer / don't know,No,0.78662,32,32,0.64240,0.93085
2019,Indirect migration background,Urban regions,Yes,0.07784,98,1244,0.06295,0.09274
2019,Indirect migration background,Urban regions,No,0.92216,1146,1244,0.90726,0.93705
2019,Indirect migration background,Rural regions,No,0.91055,271,271,0.87651,0.94459
2021,No migration background,Urban regions,Yes,0.09507,755,8244,0.08873,0.10140
2021,No migration background,Urban regions,No,0.90493,7489,8244,0.89860,0.91127
2021,No migration background,Rural regions,Yes,0.07044,398,4809,0.06321,0.07767
2021,No migration background,Rural regions,No,0.92956,4411,4809,0.92233,0.93679
2021,Direct migration background,Urban regions,Yes,0.09029,284,4034,0.08145,0.09914
2021,Direct migration background,Urban regions,No,0.90971,3750,4034,0.90086,0.91855
2021,Direct migration background,Rural regions,Yes,0.04777,70,1150,0.03544,0.06010
2021,Direct migration background,Rural regions,No,0.95223,1080,1150,0.93990,0.96456
2021,Indirect migration background,Urban regions,Yes,0.06818,60,734,0.04994,0.08643
2021,Indirect migration background,Urban regions,No,0.93182,674,734,0.91357,0.95006
2021,Indirect migration background,Rural regions,No,0.91823,175,175,0.87752,0.95895
