year,hhtyp,quintil_oecd_hh,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Multi-generational household,2nd Quintile,No,0.92480,32,32,0.83197,1.01764
1994,Multi-generational household,3rd Quintile,No,0.91720,32,32,0.82019,1.01421
1994,Other Combinations,4th Quintile,No,0.89821,35,35,0.79657,0.99985
1999,Single-person household,1st Quintile,No,0.91721,447,447,0.89164,0.94279
1999,Single-person household,2nd Quintile,No,0.86057,328,328,0.82302,0.89811
1999,Single-person household,3rd Quintile,No,0.88471,283,283,0.84743,0.92198
1999,Single-person household,4th Quintile,No,0.84740,225,225,0.80031,0.89450
1999,Single-person household,5th Quintile,"Yes, Regularly",0.17174,37,202,0.11960,0.22388
1999,Single-person household,5th Quintile,No,0.71412,165,202,0.65165,0.77658
1999,Couple without children,1st Quintile,No,0.95036,241,241,0.92288,0.97784
1999,Couple without children,2nd Quintile,No,0.97492,349,349,0.95849,0.99135
1999,Couple without children,3rd Quintile,No,0.95610,430,430,0.93671,0.97549
1999,Couple without children,4th Quintile,No,0.93633,500,500,0.91490,0.95775
1999,Couple without children,5th Quintile,"Yes, Regularly",0.16877,75,542,0.13721,0.20034
1999,Couple without children,5th Quintile,No,0.76924,467,542,0.73373,0.80474
1999,Single parent,1st Quintile,No,0.99419,199,199,0.98360,1.00478
1999,Single parent,2nd Quintile,No,0.94132,86,86,0.89135,0.99128
1999,Single parent,3rd Quintile,No,0.92760,73,73,0.86774,0.98746
1999,Single parent,4th Quintile,No,0.81114,40,40,0.68830,0.93398
1999,Couple with children,1st Quintile,No,0.98893,533,533,0.98004,0.99782
1999,Couple with children,2nd Quintile,No,0.98852,654,654,0.98035,0.99669
1999,Couple with children,3rd Quintile,No,0.97310,617,617,0.96033,0.98588
1999,Couple with children,4th Quintile,No,0.91356,469,469,0.88810,0.93902
1999,Couple with children,5th Quintile,"Yes, Regularly",0.17856,50,364,0.13916,0.21796
1999,Couple with children,5th Quintile,No,0.77087,314,364,0.72764,0.81411
2000,Single-person household,1st Quintile,"Yes, Regularly",0.04768,37,904,0.03379,0.06158
2000,Single-person household,1st Quintile,No,0.92718,867,904,0.91023,0.94413
2000,Single-person household,2nd Quintile,"Yes, Regularly",0.06888,39,657,0.04950,0.08826
2000,Single-person household,2nd Quintile,No,0.88759,618,657,0.86342,0.91177
2000,Single-person household,3rd Quintile,"Yes, Regularly",0.06547,33,571,0.04516,0.08577
2000,Single-person household,3rd Quintile,No,0.88807,538,571,0.86219,0.91395
2000,Single-person household,4th Quintile,"Yes, Regularly",0.07378,38,505,0.05095,0.09660
2000,Single-person household,4th Quintile,No,0.88298,467,505,0.85492,0.91105
2000,Single-person household,5th Quintile,"Yes, Regularly",0.19237,86,498,0.15772,0.22703
2000,Single-person household,5th Quintile,"Yes, Occasionally",0.08238,39,498,0.05820,0.10655
2000,Single-person household,5th Quintile,No,0.72525,373,498,0.68601,0.76450
2000,Couple without children,1st Quintile,No,0.97697,483,483,0.96358,0.99036
2000,Couple without children,2nd Quintile,No,0.97105,655,655,0.95820,0.98390
2000,Couple without children,3rd Quintile,No,0.96342,759,759,0.95006,0.97678
2000,Couple without children,4th Quintile,No,0.93844,869,869,0.92245,0.95443
2000,Couple without children,5th Quintile,"Yes, Regularly",0.13103,128,1068,0.11078,0.15128
2000,Couple without children,5th Quintile,"Yes, Occasionally",0.06126,63,1068,0.04687,0.07565
2000,Couple without children,5th Quintile,No,0.80771,877,1068,0.78406,0.83136
2000,Single parent,1st Quintile,No,0.98030,313,313,0.96487,0.99572
2000,Single parent,2nd Quintile,No,0.97547,155,155,0.95103,0.99990
2000,Single parent,3rd Quintile,No,0.93061,113,113,0.88355,0.97767
2000,Single parent,4th Quintile,No,0.90356,91,91,0.84257,0.96455
2000,Single parent,5th Quintile,No,0.77031,47,47,0.64875,0.89186
2000,Couple with children,1st Quintile,No,0.98278,727,727,0.97332,0.99225
2000,Couple with children,2nd Quintile,No,0.98876,1086,1086,0.98249,0.99503
2000,Couple with children,3rd Quintile,No,0.96912,1034,1034,0.95857,0.97967
2000,Couple with children,4th Quintile,"Yes, Regularly",0.03914,32,939,0.02673,0.05155
2000,Couple with children,4th Quintile,No,0.93893,907,939,0.92361,0.95426
2000,Couple with children,5th Quintile,"Yes, Regularly",0.17070,104,721,0.14322,0.19818
2000,Couple with children,5th Quintile,"Yes, Occasionally",0.05024,33,721,0.03428,0.06620
2000,Couple with children,5th Quintile,No,0.77906,584,721,0.74876,0.80937
2000,Multi-generational household,2nd Quintile,No,0.98819,44,44,0.95590,1.02048
2000,Multi-generational household,4th Quintile,No,0.91496,39,39,0.82628,1.00365
2000,Other Combinations,2nd Quintile,No,0.96233,32,32,0.89531,1.02935
2000,Other Combinations,4th Quintile,No,0.97714,32,32,0.92452,1.02975
2001,Single-person household,1st Quintile,No,0.93341,782,782,0.91592,0.95089
2001,Single-person household,2nd Quintile,"Yes, Regularly",0.07383,40,602,0.05293,0.09474
2001,Single-person household,2nd Quintile,"Yes, Occasionally",0.06544,32,602,0.04567,0.08521
2001,Single-person household,2nd Quintile,No,0.86073,530,602,0.83305,0.88841
2001,Single-person household,3rd Quintile,"Yes, Regularly",0.07586,34,516,0.05299,0.09873
2001,Single-person household,3rd Quintile,No,0.86684,482,516,0.83749,0.89618
2001,Single-person household,4th Quintile,"Yes, Regularly",0.08611,38,468,0.06067,0.11155
2001,Single-person household,4th Quintile,No,0.85384,430,468,0.82180,0.88588
2001,Single-person household,5th Quintile,"Yes, Regularly",0.21484,91,452,0.17693,0.25275
2001,Single-person household,5th Quintile,"Yes, Occasionally",0.08321,36,452,0.05772,0.10871
2001,Single-person household,5th Quintile,No,0.70195,325,452,0.65973,0.74416
2001,Couple without children,1st Quintile,No,0.97739,403,403,0.96286,0.99192
2001,Couple without children,2nd Quintile,No,0.96853,606,606,0.95462,0.98244
2001,Couple without children,3rd Quintile,No,0.93410,690,690,0.91557,0.95263
2001,Couple without children,4th Quintile,"Yes, Regularly",0.04491,34,818,0.03071,0.05911
2001,Couple without children,4th Quintile,No,0.92667,784,818,0.90879,0.94454
2001,Couple without children,5th Quintile,"Yes, Regularly",0.14781,123,977,0.12554,0.17008
2001,Couple without children,5th Quintile,"Yes, Occasionally",0.07568,67,977,0.05909,0.09227
2001,Couple without children,5th Quintile,No,0.77651,787,977,0.75037,0.80264
2001,Single parent,1st Quintile,No,0.99426,295,295,0.98562,1.00289
2001,Single parent,2nd Quintile,No,0.94141,167,167,0.90569,0.97714
2001,Single parent,3rd Quintile,No,0.93360,104,104,0.88552,0.98169
2001,Single parent,4th Quintile,No,0.89221,67,67,0.81739,0.96703
2001,Single parent,5th Quintile,No,0.67728,36,36,0.52239,0.83217
2001,Couple with children,1st Quintile,No,0.99689,637,637,0.99256,1.00122
2001,Couple with children,2nd Quintile,No,0.97661,973,973,0.96710,0.98611
2001,Couple with children,3rd Quintile,No,0.97827,973,973,0.96910,0.98744
2001,Couple with children,4th Quintile,"Yes, Regularly",0.04998,39,870,0.03549,0.06447
2001,Couple with children,4th Quintile,No,0.92700,831,870,0.90970,0.94430
2001,Couple with children,5th Quintile,"Yes, Regularly",0.19506,109,643,0.16441,0.22571
2001,Couple with children,5th Quintile,"Yes, Occasionally",0.05274,39,643,0.03545,0.07003
2001,Couple with children,5th Quintile,No,0.75220,495,643,0.71880,0.78560
2001,Multi-generational household,4th Quintile,No,0.98293,34,34,0.93873,1.02713
2002,Single-person household,1st Quintile,No,0.91195,734,734,0.89143,0.93246
2002,Single-person household,2nd Quintile,"Yes, Regularly",0.07639,35,546,0.05409,0.09869
2002,Single-person household,2nd Quintile,No,0.87365,511,546,0.84575,0.90154
2002,Single-person household,3rd Quintile,No,0.88975,465,465,0.86125,0.91825
2002,Single-person household,4th Quintile,"Yes, Regularly",0.07554,33,495,0.05224,0.09885
2002,Single-person household,4th Quintile,No,0.87610,462,495,0.84704,0.90515
2002,Single-person household,5th Quintile,"Yes, Regularly",0.17487,106,527,0.14240,0.20733
2002,Single-person household,5th Quintile,"Yes, Occasionally",0.07313,38,527,0.05088,0.09537
2002,Single-person household,5th Quintile,No,0.75201,383,527,0.71510,0.78891
2002,Couple without children,1st Quintile,No,0.97073,401,401,0.95421,0.98725
2002,Couple without children,2nd Quintile,No,0.96778,587,587,0.95348,0.98208
2002,Couple without children,3rd Quintile,No,0.94512,627,627,0.92727,0.96296
2002,Couple without children,4th Quintile,"Yes, Regularly",0.04628,32,773,0.03146,0.06110
2002,Couple without children,4th Quintile,No,0.92839,741,773,0.91020,0.94658
2002,Couple without children,5th Quintile,"Yes, Regularly",0.11931,213,1434,0.10252,0.13609
2002,Couple without children,5th Quintile,"Yes, Occasionally",0.05325,94,1434,0.04162,0.06487
2002,Couple without children,5th Quintile,No,0.82745,1127,1434,0.80788,0.84701
2002,Single parent,1st Quintile,No,0.99070,287,287,0.97958,1.00183
2002,Single parent,2nd Quintile,No,0.96889,142,142,0.94023,0.99754
2002,Single parent,3rd Quintile,No,0.95311,113,113,0.91395,0.99226
2002,Single parent,4th Quintile,No,0.90944,77,77,0.84492,0.97396
2002,Single parent,5th Quintile,No,0.83280,50,50,0.72831,0.93728
2002,Couple with children,1st Quintile,No,0.99081,546,546,0.98280,0.99882
2002,Couple with children,2nd Quintile,No,0.98763,850,850,0.98019,0.99506
2002,Couple with children,3rd Quintile,No,0.98029,905,905,0.97122,0.98935
2002,Couple with children,4th Quintile,"Yes, Regularly",0.02619,33,891,0.01570,0.03668
2002,Couple with children,4th Quintile,No,0.95147,858,891,0.93735,0.96559
2002,Couple with children,5th Quintile,"Yes, Regularly",0.16858,215,1123,0.14667,0.19049
2002,Couple with children,5th Quintile,"Yes, Occasionally",0.05551,66,1123,0.04211,0.06891
2002,Couple with children,5th Quintile,No,0.77591,842,1123,0.75151,0.80031
2002,Multi-generational household,2nd Quintile,No,0.86263,32,32,0.74144,0.98381
2003,Single-person household,1st Quintile,No,0.91756,741,741,0.89774,0.93737
2003,Single-person household,2nd Quintile,"Yes, Regularly",0.08042,36,538,0.05742,0.10342
2003,Single-person household,2nd Quintile,No,0.88608,502,538,0.85921,0.91296
2003,Single-person household,3rd Quintile,"Yes, Regularly",0.07227,34,524,0.05008,0.09446
2003,Single-person household,3rd Quintile,No,0.87192,490,524,0.84328,0.90056
2003,Single-person household,4th Quintile,"Yes, Regularly",0.08069,33,462,0.05583,0.10555
2003,Single-person household,4th Quintile,No,0.85957,429,462,0.82786,0.89129
2003,Single-person household,5th Quintile,"Yes, Regularly",0.17498,99,513,0.14207,0.20789
2003,Single-person household,5th Quintile,"Yes, Occasionally",0.08549,44,513,0.06127,0.10971
2003,Single-person household,5th Quintile,No,0.73953,370,513,0.70151,0.77755
2003,Couple without children,1st Quintile,No,0.96086,412,412,0.94211,0.97961
2003,Couple without children,2nd Quintile,No,0.96780,609,609,0.95376,0.98183
2003,Couple without children,3rd Quintile,No,0.93184,613,613,0.91188,0.95181
2003,Couple without children,4th Quintile,No,0.92451,723,723,0.90524,0.94378
2003,Couple without children,5th Quintile,"Yes, Regularly",0.13911,224,1338,0.12056,0.15766
2003,Couple without children,5th Quintile,"Yes, Occasionally",0.04730,78,1338,0.03592,0.05868
2003,Couple without children,5th Quintile,No,0.81359,1036,1338,0.79272,0.83447
2003,Single parent,1st Quintile,No,0.99559,299,299,0.98807,1.00311
2003,Single parent,2nd Quintile,No,0.99265,148,148,0.97885,1.00646
2003,Single parent,3rd Quintile,No,0.89702,90,90,0.83387,0.96016
2003,Single parent,4th Quintile,No,0.88827,74,74,0.81600,0.96054
2003,Single parent,5th Quintile,No,0.70299,46,46,0.56948,0.83650
2003,Couple with children,1st Quintile,No,0.99647,491,491,0.99121,1.00172
2003,Couple with children,2nd Quintile,No,0.99048,817,817,0.98381,0.99714
2003,Couple with children,3rd Quintile,No,0.97099,859,859,0.95976,0.98222
2003,Couple with children,4th Quintile,No,0.94301,803,803,0.92696,0.95905
2003,Couple with children,5th Quintile,"Yes, Regularly",0.18271,223,1063,0.15947,0.20595
2003,Couple with children,5th Quintile,"Yes, Occasionally",0.07733,71,1063,0.06126,0.09339
2003,Couple with children,5th Quintile,No,0.73997,769,1063,0.71359,0.76635
2004,Single-person household,1st Quintile,No,0.92009,734,734,0.90046,0.93972
2004,Single-person household,2nd Quintile,"Yes, Regularly",0.08404,36,533,0.06046,0.10761
2004,Single-person household,2nd Quintile,No,0.88029,497,533,0.85270,0.90787
2004,Single-person household,3rd Quintile,No,0.90065,485,485,0.87400,0.92730
2004,Single-person household,4th Quintile,No,0.88861,413,413,0.85823,0.91899
2004,Single-person household,5th Quintile,"Yes, Regularly",0.12778,76,526,0.09922,0.15634
2004,Single-person household,5th Quintile,"Yes, Occasionally",0.10577,54,526,0.07946,0.13208
2004,Single-person household,5th Quintile,No,0.76645,396,526,0.73026,0.80264
2004,Couple without children,1st Quintile,No,0.98342,359,359,0.97019,0.99665
2004,Couple without children,2nd Quintile,No,0.98098,600,600,0.97004,0.99192
2004,Couple without children,3rd Quintile,No,0.95549,672,672,0.93989,0.97110
2004,Couple without children,4th Quintile,No,0.93444,750,750,0.91671,0.95217
2004,Couple without children,5th Quintile,"Yes, Regularly",0.11460,182,1341,0.09755,0.13166
2004,Couple without children,5th Quintile,"Yes, Occasionally",0.06680,91,1341,0.05343,0.08017
2004,Couple without children,5th Quintile,No,0.81860,1068,1341,0.79797,0.83923
2004,Single parent,1st Quintile,No,0.99530,286,286,0.98735,1.00324
2004,Single parent,2nd Quintile,No,0.97623,163,163,0.95277,0.99969
2004,Single parent,3rd Quintile,No,0.97442,99,99,0.94316,1.00568
2004,Single parent,4th Quintile,No,0.89297,70,70,0.82003,0.96592
2004,Single parent,5th Quintile,No,0.69747,33,33,0.53831,0.85663
2004,Couple with children,1st Quintile,No,0.99614,484,484,0.99061,1.00167
2004,Couple with children,2nd Quintile,No,0.98414,767,767,0.97529,0.99299
2004,Couple with children,3rd Quintile,No,0.98737,815,815,0.97970,0.99504
2004,Couple with children,4th Quintile,No,0.94503,848,848,0.92968,0.96038
2004,Couple with children,5th Quintile,"Yes, Regularly",0.14725,166,976,0.12500,0.16949
2004,Couple with children,5th Quintile,"Yes, Occasionally",0.07214,64,976,0.05590,0.08838
2004,Couple with children,5th Quintile,No,0.78062,746,976,0.75464,0.80659
2004,Other Combinations,5th Quintile,No,0.92310,31,31,0.82775,1.01844
2005,Single-person household,1st Quintile,No,0.93495,753,753,0.91732,0.95257
2005,Single-person household,2nd Quintile,"Yes, Regularly",0.08334,39,531,0.05981,0.10687
2005,Single-person household,2nd Quintile,No,0.85031,492,531,0.81994,0.88069
2005,Single-person household,3rd Quintile,"Yes, Regularly",0.07417,31,509,0.05138,0.09696
2005,Single-person household,3rd Quintile,No,0.90202,478,509,0.87616,0.92787
2005,Single-person household,4th Quintile,"Yes, Regularly",0.09605,43,495,0.07007,0.12204
2005,Single-person household,4th Quintile,"Yes, Occasionally",0.06761,32,495,0.04547,0.08975
2005,Single-person household,4th Quintile,No,0.83634,420,495,0.80371,0.86897
2005,Single-person household,5th Quintile,"Yes, Regularly",0.17758,97,529,0.14498,0.21017
2005,Single-person household,5th Quintile,"Yes, Occasionally",0.10180,54,529,0.07601,0.12760
2005,Single-person household,5th Quintile,No,0.72062,378,529,0.68235,0.75889
2005,Couple without children,1st Quintile,No,0.96970,358,358,0.95192,0.98748
2005,Couple without children,2nd Quintile,No,0.97487,617,617,0.96251,0.98723
2005,Couple without children,3rd Quintile,No,0.94466,604,604,0.92641,0.96291
2005,Couple without children,4th Quintile,No,0.92346,707,707,0.90385,0.94307
2005,Couple without children,5th Quintile,"Yes, Regularly",0.15658,232,1288,0.13673,0.17643
2005,Couple without children,5th Quintile,"Yes, Occasionally",0.06427,88,1288,0.05087,0.07767
2005,Couple without children,5th Quintile,No,0.77915,968,1288,0.75649,0.80181
2005,Single parent,1st Quintile,No,0.98948,312,312,0.97814,1.00082
2005,Single parent,2nd Quintile,No,0.95202,127,127,0.91470,0.98934
2005,Single parent,3rd Quintile,No,0.97210,104,104,0.94029,1.00390
2005,Single parent,4th Quintile,No,0.91953,79,79,0.85916,0.97990
2005,Single parent,5th Quintile,No,0.66593,34,34,0.50500,0.82686
2005,Couple with children,1st Quintile,No,0.98240,448,448,0.97021,0.99459
2005,Couple with children,2nd Quintile,No,0.99552,697,697,0.99055,1.00048
2005,Couple with children,3rd Quintile,No,0.97880,781,781,0.96869,0.98891
2005,Couple with children,4th Quintile,No,0.94428,770,770,0.92807,0.96050
2005,Couple with children,5th Quintile,"Yes, Regularly",0.17769,178,921,0.15299,0.20239
2005,Couple with children,5th Quintile,"Yes, Occasionally",0.05651,51,921,0.04159,0.07143
2005,Couple with children,5th Quintile,No,0.76580,692,921,0.73843,0.79316
2006,Single-person household,1st Quintile,No,0.92806,802,802,0.91017,0.94595
2006,Single-person household,2nd Quintile,"Yes, Regularly",0.07314,43,616,0.05256,0.09371
2006,Single-person household,2nd Quintile,No,0.87692,573,616,0.85096,0.90289
2006,Single-person household,3rd Quintile,"Yes, Regularly",0.08407,40,576,0.06138,0.10675
2006,Single-person household,3rd Quintile,No,0.86402,536,576,0.83600,0.89203
2006,Single-person household,4th Quintile,"Yes, Regularly",0.09851,49,561,0.07383,0.12319
2006,Single-person household,4th Quintile,No,0.84759,512,561,0.81782,0.87736
2006,Single-person household,5th Quintile,"Yes, Regularly",0.16246,101,597,0.13285,0.19208
2006,Single-person household,5th Quintile,"Yes, Occasionally",0.08791,58,597,0.06518,0.11064
2006,Single-person household,5th Quintile,No,0.74963,438,597,0.71484,0.78441
2006,Couple without children,1st Quintile,No,0.97496,417,417,0.95995,0.98998
2006,Couple without children,2nd Quintile,No,0.96872,644,644,0.95526,0.98217
2006,Couple without children,3rd Quintile,No,0.95625,737,737,0.94148,0.97103
2006,Couple without children,4th Quintile,"Yes, Occasionally",0.04325,33,808,0.02921,0.05728
2006,Couple without children,4th Quintile,No,0.92932,775,808,0.91163,0.94700
2006,Couple without children,5th Quintile,"Yes, Regularly",0.14063,229,1455,0.12276,0.15850
2006,Couple without children,5th Quintile,"Yes, Occasionally",0.05895,103,1455,0.04684,0.07105
2006,Couple without children,5th Quintile,No,0.80042,1123,1455,0.77988,0.82097
2006,Single parent,1st Quintile,No,0.99113,330,330,0.98100,1.00126
2006,Single parent,2nd Quintile,No,0.95513,152,152,0.92211,0.98815
2006,Single parent,3rd Quintile,No,0.95927,114,114,0.92283,0.99572
2006,Single parent,4th Quintile,No,0.91144,86,86,0.85104,0.97184
2006,Single parent,5th Quintile,No,0.81712,47,47,0.70541,0.92883
2006,Couple with children,1st Quintile,No,0.98073,452,452,0.96805,0.99342
2006,Couple with children,2nd Quintile,No,0.98662,702,702,0.97812,0.99513
2006,Couple with children,3rd Quintile,No,0.97199,835,835,0.96079,0.98319
2006,Couple with children,4th Quintile,No,0.94210,862,862,0.92650,0.95770
2006,Couple with children,5th Quintile,"Yes, Regularly",0.15357,154,890,0.12987,0.17727
2006,Couple with children,5th Quintile,"Yes, Occasionally",0.06494,67,890,0.04874,0.08114
2006,Couple with children,5th Quintile,No,0.78150,669,890,0.75433,0.80866
2007,Single-person household,1st Quintile,No,0.93954,794,794,0.92296,0.95613
2007,Single-person household,2nd Quintile,"Yes, Regularly",0.08032,37,569,0.05797,0.10267
2007,Single-person household,2nd Quintile,No,0.86997,532,569,0.84231,0.89763
2007,Single-person household,3rd Quintile,"Yes, Regularly",0.09218,41,535,0.06764,0.11671
2007,Single-person household,3rd Quintile,No,0.86164,494,535,0.83235,0.89092
2007,Single-person household,4th Quintile,"Yes, Regularly",0.10971,48,542,0.08337,0.13604
2007,Single-person household,4th Quintile,No,0.84602,494,542,0.81560,0.87643
2007,Single-person household,5th Quintile,"Yes, Regularly",0.20211,112,552,0.16858,0.23564
2007,Single-person household,5th Quintile,"Yes, Occasionally",0.09358,54,552,0.06926,0.11789
2007,Single-person household,5th Quintile,No,0.70432,386,552,0.66621,0.74242
2007,Couple without children,1st Quintile,No,0.98864,379,379,0.97795,0.99932
2007,Couple without children,2nd Quintile,No,0.97793,616,616,0.96632,0.98954
2007,Couple without children,3rd Quintile,No,0.94586,686,686,0.92892,0.96281
2007,Couple without children,4th Quintile,No,0.93203,759,759,0.91412,0.94995
2007,Couple without children,5th Quintile,"Yes, Regularly",0.16022,237,1316,0.14040,0.18005
2007,Couple without children,5th Quintile,"Yes, Occasionally",0.06853,99,1316,0.05487,0.08218
2007,Couple without children,5th Quintile,No,0.77125,980,1316,0.74855,0.79395
2007,Single parent,1st Quintile,No,0.97552,291,291,0.95774,0.99331
2007,Single parent,3rd Quintile,No,0.93815,119,119,0.89468,0.98161
2007,Single parent,4th Quintile,No,0.91527,69,69,0.84908,0.98146
2007,Single parent,5th Quintile,No,0.72219,45,45,0.58984,0.85455
2007,Couple with children,1st Quintile,No,0.99090,409,409,0.98168,1.00011
2007,Couple with children,2nd Quintile,No,0.98727,691,691,0.97891,0.99564
2007,Couple with children,3rd Quintile,No,0.97638,754,754,0.96553,0.98722
2007,Couple with children,4th Quintile,"Yes, Regularly",0.04344,34,800,0.02931,0.05758
2007,Couple with children,4th Quintile,No,0.91852,766,800,0.89955,0.93749
2007,Couple with children,5th Quintile,"Yes, Regularly",0.16060,154,848,0.13587,0.18533
2007,Couple with children,5th Quintile,"Yes, Occasionally",0.08386,65,848,0.06520,0.10253
2007,Couple with children,5th Quintile,No,0.75554,629,848,0.72659,0.78448
2008,Single-person household,1st Quintile,No,0.94955,747,747,0.93384,0.96526
2008,Single-person household,2nd Quintile,No,0.89692,527,527,0.87093,0.92290
2008,Single-person household,3rd Quintile,"Yes, Regularly",0.09957,42,536,0.07419,0.12494
2008,Single-person household,3rd Quintile,No,0.86295,494,536,0.83381,0.89209
2008,Single-person household,4th Quintile,"Yes, Regularly",0.09201,41,504,0.06675,0.11727
2008,Single-person household,4th Quintile,No,0.85987,463,504,0.82953,0.89020
2008,Single-person household,5th Quintile,"Yes, Regularly",0.17095,93,536,0.13904,0.20285
2008,Single-person household,5th Quintile,"Yes, Occasionally",0.11480,56,536,0.08779,0.14181
2008,Single-person household,5th Quintile,No,0.71426,387,536,0.67597,0.75254
2008,Couple without children,1st Quintile,No,0.98542,394,394,0.97357,0.99727
2008,Couple without children,2nd Quintile,No,0.96885,570,570,0.95457,0.98312
2008,Couple without children,3rd Quintile,No,0.94970,685,685,0.93332,0.96608
2008,Couple without children,4th Quintile,No,0.92618,671,671,0.90638,0.94598
2008,Couple without children,5th Quintile,"Yes, Regularly",0.14198,201,1283,0.12288,0.16109
2008,Couple without children,5th Quintile,"Yes, Occasionally",0.08250,111,1283,0.06744,0.09756
2008,Couple without children,5th Quintile,No,0.77551,971,1283,0.75267,0.79835
2008,Single parent,1st Quintile,No,0.98672,277,277,0.97322,1.00023
2008,Single parent,2nd Quintile,No,0.97627,148,148,0.95167,1.00088
2008,Single parent,3rd Quintile,No,0.93814,102,102,0.89116,0.98512
2008,Single parent,4th Quintile,No,0.96262,72,72,0.91850,1.00674
2008,Single parent,5th Quintile,No,0.70270,37,37,0.55339,0.85201
2008,Couple with children,1st Quintile,No,0.98399,378,378,0.97132,0.99666
2008,Couple with children,2nd Quintile,No,0.99602,618,618,0.99105,1.00099
2008,Couple with children,3rd Quintile,No,0.97209,714,714,0.96000,0.98418
2008,Couple with children,4th Quintile,No,0.92654,694,694,0.90711,0.94596
2008,Couple with children,5th Quintile,"Yes, Regularly",0.16951,136,771,0.14301,0.19602
2008,Couple with children,5th Quintile,"Yes, Occasionally",0.06448,41,771,0.04713,0.08183
2008,Couple with children,5th Quintile,No,0.76601,594,771,0.73610,0.79591
2009,Single-person household,1st Quintile,No,0.92901,720,720,0.91024,0.94778
2009,Single-person household,2nd Quintile,"Yes, Regularly",0.08567,34,534,0.06191,0.10943
2009,Single-person household,2nd Quintile,No,0.87632,500,534,0.84837,0.90427
2009,Single-person household,3rd Quintile,No,0.90563,490,490,0.87972,0.93154
2009,Single-person household,4th Quintile,"Yes, Regularly",0.07927,37,445,0.05414,0.10441
2009,Single-person household,4th Quintile,No,0.86466,408,445,0.83284,0.89648
2009,Single-person household,5th Quintile,"Yes, Regularly",0.20036,92,487,0.16477,0.23595
