year,hhtyp,sampreg,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Single parent,West,No,0.94984,490,490,0.93049,0.96918
2002,Single parent,East,No,0.99036,179,179,0.97601,1.00472
2002,Couple with children,West,"Yes, Regularly",0.04126,248,3411,0.03458,0.04793
2002,Couple with children,West,"Yes, Occasionally",0.02152,92,3411,0.01665,0.02639
2002,Couple with children,West,No,0.93079,3071,3411,0.92228,0.93931
2002,Couple with children,East,No,0.98279,930,930,0.97442,0.99115
2002,Multi-generational household,West,No,0.91777,111,111,0.86644,0.96911
2002,Other Combinations,West,No,0.87640,87,87,0.80684,0.94596
2003,Single-person household,West,"Yes, Regularly",0.09810,205,2197,0.08566,0.11055
2003,Single-person household,West,"Yes, Occasionally",0.05486,113,2197,0.04534,0.06438
2003,Single-person household,West,No,0.84063,1879,2197,0.82533,0.85594
2003,Single-person household,East,No,0.92439,657,657,0.90416,0.94462
2003,Couple without children,West,"Yes, Regularly",0.07594,270,2838,0.06619,0.08569
2003,Couple without children,West,"Yes, Occasionally",0.03456,114,2838,0.02784,0.04129
2003,Couple without children,West,No,0.88349,2454,2838,0.87168,0.89530
2003,Couple without children,East,No,0.97384,939,939,0.96363,0.98406
2003,Single parent,West,No,0.93896,487,487,0.91768,0.96025
2003,Single parent,East,No,0.97723,170,170,0.95474,0.99972
2003,Couple with children,West,"Yes, Regularly",0.04738,247,3213,0.04003,0.05472
2003,Couple with children,West,"Yes, Occasionally",0.02653,100,3213,0.02097,0.03208
2003,Couple with children,West,No,0.92176,2866,3213,0.91248,0.93105
2003,Couple with children,East,No,0.96431,873,873,0.95200,0.97662
2003,Multi-generational household,West,No,0.94760,88,88,0.90078,0.99443
2003,Other Combinations,West,No,0.84137,72,72,0.75639,0.92635
2004,Single-person household,West,"Yes, Regularly",0.08079,165,2148,0.06926,0.09231
2004,Single-person household,West,"Yes, Occasionally",0.05952,120,2148,0.04952,0.06953
2004,Single-person household,West,No,0.85292,1863,2148,0.83794,0.86791
2004,Single-person household,East,No,0.94712,665,665,0.93009,0.96414
2004,Couple without children,West,"Yes, Regularly",0.05642,215,2860,0.04796,0.06488
2004,Couple without children,West,"Yes, Occasionally",0.03977,128,2860,0.03261,0.04694
2004,Couple without children,West,No,0.90088,2517,2860,0.88993,0.91183
2004,Couple without children,East,No,0.97710,932,932,0.96749,0.98671
2004,Single parent,West,No,0.95050,473,473,0.93093,0.97007
2004,Single parent,East,No,0.99643,178,178,0.98765,1.00522
2004,Couple with children,West,"Yes, Regularly",0.03803,186,3074,0.03127,0.04479
2004,Couple with children,West,"Yes, Occasionally",0.02519,86,3074,0.01965,0.03073
2004,Couple with children,West,No,0.93385,2802,3074,0.92506,0.94264
2004,Couple with children,East,No,0.98026,858,858,0.97094,0.98957
2004,Multi-generational household,West,No,0.91611,78,78,0.85418,0.97803
2004,Other Combinations,West,No,0.94519,72,72,0.89224,0.99813
2005,Single-person household,West,"Yes, Regularly",0.10130,210,2188,0.08865,0.11394
2005,Single-person household,West,"Yes, Occasionally",0.06325,129,2188,0.05305,0.07345
2005,Single-person household,West,No,0.83416,1849,2188,0.81857,0.84975
2005,Single-person household,East,No,0.93940,675,675,0.92138,0.95741
2005,Couple without children,West,"Yes, Regularly",0.07340,271,2769,0.06368,0.08311
2005,Couple without children,West,"Yes, Occasionally",0.04449,137,2769,0.03681,0.05217
2005,Couple without children,West,No,0.87789,2361,2769,0.86570,0.89009
2005,Couple without children,East,No,0.97849,893,893,0.96897,0.98801
2005,Single parent,West,No,0.94179,471,471,0.92062,0.96296
2005,Single parent,East,No,0.99637,185,185,0.98769,1.00506
2005,Couple with children,West,"Yes, Regularly",0.04446,195,2862,0.03691,0.05202
2005,Couple with children,West,"Yes, Occasionally",0.02165,75,2862,0.01632,0.02698
2005,Couple with children,West,No,0.93291,2592,2862,0.92374,0.94208
2005,Couple with children,East,No,0.95918,796,796,0.94542,0.97293
2005,Multi-generational household,West,No,0.96101,74,74,0.91660,1.00541
2005,Other Combinations,West,No,0.93659,71,71,0.87950,0.99368
2006,Single-person household,West,"Yes, Regularly",0.09814,232,2467,0.08640,0.10988
2006,Single-person household,West,"Yes, Occasionally",0.06263,144,2467,0.05307,0.07220
2006,Single-person household,West,No,0.83586,2091,2467,0.82125,0.85048
2006,Single-person household,East,No,0.94567,775,775,0.92970,0.96164
2006,Couple without children,West,"Yes, Regularly",0.06390,273,3121,0.05532,0.07248
2006,Couple without children,West,"Yes, Occasionally",0.04103,152,3121,0.03407,0.04799
2006,Couple without children,West,No,0.88991,2696,3121,0.87893,0.90090
2006,Couple without children,East,No,0.97252,1001,1001,0.96239,0.98265
2006,Single parent,West,No,0.94721,544,544,0.92841,0.96602
2006,Single parent,East,No,0.97836,185,185,0.95734,0.99938
2006,Couple with children,West,"Yes, Regularly",0.04205,185,2977,0.03484,0.04926
2006,Couple with children,West,"Yes, Occasionally",0.02734,97,2977,0.02148,0.03319
2006,Couple with children,West,No,0.92727,2695,2977,0.91794,0.93660
2006,Couple with children,East,No,0.96955,825,825,0.95782,0.98128
2006,Multi-generational household,West,No,0.92454,77,77,0.86515,0.98392
2006,Other Combinations,West,No,0.85059,72,72,0.76766,0.93351
2007,Single-person household,West,"Yes, Regularly",0.11059,236,2335,0.09786,0.12331
2007,Single-person household,West,"Yes, Occasionally",0.05666,122,2335,0.04728,0.06604
2007,Single-person household,West,No,0.82557,1977,2335,0.81017,0.84096
2007,Single-person household,East,No,0.94766,726,726,0.93144,0.96387
2007,Couple without children,West,"Yes, Regularly",0.07601,284,2877,0.06632,0.08570
2007,Couple without children,West,"Yes, Occasionally",0.03834,137,2877,0.03132,0.04536
2007,Couple without children,West,No,0.88026,2456,2877,0.86839,0.89213
2007,Couple without children,East,No,0.97614,964,964,0.96650,0.98578
2007,Single parent,West,No,0.94442,487,487,0.92405,0.96479
2007,Single parent,East,No,0.96537,178,178,0.93843,0.99231
2007,Couple with children,West,"Yes, Regularly",0.04588,181,2778,0.03810,0.05366
2007,Couple with children,West,"Yes, Occasionally",0.03236,97,2778,0.02578,0.03895
2007,Couple with children,West,No,0.91434,2500,2778,0.90393,0.92475
2007,Couple with children,East,No,0.96104,749,749,0.94717,0.97490
2007,Multi-generational household,West,No,0.96416,67,67,0.91931,1.00901
2007,Other Combinations,West,No,0.87415,60,60,0.78951,0.95878
2008,Single-person household,West,"Yes, Regularly",0.09812,206,2230,0.08577,0.11047
2008,Single-person household,West,"Yes, Occasionally",0.05608,114,2230,0.04653,0.06563
2008,Single-person household,West,No,0.84334,1910,2230,0.82825,0.85843
2008,Single-person household,East,No,0.95012,710,710,0.93410,0.96615
2008,Couple without children,West,"Yes, Regularly",0.06690,245,2737,0.05753,0.07626
2008,Couple without children,West,"Yes, Occasionally",0.04740,152,2737,0.03944,0.05536
2008,Couple without children,West,No,0.87646,2340,2737,0.86413,0.88879
2008,Couple without children,East,No,0.97029,951,951,0.95949,0.98108
2008,Single parent,West,No,0.94656,469,469,0.92618,0.96693
2008,Single parent,East,No,0.95634,167,167,0.92526,0.98743
2008,Couple with children,West,"Yes, Regularly",0.04329,159,2536,0.03537,0.05121
2008,Couple with children,West,"Yes, Occasionally",0.03173,66,2536,0.02490,0.03855
2008,Couple with children,West,No,0.91719,2311,2536,0.90647,0.92792
2008,Couple with children,East,No,0.95886,687,687,0.94399,0.97372
2008,Multi-generational household,West,No,0.98839,59,59,0.96082,1.01596
2008,Other Combinations,West,No,0.77896,46,46,0.65772,0.90020
2009,Single-person household,West,"Yes, Regularly",0.10203,203,2092,0.08906,0.11500
2009,Single-person household,West,"Yes, Occasionally",0.04776,98,2092,0.03862,0.05691
2009,Single-person household,West,No,0.83238,1791,2092,0.81637,0.84839
2009,Single-person household,East,No,0.93843,682,682,0.92037,0.95648
2009,Couple without children,West,"Yes, Regularly",0.08787,270,2576,0.07693,0.09880
2009,Couple without children,West,"Yes, Occasionally",0.03522,112,2576,0.02810,0.04234
2009,Couple without children,West,No,0.86169,2194,2576,0.84836,0.87503
2009,Couple without children,East,No,0.96105,914,914,0.94850,0.97360
2009,Single parent,West,No,0.91181,416,416,0.88453,0.93910
2009,Single parent,East,No,0.96105,167,167,0.93161,0.99048
2009,Couple with children,West,"Yes, Regularly",0.04421,141,2289,0.03579,0.05264
2009,Couple with children,West,"Yes, Occasionally",0.03063,71,2289,0.02357,0.03769
2009,Couple with children,West,No,0.90354,2077,2289,0.89145,0.91564
2009,Couple with children,East,No,0.94045,634,634,0.92201,0.95888
2009,Multi-generational household,West,No,0.95332,46,46,0.89169,1.01496
2009,Other Combinations,West,No,0.81799,46,46,0.70525,0.93073
2010,Single-person household,West,"Yes, Regularly",0.08473,173,2004,0.07253,0.09692
2010,Single-person household,West,"Yes, Occasionally",0.04506,81,2004,0.03598,0.05415
2010,Single-person household,West,No,0.86388,1750,2004,0.84886,0.87890
2010,Single-person household,East,No,0.94987,648,648,0.93306,0.96669
2010,Couple without children,West,"Yes, Regularly",0.07742,223,2465,0.06687,0.08797
2010,Couple without children,West,"Yes, Occasionally",0.03414,101,2465,0.02697,0.04131
2010,Couple without children,West,No,0.88086,2141,2465,0.86807,0.89365
2010,Couple without children,East,No,0.97211,874,874,0.96118,0.98303
2010,Single parent,West,"Yes, Regularly",0.03877,45,1421,0.02873,0.04881
2010,Single parent,West,No,0.95153,1376,1421,0.94036,0.96270
2010,Single parent,East,No,0.98728,403,403,0.97632,0.99823
2010,Couple with children,West,"Yes, Regularly",0.04144,239,4565,0.03566,0.04723
2010,Couple with children,West,"Yes, Occasionally",0.01860,76,4565,0.01468,0.02252
2010,Couple with children,West,No,0.93484,4250,4565,0.92768,0.94200
2010,Couple with children,East,No,0.97454,1092,1092,0.96519,0.98388
2010,Multi-generational household,West,No,0.97315,76,76,0.93657,1.00973
2010,Other Combinations,West,No,0.92287,48,48,0.84659,0.99914
2011,Single-person household,West,"Yes, Regularly",0.08594,230,2638,0.07524,0.09664
2011,Single-person household,West,"Yes, Occasionally",0.03809,95,2638,0.03078,0.04539
2011,Single-person household,West,No,0.87416,2313,2638,0.86150,0.88682
2011,Single-person household,East,"Yes, Regularly",0.03404,34,880,0.02205,0.04603
2011,Single-person household,East,No,0.95421,846,880,0.94040,0.96803
2011,Couple without children,West,"Yes, Regularly",0.07631,283,3274,0.06721,0.08540
2011,Couple without children,West,"Yes, Occasionally",0.03246,119,3274,0.02639,0.03853
2011,Couple without children,West,No,0.88533,2872,3274,0.87442,0.89625
2011,Couple without children,East,No,0.97223,1060,1060,0.96234,0.98213
2011,Single parent,West,"Yes, Regularly",0.04341,66,1755,0.03387,0.05295
2011,Single parent,West,No,0.93973,1689,1755,0.92859,0.95087
2011,Single parent,East,No,0.97332,514,514,0.95938,0.98727
2011,Couple with children,West,"Yes, Regularly",0.05858,337,4973,0.05205,0.06510
2011,Couple with children,West,"Yes, Occasionally",0.02013,87,4973,0.01622,0.02403
2011,Couple with children,West,No,0.91887,4549,4973,0.91128,0.92646
2011,Couple with children,East,"Yes, Regularly",0.03071,44,1174,0.02083,0.04058
2011,Couple with children,East,No,0.95712,1130,1174,0.94553,0.96871
2011,Multi-generational household,West,No,0.98461,89,89,0.95889,1.01033
2011,Other Combinations,West,No,0.91533,72,72,0.85057,0.98008
2012,Single-person household,West,"Yes, Regularly",0.08092,222,2740,0.07070,0.09113
2012,Single-person household,West,"Yes, Occasionally",0.03787,99,2740,0.03072,0.04502
2012,Single-person household,West,No,0.87810,2419,2740,0.86585,0.89035
2012,Single-person household,East,No,0.95296,891,891,0.93905,0.96687
2012,Couple without children,West,"Yes, Regularly",0.07080,285,3321,0.06207,0.07952
2012,Couple without children,West,"Yes, Occasionally",0.02858,109,3321,0.02291,0.03425
2012,Couple without children,West,No,0.89656,2927,3321,0.88620,0.90691
2012,Couple without children,East,No,0.97634,1090,1090,0.96731,0.98536
2012,Single parent,West,"Yes, Regularly",0.04175,52,1654,0.03211,0.05139
2012,Single parent,West,No,0.94326,1602,1654,0.93211,0.95441
2012,Single parent,East,No,0.98012,495,495,0.96780,0.99243
2012,Couple with children,West,"Yes, Regularly",0.05741,294,4662,0.05073,0.06409
2012,Couple with children,West,"Yes, Occasionally",0.01542,75,4662,0.01188,0.01896
2012,Couple with children,West,No,0.92578,4293,4662,0.91825,0.93330
2012,Couple with children,East,"Yes, Regularly",0.03447,42,1090,0.02363,0.04530
2012,Couple with children,East,No,0.95622,1048,1090,0.94406,0.96837
2012,Multi-generational household,West,No,0.95216,85,85,0.90652,0.99780
2012,Other Combinations,West,No,0.93764,69,69,0.88017,0.99512
2013,Single-person household,West,"Yes, Regularly",0.09546,247,2930,0.08482,0.10610
2013,Single-person household,West,"Yes, Occasionally",0.04112,102,2930,0.03393,0.04831
2013,Single-person household,West,No,0.85822,2581,2930,0.84558,0.87085
2013,Single-person household,East,"Yes, Regularly",0.04289,37,888,0.02956,0.05623
2013,Single-person household,East,No,0.94367,851,888,0.92850,0.95885
2013,Couple without children,West,"Yes, Regularly",0.07755,293,3517,0.06871,0.08639
2013,Couple without children,West,"Yes, Occasionally",0.02216,96,3517,0.01729,0.02702
2013,Couple without children,West,No,0.89592,3128,3517,0.88582,0.90601
2013,Couple without children,East,No,0.97039,1081,1081,0.96028,0.98050
2013,Single parent,West,"Yes, Regularly",0.04023,54,1739,0.03099,0.04947
2013,Single parent,West,No,0.93218,1685,1739,0.92036,0.94400
2013,Single parent,East,No,0.97719,466,466,0.96362,0.99076
2013,Couple with children,West,"Yes, Regularly",0.06262,341,5526,0.05623,0.06900
2013,Couple with children,West,"Yes, Occasionally",0.01680,83,5526,0.01341,0.02019
2013,Couple with children,West,No,0.91653,5102,5526,0.90923,0.92382
2013,Couple with children,East,"Yes, Regularly",0.03670,47,1083,0.02549,0.04790
2013,Couple with children,East,No,0.94698,1036,1083,0.93363,0.96033
2013,Multi-generational household,West,No,0.99183,109,109,0.97486,1.00881
2013,Other Combinations,West,No,0.94628,310,310,0.92113,0.97142
2013,Other Combinations,East,No,0.91415,32,32,0.81553,1.01277
2014,Single-person household,West,"Yes, Regularly",0.08914,220,2674,0.07834,0.09994
2014,Single-person household,West,"Yes, Occasionally",0.03856,86,2674,0.03126,0.04586
2014,Single-person household,West,No,0.86710,2368,2674,0.85423,0.87997
2014,Single-person household,East,"Yes, Regularly",0.04147,38,869,0.02821,0.05474
2014,Single-person household,East,No,0.94649,831,869,0.93152,0.96146
2014,Couple without children,West,"Yes, Regularly",0.07504,263,3277,0.06601,0.08406
2014,Couple without children,West,"Yes, Occasionally",0.02560,100,3277,0.02019,0.03100
2014,Couple without children,West,No,0.89805,2914,3277,0.88769,0.90841
2014,Couple without children,East,No,0.96575,1054,1054,0.95476,0.97673
2014,Single parent,West,"Yes, Regularly",0.04069,56,1407,0.03036,0.05101
2014,Single parent,West,No,0.94743,1351,1407,0.93577,0.95910
2014,Single parent,East,No,0.98029,381,381,0.96631,0.99427
2014,Couple with children,West,"Yes, Regularly",0.06915,336,4719,0.06191,0.07639
2014,Couple with children,West,"Yes, Occasionally",0.01696,70,4719,0.01327,0.02064
2014,Couple with children,West,No,0.91174,4313,4719,0.90364,0.91983
2014,Couple with children,East,"Yes, Regularly",0.03904,41,956,0.02676,0.05133
2014,Couple with children,East,No,0.95127,915,956,0.93762,0.96493
2014,Multi-generational household,West,No,0.97596,95,95,0.94500,1.00693
2014,Other Combinations,West,No,0.95141,219,219,0.92286,0.97995
2015,Single-person household,West,"Yes, Regularly",0.10173,240,2750,0.09043,0.11303
2015,Single-person household,West,"Yes, Occasionally",0.03225,73,2750,0.02565,0.03886
2015,Single-person household,West,No,0.86406,2437,2750,0.85124,0.87687
2015,Single-person household,East,No,0.94038,826,826,0.92422,0.95654
2015,Couple without children,West,"Yes, Regularly",0.07330,261,3305,0.06441,0.08218
2015,Couple without children,West,"Yes, Occasionally",0.03041,88,3305,0.02455,0.03626
2015,Couple without children,West,No,0.89399,2956,3305,0.88349,0.90449
2015,Couple without children,East,No,0.96803,1038,1038,0.95732,0.97874
2015,Single parent,West,"Yes, Regularly",0.04312,60,1336,0.03222,0.05402
2015,Single parent,West,No,0.94621,1276,1336,0.93411,0.95831
2015,Single parent,East,No,0.97664,353,353,0.96086,0.99242
2015,Couple with children,West,"Yes, Regularly",0.06682,305,4732,0.05970,0.07393
2015,Couple with children,West,"Yes, Occasionally",0.01471,62,4732,0.01128,0.01814
2015,Couple with children,West,No,0.91707,4365,4732,0.90921,0.92493
2015,Couple with children,East,"Yes, Regularly",0.03877,34,910,0.02622,0.05132
2015,Couple with children,East,No,0.95487,876,910,0.94137,0.96836
2015,Multi-generational household,West,No,0.99445,112,112,0.98062,1.00827
2015,Other Combinations,West,No,0.95455,207,207,0.92610,0.98299
2016,Single-person household,West,"Yes, Regularly",0.09579,221,2534,0.08433,0.10725
2016,Single-person household,West,"Yes, Occasionally",0.02607,59,2534,0.01986,0.03228
2016,Single-person household,West,No,0.87136,2254,2534,0.85832,0.88440
2016,Single-person household,East,"Yes, Regularly",0.03595,34,836,0.02332,0.04858
2016,Single-person household,East,No,0.93568,802,836,0.91904,0.95232
2016,Couple without children,West,"Yes, Regularly",0.06470,234,3076,0.05600,0.07339
2016,Couple without children,West,"Yes, Occasionally",0.02055,71,3076,0.01553,0.02556
2016,Couple without children,West,No,0.90996,2771,3076,0.89984,0.92007
2016,Couple without children,East,No,0.97574,985,985,0.96612,0.98535
2016,Single parent,West,"Yes, Regularly",0.04917,55,1179,0.03682,0.06152
2016,Single parent,West,No,0.93622,1124,1179,0.92226,0.95017
2016,Single parent,East,No,0.95713,327,327,0.93514,0.97912
2016,Couple with children,West,"Yes, Regularly",0.05792,260,4164,0.05082,0.06502
2016,Couple with children,West,"Yes, Occasionally",0.01819,62,4164,0.01413,0.02225
2016,Couple with children,West,No,0.91446,3842,4164,0.90596,0.92296
2016,Couple with children,East,"Yes, Regularly",0.05051,35,811,0.03543,0.06559
2016,Couple with children,East,No,0.92974,776,811,0.91214,0.94734
2016,Multi-generational household,West,No,0.98019,81,81,0.94965,1.01073
2016,Other Combinations,West,No,0.91383,162,162,0.87048,0.95717
2017,Single-person household,West,"Yes, Regularly",0.09162,219,2855,0.08104,0.10221
2017,Single-person household,West,"Yes, Occasionally",0.03065,75,2855,0.02432,0.03697
2017,Single-person household,West,No,0.86876,2561,2855,0.85637,0.88115
2017,Single-person household,East,"Yes, Regularly",0.02949,32,955,0.01875,0.04023
2017,Single-person household,East,No,0.94756,923,955,0.93341,0.96170
2017,Couple without children,West,"Yes, Regularly",0.06422,248,3476,0.05607,0.07237
2017,Couple without children,West,"Yes, Occasionally",0.02549,83,3476,0.02025,0.03073
2017,Couple without children,West,No,0.90866,3145,3476,0.89908,0.91824
2017,Couple without children,East,No,0.96773,1097,1097,0.95727,0.97819
2017,Single parent,West,"Yes, Regularly",0.04016,53,1182,0.02896,0.05136
2017,Single parent,West,No,0.94451,1129,1182,0.93145,0.95757
2017,Single parent,East,No,0.95711,333,333,0.93532,0.97890
2017,Couple with children,West,"Yes, Regularly",0.06172,287,4401,0.05461,0.06883
2017,Couple with children,West,"Yes, Occasionally",0.01529,51,4401,0.01167,0.01892
2017,Couple with children,West,No,0.90866,4063,4401,0.90014,0.91717
2017,Couple with children,East,"Yes, Regularly",0.05483,41,906,0.03999,0.06966
2017,Couple with children,East,No,0.92779,865,906,0.91093,0.94466
2017,Multi-generational household,West,No,0.96078,84,84,0.91901,1.00254
2017,Other Combinations,West,No,0.93405,218,218,0.90103,0.96707
2017,Other Combinations,East,No,0.88977,33,33,0.78126,0.99828
2018,Single-person household,West,"Yes, Regularly",0.09908,249,2997,0.08838,0.10978
2018,Single-person household,West,"Yes, Occasionally",0.02891,75,2997,0.02291,0.03491
2018,Single-person household,West,No,0.86252,2673,2997,0.85018,0.87485
2018,Single-person household,East,"Yes, Regularly",0.04261,34,1003,0.03011,0.05512
2018,Single-person household,East,No,0.93252,969,1003,0.91699,0.94805
2018,Couple without children,West,"Yes, Regularly",0.07744,260,3412,0.06847,0.08641
2018,Couple without children,West,"Yes, Occasionally",0.02030,72,3412,0.01557,0.02503
2018,Couple without children,West,No,0.89962,3080,3412,0.88953,0.90970
2018,Couple without children,East,No,0.96621,1093,1093,0.95549,0.97693
2018,Single parent,West,"Yes, Regularly",0.04748,49,1159,0.03523,0.05972
2018,Single parent,West,No,0.92457,1110,1159,0.90936,0.93978
2018,Single parent,East,No,0.95188,330,330,0.92876,0.97501
2018,Couple with children,West,"Yes, Regularly",0.06996,288,4132,0.06218,0.07774
2018,Couple with children,West,"Yes, Occasionally",0.01318,58,4132,0.00970,0.01666
2018,Couple with children,West,No,0.90358,3786,4132,0.89458,0.91258
2018,Couple with children,East,"Yes, Regularly",0.06434,38,870,0.04803,0.08066
2018,Couple with children,East,No,0.90661,832,870,0.88726,0.92596
2018,Multi-generational household,West,No,0.96550,87,87,0.92692,1.00407
2018,Other Combinations,West,No,0.92376,191,191,0.88603,0.96150
2019,Single-person household,West,"Yes, Regularly",0.10485,290,3087,0.09404,0.11566
2019,Single-person household,West,"Yes, Occasionally",0.02944,92,3087,0.02347,0.03540
2019,Single-person household,West,No,0.85356,2705,3087,0.84109,0.86604
2019,Single-person household,East,"Yes, Regularly",0.03745,38,987,0.02560,0.04930
2019,Single-person household,East,No,0.93341,949,987,0.91785,0.94898
