year,hhtyp,regtyp,hlf0261,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,Urban regions,No,0.84124,1770,11508,0.84101,0.84146
2001,Single-person household,Rural regions,"Yes, Regularly",0.07659,54,11508,0.07632,0.07686
2001,Single-person household,Rural regions,No,0.92341,782,11508,0.92314,0.92368
2001,Couple without children,Urban regions,"Yes, Regularly",0.07609,151,11508,0.07590,0.07627
2001,Couple without children,Urban regions,"Yes, Occasionally",0.04621,97,11508,0.04606,0.04636
2001,Couple without children,Urban regions,No,0.87771,2114,11508,0.87747,0.87794
2001,Couple without children,Rural regions,"Yes, Regularly",0.03819,34,11508,0.03798,0.03839
2001,Couple without children,Rural regions,No,0.96181,1156,11508,0.96161,0.96202
2001,Single parent,Urban regions,No,1.00000,436,11508,1.00000,1.00000
2001,Single parent,Rural regions,No,1.00000,233,11508,1.00000,1.00000
2001,Couple with children,Urban regions,"Yes, Regularly",0.06066,136,11508,0.06048,0.06084
2001,Couple with children,Urban regions,"Yes, Occasionally",0.02136,58,11508,0.02125,0.02147
2001,Couple with children,Urban regions,No,0.91798,2473,11508,0.91778,0.91819
2001,Couple with children,Rural regions,"Yes, Regularly",0.02918,35,11508,0.02900,0.02936
2001,Couple with children,Rural regions,No,0.97082,1436,11508,0.97064,0.97100
2001,Multi-generational household,Urban regions,No,1.00000,96,11508,1.00000,1.00000
2001,Multi-generational household,Rural regions,No,1.00000,51,11508,1.00000,1.00000
2001,Other Combinations,Urban regions,No,1.00000,70,11508,1.00000,1.00000
2001,Other Combinations,Rural regions,No,1.00000,40,11508,1.00000,1.00000
2002,Single-person household,Urban regions,"Yes, Regularly",0.08920,182,12015,0.08903,0.08937
2002,Single-person household,Urban regions,"Yes, Occasionally",0.05674,100,12015,0.05660,0.05688
2002,Single-person household,Urban regions,No,0.85406,1778,12015,0.85385,0.85428
2002,Single-person household,Rural regions,"Yes, Regularly",0.07068,49,12015,0.07042,0.07094
2002,Single-person household,Rural regions,No,0.92932,781,12015,0.92906,0.92958
2002,Couple without children,Urban regions,"Yes, Regularly",0.06764,223,12015,0.06746,0.06782
2002,Couple without children,Urban regions,"Yes, Occasionally",0.03603,112,12015,0.03590,0.03617
2002,Couple without children,Urban regions,No,0.89633,2298,12015,0.89611,0.89654
2002,Couple without children,Rural regions,"Yes, Regularly",0.02654,46,12015,0.02637,0.02670
2002,Couple without children,Rural regions,No,0.97346,1185,12015,0.97330,0.97363
2002,Single parent,Urban regions,No,1.00000,423,12015,1.00000,1.00000
2002,Single parent,Rural regions,No,1.00000,246,12015,1.00000,1.00000
2002,Couple with children,Urban regions,"Yes, Regularly",0.04517,209,12015,0.04502,0.04533
2002,Couple with children,Urban regions,"Yes, Occasionally",0.02028,75,12015,0.02017,0.02038
2002,Couple with children,Urban regions,No,0.93455,2587,12015,0.93436,0.93474
2002,Couple with children,Rural regions,"Yes, Regularly",0.01936,56,12015,0.01921,0.01951
2002,Couple with children,Rural regions,No,0.98064,1414,12015,0.98049,0.98079
2002,Multi-generational household,Urban regions,No,1.00000,82,12015,1.00000,1.00000
2002,Multi-generational household,Rural regions,No,1.00000,54,12015,1.00000,1.00000
2002,Other Combinations,Urban regions,No,1.00000,81,12015,1.00000,1.00000
2002,Other Combinations,Rural regions,No,1.00000,34,12015,1.00000,1.00000
2003,Single-person household,Urban regions,"Yes, Regularly",0.09460,182,11666,0.09442,0.09478
2003,Single-person household,Urban regions,"Yes, Occasionally",0.05677,101,11666,0.05663,0.05691
2003,Single-person household,Urban regions,No,0.84863,1766,11666,0.84841,0.84885
2003,Single-person household,Rural regions,"Yes, Regularly",0.06586,47,11666,0.06562,0.06611
2003,Single-person household,Rural regions,"Yes, Occasionally",0.03808,34,11666,0.03789,0.03827
2003,Single-person household,Rural regions,No,0.89606,770,11666,0.89575,0.89636
2003,Couple without children,Urban regions,"Yes, Regularly",0.07562,226,11666,0.07543,0.07581
2003,Couple without children,Urban regions,"Yes, Occasionally",0.03670,107,11666,0.03657,0.03684
2003,Couple without children,Urban regions,No,0.88768,2209,11666,0.88745,0.88790
2003,Couple without children,Rural regions,"Yes, Regularly",0.03884,55,11666,0.03864,0.03904
2003,Couple without children,Rural regions,No,0.96116,1184,11666,0.96096,0.96136
2003,Single parent,Urban regions,No,1.00000,428,11666,1.00000,1.00000
2003,Single parent,Rural regions,No,1.00000,229,11666,1.00000,1.00000
2003,Couple with children,Urban regions,"Yes, Regularly",0.05104,213,11666,0.05087,0.05121
2003,Couple with children,Urban regions,"Yes, Occasionally",0.02514,77,11666,0.02502,0.02526
2003,Couple with children,Urban regions,No,0.92382,2428,11666,0.92362,0.92402
2003,Couple with children,Rural regions,"Yes, Regularly",0.02283,55,11666,0.02267,0.02299
2003,Couple with children,Rural regions,"Yes, Occasionally",0.02227,34,11666,0.02211,0.02243
2003,Couple with children,Rural regions,No,0.95490,1311,11666,0.95467,0.95512
2003,Multi-generational household,Urban regions,No,1.00000,69,11666,1.00000,1.00000
2003,Multi-generational household,Rural regions,No,1.00000,43,11666,1.00000,1.00000
2003,Other Combinations,Urban regions,No,1.00000,65,11666,1.00000,1.00000
2003,Other Combinations,Rural regions,No,1.00000,33,11666,1.00000,1.00000
2004,Single-person household,Urban regions,"Yes, Regularly",0.07406,140,11381,0.07390,0.07421
2004,Single-person household,Urban regions,"Yes, Occasionally",0.06074,108,11381,0.06060,0.06088
2004,Single-person household,Urban regions,No,0.86520,1746,11381,0.86500,0.86541
2004,Single-person household,Rural regions,"Yes, Regularly",0.06550,43,11381,0.06525,0.06575
2004,Single-person household,Rural regions,No,0.93450,782,11381,0.93425,0.93475
2004,Couple without children,Urban regions,"Yes, Regularly",0.05638,180,11381,0.05621,0.05654
2004,Couple without children,Urban regions,"Yes, Occasionally",0.04170,112,11381,0.04156,0.04184
2004,Couple without children,Urban regions,No,0.90192,2275,11381,0.90171,0.90213
2004,Couple without children,Rural regions,"Yes, Regularly",0.02920,44,11381,0.02902,0.02937
2004,Couple without children,Rural regions,No,0.97080,1174,11381,0.97063,0.97098
2004,Single parent,Urban regions,No,1.00000,428,11381,1.00000,1.00000
2004,Single parent,Rural regions,No,1.00000,223,11381,1.00000,1.00000
2004,Couple with children,Urban regions,"Yes, Regularly",0.04093,156,11381,0.04077,0.04108
2004,Couple with children,Urban regions,"Yes, Occasionally",0.02160,65,11381,0.02149,0.02172
2004,Couple with children,Urban regions,No,0.93747,2377,11381,0.93729,0.93765
2004,Couple with children,Rural regions,"Yes, Regularly",0.01946,42,11381,0.01931,0.01961
2004,Couple with children,Rural regions,No,0.98054,1283,11381,0.98039,0.98069
2004,Multi-generational household,Urban regions,No,1.00000,58,11381,1.00000,1.00000
2004,Multi-generational household,Rural regions,No,1.00000,43,11381,1.00000,1.00000
2004,Other Combinations,Urban regions,No,1.00000,68,11381,1.00000,1.00000
2004,Other Combinations,Rural regions,No,1.00000,34,11381,1.00000,1.00000
2005,Single-person household,Urban regions,"Yes, Regularly",0.10035,187,11029,0.10017,0.10053
2005,Single-person household,Urban regions,"Yes, Occasionally",0.06003,109,11029,0.05989,0.06018
2005,Single-person household,Urban regions,No,0.83962,1739,11029,0.83940,0.83984
2005,Single-person household,Rural regions,"Yes, Regularly",0.05481,43,11029,0.05459,0.05504
2005,Single-person household,Rural regions,"Yes, Occasionally",0.04437,35,11029,0.04416,0.04457
2005,Single-person household,Rural regions,No,0.90082,785,11029,0.90053,0.90111
2005,Couple without children,Urban regions,"Yes, Regularly",0.07502,232,11029,0.07484,0.07521
2005,Couple without children,Urban regions,"Yes, Occasionally",0.04394,115,11029,0.04379,0.04408
2005,Couple without children,Urban regions,No,0.88104,2131,11029,0.88081,0.88127
2005,Couple without children,Rural regions,"Yes, Regularly",0.03129,50,11029,0.03111,0.03147
2005,Couple without children,Rural regions,No,0.96871,1123,11029,0.96853,0.96889
2005,Single parent,Urban regions,No,1.00000,418,11029,1.00000,1.00000
2005,Single parent,Rural regions,No,1.00000,238,11029,1.00000,1.00000
2005,Couple with children,Urban regions,"Yes, Regularly",0.05191,171,11029,0.05174,0.05208
2005,Couple with children,Urban regions,"Yes, Occasionally",0.01957,63,11029,0.01947,0.01968
2005,Couple with children,Urban regions,No,0.92852,2193,11029,0.92832,0.92872
2005,Couple with children,Rural regions,"Yes, Regularly",0.01711,42,11029,0.01696,0.01725
2005,Couple with children,Rural regions,No,0.98289,1195,11029,0.98275,0.98304
2005,Multi-generational household,Urban regions,No,1.00000,55,11029,1.00000,1.00000
2005,Multi-generational household,Rural regions,No,1.00000,43,11029,1.00000,1.00000
2005,Other Combinations,Urban regions,No,1.00000,62,11029,1.00000,1.00000
2006,Single-person household,Urban regions,"Yes, Regularly",0.09657,199,12147,0.09639,0.09674
2006,Single-person household,Urban regions,"Yes, Occasionally",0.06076,120,12147,0.06062,0.06090
2006,Single-person household,Urban regions,No,0.84268,1934,12147,0.84246,0.84289
2006,Single-person household,Rural regions,"Yes, Regularly",0.05906,57,12147,0.05884,0.05928
2006,Single-person household,Rural regions,"Yes, Occasionally",0.03853,40,12147,0.03835,0.03871
2006,Single-person household,Rural regions,No,0.90241,932,12147,0.90214,0.90269
2006,Couple without children,Urban regions,"Yes, Regularly",0.06656,243,12147,0.06639,0.06674
2006,Couple without children,Urban regions,"Yes, Occasionally",0.04341,132,12147,0.04327,0.04355
2006,Couple without children,Urban regions,No,0.89003,2395,12147,0.88981,0.89025
2006,Couple without children,Rural regions,"Yes, Regularly",0.02533,41,12147,0.02517,0.02549
2006,Couple without children,Rural regions,"Yes, Occasionally",0.02041,32,12147,0.02026,0.02055
2006,Couple without children,Rural regions,No,0.95427,1302,12147,0.95405,0.95448
2006,Single parent,Urban regions,No,1.00000,461,12147,1.00000,1.00000
2006,Single parent,Rural regions,No,1.00000,268,12147,1.00000,1.00000
2006,Couple with children,Urban regions,"Yes, Regularly",0.04674,162,12147,0.04658,0.04691
2006,Couple with children,Urban regions,"Yes, Occasionally",0.02424,78,12147,0.02412,0.02436
2006,Couple with children,Urban regions,No,0.92901,2245,12147,0.92881,0.92921
2006,Couple with children,Rural regions,"Yes, Regularly",0.02169,41,12147,0.02153,0.02185
2006,Couple with children,Rural regions,No,0.97831,1275,12147,0.97815,0.97847
2006,Multi-generational household,Urban regions,No,1.00000,55,12147,1.00000,1.00000
2006,Multi-generational household,Rural regions,No,1.00000,43,12147,1.00000,1.00000
2006,Other Combinations,Urban regions,No,1.00000,57,12147,1.00000,1.00000
2006,Other Combinations,Rural regions,No,1.00000,35,12147,1.00000,1.00000
2007,Single-person household,Urban regions,"Yes, Regularly",0.11066,203,11249,0.11047,0.11085
2007,Single-person household,Urban regions,"Yes, Occasionally",0.05741,108,11249,0.05727,0.05755
2007,Single-person household,Urban regions,No,0.83193,1803,11249,0.83171,0.83215
2007,Single-person household,Rural regions,"Yes, Regularly",0.06183,55,11249,0.06160,0.06206
2007,Single-person household,Rural regions,No,0.93817,900,11249,0.93794,0.93840
2007,Couple without children,Urban regions,"Yes, Regularly",0.07693,245,11249,0.07675,0.07712
2007,Couple without children,Urban regions,"Yes, Occasionally",0.04368,127,11249,0.04353,0.04382
2007,Couple without children,Urban regions,No,0.87939,2187,11249,0.87916,0.87962
2007,Couple without children,Rural regions,"Yes, Regularly",0.03276,53,11249,0.03258,0.03294
2007,Couple without children,Rural regions,No,0.96724,1233,11249,0.96706,0.96742
2007,Single parent,Urban regions,No,1.00000,425,11249,1.00000,1.00000
2007,Single parent,Rural regions,No,1.00000,240,11249,1.00000,1.00000
2007,Couple with children,Urban regions,"Yes, Regularly",0.05040,160,11249,0.05023,0.05057
2007,Couple with children,Urban regions,"Yes, Occasionally",0.03233,83,11249,0.03219,0.03246
2007,Couple with children,Urban regions,No,0.91727,2075,11249,0.91706,0.91749
2007,Couple with children,Rural regions,"Yes, Regularly",0.02349,42,11249,0.02332,0.02366
2007,Couple with children,Rural regions,No,0.97651,1174,11249,0.97634,0.97668
2007,Multi-generational household,Urban regions,No,1.00000,51,11249,1.00000,1.00000
2007,Multi-generational household,Rural regions,No,1.00000,35,11249,1.00000,1.00000
2007,Other Combinations,Urban regions,No,1.00000,50,11249,1.00000,1.00000
2008,Single-person household,Urban regions,"Yes, Regularly",0.09577,177,10635,0.09559,0.09594
2008,Single-person household,Urban regions,"Yes, Occasionally",0.05259,95,10635,0.05246,0.05272
2008,Single-person household,Urban regions,No,0.85165,1771,10635,0.85144,0.85185
2008,Single-person household,Rural regions,"Yes, Regularly",0.05638,48,10635,0.05616,0.05659
2008,Single-person household,Rural regions,"Yes, Occasionally",0.04170,33,10635,0.04152,0.04189
2008,Single-person household,Rural regions,No,0.90192,849,10635,0.90165,0.90220
2008,Couple without children,Urban regions,"Yes, Regularly",0.06375,210,10635,0.06358,0.06392
2008,Couple without children,Urban regions,"Yes, Occasionally",0.04969,133,10635,0.04954,0.04984
2008,Couple without children,Urban regions,No,0.88656,2104,10635,0.88634,0.88678
2008,Couple without children,Rural regions,"Yes, Regularly",0.03958,48,10635,0.03938,0.03977
2008,Couple without children,Rural regions,No,0.96042,1187,10635,0.96023,0.96062
2008,Single parent,Urban regions,No,1.00000,399,10635,1.00000,1.00000
2008,Single parent,Rural regions,No,1.00000,237,10635,1.00000,1.00000
2008,Couple with children,Urban regions,"Yes, Regularly",0.04915,143,10635,0.04898,0.04931
2008,Couple with children,Urban regions,"Yes, Occasionally",0.03376,57,10635,0.03362,0.03390
2008,Couple with children,Urban regions,No,0.91710,1922,10635,0.91688,0.91731
2008,Couple with children,Rural regions,"Yes, Regularly",0.02198,32,10635,0.02181,0.02214
2008,Couple with children,Rural regions,No,0.97802,1076,10635,0.97786,0.97819
2008,Multi-generational household,Urban regions,No,1.00000,40,10635,1.00000,1.00000
2008,Multi-generational household,Rural regions,No,1.00000,35,10635,1.00000,1.00000
2008,Other Combinations,Urban regions,No,1.00000,39,10635,1.00000,1.00000
2009,Single-person household,Urban regions,"Yes, Regularly",0.10712,184,9867,0.10694,0.10730
2009,Single-person household,Urban regions,"Yes, Occasionally",0.04328,82,9867,0.04316,0.04340
2009,Single-person household,Urban regions,No,0.84960,1667,9867,0.84939,0.84980
2009,Single-person household,Rural regions,"Yes, Regularly",0.04676,39,9867,0.04656,0.04696
2009,Single-person household,Rural regions,No,0.95324,806,9867,0.95304,0.95344
2009,Couple without children,Urban regions,"Yes, Regularly",0.09387,233,9867,0.09367,0.09408
2009,Couple without children,Urban regions,"Yes, Occasionally",0.03563,96,9867,0.03551,0.03576
2009,Couple without children,Urban regions,No,0.87049,1961,9867,0.87026,0.87073
2009,Couple without children,Rural regions,"Yes, Regularly",0.03623,58,9867,0.03605,0.03642
2009,Couple without children,Rural regions,No,0.96377,1147,9867,0.96358,0.96395
2009,Single parent,Urban regions,No,1.00000,352,9867,1.00000,1.00000
2009,Single parent,Rural regions,No,1.00000,231,9867,1.00000,1.00000
2009,Couple with children,Urban regions,"Yes, Regularly",0.05421,128,9867,0.05403,0.05439
2009,Couple with children,Urban regions,"Yes, Occasionally",0.03468,65,9867,0.03454,0.03483
2009,Couple with children,Urban regions,No,0.91110,1702,9867,0.91088,0.91133
2009,Couple with children,Rural regions,"Yes, Regularly",0.02097,36,9867,0.02081,0.02113
2009,Couple with children,Rural regions,No,0.97903,1009,9867,0.97887,0.97919
2009,Multi-generational household,Rural regions,No,1.00000,31,9867,1.00000,1.00000
2009,Other Combinations,Urban regions,No,1.00000,40,9867,1.00000,1.00000
2010,Single-person household,Urban regions,"Yes, Regularly",0.08619,154,13647,0.08602,0.08635
2010,Single-person household,Urban regions,"Yes, Occasionally",0.04364,69,13647,0.04352,0.04375
2010,Single-person household,Urban regions,No,0.87018,1623,13647,0.86998,0.87037
2010,Single-person household,Rural regions,"Yes, Regularly",0.05101,43,13647,0.05081,0.05122
2010,Single-person household,Rural regions,No,0.94899,775,13647,0.94878,0.94919
2010,Couple without children,Urban regions,"Yes, Regularly",0.07622,195,13647,0.07604,0.07641
2010,Couple without children,Urban regions,"Yes, Occasionally",0.03859,90,13647,0.03845,0.03872
2010,Couple without children,Urban regions,No,0.88519,1921,13647,0.88497,0.88541
2010,Couple without children,Rural regions,"Yes, Regularly",0.04346,45,13647,0.04326,0.04366
2010,Couple without children,Rural regions,No,0.95654,1094,13647,0.95634,0.95674
2010,Single parent,Urban regions,"Yes, Regularly",0.04372,44,13647,0.04341,0.04403
2010,Single parent,Urban regions,No,0.95628,1144,13647,0.95597,0.95659
2010,Single parent,Rural regions,No,1.00000,635,13647,1.00000,1.00000
2010,Couple with children,Urban regions,"Yes, Regularly",0.04520,210,13647,0.04503,0.04536
2010,Couple with children,Urban regions,"Yes, Occasionally",0.01781,71,13647,0.01770,0.01791
2010,Couple with children,Urban regions,No,0.93700,3407,13647,0.93680,0.93719
2010,Couple with children,Rural regions,"Yes, Regularly",0.02274,57,13647,0.02257,0.02291
2010,Couple with children,Rural regions,No,0.97726,1935,13647,0.97709,0.97743
2010,Multi-generational household,Urban regions,No,1.00000,51,13647,1.00000,1.00000
2010,Multi-generational household,Rural regions,No,1.00000,47,13647,1.00000,1.00000
2010,Other Combinations,Urban regions,No,1.00000,37,13647,1.00000,1.00000
2011,Single-person household,Urban regions,"Yes, Regularly",0.08160,193,16447,0.08144,0.08176
2011,Single-person household,Urban regions,"Yes, Occasionally",0.03686,80,16447,0.03675,0.03697
2011,Single-person household,Urban regions,No,0.88154,2127,16447,0.88135,0.88172
2011,Single-person household,Rural regions,"Yes, Regularly",0.06376,71,16447,0.06354,0.06399
2011,Single-person household,Rural regions,No,0.93624,1032,16447,0.93601,0.93646
2011,Couple without children,Urban regions,"Yes, Regularly",0.08013,243,16447,0.07994,0.08033
2011,Couple without children,Urban regions,"Yes, Occasionally",0.03398,98,16447,0.03385,0.03410
2011,Couple without children,Urban regions,No,0.88589,2421,16447,0.88567,0.88611
2011,Couple without children,Rural regions,"Yes, Regularly",0.03659,60,16447,0.03640,0.03677
2011,Couple without children,Rural regions,No,0.96341,1511,16447,0.96323,0.96360
2011,Single parent,Urban regions,"Yes, Regularly",0.05052,62,16447,0.05018,0.05086
2011,Single parent,Urban regions,No,0.94948,1413,16447,0.94914,0.94982
2011,Single parent,Rural regions,No,1.00000,790,16447,1.00000,1.00000
2011,Couple with children,Urban regions,"Yes, Regularly",0.06510,302,16447,0.06490,0.06530
2011,Couple with children,Urban regions,"Yes, Occasionally",0.01904,77,16447,0.01894,0.01915
2011,Couple with children,Urban regions,No,0.91586,3551,16447,0.91563,0.91608
2011,Couple with children,Rural regions,"Yes, Regularly",0.03445,79,16447,0.03424,0.03465
2011,Couple with children,Rural regions,No,0.96555,2128,16447,0.96535,0.96576
2011,Multi-generational household,Urban regions,No,1.00000,62,16447,1.00000,1.00000
2011,Multi-generational household,Rural regions,No,1.00000,55,16447,1.00000,1.00000
2011,Other Combinations,Urban regions,No,1.00000,59,16447,1.00000,1.00000
2011,Other Combinations,Rural regions,No,1.00000,33,16447,1.00000,1.00000
2012,Single-person household,Urban regions,"Yes, Regularly",0.07478,179,16142,0.07463,0.07493
2012,Single-person household,Urban regions,"Yes, Occasionally",0.03705,90,16142,0.03694,0.03716
2012,Single-person household,Urban regions,No,0.88817,2193,16142,0.88799,0.88835
2012,Single-person household,Rural regions,"Yes, Regularly",0.06401,70,16142,0.06378,0.06423
2012,Single-person household,Rural regions,No,0.93599,1117,16142,0.93577,0.93622
2012,Couple without children,Urban regions,"Yes, Regularly",0.07098,235,16142,0.07080,0.07116
2012,Couple without children,Urban regions,"Yes, Occasionally",0.02947,89,16142,0.02936,0.02959
2012,Couple without children,Urban regions,No,0.89955,2441,16142,0.89934,0.89976
2012,Couple without children,Rural regions,"Yes, Regularly",0.03816,67,16142,0.03798,0.03835
2012,Couple without children,Rural regions,No,0.96184,1576,16142,0.96165,0.96202
2012,Single parent,Urban regions,"Yes, Regularly",0.04090,43,16142,0.04058,0.04122
2012,Single parent,Urban regions,No,0.95910,1340,16142,0.95878,0.95942
2012,Single parent,Rural regions,No,1.00000,757,16142,1.00000,1.00000
2012,Couple with children,Urban regions,"Yes, Regularly",0.06558,266,16142,0.06538,0.06577
2012,Couple with children,Urban regions,"Yes, Occasionally",0.01271,64,16142,0.01262,0.01280
2012,Couple with children,Urban regions,No,0.92171,3340,16142,0.92150,0.92193
2012,Couple with children,Rural regions,"Yes, Regularly",0.03066,70,16142,0.03046,0.03087
2012,Couple with children,Rural regions,No,0.96934,2001,16142,0.96913,0.96954
2012,Multi-generational household,Urban regions,No,1.00000,55,16142,1.00000,1.00000
2012,Multi-generational household,Rural regions,No,1.00000,59,16142,1.00000,1.00000
2012,Other Combinations,Urban regions,No,1.00000,53,16142,1.00000,1.00000
2012,Other Combinations,Rural regions,No,1.00000,37,16142,1.00000,1.00000
2013,Single-person household,Urban regions,"Yes, Regularly",0.09211,206,17710,0.09194,0.09228
2013,Single-person household,Urban regions,"Yes, Occasionally",0.03750,82,17710,0.03739,0.03761
2013,Single-person household,Urban regions,No,0.87039,2331,17710,0.87020,0.87059
2013,Single-person household,Rural regions,"Yes, Regularly",0.07068,78,17710,0.07045,0.07091
2013,Single-person household,Rural regions,"Yes, Occasionally",0.03059,33,17710,0.03044,0.03074
2013,Single-person household,Rural regions,No,0.89873,1101,17710,0.89846,0.89900
2013,Couple without children,Urban regions,"Yes, Regularly",0.08067,241,17710,0.08048,0.08086
2013,Couple without children,Urban regions,"Yes, Occasionally",0.02202,79,17710,0.02191,0.02212
2013,Couple without children,Urban regions,No,0.89731,2636,17710,0.89710,0.89752
