year,rentown,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Owner,"Yes, Occasionally",0.05551,269,5354,0.04938,0.06165
2008,Owner,No,0.86242,4595,5354,0.85319,0.87165
2008,Tenant,"Yes, Regularly",0.04738,215,5417,0.04172,0.05304
2008,Tenant,"Yes, Occasionally",0.02670,116,5417,0.02241,0.03099
2008,Tenant,No,0.92592,5086,5417,0.91895,0.93290
2009,Owner,"Yes, Regularly",0.09327,497,5010,0.08521,0.10132
2009,Owner,"Yes, Occasionally",0.04788,229,5010,0.04197,0.05380
2009,Owner,No,0.85885,4284,5010,0.84921,0.86849
2009,Tenant,"Yes, Regularly",0.05403,221,5027,0.04778,0.06028
2009,Tenant,"Yes, Occasionally",0.02156,94,5027,0.01754,0.02557
2009,Tenant,No,0.92442,4712,5027,0.91711,0.93173
2010,Owner,"Yes, Regularly",0.08351,524,6307,0.07669,0.09034
2010,Owner,"Yes, Occasionally",0.03851,206,6307,0.03376,0.04326
2010,Owner,No,0.87798,5577,6307,0.86990,0.88605
2010,Tenant,"Yes, Regularly",0.04210,236,7448,0.03754,0.04666
2010,Tenant,"Yes, Occasionally",0.02103,97,7448,0.01777,0.02428
2010,Tenant,No,0.93687,7115,7448,0.93135,0.94239
2011,Owner,"Yes, Regularly",0.08693,705,7707,0.08064,0.09322
2011,Owner,"Yes, Occasionally",0.03788,252,7707,0.03362,0.04215
2011,Owner,No,0.87519,6750,7707,0.86781,0.88257
2011,Tenant,"Yes, Regularly",0.04674,324,8868,0.04234,0.05113
2011,Tenant,"Yes, Occasionally",0.01769,112,8868,0.01495,0.02043
2011,Tenant,No,0.93557,8432,8868,0.93046,0.94068
2012,Owner,"Yes, Regularly",0.08280,651,7570,0.07659,0.08901
2012,Owner,"Yes, Occasionally",0.03543,243,7570,0.03127,0.03960
2012,Owner,No,0.88177,6676,7570,0.87449,0.88904
2012,Tenant,"Yes, Regularly",0.04367,304,8698,0.03938,0.04797
2012,Tenant,"Yes, Occasionally",0.01632,101,8698,0.01365,0.01898
2012,Tenant,No,0.94001,8293,8698,0.93502,0.94500
2013,Owner,"Yes, Regularly",0.09638,716,7686,0.08978,0.10298
2013,Owner,"Yes, Occasionally",0.03629,233,7686,0.03211,0.04047
2013,Owner,No,0.86733,6737,7686,0.85975,0.87491
2013,Tenant,"Yes, Regularly",0.04792,344,10139,0.04376,0.05208
2013,Tenant,"Yes, Occasionally",0.01655,118,10139,0.01407,0.01904
2013,Tenant,No,0.93552,9677,10139,0.93074,0.94030
2014,Owner,"Yes, Regularly",0.09711,675,7036,0.09019,0.10403
2014,Owner,"Yes, Occasionally",0.03437,205,7036,0.03011,0.03863
2014,Owner,No,0.86852,6156,7036,0.86062,0.87642
2014,Tenant,"Yes, Regularly",0.04416,318,8759,0.03986,0.04847
2014,Tenant,"Yes, Occasionally",0.01617,104,8759,0.01353,0.01882
2014,Tenant,No,0.93966,8337,8759,0.93468,0.94465
2015,Owner,"Yes, Regularly",0.10377,654,6726,0.09649,0.11106
2015,Owner,"Yes, Occasionally",0.03360,181,6726,0.02930,0.03791
2015,Owner,No,0.86262,5891,6726,0.85439,0.87085
2015,Tenant,"Yes, Regularly",0.04381,310,9012,0.03958,0.04803
2015,Tenant,"Yes, Occasionally",0.01547,86,9012,0.01292,0.01802
2015,Tenant,No,0.94072,8616,9012,0.93585,0.94560
2016,Owner,"Yes, Regularly",0.09636,599,6291,0.08907,0.10366
2016,Owner,"Yes, Occasionally",0.02668,152,6291,0.02269,0.03066
2016,Owner,No,0.87696,5540,6291,0.86884,0.88508
2016,Tenant,"Yes, Regularly",0.04210,273,7985,0.03769,0.04650
2016,Tenant,"Yes, Occasionally",0.01275,78,7985,0.01029,0.01521
2016,Tenant,No,0.94515,7634,7985,0.94015,0.95014
2017,Owner,"Yes, Regularly",0.09019,625,7056,0.08351,0.09688
2017,Owner,"Yes, Occasionally",0.03118,178,7056,0.02712,0.03523
2017,Owner,No,0.87863,6253,7056,0.87101,0.88625
2017,Tenant,"Yes, Regularly",0.04429,293,8598,0.03994,0.04864
2017,Tenant,"Yes, Occasionally",0.01422,82,8598,0.01172,0.01672
2017,Tenant,No,0.94149,8223,8598,0.93653,0.94645
2018,Owner,"Yes, Regularly",0.10038,620,6748,0.09321,0.10755
2018,Owner,"Yes, Occasionally",0.02806,160,6748,0.02412,0.03200
2018,Owner,No,0.87156,5968,6748,0.86358,0.87955
2018,Tenant,"Yes, Regularly",0.05330,345,8677,0.04858,0.05803
2018,Tenant,"Yes, Occasionally",0.01309,95,8677,0.01069,0.01548
2018,Tenant,No,0.93361,8237,8677,0.92837,0.93885
2019,Owner,"Yes, Regularly",0.10204,980,7857,0.09534,0.10873
2019,Owner,"Yes, Occasionally",0.03011,248,7857,0.02634,0.03389
2019,Owner,No,0.86785,6629,7857,0.86036,0.87534
2019,Tenant,"Yes, Regularly",0.05640,397,8237,0.05142,0.06138
2019,Tenant,"Yes, Occasionally",0.01506,120,8237,0.01243,0.01769
2019,Tenant,No,0.92854,7720,8237,0.92297,0.93410
2020,Owner,"Yes, Regularly",0.10008,783,6918,0.09301,0.10715
2020,Owner,"Yes, Occasionally",0.02632,199,6918,0.02254,0.03009
2020,Owner,No,0.87360,5936,6918,0.86577,0.88143
2020,Tenant,"Yes, Regularly",0.05063,354,9313,0.04618,0.05509
2020,Tenant,"Yes, Occasionally",0.01580,115,9313,0.01327,0.01834
2020,Tenant,No,0.93356,8844,9313,0.92850,0.93862
2021,Owner,"Yes, Regularly",0.10438,580,5077,0.09597,0.11279
2021,Owner,"Yes, Occasionally",0.02878,152,5077,0.02418,0.03338
2021,Owner,No,0.86684,4345,5077,0.85749,0.87618
2021,Tenant,"Yes, Regularly",0.05974,271,5994,0.05374,0.06574
2021,Tenant,"Yes, Occasionally",0.02156,103,5994,0.01788,0.02524
2021,Tenant,No,0.91870,5620,5994,0.91178,0.92561
2022,Owner,"Yes, Regularly",0.08983,698,7831,0.08350,0.09616
2022,Owner,"Yes, Occasionally",0.03251,222,7831,0.02858,0.03644
2022,Owner,No,0.87766,6911,7831,0.87040,0.88492
2022,Tenant,"Yes, Regularly",0.04974,440,11386,0.04575,0.05373
2022,Tenant,"Yes, Occasionally",0.02238,227,11386,0.01966,0.02510
2022,Tenant,No,0.92788,10719,11386,0.92313,0.93263
