year,hhtyp,rentown,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Single-person household,Owner,"Yes, Occasionally",0.09957,32,368,0.06893,0.13020
1999,Single-person household,Owner,No,0.76218,294,368,0.71862,0.80574
1999,Single-person household,Tenant,"Yes, Regularly",0.06903,63,1259,0.05502,0.08303
1999,Single-person household,Tenant,"Yes, Occasionally",0.04443,42,1259,0.03305,0.05582
1999,Single-person household,Tenant,No,0.88654,1154,1259,0.86902,0.90407
1999,Couple without children,Owner,"Yes, Regularly",0.10284,69,897,0.08295,0.12273
1999,Couple without children,Owner,"Yes, Occasionally",0.04564,31,897,0.03197,0.05930
1999,Couple without children,Owner,No,0.85152,797,897,0.82824,0.87480
1999,Couple without children,Tenant,"Yes, Regularly",0.03860,34,1224,0.02780,0.04940
1999,Couple without children,Tenant,No,0.93956,1190,1224,0.92621,0.95292
1999,Single parent,Owner,No,0.81881,99,99,0.74255,0.89507
1999,Single parent,Tenant,No,0.97375,328,328,0.95642,0.99108
1999,Couple with children,Owner,"Yes, Regularly",0.07295,65,1382,0.05923,0.08666
1999,Couple with children,Owner,"Yes, Occasionally",0.02702,36,1382,0.01847,0.03558
1999,Couple with children,Owner,No,0.90003,1281,1382,0.88421,0.91585
1999,Couple with children,Tenant,No,0.97321,1306,1306,0.96445,0.98197
1999,Multi-generational household,Owner,No,0.86348,48,48,0.76532,0.96164
1999,Other Combinations,Tenant,No,0.86590,34,34,0.74963,0.98216
2000,Single-person household,Owner,"Yes, Regularly",0.15377,116,864,0.12970,0.17784
2000,Single-person household,Owner,"Yes, Occasionally",0.07743,57,864,0.05960,0.09526
2000,Single-person household,Owner,No,0.76880,691,864,0.74067,0.79693
2000,Single-person household,Tenant,"Yes, Regularly",0.05937,118,2365,0.04985,0.06890
2000,Single-person household,Tenant,"Yes, Occasionally",0.03411,70,2365,0.02679,0.04142
2000,Single-person household,Tenant,No,0.90652,2177,2365,0.89478,0.91825
2000,Couple without children,Owner,"Yes, Regularly",0.08338,140,1972,0.07117,0.09558
2000,Couple without children,Owner,"Yes, Occasionally",0.03859,70,1972,0.03008,0.04709
2000,Couple without children,Owner,No,0.87804,1762,1972,0.86359,0.89249
2000,Couple without children,Tenant,"Yes, Regularly",0.02880,54,1935,0.02135,0.03626
2000,Couple without children,Tenant,No,0.95283,1881,1935,0.94338,0.96228
2000,Single parent,Owner,No,0.83700,176,176,0.78227,0.89172
2000,Single parent,Tenant,No,0.98195,543,543,0.97075,0.99316
2000,Couple with children,Owner,"Yes, Regularly",0.06048,121,2529,0.05119,0.06978
2000,Couple with children,Owner,"Yes, Occasionally",0.02757,63,2529,0.02119,0.03395
2000,Couple with children,Owner,No,0.91195,2345,2529,0.90090,0.92299
2000,Couple with children,Tenant,"Yes, Regularly",0.02212,38,2031,0.01573,0.02852
2000,Couple with children,Tenant,No,0.96650,1993,2031,0.95868,0.97433
2000,Multi-generational household,Owner,No,0.91085,109,109,0.85711,0.96460
2000,Multi-generational household,Tenant,No,0.98607,48,48,0.95257,1.01958
2000,Other Combinations,Owner,No,0.91167,75,75,0.84702,0.97633
2000,Other Combinations,Tenant,No,0.96319,76,76,0.92058,1.00581
2001,Single-person household,Owner,"Yes, Regularly",0.16477,110,773,0.13860,0.19094
2001,Single-person household,Owner,"Yes, Occasionally",0.07774,55,773,0.05885,0.09663
2001,Single-person household,Owner,No,0.75748,608,773,0.72725,0.78772
2001,Single-person household,Tenant,"Yes, Regularly",0.06551,121,2148,0.05504,0.07598
2001,Single-person household,Tenant,"Yes, Occasionally",0.04516,83,2148,0.03637,0.05394
2001,Single-person household,Tenant,No,0.88933,1944,2148,0.87606,0.90260
2001,Couple without children,Owner,"Yes, Regularly",0.09316,136,1773,0.07962,0.10669
2001,Couple without children,Owner,"Yes, Occasionally",0.05259,81,1773,0.04220,0.06299
2001,Couple without children,Owner,No,0.85425,1556,1773,0.83782,0.87068
2001,Couple without children,Tenant,"Yes, Regularly",0.03295,49,1802,0.02470,0.04119
2001,Couple without children,Tenant,"Yes, Occasionally",0.02679,39,1802,0.01933,0.03425
2001,Couple without children,Tenant,No,0.94027,1714,1802,0.92932,0.95121
2001,Single parent,Owner,No,0.82299,164,164,0.76439,0.88158
2001,Single parent,Tenant,No,0.98102,505,505,0.96911,0.99293
2001,Couple with children,Owner,"Yes, Regularly",0.07277,138,2331,0.06222,0.08331
2001,Couple with children,Owner,"Yes, Occasionally",0.02318,57,2331,0.01707,0.02929
2001,Couple with children,Owner,No,0.90405,2136,2331,0.89210,0.91601
2001,Couple with children,Tenant,"Yes, Regularly",0.02137,33,1806,0.01470,0.02804
2001,Couple with children,Tenant,No,0.96562,1773,1806,0.95721,0.97403
2001,Multi-generational household,Owner,No,0.91007,106,106,0.85535,0.96479
2001,Multi-generational household,Tenant,No,0.98110,41,41,0.93890,1.02330
2001,Other Combinations,Owner,No,0.80925,56,56,0.70541,0.91309
2001,Other Combinations,Tenant,No,0.84067,54,54,0.74214,0.93920
2002,Single-person household,Owner,"Yes, Regularly",0.13198,103,756,0.10784,0.15613
2002,Single-person household,Owner,"Yes, Occasionally",0.08353,57,756,0.06380,0.10327
2002,Single-person household,Owner,No,0.78448,596,756,0.75515,0.81381
2002,Single-person household,Tenant,"Yes, Regularly",0.06588,128,2162,0.05542,0.07634
2002,Single-person household,Tenant,"Yes, Occasionally",0.04027,71,2162,0.03198,0.04856
2002,Single-person household,Tenant,No,0.89385,1963,2162,0.88086,0.90683
2002,Couple without children,Owner,"Yes, Regularly",0.07679,199,2054,0.06527,0.08831
2002,Couple without children,Owner,"Yes, Occasionally",0.03710,102,2054,0.02893,0.04528
2002,Couple without children,Owner,No,0.88611,1753,2054,0.87237,0.89985
2002,Couple without children,Tenant,"Yes, Regularly",0.03028,70,1839,0.02244,0.03811
2002,Couple without children,Tenant,"Yes, Occasionally",0.02474,39,1839,0.01763,0.03184
2002,Couple without children,Tenant,No,0.94499,1730,1839,0.93456,0.95541
2002,Single parent,Owner,No,0.92487,182,182,0.88647,0.96327
2002,Single parent,Tenant,No,0.97208,487,487,0.95743,0.98672
2002,Couple with children,Owner,"Yes, Regularly",0.05026,215,2621,0.04190,0.05863
2002,Couple with children,Owner,"Yes, Occasionally",0.02336,77,2621,0.01757,0.02914
2002,Couple with children,Owner,No,0.92638,2329,2621,0.91638,0.93638
2002,Couple with children,Tenant,"Yes, Regularly",0.01838,50,1722,0.01204,0.02473
2002,Couple with children,Tenant,No,0.96866,1672,1722,0.96043,0.97689
2002,Multi-generational household,Owner,No,0.88609,95,95,0.82187,0.95032
2002,Other Combinations,Owner,No,0.89472,63,63,0.81833,0.97112
2002,Other Combinations,Tenant,No,0.89511,52,52,0.81101,0.97920
2003,Single-person household,Owner,"Yes, Regularly",0.13564,103,784,0.11165,0.15962
2003,Single-person household,Owner,"Yes, Occasionally",0.08849,63,784,0.06859,0.10838
2003,Single-person household,Owner,No,0.77588,618,784,0.74667,0.80509
2003,Single-person household,Tenant,"Yes, Regularly",0.06876,126,2116,0.05797,0.07954
2003,Single-person household,Tenant,"Yes, Occasionally",0.03814,72,2116,0.02998,0.04631
2003,Single-person household,Tenant,No,0.89310,1918,2116,0.87993,0.90627
2003,Couple without children,Owner,"Yes, Regularly",0.09054,219,2010,0.07799,0.10308
2003,Couple without children,Owner,"Yes, Occasionally",0.03696,88,2010,0.02871,0.04521
2003,Couple without children,Owner,No,0.87250,1703,2010,0.85792,0.88709
2003,Couple without children,Tenant,"Yes, Regularly",0.03410,62,1791,0.02570,0.04251
2003,Couple without children,Tenant,"Yes, Occasionally",0.02403,39,1791,0.01693,0.03112
2003,Couple without children,Tenant,No,0.94187,1690,1791,0.93103,0.95271
2003,Single parent,Owner,No,0.83572,165,165,0.77901,0.89243
2003,Single parent,Tenant,No,0.98283,492,492,0.97135,0.99432
2003,Couple with children,Owner,"Yes, Regularly",0.05761,222,2504,0.04848,0.06674
2003,Couple with children,Owner,"Yes, Occasionally",0.03081,86,2504,0.02404,0.03758
2003,Couple with children,Owner,No,0.91158,2196,2504,0.90045,0.92270
2003,Couple with children,Tenant,"Yes, Regularly",0.02089,46,1589,0.01386,0.02793
2003,Couple with children,Tenant,No,0.96358,1543,1589,0.95437,0.97280
2003,Multi-generational household,Owner,No,0.92595,74,74,0.86588,0.98602
2003,Multi-generational household,Tenant,No,0.98812,38,38,0.95321,1.02303
2003,Other Combinations,Owner,No,0.90931,50,50,0.82891,0.98972
2003,Other Combinations,Tenant,No,0.81629,48,48,0.70558,0.92700
2004,Single-person household,Owner,"Yes, Regularly",0.10401,85,799,0.08283,0.12519
2004,Single-person household,Owner,"Yes, Occasionally",0.08315,62,799,0.06399,0.10231
2004,Single-person household,Owner,No,0.81284,652,799,0.78578,0.83990
2004,Single-person household,Tenant,"Yes, Regularly",0.05839,98,2044,0.04823,0.06856
2004,Single-person household,Tenant,"Yes, Occasionally",0.04083,70,2044,0.03225,0.04941
2004,Single-person household,Tenant,No,0.90078,1876,2044,0.88782,0.91374
2004,Couple without children,Owner,"Yes, Regularly",0.06987,172,1991,0.05867,0.08108
2004,Couple without children,Owner,"Yes, Occasionally",0.04714,104,1991,0.03783,0.05645
2004,Couple without children,Owner,No,0.88299,1715,1991,0.86886,0.89711
2004,Couple without children,Tenant,"Yes, Regularly",0.02459,52,1786,0.01741,0.03178
2004,Couple without children,Tenant,No,0.95567,1734,1786,0.94612,0.96522
2004,Single parent,Owner,No,0.87629,164,164,0.82574,0.92684
2004,Single parent,Tenant,No,0.98441,487,487,0.97340,0.99543
2004,Couple with children,Owner,"Yes, Regularly",0.04226,160,2432,0.03426,0.05026
2004,Couple with children,Owner,"Yes, Occasionally",0.02912,79,2432,0.02243,0.03580
2004,Couple with children,Owner,No,0.92862,2193,2432,0.91839,0.93886
2004,Couple with children,Tenant,"Yes, Regularly",0.02221,38,1505,0.01476,0.02966
2004,Couple with children,Tenant,No,0.96535,1467,1505,0.95611,0.97459
2004,Multi-generational household,Owner,No,0.88671,69,69,0.81138,0.96204
2004,Multi-generational household,Tenant,No,0.98691,32,32,0.94689,1.02692
2004,Other Combinations,Owner,No,0.95817,55,55,0.90477,1.01157
2004,Other Combinations,Tenant,No,0.95311,47,47,0.89202,1.01420
2005,Single-person household,Owner,"Yes, Regularly",0.12914,108,805,0.10596,0.15233
2005,Single-person household,Owner,"Yes, Occasionally",0.08916,74,805,0.06946,0.10886
2005,Single-person household,Owner,No,0.78170,623,805,0.75314,0.81025
2005,Single-person household,Tenant,"Yes, Regularly",0.07254,122,2092,0.06142,0.08366
2005,Single-person household,Tenant,"Yes, Occasionally",0.04324,70,2092,0.03452,0.05196
2005,Single-person household,Tenant,No,0.88422,1900,2092,0.87050,0.89793
2005,Couple without children,Owner,"Yes, Regularly",0.08811,213,1965,0.07558,0.10065
2005,Couple without children,Owner,"Yes, Occasionally",0.05031,109,1965,0.04064,0.05997
2005,Couple without children,Owner,No,0.86158,1643,1965,0.84631,0.87685
2005,Couple without children,Tenant,"Yes, Regularly",0.03172,69,1715,0.02342,0.04001
2005,Couple without children,Tenant,"Yes, Occasionally",0.02456,35,1715,0.01724,0.03189
2005,Couple without children,Tenant,No,0.94372,1611,1715,0.93281,0.95463
2005,Single parent,Owner,No,0.88252,171,171,0.83412,0.93093
2005,Single parent,Tenant,No,0.97571,485,485,0.96199,0.98942
2005,Couple with children,Owner,"Yes, Regularly",0.04568,169,2276,0.03710,0.05426
2005,Couple with children,Owner,"Yes, Occasionally",0.02580,66,2276,0.01928,0.03231
2005,Couple with children,Owner,No,0.92852,2041,2276,0.91794,0.93911
2005,Couple with children,Tenant,"Yes, Regularly",0.03273,44,1391,0.02337,0.04208
2005,Couple with children,Tenant,No,0.95150,1347,1391,0.94021,0.96279
2005,Multi-generational household,Owner,No,0.94870,68,68,0.89587,1.00152
2005,Other Combinations,Owner,No,0.95554,47,47,0.89597,1.01510
2005,Other Combinations,Tenant,No,0.90014,43,43,0.80947,0.99082
2006,Single-person household,Owner,"Yes, Regularly",0.11833,112,955,0.09784,0.13883
2006,Single-person household,Owner,"Yes, Occasionally",0.08226,79,955,0.06482,0.09969
2006,Single-person household,Owner,No,0.79941,764,955,0.77399,0.82482
2006,Single-person household,Tenant,"Yes, Regularly",0.07324,144,2326,0.06265,0.08383
2006,Single-person household,Tenant,"Yes, Occasionally",0.04360,81,2326,0.03530,0.05190
2006,Single-person household,Tenant,No,0.88315,2101,2326,0.87010,0.89621
2006,Couple without children,Owner,"Yes, Regularly",0.07693,221,2299,0.06603,0.08782
2006,Couple without children,Owner,"Yes, Occasionally",0.05457,138,2299,0.04528,0.06385
2006,Couple without children,Owner,No,0.86851,1940,2299,0.85469,0.88232
2006,Couple without children,Tenant,"Yes, Regularly",0.02821,63,1820,0.02060,0.03582
2006,Couple without children,Tenant,No,0.95543,1757,1820,0.94595,0.96492
2006,Single parent,Owner,No,0.91085,197,197,0.87096,0.95075
2006,Single parent,Tenant,No,0.97322,532,532,0.95949,0.98695
2006,Couple with children,Owner,"Yes, Regularly",0.04763,161,2367,0.03905,0.05621
2006,Couple with children,Owner,"Yes, Occasionally",0.03563,89,2367,0.02816,0.04310
2006,Couple with children,Owner,No,0.91674,2117,2367,0.90561,0.92788
2006,Couple with children,Tenant,"Yes, Regularly",0.02687,42,1444,0.01852,0.03521
2006,Couple with children,Tenant,No,0.96229,1402,1444,0.95246,0.97212
2006,Multi-generational household,Owner,No,0.95511,71,71,0.90660,1.00362
2006,Other Combinations,Owner,No,0.85165,53,53,0.75504,0.94826
2006,Other Combinations,Tenant,No,0.90227,39,39,0.80786,0.99669
2007,Single-person household,Owner,"Yes, Regularly",0.13899,119,893,0.11629,0.16170
2007,Single-person household,Owner,"Yes, Occasionally",0.07315,67,893,0.05606,0.09024
2007,Single-person household,Owner,No,0.78786,707,893,0.76103,0.81469
2007,Single-person household,Tenant,"Yes, Regularly",0.07897,139,2205,0.06771,0.09023
2007,Single-person household,Tenant,"Yes, Occasionally",0.04124,70,2205,0.03294,0.04954
2007,Single-person household,Tenant,No,0.87979,1996,2205,0.86621,0.89337
2007,Couple without children,Owner,"Yes, Regularly",0.08749,230,2163,0.07558,0.09940
2007,Couple without children,Owner,"Yes, Occasionally",0.04562,112,2163,0.03682,0.05441
2007,Couple without children,Owner,No,0.86689,1821,2163,0.85258,0.88121
2007,Couple without children,Tenant,"Yes, Regularly",0.03368,68,1702,0.02511,0.04225
2007,Couple without children,Tenant,"Yes, Occasionally",0.01921,35,1702,0.01269,0.02573
2007,Couple without children,Tenant,No,0.94711,1599,1702,0.93647,0.95775
2007,Single parent,Owner,No,0.87174,178,178,0.82248,0.92101
2007,Single parent,Tenant,No,0.97595,487,487,0.96233,0.98957
2007,Couple with children,Owner,"Yes, Regularly",0.05441,166,2211,0.04495,0.06387
2007,Couple with children,Owner,"Yes, Occasionally",0.03861,90,2211,0.03058,0.04664
2007,Couple with children,Owner,No,0.90698,1955,2211,0.89487,0.91909
2007,Couple with children,Tenant,"Yes, Regularly",0.02463,36,1330,0.01629,0.03296
2007,Couple with children,Tenant,No,0.95714,1294,1330,0.94625,0.96803
2007,Multi-generational household,Owner,No,0.95565,60,60,0.90313,1.00818
2007,Other Combinations,Owner,No,0.84404,41,41,0.73160,0.95648
2007,Other Combinations,Tenant,No,0.99185,38,38,0.96288,1.02082
2008,Single-person household,Owner,"Yes, Regularly",0.12055,109,895,0.09920,0.14189
2008,Single-person household,Owner,"Yes, Occasionally",0.09081,72,895,0.07198,0.10965
2008,Single-person household,Owner,No,0.78864,714,895,0.76188,0.81541
2008,Single-person household,Tenant,"Yes, Regularly",0.06971,116,2078,0.05876,0.08067
2008,Single-person household,Tenant,"Yes, Occasionally",0.03237,56,2078,0.02476,0.03998
2008,Single-person household,Tenant,No,0.89792,1906,2078,0.88490,0.91094
2008,Couple without children,Owner,"Yes, Regularly",0.08050,201,2098,0.06886,0.09215
2008,Couple without children,Owner,"Yes, Occasionally",0.05609,129,2098,0.04624,0.06594
2008,Couple without children,Owner,No,0.86341,1768,2098,0.84871,0.87811
2008,Couple without children,Tenant,"Yes, Regularly",0.02610,57,1614,0.01832,0.03388
2008,Couple without children,Tenant,"Yes, Occasionally",0.02263,34,1614,0.01537,0.02988
2008,Couple without children,Tenant,No,0.95127,1523,1614,0.94077,0.96178
2008,Single parent,Owner,No,0.90604,173,173,0.86244,0.94965
2008,Single parent,Tenant,No,0.97322,463,463,0.95850,0.98794
2008,Couple with children,Owner,"Yes, Regularly",0.04960,146,2063,0.04023,0.05897
2008,Couple with children,Owner,"Yes, Occasionally",0.03092,60,2063,0.02345,0.03839
2008,Couple with children,Owner,No,0.91948,1857,2063,0.90774,0.93123
2008,Couple with children,Tenant,No,0.94714,1141,1141,0.93416,0.96013
2008,Multi-generational household,Owner,No,0.95532,51,51,0.89805,1.01259
2008,Other Combinations,Owner,No,0.70749,32,32,0.54735,0.86763
2009,Single-person household,Owner,"Yes, Regularly",0.12728,106,853,0.10490,0.14966
2009,Single-person household,Owner,"Yes, Occasionally",0.07991,71,853,0.06170,0.09811
2009,Single-person household,Owner,No,0.79281,676,853,0.76560,0.82003
2009,Single-person household,Tenant,"Yes, Regularly",0.07353,117,1954,0.06196,0.08511
2009,Single-person household,Tenant,"Yes, Occasionally",0.02662,40,1954,0.01948,0.03376
2009,Single-person household,Tenant,No,0.89984,1797,1954,0.88653,0.91316
2009,Couple without children,Owner,"Yes, Regularly",0.10655,229,1987,0.09298,0.12012
2009,Couple without children,Owner,"Yes, Occasionally",0.04054,88,1987,0.03187,0.04922
2009,Couple without children,Owner,No,0.85291,1670,1987,0.83733,0.86848
2009,Couple without children,Tenant,"Yes, Regularly",0.03521,62,1532,0.02598,0.04444
2009,Couple without children,Tenant,"Yes, Occasionally",0.01844,32,1532,0.01170,0.02518
2009,Couple without children,Tenant,No,0.94635,1438,1532,0.93506,0.95763
2009,Single parent,Owner,No,0.90454,171,171,0.86037,0.94871
2009,Single parent,Tenant,No,0.96514,412,412,0.94740,0.98287
2009,Couple with children,Owner,"Yes, Regularly",0.05043,134,1894,0.04057,0.06029
2009,Couple with children,Owner,"Yes, Occasionally",0.03353,64,1894,0.02542,0.04163
2009,Couple with children,Owner,No,0.91605,1696,1894,0.90355,0.92854
2009,Couple with children,Tenant,No,0.94883,1015,1015,0.93527,0.96240
2009,Multi-generational household,Owner,No,0.91439,40,40,0.82658,1.00220
2009,Other Combinations,Owner,No,0.83499,31,31,0.70217,0.96782
2010,Single-person household,Owner,"Yes, Regularly",0.10952,104,851,0.08852,0.13051
2010,Single-person household,Owner,"Yes, Occasionally",0.06003,50,851,0.04406,0.07600
2010,Single-person household,Owner,No,0.83046,697,851,0.80523,0.85568
2010,Single-person household,Tenant,"Yes, Regularly",0.06014,93,1834,0.04926,0.07102
2010,Single-person household,Tenant,"Yes, Occasionally",0.02985,40,1834,0.02206,0.03764
2010,Single-person household,Tenant,No,0.91001,1701,1834,0.89691,0.92311
2010,Couple without children,Owner,"Yes, Regularly",0.09685,189,1909,0.08358,0.11012
2010,Couple without children,Owner,"Yes, Occasionally",0.03768,80,1909,0.02913,0.04622
2010,Couple without children,Owner,No,0.86548,1640,1909,0.85017,0.88079
2010,Couple without children,Tenant,"Yes, Regularly",0.02511,51,1426,0.01699,0.03323
2010,Couple without children,Tenant,No,0.95663,1375,1426,0.94605,0.96721
2010,Single parent,Owner,"Yes, Regularly",0.08075,31,398,0.05395,0.10756
2010,Single parent,Owner,No,0.89701,367,398,0.86711,0.92691
2010,Single parent,Tenant,No,0.97897,1412,1412,0.97148,0.98646
2010,Couple with children,Owner,"Yes, Regularly",0.04696,197,3041,0.03944,0.05448
2010,Couple with children,Owner,"Yes, Occasionally",0.02225,65,3041,0.01700,0.02749
2010,Couple with children,Owner,No,0.93080,2779,3041,0.92177,0.93982
2010,Couple with children,Tenant,"Yes, Regularly",0.02327,70,2633,0.01751,0.02903
2010,Couple with children,Tenant,No,0.96911,2563,2633,0.96250,0.97572
2010,Multi-generational household,Owner,No,0.98566,63,63,0.95606,1.01525
2010,Multi-generational household,Tenant,No,0.94454,35,35,0.86761,1.02147
2010,Other Combinations,Owner,No,0.90942,31,31,0.80671,1.01212
2011,Single-person household,Owner,"Yes, Regularly",0.10720,122,1077,0.08872,0.12569
2011,Single-person household,Owner,"Yes, Occasionally",0.05810,61,1077,0.04413,0.07208
2011,Single-person household,Owner,No,0.83469,894,1077,0.81250,0.85689
2011,Single-person household,Tenant,"Yes, Regularly",0.06196,142,2452,0.05242,0.07151
2011,Single-person household,Tenant,"Yes, Occasionally",0.02172,45,2452,0.01595,0.02749
2011,Single-person household,Tenant,No,0.91632,2265,2452,0.90535,0.92728
2011,Couple without children,Owner,"Yes, Regularly",0.08773,244,2509,0.07665,0.09880
2011,Couple without children,Owner,"Yes, Occasionally",0.03489,95,2509,0.02771,0.04208
2011,Couple without children,Owner,No,0.87738,2170,2509,0.86454,0.89022
2011,Couple without children,Tenant,"Yes, Regularly",0.03507,59,1853,0.02669,0.04345
2011,Couple without children,Tenant,"Yes, Occasionally",0.01945,32,1853,0.01316,0.02574
2011,Couple without children,Tenant,No,0.94548,1762,1853,0.93514,0.95582
2011,Single parent,Owner,"Yes, Regularly",0.08411,40,494,0.05961,0.10861
2011,Single parent,Owner,No,0.87639,454,494,0.84734,0.90545
2011,Single parent,Tenant,"Yes, Regularly",0.02038,32,1781,0.01381,0.02694
2011,Single parent,Tenant,No,0.97447,1749,1781,0.96714,0.98180
2011,Couple with children,Owner,"Yes, Regularly",0.06993,292,3489,0.06146,0.07839
2011,Couple with children,Owner,"Yes, Occasionally",0.02398,77,3489,0.01890,0.02906
2011,Couple with children,Owner,No,0.90609,3120,3489,0.89641,0.91577
2011,Couple with children,Tenant,"Yes, Regularly",0.03024,89,2648,0.02371,0.03676
2011,Couple with children,Tenant,No,0.96012,2559,2648,0.95266,0.96757
2011,Multi-generational household,Owner,No,0.99359,74,74,0.97529,1.01190
2011,Multi-generational household,Tenant,No,0.97243,43,43,0.92292,1.02195
2011,Other Combinations,Owner,No,0.86758,38,38,0.75837,0.97680
2011,Other Combinations,Tenant,No,0.97671,54,54,0.93611,1.01732
2012,Single-person household,Owner,"Yes, Regularly",0.10874,121,1089,0.09024,0.12724
2012,Single-person household,Owner,"Yes, Occasionally",0.06101,62,1089,0.04679,0.07523
2012,Single-person household,Owner,No,0.83025,906,1089,0.80794,0.85256
2012,Single-person household,Tenant,"Yes, Regularly",0.05461,128,2584,0.04585,0.06338
2012,Single-person household,Tenant,"Yes, Occasionally",0.02124,52,2584,0.01568,0.02680
2012,Single-person household,Tenant,No,0.92414,2404,2584,0.91393,0.93436
2012,Couple without children,Owner,"Yes, Regularly",0.07414,225,2543,0.06396,0.08433
2012,Couple without children,Owner,"Yes, Occasionally",0.03302,95,2543,0.02607,0.03997
2012,Couple without children,Owner,No,0.89284,2223,2543,0.88081,0.90486
2012,Couple without children,Tenant,"Yes, Regularly",0.04047,77,1871,0.03154,0.04940
2012,Couple without children,Tenant,No,0.94535,1794,1871,0.93504,0.95565
2012,Single parent,Owner,"Yes, Regularly",0.10184,38,479,0.07473,0.12895
2012,Single parent,Owner,No,0.87032,441,479,0.84020,0.90044
2012,Single parent,Tenant,No,0.97988,1656,1656,0.97311,0.98664
2012,Couple with children,Owner,"Yes, Regularly",0.06965,259,3323,0.06100,0.07831
2012,Couple with children,Owner,"Yes, Occasionally",0.01763,68,3323,0.01316,0.02211
2012,Couple with children,Owner,No,0.91272,2996,3323,0.90312,0.92232
2012,Couple with children,Tenant,"Yes, Regularly",0.02967,77,2422,0.02291,0.03643
2012,Couple with children,Tenant,No,0.96151,2345,2422,0.95385,0.96917
2012,Multi-generational household,Owner,No,0.96240,71,71,0.91783,1.00696
2012,Multi-generational household,Tenant,No,0.95698,43,43,0.89561,1.01834
2012,Other Combinations,Owner,No,0.90659,39,39,0.81406,0.99911
2012,Other Combinations,Tenant,No,0.99347,51,51,0.97113,1.01580
2013,Single-person household,Owner,"Yes, Regularly",0.13704,142,1055,0.11628,0.15780
2013,Single-person household,Owner,"Yes, Occasionally",0.06043,61,1055,0.04605,0.07482
2013,Single-person household,Owner,No,0.80253,852,1055,0.77849,0.82656
2013,Single-person household,Tenant,"Yes, Regularly",0.06230,142,2776,0.05331,0.07130
2013,Single-person household,Tenant,"Yes, Occasionally",0.02406,54,2776,0.01836,0.02976
2013,Single-person household,Tenant,No,0.91364,2580,2776,0.90319,0.92409
2013,Couple without children,Owner,"Yes, Regularly",0.07975,229,2516,0.06916,0.09033
2013,Couple without children,Owner,"Yes, Occasionally",0.02804,82,2516,0.02159,0.03449
2013,Couple without children,Owner,No,0.89222,2205,2516,0.88010,0.90434
2013,Couple without children,Tenant,"Yes, Regularly",0.04599,83,2087,0.03700,0.05498
2013,Couple without children,Tenant,No,0.94458,2004,2087,0.93476,0.95440
2013,Single parent,Owner,"Yes, Regularly",0.09490,37,478,0.06860,0.12121
