"hlf0261","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1999","1-Pers.- Haushalt","2","429","0.885991723045475","0.857258642819797","0.914724803271152"
"Nein","1999","1-Pers.- Haushalt","3","255","0.867479688852187","0.827766024925349","0.907193352779025"
"Nein","1999","1-Pers.- Haushalt","4","196","0.833804015328648","0.785271128357726","0.882336902299569"
"Nein","1999","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","(Ehe-)Paar ohne Kind(er)","2","886","0.974704242948485","0.96446838748336","0.98494009841361"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","3","1064","0.928353748070643","0.913195493972231","0.943512002169055"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","4","860","0.874485056351655","0.853373199293187","0.895596913410124"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Alleinerziehende","2","301","0.96085998791841","0.939341521033303","0.982378454803517"
"Nein","1999","Alleinerziehende","3","145","0.894627474498927","0.847053119389055","0.942201829608799"
"Nein","1999","Alleinerziehende","4","59","0.721118045090079","0.618245366122148","0.823990724058009"
"Nein","1999","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Paar mit Kind(ern)","2","3315","0.97685484603409","0.971783448963648","0.981926243104532"
"Nein","1999","Paar mit Kind(ern)","3","1836","0.910093011101904","0.897451891885273","0.922734130318534"
"Nein","1999","Paar mit Kind(ern)","4","1005","0.873269735996385","0.853699278592173","0.892840193400596"
"Nein","1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Sonstige","2","205","0.881359295402566","0.8386295698059","0.924089020999232"
"Nein","1999","Sonstige","3","129","0.978412563263101","0.953805644183696","1.00301948234251"
"Nein","1999","Sonstige","4","42","0.755142788316883","0.64252031338386","0.867765263249907"
"Nein","1999","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2000","1-Pers.- Haushalt","2","51","0.0731797197411023","0.0554515475693118","0.0909078919128928"
"Ja, regelmaessig","2000","1-Pers.- Haushalt","3","28","","",""
"Ja, regelmaessig","2000","1-Pers.- Haushalt","4","39","0.0919728066669876","0.065762699418778","0.118182913915197"
"Ja, regelmaessig","2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2000","(Ehe-)Paar ohne Kind(er)","2","34","0.0234113900067645","0.0161287749932093","0.0306940050203197"
"Ja, regelmaessig","2000","(Ehe-)Paar ohne Kind(er)","3","44","0.0254760262859456","0.0183153551798726","0.0326366973920187"
"Ja, regelmaessig","2000","(Ehe-)Paar ohne Kind(er)","4","78","0.0488120284814981","0.0386642553346857","0.0589598016283104"
"Ja, regelmaessig","2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2000","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2000","Alleinerziehende","2","7","","",""
"Ja, regelmaessig","2000","Alleinerziehende","3","13","","",""
"Ja, regelmaessig","2000","Alleinerziehende","4","18","","",""
"Ja, regelmaessig","2000","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2000","Paar mit Kind(ern)","2","61","0.0155414410262375","0.0122362138485869","0.018846668203888"
"Ja, regelmaessig","2000","Paar mit Kind(ern)","3","116","0.0329779931331159","0.0272362927150977","0.0387196935511342"
"Ja, regelmaessig","2000","Paar mit Kind(ern)","4","173","0.0790857468226103","0.0677492835880331","0.0904222100571874"
"Ja, regelmaessig","2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2000","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2000","Sonstige","2","9","","",""
"Ja, regelmaessig","2000","Sonstige","3","6","","",""
"Ja, regelmaessig","2000","Sonstige","4","8","","",""
"Ja, regelmaessig","2000","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2000","1-Pers.- Haushalt","2","22","","",""
"Ja, gelegentlich","2000","1-Pers.- Haushalt","3","21","","",""
"Ja, gelegentlich","2000","1-Pers.- Haushalt","4","28","","",""
"Ja, gelegentlich","2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2000","(Ehe-)Paar ohne Kind(er)","2","8","","",""
"Ja, gelegentlich","2000","(Ehe-)Paar ohne Kind(er)","3","44","0.0264858520325955","0.0191884255759136","0.0337832784892775"
"Ja, gelegentlich","2000","(Ehe-)Paar ohne Kind(er)","4","50","0.0323908260908759","0.0240533395091487","0.040728312672603"
"Ja, gelegentlich","2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2000","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2000","Alleinerziehende","2","6","","",""
"Ja, gelegentlich","2000","Alleinerziehende","3","2","","",""
"Ja, gelegentlich","2000","Alleinerziehende","4","10","","",""
"Ja, gelegentlich","2000","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2000","Paar mit Kind(ern)","2","68","0.0156565791903119","0.0123393252844184","0.0189738330962054"
"Ja, gelegentlich","2000","Paar mit Kind(ern)","3","52","0.0217014509515964","0.0170166587849944","0.0263862431181984"
"Ja, gelegentlich","2000","Paar mit Kind(ern)","4","106","0.0536565273720875","0.044190787773293","0.0631222669708819"
"Ja, gelegentlich","2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2000","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2000","Sonstige","2","","","",""
"Ja, gelegentlich","2000","Sonstige","3","","","",""
"Ja, gelegentlich","2000","Sonstige","4","9","","",""
"Ja, gelegentlich","2000","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","1-Pers.- Haushalt","2","756","0.893061848871986","0.872025133554619","0.914098564189353"
"Nein","2000","1-Pers.- Haushalt","3","535","0.900411762936195","0.876125188122231","0.924698337750158"
"Nein","2000","1-Pers.- Haushalt","4","400","0.839183807538508","0.80586548821933","0.872502126857685"
"Nein","2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","(Ehe-)Paar ohne Kind(er)","2","1614","0.970235498996889","0.962050741656029","0.978420256337748"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","3","1772","0.948038121681459","0.937951471938976","0.958124771423942"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","4","1604","0.918797145427626","0.905933335510952","0.931660955344301"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Alleinerziehende","2","441","0.974159032591538","0.959564523896396","0.988753541286679"
"Nein","2000","Alleinerziehende","3","279","0.952152889607084","0.927754810895076","0.976550968319092"
"Nein","2000","Alleinerziehende","4","135","0.830816680291845","0.773261335008285","0.888372025575406"
"Nein","2000","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Paar mit Kind(ern)","2","5251","0.968801979783451","0.964156420789159","0.973447538777742"
"Nein","2000","Paar mit Kind(ern)","3","3548","0.945320555915288","0.938010649205258","0.952630462625317"
"Nein","2000","Paar mit Kind(ern)","4","1898","0.867257725805302","0.85300501109638","0.881510440514224"
"Nein","2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Sonstige","2","300","0.974218874677448","0.95654840650997","0.991889342844927"
"Nein","2000","Sonstige","3","230","0.981751171299944","0.964674221535938","0.998828121063949"
"Nein","2000","Sonstige","4","143","0.866718080625755","0.814054225533822","0.919381935717688"
"Nein","2000","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2001","1-Pers.- Haushalt","2","43","0.072827526406271","0.0537405938615183","0.0919144589510237"
"Ja, regelmaessig","2001","1-Pers.- Haushalt","3","28","","",""
"Ja, regelmaessig","2001","1-Pers.- Haushalt","4","47","0.102778806554432","0.0759459390216184","0.129611674087245"
"Ja, regelmaessig","2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2001","(Ehe-)Paar ohne Kind(er)","2","22","","",""
"Ja, regelmaessig","2001","(Ehe-)Paar ohne Kind(er)","3","62","0.0405919068496693","0.0313827426592812","0.0498010710400573"
"Ja, regelmaessig","2001","(Ehe-)Paar ohne Kind(er)","4","74","0.052715438935516","0.0418936194486898","0.0635372584223423"
"Ja, regelmaessig","2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2001","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2001","Alleinerziehende","2","15","","",""
"Ja, regelmaessig","2001","Alleinerziehende","3","22","","",""
"Ja, regelmaessig","2001","Alleinerziehende","4","4","","",""
"Ja, regelmaessig","2001","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2001","Paar mit Kind(ern)","2","82","0.0194609338665395","0.0155416008812636","0.0233802668518154"
"Ja, regelmaessig","2001","Paar mit Kind(ern)","3","85","0.0296841012798747","0.0240429951337197","0.0353252074260297"
"Ja, regelmaessig","2001","Paar mit Kind(ern)","4","189","0.0986673403366923","0.0861661238226639","0.111168556850721"
"Ja, regelmaessig","2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2001","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2001","Sonstige","2","5","","",""
"Ja, regelmaessig","2001","Sonstige","3","13","","",""
"Ja, regelmaessig","2001","Sonstige","4","18","","",""
"Ja, regelmaessig","2001","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2001","1-Pers.- Haushalt","2","36","0.0590564139685228","0.0417413769898043","0.0763714509472413"
"Ja, gelegentlich","2001","1-Pers.- Haushalt","3","29","","",""
"Ja, gelegentlich","2001","1-Pers.- Haushalt","4","25","","",""
"Ja, gelegentlich","2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2001","(Ehe-)Paar ohne Kind(er)","2","22","","",""
"Ja, gelegentlich","2001","(Ehe-)Paar ohne Kind(er)","3","52","0.0341072006085282","0.0256371441995749","0.0425772570174816"
"Ja, gelegentlich","2001","(Ehe-)Paar ohne Kind(er)","4","62","0.0439348061194097","0.0340096064297638","0.0538600058090557"
"Ja, gelegentlich","2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2001","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2001","Alleinerziehende","2","2","","",""
"Ja, gelegentlich","2001","Alleinerziehende","3","11","","",""
"Ja, gelegentlich","2001","Alleinerziehende","4","7","","",""
"Ja, gelegentlich","2001","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2001","Paar mit Kind(ern)","2","32","0.0059892160720491","0.00380005149489291","0.00817838064920529"
"Ja, gelegentlich","2001","Paar mit Kind(ern)","3","66","0.0174140812689876","0.0130661637466474","0.0217619987913277"
"Ja, gelegentlich","2001","Paar mit Kind(ern)","4","79","0.0357318055345105","0.0279505547211923","0.0435130563478288"
"Ja, gelegentlich","2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2001","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2001","Sonstige","2","2","","",""
"Ja, gelegentlich","2001","Sonstige","3","","","",""
"Ja, gelegentlich","2001","Sonstige","4","14","","",""
"Ja, gelegentlich","2001","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","1-Pers.- Haushalt","2","633","0.868116059625206","0.843262251190282","0.892969868060131"
"Nein","2001","1-Pers.- Haushalt","3","500","0.875058267526706","0.84759876016729","0.902517774886122"
"Nein","2001","1-Pers.- Haushalt","4","420","0.84691664213923","0.815100328218538","0.878732956059921"
"Nein","2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","(Ehe-)Paar ohne Kind(er)","2","1358","0.959582333166406","0.949273706163661","0.969890960169151"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","3","1650","0.925300892541802","0.913032208065376","0.937569577018229"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","4","1502","0.903349754945074","0.889040382501989","0.91765912738816"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Alleinerziehende","2","415","0.953110426338136","0.933175438739668","0.973045413936604"
"Nein","2001","Alleinerziehende","3","269","0.884059774629969","0.847951851866655","0.920167697393284"
"Nein","2001","Alleinerziehende","4","147","0.883671259640915","0.833678348672447","0.933664170609382"
"Nein","2001","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Paar mit Kind(ern)","2","4658","0.974549850061411","0.970081521748166","0.979018178374657"
"Nein","2001","Paar mit Kind(ern)","3","3326","0.952901817451138","0.945860208591525","0.959943426310751"
"Nein","2001","Paar mit Kind(ern)","4","1918","0.865600854128797","0.851302695705827","0.879899012551768"
"Nein","2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Sonstige","2","296","0.966182132638397","0.945829087959892","0.986535177316901"
"Nein","2001","Sonstige","3","187","0.903043530533215","0.862034846552924","0.944052214513506"
"Nein","2001","Sonstige","4","110","0.740389684705449","0.668279755223702","0.812499614187196"
"Nein","2001","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2002","1-Pers.- Haushalt","2","34","0.0670136558869644","0.0476111845359251","0.0864161272380037"
"Ja, regelmaessig","2002","1-Pers.- Haushalt","3","27","","",""
"Ja, regelmaessig","2002","1-Pers.- Haushalt","4","36","0.0722810967211556","0.0510039921746575","0.0935582012676536"
"Ja, regelmaessig","2002","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2002","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2002","(Ehe-)Paar ohne Kind(er)","2","20","","",""
"Ja, regelmaessig","2002","(Ehe-)Paar ohne Kind(er)","3","44","0.0317182030770879","0.0231204133618519","0.040315992792324"
"Ja, regelmaessig","2002","(Ehe-)Paar ohne Kind(er)","4","80","0.0576965377304849","0.0467407467843552","0.0686523286766145"
"Ja, regelmaessig","2002","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2002","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2002","Alleinerziehende","2","10","","",""
"Ja, regelmaessig","2002","Alleinerziehende","3","17","","",""
"Ja, regelmaessig","2002","Alleinerziehende","4","17","","",""
"Ja, regelmaessig","2002","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2002","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2002","Paar mit Kind(ern)","2","38","0.0086038453094846","0.00572984439109815","0.011477846227871"
"Ja, regelmaessig","2002","Paar mit Kind(ern)","3","98","0.0307863186308663","0.0249351311429755","0.036637506118757"
"Ja, regelmaessig","2002","Paar mit Kind(ern)","4","190","0.041180737928911","0.0341642839786635","0.0481971918791584"
"Ja, regelmaessig","2002","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2002","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2002","Sonstige","2","7","","",""
"Ja, regelmaessig","2002","Sonstige","3","9","","",""
"Ja, regelmaessig","2002","Sonstige","4","21","","",""
"Ja, regelmaessig","2002","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2002","1-Pers.- Haushalt","2","22","","",""
"Ja, gelegentlich","2002","1-Pers.- Haushalt","3","21","","",""
"Ja, gelegentlich","2002","1-Pers.- Haushalt","4","31","0.0637344574672736","0.0436630131646289","0.0838059017699183"
"Ja, gelegentlich","2002","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2002","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2002","(Ehe-)Paar ohne Kind(er)","2","14","","",""
"Ja, gelegentlich","2002","(Ehe-)Paar ohne Kind(er)","3","44","0.0319654384518865","0.0233353069773921","0.0405955699263809"
"Ja, gelegentlich","2002","(Ehe-)Paar ohne Kind(er)","4","48","0.0270045456758827","0.0193881883664749","0.0346209029852905"
"Ja, gelegentlich","2002","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2002","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2002","Alleinerziehende","2","4","","",""
"Ja, gelegentlich","2002","Alleinerziehende","3","2","","",""
"Ja, gelegentlich","2002","Alleinerziehende","4","4","","",""
"Ja, gelegentlich","2002","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2002","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2002","Paar mit Kind(ern)","2","44","0.0114896090103399","0.00817325995372291","0.0148059580669569"
"Ja, gelegentlich","2002","Paar mit Kind(ern)","3","44","0.0187287545611769","0.014136728418358","0.0233207807039959"
"Ja, gelegentlich","2002","Paar mit Kind(ern)","4","124","0.0307695939922759","0.0246717453580058","0.036867442626546"
"Ja, gelegentlich","2002","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2002","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2002","Sonstige","2","7","","",""
"Ja, gelegentlich","2002","Sonstige","3","6","","",""
"Ja, gelegentlich","2002","Sonstige","4","7","","",""
"Ja, gelegentlich","2002","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","1-Pers.- Haushalt","2","582","0.886642788269899","0.862042699621613","0.911242876918184"
"Nein","2002","1-Pers.- Haushalt","3","515","0.900247139256935","0.875493591723827","0.925000686790043"
"Nein","2002","1-Pers.- Haushalt","4","502","0.863984445811571","0.835817535720483","0.892151355902658"
"Nein","2002","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","2","1282","0.964870164140885","0.954923152061792","0.974817176219978"
"Nein","2002","(Ehe-)Paar ohne Kind(er)","3","1508","0.936316358471025","0.924336356277485","0.948296360664566"
"Nein","2002","(Ehe-)Paar ohne Kind(er)","4","1612","0.915298916593632","0.902216155108823","0.928381678078442"
"Nein","2002","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Alleinerziehende","2","369","0.977470051794575","0.962607939761483","0.992332163827667"
"Nein","2002","Alleinerziehende","3","262","0.928368033704203","0.898216566069194","0.958519501339212"
"Nein","2002","Alleinerziehende","4","214","0.942684626699168","0.912965712721545","0.972403540676791"
"Nein","2002","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Paar mit Kind(ern)","2","3885","0.979906545680175","0.975540013932801","0.98427307742755"
"Nein","2002","Paar mit Kind(ern)","3","3206","0.950484926807957","0.943136460690629","0.957833392925284"
"Nein","2002","Paar mit Kind(ern)","4","2767","0.928049668078813","0.918925269407095","0.937174066750531"
"Nein","2002","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Sonstige","2","235","0.922639040031086","0.889455305821295","0.955822774240878"
"Nein","2002","Sonstige","3","147","0.846287028010465","0.790747180177231","0.901826875843698"
"Nein","2002","Sonstige","4","187","0.877849884334834","0.834078938581534","0.921620830088133"
"Nein","2002","Sonstige","5 Einkommensstärkstes Quintil","","","",""
